Orthogroup	Prbn	Syao
OG0001139	Prbn.g_00394	Syao.g_00225
OG0001140	Prbn.g_00395	Syao.g_00224
OG0001141	Prbn.g_00396	Syao.g_00254
OG0001142	Prbn.g_00397	Syao.g_00253
OG0001143	Prbn.g_00404	Syao.g_00243
OG0001144	Prbn.g_00409	Syao.g_00276
OG0001145	Prbn.g_01092	Syao.g_01446
OG0001146	Prbn.g_01080	Syao.g_01455
OG0001147	Prbn.g_01060	Syao.g_00095
OG0001148	Prbn.g_01242	Syao.g_00038
OG0001149	Prbn.g_00153	Syao.g_00039
OG0001150	Prbn.g_00154	Syao.g_00040
OG0001151	Prbn.g_00165	Syao.g_02706
OG0001152	Prbn.g_00166	Syao.g_02707
OG0001153	Prbn.g_00244	Syao.g_00083
OG0001154	Prbn.g_00245	Syao.g_00084
OG0001155	Prbn.g_00262	Syao.g_01747
OG0001156	Prbn.g_00265	Syao.g_01744
OG0001157	Prbn.g_00266	Syao.g_01743
OG0001158	Prbn.g_00267	Syao.g_01742
OG0001159	Prbn.g_00268	Syao.g_01741
OG0001160	Prbn.g_00900	Syao.g_01579
OG0001161	Prbn.g_01688	Syao.g_02373
OG0001162	Prbn.g_00134	Syao.g_02650
OG0001163	Prbn.g_01736	Syao.g_01571
OG0001164	Prbn.g_01740	Syao.g_01564
OG0001165	Prbn.g_01743	Syao.g_01559
OG0001166	Prbn.g_01764	Syao.g_01673
OG0001167	Prbn.g_01782	Syao.g_01006
OG0001168	Prbn.g_01784	Syao.g_01648
OG0001169	Prbn.g_01786	Syao.g_01646
OG0001170	Prbn.g_01788	Syao.g_01644
OG0001171	Prbn.g_01798	Syao.g_01632
OG0001172	Prbn.g_01814	Syao.g_01914
OG0001173	Prbn.g_01815	Syao.g_01915
OG0001174	Prbn.g_01823	Syao.g_01923
OG0001175	Prbn.g_01824	Syao.g_01924
OG0001176	Prbn.g_01832	Syao.g_01799
OG0001177	Prbn.g_01834	Syao.g_01802
OG0001178	Prbn.g_01750	Syao.g_01541
OG0001179	Prbn.g_01864	Syao.g_01768
OG0001180	Prbn.g_01887	Syao.g_01833
OG0001181	Prbn.g_01891	Syao.g_01829
OG0001182	Prbn.g_01899	Syao.g_01820
OG0001183	Prbn.g_01904	Syao.g_01851
OG0001184	Prbn.g_01017	Syao.g_02264
OG0001185	Prbn.g_01001	Syao.g_02147
OG0001186	Prbn.g_00977	Syao.g_02173
OG0001187	Prbn.g_00974	Syao.g_02171
OG0001188	Prbn.g_00972	Syao.g_02169
OG0001189	Prbn.g_00956	Syao.g_02215
OG0001190	Prbn.g_00951	Syao.g_02436
OG0001191	Prbn.g_00941	Syao.g_02449
OG0001192	Prbn.g_00936	Syao.g_02367
OG0001193	Prbn.g_00924	Syao.g_02284
OG0001194	Prbn.g_00923	Syao.g_02285
OG0001195	Prbn.g_00922	Syao.g_02286
OG0001196	Prbn.g_00906	Syao.g_02341
OG0001198	Prbn.g_00297	Syao.g_02158
OG0001199	Prbn.g_00703	Syao.g_02623
OG0001201	Prbn.g_01311	Syao.g_02601
OG0001202	Prbn.g_00354	Syao.g_02461
OG0001203	Prbn.g_00312	Syao.g_00296, Syao.g_01705
OG0001204	Prbn.g_00306	Syao.g_02117
OG0001205	Prbn.g_00668	Syao.g_01620
OG0001206	Prbn.g_00648	Syao.g_02701, Syao.g_02702
OG0001207	Prbn.g_00637	Syao.g_00035
OG0001208	Prbn.g_00632	Syao.g_00026
OG0001209	Prbn.g_00581	Syao.g_01415
OG0001210	Prbn.g_00576	Syao.g_00882
OG0001211	Prbn.g_00566	Syao.g_00861
OG0001212	Prbn.g_00519	Syao.g_01001
OG0001213	Prbn.g_00484	Syao.g_01322
OG0001214	Prbn.g_00428	Syao.g_00896
OG0001215	Prbn.g_01573	Syao.g_00700
OG0001216	Prbn.g_01552	Syao.g_00492
OG0001218	Prbn.g_01126	Syao.g_00092
OG0001219	Prbn.g_01447	Syao.g_00651
OG0001220	Prbn.g_01490	Syao.g_00393
OG0001221	Prbn.g_01610	Syao.g_01657
OG0001222	Prbn.g_01368	Syao.g_00687
OG0001223	Prbn.g_01400	Syao.g_00820
OG0001224	Prbn.g_01467	Syao.g_00427
OG0001226	Prbn.g_00476	Syao.g_02633
OG0001227	Prbn.g_01141	Syao.g_01047
OG0001228	Prbn.g_00412	Syao.g_02256
OG0001229	Prbn.g_01127	Syao.g_00220
OG0001230	Prbn.g_00205	Syao.g_01503
OG0001231	Prbn.g_00691	Syao.g_02254
OG0001233	Prbn.g_01789	Syao.g_01643
OG0001234	Prbn.g_01826	Syao.g_02035
OG0001235	Prbn.g_01830	Syao.g_01863
OG0001236	Prbn.g_01919	Syao.g_02261
OG0001237	Prbn.g_01016	Syao.g_02265
OG0001238	Prbn.g_00940	Syao.g_02451
OG0001239	Prbn.g_00706	Syao.g_02620
OG0001240	Prbn.g_01328	Syao.g_02669
OG0001242	Prbn.g_01298	Syao.g_02576
OG0001243	Prbn.g_01291	Syao.g_02584
OG0001244	Prbn.g_01276	Syao.g_02477
OG0001245	Prbn.g_01150	Syao.g_00362
OG0001247	Prbn.g_01580	Syao.g_00390
OG0001249	Prbn.g_00102	Syao.g_01882
OG0001250	Prbn.g_01503	Syao.g_00556
OG0001251	Prbn.g_01929	Syao.g_00641
OG0001252	Prbn.g_01462	Syao.g_00507
OG0001253	Prbn.g_00473	Syao.g_01220
OG0001254	Prbn.g_01652	Syao.g_01426
OG0001255	Prbn.g_01171	Syao.g_00920
OG0001256	Prbn.g_00893	Syao.g_01572
OG0001258	Prbn.g_01741	Syao.g_01561
OG0001259	Prbn.g_01787	Syao.g_01645
OG0001260	Prbn.g_01804	Syao.g_01623
OG0001261	Prbn.g_01872	Syao.g_01814
OG0001263	Prbn.g_01289	Syao.g_02541
OG0001265	Prbn.g_01299	Syao.g_02574
OG0001266	Prbn.g_00350	Syao.g_02465
OG0001267	Prbn.g_00047	Syao.g_02063
OG0001268	Prbn.g_00110	Syao.g_01871
OG0001270	Prbn.g_00679	Syao.g_01733
OG0001271	Prbn.g_00642	Syao.g_02685
OG0001272	Prbn.g_00628	Syao.g_00120
OG0001274	Prbn.g_00326	Syao.g_02401
OG0001275	Prbn.g_01390	Syao.g_00806
OG0001276	Prbn.g_01376	Syao.g_00450
OG0001277	Prbn.g_00918	Syao.g_01334
OG0001278	Prbn.g_00416	Syao.g_00265
OG0001279	Prbn.g_00810	Syao.g_01528
OG0001281	Prbn.g_01079	Syao.g_01454
OG0001282	Prbn.g_01241	Syao.g_00037
OG0001283	Prbn.g_00909	Syao.g_02335
OG0001284	Prbn.g_00287	Syao.g_01587
OG0001285	Prbn.g_01772	Syao.g_01010
OG0001286	Prbn.g_01885	Syao.g_01835
OG0001288	Prbn.g_00984	Syao.g_02187
OG0001289	Prbn.g_01334	Syao.g_02649
OG0001291	Prbn.g_01281	Syao.g_02551
OG0001292	Prbn.g_00014	Syao.g_02111
OG0001293	Prbn.g_00027	Syao.g_02091
OG0001295	Prbn.g_00146	Syao.g_00878
OG0001296	Prbn.g_00605	Syao.g_00163
OG0001297	Prbn.g_00600	Syao.g_00159
OG0001298	Prbn.g_00539	Syao.g_01043
OG0001299	Prbn.g_00842	Syao.g_00942
OG0001302	Prbn.g_01451	Syao.g_02711
OG0001303	Prbn.g_01707	Syao.g_00649
OG0001304	Prbn.g_01363	Syao.g_00466
OG0001305	Prbn.g_01475	Syao.g_00382
OG0001306	Prbn.g_01174	Syao.g_00141
OG0001308	Prbn.g_00222	Syao.g_01500
OG0001310	Prbn.g_01758	Syao.g_01681
OG0001311	Prbn.g_01374	Syao.g_00452
OG0001312	Prbn.g_01438	Syao.g_00635
OG0001314	Prbn.g_00777	Syao.g_01276
OG0001315	Prbn.g_01136	Syao.g_01853
OG0001317	Prbn.g_00316	Syao.g_01701
OG0001318	Prbn.g_00023	Syao.g_02099
OG0001319	Prbn.g_00040	Syao.g_02075
OG0001323	Prbn.g_00595	Syao.g_01392
OG0001325	Prbn.g_00859	Syao.g_00487
OG0001327	Prbn.g_01633	Syao.g_00953
OG0001328	Prbn.g_01103	Syao.g_00198
OG0001329	Prbn.g_01704	Syao.g_00876
OG0001330	Prbn.g_00876	Syao.g_01444
OG0001331	Prbn.g_00156	Syao.g_00042
OG0001332	Prbn.g_00258	Syao.g_01244
OG0001333	Prbn.g_01783	Syao.g_01649
OG0001335	Prbn.g_01908	Syao.g_01913
OG0001337	Prbn.g_00097	Syao.g_01893
OG0001338	Prbn.g_00100	Syao.g_01890
OG0001340	Prbn.g_00098	Syao.g_01892
OG0001341	Prbn.g_01134	Syao.g_00602
OG0001343	Prbn.g_01932	Syao.g_01235
OG0001345	Prbn.g_01209	Syao.g_00179
OG0001349	Prbn.g_00174	Syao.g_01074
OG0001351	Prbn.g_00656	Syao.g_00060
OG0001353	Prbn.g_01513	Syao.g_00439
OG0001354	Prbn.g_01408	Syao.g_00833
OG0001359	Prbn.g_01931	Syao.g_01234
OG0001364	Prbn.g_01910	Syao.g_01969
OG0001365	Prbn.g_00947	Syao.g_02441
OG0001368	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775	Syao.g_02118
OG0001369	Prbn.g_01329	Syao.g_02668
OG0001371	Prbn.g_01585	Syao.g_02638
OG0001372	Prbn.g_00475	Syao.g_00368
OG0001375	Prbn.g_01933	Syao.g_01236
OG0001379	Prbn.g_01090	Syao.g_01441
OG0001380	Prbn.g_01124	Syao.g_00360
OG0001382	Prbn.g_01121	Syao.g_00766
OG0001394	Prbn.g_01606	Syao.g_00983
OG0001398	Prbn.g_01637	Syao.g_02641
OG0001401	Prbn.g_01508	Syao.g_00434
OG0001402	Prbn.g_00490	Syao.g_01338
OG0001403	Prbn.g_00751	Syao.g_02235
OG0001407	Prbn.g_01117	Syao.g_00519
OG0001411	Prbn.g_00716	Syao.g_01079, Syao.g_02007
OG0001415	Prbn.g_00319	Syao.g_00999
OG0001418	Prbn.g_01579	Syao.g_00212
OG0001419	Prbn.g_01118	Syao.g_00520
OG0001422	Prbn.g_01114	Syao.g_00284
OG0001423	Prbn.g_00787	Syao.g_00722
OG0001425	Prbn.g_00937	Syao.g_02366
OG0001429	Prbn.g_01446	Syao.g_00648
OG0001433	Prbn.g_01732	Syao.g_00300
OG0001434	Prbn.g_01601	Syao.g_00988
OG0001435	Prbn.g_01625	Syao.g_00961
OG0001437	Prbn.g_00320	Syao.g_00998
OG0001443	Prbn.g_01128	Syao.g_02369
OG0001460	Prbn.g_01731	Syao.g_00299
OG0001461	Prbn.g_00725	Syao.g_00788
OG0001467	Prbn.g_01235	Syao.g_01225
OG0001468	Prbn.g_01941	Syao.g_00604
OG0001476	Prbn.g_01196	Syao.g_00324
OG0001477	Prbn.g_00833	Syao.g_00408
OG0001486	Prbn.g_01187	Syao.g_00125
OG0001487	Prbn.g_00252	Syao.g_00091
OG0001488	Prbn.g_01202	Syao.g_00190
OG0001489	Prbn.g_01896	Syao.g_01823
OG0001496	Prbn.g_00831	Syao.g_00410
OG0001497	Prbn.g_00832	Syao.g_00409
OG0001498	Prbn.g_00695	Syao.g_01717
OG0001505	Prbn.g_01056	Syao.g_01138
OG0001510	Prbn.g_00990	Syao.g_01944
OG0001511	Prbn.g_01307	Syao.g_02593
OG0001512	Prbn.g_01132	Syao.g_01707
OG0001513	Prbn.g_01677	Syao.g_02457
OG0001514	Prbn.g_00830	Syao.g_00411
OG0001515	Prbn.g_01571	Syao.g_00626
OG0001517	Prbn.g_00106	Syao.g_01876
OG0001518	Prbn.g_00938	Syao.g_02365
OG0001519	Prbn.g_00933	Syao.g_02371
OG0001522	Prbn.g_01512	Syao.g_00568
OG0001525	Prbn.g_01710	Syao.g_00881
OG0001526	Prbn.g_00721	Syao.g_02559
OG0001527	Prbn.g_00553	Syao.g_00846
OG0001529	Prbn.g_00741	Syao.g_02222
OG0001530	Prbn.g_01308	Syao.g_02591
OG0001532	Prbn.g_00393	Syao.g_00226
OG0001534	Prbn.g_01362	Syao.g_00467
OG0001535	Prbn.g_01378	Syao.g_00448
OG0001536	Prbn.g_01422	Syao.g_00679
OG0001537	Prbn.g_01609	Syao.g_00977
OG0001538	Prbn.g_01541	Syao.g_00761
OG0001539	Prbn.g_01631	Syao.g_00956
OG0001540	Prbn.g_01287	Syao.g_02543
OG0001541	Prbn.g_00374	Syao.g_02518
OG0001542	Prbn.g_00368	Syao.g_02527
OG0001543	Prbn.g_01098	Syao.g_02382
OG0001544	Prbn.g_00934	Syao.g_02370
OG0001545	Prbn.g_00919	Syao.g_02312
OG0001557	Prbn.g_01605	Syao.g_00984
OG0001559	Prbn.g_01309	Syao.g_02590
OG0001560	Prbn.g_01320	Syao.g_02595
OG0001561	Prbn.g_01372	Syao.g_00454
OG0001562	Prbn.g_01385	Syao.g_00795
OG0001563	Prbn.g_01880	Syao.g_01841
OG0001564	Prbn.g_00722	Syao.g_00883
OG0001566	Prbn.g_01588	Syao.g_01198
OG0001572	Prbn.g_00811	Syao.g_00721
OG0001574	Prbn.g_00555	Syao.g_00848
OG0001575	Prbn.g_00550	Syao.g_00843
OG0001576	Prbn.g_01070	Syao.g_01474
OG0001577	Prbn.g_01184	Syao.g_00128
OG0001579	Prbn.g_00095	Syao.g_01907
OG0001580	Prbn.g_00734	Syao.g_02425
OG0001584	Prbn.g_00852	Syao.g_00746
OG0001587	Prbn.g_01806	Syao.g_01693
OG0001588	Prbn.g_00688	Syao.g_01998
OG0001589	Prbn.g_01791	Syao.g_01639, Syao.g_01640
OG0001591	Prbn.g_01592	Syao.g_00950
OG0001592	Prbn.g_00735	Syao.g_02426
OG0001605	Prbn.g_01029	Syao.g_01284
OG0001614	Prbn.g_01002	Syao.g_02144
OG0001616	Prbn.g_00385	Syao.g_00174
OG0001617	Prbn.g_01567	Syao.g_01201
OG0001619	Prbn.g_01429	Syao.g_00690
OG0001620	Prbn.g_00114	Syao.g_01864
OG0001621	Prbn.g_00019	Syao.g_02103
OG0001622	Prbn.g_00910	Syao.g_02334
OG0001636	Prbn.g_00747	Syao.g_02229
OG0001638	Prbn.g_01756	Syao.g_01684
OG0001640	Prbn.g_01459	Syao.g_00502
OG0001641	Prbn.g_01397	Syao.g_00816
OG0001642	Prbn.g_01492	Syao.g_00233
OG0001643	Prbn.g_00431	Syao.g_00899
OG0001644	Prbn.g_01951	Syao.g_00474
OG0001654	Prbn.g_00259	Syao.g_01697
OG0001656	Prbn.g_00094	Syao.g_01908
OG0001657	Prbn.g_01258	Syao.g_02491
OG0001658	Prbn.g_00739	Syao.g_02435
OG0001659	Prbn.g_00143	Syao.g_00020
OG0001669	Prbn.g_01066, Prbn.g_01687	Syao.g_01817
OG0001676	Prbn.g_00096	Syao.g_01895
OG0001678	Prbn.g_01813	Syao.g_01938
OG0001679	Prbn.g_00101	Syao.g_02566, Syao.g_02565
OG0001691	Prbn.g_01457	Syao.g_00729
OG0001693	Prbn.g_01689	Syao.g_00389
OG0001701	Prbn.g_00720	Syao.g_02561
OG0001717	Prbn.g_00826	Syao.g_02505
OG0001733	Prbn.g_01729	Syao.g_00310
OG0001769	Prbn.g_01137	Syao.g_00916
OG0001771	Prbn.g_01672	Syao.g_01406
OG0001917	Prbn.g_01377	Syao.g_00449
OG0001955	Prbn.g_00135	Syao.g_00609
OG0001956	Prbn.g_01485	Syao.g_01376
OG0001996	Prbn.g_00753	Syao.g_02237
OG0002003	Prbn.g_01031	Syao.g_01337
OG0002019	Prbn.g_00140	Syao.g_02146
OG0002122	Prbn.g_01032	Syao.g_01336
OG0002246	Prbn.g_01693	Syao.g_01724
OG0002348	Prbn.g_00149	Syao.g_01224
OG0002389	Prbn.g_01900	Syao.g_01819
OG0002397	Prbn.g_01387	Syao.g_01162
OG0002433	Prbn.g_00124	Syao.g_00363
OG0002588	Prbn.g_00191	Syao.g_01115
OG0002703	Prbn.g_01054	Syao.g_01120
OG0002729	Prbn.g_00881	Syao.g_01467
OG0002821	Prbn.g_00719	Syao.g_02562
OG0002822	Prbn.g_00718	Syao.g_02560
OG0002835	Prbn.g_01696	Syao.g_00611
