Orthogroup	Prax	Syag
OG0001176	Prax.g_01282	Syag.g_02723
OG0001177	Prax.g_01285	Syag.g_02720
OG0001178	Prax.g_01290	Syag.g_01694
OG0001179	Prax.g_01322	Syag.g_02754
OG0001180	Prax.g_01344	Syag.g_02780
OG0001181	Prax.g_01348	Syag.g_02784
OG0001182	Prax.g_01355	Syag.g_02793
OG0001183	Prax.g_01359	Syag.g_02798
OG0001184	Prax.g_01375	Syag.g_02428
OG0001185	Prax.g_01389	Syag.g_02399
OG0001186	Prax.g_01412	Syag.g_02364
OG0001187	Prax.g_01416	Syag.g_02361
OG0001188	Prax.g_01419	Syag.g_02359
OG0001189	Prax.g_01436	Syag.g_02334
OG0001190	Prax.g_01440	Syag.g_02126
OG0001191	Prax.g_01450	Syag.g_02142
OG0001192	Prax.g_01454	Syag.g_02149
OG0001193	Prax.g_01464	Syag.g_02182
OG0001194	Prax.g_01465	Syag.g_02185
OG0001195	Prax.g_01466	Syag.g_02186
OG0001196	Prax.g_01479	Syag.g_02254
OG0001197	Prax.g_01480	Syag.g_02256
OG0001198	Prax.g_01487	Syag.g_02269
OG0001199	Prax.g_00645	Syag.g_01825
OG0001200	Prax.g_00647	Syag.g_01827
OG0001201	Prax.g_01111	Syag.g_01886
OG0001202	Prax.g_01019	Syag.g_02032
OG0001203	Prax.g_00980	Syag.g_01783
OG0001204	Prax.g_00932	Syag.g_02673
OG0001206	Prax.g_00739	Syag.g_01328
OG0001207	Prax.g_00725	Syag.g_01536
OG0001208	Prax.g_00720	Syag.g_01526
OG0001209	Prax.g_00666	Syag.g_01451
OG0001210	Prax.g_00001	Syag.g_01442
OG0001211	Prax.g_00011	Syag.g_00272
OG0001212	Prax.g_00055	Syag.g_00334
OG0001213	Prax.g_00088	Syag.g_00394
OG0001214	Prax.g_00096	Syag.g_00412
OG0001215	Prax.g_00952	Syag.g_01014
OG0001216	Prax.g_00483	Syag.g_00920
OG0001217	Prax.g_00428	Syag.g_00151
OG0001218	Prax.g_00420	Syag.g_01364
OG0001219	Prax.g_00384	Syag.g_00767
OG0001220	Prax.g_00321	Syag.g_00743
OG0001221	Prax.g_00572	Syag.g_00628
OG0001222	Prax.g_00612	Syag.g_00797
OG0001223	Prax.g_01147	Syag.g_00843
OG0001224	Prax.g_01200	Syag.g_00969
OG0001225	Prax.g_01202	Syag.g_00971
OG0001226	Prax.g_01229	Syag.g_01835
OG0001227	Prax.g_01248	Syag.g_01240
OG0001228	Prax.g_00245	Syag.g_00709
OG0001229	Prax.g_01865	Syag.g_00997
OG0001230	Prax.g_01741	Syag.g_01430
OG0001231	Prax.g_01631	Syag.g_02289
OG0001232	Prax.g_01536	Syag.g_01724
OG0001233	Prax.g_01516	Syag.g_01745
OG0001234	Prax.g_01277	Syag.g_02708
OG0001235	Prax.g_01287	Syag.g_02715
OG0001236	Prax.g_01372	Syag.g_02432
OG0001237	Prax.g_01376	Syag.g_02426
OG0001238	Prax.g_01451	Syag.g_02144
OG0001239	Prax.g_00642	Syag.g_01822
OG0001240	Prax.g_01125	Syag.g_01869
OG0001241	Prax.g_01117	Syag.g_01879
OG0001243	Prax.g_01093	Syag.g_01920
OG0001244	Prax.g_01077	Syag.g_01948
OG0001245	Prax.g_00794	Syag.g_00213
OG0001246	Prax.g_00697	Syag.g_01498
OG0001247	Prax.g_00959	Syag.g_00710
OG0001248	Prax.g_00957	Syag.g_00175
OG0001249	Prax.g_00395	Syag.g_02837
OG0001250	Prax.g_00332	Syag.g_00725
OG0001251	Prax.g_00547	Syag.g_00472
OG0001252	Prax.g_01195	Syag.g_00960
OG0001253	Prax.g_01249	Syag.g_00094
OG0001254	Prax.g_00163	Syag.g_02165
OG0001255	Prax.g_00184	Syag.g_00440
OG0001256	Prax.g_01638	Syag.g_01673
OG0001257	Prax.g_01632	Syag.g_00176
OG0001258	Prax.g_01562	Syag.g_01683
OG0001259	Prax.g_01518	Syag.g_01743
OG0001260	Prax.g_01501	Syag.g_01763
OG0001261	Prax.g_01330	Syag.g_02763
OG0001262	Prax.g_01434	Syag.g_02336
OG0001263	Prax.g_01090	Syag.g_01923
OG0001265	Prax.g_01100	Syag.g_01910
OG0001266	Prax.g_01015	Syag.g_02036
OG0001267	Prax.g_00895	Syag.g_02598
OG0001268	Prax.g_00834	Syag.g_02850
OG0001269	Prax.g_00814	Syag.g_00480
OG0001270	Prax.g_00766	Syag.g_00030
OG0001271	Prax.g_00730	Syag.g_01353
OG0001272	Prax.g_00716	Syag.g_01522
OG0001273	Prax.g_00090	Syag.g_00405
OG0001274	Prax.g_00939	Syag.g_02076
OG0001275	Prax.g_01157	Syag.g_00857
OG0001276	Prax.g_01179	Syag.g_00874
OG0001278	Prax.g_00250	Syag.g_01054
OG0001279	Prax.g_01957	Syag.g_00490
OG0001280	Prax.g_01900	Syag.g_01189
OG0001281	Prax.g_01894	Syag.g_01219
OG0001282	Prax.g_01862	Syag.g_01538
OG0001283	Prax.g_01843	Syag.g_02248
OG0001284	Prax.g_01658	Syag.g_01656
OG0001285	Prax.g_01533	Syag.g_00142, Syag.g_02205
OG0001286	Prax.g_01342	Syag.g_02778
OG0001287	Prax.g_01396	Syag.g_02391
OG0001288	Prax.g_01405	Syag.g_02373
OG0001289	Prax.g_00658	Syag.g_01850
OG0001290	Prax.g_01118	Syag.g_01878
OG0001291	Prax.g_01083	Syag.g_01933
OG0001292	Prax.g_00927	Syag.g_02667
OG0001293	Prax.g_00914	Syag.g_02625
OG0001294	Prax.g_00796	Syag.g_00593
OG0001295	Prax.g_00734	Syag.g_00968
OG0001296	Prax.g_00692	Syag.g_01492
OG0001297	Prax.g_00687	Syag.g_01488
OG0001298	Prax.g_00037	Syag.g_00309
OG0001299	Prax.g_00976	Syag.g_00582
OG0001300	Prax.g_00949	Syag.g_01003
OG0001301	Prax.g_00946	Syag.g_00987
OG0001302	Prax.g_00386	Syag.g_00442
OG0001303	Prax.g_01161	Syag.g_00769
OG0001304	Prax.g_01189	Syag.g_00890
OG0001305	Prax.g_01208	Syag.g_00981
OG0001306	Prax.g_00186	Syag.g_01160
OG0001307	Prax.g_01880	Syag.g_00577
OG0001308	Prax.g_01718	Syag.g_01406
OG0001309	Prax.g_01634	Syag.g_01482
OG0001311	Prax.g_01181	Syag.g_00876
OG0001312	Prax.g_00601	Syag.g_00779
OG0001315	Prax.g_00633	Syag.g_02796
OG0001316	Prax.g_01078	Syag.g_01940
OG0001317	Prax.g_00984	Syag.g_01787
OG0001318	Prax.g_00919	Syag.g_02633
OG0001319	Prax.g_00903	Syag.g_02609
OG0001321	Prax.g_00749	Syag.g_00050
OG0001322	Prax.g_00748	Syag.g_00051
OG0001323	Prax.g_00682	Syag.g_01479
OG0001324	Prax.g_00948	Syag.g_01002
OG0001325	Prax.g_00480	Syag.g_00916
OG0001326	Prax.g_00535	Syag.g_02190, Syag.g_02195
OG0001328	Prax.g_01247	Syag.g_00620
OG0001329	Prax.g_00154	Syag.g_00498
OG0001330	Prax.g_01929	Syag.g_01181
OG0001331	Prax.g_01857	Syag.g_01543
OG0001332	Prax.g_01685	Syag.g_01611
OG0001333	Prax.g_01522	Syag.g_01739
OG0001334	Prax.g_01362	Syag.g_02807
OG0001335	Prax.g_01363	Syag.g_02808
OG0001336	Prax.g_01476	Syag.g_02249
OG0001339	Prax.g_01115	Syag.g_01881
OG0001341	Prax.g_00430	Syag.g_00233
OG0001343	Prax.g_00544	Syag.g_00562
OG0001344	Prax.g_00204	Syag.g_01136
OG0001345	Prax.g_00219	Syag.g_01108
OG0001346	Prax.g_01898	Syag.g_01193
OG0001348	Prax.g_01611, Prax.g_01610	Syag.g_00941
OG0001349	Prax.g_01820	Syag.g_02479
OG0001352	Prax.g_00962	Syag.g_01459
OG0001353	Prax.g_00341	Syag.g_00716
OG0001354	Prax.g_01139	Syag.g_00830
OG0001356	Prax.g_00527	Syag.g_00942
OG0001358	Prax.g_00079	Syag.g_00374
OG0001359	Prax.g_00545	Syag.g_00561
OG0001360	Prax.g_01250	Syag.g_01106
OG0001361	Prax.g_00216	Syag.g_01111
OG0001364	Prax.g_01365	Syag.g_02448
OG0001365	Prax.g_01444	Syag.g_02131
OG0001369	Prax.g_01126	Syag.g_01868
OG0001373	Prax.g_00534	Syag.g_02194
OG0001374	Prax.g_00542	Syag.g_02202
OG0001375	Prax.g_00543	Syag.g_00563
OG0001376	Prax.g_01214	Syag.g_02153
OG0001377	Prax.g_01215	Syag.g_02152
OG0001378	Prax.g_00125	Syag.g_00028
OG0001379	Prax.g_01905	Syag.g_01183
OG0001380	Prax.g_01875	Syag.g_00252
OG0001385	Prax.g_00531	Syag.g_02191
OG0001386	Prax.g_00532	Syag.g_02192
OG0001387	Prax.g_00533	Syag.g_02193
OG0001388	Prax.g_00536	Syag.g_02196
OG0001389	Prax.g_00537	Syag.g_02197
OG0001390	Prax.g_00538	Syag.g_02198
OG0001391	Prax.g_00539	Syag.g_02199
OG0001392	Prax.g_00540	Syag.g_02200
OG0001393	Prax.g_00541	Syag.g_02201
OG0001394	Prax.g_00576	Syag.g_00635
OG0001395	Prax.g_01191	Syag.g_00898
OG0001402	Prax.g_00412	Syag.g_00379
OG0001403	Prax.g_00283	Syag.g_02308
OG0001404	Prax.g_00639	Syag.g_01818
OG0001405	Prax.g_00847	Syag.g_02810
OG0001406	Prax.g_01213	Syag.g_02154
OG0001408	Prax.g_01232	Syag.g_00450
OG0001409	Prax.g_00207	Syag.g_01125
OG0001410	Prax.g_01879	Syag.g_00576
OG0001411	Prax.g_01822	Syag.g_02424
OG0001413	Prax.g_01643	Syag.g_00224
OG0001416	Prax.g_00742	Syag.g_01198
OG0001417	Prax.g_00732	Syag.g_00829
OG0001419	Prax.g_01228	Syag.g_01466
OG0001420	Prax.g_00134	Syag.g_01465
OG0001428	Prax.g_01046	Syag.g_01981
OG0001429	Prax.g_00383	Syag.g_00770
OG0001432	Prax.g_01645	Syag.g_00448
OG0001433	Prax.g_00526	Syag.g_00943
OG0001438	Prax.g_00882	Syag.g_02583
OG0001439	Prax.g_00868	Syag.g_02554
OG0001442	Prax.g_00438	Syag.g_00648
OG0001447	Prax.g_01092	Syag.g_01921
OG0001448	Prax.g_00806	Syag.g_01350
OG0001449	Prax.g_00779	Syag.g_02676
OG0001452	Prax.g_00548	Syag.g_02638
OG0001453	Prax.g_01151	Syag.g_00849
OG0001454	Prax.g_01243	Syag.g_00204
OG0001456	Prax.g_00177	Syag.g_02212
OG0001457	Prax.g_00178	Syag.g_02213
OG0001458	Prax.g_00179	Syag.g_02214
OG0001459	Prax.g_01943	Syag.g_00535
OG0001460	Prax.g_00525	Syag.g_00944
OG0001461	Prax.g_01569	Syag.g_00521
OG0001462	Prax.g_00279	Syag.g_02315
OG0001465	Prax.g_00940	Syag.g_00940
OG0001467	Prax.g_00394	Syag.g_01322
OG0001470	Prax.g_01841	Syag.g_02420
OG0001471	Prax.g_01642	Syag.g_02563
OG0001472	Prax.g_01635	Syag.g_00104
OG0001473	Prax.g_01413	Syag.g_00471
OG0001474	Prax.g_00833	Syag.g_02851
OG0001475	Prax.g_01839	Syag.g_02418
OG0001479	Prax.g_00836	Syag.g_02848
OG0001480	Prax.g_00804	Syag.g_00451
OG0001482	Prax.g_00744	Syag.g_00839
OG0001484	Prax.g_01921	Syag.g_02203
OG0001486	Prax.g_00198	Syag.g_01143
OG0001492	Prax.g_00247	Syag.g_01057
OG0001493	Prax.g_00255	Syag.g_01045
OG0001495	Prax.g_01284	Syag.g_02719
OG0001502	Prax.g_00403	Syag.g_00739
OG0001504	Prax.g_01942	Syag.g_00534
OG0001507	Prax.g_01590	Syag.g_01794, Syag.g_00083
OG0001508	Prax.g_01842	Syag.g_02421
OG0001520	Prax.g_00784	Syag.g_00294
OG0001525	Prax.g_01626	Syag.g_00464
OG0001528	Prax.g_01840	Syag.g_02419
OG0001546	Prax.g_00677	Syag.g_01473
OG0001547	Prax.g_00401	Syag.g_00753
OG0001551	Prax.g_00176	Syag.g_01019
OG0001553	Prax.g_01736	Syag.g_01424
OG0001554	Prax.g_01636	Syag.g_02124
OG0001556	Prax.g_00518	Syag.g_01096
OG0001557	Prax.g_00577	Syag.g_00636
OG0001564	Prax.g_00489	Syag.g_02208
OG0001567	Prax.g_00402	Syag.g_00752
OG0001568	Prax.g_00400	Syag.g_00754
OG0001572	Prax.g_01964	Syag.g_00086
OG0001582	Prax.g_00733	Syag.g_00198
OG0001588	Prax.g_01756	Syag.g_02446
OG0001602	Prax.g_00941	Syag.g_00939
OG0001625	Prax.g_00917	Syag.g_02631
OG0001633	Prax.g_01866	Syag.g_01608
OG0001635	Prax.g_01586	Syag.g_02369
OG0001647	Prax.g_00902	Syag.g_02607
OG0001666	Prax.g_01944	Syag.g_00218
OG0001680	Prax.g_00521	Syag.g_01709
OG0001700	Prax.g_00524	Syag.g_00537
OG0001709	Prax.g_01821	Syag.g_02478
OG0001713	Prax.g_00630	Syag.g_01128
OG0001919	Prax.g_00782	Syag.g_00444
OG0001990	Prax.g_00172	Syag.g_02236
OG0002013	Prax.g_01782	Syag.g_01841
OG0002019	Prax.g_00503	Syag.g_02511
OG0002029	Prax.g_01945	Syag.g_01347
OG0002349	Prax.g_01514	Syag.g_01747
OG0002416	Prax.g_00260	Syag.g_00454
OG0002426	Prax.g_01795	Syag.g_02507
OG0002458	Prax.g_00488	Syag.g_02209
OG0002459	Prax.g_00490	Syag.g_02207
OG0002460	Prax.g_00491	Syag.g_02206
OG0002590	Prax.g_00934, Prax.g_01971	Syag.g_02682
OG0002897	Prax.g_01808	Syag.g_02498
OG0003023	Prax.g_01568	Syag.g_01227
OG0003405	Prax.g_00275	Syag.g_02492
