Orthogroup	Prax	Prap
OG0001166	Prax.g_01540	Prap.g_01760
OG0001167	Prax.g_01523	Prap.g_01742
OG0001168	Prax.g_01521	Prap.g_01740
OG0001169	Prax.g_01519	Prap.g_01738
OG0001170	Prax.g_01517	Prap.g_01736
OG0001171	Prax.g_01507	Prap.g_01726
OG0001172	Prax.g_01265	Prap.g_01710
OG0001173	Prax.g_01266	Prap.g_01709
OG0001174	Prax.g_01274	Prap.g_01701
OG0001175	Prax.g_01275	Prap.g_01700
OG0001176	Prax.g_01282	Prap.g_01692
OG0001177	Prax.g_01285	Prap.g_01690
OG0001178	Prax.g_01290	Prap.g_01774
OG0001179	Prax.g_01322	Prap.g_01660
OG0001180	Prax.g_01344	Prap.g_01636
OG0001181	Prax.g_01348	Prap.g_01632
OG0001182	Prax.g_01355	Prap.g_01624
OG0001183	Prax.g_01359	Prap.g_01619
OG0001184	Prax.g_01375	Prap.g_01601
OG0001185	Prax.g_01389	Prap.g_01585
OG0001186	Prax.g_01412	Prap.g_01561
OG0001187	Prax.g_01416	Prap.g_01558
OG0001188	Prax.g_01419	Prap.g_01556
OG0001189	Prax.g_01436	Prap.g_01540
OG0001190	Prax.g_01440	Prap.g_01535
OG0001191	Prax.g_01450	Prap.g_01525
OG0001192	Prax.g_01454	Prap.g_01520
OG0001193	Prax.g_01464	Prap.g_01508
OG0001194	Prax.g_01465	Prap.g_01507
OG0001195	Prax.g_01466	Prap.g_01506
OG0001196	Prax.g_01479	Prap.g_01490
OG0001197	Prax.g_01480	Prap.g_01488
OG0001198	Prax.g_01487	Prap.g_01868
OG0001199	Prax.g_00645	Prap.g_00876
OG0001201	Prax.g_01111	Prap.g_01068
OG0001202	Prax.g_01019	Prap.g_00970
OG0001203	Prax.g_00980	Prap.g_01474
OG0001204	Prax.g_00932	Prap.g_01468
OG0001205	Prax.g_00755	Prap.g_01321
OG0001206	Prax.g_00739	Prap.g_01301
OG0001207	Prax.g_00725	Prap.g_01290
OG0001208	Prax.g_00720	Prap.g_01285
OG0001209	Prax.g_00666	Prap.g_01234
OG0001210	Prax.g_00001	Prap.g_01229
OG0001211	Prax.g_00011	Prap.g_01219
OG0001212	Prax.g_00055	Prap.g_01172
OG0001213	Prax.g_00088	Prap.g_01137
OG0001214	Prax.g_00096	Prap.g_00390
OG0001215	Prax.g_00952	Prap.g_00810
OG0001216	Prax.g_00483	Prap.g_00789
OG0001217	Prax.g_00428	Prap.g_00036
OG0001218	Prax.g_00420	Prap.g_00519
OG0001219	Prax.g_00384	Prap.g_00685
OG0001220	Prax.g_00321	Prap.g_00727
OG0001221	Prax.g_00572	Prap.g_00847
OG0001222	Prax.g_00612	Prap.g_00307
OG0001223	Prax.g_01147	Prap.g_00275
OG0001224	Prax.g_01200	Prap.g_00704
OG0001225	Prax.g_01202	Prap.g_00706
OG0001226	Prax.g_01229	Prap.g_01129
OG0001227	Prax.g_01248	Prap.g_00504
OG0001228	Prax.g_00245	Prap.g_00406
OG0001229	Prax.g_01865	Prap.g_00518
OG0001230	Prax.g_01741	Prap.g_00114
OG0001231	Prax.g_01631	Prap.g_01344
OG0001233	Prax.g_01516	Prap.g_01735
OG0001234	Prax.g_01277	Prap.g_01698
OG0001235	Prax.g_01287	Prap.g_01694
OG0001236	Prax.g_01372	Prap.g_01604
OG0001237	Prax.g_01376	Prap.g_01600
OG0001238	Prax.g_01451	Prap.g_01524
OG0001239	Prax.g_00642	Prap.g_00879
OG0001240	Prax.g_01125	Prap.g_01085
OG0001241	Prax.g_01117	Prap.g_01075
OG0001242	Prax.g_01099	Prap.g_01055
OG0001243	Prax.g_01093	Prap.g_01048
OG0001244	Prax.g_01077	Prap.g_01033
OG0001245	Prax.g_00794	Prap.g_00495
OG0001247	Prax.g_00959	Prap.g_00817
OG0001248	Prax.g_00957	Prap.g_00815
OG0001249	Prax.g_00395	Prap.g_01375
OG0001250	Prax.g_00332	Prap.g_00740
OG0001251	Prax.g_00547	Prap.g_00659
OG0001252	Prax.g_01195	Prap.g_00699
OG0001253	Prax.g_01249	Prap.g_01126
OG0001254	Prax.g_00163	Prap.g_01881
OG0001255	Prax.g_00184	Prap.g_00474
OG0001256	Prax.g_01638	Prap.g_00210
OG0001258	Prax.g_01562	Prap.g_01783
OG0001259	Prax.g_01518	Prap.g_01737
OG0001260	Prax.g_01501	Prap.g_01720
OG0001261	Prax.g_01330	Prap.g_01652
OG0001263	Prax.g_01090	Prap.g_01046
OG0001265	Prax.g_01100	Prap.g_01056
OG0001266	Prax.g_01015	Prap.g_00966
OG0001267	Prax.g_00895	Prap.g_01430
OG0001268	Prax.g_00834	Prap.g_01367
OG0001269	Prax.g_00814	Prap.g_00728
OG0001270	Prax.g_00766	Prap.g_01332
OG0001271	Prax.g_00730	Prap.g_01295
OG0001272	Prax.g_00716	Prap.g_01281
OG0001273	Prax.g_00090	Prap.g_00396
OG0001274	Prax.g_00939	Prap.g_00942
OG0001275	Prax.g_01157	Prap.g_00285
OG0001276	Prax.g_01179	Prap.g_00299
OG0001277	Prax.g_01237	Prap.g_01502
OG0001278	Prax.g_00250	Prap.g_00402
OG0001279	Prax.g_01957	Prap.g_00610
OG0001280	Prax.g_01900	Prap.g_00560
OG0001281	Prax.g_01894	Prap.g_00566
OG0001282	Prax.g_01862	Prap.g_00060
OG0001283	Prax.g_01843	Prap.g_01493
OG0001284	Prax.g_01658	Prap.g_00196
OG0001285	Prax.g_01533	Prap.g_01752
OG0001286	Prax.g_01342	Prap.g_01638
OG0001287	Prax.g_01396	Prap.g_01578
OG0001288	Prax.g_01405	Prap.g_01568
OG0001289	Prax.g_00658	Prap.g_01091
OG0001290	Prax.g_01118	Prap.g_01076
OG0001291	Prax.g_01083	Prap.g_01038
OG0001292	Prax.g_00927	Prap.g_01463
OG0001293	Prax.g_00914	Prap.g_01450
OG0001295	Prax.g_00734	Prap.g_01919
OG0001296	Prax.g_00692	Prap.g_01258
OG0001297	Prax.g_00687	Prap.g_01253
OG0001298	Prax.g_00037	Prap.g_01192
OG0001299	Prax.g_00976	Prap.g_00359
OG0001300	Prax.g_00949	Prap.g_00806
OG0001301	Prax.g_00946	Prap.g_00801
OG0001302	Prax.g_00386	Prap.g_00688
OG0001303	Prax.g_01161	Prap.g_01817
OG0001304	Prax.g_01189	Prap.g_00312
OG0001305	Prax.g_01208	Prap.g_00712
OG0001306	Prax.g_00186	Prap.g_00471
OG0001307	Prax.g_01880	Prap.g_01927
OG0001308	Prax.g_01718	Prap.g_00131
OG0001309	Prax.g_01634	Prap.g_00238
OG0001310	Prax.g_01547	Prap.g_01766
OG0001311	Prax.g_01181	Prap.g_00301
OG0001312	Prax.g_00601	Prap.g_00676
OG0001315	Prax.g_00633	Prap.g_00509
OG0001316	Prax.g_01078	Prap.g_01034
OG0001317	Prax.g_00984	Prap.g_01478
OG0001318	Prax.g_00919	Prap.g_01454
OG0001319	Prax.g_00903	Prap.g_01437
OG0001320	Prax.g_00793	Prap.g_01851, Prap.g_01818
OG0001321	Prax.g_00749	Prap.g_01315
OG0001322	Prax.g_00748	Prap.g_01314
OG0001323	Prax.g_00682	Prap.g_01248
OG0001324	Prax.g_00948	Prap.g_00805
OG0001325	Prax.g_00480	Prap.g_00342
OG0001327	Prax.g_01221	Prap.g_00870
OG0001328	Prax.g_01247	Prap.g_00542
OG0001329	Prax.g_00154	Prap.g_01820
OG0001330	Prax.g_01929	Prap.g_00227
OG0001331	Prax.g_01857	Prap.g_00065
OG0001332	Prax.g_01685	Prap.g_00167
OG0001333	Prax.g_01522	Prap.g_01741
OG0001334	Prax.g_01362	Prap.g_01616
OG0001335	Prax.g_01363	Prap.g_01615
OG0001339	Prax.g_01115	Prap.g_01073
OG0001340	Prax.g_00845	Prap.g_01379
OG0001341	Prax.g_00430	Prap.g_00511
OG0001342	Prax.g_00391	Prap.g_01797
OG0001343	Prax.g_00544	Prap.g_00662
OG0001344	Prax.g_00204	Prap.g_00452
OG0001345	Prax.g_00219	Prap.g_00436
OG0001346	Prax.g_01898	Prap.g_00562
OG0001348	Prax.g_01611, Prax.g_01610	Prap.g_01921
OG0001349	Prax.g_01820	Prap.g_00083
OG0001350	Prax.g_00981, Prax.g_01581	Prap.g_01475
OG0001352	Prax.g_00962	Prap.g_00821
OG0001353	Prax.g_00341	Prap.g_00750
OG0001354	Prax.g_01139	Prap.g_00267
OG0001356	Prax.g_00527	Prap.g_01791
OG0001359	Prax.g_00545	Prap.g_00661
OG0001362	Prax.g_01714	Prap.g_00135
OG0001363	Prax.g_01712	Prap.g_00137
OG0001364	Prax.g_01365	Prap.g_01613
OG0001365	Prax.g_01444	Prap.g_01531
OG0001369	Prax.g_01126	Prap.g_01086
OG0001371	Prax.g_00963	Prap.g_00822
OG0001372	Prax.g_00421, Prax.g_00457	Prap.g_01128
OG0001375	Prax.g_00543	Prap.g_00663
OG0001379	Prax.g_01905	Prap.g_00555
OG0001380	Prax.g_01875	Prap.g_00521
OG0001381	Prax.g_01869	Prap.g_00481
OG0001382	Prax.g_01618	Prap.g_00524
OG0001394	Prax.g_00576	Prap.g_00843
OG0001397	Prax.g_01713	Prap.g_00136
OG0001402	Prax.g_00412	Prap.g_01143
OG0001403	Prax.g_00283	Prap.g_00924
OG0001404	Prax.g_00639	Prap.g_00882
OG0001407	Prax.g_01227	Prap.g_00528
OG0001409	Prax.g_00207	Prap.g_00448
OG0001410	Prax.g_01879	Prap.g_01926
OG0001411	Prax.g_01822	Prap.g_00889
OG0001414	Prax.g_00989	Prap.g_01483
OG0001415	Prax.g_00987	Prap.g_01481
OG0001418	Prax.g_00958	Prap.g_00816
OG0001419	Prax.g_01228	Prap.g_00527
OG0001421	Prax.g_01637	Prap.g_00211
OG0001422	Prax.g_01613	Prap.g_00531
OG0001424	Prax.g_01244	Prap.g_00017
OG0001428	Prax.g_01046	Prap.g_00998
OG0001429	Prax.g_00383	Prap.g_00684
OG0001431	Prax.g_01931	Prap.g_00502, Prap.g_01911
OG0001433	Prax.g_00526	Prap.g_01792
OG0001434	Prax.g_00581	Prap.g_00838
OG0001437	Prax.g_00988	Prap.g_01482
OG0001440	Prax.g_00772	Prap.g_01815, Prap.g_01821
OG0001446	Prax.g_00650	Prap.g_00025
OG0001448	Prax.g_00806	Prap.g_01311
OG0001450	Prax.g_00955	Prap.g_00813
OG0001451	Prax.g_00312	Prap.g_00716
OG0001455	Prax.g_00148	Prap.g_00512
OG0001460	Prax.g_00525	Prap.g_01793
OG0001461	Prax.g_01569	Prap.g_00898
OG0001463	Prax.g_00889	Prap.g_01423
OG0001464	Prax.g_00844	Prap.g_01378
OG0001465	Prax.g_00940	Prap.g_00794
OG0001467	Prax.g_00394	Prap.g_01947
OG0001468	Prax.g_01218	Prap.g_00671
OG0001472	Prax.g_01635	Prap.g_01120
OG0001481	Prax.g_00800	Prap.g_00541
OG0001484	Prax.g_01921	Prap.g_00226
OG0001485	Prax.g_01600	Prap.g_00618
OG0001486	Prax.g_00198	Prap.g_00458
OG0001491	Prax.g_00388	Prap.g_00691
OG0001500	Prax.g_00912	Prap.g_01448
OG0001501	Prax.g_00937	Prap.g_00872
OG0001503	Prax.g_00168	Prap.g_00031
OG0001506	Prax.g_01687	Prap.g_00165
OG0001521	Prax.g_00429	Prap.g_00693
OG0001522	Prax.g_00340	Prap.g_00749
OG0001523	Prax.g_00165	Prap.g_01878
OG0001524	Prax.g_00166	Prap.g_01877
OG0001525	Prax.g_01626	Prap.g_01814
OG0001526	Prax.g_01260	Prap.g_00894
OG0001550	Prax.g_00151	Prap.g_00035
OG0001557	Prax.g_00577	Prap.g_00842
OG0001564	Prax.g_00489	Prap.g_00895
OG0001566	Prax.g_00966	Prap.g_00825
OG0001569	Prax.g_01255	Prap.g_00647
OG0001571	Prax.g_00144	Prap.g_00607
OG0001572	Prax.g_01964	Prap.g_00609
OG0001581	Prax.g_01074	Prap.g_00580
OG0001583	Prax.g_00389	Prap.g_00692
OG0001584	Prax.g_00593	Prap.g_00349
OG0001587	Prax.g_01258	Prap.g_01718
OG0001588	Prax.g_01756	Prap.g_01341
OG0001595	Prax.g_00638	Prap.g_00884
OG0001596	Prax.g_00646	Prap.g_00875
OG0001597	Prax.g_00811	Prap.g_00162
OG0001598	Prax.g_00507, Prax.g_00775	Prap.g_00803
OG0001599	Prax.g_00741	Prap.g_01303
OG0001600	Prax.g_00690	Prap.g_01256
OG0001601	Prax.g_00968	Prap.g_00827
OG0001603	Prax.g_00387	Prap.g_00689
OG0001604	Prax.g_00569	Prap.g_00850
OG0001605	Prax.g_01172	Prap.g_00030
OG0001606	Prax.g_01234	Prap.g_00040
OG0001607	Prax.g_00167	Prap.g_00620
OG0001608	Prax.g_01872	Prap.g_00315
OG0001609	Prax.g_01689	Prap.g_00163
OG0001610	Prax.g_01686	Prap.g_00166
OG0001611	Prax.g_01624	Prap.g_01858
OG0001626	Prax.g_00431	Prap.g_00625
OG0001628	Prax.g_00418	Prap.g_01130
OG0001629	Prax.g_00417	Prap.g_00598
OG0001630	Prax.g_00551	Prap.g_00654
OG0001631	Prax.g_01224	Prap.g_00616
OG0001648	Prax.g_00801	Prap.g_01843
OG0001649	Prax.g_01225	Prap.g_00038
OG0001651	Prax.g_01625	Prap.g_00492
OG0001662	Prax.g_00131	Prap.g_01894
OG0001663	Prax.g_00183	Prap.g_00475
OG0001685	Prax.g_00310	Prap.g_01125
OG0001686	Prax.g_01171	Prap.g_00496
OG0001687	Prax.g_01217	Prap.g_01305
OG0001689	Prax.g_01403	Prap.g_01570
OG0001697	Prax.g_00302	Prap.g_00690
OG0001701	Prax.g_01261	Prap.g_00893
OG0001705	Prax.g_00778	Prap.g_01716
OG0001706	Prax.g_01163	Prap.g_01901
OG0001707	Prax.g_01242	Prap.g_00503
OG0001709	Prax.g_01821	Prap.g_00097
OG0001710	Prax.g_01280	Prap.g_01112
OG0001722	Prax.g_00549	Prap.g_00656
OG0001725	Prax.g_00788	Prap.g_01905
OG0001727	Prax.g_01578	Prap.g_01859, Prap.g_00018
OG0001780	Prax.g_01813	Prap.g_00088
OG0001820	Prax.g_00435, Prax.g_01961	Prap.g_00019
OG0001834	Prax.g_01817	Prap.g_00085
OG0001922	Prax.g_01884	Prap.g_00103
OG0002019	Prax.g_00503	Prap.g_01913
OG0002030	Prax.g_01585	Prap.g_01866
OG0002275	Prax.g_01574	Prap.g_01809
OG0002326	Prax.g_00495	Prap.g_01842
OG0002421	Prax.g_01810	Prap.g_00090
OG0002480	Prax.g_01816	Prap.g_00086
OG0002556	Prax.g_01764	Prap.g_00583
OG0002557	Prax.g_01765	Prap.g_00582
OG0002558	Prax.g_01766	Prap.g_00581
OG0003031	Prax.g_01773	Prap.g_01339
