Orthogroup	Prax	Syab
OG0001173	Prax.g_01266	Syab.g_00372
OG0001174	Prax.g_01274	Syab.g_00380
OG0001175	Prax.g_01275	Syab.g_00381
OG0001176	Prax.g_01282	Syab.g_00398
OG0001177	Prax.g_01285	Syab.g_00396
OG0001178	Prax.g_01290	Syab.g_02263
OG0001179	Prax.g_01322	Syab.g_00427
OG0001180	Prax.g_01344	Syab.g_00453
OG0001181	Prax.g_01348	Syab.g_00457
OG0001182	Prax.g_01355	Syab.g_00467
OG0001183	Prax.g_01359	Syab.g_00474
OG0001184	Prax.g_01375	Syab.g_00196
OG0001185	Prax.g_01389	Syab.g_00119
OG0001186	Prax.g_01412	Syab.g_00085
OG0001187	Prax.g_01416	Syab.g_00081
OG0001188	Prax.g_01419	Syab.g_00079
OG0001189	Prax.g_01436	Syab.g_00058
OG0001190	Prax.g_01440	Syab.g_02755
OG0001191	Prax.g_01450	Syab.g_02771
OG0001192	Prax.g_01454	Syab.g_02778
OG0001193	Prax.g_01464	Syab.g_02827
OG0001194	Prax.g_01465	Syab.g_02833
OG0001195	Prax.g_01466	Syab.g_02834
OG0001196	Prax.g_01479	Syab.g_02896
OG0001197	Prax.g_01480	Syab.g_02898
OG0001198	Prax.g_01487	Syab.g_02911
OG0001199	Prax.g_00645	Syab.g_02440
OG0001200	Prax.g_00647	Syab.g_02442
OG0001201	Prax.g_01111	Syab.g_02501
OG0001202	Prax.g_01019	Syab.g_02635
OG0001203	Prax.g_00980	Syab.g_02369
OG0001204	Prax.g_00932	Syab.g_00353
OG0001205	Prax.g_00755	Syab.g_00593
OG0001206	Prax.g_00739	Syab.g_00641
OG0001207	Prax.g_00725	Syab.g_02088
OG0001208	Prax.g_00720	Syab.g_02098
OG0001209	Prax.g_00666	Syab.g_02038
OG0001210	Prax.g_00001	Syab.g_02030
OG0001211	Prax.g_00011	Syab.g_02013
OG0001212	Prax.g_00055	Syab.g_01955
OG0001213	Prax.g_00088	Syab.g_01886
OG0001214	Prax.g_00096	Syab.g_01872
OG0001215	Prax.g_00952	Syab.g_01171
OG0001216	Prax.g_00483	Syab.g_01269
OG0001217	Prax.g_00428	Syab.g_01464
OG0001218	Prax.g_00420	Syab.g_00723
OG0001220	Prax.g_00321	Syab.g_01737
OG0001221	Prax.g_00572	Syab.g_01607
OG0001222	Prax.g_00612	Syab.g_01396
OG0001223	Prax.g_01147	Syab.g_01345
OG0001224	Prax.g_01200	Syab.g_01214
OG0001225	Prax.g_01202	Syab.g_01212
OG0001226	Prax.g_01229	Syab.g_02450
OG0001227	Prax.g_01248	Syab.g_00891
OG0001228	Prax.g_00245	Syab.g_01697
OG0001229	Prax.g_01865	Syab.g_01184
OG0001230	Prax.g_01741	Syab.g_00791
OG0001231	Prax.g_01631	Syab.g_00017
OG0001232	Prax.g_01536	Syab.g_02306
OG0001233	Prax.g_01516	Syab.g_02329
OG0001234	Prax.g_01277	Syab.g_00385
OG0001235	Prax.g_01287	Syab.g_00391
OG0001236	Prax.g_01372	Syab.g_00200
OG0001237	Prax.g_01376	Syab.g_00192
OG0001238	Prax.g_01451	Syab.g_02773
OG0001239	Prax.g_00642	Syab.g_02437
OG0001240	Prax.g_01125	Syab.g_02484
OG0001241	Prax.g_01117	Syab.g_02494
OG0001242	Prax.g_01099	Syab.g_02525
OG0001243	Prax.g_01093	Syab.g_02533
OG0001244	Prax.g_01077	Syab.g_02561
OG0001245	Prax.g_00794	Syab.g_01762
OG0001246	Prax.g_00697	Syab.g_02126
OG0001247	Prax.g_00959	Syab.g_02825
OG0001248	Prax.g_00957	Syab.g_01163
OG0001249	Prax.g_00395	Syab.g_00514
OG0001250	Prax.g_00332	Syab.g_01714
OG0001251	Prax.g_00547	Syab.g_01816
OG0001252	Prax.g_01195	Syab.g_01228
OG0001253	Prax.g_01249	Syab.g_01761
OG0001254	Prax.g_00163	Syab.g_01749
OG0001255	Prax.g_00184	Syab.g_01846
OG0001256	Prax.g_01638	Syab.g_02238
OG0001257	Prax.g_01632	Syab.g_01610
OG0001258	Prax.g_01562	Syab.g_02250
OG0001259	Prax.g_01518	Syab.g_02327
OG0001260	Prax.g_01501	Syab.g_02350
OG0001261	Prax.g_01330	Syab.g_00436
OG0001262	Prax.g_01434	Syab.g_00060
OG0001263	Prax.g_01090	Syab.g_02536
OG0001265	Prax.g_01100	Syab.g_02523
OG0001266	Prax.g_01015	Syab.g_02639
OG0001267	Prax.g_00895	Syab.g_00295
OG0001268	Prax.g_00834	Syab.g_00529
OG0001269	Prax.g_00814	Syab.g_01809
OG0001270	Prax.g_00766	Syab.g_00579
OG0001271	Prax.g_00730	Syab.g_00694
OG0001272	Prax.g_00716	Syab.g_02102
OG0001273	Prax.g_00090	Syab.g_01878
OG0001274	Prax.g_00939	Syab.g_02706
OG0001275	Prax.g_01157	Syab.g_01330
OG0001276	Prax.g_01179	Syab.g_01313
OG0001277	Prax.g_01237	Syab.g_02163
OG0001278	Prax.g_00250	Syab.g_01152
OG0001279	Prax.g_01957	Syab.g_01807
OG0001280	Prax.g_01900	Syab.g_00918
OG0001281	Prax.g_01894	Syab.g_00906
OG0001282	Prax.g_01862	Syab.g_02086
OG0001283	Prax.g_01843	Syab.g_02885
OG0001284	Prax.g_01658	Syab.g_02211
OG0001285	Prax.g_01533	Syab.g_02309
OG0001286	Prax.g_01342	Syab.g_00451
OG0001287	Prax.g_01396	Syab.g_00111
OG0001288	Prax.g_01405	Syab.g_00094
OG0001289	Prax.g_00658	Syab.g_02465
OG0001290	Prax.g_01118	Syab.g_02493
OG0001291	Prax.g_01083	Syab.g_02546
OG0001292	Prax.g_00927	Syab.g_00348
OG0001293	Prax.g_00914	Syab.g_00322
OG0001294	Prax.g_00796	Syab.g_01564
OG0001295	Prax.g_00734	Syab.g_01215
OG0001296	Prax.g_00692	Syab.g_02132
OG0001297	Prax.g_00687	Syab.g_02136
OG0001298	Prax.g_00037	Syab.g_01980
OG0001299	Prax.g_00976	Syab.g_01557
OG0001300	Prax.g_00949	Syab.g_01180
OG0001301	Prax.g_00946	Syab.g_01197
OG0001302	Prax.g_00386	Syab.g_01844
OG0001303	Prax.g_01161	Syab.g_01424
OG0001304	Prax.g_01189	Syab.g_01298
OG0001305	Prax.g_01208	Syab.g_01204
OG0001306	Prax.g_00186	Syab.g_00941
OG0001307	Prax.g_01880	Syab.g_01552
OG0001308	Prax.g_01718	Syab.g_00759
OG0001309	Prax.g_01634	Syab.g_02142
OG0001310	Prax.g_01547	Syab.g_02288
OG0001311	Prax.g_01181	Syab.g_01311
OG0001312	Prax.g_00601	Syab.g_01414
OG0001315	Prax.g_00633	Syab.g_00472
OG0001316	Prax.g_01078	Syab.g_02552
OG0001317	Prax.g_00984	Syab.g_02373
OG0001318	Prax.g_00919	Syab.g_00333
OG0001319	Prax.g_00903	Syab.g_00306
OG0001321	Prax.g_00749	Syab.g_00616
OG0001322	Prax.g_00748	Syab.g_00617
OG0001323	Prax.g_00682	Syab.g_02145
OG0001324	Prax.g_00948	Syab.g_01181
OG0001325	Prax.g_00480	Syab.g_01273
OG0001326	Prax.g_00535	Syab.g_02841
OG0001327	Prax.g_01221	Syab.g_01643
OG0001328	Prax.g_01247	Syab.g_01616
OG0001329	Prax.g_00154	Syab.g_00361
OG0001330	Prax.g_01929	Syab.g_00925
OG0001331	Prax.g_01857	Syab.g_02081
OG0001332	Prax.g_01685	Syab.g_02165
OG0001333	Prax.g_01522	Syab.g_02323
OG0001334	Prax.g_01362	Syab.g_00483
OG0001335	Prax.g_01363	Syab.g_00484
OG0001336	Prax.g_01476	Syab.g_02886
OG0001339	Prax.g_01115	Syab.g_02496
OG0001340	Prax.g_00845	Syab.g_00503
OG0001341	Prax.g_00430	Syab.g_01779
OG0001343	Prax.g_00544	Syab.g_00359
OG0001344	Prax.g_00204	Syab.g_00974
OG0001345	Prax.g_00219	Syab.g_01008
OG0001346	Prax.g_01898	Syab.g_00914
OG0001348	Prax.g_01611, Prax.g_01610	Syab.g_01258
OG0001349	Prax.g_01820	Syab.g_00150
OG0001353	Prax.g_00341	Syab.g_01702
OG0001354	Prax.g_01139	Syab.g_01358
OG0001358	Prax.g_00079	Syab.g_01900
OG0001359	Prax.g_00545	Syab.g_00360
OG0001360	Prax.g_01250	Syab.g_01010
OG0001361	Prax.g_00216	Syab.g_00154, Syab.g_01005
OG0001362	Prax.g_01714	Syab.g_00754
OG0001363	Prax.g_01712	Syab.g_00752
OG0001364	Prax.g_01365	Syab.g_00211
OG0001365	Prax.g_01444	Syab.g_02760
OG0001369	Prax.g_01126	Syab.g_02483
OG0001373	Prax.g_00534	Syab.g_02840
OG0001374	Prax.g_00542	Syab.g_02848
OG0001375	Prax.g_00543	Syab.g_00358
OG0001376	Prax.g_01214	Syab.g_02782
OG0001377	Prax.g_01215	Syab.g_02781
OG0001378	Prax.g_00125	Syab.g_00578
OG0001379	Prax.g_01905	Syab.g_00923
OG0001381	Prax.g_01869	Syab.g_01937
OG0001382	Prax.g_01618	Syab.g_00393
OG0001385	Prax.g_00531	Syab.g_02837
OG0001386	Prax.g_00532	Syab.g_02838
OG0001387	Prax.g_00533	Syab.g_02839
OG0001388	Prax.g_00536	Syab.g_02842
OG0001389	Prax.g_00537	Syab.g_02843
OG0001390	Prax.g_00538	Syab.g_02844
OG0001391	Prax.g_00539	Syab.g_02845
OG0001392	Prax.g_00540	Syab.g_02846
OG0001393	Prax.g_00541	Syab.g_02847
OG0001394	Prax.g_00576	Syab.g_01599
OG0001397	Prax.g_01713	Syab.g_00753
OG0001402	Prax.g_00412	Syab.g_01896
OG0001404	Prax.g_00639	Syab.g_02433
OG0001405	Prax.g_00847	Syab.g_00486
OG0001406	Prax.g_01213	Syab.g_02783
OG0001407	Prax.g_01227	Syab.g_01158
OG0001408	Prax.g_01232	Syab.g_01826
OG0001409	Prax.g_00207	Syab.g_00988
OG0001410	Prax.g_01879	Syab.g_01550
OG0001411	Prax.g_01822	Syab.g_00147
OG0001413	Prax.g_01643	Syab.g_01812
OG0001414	Prax.g_00989	Syab.g_01938
OG0001415	Prax.g_00987	Syab.g_02471
OG0001416	Prax.g_00742	Syab.g_00909
OG0001417	Prax.g_00732	Syab.g_01359
OG0001419	Prax.g_01228	Syab.g_01159
OG0001420	Prax.g_00134	Syab.g_02155
OG0001428	Prax.g_01046	Syab.g_02594
OG0001429	Prax.g_00383	Syab.g_01423
OG0001432	Prax.g_01645	Syab.g_01818
OG0001434	Prax.g_00581	Syab.g_01594
OG0001438	Prax.g_00882	Syab.g_00280
OG0001439	Prax.g_00868	Syab.g_00248
OG0001442	Prax.g_00438	Syab.g_01583
OG0001447	Prax.g_01092	Syab.g_02534
OG0001448	Prax.g_00806	Syab.g_01789
OG0001449	Prax.g_00779	Syab.g_00357
OG0001450	Prax.g_00955	Syab.g_01081
OG0001452	Prax.g_00548	Syab.g_00338
OG0001454	Prax.g_01243	Syab.g_01808
OG0001456	Prax.g_00177	Syab.g_02850
OG0001457	Prax.g_00178	Syab.g_02851
OG0001458	Prax.g_00179	Syab.g_02852
OG0001461	Prax.g_01569	Syab.g_01754
OG0001462	Prax.g_00279	Syab.g_00042
OG0001463	Prax.g_00889	Syab.g_01104
OG0001467	Prax.g_00394	Syab.g_00805
OG0001471	Prax.g_01642	Syab.g_00253
OG0001472	Prax.g_01635	Syab.g_01800
OG0001473	Prax.g_01413	Syab.g_01813
OG0001479	Prax.g_00836	Syab.g_00527
OG0001480	Prax.g_00804	Syab.g_01836
OG0001481	Prax.g_00800	Syab.g_00621
OG0001482	Prax.g_00744	Syab.g_01349
OG0001484	Prax.g_01921	Syab.g_02849
OG0001486	Prax.g_00198	Syab.g_00967
OG0001492	Prax.g_00247	Syab.g_01155
OG0001493	Prax.g_00255	Syab.g_01147
OG0001499	Prax.g_00632	Syab.g_01112
OG0001502	Prax.g_00403	Syab.g_01733
OG0001520	Prax.g_00784	Syab.g_01992
OG0001522	Prax.g_00340	Syab.g_01703
OG0001525	Prax.g_01626	Syab.g_01823
OG0001546	Prax.g_00677	Syab.g_02150
OG0001547	Prax.g_00401	Syab.g_01440
OG0001551	Prax.g_00176	Syab.g_01166
OG0001554	Prax.g_01636	Syab.g_02753
OG0001555	Prax.g_01622	Syab.g_02418
OG0001557	Prax.g_00577	Syab.g_01598
OG0001564	Prax.g_00489	Syab.g_00177
OG0001567	Prax.g_00402	Syab.g_01441
OG0001568	Prax.g_00400	Syab.g_01439
OG0001570	Prax.g_00137	Syab.g_01443
OG0001572	Prax.g_01964	Syab.g_02215
OG0001582	Prax.g_00733	Syab.g_01881
OG0001625	Prax.g_00917	Syab.g_00328
OG0001627	Prax.g_00424	Syab.g_02167
OG0001635	Prax.g_01586	Syab.g_00090
OG0001647	Prax.g_00902	Syab.g_00304
OG0001666	Prax.g_01944	Syab.g_01471
OG0001709	Prax.g_01821	Syab.g_00162
OG0001713	Prax.g_00630	Syab.g_00985
OG0001745	Prax.g_01646	Syab.g_01769
OG0001922	Prax.g_01884	Syab.g_00153
OG0001990	Prax.g_00172	Syab.g_02872
OG0002013	Prax.g_01782	Syab.g_02456
