Orthogroup	Prax	Syas
OG0001205	Prax.g_00755	Syas.g_02745
OG0001207	Prax.g_00725	Syas.g_01260
OG0001208	Prax.g_00720	Syas.g_01251
OG0001209	Prax.g_00666	Syas.g_00065
OG0001210	Prax.g_00001	Syas.g_00761
OG0001211	Prax.g_00011	Syas.g_00788
OG0001212	Prax.g_00055	Syas.g_00847
OG0001213	Prax.g_00088	Syas.g_00100
OG0001214	Prax.g_00096	Syas.g_00744
OG0001215	Prax.g_00952	Syas.g_02245
OG0001217	Prax.g_00428	Syas.g_01397, Syas.g_02493
OG0001218	Prax.g_00420	Syas.g_01309
OG0001219	Prax.g_00384	Syas.g_00399
OG0001220	Prax.g_00321	Syas.g_02447
OG0001221	Prax.g_00572	Syas.g_02669
OG0001222	Prax.g_00612	Syas.g_00448
OG0001223	Prax.g_01147	Syas.g_00541
OG0001224	Prax.g_01200	Syas.g_01015
OG0001225	Prax.g_01202	Syas.g_01017
OG0001226	Prax.g_01229	Syas.g_02506
OG0001227	Prax.g_01248	Syas.g_00824
OG0001228	Prax.g_00245	Syas.g_02195
OG0001229	Prax.g_01865	Syas.g_00285
OG0001230	Prax.g_01741	Syas.g_02806
OG0001231	Prax.g_01631	Syas.g_02050
OG0001232	Prax.g_01536	Syas.g_02649
OG0001233	Prax.g_01516	Syas.g_02592
OG0001234	Prax.g_01277	Syas.g_01310
OG0001235	Prax.g_01287	Syas.g_01646
OG0001236	Prax.g_01372	Syas.g_02191
OG0001237	Prax.g_01376	Syas.g_02187
OG0001238	Prax.g_01451	Syas.g_01901
OG0001239	Prax.g_00642	Syas.g_02519
OG0001240	Prax.g_01125	Syas.g_02435
OG0001241	Prax.g_01117	Syas.g_02427
OG0001242	Prax.g_01099	Syas.g_02398
OG0001243	Prax.g_01093	Syas.g_02391
OG0001244	Prax.g_01077	Syas.g_02370
OG0001245	Prax.g_00794	Syas.g_00524
OG0001246	Prax.g_00697	Syas.g_01224, Syas.g_01829
OG0001249	Prax.g_00395	Syas.g_01547
OG0001250	Prax.g_00332	Syas.g_00239
OG0001251	Prax.g_00547	Syas.g_00516, Syas.g_00408
OG0001252	Prax.g_01195	Syas.g_00994
OG0001253	Prax.g_01249	Syas.g_00143
OG0001255	Prax.g_00184	Syas.g_00492
OG0001256	Prax.g_01638	Syas.g_02698
OG0001257	Prax.g_01632	Syas.g_01407
OG0001258	Prax.g_01562	Syas.g_02688
OG0001259	Prax.g_01518	Syas.g_02594
OG0001260	Prax.g_01501	Syas.g_02572
OG0001261	Prax.g_01330	Syas.g_01599
OG0001262	Prax.g_01434	Syas.g_02091
OG0001263	Prax.g_01090	Syas.g_02388
OG0001265	Prax.g_01100	Syas.g_02399
OG0001266	Prax.g_01015	Syas.g_02266
OG0001267	Prax.g_00895	Syas.g_01753
OG0001268	Prax.g_00834	Syas.g_01535
OG0001269	Prax.g_00814	Syas.g_00510
OG0001270	Prax.g_00766	Syas.g_01499
OG0001271	Prax.g_00730	Syas.g_01336
OG0001272	Prax.g_00716	Syas.g_01247
OG0001273	Prax.g_00090	Syas.g_00751
OG0001274	Prax.g_00939	Syas.g_01849
OG0001275	Prax.g_01157	Syas.g_00554
OG0001276	Prax.g_01179	Syas.g_00215
OG0001277	Prax.g_01237	Syas.g_00110
OG0001278	Prax.g_00250	Syas.g_01074
OG0001279	Prax.g_01957	Syas.g_02792
OG0001280	Prax.g_01900	Syas.g_01095
OG0001281	Prax.g_01894	Syas.g_02845
OG0001282	Prax.g_01862	Syas.g_01262
OG0001284	Prax.g_01658	Syas.g_02713
OG0001286	Prax.g_01342	Syas.g_01585
OG0001287	Prax.g_01396	Syas.g_00136
OG0001288	Prax.g_01405	Syas.g_02144
OG0001289	Prax.g_00658	Syas.g_02474
OG0001290	Prax.g_01118	Syas.g_02428
OG0001291	Prax.g_01083	Syas.g_02378
OG0001292	Prax.g_00927	Syas.g_01693
OG0001293	Prax.g_00914	Syas.g_01720
OG0001294	Prax.g_00796	Syas.g_00692
OG0001295	Prax.g_00734	Syas.g_00770
OG0001296	Prax.g_00692	Syas.g_01217
OG0001297	Prax.g_00687	Syas.g_01213
OG0001298	Prax.g_00037	Syas.g_00829
OG0001299	Prax.g_00976	Syas.g_00700
OG0001303	Prax.g_01161	Syas.g_00400
OG0001304	Prax.g_01189	Syas.g_00199
OG0001305	Prax.g_01208	Syas.g_01027
OG0001306	Prax.g_00186	Syas.g_01202
OG0001307	Prax.g_01880	Syas.g_01923
OG0001308	Prax.g_01718	Syas.g_02830
OG0001309	Prax.g_01634	Syas.g_00003
OG0001310	Prax.g_01547	Syas.g_02666
OG0001311	Prax.g_01181	Syas.g_00213
OG0001312	Prax.g_00601	Syas.g_00414
OG0001315	Prax.g_00633	Syas.g_01566
OG0001317	Prax.g_00984	Syas.g_02553
OG0001318	Prax.g_00919	Syas.g_01706
OG0001319	Prax.g_00903	Syas.g_01736
OG0001323	Prax.g_00682	Syas.g_00006
OG0001325	Prax.g_00480	Syas.g_00179
OG0001326	Prax.g_00535	Syas.g_01960, Syas.g_01961
OG0001327	Prax.g_01221	Syas.g_00687
OG0001329	Prax.g_00154	Syas.g_00773
OG0001330	Prax.g_01929	Syas.g_02865
OG0001331	Prax.g_01857	Syas.g_01267
OG0001333	Prax.g_01522	Syas.g_02598
OG0001336	Prax.g_01476	Syas.g_02003
OG0001339	Prax.g_01115	Syas.g_02425
OG0001345	Prax.g_00219	Syas.g_01132
OG0001346	Prax.g_01898	Syas.g_02853
OG0001348	Prax.g_01611, Prax.g_01610	Syas.g_00119
OG0001349	Prax.g_01820	Syas.g_02643
OG0001353	Prax.g_00341	Syas.g_00228
OG0001354	Prax.g_01139	Syas.g_00526
OG0001356	Prax.g_00527	Syas.g_01715
OG0001358	Prax.g_00079	Syas.g_00122
OG0001360	Prax.g_01250	Syas.g_01130
OG0001361	Prax.g_00216	Syas.g_01135
OG0001364	Prax.g_01365	Syas.g_02212
OG0001365	Prax.g_01444	Syas.g_01886
OG0001371	Prax.g_00963	Syas.g_02499
OG0001373	Prax.g_00534	Syas.g_01959
OG0001374	Prax.g_00542	Syas.g_01968
OG0001376	Prax.g_01214	Syas.g_00468
OG0001377	Prax.g_01215	Syas.g_00467
OG0001378	Prax.g_00125	Syas.g_01500
OG0001379	Prax.g_01905	Syas.g_02861
OG0001380	Prax.g_01875	Syas.g_00126
OG0001385	Prax.g_00531	Syas.g_01956
OG0001386	Prax.g_00532	Syas.g_01957
OG0001387	Prax.g_00533	Syas.g_01958
OG0001388	Prax.g_00536	Syas.g_01962
OG0001389	Prax.g_00537	Syas.g_01963
OG0001390	Prax.g_00538	Syas.g_01964
OG0001391	Prax.g_00539	Syas.g_01965
OG0001392	Prax.g_00540	Syas.g_01966
OG0001393	Prax.g_00541	Syas.g_01967
OG0001394	Prax.g_00576	Syas.g_00627
OG0001395	Prax.g_01191	Syas.g_00195
OG0001399	Prax.g_01279	Syas.g_02459
OG0001402	Prax.g_00412	Syas.g_00112
OG0001403	Prax.g_00283	Syas.g_02069
OG0001406	Prax.g_01213	Syas.g_00469
OG0001408	Prax.g_01232	Syas.g_00142
OG0001409	Prax.g_00207	Syas.g_00154
OG0001411	Prax.g_01822	Syas.g_01156
OG0001413	Prax.g_01643	Syas.g_01481
OG0001416	Prax.g_00742	Syas.g_01061
OG0001417	Prax.g_00732	Syas.g_00507
OG0001418	Prax.g_00958	Syas.g_01177
OG0001420	Prax.g_00134	Syas.g_00017
OG0001428	Prax.g_01046	Syas.g_02325
OG0001429	Prax.g_00383	Syas.g_00401
OG0001432	Prax.g_01645	Syas.g_01484
OG0001433	Prax.g_00526	Syas.g_01398
OG0001438	Prax.g_00882	Syas.g_01767
OG0001439	Prax.g_00868	Syas.g_01809
OG0001441	Prax.g_00680	Syas.g_00008
OG0001447	Prax.g_01092	Syas.g_02390
OG0001449	Prax.g_00779	Syas.g_02567
OG0001450	Prax.g_00955	Syas.g_02208, Syas.g_00474
OG0001451	Prax.g_00312	Syas.g_02342, Syas.g_02343
OG0001452	Prax.g_00548	Syas.g_01700
OG0001453	Prax.g_01151	Syas.g_00547
OG0001454	Prax.g_01243	Syas.g_01483
OG0001456	Prax.g_00177	Syas.g_01969
OG0001457	Prax.g_00178	Syas.g_01970
OG0001458	Prax.g_00179	Syas.g_01971
OG0001459	Prax.g_01943	Syas.g_02778
OG0001460	Prax.g_00525	Syas.g_01399
OG0001461	Prax.g_01569	Syas.g_00566
OG0001471	Prax.g_01642	Syas.g_01819
OG0001473	Prax.g_01413	Syas.g_00323
OG0001474	Prax.g_00833	Syas.g_01534
OG0001475	Prax.g_01839	Syas.g_02120
OG0001479	Prax.g_00836	Syas.g_01537
OG0001480	Prax.g_00804	Syas.g_00771
OG0001482	Prax.g_00744	Syas.g_00535
OG0001484	Prax.g_01921	Syas.g_00166, Syas.g_00167
OG0001486	Prax.g_00198	Syas.g_01186
OG0001492	Prax.g_00247	Syas.g_01077
OG0001493	Prax.g_00255	Syas.g_01069
OG0001495	Prax.g_01284	Syas.g_01641
OG0001502	Prax.g_00403	Syas.g_00290
OG0001504	Prax.g_01942	Syas.g_02777
OG0001507	Prax.g_01590	Syas.g_01183
OG0001508	Prax.g_01842	Syas.g_02114
OG0001520	Prax.g_00784	Syas.g_00828
OG0001522	Prax.g_00340	Syas.g_00369
OG0001528	Prax.g_01840	Syas.g_02116
OG0001546	Prax.g_00677	Syas.g_00011
OG0001547	Prax.g_00401	Syas.g_00300
OG0001554	Prax.g_01636	Syas.g_00153
OG0001555	Prax.g_01622	Syas.g_00654
OG0001556	Prax.g_00518	Syas.g_01679
OG0001557	Prax.g_00577	Syas.g_00626
OG0001564	Prax.g_00489	Syas.g_01034
OG0001567	Prax.g_00402	Syas.g_00294
OG0001568	Prax.g_00400	Syas.g_00368
OG0001570	Prax.g_00137	Syas.g_00309
OG0001584	Prax.g_00593	Syas.g_00607
OG0001587	Prax.g_01258	Syas.g_02569
OG0001625	Prax.g_00917	Syas.g_01708
OG0001627	Prax.g_00424	Syas.g_01474
OG0001635	Prax.g_01586	Syas.g_02140
OG0001647	Prax.g_00902	Syas.g_01738
OG0001666	Prax.g_01944	Syas.g_02785
OG0001680	Prax.g_00521	Syas.g_02664
OG0001700	Prax.g_00524	Syas.g_01390, Syas.g_01391
OG0001959	Prax.g_01963	Syas.g_01814
OG0001990	Prax.g_00172	Syas.g_01973
OG0002013	Prax.g_01782	Syas.g_02488
OG0002019	Prax.g_00503	Syas.g_02163
OG0002029	Prax.g_01945	Syas.g_01930, Syas.g_02786
OG0002227	Prax.g_00520	Syas.g_01904
OG0002274	Prax.g_01806	Syas.g_02624
OG0002349	Prax.g_01514	Syas.g_02590
OG0002458	Prax.g_00488	Syas.g_01033
OG0002459	Prax.g_00490	Syas.g_01036
OG0002460	Prax.g_00491	Syas.g_01035
