Orthogroup	Prbb	Syab
OG0001110	Prbb.g_00996	Syab.g_01366
OG0001111	Prbb.g_00997	Syab.g_01364
OG0001112	Prbb.g_00998	Syab.g_01362
OG0001113	Prbb.g_00999	Syab.g_01593
OG0001114	Prbb.g_01000	Syab.g_01361
OG0001115	Prbb.g_01002	Syab.g_01357
OG0001116	Prbb.g_01003	Syab.g_01355
OG0001117	Prbb.g_01004	Syab.g_01354
OG0001118	Prbb.g_01005	Syab.g_01353
OG0001119	Prbb.g_01006	Syab.g_01351
OG0001120	Prbb.g_01007	Syab.g_01347
OG0001121	Prbb.g_01627	Syab.g_02159
OG0001122	Prbb.g_01038	Syab.g_01320
OG0001123	Prbb.g_01043	Syab.g_01312
OG0001124	Prbb.g_01045	Syab.g_01310
OG0001125	Prbb.g_01047	Syab.g_01308
OG0001126	Prbb.g_01058	Syab.g_01231
OG0001127	Prbb.g_01059	Syab.g_01230
OG0001128	Prbb.g_01062	Syab.g_01227
OG0001129	Prbb.g_01063	Syab.g_01225
OG0001130	Prbb.g_01064	Syab.g_01224
OG0001131	Prbb.g_00897	Syab.g_01609
OG0001132	Prbb.g_01108	Syab.g_01790
OG0001133	Prbb.g_01085	Syab.g_01895
OG0001134	Prbb.g_01887	Syab.g_01748
OG0001136	Prbb.g_01520	Syab.g_00966
OG0001137	Prbb.g_01507	Syab.g_00990
OG0001138	Prbb.g_01486	Syab.g_01023
OG0001139	Prbb.g_01484	Syab.g_01025
OG0001140	Prbb.g_01483	Syab.g_01026
OG0001141	Prbb.g_01482	Syab.g_01027
OG0001142	Prbb.g_01481	Syab.g_01028
OG0001143	Prbb.g_01474	Syab.g_01037
OG0001144	Prbb.g_01469	Syab.g_01052
OG0001145	Prbb.g_01578	Syab.g_00928
OG0001146	Prbb.g_01590	Syab.g_00907
OG0001147	Prbb.g_01612	Syab.g_00716
OG0001148	Prbb.g_01641	Syab.g_02085
OG0001149	Prbb.g_01642	Syab.g_02084
OG0001150	Prbb.g_01643	Syab.g_02083
OG0001151	Prbb.g_01654	Syab.g_02070
OG0001152	Prbb.g_01655	Syab.g_02069
OG0001153	Prbb.g_01716	Syab.g_00731
OG0001154	Prbb.g_01717	Syab.g_00730
OG0001155	Prbb.g_01733	Syab.g_02171
OG0001156	Prbb.g_01736	Syab.g_02174
OG0001157	Prbb.g_01737	Syab.g_02175
OG0001158	Prbb.g_01738	Syab.g_02176
OG0001159	Prbb.g_01739	Syab.g_02177
OG0001160	Prbb.g_01765	Syab.g_02231
OG0001161	Prbb.g_01555	Syab.g_02797
OG0001162	Prbb.g_01778	Syab.g_00893
OG0001163	Prbb.g_01815	Syab.g_02241
OG0001164	Prbb.g_01819	Syab.g_02247
OG0001165	Prbb.g_01822	Syab.g_02252
OG0001166	Prbb.g_01840	Syab.g_02296
OG0001167	Prbb.g_01858	Syab.g_02322
OG0001168	Prbb.g_01859	Syab.g_02324
OG0001169	Prbb.g_01861	Syab.g_02326
OG0001170	Prbb.g_01863	Syab.g_02328
OG0001171	Prbb.g_01873	Syab.g_02339
OG0001172	Prbb.g_01926	Syab.g_00371
OG0001173	Prbb.g_01927	Syab.g_00372
OG0001174	Prbb.g_01935	Syab.g_00380
OG0001175	Prbb.g_01936	Syab.g_00381
OG0001176	Prbb.g_01947	Syab.g_00398
OG0001177	Prbb.g_01945	Syab.g_00396
OG0001178	Prbb.g_01279	Syab.g_02263
OG0001179	Prbb.g_01984	Syab.g_00427
OG0001180	Prbb.g_02007	Syab.g_00453
OG0001181	Prbb.g_02011	Syab.g_00457
OG0001182	Prbb.g_02019	Syab.g_00467
OG0001183	Prbb.g_02025	Syab.g_00474
OG0001184	Prbb.g_02041	Syab.g_00196
OG0001185	Prbb.g_02056	Syab.g_00119
OG0001186	Prbb.g_02097	Syab.g_00085
OG0001187	Prbb.g_02100	Syab.g_00081
OG0001188	Prbb.g_02102	Syab.g_00079
OG0001189	Prbb.g_02119	Syab.g_00058
OG0001190	Prbb.g_02124	Syab.g_02755
OG0001191	Prbb.g_02134	Syab.g_02771
OG0001192	Prbb.g_02139	Syab.g_02778
OG0001193	Prbb.g_02152	Syab.g_02827
OG0001194	Prbb.g_02153	Syab.g_02833
OG0001195	Prbb.g_02154	Syab.g_02834
OG0001196	Prbb.g_02175	Syab.g_02896
OG0001197	Prbb.g_02177	Syab.g_02898
OG0001198	Prbb.g_02186	Syab.g_02911
OG0001199	Prbb.g_00129	Syab.g_02440
OG0001200	Prbb.g_00131	Syab.g_02442
OG0001201	Prbb.g_00163	Syab.g_02501
OG0001202	Prbb.g_00256	Syab.g_02635
OG0001203	Prbb.g_00295	Syab.g_02369
OG0001204	Prbb.g_00301	Syab.g_00353
OG0001205	Prbb.g_00450	Syab.g_00593
OG0001206	Prbb.g_00469	Syab.g_00641
OG0001207	Prbb.g_00480	Syab.g_02088
OG0001208	Prbb.g_00487	Syab.g_02098
OG0001209	Prbb.g_00538	Syab.g_02038
OG0001210	Prbb.g_00543	Syab.g_02030
OG0001211	Prbb.g_00554	Syab.g_02013
OG0001212	Prbb.g_00596	Syab.g_01955
OG0001213	Prbb.g_00630	Syab.g_01886
OG0001214	Prbb.g_00638	Syab.g_01872
OG0001215	Prbb.g_00696	Syab.g_01171
OG0001216	Prbb.g_00715	Syab.g_01269
OG0001217	Prbb.g_00108	Syab.g_01464
OG0001218	Prbb.g_00754	Syab.g_00723
OG0001220	Prbb.g_00837	Syab.g_01737
OG0001221	Prbb.g_00944	Syab.g_01607
OG0001222	Prbb.g_00893	Syab.g_01396
OG0001223	Prbb.g_01008	Syab.g_01345
OG0001224	Prbb.g_01066	Syab.g_01214
OG0001225	Prbb.g_01068	Syab.g_01212
OG0001227	Prbb.g_01090	Syab.g_00891
OG0001228	Prbb.g_01465	Syab.g_01697
OG0001229	Prbb.g_01201	Syab.g_01184
OG0001230	Prbb.g_01678	Syab.g_00791
OG0001231	Prbb.g_00758	Syab.g_00017
OG0001232	Prbb.g_01844	Syab.g_02306
OG0001233	Prbb.g_01864	Syab.g_02329
OG0001234	Prbb.g_01938	Syab.g_00385
OG0001235	Prbb.g_01942	Syab.g_00391
OG0001236	Prbb.g_02038	Syab.g_00200
OG0001237	Prbb.g_02042	Syab.g_00192
OG0001238	Prbb.g_02135	Syab.g_02773
OG0001239	Prbb.g_00126	Syab.g_02437
OG0001240	Prbb.g_00148	Syab.g_02484
OG0001241	Prbb.g_00157	Syab.g_02494
OG0001242	Prbb.g_00176	Syab.g_02525
OG0001243	Prbb.g_00183	Syab.g_02533
OG0001244	Prbb.g_00199	Syab.g_02561
OG0001245	Prbb.g_01288	Syab.g_01762
OG0001246	Prbb.g_00508	Syab.g_02126
OG0001247	Prbb.g_00689	Syab.g_02825
OG0001248	Prbb.g_00691	Syab.g_01163
OG0001249	Prbb.g_00389	Syab.g_00514
OG0001251	Prbb.g_01913	Syab.g_01816
OG0001252	Prbb.g_01061	Syab.g_01228
OG0001253	Prbb.g_01783	Syab.g_01761
OG0001254	Prbb.g_01889	Syab.g_01749
OG0001255	Prbb.g_01534	Syab.g_01846
OG0001256	Prbb.g_01774	Syab.g_02238
OG0001257	Prbb.g_01779	Syab.g_01610
OG0001258	Prbb.g_01820	Syab.g_02250
OG0001259	Prbb.g_01862	Syab.g_02327
OG0001260	Prbb.g_01879	Syab.g_02350
OG0001261	Prbb.g_01992	Syab.g_00436
OG0001262	Prbb.g_02117	Syab.g_00060
OG0001263	Prbb.g_00186	Syab.g_02536
OG0001269	Prbb.g_00836	Syab.g_01809
OG0001273	Prbb.g_00632	Syab.g_01878
OG0001277	Prbb.g_02163	Syab.g_02163
OG0001279	Prbb.g_01196	Syab.g_01807
OG0001280	Prbb.g_01585	Syab.g_00918
OG0001281	Prbb.g_01591	Syab.g_00906
OG0001282	Prbb.g_01640	Syab.g_02086
OG0001283	Prbb.g_02171	Syab.g_02885
OG0001284	Prbb.g_01759	Syab.g_02211
OG0001285	Prbb.g_01847	Syab.g_02309
OG0001286	Prbb.g_02005	Syab.g_00451
OG0001287	Prbb.g_02063	Syab.g_00111
OG0001288	Prbb.g_02074	Syab.g_00094
OG0001289	Prbb.g_00142	Syab.g_02465
OG0001290	Prbb.g_00156	Syab.g_02493
OG0001294	Prbb.g_01628, Prbb.g_01553	Syab.g_01564
OG0001295	Prbb.g_01542	Syab.g_01215
OG0001296	Prbb.g_00513	Syab.g_02132
OG0001297	Prbb.g_00518	Syab.g_02136
OG0001299	Prbb.g_00669	Syab.g_01557
OG0001300	Prbb.g_00701	Syab.g_01180
OG0001301	Prbb.g_00703	Syab.g_01197
OG0001302	Prbb.g_00958	Syab.g_01844
OG0001303	Prbb.g_01388	Syab.g_01424
OG0001304	Prbb.g_01052	Syab.g_01298
OG0001305	Prbb.g_00888	Syab.g_01204
OG0001306	Prbb.g_01532	Syab.g_00941
OG0001307	Prbb.g_01609	Syab.g_01552
OG0001308	Prbb.g_01696	Syab.g_00759
OG0001309	Prbb.g_00522	Syab.g_02142
OG0001310	Prbb.g_01834	Syab.g_02288
OG0001311	Prbb.g_01044	Syab.g_01311
OG0001312	Prbb.g_00969	Syab.g_01414
OG0001315	Prbb.g_02023	Syab.g_00472
OG0001316	Prbb.g_00197	Syab.g_02552
OG0001317	Prbb.g_00291	Syab.g_02373
OG0001318	Prbb.g_00312	Syab.g_00333
OG0001321	Prbb.g_00456	Syab.g_00616
OG0001322	Prbb.g_00457	Syab.g_00617
OG0001324	Prbb.g_00702	Syab.g_01181
OG0001325	Prbb.g_00718	Syab.g_01273
OG0001326	Prbb.g_01905	Syab.g_02841
OG0001327	Prbb.g_00921	Syab.g_01643
OG0001328	Prbb.g_00940	Syab.g_01616
OG0001329	Prbb.g_01782	Syab.g_00361
OG0001330	Prbb.g_01579	Syab.g_00925
OG0001331	Prbb.g_01645	Syab.g_02081
OG0001332	Prbb.g_01731	Syab.g_02165
OG0001334	Prbb.g_02028	Syab.g_00483
OG0001335	Prbb.g_02029	Syab.g_00484
OG0001336	Prbb.g_02172	Syab.g_02886
OG0001337	Prbb.g_00383	Syab.g_00480, Syab.g_00502
OG0001339	Prbb.g_00159	Syab.g_02496
OG0001340	Prbb.g_00384	Syab.g_00503
OG0001341	Prbb.g_00086	Syab.g_01779
OG0001343	Prbb.g_00912	Syab.g_00359
OG0001344	Prbb.g_01512	Syab.g_00974
OG0001345	Prbb.g_01496	Syab.g_01008
OG0001346	Prbb.g_01587	Syab.g_00914
OG0001347	Prbb.g_02088	Syab.g_02830
OG0001348	Prbb.g_01125	Syab.g_01258
OG0001349	Prbb.g_00876	Syab.g_00150
OG0001351	Prbb.g_00459	Syab.g_00625
OG0001354	Prbb.g_01001	Syab.g_01358
OG0001357	Prbb.g_01814	Syab.g_00620, Syab.g_01373, Syab.g_02891
OG0001358	Prbb.g_00621	Syab.g_01900
OG0001359	Prbb.g_00913	Syab.g_00360
OG0001360	Prbb.g_01494	Syab.g_01010
OG0001362	Prbb.g_01700	Syab.g_00754
OG0001363	Prbb.g_00465	Syab.g_00752
OG0001365	Prbb.g_02128	Syab.g_02760
OG0001369	Prbb.g_00147	Syab.g_02483
OG0001370	Prbb.g_01235	Syab.g_01831
OG0001373	Prbb.g_01904	Syab.g_02840
OG0001374	Prbb.g_01912	Syab.g_02848
OG0001375	Prbb.g_00911	Syab.g_00358
OG0001376	Prbb.g_00899	Syab.g_02782
OG0001377	Prbb.g_00900	Syab.g_02781
OG0001378	Prbb.g_00439	Syab.g_00578
OG0001381	Prbb.g_01637	Syab.g_01937
OG0001385	Prbb.g_01901	Syab.g_02837
OG0001386	Prbb.g_01902	Syab.g_02838
OG0001387	Prbb.g_01903	Syab.g_02839
OG0001388	Prbb.g_01906	Syab.g_02842
OG0001389	Prbb.g_01907	Syab.g_02843
OG0001390	Prbb.g_01908	Syab.g_02844
OG0001391	Prbb.g_01909	Syab.g_02845
OG0001392	Prbb.g_01910	Syab.g_02846
OG0001393	Prbb.g_01911	Syab.g_02847
OG0001394	Prbb.g_00948	Syab.g_01599
OG0001397	Prbb.g_01701	Syab.g_00753
OG0001398	Prbb.g_00732	Syab.g_02457
OG0001401	Prbb.g_00820	Syab.g_01708
OG0001402	Prbb.g_00625	Syab.g_01896
OG0001404	Prbb.g_00123	Syab.g_02433
OG0001405	Prbb.g_00377	Syab.g_00486
OG0001406	Prbb.g_00898	Syab.g_02783
OG0001407	Prbb.g_00903	Syab.g_01158
OG0001408	Prbb.g_00097	Syab.g_01826
OG0001409	Prbb.g_01508	Syab.g_00988
OG0001410	Prbb.g_01610	Syab.g_01550
OG0001412	Prbb.g_02086	Syab.g_02829
OG0001413	Prbb.g_00759	Syab.g_01812
OG0001414	Prbb.g_00285	Syab.g_01938
OG0001415	Prbb.g_00287	Syab.g_02471
OG0001417	Prbb.g_01552	Syab.g_01359
OG0001419	Prbb.g_00750	Syab.g_01159
OG0001420	Prbb.g_01183	Syab.g_02155
OG0001425	Prbb.g_02138	Syab.g_02777
OG0001429	Prbb.g_00961	Syab.g_01423
OG0001430	Prbb.g_00901	Syab.g_02743
OG0001432	Prbb.g_01033	Syab.g_01818
OG0001434	Prbb.g_00953	Syab.g_01594
OG0001435	Prbb.g_00928	Syab.g_01637
OG0001439	Prbb.g_00358	Syab.g_00248
OG0001442	Prbb.g_01667	Syab.g_01583
OG0001443	Prbb.g_01896	Syab.g_02794
OG0001447	Prbb.g_00184	Syab.g_02534
OG0001450	Prbb.g_00693	Syab.g_01081
OG0001454	Prbb.g_01280	Syab.g_01808
OG0001456	Prbb.g_01559	Syab.g_02850
OG0001457	Prbb.g_01558	Syab.g_02851
OG0001458	Prbb.g_01557	Syab.g_02852
OG0001461	Prbb.g_01437	Syab.g_01754
OG0001463	Prbb.g_00338	Syab.g_01104
OG0001467	Prbb.g_00115	Syab.g_00805
OG0001471	Prbb.g_01554	Syab.g_00253
OG0001472	Prbb.g_01371	Syab.g_01800
OG0001473	Prbb.g_01623	Syab.g_01813
OG0001476	Prbb.g_01509	Syab.g_00984
OG0001477	Prbb.g_01415	Syab.g_01191
OG0001480	Prbb.g_01215	Syab.g_01836
OG0001481	Prbb.g_01077	Syab.g_00621
OG0001482	Prbb.g_01089	Syab.g_01349
OG0001484	Prbb.g_01248	Syab.g_02849
OG0001486	Prbb.g_01519	Syab.g_00967
OG0001488	Prbb.g_01503	Syab.g_00994
OG0001489	Prbb.g_02016	Syab.g_00462
OG0001494	Prbb.g_00870	Syab.g_00180
OG0001496	Prbb.g_01413	Syab.g_01188
OG0001497	Prbb.g_01414	Syab.g_01190
OG0001498	Prbb.g_00417	Syab.g_00552
OG0001499	Prbb.g_00110	Syab.g_01112
OG0001505	Prbb.g_00857	Syab.g_00189
OG0001510	Prbb.g_02067	Syab.g_00103
OG0001511	Prbb.g_00167	Syab.g_02509
OG0001512	Prbb.g_01801	Syab.g_02368
OG0001513	Prbb.g_00050	Syab.g_00470
OG0001514	Prbb.g_01412	Syab.g_01187
OG0001515	Prbb.g_00699	Syab.g_01176
OG0001516	Prbb.g_00666	Syab.g_01554
OG0001517	Prbb.g_00395	Syab.g_00524
OG0001518	Prbb.g_02137	Syab.g_02775
OG0001519	Prbb.g_02142	Syab.g_02796
OG0001522	Prbb.g_00816	Syab.g_01703
OG0001529	Prbb.g_00056	Syab.g_00051
OG0001530	Prbb.g_00166	Syab.g_02507
OG0001531	Prbb.g_00296	Syab.g_02367
OG0001532	Prbb.g_01485	Syab.g_01024
OG0001534	Prbb.g_01053	Syab.g_01297
OG0001535	Prbb.g_01041	Syab.g_01316
OG0001536	Prbb.g_00987	Syab.g_01388
OG0001537	Prbb.g_00945	Syab.g_01606
OG0001538	Prbb.g_00788	Syab.g_01278
OG0001539	Prbb.g_00923	Syab.g_01641
OG0001540	Prbb.g_00188	Syab.g_02538
OG0001541	Prbb.g_00236	Syab.g_02603
OG0001542	Prbb.g_00242	Syab.g_02614
OG0001543	Prbb.g_00896	Syab.g_02686
OG0001544	Prbb.g_02141	Syab.g_02795
OG0001545	Prbb.g_02162	Syab.g_02874
OG0001551	Prbb.g_01898	Syab.g_01166
OG0001555	Prbb.g_01803	Syab.g_02418
OG0001557	Prbb.g_00949	Syab.g_01598
OG0001559	Prbb.g_00165	Syab.g_02506
OG0001560	Prbb.g_00155	Syab.g_02492
OG0001561	Prbb.g_01046	Syab.g_01309
OG0001562	Prbb.g_01035	Syab.g_01324
OG0001564	Prbb.g_00863	Syab.g_00177
OG0001570	Prbb.g_01331	Syab.g_01443
OG0001575	Prbb.g_00569	Syab.g_01995
OG0001576	Prbb.g_01599	Syab.g_00896
OG0001577	Prbb.g_01522	Syab.g_00964
OG0001578	Prbb.g_01408	Syab.g_00868
OG0001579	Prbb.g_00381	Syab.g_00489, Syab.g_00494
OG0001582	Prbb.g_01551	Syab.g_01881
OG0001586	Prbb.g_00872	Syab.g_00181, Syab.g_00169
OG0001589	Prbb.g_01866	Syab.g_02331
OG0001591	Prbb.g_00676	Syab.g_01566
OG0001623	Prbb.g_00385	Syab.g_00506
OG0001634	Prbb.g_00672	Syab.g_01560
OG0001642	Prbb.g_01621	Syab.g_02027
OG0001644	Prbb.g_00728	Syab.g_01672
OG0001656	Prbb.g_00380	Syab.g_00493
OG0001659	Prbb.g_01489	Syab.g_01020
OG0001673	Prbb.g_00289	Syab.g_02375
OG0001676	Prbb.g_00382	Syab.g_00492
OG0001692	Prbb.g_01682	Syab.g_00782
OG0001694	Prbb.g_00333	Syab.g_00293
OG0001695	Prbb.g_02158	Syab.g_02869
OG0001703	Prbb.g_00481	Syab.g_02089
OG0001709	Prbb.g_00875	Syab.g_00162
OG0001713	Prbb.g_01131	Syab.g_00985
OG0001715	Prbb.g_01219	Syab.g_01788
OG0001738	Prbb.g_00371	Syab.g_00233
OG0001739	Prbb.g_02157	Syab.g_02867
OG0001740	Prbb.g_02161	Syab.g_02871
OG0001755	Prbb.g_00856	Syab.g_02141
OG0001758	Prbb.g_01572	Syab.g_01483
OG0001816	Prbb.g_00920	Syab.g_01644
OG0001835	Prbb.g_01417	Syab.g_01059
OG0001875	Prbb.g_01573	Syab.g_01493
OG0001876	Prbb.g_01574	Syab.g_01494
OG0001915	Prbb.g_02179	Syab.g_02906
OG0001917	Prbb.g_01042	Syab.g_01314
OG0001922	Prbb.g_00877	Syab.g_00153
OG0001979	Prbb.g_00041	Syab.g_01172, Syab.g_01161
OG0001990	Prbb.g_00074	Syab.g_02872
OG0002018	Prbb.g_02160	Syab.g_02870
OG0002177	Prbb.g_01454	Syab.g_01480
OG0002347	Prbb.g_01850	Syab.g_02312
OG0002434	Prbb.g_00563	Syab.g_02004
OG0002490	Prbb.g_00869	Syab.g_00176
OG0002507	Prbb.g_01387, Prbb.g_01024	Syab.g_02421
OG0002794	Prbb.g_00871	Syab.g_00168
OG0002808	Prbb.g_00034	Syab.g_00043
OG0002937	Prbb.g_01605	Syab.g_00719
OG0003795	Prbb.g_00753	Syab.g_00936
OG0005678	Prbb.g_00873	Syab.g_00175
