Orthogroup	Prbb	Syao
OG0001137	Prbb.g_01507	Syao.g_00194
OG0001138	Prbb.g_01486	Syao.g_00227
OG0001139	Prbb.g_01484	Syao.g_00225
OG0001140	Prbb.g_01483	Syao.g_00224
OG0001141	Prbb.g_01482	Syao.g_00254
OG0001142	Prbb.g_01481	Syao.g_00253
OG0001143	Prbb.g_01474	Syao.g_00243
OG0001144	Prbb.g_01469	Syao.g_00276
OG0001145	Prbb.g_01578	Syao.g_01446
OG0001146	Prbb.g_01590	Syao.g_01455
OG0001147	Prbb.g_01612	Syao.g_00095
OG0001148	Prbb.g_01641	Syao.g_00038
OG0001149	Prbb.g_01642	Syao.g_00039
OG0001150	Prbb.g_01643	Syao.g_00040
OG0001151	Prbb.g_01654	Syao.g_02706
OG0001152	Prbb.g_01655	Syao.g_02707
OG0001153	Prbb.g_01716	Syao.g_00083
OG0001154	Prbb.g_01717	Syao.g_00084
OG0001155	Prbb.g_01733	Syao.g_01747
OG0001156	Prbb.g_01736	Syao.g_01744
OG0001157	Prbb.g_01737	Syao.g_01743
OG0001158	Prbb.g_01738	Syao.g_01742
OG0001159	Prbb.g_01739	Syao.g_01741
OG0001160	Prbb.g_01765	Syao.g_01579
OG0001161	Prbb.g_01555	Syao.g_02373
OG0001162	Prbb.g_01778	Syao.g_02650
OG0001163	Prbb.g_01815	Syao.g_01571
OG0001164	Prbb.g_01819	Syao.g_01564
OG0001165	Prbb.g_01822	Syao.g_01559
OG0001166	Prbb.g_01840	Syao.g_01673
OG0001167	Prbb.g_01858	Syao.g_01006
OG0001168	Prbb.g_01859	Syao.g_01648
OG0001169	Prbb.g_01861	Syao.g_01646
OG0001170	Prbb.g_01863	Syao.g_01644
OG0001171	Prbb.g_01873	Syao.g_01632
OG0001172	Prbb.g_01926	Syao.g_01914
OG0001173	Prbb.g_01927	Syao.g_01915
OG0001174	Prbb.g_01935	Syao.g_01923
OG0001175	Prbb.g_01936	Syao.g_01924
OG0001176	Prbb.g_01947	Syao.g_01799
OG0001177	Prbb.g_01945	Syao.g_01802
OG0001178	Prbb.g_01279	Syao.g_01541
OG0001179	Prbb.g_01984	Syao.g_01768
OG0001180	Prbb.g_02007	Syao.g_01833
OG0001181	Prbb.g_02011	Syao.g_01829
OG0001182	Prbb.g_02019	Syao.g_01820
OG0001183	Prbb.g_02025	Syao.g_01851
OG0001184	Prbb.g_02041	Syao.g_02264
OG0001185	Prbb.g_02056	Syao.g_02147
OG0001186	Prbb.g_02097	Syao.g_02173
OG0001187	Prbb.g_02100	Syao.g_02171
OG0001188	Prbb.g_02102	Syao.g_02169
OG0001189	Prbb.g_02119	Syao.g_02215
OG0001190	Prbb.g_02124	Syao.g_02436
OG0001191	Prbb.g_02134	Syao.g_02449
OG0001192	Prbb.g_02139	Syao.g_02367
OG0001193	Prbb.g_02152	Syao.g_02284
OG0001194	Prbb.g_02153	Syao.g_02285
OG0001195	Prbb.g_02154	Syao.g_02286
OG0001196	Prbb.g_02175	Syao.g_02341
OG0001197	Prbb.g_02177	Syao.g_02343
OG0001198	Prbb.g_02186	Syao.g_02158
OG0001199	Prbb.g_00129	Syao.g_02623
OG0001200	Prbb.g_00131	Syao.g_02625
OG0001201	Prbb.g_00163	Syao.g_02601
OG0001202	Prbb.g_00256	Syao.g_02461
OG0001203	Prbb.g_00295	Syao.g_00296, Syao.g_01705
OG0001204	Prbb.g_00301	Syao.g_02117
OG0001205	Prbb.g_00450	Syao.g_01620
OG0001206	Prbb.g_00469	Syao.g_02701, Syao.g_02702
OG0001207	Prbb.g_00480	Syao.g_00035
OG0001208	Prbb.g_00487	Syao.g_00026
OG0001209	Prbb.g_00538	Syao.g_01415
OG0001210	Prbb.g_00543	Syao.g_00882
OG0001211	Prbb.g_00554	Syao.g_00861
OG0001212	Prbb.g_00596	Syao.g_01001
OG0001213	Prbb.g_00630	Syao.g_01322
OG0001214	Prbb.g_00638	Syao.g_00896
OG0001215	Prbb.g_00696	Syao.g_00700
OG0001216	Prbb.g_00715	Syao.g_00492
OG0001218	Prbb.g_00754	Syao.g_00092
OG0001219	Prbb.g_00960	Syao.g_00651
OG0001220	Prbb.g_00837	Syao.g_00393
OG0001221	Prbb.g_00944	Syao.g_01657
OG0001222	Prbb.g_00893	Syao.g_00687
OG0001223	Prbb.g_01008	Syao.g_00820
OG0001224	Prbb.g_01066	Syao.g_00427
OG0001227	Prbb.g_01090	Syao.g_01047
OG0001228	Prbb.g_01465	Syao.g_02256
OG0001229	Prbb.g_01201	Syao.g_00220
OG0001230	Prbb.g_01678	Syao.g_01503
OG0001231	Prbb.g_00758	Syao.g_02254
OG0001232	Prbb.g_01844	Syao.g_01664
OG0001233	Prbb.g_01864	Syao.g_01643
OG0001234	Prbb.g_01938	Syao.g_02035
OG0001235	Prbb.g_01942	Syao.g_01863
OG0001236	Prbb.g_02038	Syao.g_02261
OG0001237	Prbb.g_02042	Syao.g_02265
OG0001238	Prbb.g_02135	Syao.g_02451
OG0001239	Prbb.g_00126	Syao.g_02620
OG0001240	Prbb.g_00148	Syao.g_02669
OG0001242	Prbb.g_00176	Syao.g_02576
OG0001243	Prbb.g_00183	Syao.g_02584
OG0001244	Prbb.g_00199	Syao.g_02477
OG0001245	Prbb.g_01288	Syao.g_00362
OG0001247	Prbb.g_00689	Syao.g_00390
OG0001249	Prbb.g_00389	Syao.g_01882
OG0001251	Prbb.g_01913	Syao.g_00641
OG0001252	Prbb.g_01061	Syao.g_00507
OG0001253	Prbb.g_01783	Syao.g_01220
OG0001254	Prbb.g_01889	Syao.g_01426
OG0001255	Prbb.g_01534	Syao.g_00920
OG0001256	Prbb.g_01774	Syao.g_01572
OG0001258	Prbb.g_01820	Syao.g_01561
OG0001259	Prbb.g_01862	Syao.g_01645
OG0001260	Prbb.g_01879	Syao.g_01623
OG0001261	Prbb.g_01992	Syao.g_01814
OG0001262	Prbb.g_02117	Syao.g_02213
OG0001263	Prbb.g_00186	Syao.g_02541
OG0001277	Prbb.g_02163	Syao.g_01334
OG0001279	Prbb.g_01196	Syao.g_01528
OG0001281	Prbb.g_01591	Syao.g_01454
OG0001282	Prbb.g_01640	Syao.g_00037
OG0001283	Prbb.g_02171	Syao.g_02335
OG0001284	Prbb.g_01759	Syao.g_01587
OG0001285	Prbb.g_01847	Syao.g_01010
OG0001286	Prbb.g_02005	Syao.g_01835
OG0001288	Prbb.g_02074	Syao.g_02187
OG0001289	Prbb.g_00142	Syao.g_02649
OG0001294	Prbb.g_01628, Prbb.g_01553	Syao.g_00948
OG0001295	Prbb.g_01542	Syao.g_00878
OG0001296	Prbb.g_00513	Syao.g_00163
OG0001297	Prbb.g_00518	Syao.g_00159
OG0001299	Prbb.g_00669	Syao.g_00942
OG0001302	Prbb.g_00958	Syao.g_02711
OG0001303	Prbb.g_01388	Syao.g_00649
OG0001304	Prbb.g_01052	Syao.g_00466
OG0001305	Prbb.g_00888	Syao.g_00382
OG0001306	Prbb.g_01532	Syao.g_00141
OG0001308	Prbb.g_01696	Syao.g_01500
OG0001310	Prbb.g_01834	Syao.g_01681
OG0001311	Prbb.g_01044	Syao.g_00452
OG0001312	Prbb.g_00969	Syao.g_00635
OG0001315	Prbb.g_02023	Syao.g_01853
OG0001317	Prbb.g_00291	Syao.g_01701
OG0001318	Prbb.g_00312	Syao.g_02099
OG0001325	Prbb.g_00718	Syao.g_00487
OG0001326	Prbb.g_01905	Syao.g_02293
OG0001327	Prbb.g_00921	Syao.g_00953
OG0001328	Prbb.g_00940	Syao.g_00198
OG0001329	Prbb.g_01782	Syao.g_00876
OG0001330	Prbb.g_01579	Syao.g_01444
OG0001331	Prbb.g_01645	Syao.g_00042
OG0001332	Prbb.g_01731	Syao.g_01244
OG0001335	Prbb.g_02029	Syao.g_01913
OG0001336	Prbb.g_02172	Syao.g_02336
OG0001337	Prbb.g_00383	Syao.g_01893
OG0001340	Prbb.g_00384	Syao.g_01892
OG0001341	Prbb.g_00086	Syao.g_00602
OG0001343	Prbb.g_00912	Syao.g_01235
OG0001345	Prbb.g_01496	Syao.g_00179
OG0001347	Prbb.g_02088	Syao.g_02725
OG0001349	Prbb.g_00876	Syao.g_01074
OG0001351	Prbb.g_00459	Syao.g_00060
OG0001354	Prbb.g_01001	Syao.g_00833
OG0001357	Prbb.g_01814	Syao.g_00369
OG0001358	Prbb.g_00621	Syao.g_01343
OG0001359	Prbb.g_00913	Syao.g_01234
OG0001360	Prbb.g_01494	Syao.g_00177
OG0001365	Prbb.g_02128	Syao.g_02441
OG0001368	Prbb.g_01213, Prbb.g_01193	Syao.g_02118
OG0001369	Prbb.g_00147	Syao.g_02668
OG0001371	Prbb.g_00684	Syao.g_02638
OG0001372	Prbb.g_00053	Syao.g_00368
OG0001373	Prbb.g_01904	Syao.g_02291, Syao.g_02292
OG0001374	Prbb.g_01912	Syao.g_02300
OG0001375	Prbb.g_00911	Syao.g_01236
OG0001376	Prbb.g_00899	Syao.g_00617
OG0001377	Prbb.g_00900	Syao.g_00618
OG0001378	Prbb.g_00439	Syao.g_01732
OG0001380	Prbb.g_01541	Syao.g_00360
OG0001385	Prbb.g_01901	Syao.g_02288
OG0001386	Prbb.g_01902	Syao.g_02289
OG0001387	Prbb.g_01903	Syao.g_02290
OG0001388	Prbb.g_01906	Syao.g_02294
OG0001389	Prbb.g_01907	Syao.g_02295
OG0001390	Prbb.g_01908	Syao.g_02296
OG0001391	Prbb.g_01909	Syao.g_02297
OG0001392	Prbb.g_01910	Syao.g_02298
OG0001393	Prbb.g_01911	Syao.g_02299
OG0001394	Prbb.g_00948	Syao.g_00983
OG0001395	Prbb.g_01055	Syao.g_00470
OG0001396	Prbb.g_02089	Syao.g_02726
OG0001398	Prbb.g_00732	Syao.g_02641
OG0001401	Prbb.g_00820	Syao.g_00434
OG0001402	Prbb.g_00625	Syao.g_01338
OG0001403	Prbb.g_00031	Syao.g_02235
OG0001405	Prbb.g_00377	Syao.g_01911
OG0001406	Prbb.g_00898	Syao.g_00616
OG0001407	Prbb.g_00903	Syao.g_00519
OG0001408	Prbb.g_00097	Syao.g_01384
OG0001412	Prbb.g_02086	Syao.g_02122
OG0001415	Prbb.g_00287	Syao.g_00999
OG0001417	Prbb.g_01552	Syao.g_00657
OG0001418	Prbb.g_00690	Syao.g_00212
OG0001419	Prbb.g_00750	Syao.g_00520
OG0001420	Prbb.g_01183	Syao.g_01403
OG0001422	Prbb.g_01086	Syao.g_00284
OG0001423	Prbb.g_01665, Prbb.g_01664	Syao.g_00722
OG0001425	Prbb.g_02138	Syao.g_02366
OG0001429	Prbb.g_00961	Syao.g_00648
OG0001432	Prbb.g_01033	Syao.g_01219
OG0001433	Prbb.g_01163	Syao.g_00300
OG0001434	Prbb.g_00953	Syao.g_00988
OG0001435	Prbb.g_00928	Syao.g_00961
OG0001437	Prbb.g_00286	Syao.g_00998
OG0001439	Prbb.g_00358	Syao.g_02026
OG0001441	Prbb.g_00525	Syao.g_01394
OG0001442	Prbb.g_01667	Syao.g_00738
OG0001443	Prbb.g_01896	Syao.g_02369
OG0001445	Prbb.g_00084, Prbb.g_02084, Prbb.g_00068, Prbb.g_00083, Prbb.g_00085, Prbb.g_00102, Prbb.g_00095, Prbb.g_01564, Prbb.g_02092	Syao.g_02275
OG0001447	Prbb.g_00184	Syao.g_02585
OG0001453	Prbb.g_01011	Syao.g_00814
OG0001454	Prbb.g_01280	Syao.g_01295
OG0001456	Prbb.g_01559	Syao.g_00708
OG0001457	Prbb.g_01558	Syao.g_00709
OG0001458	Prbb.g_01557	Syao.g_00710
OG0001460	Prbb.g_01162	Syao.g_00299
OG0001461	Prbb.g_01437	Syao.g_00788
OG0001467	Prbb.g_00115	Syao.g_01225
OG0001468	Prbb.g_00910	Syao.g_00604
OG0001471	Prbb.g_01554	Syao.g_02031
OG0001473	Prbb.g_01623	Syao.g_00621
OG0001474	Prbb.g_00399	Syao.g_01870
OG0001475	Prbb.g_00855	Syao.g_02177
OG0001476	Prbb.g_01509	Syao.g_00324
OG0001477	Prbb.g_01415	Syao.g_00408
OG0001486	Prbb.g_01519	Syao.g_00125
OG0001487	Prbb.g_01724	Syao.g_00091
OG0001488	Prbb.g_01503	Syao.g_00190
OG0001489	Prbb.g_02016	Syao.g_01823
OG0001495	Prbb.g_01944	Syao.g_01803
OG0001496	Prbb.g_01413	Syao.g_00410
OG0001497	Prbb.g_01414	Syao.g_00409
OG0001498	Prbb.g_00417	Syao.g_01717
OG0001505	Prbb.g_00857	Syao.g_01138
OG0001507	Prbb.g_01181	Syao.g_00874
OG0001508	Prbb.g_02096	Syao.g_02174
OG0001509	Prbb.g_02090	Syao.g_02727
OG0001510	Prbb.g_02067	Syao.g_01944
OG0001511	Prbb.g_00167	Syao.g_02593
OG0001512	Prbb.g_01801	Syao.g_01707
OG0001513	Prbb.g_00050	Syao.g_02457
OG0001514	Prbb.g_01412	Syao.g_00411
OG0001515	Prbb.g_00699	Syao.g_00626
OG0001517	Prbb.g_00395	Syao.g_01876
OG0001518	Prbb.g_02137	Syao.g_02365
OG0001519	Prbb.g_02142	Syao.g_02371
OG0001522	Prbb.g_00816	Syao.g_00568
OG0001526	Prbb.g_00955	Syao.g_02559
OG0001528	Prbb.g_00854	Syao.g_02176
OG0001529	Prbb.g_00056	Syao.g_02222
OG0001530	Prbb.g_00166	Syao.g_02591
OG0001532	Prbb.g_01485	Syao.g_00226
OG0001534	Prbb.g_01053	Syao.g_00467
OG0001535	Prbb.g_01041	Syao.g_00448
OG0001536	Prbb.g_00987	Syao.g_00679
OG0001537	Prbb.g_00945	Syao.g_00977
OG0001538	Prbb.g_00788	Syao.g_00761
OG0001539	Prbb.g_00923	Syao.g_00956
OG0001540	Prbb.g_00188	Syao.g_02543
OG0001541	Prbb.g_00236	Syao.g_02518
OG0001542	Prbb.g_00242	Syao.g_02527
OG0001543	Prbb.g_00896	Syao.g_02382
OG0001544	Prbb.g_02141	Syao.g_02370
OG0001545	Prbb.g_02162	Syao.g_02312
OG0001556	Prbb.g_01154	Syao.g_00311
OG0001557	Prbb.g_00949	Syao.g_00984
OG0001559	Prbb.g_00165	Syao.g_02590
OG0001560	Prbb.g_00155	Syao.g_02595
OG0001561	Prbb.g_01046	Syao.g_00454
OG0001562	Prbb.g_01035	Syao.g_00795
OG0001563	Prbb.g_02000	Syao.g_01841
OG0001564	Prbb.g_00863	Syao.g_00883
OG0001566	Prbb.g_00681	Syao.g_01198
OG0001570	Prbb.g_01331	Syao.g_00286
OG0001575	Prbb.g_00569	Syao.g_00843
OG0001576	Prbb.g_01599	Syao.g_01474
OG0001577	Prbb.g_01522	Syao.g_00128
OG0001578	Prbb.g_01408	Syao.g_02304
OG0001579	Prbb.g_00381	Syao.g_01907
OG0001584	Prbb.g_00773	Syao.g_00746
OG0001589	Prbb.g_01866	Syao.g_01639, Syao.g_01640
OG0001591	Prbb.g_00676	Syao.g_00950
OG0001613	Prbb.g_02022	Syao.g_01854
OG0001623	Prbb.g_00385	Syao.g_01889, Syao.g_00405
OG0001634	Prbb.g_00672	Syao.g_00945
OG0001642	Prbb.g_01621	Syao.g_00233
OG0001644	Prbb.g_00728	Syao.g_00474
OG0001656	Prbb.g_00380	Syao.g_01908
OG0001659	Prbb.g_01489	Syao.g_00020
OG0001673	Prbb.g_00289	Syao.g_02713
OG0001676	Prbb.g_00382	Syao.g_01895
OG0001691	Prbb.g_01056	Syao.g_00729
OG0001692	Prbb.g_01682	Syao.g_01508
OG0001694	Prbb.g_00333	Syao.g_02061
OG0001695	Prbb.g_02158	Syao.g_02308
OG0001700	Prbb.g_01161	Syao.g_00307
OG0001703	Prbb.g_00481	Syao.g_00034
OG0001715	Prbb.g_01219	Syao.g_00278
OG0001733	Prbb.g_01152	Syao.g_00310
OG0001738	Prbb.g_00371	Syao.g_02011
OG0001739	Prbb.g_02157	Syao.g_02306
OG0001740	Prbb.g_02161	Syao.g_02310
OG0001755	Prbb.g_00856	Syao.g_00153
OG0001769	Prbb.g_01441	Syao.g_00916
OG0001775	Prbb.g_00109	Syao.g_00655
OG0001816	Prbb.g_00920	Syao.g_00952
OG0001915	Prbb.g_02179	Syao.g_02195
OG0001917	Prbb.g_01042	Syao.g_00449
OG0001923	Prbb.g_00114	Syao.g_01982, Syao.g_02124
OG0001954	Prbb.g_01209	Syao.g_00921
OG0001955	Prbb.g_00092	Syao.g_00609
OG0001956	Prbb.g_00842	Syao.g_01376
OG0001979	Prbb.g_00041	Syao.g_00525
OG0001990	Prbb.g_00074	Syao.g_02311
OG0002001	Prbb.g_01810	Syao.g_02352
OG0002018	Prbb.g_02160	Syao.g_02309
OG0002229	Prbb.g_02081	Syao.g_02126
OG0002347	Prbb.g_01850	Syao.g_01659
OG0002506	Prbb.g_00906	Syao.g_00332
OG0002703	Prbb.g_00859	Syao.g_01120
OG0003418	Prbb.g_02095	Syao.g_02125
OG0003797	Prbb.g_01204	Syao.g_01264
OG0003804	Prbb.g_02085	Syao.g_02271
OG0004256	Prbb.g_02094	Syao.g_02123
