Orthogroup	Prbb	Syas
OG0001148	Prbb.g_01641	Syas.g_01263
OG0001149	Prbb.g_01642	Syas.g_01264
OG0001150	Prbb.g_01643	Syas.g_01265
OG0001151	Prbb.g_01654	Syas.g_01366
OG0001152	Prbb.g_01655	Syas.g_01367
OG0001153	Prbb.g_01716	Syas.g_01301
OG0001154	Prbb.g_01717	Syas.g_01302
OG0001155	Prbb.g_01733	Syas.g_01478
OG0001156	Prbb.g_01736	Syas.g_01489
OG0001157	Prbb.g_01737	Syas.g_01490
OG0001158	Prbb.g_01738	Syas.g_01491
OG0001159	Prbb.g_01739	Syas.g_01492
OG0001160	Prbb.g_01765	Syas.g_02705
OG0001161	Prbb.g_01555	Syas.g_02030
OG0001162	Prbb.g_01778	Syas.g_02473
OG0001163	Prbb.g_01815	Syas.g_02697
OG0001164	Prbb.g_01819	Syas.g_02691
OG0001165	Prbb.g_01822	Syas.g_02686
OG0001166	Prbb.g_01840	Syas.g_02658
OG0001167	Prbb.g_01858	Syas.g_01046
OG0001168	Prbb.g_01859	Syas.g_02597
OG0001169	Prbb.g_01861	Syas.g_02595
OG0001170	Prbb.g_01863	Syas.g_02593
OG0001171	Prbb.g_01873	Syas.g_02580
OG0001172	Prbb.g_01926	Syas.g_01665
OG0001173	Prbb.g_01927	Syas.g_01664
OG0001174	Prbb.g_01935	Syas.g_01656
OG0001175	Prbb.g_01936	Syas.g_01655
OG0001176	Prbb.g_01947	Syas.g_01638
OG0001177	Prbb.g_01945	Syas.g_01640
OG0001178	Prbb.g_01279	Syas.g_02676
OG0001179	Prbb.g_01984	Syas.g_01608
OG0001180	Prbb.g_02007	Syas.g_01583
OG0001181	Prbb.g_02011	Syas.g_01579
OG0001182	Prbb.g_02019	Syas.g_01571
OG0001183	Prbb.g_02025	Syas.g_01564
OG0001184	Prbb.g_02041	Syas.g_02188
OG0001185	Prbb.g_02056	Syas.g_02162
OG0001186	Prbb.g_02097	Syas.g_02113
OG0001187	Prbb.g_02100	Syas.g_02111
OG0001189	Prbb.g_02119	Syas.g_02089
OG0001190	Prbb.g_02124	Syas.g_01881
OG0001191	Prbb.g_02134	Syas.g_01900
OG0001193	Prbb.g_02152	Syas.g_01952
OG0001194	Prbb.g_02153	Syas.g_01953
OG0001195	Prbb.g_02154	Syas.g_01954
OG0001196	Prbb.g_02175	Syas.g_02010
OG0001197	Prbb.g_02177	Syas.g_02012
OG0001198	Prbb.g_02186	Syas.g_02031
OG0001199	Prbb.g_00129	Syas.g_02516
OG0001200	Prbb.g_00131	Syas.g_02514
OG0001201	Prbb.g_00163	Syas.g_02419
OG0001202	Prbb.g_00256	Syas.g_02270
OG0001203	Prbb.g_00295	Syas.g_02557
OG0001204	Prbb.g_00301	Syas.g_01687
OG0001205	Prbb.g_00450	Syas.g_02745
OG0001207	Prbb.g_00480	Syas.g_01260
OG0001208	Prbb.g_00487	Syas.g_01251
OG0001209	Prbb.g_00538	Syas.g_00065
OG0001210	Prbb.g_00543	Syas.g_00761
OG0001211	Prbb.g_00554	Syas.g_00788
OG0001212	Prbb.g_00596	Syas.g_00847
OG0001213	Prbb.g_00630	Syas.g_00100
OG0001214	Prbb.g_00638	Syas.g_00744
OG0001215	Prbb.g_00696	Syas.g_02245
OG0001217	Prbb.g_00108	Syas.g_01397, Syas.g_02493
OG0001218	Prbb.g_00754	Syas.g_01309
OG0001219	Prbb.g_00960	Syas.g_00399
OG0001220	Prbb.g_00837	Syas.g_02447
OG0001221	Prbb.g_00944	Syas.g_02669
OG0001222	Prbb.g_00893	Syas.g_00448
OG0001223	Prbb.g_01008	Syas.g_00541
OG0001224	Prbb.g_01066	Syas.g_01015
OG0001225	Prbb.g_01068	Syas.g_01017
OG0001227	Prbb.g_01090	Syas.g_00824
OG0001228	Prbb.g_01465	Syas.g_02195
OG0001229	Prbb.g_01201	Syas.g_00285
OG0001230	Prbb.g_01678	Syas.g_02806
OG0001231	Prbb.g_00758	Syas.g_02050
OG0001232	Prbb.g_01844	Syas.g_02649
OG0001233	Prbb.g_01864	Syas.g_02592
OG0001234	Prbb.g_01938	Syas.g_01310
OG0001235	Prbb.g_01942	Syas.g_01646
OG0001236	Prbb.g_02038	Syas.g_02191
OG0001237	Prbb.g_02042	Syas.g_02187
OG0001238	Prbb.g_02135	Syas.g_01901
OG0001239	Prbb.g_00126	Syas.g_02519
OG0001240	Prbb.g_00148	Syas.g_02435
OG0001241	Prbb.g_00157	Syas.g_02427
OG0001242	Prbb.g_00176	Syas.g_02398
OG0001243	Prbb.g_00183	Syas.g_02391
OG0001244	Prbb.g_00199	Syas.g_02370
OG0001245	Prbb.g_01288	Syas.g_00524
OG0001246	Prbb.g_00508	Syas.g_01224, Syas.g_01829
OG0001249	Prbb.g_00389	Syas.g_01547
OG0001251	Prbb.g_01913	Syas.g_00516, Syas.g_00408
OG0001252	Prbb.g_01061	Syas.g_00994
OG0001253	Prbb.g_01783	Syas.g_00143
OG0001255	Prbb.g_01534	Syas.g_00492
OG0001256	Prbb.g_01774	Syas.g_02698
OG0001257	Prbb.g_01779	Syas.g_01407
OG0001258	Prbb.g_01820	Syas.g_02688
OG0001259	Prbb.g_01862	Syas.g_02594
OG0001260	Prbb.g_01879	Syas.g_02572
OG0001261	Prbb.g_01992	Syas.g_01599
OG0001262	Prbb.g_02117	Syas.g_02091
OG0001263	Prbb.g_00186	Syas.g_02388
OG0001269	Prbb.g_00836	Syas.g_00510
OG0001273	Prbb.g_00632	Syas.g_00751
OG0001277	Prbb.g_02163	Syas.g_00110
OG0001279	Prbb.g_01196	Syas.g_02792
OG0001280	Prbb.g_01585	Syas.g_01095
OG0001281	Prbb.g_01591	Syas.g_02845
OG0001282	Prbb.g_01640	Syas.g_01262
OG0001284	Prbb.g_01759	Syas.g_02713
OG0001286	Prbb.g_02005	Syas.g_01585
OG0001287	Prbb.g_02063	Syas.g_00136
OG0001288	Prbb.g_02074	Syas.g_02144
OG0001289	Prbb.g_00142	Syas.g_02474
OG0001290	Prbb.g_00156	Syas.g_02428
OG0001294	Prbb.g_01628, Prbb.g_01553	Syas.g_00692
OG0001295	Prbb.g_01542	Syas.g_00770
OG0001296	Prbb.g_00513	Syas.g_01217
OG0001297	Prbb.g_00518	Syas.g_01213
OG0001299	Prbb.g_00669	Syas.g_00700
OG0001303	Prbb.g_01388	Syas.g_00400
OG0001304	Prbb.g_01052	Syas.g_00199
OG0001305	Prbb.g_00888	Syas.g_01027
OG0001306	Prbb.g_01532	Syas.g_01202
OG0001307	Prbb.g_01609	Syas.g_01923
OG0001308	Prbb.g_01696	Syas.g_02830
OG0001309	Prbb.g_00522	Syas.g_00003
OG0001310	Prbb.g_01834	Syas.g_02666
OG0001311	Prbb.g_01044	Syas.g_00213
OG0001312	Prbb.g_00969	Syas.g_00414
OG0001315	Prbb.g_02023	Syas.g_01566
OG0001317	Prbb.g_00291	Syas.g_02553
OG0001318	Prbb.g_00312	Syas.g_01706
OG0001325	Prbb.g_00718	Syas.g_00179
OG0001326	Prbb.g_01905	Syas.g_01960, Syas.g_01961
OG0001327	Prbb.g_00921	Syas.g_00687
OG0001329	Prbb.g_01782	Syas.g_00773
OG0001330	Prbb.g_01579	Syas.g_02865
OG0001331	Prbb.g_01645	Syas.g_01267
OG0001336	Prbb.g_02172	Syas.g_02003
OG0001337	Prbb.g_00383	Syas.g_01548
OG0001339	Prbb.g_00159	Syas.g_02425
OG0001345	Prbb.g_01496	Syas.g_01132
OG0001346	Prbb.g_01587	Syas.g_02853
OG0001347	Prbb.g_02088	Syas.g_01950
OG0001348	Prbb.g_01125	Syas.g_00119
OG0001349	Prbb.g_00876	Syas.g_02643
OG0001351	Prbb.g_00459	Syas.g_01280
OG0001354	Prbb.g_01001	Syas.g_00526
OG0001355	Prbb.g_01781	Syas.g_01057
OG0001356	Prbb.g_01164	Syas.g_01715
OG0001358	Prbb.g_00621	Syas.g_00122
OG0001360	Prbb.g_01494	Syas.g_01130
OG0001365	Prbb.g_02128	Syas.g_01886
OG0001366	Prbb.g_01629, Prbb.g_00047, Prbb.g_01955	Syas.g_02655
OG0001371	Prbb.g_00684	Syas.g_02499
OG0001373	Prbb.g_01904	Syas.g_01959
OG0001374	Prbb.g_01912	Syas.g_01968
OG0001376	Prbb.g_00899	Syas.g_00468
OG0001377	Prbb.g_00900	Syas.g_00467
OG0001378	Prbb.g_00439	Syas.g_01500
OG0001380	Prbb.g_01541	Syas.g_00126
OG0001385	Prbb.g_01901	Syas.g_01956
OG0001386	Prbb.g_01902	Syas.g_01957
OG0001387	Prbb.g_01903	Syas.g_01958
OG0001388	Prbb.g_01906	Syas.g_01962
OG0001389	Prbb.g_01907	Syas.g_01963
OG0001390	Prbb.g_01908	Syas.g_01964
OG0001391	Prbb.g_01909	Syas.g_01965
OG0001392	Prbb.g_01910	Syas.g_01966
OG0001393	Prbb.g_01911	Syas.g_01967
OG0001394	Prbb.g_00948	Syas.g_00627
OG0001395	Prbb.g_01055	Syas.g_00195
OG0001396	Prbb.g_02089	Syas.g_01949
OG0001398	Prbb.g_00732	Syas.g_02481
OG0001401	Prbb.g_00820	Syas.g_00233
OG0001402	Prbb.g_00625	Syas.g_00112
OG0001403	Prbb.g_00031	Syas.g_02069
OG0001406	Prbb.g_00898	Syas.g_00469
OG0001408	Prbb.g_00097	Syas.g_00142
OG0001409	Prbb.g_01508	Syas.g_00154
OG0001412	Prbb.g_02086	Syas.g_01951
OG0001413	Prbb.g_00759	Syas.g_01481
OG0001417	Prbb.g_01552	Syas.g_00507
OG0001418	Prbb.g_00690	Syas.g_01177
OG0001420	Prbb.g_01183	Syas.g_00017
OG0001423	Prbb.g_01665, Prbb.g_01664	Syas.g_02532
OG0001429	Prbb.g_00961	Syas.g_00401
OG0001432	Prbb.g_01033	Syas.g_01484
OG0001433	Prbb.g_01163	Syas.g_01398
OG0001435	Prbb.g_00928	Syas.g_00678
OG0001439	Prbb.g_00358	Syas.g_01809
OG0001441	Prbb.g_00525	Syas.g_00008
OG0001443	Prbb.g_01896	Syas.g_01910
OG0001447	Prbb.g_00184	Syas.g_02390
OG0001450	Prbb.g_00693	Syas.g_02208, Syas.g_00474
OG0001451	Prbb.g_00848	Syas.g_02342, Syas.g_02343
OG0001453	Prbb.g_01011	Syas.g_00547
OG0001454	Prbb.g_01280	Syas.g_01483
OG0001456	Prbb.g_01559	Syas.g_01969
OG0001457	Prbb.g_01558	Syas.g_01970
OG0001458	Prbb.g_01557	Syas.g_01971
OG0001460	Prbb.g_01162	Syas.g_01399
OG0001461	Prbb.g_01437	Syas.g_00566
OG0001471	Prbb.g_01554	Syas.g_01819
OG0001473	Prbb.g_01623	Syas.g_00323
OG0001474	Prbb.g_00399	Syas.g_01534
OG0001475	Prbb.g_00855	Syas.g_02120
OG0001476	Prbb.g_01509	Syas.g_00155
OG0001477	Prbb.g_01415	Syas.g_00934
OG0001480	Prbb.g_01215	Syas.g_00771
OG0001482	Prbb.g_01089	Syas.g_00535
OG0001484	Prbb.g_01248	Syas.g_00166, Syas.g_00167
OG0001486	Prbb.g_01519	Syas.g_01186
OG0001488	Prbb.g_01503	Syas.g_01142
OG0001489	Prbb.g_02016	Syas.g_01574
OG0001494	Prbb.g_00870	Syas.g_02633
OG0001495	Prbb.g_01944	Syas.g_01641
OG0001496	Prbb.g_01413	Syas.g_00936
OG0001497	Prbb.g_01414	Syas.g_00935
OG0001498	Prbb.g_00417	Syas.g_01511
OG0001505	Prbb.g_00857	Syas.g_02135
OG0001507	Prbb.g_01181	Syas.g_01183
OG0001508	Prbb.g_02096	Syas.g_02114
OG0001510	Prbb.g_02067	Syas.g_02151
OG0001511	Prbb.g_00167	Syas.g_02413
OG0001512	Prbb.g_01801	Syas.g_02559
OG0001514	Prbb.g_01412	Syas.g_00937
OG0001515	Prbb.g_00699	Syas.g_00734
OG0001517	Prbb.g_00395	Syas.g_01540
OG0001518	Prbb.g_02137	Syas.g_01903
OG0001519	Prbb.g_02142	Syas.g_01912
OG0001522	Prbb.g_00816	Syas.g_00369
OG0001528	Prbb.g_00854	Syas.g_02116
OG0001529	Prbb.g_00056	Syas.g_02082
OG0001530	Prbb.g_00166	Syas.g_02415
OG0001531	Prbb.g_00296	Syas.g_02560
OG0001532	Prbb.g_01485	Syas.g_01113
OG0001534	Prbb.g_01053	Syas.g_00198
OG0001535	Prbb.g_01041	Syas.g_00218
OG0001536	Prbb.g_00987	Syas.g_00456
OG0001537	Prbb.g_00945	Syas.g_00651
OG0001538	Prbb.g_00788	Syas.g_00591
OG0001539	Prbb.g_00923	Syas.g_00683
OG0001540	Prbb.g_00188	Syas.g_02386
OG0001541	Prbb.g_00236	Syas.g_02316
OG0001542	Prbb.g_00242	Syas.g_02294
OG0001543	Prbb.g_00896	Syas.g_02230
OG0001544	Prbb.g_02141	Syas.g_01911
OG0001545	Prbb.g_02162	Syas.g_01982
OG0001549	Prbb.g_00846	Syas.g_00482
OG0001555	Prbb.g_01803	Syas.g_00654
OG0001556	Prbb.g_01154	Syas.g_01679
OG0001557	Prbb.g_00949	Syas.g_00626
OG0001559	Prbb.g_00165	Syas.g_02416
OG0001560	Prbb.g_00155	Syas.g_02429
OG0001561	Prbb.g_01046	Syas.g_00211
OG0001562	Prbb.g_01035	Syas.g_00560
OG0001563	Prbb.g_02000	Syas.g_01590
OG0001564	Prbb.g_00863	Syas.g_01034
OG0001570	Prbb.g_01331	Syas.g_00309
OG0001575	Prbb.g_00569	Syas.g_00806
OG0001576	Prbb.g_01599	Syas.g_02834
OG0001577	Prbb.g_01522	Syas.g_01189
OG0001578	Prbb.g_01408	Syas.g_01979
OG0001584	Prbb.g_00773	Syas.g_00607
OG0001586	Prbb.g_00872	Syas.g_02637
OG0001589	Prbb.g_01866	Syas.g_02589
OG0001591	Prbb.g_00676	Syas.g_00690
OG0001623	Prbb.g_00385	Syas.g_01550, Syas.g_00977, Syas.g_01554
OG0001634	Prbb.g_00672	Syas.g_00697
OG0001644	Prbb.g_00728	Syas.g_00921, Syas.g_00767
OG0001659	Prbb.g_01489	Syas.g_01118
OG0001673	Prbb.g_00289	Syas.g_02551
OG0001692	Prbb.g_01682	Syas.g_02810
OG0001694	Prbb.g_00333	Syas.g_01755
OG0001695	Prbb.g_02158	Syas.g_01980
OG0001700	Prbb.g_01161	Syas.g_01390, Syas.g_01391
OG0001703	Prbb.g_00481	Syas.g_01259
OG0001715	Prbb.g_01219	Syas.g_01409
OG0001733	Prbb.g_01152	Syas.g_00974
OG0001738	Prbb.g_00371	Syas.g_01792
OG0001739	Prbb.g_02157	Syas.g_01978
OG0001755	Prbb.g_00856	Syas.g_01208
OG0001769	Prbb.g_01441	Syas.g_00723
OG0001816	Prbb.g_00920	Syas.g_00688
OG0001915	Prbb.g_02179	Syas.g_02019
OG0001917	Prbb.g_01042	Syas.g_00216
OG0001954	Prbb.g_01209	Syas.g_01433
OG0001955	Prbb.g_00092	Syas.g_00480
OG0001956	Prbb.g_00842	Syas.g_00971
OG0001959	Prbb.g_00077	Syas.g_01814
OG0001977	Prbb.g_02148	Syas.g_01942
OG0001979	Prbb.g_00041	Syas.g_01412
OG0001990	Prbb.g_00074	Syas.g_01973
OG0002018	Prbb.g_02160	Syas.g_01974
OG0002227	Prbb.g_01156	Syas.g_01904
OG0002229	Prbb.g_02081	Syas.g_02128
OG0002449	Prbb.g_02159	Syas.g_01975
OG0002506	Prbb.g_00906	Syas.g_01019
OG0002808	Prbb.g_00034	Syas.g_02076
OG0002916	Prbb.g_01807	Syas.g_00615
OG0003068	Prbb.g_01809	Syas.g_01152
