Orthogroup	Prbb	Syar
OG0001109	Prbb.g_00994	Syar.g_02529
OG0001110	Prbb.g_00996	Syar.g_02527
OG0001111	Prbb.g_00997	Syar.g_02525
OG0001112	Prbb.g_00998	Syar.g_02523
OG0001113	Prbb.g_00999	Syar.g_02522
OG0001114	Prbb.g_01000	Syar.g_02521
OG0001115	Prbb.g_01002	Syar.g_02519
OG0001116	Prbb.g_01003	Syar.g_02517
OG0001117	Prbb.g_01004	Syar.g_02516
OG0001118	Prbb.g_01005	Syar.g_02515
OG0001119	Prbb.g_01006	Syar.g_02513
OG0001120	Prbb.g_01007	Syar.g_02507
OG0001122	Prbb.g_01038	Syar.g_01803
OG0001123	Prbb.g_01043	Syar.g_01796
OG0001124	Prbb.g_01045	Syar.g_01793
OG0001125	Prbb.g_01047	Syar.g_01791
OG0001126	Prbb.g_01058	Syar.g_01375
OG0001127	Prbb.g_01059	Syar.g_01374
OG0001128	Prbb.g_01062	Syar.g_01371
OG0001129	Prbb.g_01063	Syar.g_01369
OG0001130	Prbb.g_01064	Syar.g_01368
OG0001131	Prbb.g_00897	Syar.g_02448
OG0001132	Prbb.g_01108	Syar.g_00684
OG0001133	Prbb.g_01085	Syar.g_02249
OG0001134	Prbb.g_01887	Syar.g_02235
OG0001135	Prbb.g_01890	Syar.g_02232
OG0001136	Prbb.g_01520	Syar.g_01536
OG0001137	Prbb.g_01507	Syar.g_01944
OG0001138	Prbb.g_01486	Syar.g_01977
OG0001139	Prbb.g_01484	Syar.g_01980
OG0001140	Prbb.g_01483	Syar.g_01981
OG0001141	Prbb.g_01482	Syar.g_01982
OG0001142	Prbb.g_01481	Syar.g_01983
OG0001143	Prbb.g_01474	Syar.g_01698
OG0001144	Prbb.g_01469	Syar.g_01707
OG0001145	Prbb.g_01578	Syar.g_02769
OG0001146	Prbb.g_01590	Syar.g_02782
OG0001147	Prbb.g_01612	Syar.g_01276
OG0001148	Prbb.g_01641	Syar.g_01459
OG0001149	Prbb.g_01642	Syar.g_01458
OG0001150	Prbb.g_01643	Syar.g_01457
OG0001151	Prbb.g_01654	Syar.g_01238
OG0001152	Prbb.g_01655	Syar.g_01237
OG0001153	Prbb.g_01716	Syar.g_01398
OG0001154	Prbb.g_01717	Syar.g_01397
OG0001155	Prbb.g_01733	Syar.g_01211
OG0001156	Prbb.g_01736	Syar.g_01185
OG0001157	Prbb.g_01737	Syar.g_01184
OG0001158	Prbb.g_01738	Syar.g_01183
OG0001159	Prbb.g_01739	Syar.g_01182
OG0001160	Prbb.g_01765	Syar.g_02908
OG0001161	Prbb.g_01555	Syar.g_00382
OG0001162	Prbb.g_01778	Syar.g_03081
OG0001163	Prbb.g_01815	Syar.g_02917
OG0001164	Prbb.g_01819	Syar.g_02922
OG0001165	Prbb.g_01822	Syar.g_02927
OG0001166	Prbb.g_01840	Syar.g_02959
OG0001167	Prbb.g_01858	Syar.g_02982
OG0001168	Prbb.g_01859	Syar.g_02983
OG0001169	Prbb.g_01861	Syar.g_02985
OG0001170	Prbb.g_01863	Syar.g_02987
OG0001171	Prbb.g_01873	Syar.g_02999
OG0001172	Prbb.g_01926	Syar.g_00143
OG0001173	Prbb.g_01927	Syar.g_00142
OG0001174	Prbb.g_01935	Syar.g_00134
OG0001175	Prbb.g_01936	Syar.g_00133
OG0001176	Prbb.g_01947	Syar.g_01025
OG0001177	Prbb.g_01945	Syar.g_01023
OG0001178	Prbb.g_01279	Syar.g_02943
OG0001179	Prbb.g_01984	Syar.g_01055
OG0001181	Prbb.g_02011	Syar.g_01082
OG0001182	Prbb.g_02019	Syar.g_01090
OG0001183	Prbb.g_02025	Syar.g_01096
OG0001184	Prbb.g_02041	Syar.g_00653
OG0001185	Prbb.g_02056	Syar.g_00614
OG0001186	Prbb.g_02097	Syar.g_00562
OG0001187	Prbb.g_02100	Syar.g_00548
OG0001188	Prbb.g_02102	Syar.g_00546
OG0001189	Prbb.g_02119	Syar.g_00525
OG0001190	Prbb.g_02124	Syar.g_00330
OG0001191	Prbb.g_02134	Syar.g_00349
OG0001192	Prbb.g_02139	Syar.g_00356
OG0001193	Prbb.g_02152	Syar.g_00711
OG0001194	Prbb.g_02153	Syar.g_00622
OG0001195	Prbb.g_02154	Syar.g_00623
OG0001196	Prbb.g_02175	Syar.g_00453
OG0001197	Prbb.g_02177	Syar.g_00455
OG0001198	Prbb.g_02186	Syar.g_00467
OG0001199	Prbb.g_00129	Syar.g_03045
OG0001200	Prbb.g_00131	Syar.g_03047
OG0001201	Prbb.g_00163	Syar.g_03120
OG0001202	Prbb.g_00256	Syar.g_00991
OG0001203	Prbb.g_00295	Syar.g_03021
OG0001204	Prbb.g_00301	Syar.g_00154
OG0001205	Prbb.g_00450	Syar.g_02869
OG0001207	Prbb.g_00480	Syar.g_01462
OG0001208	Prbb.g_00487	Syar.g_01471
OG0001211	Prbb.g_00554	Syar.g_02323
OG0001212	Prbb.g_00596	Syar.g_02027
OG0001213	Prbb.g_00630	Syar.g_02239
OG0001214	Prbb.g_00638	Syar.g_02420
OG0001215	Prbb.g_00696	Syar.g_00965
OG0001216	Prbb.g_00715	Syar.g_01909
OG0001217	Prbb.g_00108	Syar.g_02852
OG0001218	Prbb.g_00754	Syar.g_01388
OG0001219	Prbb.g_00960	Syar.g_02585
OG0001222	Prbb.g_00893	Syar.g_02552
OG0001223	Prbb.g_01008	Syar.g_02505
OG0001224	Prbb.g_01066	Syar.g_01361
OG0001225	Prbb.g_01068	Syar.g_01929
OG0001227	Prbb.g_01090	Syar.g_02213
OG0001230	Prbb.g_01678	Syar.g_02816
OG0001231	Prbb.g_00758	Syar.g_00485
OG0001232	Prbb.g_01844	Syar.g_02968
OG0001233	Prbb.g_01864	Syar.g_02988
OG0001235	Prbb.g_01942	Syar.g_01019
OG0001236	Prbb.g_02038	Syar.g_00657
OG0001237	Prbb.g_02042	Syar.g_00652
OG0001238	Prbb.g_02135	Syar.g_00351
OG0001239	Prbb.g_00126	Syar.g_03043
OG0001240	Prbb.g_00148	Syar.g_03101
OG0001241	Prbb.g_00157	Syar.g_03112
OG0001242	Prbb.g_00176	Syar.g_00043
OG0001243	Prbb.g_00183	Syar.g_00051
OG0001244	Prbb.g_00199	Syar.g_00075
OG0001245	Prbb.g_01288	Syar.g_00999
OG0001246	Prbb.g_00508	Syar.g_01910
OG0001247	Prbb.g_00689	Syar.g_02024
OG0001248	Prbb.g_00691	Syar.g_02059
OG0001249	Prbb.g_00389	Syar.g_01113
OG0001251	Prbb.g_01913	Syar.g_02575
OG0001252	Prbb.g_01061	Syar.g_01372
OG0001253	Prbb.g_01783	Syar.g_02015
OG0001254	Prbb.g_01889	Syar.g_02233
OG0001255	Prbb.g_01534	Syar.g_01746
OG0001256	Prbb.g_01774	Syar.g_02915
OG0001257	Prbb.g_01779	Syar.g_00807
OG0001258	Prbb.g_01820	Syar.g_02925
OG0001259	Prbb.g_01862	Syar.g_02986
OG0001260	Prbb.g_01879	Syar.g_03007
OG0001262	Prbb.g_02117	Syar.g_00527
OG0001263	Prbb.g_00186	Syar.g_00054
OG0001269	Prbb.g_00836	Syar.g_00688
OG0001273	Prbb.g_00632	Syar.g_02413
OG0001277	Prbb.g_02163	Syar.g_02250
OG0001279	Prbb.g_01196	Syar.g_02841
OG0001280	Prbb.g_01585	Syar.g_03317
OG0001281	Prbb.g_01591	Syar.g_02783
OG0001282	Prbb.g_01640	Syar.g_01460, Syar.g_01351
OG0001283	Prbb.g_02171	Syar.g_00447
OG0001284	Prbb.g_01759	Syar.g_02900
OG0001285	Prbb.g_01847	Syar.g_02972
OG0001286	Prbb.g_02005	Syar.g_01077
OG0001287	Prbb.g_02063	Syar.g_00606
OG0001288	Prbb.g_02074	Syar.g_00591
OG0001289	Prbb.g_00142	Syar.g_03080
OG0001290	Prbb.g_00156	Syar.g_03111
OG0001294	Prbb.g_01628, Prbb.g_01553	Syar.g_01687
OG0001295	Prbb.g_01542	Syar.g_00693
OG0001296	Prbb.g_00513	Syar.g_01506
OG0001297	Prbb.g_00518	Syar.g_01510
OG0001299	Prbb.g_00669	Syar.g_01915
OG0001303	Prbb.g_01388	Syar.g_02583
OG0001304	Prbb.g_01052	Syar.g_01557
OG0001305	Prbb.g_00888	Syar.g_01937
OG0001306	Prbb.g_01532	Syar.g_01521
OG0001307	Prbb.g_01609	Syar.g_02591
OG0001308	Prbb.g_01696	Syar.g_02798
OG0001309	Prbb.g_00522	Syar.g_00360
OG0001310	Prbb.g_01834	Syar.g_02951
OG0001311	Prbb.g_01044	Syar.g_01795
OG0001312	Prbb.g_00969	Syar.g_02569
OG0001315	Prbb.g_02023	Syar.g_01094
OG0001317	Prbb.g_00291	Syar.g_03025
OG0001318	Prbb.g_00312	Syar.g_00186
OG0001325	Prbb.g_00718	Syar.g_01577
OG0001326	Prbb.g_01905	Syar.g_00632
OG0001327	Prbb.g_00921	Syar.g_01674
OG0001329	Prbb.g_01782	Syar.g_02337
OG0001331	Prbb.g_01645	Syar.g_01455
OG0001334	Prbb.g_02028	Syar.g_03166
OG0001336	Prbb.g_02172	Syar.g_00448
OG0001337	Prbb.g_00383	Syar.g_01112
OG0001339	Prbb.g_00159	Syar.g_03114
OG0001343	Prbb.g_00912	Syar.g_03210
OG0001345	Prbb.g_01496	Syar.g_01958
OG0001346	Prbb.g_01587	Syar.g_02778
OG0001347	Prbb.g_02088	Syar.g_00565, Syar.g_02401
OG0001348	Prbb.g_01125	Syar.g_02259
OG0001349	Prbb.g_00876	Syar.g_02764
OG0001351	Prbb.g_00459	Syar.g_01420
OG0001354	Prbb.g_01001	Syar.g_02520
OG0001355	Prbb.g_01781	Syar.g_01912
OG0001358	Prbb.g_00621	Syar.g_02262
OG0001359	Prbb.g_00913	Syar.g_03211
OG0001360	Prbb.g_01494	Syar.g_01961
OG0001365	Prbb.g_02128	Syar.g_00335
OG0001366	Prbb.g_01629, Prbb.g_00047, Prbb.g_01955	Syar.g_02962
OG0001370	Prbb.g_01235	Syar.g_00013
OG0001371	Prbb.g_00684	Syar.g_03059
OG0001373	Prbb.g_01904	Syar.g_00631
OG0001374	Prbb.g_01912	Syar.g_00642
OG0001376	Prbb.g_00899	Syar.g_02600, Syar.g_03203
OG0001377	Prbb.g_00900	Syar.g_03202, Syar.g_02599
OG0001378	Prbb.g_00439	Syar.g_01174
OG0001385	Prbb.g_01901	Syar.g_00628
OG0001386	Prbb.g_01902	Syar.g_00629
OG0001387	Prbb.g_01903	Syar.g_00630
OG0001388	Prbb.g_01906	Syar.g_00635
OG0001389	Prbb.g_01907	Syar.g_00636
OG0001390	Prbb.g_01908	Syar.g_00637
OG0001391	Prbb.g_01909	Syar.g_00638
OG0001392	Prbb.g_01910	Syar.g_00640
OG0001393	Prbb.g_01911	Syar.g_00641
OG0001394	Prbb.g_00948	Syar.g_02608
OG0001395	Prbb.g_01055	Syar.g_01561
OG0001396	Prbb.g_02089	Syar.g_02402
OG0001401	Prbb.g_00820	Syar.g_01813
OG0001402	Prbb.g_00625	Syar.g_02252
OG0001403	Prbb.g_00031	Syar.g_00504
OG0001406	Prbb.g_00898	Syar.g_02601
OG0001408	Prbb.g_00097	Syar.g_02042
OG0001412	Prbb.g_02086	Syar.g_02400
OG0001413	Prbb.g_00759	Syar.g_02063
OG0001415	Prbb.g_00287	Syar.g_01553
OG0001417	Prbb.g_01552	Syar.g_01885
OG0001418	Prbb.g_00690	Syar.g_01546
OG0001420	Prbb.g_01183	Syar.g_02680
OG0001429	Prbb.g_00961	Syar.g_02582
OG0001430	Prbb.g_00901	Syar.g_03306
OG0001432	Prbb.g_01033	Syar.g_02064, Syar.g_02123
OG0001433	Prbb.g_01163	Syar.g_00173
OG0001434	Prbb.g_00953	Syar.g_02613
OG0001435	Prbb.g_00928	Syar.g_01621
OG0001437	Prbb.g_00286	Syar.g_01554
OG0001439	Prbb.g_00358	Syar.g_00824
OG0001441	Prbb.g_00525	Syar.g_02691
OG0001442	Prbb.g_01667	Syar.g_02622
OG0001443	Prbb.g_01896	Syar.g_00378
OG0001447	Prbb.g_00184	Syar.g_00052
OG0001450	Prbb.g_00693	Syar.g_00880
OG0001453	Prbb.g_01011	Syar.g_02498
OG0001454	Prbb.g_01280	Syar.g_02065, Syar.g_02122
OG0001456	Prbb.g_01559	Syar.g_00643
OG0001457	Prbb.g_01558	Syar.g_00644
OG0001458	Prbb.g_01557	Syar.g_00645
OG0001460	Prbb.g_01162	Syar.g_00172
OG0001461	Prbb.g_01437	Syar.g_02478
OG0001467	Prbb.g_00115	Syar.g_01745
OG0001470	Prbb.g_00853	Syar.g_02358, Syar.g_02369
OG0001471	Prbb.g_01554	Syar.g_00830
OG0001474	Prbb.g_00399	Syar.g_01125
OG0001475	Prbb.g_00855	Syar.g_02370
OG0001476	Prbb.g_01509	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Prbb.g_01415	Syar.g_02277
OG0001480	Prbb.g_01215	Syar.g_02013
OG0001482	Prbb.g_01089	Syar.g_02511
OG0001486	Prbb.g_01519	Syar.g_01537
OG0001487	Prbb.g_01724	Syar.g_01389
OG0001488	Prbb.g_01503	Syar.g_01948
OG0001489	Prbb.g_02016	Syar.g_01087
OG0001495	Prbb.g_01944	Syar.g_01022
OG0001496	Prbb.g_01413	Syar.g_02279
OG0001497	Prbb.g_01414	Syar.g_02278
OG0001498	Prbb.g_00417	Syar.g_03286, Syar.g_01163
OG0001505	Prbb.g_00857	Syar.g_02696
OG0001507	Prbb.g_01181	Syar.g_03257, Syar.g_01540
OG0001508	Prbb.g_02096	Syar.g_02372
OG0001509	Prbb.g_02090	Syar.g_00570, Syar.g_03249
OG0001510	Prbb.g_02067	Syar.g_00601
OG0001511	Prbb.g_00167	Syar.g_03129
OG0001512	Prbb.g_01801	Syar.g_03020
OG0001513	Prbb.g_00050	Syar.g_00995
OG0001514	Prbb.g_01412	Syar.g_02280
OG0001515	Prbb.g_00699	Syar.g_03266, Syar.g_02594
OG0001517	Prbb.g_00395	Syar.g_01119
OG0001518	Prbb.g_02137	Syar.g_00353
OG0001519	Prbb.g_02142	Syar.g_00380, Syar.g_00002
OG0001528	Prbb.g_00854	Syar.g_02371
OG0001529	Prbb.g_00056	Syar.g_00518
OG0001530	Prbb.g_00166	Syar.g_03127
OG0001531	Prbb.g_00296	Syar.g_03019
OG0001532	Prbb.g_01485	Syar.g_01978
OG0001534	Prbb.g_01053	Syar.g_01558
OG0001535	Prbb.g_01041	Syar.g_01799
OG0001536	Prbb.g_00987	Syar.g_02544
OG0001537	Prbb.g_00945	Syar.g_02602
OG0001538	Prbb.g_00788	Syar.g_02644
OG0001539	Prbb.g_00923	Syar.g_01626
OG0001540	Prbb.g_00188	Syar.g_00056
OG0001541	Prbb.g_00236	Syar.g_00117
OG0001542	Prbb.g_00242	Syar.g_00128
OG0001543	Prbb.g_00896	Syar.g_00949
OG0001544	Prbb.g_02141	Syar.g_00379, Syar.g_00001
OG0001545	Prbb.g_02162	Syar.g_00865
OG0001549	Prbb.g_00846	Syar.g_02838
OG0001555	Prbb.g_01803	Syar.g_01689
OG0001556	Prbb.g_01154	Syar.g_00177
OG0001557	Prbb.g_00949	Syar.g_02609
OG0001559	Prbb.g_00165	Syar.g_03126
OG0001560	Prbb.g_00155	Syar.g_03110
OG0001561	Prbb.g_01046	Syar.g_01792
OG0001562	Prbb.g_01035	Syar.g_02484
OG0001563	Prbb.g_02000	Syar.g_01072
OG0001570	Prbb.g_01331	Syar.g_02858
OG0001575	Prbb.g_00569	Syar.g_02306
OG0001576	Prbb.g_01599	Syar.g_02794
OG0001577	Prbb.g_01522	Syar.g_01534
OG0001578	Prbb.g_01408	Syar.g_00863
OG0001591	Prbb.g_00676	Syar.g_01685
OG0001613	Prbb.g_02022	Syar.g_01093
OG0001623	Prbb.g_00385	Syar.g_01109, Syar.g_01694, Syar.g_01104
OG0001634	Prbb.g_00672	Syar.g_01691
OG0001642	Prbb.g_01621	Syar.g_01387
OG0001644	Prbb.g_00728	Syar.g_01876
OG0001659	Prbb.g_01489	Syar.g_01973
OG0001661	Prbb.g_01112	Syar.g_00911
OG0001673	Prbb.g_00289	Syar.g_03028
OG0001692	Prbb.g_01682	Syar.g_02812
OG0001694	Prbb.g_00333	Syar.g_00227
OG0001695	Prbb.g_02158	Syar.g_00864
OG0001703	Prbb.g_00481	Syar.g_01463
OG0001713	Prbb.g_01131	Syar.g_02147
OG0001715	Prbb.g_01219	Syar.g_00804
OG0001733	Prbb.g_01152	Syar.g_00179
OG0001738	Prbb.g_00371	Syar.g_00717
OG0001739	Prbb.g_02157	Syar.g_00862
OG0001755	Prbb.g_00856	Syar.g_01515
OG0001769	Prbb.g_01441	Syar.g_02437
OG0001810	Prbb.g_00709	Syar.g_00071
OG0001816	Prbb.g_00920	Syar.g_01675
OG0001907	Prbb.g_00198	Syar.g_00072
OG0001915	Prbb.g_02179	Syar.g_00462
OG0001917	Prbb.g_01042	Syar.g_01798
OG0001923	Prbb.g_00114	Syar.g_00583, Syar.g_00267
OG0001954	Prbb.g_01209	Syar.g_02066
OG0001955	Prbb.g_00092	Syar.g_00733
OG0001977	Prbb.g_02148	Syar.g_00703
OG0001979	Prbb.g_00041	Syar.g_01841, Syar.g_00404
OG0001991	Prbb.g_01165	Syar.g_01636
OG0002227	Prbb.g_01156	Syar.g_00355
OG0002229	Prbb.g_02081	Syar.g_00550
OG0002384	Prbb.g_01308, Prbb.g_01567	Syar.g_00354
OG0002506	Prbb.g_00906	Syar.g_01931
OG0002704	Prbb.g_02080	Syar.g_00551
OG0002808	Prbb.g_00034	Syar.g_00512
OG0002905	Prbb.g_02091	Syar.g_00603, Syar.g_00552
OG0003068	Prbb.g_01809	Syar.g_02355
OG0003418	Prbb.g_02095	Syar.g_02737
OG0004274	Prbb.g_01615	Syar.g_00574
