Orthogroup	Prab	Syab
OG0001164	Prab.g_01665	Syab.g_02247
OG0001165	Prab.g_01668	Syab.g_02252
OG0001166	Prab.g_01688	Syab.g_02296
OG0001167	Prab.g_01705	Syab.g_02322
OG0001168	Prab.g_01707	Syab.g_02324
OG0001169	Prab.g_01709	Syab.g_02326
OG0001170	Prab.g_01711	Syab.g_02328
OG0001171	Prab.g_01720	Syab.g_02339
OG0001172	Prab.g_01734	Syab.g_00371
OG0001173	Prab.g_01735	Syab.g_00372
OG0001174	Prab.g_01743	Syab.g_00380
OG0001175	Prab.g_01744	Syab.g_00381
OG0001176	Prab.g_01751	Syab.g_00398
OG0001177	Prab.g_01753	Syab.g_00396
OG0001178	Prab.g_01758	Syab.g_02263
OG0001179	Prab.g_01786	Syab.g_00427
OG0001180	Prab.g_01808	Syab.g_00453
OG0001181	Prab.g_01812	Syab.g_00457
OG0001182	Prab.g_01819	Syab.g_00467
OG0001183	Prab.g_01823	Syab.g_00474
OG0001184	Prab.g_01838	Syab.g_00196
OG0001185	Prab.g_01852	Syab.g_00119
OG0001186	Prab.g_01875	Syab.g_00085
OG0001187	Prab.g_01880	Syab.g_00081
OG0001188	Prab.g_01882	Syab.g_00079
OG0001189	Prab.g_01899	Syab.g_00058
OG0001190	Prab.g_01903	Syab.g_02755
OG0001191	Prab.g_01913	Syab.g_02771
OG0001192	Prab.g_01918	Syab.g_02778
OG0001193	Prab.g_01928	Syab.g_02827
OG0001194	Prab.g_01929	Syab.g_02833
OG0001195	Prab.g_01930	Syab.g_02834
OG0001196	Prab.g_01943	Syab.g_02896
OG0001197	Prab.g_01944	Syab.g_02898
OG0001198	Prab.g_01952	Syab.g_02911
OG0001199	Prab.g_00066	Syab.g_02440
OG0001200	Prab.g_00068	Syab.g_02442
OG0001201	Prab.g_00099	Syab.g_02501
OG0001202	Prab.g_00190	Syab.g_02635
OG0001204	Prab.g_00233	Syab.g_00353
OG0001205	Prab.g_00448	Syab.g_00593
OG0001206	Prab.g_00467	Syab.g_00641
OG0001207	Prab.g_00481	Syab.g_02088
OG0001208	Prab.g_00486	Syab.g_02098
OG0001209	Prab.g_00539	Syab.g_02038
OG0001210	Prab.g_00544	Syab.g_02030
OG0001211	Prab.g_00554	Syab.g_02013
OG0001212	Prab.g_00600	Syab.g_01955
OG0001213	Prab.g_00634	Syab.g_01886
OG0001214	Prab.g_00642	Syab.g_01872
OG0001215	Prab.g_00695	Syab.g_01171
OG0001216	Prab.g_00725	Syab.g_01269
OG0001217	Prab.g_00768	Syab.g_01464
OG0001218	Prab.g_00776	Syab.g_00723
OG0001220	Prab.g_00891	Syab.g_01737
OG0001221	Prab.g_01057	Syab.g_01607
OG0001222	Prab.g_01018	Syab.g_01396
OG0001223	Prab.g_00992	Syab.g_01345
OG0001225	Prab.g_00931	Syab.g_01212
OG0001226	Prab.g_01120	Syab.g_02450
OG0001227	Prab.g_01138	Syab.g_00891
OG0001228	Prab.g_01264	Syab.g_01697
OG0001229	Prab.g_01358	Syab.g_01184
OG0001230	Prab.g_01458	Syab.g_00791
OG0001231	Prab.g_01565	Syab.g_00017
OG0001232	Prab.g_01692	Syab.g_02306
OG0001233	Prab.g_01712	Syab.g_02329
OG0001234	Prab.g_01746	Syab.g_00385
OG0001235	Prab.g_01755	Syab.g_00391
OG0001237	Prab.g_01839	Syab.g_00192
OG0001238	Prab.g_01914	Syab.g_02773
OG0001239	Prab.g_00063	Syab.g_02437
OG0001240	Prab.g_00084	Syab.g_02484
OG0001241	Prab.g_00092	Syab.g_02494
OG0001242	Prab.g_00110	Syab.g_02525
OG0001244	Prab.g_00131	Syab.g_02561
OG0001245	Prab.g_00368	Syab.g_01762
OG0001246	Prab.g_00508	Syab.g_02126
OG0001247	Prab.g_00688	Syab.g_02825
OG0001248	Prab.g_00690	Syab.g_01163
OG0001249	Prab.g_00818	Syab.g_00514
OG0001250	Prab.g_00880	Syab.g_01714
OG0001251	Prab.g_01083	Syab.g_01816
OG0001252	Prab.g_00938	Syab.g_01228
OG0001253	Prab.g_01139	Syab.g_01761
OG0001254	Prab.g_01188	Syab.g_01749
OG0001255	Prab.g_01203	Syab.g_01846
OG0001256	Prab.g_01558	Syab.g_02238
OG0001257	Prab.g_01564	Syab.g_01610
OG0001258	Prab.g_01666	Syab.g_02250
OG0001259	Prab.g_01710	Syab.g_02327
OG0001260	Prab.g_01726	Syab.g_02350
OG0001261	Prab.g_01794	Syab.g_00436
OG0001262	Prab.g_01897	Syab.g_00060
OG0001265	Prab.g_00109	Syab.g_02523
OG0001266	Prab.g_00194	Syab.g_02639
OG0001267	Prab.g_00268	Syab.g_00295
OG0001268	Prab.g_00326	Syab.g_00529
OG0001269	Prab.g_00347	Syab.g_01809
OG0001270	Prab.g_00437	Syab.g_00579
OG0001271	Prab.g_00476	Syab.g_00694
OG0001272	Prab.g_00490	Syab.g_02102
OG0001273	Prab.g_00636	Syab.g_01878
OG0001274	Prab.g_00710	Syab.g_02706
OG0001275	Prab.g_00982	Syab.g_01330
OG0001276	Prab.g_00954	Syab.g_01313
OG0001277	Prab.g_01127	Syab.g_02163
OG0001278	Prab.g_01269	Syab.g_01152
OG0001279	Prab.g_01590	Syab.g_01807
OG0001280	Prab.g_01325	Syab.g_00918
OG0001281	Prab.g_01331	Syab.g_00906
OG0001282	Prab.g_01361	Syab.g_02086
OG0001283	Prab.g_01381	Syab.g_02885
OG0001284	Prab.g_01536	Syab.g_02211
OG0001285	Prab.g_01695	Syab.g_02309
OG0001286	Prab.g_01806	Syab.g_00451
OG0001287	Prab.g_01859	Syab.g_00111
OG0001288	Prab.g_01868	Syab.g_00094
OG0001289	Prab.g_00079	Syab.g_02465
OG0001290	Prab.g_00091	Syab.g_02493
OG0001291	Prab.g_00125	Syab.g_02546
OG0001292	Prab.g_00238	Syab.g_00348
OG0001293	Prab.g_00250	Syab.g_00322
OG0001294	Prab.g_00366	Syab.g_01564
OG0001295	Prab.g_00472	Syab.g_01215
OG0001296	Prab.g_00513	Syab.g_02132
OG0001297	Prab.g_00518	Syab.g_02136
OG0001298	Prab.g_00581	Syab.g_01980
OG0001299	Prab.g_00671	Syab.g_01557
OG0001300	Prab.g_00698	Syab.g_01180
OG0001301	Prab.g_00701	Syab.g_01197
OG0001302	Prab.g_00827	Syab.g_01844
OG0001303	Prab.g_00749	Syab.g_01424
OG0001304	Prab.g_00944	Syab.g_01298
OG0001305	Prab.g_00925	Syab.g_01204
OG0001306	Prab.g_01205	Syab.g_00941
OG0001308	Prab.g_01476	Syab.g_00759
OG0001309	Prab.g_01562	Syab.g_02142
OG0001310	Prab.g_01681	Syab.g_02288
OG0001311	Prab.g_00952	Syab.g_01311
OG0001312	Prab.g_01029	Syab.g_01414
OG0001315	Prab.g_00053	Syab.g_00472
OG0001316	Prab.g_00130	Syab.g_02552
OG0001317	Prab.g_00225	Syab.g_02373
OG0001318	Prab.g_00246	Syab.g_00333
OG0001319	Prab.g_00261	Syab.g_00306
OG0001321	Prab.g_00457	Syab.g_00616
OG0001322	Prab.g_00458	Syab.g_00617
OG0001323	Prab.g_00523	Syab.g_02145
OG0001324	Prab.g_00699	Syab.g_01181
OG0001325	Prab.g_00728	Syab.g_01273
OG0001326	Prab.g_01095	Syab.g_02841
OG0001327	Prab.g_01112	Syab.g_01643
OG0001328	Prab.g_01137	Syab.g_01616
OG0001329	Prab.g_01178	Syab.g_00361
OG0001331	Prab.g_01366	Syab.g_02081
OG0001332	Prab.g_01509	Syab.g_02165
OG0001333	Prab.g_01706	Syab.g_02323
OG0001334	Prab.g_01826	Syab.g_00483
OG0001335	Prab.g_01827	Syab.g_00484
OG0001336	Prab.g_01940	Syab.g_02886
OG0001339	Prab.g_00094	Syab.g_02496
OG0001340	Prab.g_00316	Syab.g_00503
OG0001341	Prab.g_00765	Syab.g_01779
OG0001343	Prab.g_01086	Syab.g_00359
OG0001344	Prab.g_01223	Syab.g_00974
OG0001345	Prab.g_01238	Syab.g_01008
OG0001346	Prab.g_01327	Syab.g_00914
OG0001348	Prab.g_01595	Syab.g_01258
OG0001349	Prab.g_01408	Syab.g_00150
OG0001353	Prab.g_00872	Syab.g_01702
OG0001354	Prab.g_01000	Syab.g_01358
OG0001358	Prab.g_00624	Syab.g_01900
OG0001359	Prab.g_01085	Syab.g_00360
OG0001360	Prab.g_01140	Syab.g_01010
OG0001361	Prab.g_01235	Syab.g_00154, Syab.g_01005
OG0001362	Prab.g_01480	Syab.g_00754
OG0001363	Prab.g_01482	Syab.g_00752
OG0001364	Prab.g_01829	Syab.g_00211
OG0001365	Prab.g_01907	Syab.g_02760
OG0001373	Prab.g_01096	Syab.g_02840
OG0001374	Prab.g_01088	Syab.g_02848
OG0001375	Prab.g_01087	Syab.g_00358
OG0001376	Prab.g_01106	Syab.g_02782
OG0001377	Prab.g_01107	Syab.g_02781
OG0001378	Prab.g_01149	Syab.g_00578
OG0001379	Prab.g_01320	Syab.g_00923
OG0001381	Prab.g_01354	Syab.g_01937
OG0001382	Prab.g_01581	Syab.g_00393
OG0001385	Prab.g_01099	Syab.g_02837
OG0001386	Prab.g_01098	Syab.g_02838
OG0001387	Prab.g_01097	Syab.g_02839
OG0001388	Prab.g_01094	Syab.g_02842
OG0001389	Prab.g_01093	Syab.g_02843
OG0001390	Prab.g_01092	Syab.g_02844
OG0001391	Prab.g_01091	Syab.g_02845
OG0001392	Prab.g_01090	Syab.g_02846
OG0001393	Prab.g_01089	Syab.g_02847
OG0001394	Prab.g_01053	Syab.g_01599
OG0001397	Prab.g_01481	Syab.g_00753
OG0001398	Prab.g_01603	Syab.g_02457
OG0001404	Prab.g_00060	Syab.g_02433
OG0001405	Prab.g_00314	Syab.g_00486
OG0001406	Prab.g_01105	Syab.g_02783
OG0001407	Prab.g_01118	Syab.g_01158
OG0001408	Prab.g_01123	Syab.g_01826
OG0001409	Prab.g_01226	Syab.g_00988
OG0001411	Prab.g_01391	Syab.g_00147
OG0001413	Prab.g_01551	Syab.g_01812, Syab.g_01904
OG0001414	Prab.g_00220	Syab.g_01938
OG0001415	Prab.g_00222	Syab.g_02471
OG0001416	Prab.g_00464	Syab.g_00909
OG0001417	Prab.g_00474	Syab.g_01359
OG0001419	Prab.g_01119	Syab.g_01159
OG0001420	Prab.g_01158	Syab.g_02155
OG0001425	Prab.g_01917	Syab.g_02777
OG0001428	Prab.g_00163	Syab.g_02594
OG0001429	Prab.g_00830	Syab.g_01423
OG0001432	Prab.g_01549	Syab.g_01818
OG0001434	Prab.g_01049	Syab.g_01594
OG0001438	Prab.g_00281	Syab.g_00280
OG0001439	Prab.g_00295	Syab.g_00248
OG0001442	Prab.g_00752	Syab.g_01583
OG0001443	Prab.g_01604	Syab.g_02794
OG0001447	Prab.g_00116	Syab.g_02534
OG0001448	Prab.g_00356	Syab.g_01789
OG0001449	Prab.g_00389	Syab.g_00357
OG0001450	Prab.g_00692	Syab.g_01081
OG0001452	Prab.g_01081	Syab.g_00338
OG0001454	Prab.g_01133	Syab.g_01808
OG0001456	Prab.g_01197	Syab.g_02850
OG0001457	Prab.g_01198	Syab.g_02851
OG0001458	Prab.g_01199	Syab.g_02852
OG0001461	Prab.g_01286	Syab.g_01754
OG0001462	Prab.g_00034	Syab.g_00042
OG0001463	Prab.g_00274	Syab.g_01104
OG0001471	Prab.g_01552	Syab.g_00253
OG0001472	Prab.g_01561	Syab.g_01800
OG0001473	Prab.g_01877	Syab.g_01813
OG0001480	Prab.g_00357	Syab.g_01836
OG0001481	Prab.g_00362	Syab.g_00621
OG0001482	Prab.g_00462	Syab.g_01349
OG0001484	Prab.g_00769	Syab.g_02849
OG0001486	Prab.g_01217	Syab.g_00967
OG0001492	Prab.g_01266	Syab.g_01155
OG0001493	Prab.g_01274	Syab.g_01147
OG0001499	Prab.g_00052	Syab.g_01112
OG0001502	Prab.g_00810	Syab.g_01733
OG0001525	Prab.g_01570	Syab.g_01823
OG0001527	Prab.g_00567	Syab.g_01998
OG0001546	Prab.g_00528	Syab.g_02150
OG0001547	Prab.g_00812	Syab.g_01440
OG0001551	Prab.g_01196	Syab.g_01166
OG0001554	Prab.g_01560	Syab.g_02753
OG0001555	Prab.g_01575	Syab.g_02418
OG0001565	Prab.g_00426	Syab.g_01837
OG0001567	Prab.g_00811	Syab.g_01441
OG0001568	Prab.g_00813	Syab.g_01439
OG0001570	Prab.g_01161	Syab.g_01443
OG0001572	Prab.g_00415	Syab.g_02215
OG0001582	Prab.g_00473	Syab.g_01881
OG0001634	Prab.g_01589	Syab.g_01560
OG0001666	Prab.g_01654	Syab.g_01471
OG0001669	Prab.g_01292	Syab.g_02892
OG0001745	Prab.g_01548	Syab.g_01769
OG0001835	Prab.g_00398	Syab.g_01059
OG0001922	Prab.g_01341	Syab.g_00153
OG0001990	Prab.g_00410	Syab.g_02872
OG0002106	Prab.g_00374	Syab.g_00956
OG0002375	Prab.g_01409	Syab.g_00151
OG0002622	Prab.g_01418	Syab.g_01473
OG0003335	Prab.g_00376	Syab.g_00143
