Orthogroup	Prab	Syad
OG0001164	Prab.g_01665	Syad.g_02616
OG0001165	Prab.g_01668	Syad.g_02621
OG0001166	Prab.g_01688	Syad.g_02647
OG0001167	Prab.g_01705	Syad.g_02486
OG0001168	Prab.g_01707	Syad.g_02488
OG0001169	Prab.g_01709	Syad.g_02490
OG0001170	Prab.g_01711	Syad.g_02492
OG0001171	Prab.g_01720	Syad.g_02503
OG0001172	Prab.g_01734	Syad.g_00594
OG0001173	Prab.g_01735	Syad.g_00595
OG0001174	Prab.g_01743	Syad.g_00603
OG0001175	Prab.g_01744	Syad.g_00604
OG0001176	Prab.g_01751	Syad.g_00644
OG0001177	Prab.g_01753	Syad.g_00641
OG0001178	Prab.g_01758	Syad.g_02629
OG0001179	Prab.g_01786	Syad.g_00675
OG0001180	Prab.g_01808	Syad.g_00700
OG0001181	Prab.g_01812	Syad.g_00704
OG0001182	Prab.g_01819	Syad.g_00712
OG0001183	Prab.g_01823	Syad.g_00717
OG0001184	Prab.g_01838	Syad.g_00378
OG0001185	Prab.g_01852	Syad.g_00354
OG0001186	Prab.g_01875	Syad.g_00247
OG0001187	Prab.g_01880	Syad.g_00245
OG0001188	Prab.g_01882	Syad.g_00238
OG0001189	Prab.g_01899	Syad.g_00217
OG0001190	Prab.g_01903	Syad.g_03034
OG0001192	Prab.g_01918	Syad.g_00013
OG0001193	Prab.g_01928	Syad.g_00072
OG0001194	Prab.g_01929	Syad.g_00075
OG0001195	Prab.g_01930	Syad.g_00076
OG0001196	Prab.g_01943	Syad.g_00144
OG0001197	Prab.g_01944	Syad.g_00146
OG0001198	Prab.g_01952	Syad.g_00159
OG0001199	Prab.g_00066	Syad.g_02735
OG0001200	Prab.g_00068	Syad.g_02737
OG0001201	Prab.g_00099	Syad.g_02802
OG0001202	Prab.g_00190	Syad.g_02945
OG0001204	Prab.g_00233	Syad.g_00577
OG0001205	Prab.g_00448	Syad.g_02440
OG0001206	Prab.g_00467	Syad.g_02385
OG0001207	Prab.g_00481	Syad.g_00893
OG0001208	Prab.g_00486	Syad.g_00906
OG0001209	Prab.g_00539	Syad.g_00980
OG0001210	Prab.g_00544	Syad.g_00993
OG0001212	Prab.g_00600	Syad.g_01082
OG0001213	Prab.g_00634	Syad.g_02163
OG0001214	Prab.g_00642	Syad.g_02150
OG0001215	Prab.g_00695	Syad.g_01366
OG0001216	Prab.g_00725	Syad.g_01816
OG0001218	Prab.g_00776	Syad.g_02328
OG0001219	Prab.g_00829	Syad.g_01653
OG0001220	Prab.g_00891	Syad.g_01195
OG0001221	Prab.g_01057	Syad.g_01950
OG0001222	Prab.g_01018	Syad.g_01770
OG0001223	Prab.g_00992	Syad.g_01715
OG0001225	Prab.g_00931	Syad.g_01288
OG0001226	Prab.g_01120	Syad.g_02100
OG0001227	Prab.g_01138	Syad.g_00029
OG0001228	Prab.g_01264	Syad.g_02460
OG0001229	Prab.g_01358	Syad.g_01314
OG0001231	Prab.g_01565	Syad.g_00179
OG0001232	Prab.g_01692	Syad.g_02658
OG0001233	Prab.g_01712	Syad.g_02493
OG0001234	Prab.g_01746	Syad.g_00608
OG0001235	Prab.g_01755	Syad.g_00633
OG0001237	Prab.g_01839	Syad.g_00376
OG0001238	Prab.g_01914	Syad.g_00007
OG0001239	Prab.g_00063	Syad.g_02732
OG0001240	Prab.g_00084	Syad.g_02785
OG0001241	Prab.g_00092	Syad.g_02795
OG0001242	Prab.g_00110	Syad.g_02827
OG0001244	Prab.g_00131	Syad.g_02873
OG0001245	Prab.g_00368	Syad.g_02223
OG0001246	Prab.g_00508	Syad.g_00933
OG0001247	Prab.g_00688	Syad.g_01837
OG0001248	Prab.g_00690	Syad.g_01843
OG0001249	Prab.g_00818	Syad.g_00756
OG0001250	Prab.g_00880	Syad.g_01227
OG0001251	Prab.g_01083	Syad.g_00083
OG0001252	Prab.g_00938	Syad.g_01279
OG0001253	Prab.g_01139	Syad.g_02037
OG0001254	Prab.g_01188	Syad.g_01528
OG0001255	Prab.g_01203	Syad.g_02224
OG0001256	Prab.g_01558	Syad.g_02609
OG0001257	Prab.g_01564	Syad.g_02210
OG0001258	Prab.g_01666	Syad.g_02619
OG0001260	Prab.g_01726	Syad.g_02514
OG0001261	Prab.g_01794	Syad.g_00684
OG0001262	Prab.g_01897	Syad.g_00219
OG0001265	Prab.g_00109	Syad.g_02825
OG0001266	Prab.g_00194	Syad.g_02949
OG0001267	Prab.g_00268	Syad.g_00523
OG0001268	Prab.g_00326	Syad.g_00767
OG0001270	Prab.g_00437	Syad.g_02453
OG0001271	Prab.g_00476	Syad.g_02356
OG0001272	Prab.g_00490	Syad.g_00910
OG0001273	Prab.g_00636	Syad.g_02157
OG0001274	Prab.g_00710	Syad.g_02988
OG0001275	Prab.g_00982	Syad.g_01699
OG0001276	Prab.g_00954	Syad.g_01683
OG0001277	Prab.g_01127	Syad.g_00127
OG0001278	Prab.g_01269	Syad.g_01445
OG0001279	Prab.g_01590	Syad.g_02248
OG0001280	Prab.g_01325	Syad.g_02402
OG0001281	Prab.g_01331	Syad.g_02413
OG0001282	Prab.g_01361	Syad.g_00890
OG0001283	Prab.g_01381	Syad.g_00138
OG0001284	Prab.g_01536	Syad.g_02585
OG0001285	Prab.g_01695	Syad.g_02043
OG0001286	Prab.g_01806	Syad.g_00698
OG0001287	Prab.g_01859	Syad.g_00346
OG0001288	Prab.g_01868	Syad.g_00326
OG0001289	Prab.g_00079	Syad.g_02767
OG0001290	Prab.g_00091	Syad.g_02794
OG0001291	Prab.g_00125	Syad.g_02854
OG0001292	Prab.g_00238	Syad.g_00572
OG0001293	Prab.g_00250	Syad.g_00549
OG0001294	Prab.g_00366	Syad.g_01597
OG0001295	Prab.g_00472	Syad.g_00997
OG0001296	Prab.g_00513	Syad.g_00939
OG0001297	Prab.g_00518	Syad.g_00943
OG0001298	Prab.g_00581	Syad.g_01055
OG0001299	Prab.g_00671	Syad.g_01591
OG0001300	Prab.g_00698	Syad.g_01339
OG0001301	Prab.g_00701	Syad.g_01303
OG0001302	Prab.g_00827	Syad.g_02123
OG0001303	Prab.g_00749	Syad.g_01655
OG0001304	Prab.g_00944	Syad.g_01669
OG0001305	Prab.g_00925	Syad.g_01296
OG0001306	Prab.g_01205	Syad.g_01119
OG0001309	Prab.g_01562	Syad.g_00950
OG0001310	Prab.g_01681	Syad.g_02638
OG0001311	Prab.g_00952	Syad.g_01681
OG0001312	Prab.g_01029	Syad.g_01788
OG0001315	Prab.g_00053	Syad.g_00715
OG0001316	Prab.g_00130	Syad.g_02861
OG0001317	Prab.g_00225	Syad.g_00814
OG0001318	Prab.g_00246	Syad.g_00557
OG0001321	Prab.g_00457	Syad.g_02423
OG0001322	Prab.g_00458	Syad.g_02422
OG0001323	Prab.g_00523	Syad.g_00953
OG0001324	Prab.g_00699	Syad.g_01338
OG0001325	Prab.g_00728	Syad.g_01811
OG0001326	Prab.g_01095	Syad.g_00092
OG0001327	Prab.g_01112	Syad.g_01605
OG0001328	Prab.g_01137	Syad.g_01638
OG0001329	Prab.g_01178	Syad.g_00866
OG0001332	Prab.g_01509	Syad.g_02535
OG0001333	Prab.g_01706	Syad.g_02487
OG0001334	Prab.g_01826	Syad.g_00725
OG0001335	Prab.g_01827	Syad.g_00726
OG0001336	Prab.g_01940	Syad.g_00139
OG0001339	Prab.g_00094	Syad.g_02797
OG0001340	Prab.g_00316	Syad.g_00742
OG0001341	Prab.g_00765	Syad.g_01312
OG0001343	Prab.g_01086	Syad.g_00079
OG0001344	Prab.g_01223	Syad.g_01157
OG0001345	Prab.g_01238	Syad.g_01188
OG0001346	Prab.g_01327	Syad.g_02406
OG0001348	Prab.g_01595	Syad.g_01250
OG0001349	Prab.g_01408	Syad.g_02663
OG0001352	Prab.g_00685	Syad.g_00969
OG0001353	Prab.g_00872	Syad.g_01244
OG0001354	Prab.g_01000	Syad.g_01728
OG0001356	Prab.g_00793	Syad.g_01251
OG0001358	Prab.g_00624	Syad.g_02179
OG0001359	Prab.g_01085	Syad.g_00078
OG0001360	Prab.g_01140	Syad.g_01191
OG0001361	Prab.g_01235	Syad.g_01185
OG0001362	Prab.g_01480	Syad.g_02294
OG0001363	Prab.g_01482	Syad.g_02296
OG0001364	Prab.g_01829	Syad.g_00431
OG0001373	Prab.g_01096	Syad.g_00091
OG0001374	Prab.g_01088	Syad.g_00099
OG0001375	Prab.g_01087	Syad.g_00080
OG0001376	Prab.g_01106	Syad.g_00015
OG0001377	Prab.g_01107	Syad.g_00014
OG0001378	Prab.g_01149	Syad.g_02454
OG0001379	Prab.g_01320	Syad.g_02397
OG0001381	Prab.g_01354	Syad.g_01266, Syad.g_00614
OG0001385	Prab.g_01099	Syad.g_00088
OG0001386	Prab.g_01098	Syad.g_00089
OG0001387	Prab.g_01097	Syad.g_00090
OG0001388	Prab.g_01094	Syad.g_00093
OG0001389	Prab.g_01093	Syad.g_00094
OG0001390	Prab.g_01092	Syad.g_00095
OG0001391	Prab.g_01091	Syad.g_00096
OG0001392	Prab.g_01090	Syad.g_00097
OG0001393	Prab.g_01089	Syad.g_00098
OG0001394	Prab.g_01053	Syad.g_01920
OG0001395	Prab.g_00942	Syad.g_01792
OG0001397	Prab.g_01481	Syad.g_02295
OG0001398	Prab.g_01603	Syad.g_01977
OG0001399	Prab.g_01748	Syad.g_02336
OG0001403	Prab.g_00030	Syad.g_00197
OG0001404	Prab.g_00060	Syad.g_02727
OG0001405	Prab.g_00314	Syad.g_00728
OG0001407	Prab.g_01118	Syad.g_00970
OG0001408	Prab.g_01123	Syad.g_01431
OG0001411	Prab.g_01391	Syad.g_00372
OG0001413	Prab.g_01551	Syad.g_02113
OG0001414	Prab.g_00220	Syad.g_00615
OG0001416	Prab.g_00464	Syad.g_02410
OG0001417	Prab.g_00474	Syad.g_01729
OG0001419	Prab.g_01119	Syad.g_00971
OG0001420	Prab.g_01158	Syad.g_00963
OG0001421	Prab.g_01559	Syad.g_02105, Syad.g_02039
OG0001423	Prab.g_00406	Syad.g_02707, Syad.g_02708
OG0001425	Prab.g_01917	Syad.g_00012
OG0001428	Prab.g_00163	Syad.g_02906
OG0001429	Prab.g_00830	Syad.g_01656
OG0001432	Prab.g_01549	Syad.g_01382
OG0001433	Prab.g_00792	Syad.g_01253, Syad.g_01252
OG0001434	Prab.g_01049	Syad.g_01916
OG0001438	Prab.g_00281	Syad.g_00507
OG0001439	Prab.g_00295	Syad.g_00476
OG0001442	Prab.g_00752	Syad.g_01906
OG0001443	Prab.g_01604	Syad.g_00023
OG0001447	Prab.g_00116	Syad.g_02842
OG0001448	Prab.g_00356	Syad.g_02723
OG0001449	Prab.g_00389	Syad.g_00583
OG0001452	Prab.g_01081	Syad.g_00563
OG0001453	Prab.g_00988	Syad.g_01709
OG0001454	Prab.g_01133	Syad.g_02101
OG0001456	Prab.g_01197	Syad.g_00101
OG0001457	Prab.g_01198	Syad.g_00102
OG0001458	Prab.g_01199	Syad.g_00103
OG0001459	Prab.g_01557, Prab.g_01653	Syad.g_01550
OG0001460	Prab.g_00791	Syad.g_01254
OG0001461	Prab.g_01286	Syad.g_02162
OG0001462	Prab.g_00034	Syad.g_00204
OG0001463	Prab.g_00274	Syad.g_01264
OG0001464	Prab.g_00317	Syad.g_00743
OG0001465	Prab.g_00707	Syad.g_01830
OG0001471	Prab.g_01552	Syad.g_00484
OG0001473	Prab.g_01877	Syad.g_02127
OG0001474	Prab.g_00327	Syad.g_00768
OG0001480	Prab.g_00357	Syad.g_01194
OG0001482	Prab.g_00462	Syad.g_01719
OG0001492	Prab.g_01266	Syad.g_01448
OG0001493	Prab.g_01274	Syad.g_01439
OG0001499	Prab.g_00052	Syad.g_02081
OG0001502	Prab.g_00810	Syad.g_01202
OG0001504	Prab.g_01652	Syad.g_01535
OG0001525	Prab.g_01570	Syad.g_00036
OG0001527	Prab.g_00567	Syad.g_01030
OG0001547	Prab.g_00812	Syad.g_01963
OG0001548	Prab.g_00816	Syad.g_02092
OG0001551	Prab.g_01196	Syad.g_01256
OG0001554	Prab.g_01560	Syad.g_03031
OG0001555	Prab.g_01575	Syad.g_01923
OG0001556	Prab.g_00785	Syad.g_01509
OG0001567	Prab.g_00811	Syad.g_01965
OG0001568	Prab.g_00813	Syad.g_01961
OG0001570	Prab.g_01161	Syad.g_01985
OG0001582	Prab.g_00473	Syad.g_02086
OG0001585	Prab.g_00399	Syad.g_02678
OG0001602	Prab.g_00706	Syad.g_01831
OG0001634	Prab.g_01589	Syad.g_01594
OG0001666	Prab.g_01654	Syad.g_01536
OG0001700	Prab.g_00790	Syad.g_01976
OG0001780	Prab.g_01401	Syad.g_00288
OG0001835	Prab.g_00398	Syad.g_00849
OG0001923	Prab.g_01407	Syad.g_00251, Syad.g_00317
OG0002106	Prab.g_00374	Syad.g_01217
OG0002107	Prab.g_00409	Syad.g_02054
OG0002154	Prab.g_01383	Syad.g_02869
OG0002225	Prab.g_00408	Syad.g_02053
OG0002227	Prab.g_00787	Syad.g_00010, Syad.g_00011
OG0002321	Prab.g_01402	Syad.g_00278
OG0002369	Prab.g_01416	Syad.g_00284
OG0002421	Prab.g_01403	Syad.g_00276
OG0002480	Prab.g_01399	Syad.g_00290
OG0002487	Prab.g_01644	Syad.g_00850
OG0002772	Prab.g_01424	Syad.g_00287
OG0002773	Prab.g_01419	Syad.g_00275
OG0002774	Prab.g_01420	Syad.g_00274
OG0002775	Prab.g_01421	Syad.g_00273
OG0003632	Prab.g_00397	Syad.g_00852
OG0004011	Prab.g_01443	Syad.g_00277
OG0004012	Prab.g_01422	Syad.g_00272
