Orthogroup	Prab	Syam
OG0001173	Prab.g_01735	Syam.g_00293
OG0001174	Prab.g_01743	Syam.g_00301
OG0001175	Prab.g_01744	Syam.g_00302
OG0001176	Prab.g_01751	Syam.g_00321
OG0001177	Prab.g_01753	Syam.g_00319
OG0001178	Prab.g_01758	Syam.g_01995
OG0001179	Prab.g_01786	Syam.g_00351
OG0001180	Prab.g_01808	Syam.g_00378
OG0001181	Prab.g_01812	Syam.g_00382
OG0001182	Prab.g_01819	Syam.g_00391
OG0001183	Prab.g_01823	Syam.g_00396
OG0001184	Prab.g_01838	Syam.g_00143
OG0001185	Prab.g_01852	Syam.g_00121
OG0001186	Prab.g_01875	Syam.g_00076
OG0001187	Prab.g_01880	Syam.g_00073
OG0001188	Prab.g_01882	Syam.g_00070
OG0001189	Prab.g_01899	Syam.g_00054
OG0001190	Prab.g_01903	Syam.g_02313
OG0001191	Prab.g_01913	Syam.g_02324
OG0001192	Prab.g_01918	Syam.g_02330
OG0001193	Prab.g_01928	Syam.g_02355
OG0001194	Prab.g_01929	Syam.g_02357
OG0001195	Prab.g_01930	Syam.g_02358
OG0001196	Prab.g_01943	Syam.g_02429
OG0001197	Prab.g_01944	Syam.g_02431
OG0001198	Prab.g_01952	Syam.g_02443
OG0001199	Prab.g_00066	Syam.g_02068
OG0001200	Prab.g_00068	Syam.g_02070
OG0001201	Prab.g_00099	Syam.g_02122
OG0001202	Prab.g_00190	Syam.g_02255
OG0001204	Prab.g_00233	Syam.g_00282
OG0001205	Prab.g_00448	Syam.g_01852
OG0001206	Prab.g_00467	Syam.g_01680
OG0001208	Prab.g_00486	Syam.g_00585
OG0001209	Prab.g_00539	Syam.g_00654
OG0001210	Prab.g_00544	Syam.g_00663
OG0001211	Prab.g_00554	Syam.g_00678
OG0001212	Prab.g_00600	Syam.g_01717
OG0001213	Prab.g_00634	Syam.g_01479
OG0001214	Prab.g_00642	Syam.g_01466
OG0001215	Prab.g_00695	Syam.g_00808
OG0001216	Prab.g_00725	Syam.g_01245
OG0001217	Prab.g_00768	Syam.g_01403
OG0001218	Prab.g_00776	Syam.g_01662
OG0001219	Prab.g_00829	Syam.g_01080
OG0001220	Prab.g_00891	Syam.g_01754
OG0001221	Prab.g_01057	Syam.g_01334
OG0001222	Prab.g_01018	Syam.g_01111
OG0001225	Prab.g_00931	Syam.g_00772
OG0001226	Prab.g_01120	Syam.g_01425
OG0001227	Prab.g_01138	Syam.g_02340
OG0001228	Prab.g_01264	Syam.g_01858
OG0001229	Prab.g_01358	Syam.g_00796
OG0001230	Prab.g_01458	Syam.g_01603
OG0001231	Prab.g_01565	Syam.g_00017
OG0001232	Prab.g_01692	Syam.g_02022
OG0001233	Prab.g_01712	Syam.g_01895
OG0001234	Prab.g_01746	Syam.g_00306
OG0001235	Prab.g_01755	Syam.g_00313
OG0001237	Prab.g_01839	Syam.g_00141
OG0001238	Prab.g_01914	Syam.g_02326
OG0001239	Prab.g_00063	Syam.g_02065
OG0001240	Prab.g_00084	Syam.g_02105
OG0001241	Prab.g_00092	Syam.g_02115
OG0001242	Prab.g_00110	Syam.g_02145
OG0001244	Prab.g_00131	Syam.g_02188
OG0001245	Prab.g_00368	Syam.g_01057
OG0001246	Prab.g_00508	Syam.g_00611
OG0001247	Prab.g_00688	Syam.g_01253
OG0001248	Prab.g_00690	Syam.g_01256
OG0001249	Prab.g_00818	Syam.g_00436
OG0001250	Prab.g_00880	Syam.g_00731
OG0001251	Prab.g_01083	Syam.g_02365
OG0001252	Prab.g_00938	Syam.g_00763
OG0001253	Prab.g_01139	Syam.g_01021
OG0001254	Prab.g_01188	Syam.g_00916
OG0001255	Prab.g_01203	Syam.g_01056
OG0001256	Prab.g_01558	Syam.g_01976
OG0001257	Prab.g_01564	Syam.g_01683
OG0001258	Prab.g_01666	Syam.g_01986
OG0001259	Prab.g_01710	Syam.g_01893
OG0001260	Prab.g_01726	Syam.g_01912
OG0001261	Prab.g_01794	Syam.g_00360
OG0001262	Prab.g_01897	Syam.g_00056
OG0001265	Prab.g_00109	Syam.g_02143
OG0001266	Prab.g_00194	Syam.g_02259
OG0001267	Prab.g_00268	Syam.g_00230
OG0001268	Prab.g_00326	Syam.g_00463
OG0001269	Prab.g_00347	Syam.g_00956
OG0001270	Prab.g_00437	Syam.g_01871
OG0001271	Prab.g_00476	Syam.g_01671
OG0001272	Prab.g_00490	Syam.g_00589
OG0001273	Prab.g_00636	Syam.g_01472
OG0001274	Prab.g_00710	Syam.g_02285
OG0001275	Prab.g_00982	Syam.g_01174
OG0001276	Prab.g_00954	Syam.g_01190
OG0001277	Prab.g_01127	Syam.g_02415
OG0001278	Prab.g_01269	Syam.g_00862
OG0001279	Prab.g_01590	Syam.g_01590
OG0001280	Prab.g_01325	Syam.g_01827
OG0001281	Prab.g_01331	Syam.g_01837
OG0001282	Prab.g_01361	Syam.g_00574
OG0001283	Prab.g_01381	Syam.g_02424
OG0001284	Prab.g_01536	Syam.g_01960
OG0001285	Prab.g_01695	Syam.g_02380
OG0001286	Prab.g_01806	Syam.g_00376
OG0001287	Prab.g_01859	Syam.g_00113
OG0001288	Prab.g_01868	Syam.g_00102
OG0001289	Prab.g_00079	Syam.g_02089
OG0001290	Prab.g_00091	Syam.g_02114
OG0001291	Prab.g_00125	Syam.g_02170
OG0001292	Prab.g_00238	Syam.g_00276
OG0001293	Prab.g_00250	Syam.g_00256
OG0001294	Prab.g_00366	Syam.g_01365
OG0001295	Prab.g_00472	Syam.g_00665
OG0001296	Prab.g_00513	Syam.g_00617
OG0001297	Prab.g_00518	Syam.g_00621
OG0001298	Prab.g_00581	Syam.g_01738
OG0001299	Prab.g_00671	Syam.g_01371
OG0001300	Prab.g_00698	Syam.g_00800
OG0001301	Prab.g_00701	Syam.g_00786
OG0001302	Prab.g_00827	Syam.g_01437
OG0001303	Prab.g_00749	Syam.g_01082
OG0001304	Prab.g_00944	Syam.g_01204
OG0001305	Prab.g_00925	Syam.g_00780
OG0001306	Prab.g_01205	Syam.g_01811
OG0001308	Prab.g_01476	Syam.g_01623
OG0001309	Prab.g_01562	Syam.g_00628
OG0001311	Prab.g_00952	Syam.g_01192
OG0001312	Prab.g_01029	Syam.g_01092
OG0001315	Prab.g_00053	Syam.g_00394
OG0001316	Prab.g_00130	Syam.g_02176
OG0001317	Prab.g_00225	Syam.g_00505
OG0001319	Prab.g_00261	Syam.g_00241
OG0001321	Prab.g_00457	Syam.g_01846
OG0001322	Prab.g_00458	Syam.g_01845
OG0001323	Prab.g_00523	Syam.g_00631
OG0001324	Prab.g_00699	Syam.g_00799
OG0001325	Prab.g_00728	Syam.g_01241
OG0001326	Prab.g_01095	Syam.g_02370
OG0001327	Prab.g_01112	Syam.g_01359
OG0001328	Prab.g_01137	Syam.g_01340
OG0001331	Prab.g_01366	Syam.g_00569
OG0001332	Prab.g_01509	Syam.g_01919
OG0001333	Prab.g_01706	Syam.g_01889
OG0001334	Prab.g_01826	Syam.g_00405
OG0001335	Prab.g_01827	Syam.g_00406
OG0001336	Prab.g_01940	Syam.g_02425
OG0001339	Prab.g_00094	Syam.g_02117
OG0001340	Prab.g_00316	Syam.g_00425
OG0001341	Prab.g_00765	Syam.g_00795
OG0001343	Prab.g_01086	Syam.g_02361
OG0001344	Prab.g_01223	Syam.g_01790
OG0001345	Prab.g_01238	Syam.g_01764
OG0001346	Prab.g_01327	Syam.g_01831
OG0001348	Prab.g_01595	Syam.g_00750
OG0001352	Prab.g_00685	Syam.g_00644
OG0001353	Prab.g_00872	Syam.g_00742
OG0001354	Prab.g_01000	Syam.g_01145
OG0001356	Prab.g_00793	Syam.g_00751
OG0001358	Prab.g_00624	Syam.g_01495
OG0001359	Prab.g_01085	Syam.g_02360
OG0001360	Prab.g_01140	Syam.g_01762
OG0001361	Prab.g_01235	Syam.g_01767
OG0001362	Prab.g_01480	Syam.g_01628
OG0001363	Prab.g_01482	Syam.g_01630
OG0001364	Prab.g_01829	Syam.g_00158
OG0001372	Prab.g_00775, Prab.g_00803	Syam.g_00450, Syam.g_00984
OG0001373	Prab.g_01096	Syam.g_02369
OG0001374	Prab.g_01088	Syam.g_02377
OG0001375	Prab.g_01087	Syam.g_02362
OG0001376	Prab.g_01106	Syam.g_02332
OG0001377	Prab.g_01107	Syam.g_02331
OG0001378	Prab.g_01149	Syam.g_01872
OG0001379	Prab.g_01320	Syam.g_01821
OG0001380	Prab.g_01349	Syam.g_01409
OG0001381	Prab.g_01354	Syam.g_00939
OG0001382	Prab.g_01581	Syam.g_01557
OG0001385	Prab.g_01099	Syam.g_02366
OG0001386	Prab.g_01098	Syam.g_02367
OG0001387	Prab.g_01097	Syam.g_02368
OG0001388	Prab.g_01094	Syam.g_02371
OG0001389	Prab.g_01093	Syam.g_02372
OG0001390	Prab.g_01092	Syam.g_02373
OG0001391	Prab.g_01091	Syam.g_02374
OG0001392	Prab.g_01090	Syam.g_02375
OG0001393	Prab.g_01089	Syam.g_02376
OG0001394	Prab.g_01053	Syam.g_01321
OG0001395	Prab.g_00942	Syam.g_01225
OG0001397	Prab.g_01481	Syam.g_01629
OG0001398	Prab.g_01603	Syam.g_01052
OG0001404	Prab.g_00060	Syam.g_02061
OG0001405	Prab.g_00314	Syam.g_00408
OG0001406	Prab.g_01105	Syam.g_02333
OG0001407	Prab.g_01118	Syam.g_00645
OG0001408	Prab.g_01123	Syam.g_00848
OG0001413	Prab.g_01551	Syam.g_01430
OG0001414	Prab.g_00220	Syam.g_00940
OG0001416	Prab.g_00464	Syam.g_01834
OG0001417	Prab.g_00474	Syam.g_01144
OG0001419	Prab.g_01119	Syam.g_00646
OG0001420	Prab.g_01158	Syam.g_00642
OG0001421	Prab.g_01559	Syam.g_01019
OG0001422	Prab.g_01592	Syam.g_01822
OG0001423	Prab.g_00406	Syam.g_00534, Syam.g_00553, Syam.g_00548
OG0001425	Prab.g_01917	Syam.g_02329
OG0001428	Prab.g_00163	Syam.g_02220
OG0001429	Prab.g_00830	Syam.g_01083
OG0001432	Prab.g_01549	Syam.g_00822
OG0001433	Prab.g_00792	Syam.g_00752
OG0001434	Prab.g_01049	Syam.g_01316
OG0001438	Prab.g_00281	Syam.g_00215
OG0001439	Prab.g_00295	Syam.g_00190
OG0001441	Prab.g_00525	Syam.g_00633
OG0001442	Prab.g_00752	Syam.g_01306
OG0001443	Prab.g_01604	Syam.g_02335
OG0001447	Prab.g_00116	Syam.g_02152
OG0001448	Prab.g_00356	Syam.g_02342
OG0001449	Prab.g_00389	Syam.g_00285
OG0001452	Prab.g_01081	Syam.g_00268
OG0001453	Prab.g_00988	Syam.g_01166
OG0001454	Prab.g_01133	Syam.g_01426
OG0001456	Prab.g_01197	Syam.g_02387
OG0001457	Prab.g_01198	Syam.g_02388
OG0001458	Prab.g_01199	Syam.g_02389
OG0001459	Prab.g_01557, Prab.g_01653	Syam.g_00949
OG0001460	Prab.g_00791	Syam.g_00753
OG0001461	Prab.g_01286	Syam.g_00928
OG0001462	Prab.g_00034	Syam.g_00041
OG0001465	Prab.g_00707	Syam.g_01250
OG0001468	Prab.g_01110	Syam.g_01435
OG0001471	Prab.g_01552	Syam.g_00195
OG0001472	Prab.g_01561	Syam.g_00833
OG0001473	Prab.g_01877	Syam.g_01440
OG0001474	Prab.g_00327	Syam.g_00464
OG0001480	Prab.g_00357	Syam.g_01755
OG0001482	Prab.g_00462	Syam.g_01154
OG0001484	Prab.g_00769	Syam.g_02378
OG0001492	Prab.g_01266	Syam.g_00865
OG0001493	Prab.g_01274	Syam.g_00857
OG0001499	Prab.g_00052	Syam.g_02154, Syam.g_01397
OG0001502	Prab.g_00810	Syam.g_00705
OG0001504	Prab.g_01652	Syam.g_00948
OG0001507	Prab.g_01586	Syam.g_00975
OG0001526	Prab.g_01729	Syam.g_02183
OG0001527	Prab.g_00567	Syam.g_00693
OG0001546	Prab.g_00528	Syam.g_00636
OG0001547	Prab.g_00812	Syam.g_01059
OG0001548	Prab.g_00816	Syam.g_01420
OG0001551	Prab.g_01196	Syam.g_00755
OG0001554	Prab.g_01560	Syam.g_02311
OG0001556	Prab.g_00785	Syam.g_00903
OG0001567	Prab.g_00811	Syam.g_01058
OG0001568	Prab.g_00813	Syam.g_01061
OG0001572	Prab.g_00415	Syam.g_00531
OG0001582	Prab.g_00473	Syam.g_01128
OG0001585	Prab.g_00399	Syam.g_01008
OG0001602	Prab.g_00706	Syam.g_01251
OG0001633	Prab.g_01357	Syam.g_01586
OG0001634	Prab.g_01589	Syam.g_01368
OG0001667	Prab.g_01305	Syam.g_00840
OG0001669	Prab.g_01292	Syam.g_00088
OG0001700	Prab.g_00790	Syam.g_01388
OG0001718	Prab.g_00352	Syam.g_01501
OG0001835	Prab.g_00398	Syam.g_00964
OG0001990	Prab.g_00410	Syam.g_02412
OG0001991	Prab.g_00796	Syam.g_01389
OG0002106	Prab.g_00374	Syam.g_00522
OG0002108	Prab.g_01293	Syam.g_01580, Syam.g_02048, Syam.g_00544
OG0002154	Prab.g_01383	Syam.g_02181
