Orthogroup	Prab	Syas
OG0001180	Prab.g_01808	Syas.g_01583
OG0001181	Prab.g_01812	Syas.g_01579
OG0001182	Prab.g_01819	Syas.g_01571
OG0001183	Prab.g_01823	Syas.g_01564
OG0001184	Prab.g_01838	Syas.g_02188
OG0001185	Prab.g_01852	Syas.g_02162
OG0001186	Prab.g_01875	Syas.g_02113
OG0001187	Prab.g_01880	Syas.g_02111
OG0001189	Prab.g_01899	Syas.g_02089
OG0001190	Prab.g_01903	Syas.g_01881
OG0001191	Prab.g_01913	Syas.g_01900
OG0001193	Prab.g_01928	Syas.g_01952
OG0001194	Prab.g_01929	Syas.g_01953
OG0001195	Prab.g_01930	Syas.g_01954
OG0001196	Prab.g_01943	Syas.g_02010
OG0001197	Prab.g_01944	Syas.g_02012
OG0001198	Prab.g_01952	Syas.g_02031
OG0001199	Prab.g_00066	Syas.g_02516
OG0001200	Prab.g_00068	Syas.g_02514
OG0001201	Prab.g_00099	Syas.g_02419
OG0001202	Prab.g_00190	Syas.g_02270
OG0001204	Prab.g_00233	Syas.g_01687
OG0001205	Prab.g_00448	Syas.g_02745
OG0001207	Prab.g_00481	Syas.g_01260
OG0001208	Prab.g_00486	Syas.g_01251
OG0001209	Prab.g_00539	Syas.g_00065
OG0001210	Prab.g_00544	Syas.g_00761
OG0001211	Prab.g_00554	Syas.g_00788
OG0001212	Prab.g_00600	Syas.g_00847
OG0001213	Prab.g_00634	Syas.g_00100
OG0001214	Prab.g_00642	Syas.g_00744
OG0001215	Prab.g_00695	Syas.g_02245
OG0001217	Prab.g_00768	Syas.g_01397, Syas.g_02493
OG0001218	Prab.g_00776	Syas.g_01309
OG0001219	Prab.g_00829	Syas.g_00399
OG0001220	Prab.g_00891	Syas.g_02447
OG0001221	Prab.g_01057	Syas.g_02669
OG0001222	Prab.g_01018	Syas.g_00448
OG0001223	Prab.g_00992	Syas.g_00541
OG0001225	Prab.g_00931	Syas.g_01017
OG0001226	Prab.g_01120	Syas.g_02506
OG0001227	Prab.g_01138	Syas.g_00824
OG0001228	Prab.g_01264	Syas.g_02195
OG0001229	Prab.g_01358	Syas.g_00285
OG0001230	Prab.g_01458	Syas.g_02806
OG0001231	Prab.g_01565	Syas.g_02050
OG0001232	Prab.g_01692	Syas.g_02649
OG0001233	Prab.g_01712	Syas.g_02592
OG0001234	Prab.g_01746	Syas.g_01310
OG0001235	Prab.g_01755	Syas.g_01646
OG0001237	Prab.g_01839	Syas.g_02187
OG0001238	Prab.g_01914	Syas.g_01901
OG0001239	Prab.g_00063	Syas.g_02519
OG0001240	Prab.g_00084	Syas.g_02435
OG0001241	Prab.g_00092	Syas.g_02427
OG0001242	Prab.g_00110	Syas.g_02398
OG0001244	Prab.g_00131	Syas.g_02370
OG0001245	Prab.g_00368	Syas.g_00524
OG0001246	Prab.g_00508	Syas.g_01829, Syas.g_01224
OG0001249	Prab.g_00818	Syas.g_01547
OG0001250	Prab.g_00880	Syas.g_00239
OG0001251	Prab.g_01083	Syas.g_00516, Syas.g_00408
OG0001252	Prab.g_00938	Syas.g_00994
OG0001253	Prab.g_01139	Syas.g_00143
OG0001255	Prab.g_01203	Syas.g_00492
OG0001256	Prab.g_01558	Syas.g_02698
OG0001257	Prab.g_01564	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Prab.g_01666	Syas.g_02688
OG0001259	Prab.g_01710	Syas.g_02594
OG0001260	Prab.g_01726	Syas.g_02572
OG0001261	Prab.g_01794	Syas.g_01599
OG0001262	Prab.g_01897	Syas.g_02091
OG0001265	Prab.g_00109	Syas.g_02399
OG0001266	Prab.g_00194	Syas.g_02266
OG0001267	Prab.g_00268	Syas.g_01753
OG0001268	Prab.g_00326	Syas.g_01535
OG0001269	Prab.g_00347	Syas.g_00510
OG0001270	Prab.g_00437	Syas.g_01499
OG0001271	Prab.g_00476	Syas.g_01336
OG0001272	Prab.g_00490	Syas.g_01247
OG0001273	Prab.g_00636	Syas.g_00751
OG0001274	Prab.g_00710	Syas.g_01849
OG0001275	Prab.g_00982	Syas.g_00554
OG0001276	Prab.g_00954	Syas.g_00215
OG0001277	Prab.g_01127	Syas.g_00110
OG0001278	Prab.g_01269	Syas.g_01074
OG0001279	Prab.g_01590	Syas.g_02792
OG0001280	Prab.g_01325	Syas.g_01095
OG0001281	Prab.g_01331	Syas.g_02845
OG0001282	Prab.g_01361	Syas.g_01262
OG0001284	Prab.g_01536	Syas.g_02124, Syas.g_02713
OG0001286	Prab.g_01806	Syas.g_01585
OG0001287	Prab.g_01859	Syas.g_00136
OG0001288	Prab.g_01868	Syas.g_02144
OG0001289	Prab.g_00079	Syas.g_02474
OG0001290	Prab.g_00091	Syas.g_02428
OG0001291	Prab.g_00125	Syas.g_02378
OG0001292	Prab.g_00238	Syas.g_01693
OG0001293	Prab.g_00250	Syas.g_01720
OG0001294	Prab.g_00366	Syas.g_00692
OG0001295	Prab.g_00472	Syas.g_00770
OG0001296	Prab.g_00513	Syas.g_01217
OG0001297	Prab.g_00518	Syas.g_01213
OG0001298	Prab.g_00581	Syas.g_00829
OG0001299	Prab.g_00671	Syas.g_00700
OG0001303	Prab.g_00749	Syas.g_00400
OG0001304	Prab.g_00944	Syas.g_00199
OG0001305	Prab.g_00925	Syas.g_01027
OG0001306	Prab.g_01205	Syas.g_01202
OG0001308	Prab.g_01476	Syas.g_02830
OG0001309	Prab.g_01562	Syas.g_00003
OG0001310	Prab.g_01681	Syas.g_02666
OG0001311	Prab.g_00952	Syas.g_00213
OG0001312	Prab.g_01029	Syas.g_00414
OG0001315	Prab.g_00053	Syas.g_01566
OG0001317	Prab.g_00225	Syas.g_02553
OG0001318	Prab.g_00246	Syas.g_01706
OG0001319	Prab.g_00261	Syas.g_01736
OG0001323	Prab.g_00523	Syas.g_00006
OG0001325	Prab.g_00728	Syas.g_00179
OG0001326	Prab.g_01095	Syas.g_01960, Syas.g_01961
OG0001327	Prab.g_01112	Syas.g_00687
OG0001329	Prab.g_01178	Syas.g_00773
OG0001331	Prab.g_01366	Syas.g_01267
OG0001333	Prab.g_01706	Syas.g_02598
OG0001336	Prab.g_01940	Syas.g_02003
OG0001339	Prab.g_00094	Syas.g_02425
OG0001345	Prab.g_01238	Syas.g_01132
OG0001346	Prab.g_01327	Syas.g_02853
OG0001348	Prab.g_01595	Syas.g_00119
OG0001349	Prab.g_01408	Syas.g_02643
OG0001353	Prab.g_00872	Syas.g_00228
OG0001354	Prab.g_01000	Syas.g_00526
OG0001356	Prab.g_00793	Syas.g_01715, Syas.g_00972
OG0001358	Prab.g_00624	Syas.g_00122
OG0001360	Prab.g_01140	Syas.g_01130
OG0001361	Prab.g_01235	Syas.g_01135
OG0001364	Prab.g_01829	Syas.g_02212
OG0001365	Prab.g_01907	Syas.g_01886
OG0001371	Prab.g_00684	Syas.g_02499
OG0001373	Prab.g_01096	Syas.g_01959
OG0001374	Prab.g_01088	Syas.g_01968
OG0001376	Prab.g_01106	Syas.g_00468
OG0001377	Prab.g_01107	Syas.g_00467
OG0001378	Prab.g_01149	Syas.g_01500
OG0001379	Prab.g_01320	Syas.g_02861
OG0001380	Prab.g_01349	Syas.g_00126
OG0001385	Prab.g_01099	Syas.g_01956
OG0001386	Prab.g_01098	Syas.g_01957
OG0001387	Prab.g_01097	Syas.g_01958
OG0001388	Prab.g_01094	Syas.g_01962
OG0001389	Prab.g_01093	Syas.g_01963
OG0001390	Prab.g_01092	Syas.g_01964
OG0001391	Prab.g_01091	Syas.g_01965
OG0001392	Prab.g_01090	Syas.g_01966
OG0001393	Prab.g_01089	Syas.g_01967
OG0001394	Prab.g_01053	Syas.g_00627
OG0001395	Prab.g_00942	Syas.g_00195
OG0001398	Prab.g_01603	Syas.g_02481
OG0001399	Prab.g_01748	Syas.g_02459
OG0001403	Prab.g_00030	Syas.g_02069
OG0001406	Prab.g_01105	Syas.g_00469
OG0001408	Prab.g_01123	Syas.g_00142
OG0001409	Prab.g_01226	Syas.g_00154
OG0001411	Prab.g_01391	Syas.g_01156
OG0001413	Prab.g_01551	Syas.g_01481
OG0001416	Prab.g_00464	Syas.g_01061
OG0001417	Prab.g_00474	Syas.g_00507
OG0001418	Prab.g_00689	Syas.g_01177
OG0001420	Prab.g_01158	Syas.g_00017
OG0001423	Prab.g_00406	Syas.g_02532
OG0001428	Prab.g_00163	Syas.g_02325
OG0001429	Prab.g_00830	Syas.g_00401
OG0001432	Prab.g_01549	Syas.g_01484
OG0001433	Prab.g_00792	Syas.g_01398
OG0001438	Prab.g_00281	Syas.g_01767
OG0001439	Prab.g_00295	Syas.g_01809
OG0001441	Prab.g_00525	Syas.g_00008
OG0001443	Prab.g_01604	Syas.g_01910
OG0001447	Prab.g_00116	Syas.g_02390
OG0001449	Prab.g_00389	Syas.g_02567
OG0001450	Prab.g_00692	Syas.g_02208, Syas.g_00474
OG0001451	Prab.g_00901	Syas.g_02342, Syas.g_02343
OG0001452	Prab.g_01081	Syas.g_01700
OG0001453	Prab.g_00988	Syas.g_00547
OG0001454	Prab.g_01133	Syas.g_01483
OG0001456	Prab.g_01197	Syas.g_01969
OG0001457	Prab.g_01198	Syas.g_01970
OG0001458	Prab.g_01199	Syas.g_01971
OG0001459	Prab.g_01557, Prab.g_01653	Syas.g_02778
OG0001460	Prab.g_00791	Syas.g_01399
OG0001461	Prab.g_01286	Syas.g_00566
OG0001471	Prab.g_01552	Syas.g_01819
OG0001473	Prab.g_01877	Syas.g_00323
OG0001474	Prab.g_00327	Syas.g_01534
OG0001480	Prab.g_00357	Syas.g_00771
OG0001482	Prab.g_00462	Syas.g_00535
OG0001484	Prab.g_00769	Syas.g_00166, Syas.g_00167
OG0001486	Prab.g_01217	Syas.g_01186
OG0001492	Prab.g_01266	Syas.g_01077
OG0001493	Prab.g_01274	Syas.g_01069
OG0001502	Prab.g_00810	Syas.g_00290
OG0001504	Prab.g_01652	Syas.g_02777
OG0001507	Prab.g_01586	Syas.g_01183
OG0001527	Prab.g_00567	Syas.g_00803
OG0001546	Prab.g_00528	Syas.g_00011
OG0001547	Prab.g_00812	Syas.g_00300
OG0001554	Prab.g_01560	Syas.g_00153
OG0001555	Prab.g_01575	Syas.g_00654
OG0001556	Prab.g_00785	Syas.g_00976, Syas.g_01679
OG0001565	Prab.g_00426	Syas.g_00351
OG0001567	Prab.g_00811	Syas.g_00294
OG0001568	Prab.g_00813	Syas.g_00368
OG0001570	Prab.g_01161	Syas.g_00309
OG0001584	Prab.g_01037	Syas.g_00607
OG0001587	Prab.g_01728	Syas.g_02569
OG0001634	Prab.g_01589	Syas.g_00697
OG0001666	Prab.g_01654	Syas.g_02785
OG0001700	Prab.g_00790	Syas.g_01390, Syas.g_01391
OG0001990	Prab.g_00410	Syas.g_01973
OG0002029	Prab.g_01655	Syas.g_01930, Syas.g_02786
OG0002097	Prab.g_01388	Syas.g_02623
OG0002107	Prab.g_00409	Syas.g_00272
OG0002225	Prab.g_00408	Syas.g_00273
OG0002227	Prab.g_00787	Syas.g_01904
OG0002274	Prab.g_01387	Syas.g_02624
OG0002369	Prab.g_01416	Syas.g_02628
OG0002622	Prab.g_01418	Syas.g_01892
OG0002892	Prab.g_00421	Syas.g_00908
