Orthogroup	Praf	Syab
OG0001157	Praf.g_01653	Syab.g_02175
OG0001158	Praf.g_00536	Syab.g_02176
OG0001159	Praf.g_00535	Syab.g_02177
OG0001160	Praf.g_00504	Syab.g_02231
OG0001161	Praf.g_01650	Syab.g_02797
OG0001162	Praf.g_01145	Syab.g_00893
OG0001163	Praf.g_00492	Syab.g_02241
OG0001164	Praf.g_00487	Syab.g_02247
OG0001165	Praf.g_00484	Syab.g_02252
OG0001166	Praf.g_00459	Syab.g_02296
OG0001167	Praf.g_00437	Syab.g_02322
OG0001168	Praf.g_00435	Syab.g_02324
OG0001169	Praf.g_00433	Syab.g_02326
OG0001170	Praf.g_00431	Syab.g_02328
OG0001171	Praf.g_00421	Syab.g_02339
OG0001172	Praf.g_02197	Syab.g_00371
OG0001173	Praf.g_02196	Syab.g_00372
OG0001174	Praf.g_02188	Syab.g_00380
OG0001175	Praf.g_02187	Syab.g_00381
OG0001176	Praf.g_02171	Syab.g_00398
OG0001177	Praf.g_02173	Syab.g_00396
OG0001178	Praf.g_00474	Syab.g_02263
OG0001179	Praf.g_02137	Syab.g_00427
OG0001180	Praf.g_02109	Syab.g_00453
OG0001181	Praf.g_02105	Syab.g_00457
OG0001182	Praf.g_02096	Syab.g_00467
OG0001183	Praf.g_02081	Syab.g_00474
OG0001184	Praf.g_02391	Syab.g_00196
OG0001185	Praf.g_00184	Syab.g_00119
OG0001186	Praf.g_00091	Syab.g_00085
OG0001187	Praf.g_00088	Syab.g_00081
OG0001188	Praf.g_00083	Syab.g_00079
OG0001189	Praf.g_00058	Syab.g_00058
OG0001190	Praf.g_02656	Syab.g_02755
OG0001191	Praf.g_02669	Syab.g_02771
OG0001192	Praf.g_02674	Syab.g_02778
OG0001193	Praf.g_02724	Syab.g_02827
OG0001194	Praf.g_02728	Syab.g_02833
OG0001195	Praf.g_02729	Syab.g_02834
OG0001196	Praf.g_02766	Syab.g_02896
OG0001197	Praf.g_02768	Syab.g_02898
OG0001198	Praf.g_02780	Syab.g_02911
OG0001199	Praf.g_00315	Syab.g_02440
OG0001200	Praf.g_00313	Syab.g_02442
OG0001201	Praf.g_00243	Syab.g_02501
OG0001203	Praf.g_00387	Syab.g_02369
OG0001204	Praf.g_02206	Syab.g_00353
OG0001205	Praf.g_01979	Syab.g_00593
OG0001206	Praf.g_01941	Syab.g_00641
OG0001207	Praf.g_00586	Syab.g_02088
OG0001208	Praf.g_00597	Syab.g_02098
OG0001209	Praf.g_00663	Syab.g_02038
OG0001210	Praf.g_00673	Syab.g_02030
OG0001211	Praf.g_00690	Syab.g_02013
OG0001212	Praf.g_00750	Syab.g_01955
OG0001213	Praf.g_01684	Syab.g_01886
OG0001214	Praf.g_01694	Syab.g_01872
OG0001215	Praf.g_01220	Syab.g_01171
OG0001216	Praf.g_01304	Syab.g_01269
OG0001217	Praf.g_00710	Syab.g_01464
OG0001218	Praf.g_01853	Syab.g_00723
OG0001220	Praf.g_01619	Syab.g_01737
OG0001221	Praf.g_01480	Syab.g_01607
OG0001222	Praf.g_02684	Syab.g_01396
OG0001223	Praf.g_01364	Syab.g_01345
OG0001224	Praf.g_01278	Syab.g_01214
OG0001225	Praf.g_01276	Syab.g_01212
OG0001226	Praf.g_00991	Syab.g_02450
OG0001227	Praf.g_00558	Syab.g_00891
OG0001228	Praf.g_00899	Syab.g_01697
OG0001229	Praf.g_00494	Syab.g_01184
OG0001230	Praf.g_01784	Syab.g_00791
OG0001231	Praf.g_00017	Syab.g_00017
OG0001232	Praf.g_00454	Syab.g_02306
OG0001233	Praf.g_00430	Syab.g_02329
OG0001234	Praf.g_02184	Syab.g_00385
OG0001235	Praf.g_02176	Syab.g_00391
OG0001236	Praf.g_02387	Syab.g_00200
OG0001237	Praf.g_02392	Syab.g_00192
OG0001238	Praf.g_02670	Syab.g_02773
OG0001239	Praf.g_00318	Syab.g_02437
OG0001240	Praf.g_00260	Syab.g_02484
OG0001241	Praf.g_00250	Syab.g_02494
OG0001243	Praf.g_02402	Syab.g_02533
OG0001244	Praf.g_02429	Syab.g_02561
OG0001245	Praf.g_01003	Syab.g_01762
OG0001246	Praf.g_00624	Syab.g_02126
OG0001247	Praf.g_01572	Syab.g_02825
OG0001248	Praf.g_01210	Syab.g_01163
OG0001249	Praf.g_02063	Syab.g_00514
OG0001250	Praf.g_01598	Syab.g_01714
OG0001252	Praf.g_01284	Syab.g_01228
OG0001253	Praf.g_01008	Syab.g_01761
OG0001254	Praf.g_02691	Syab.g_01749
OG0001255	Praf.g_01134	Syab.g_01846
OG0001256	Praf.g_00497	Syab.g_02238
OG0001258	Praf.g_00486	Syab.g_02250
OG0001259	Praf.g_00432	Syab.g_02327
OG0001260	Praf.g_00403	Syab.g_02350
OG0001261	Praf.g_02128	Syab.g_00436
OG0001262	Praf.g_00061	Syab.g_00060
OG0001263	Praf.g_02404	Syab.g_02536
OG0001265	Praf.g_00217	Syab.g_02523
OG0001266	Praf.g_02522	Syab.g_02639
OG0001267	Praf.g_02279	Syab.g_00295
OG0001268	Praf.g_02048	Syab.g_00529
OG0001269	Praf.g_01616	Syab.g_01809
OG0001270	Praf.g_01991	Syab.g_00579
OG0001271	Praf.g_01910	Syab.g_00694
OG0001272	Praf.g_00601	Syab.g_02102
OG0001273	Praf.g_01687	Syab.g_01878
OG0001274	Praf.g_02550	Syab.g_02706
OG0001275	Praf.g_01351	Syab.g_01330
OG0001276	Praf.g_01334	Syab.g_01313
OG0001277	Praf.g_02752	Syab.g_02163
OG0001278	Praf.g_00893	Syab.g_01152
OG0001279	Praf.g_01769	Syab.g_01807
OG0001280	Praf.g_00798	Syab.g_00918
OG0001281	Praf.g_00789	Syab.g_00906
OG0001283	Praf.g_02762	Syab.g_02885
OG0001285	Praf.g_00450	Syab.g_02309
OG0001286	Praf.g_02111	Syab.g_00451
OG0001287	Praf.g_00176	Syab.g_00111
OG0001288	Praf.g_00158	Syab.g_00094
OG0001290	Praf.g_00251	Syab.g_02493
OG0001291	Praf.g_02414	Syab.g_02546
OG0001292	Praf.g_02211	Syab.g_00348
OG0001293	Praf.g_02252	Syab.g_00322
OG0001294	Praf.g_01750	Syab.g_01564
OG0001295	Praf.g_00676	Syab.g_01215
OG0001298	Praf.g_00722	Syab.g_01980
OG0001300	Praf.g_01206	Syab.g_01180
OG0001301	Praf.g_01122	Syab.g_01197
OG0001302	Praf.g_00360	Syab.g_01844
OG0001303	Praf.g_01431	Syab.g_01424
OG0001307	Praf.g_01893	Syab.g_01552
OG0001308	Praf.g_01808	Syab.g_00759
OG0001309	Praf.g_00639	Syab.g_02142
OG0001310	Praf.g_00465	Syab.g_02288
OG0001311	Praf.g_01332	Syab.g_01311
OG0001312	Praf.g_01421	Syab.g_01414
OG0001313	Praf.g_01931	Syab.g_00652, Syab.g_00660
OG0001313	Praf.g_01933	Syab.g_00651
OG0001316	Praf.g_02421	Syab.g_02552
OG0001319	Praf.g_02269	Syab.g_00306
OG0001321	Praf.g_01961	Syab.g_00616
OG0001322	Praf.g_01960	Syab.g_00617
OG0001323	Praf.g_00642	Syab.g_02145
OG0001324	Praf.g_01205	Syab.g_01181
OG0001326	Praf.g_02735	Syab.g_02841
OG0001327	Praf.g_01640	Syab.g_01643
OG0001328	Praf.g_01473	Syab.g_01616
OG0001329	Praf.g_00960	Syab.g_00361
OG0001330	Praf.g_00805	Syab.g_00925
OG0001331	Praf.g_00578	Syab.g_02081
OG0001332	Praf.g_00554	Syab.g_02165
OG0001333	Praf.g_00436	Syab.g_02323
OG0001334	Praf.g_02077	Syab.g_00483
OG0001335	Praf.g_02076	Syab.g_00484
OG0001336	Praf.g_02763	Syab.g_02886
OG0001337	Praf.g_02067	Syab.g_00480, Syab.g_00502
OG0001339	Praf.g_00248	Syab.g_02496
OG0001340	Praf.g_02066	Syab.g_00503
OG0001341	Praf.g_01580	Syab.g_01779
OG0001344	Praf.g_00859	Syab.g_00974
OG0001347	Praf.g_00085	Syab.g_02830
OG0001348	Praf.g_02569	Syab.g_01258
OG0001351	Praf.g_01958	Syab.g_00625
OG0001353	Praf.g_01589, Praf.g_01588	Syab.g_01702
OG0001354	Praf.g_01375	Syab.g_01358
OG0001358	Praf.g_01665	Syab.g_01900
OG0001360	Praf.g_00936	Syab.g_01010
OG0001361	Praf.g_00883	Syab.g_00154, Syab.g_01005
OG0001362	Praf.g_01818	Syab.g_00754
OG0001363	Praf.g_01820	Syab.g_00752
OG0001365	Praf.g_02661	Syab.g_02760
OG0001369	Praf.g_00261	Syab.g_02483
OG0001370	Praf.g_01578	Syab.g_01831
OG0001373	Praf.g_02734	Syab.g_02840
OG0001374	Praf.g_02742	Syab.g_02848
OG0001376	Praf.g_02677	Syab.g_02782
OG0001377	Praf.g_02676	Syab.g_02781
OG0001378	Praf.g_01997	Syab.g_00578
OG0001379	Praf.g_00803	Syab.g_00923
OG0001381	Praf.g_01294	Syab.g_01937
OG0001382	Praf.g_01298	Syab.g_00393
OG0001383	Praf.g_01157	Syab.g_02713, Syab.g_02727, Syab.g_02733
OG0001383	Praf.g_00393	Syab.g_02364
OG0001383	Praf.g_00394	Syab.g_02363
OG0001385	Praf.g_02731	Syab.g_02837
OG0001386	Praf.g_02732	Syab.g_02838
OG0001387	Praf.g_02733	Syab.g_02839
OG0001388	Praf.g_02736	Syab.g_02842
OG0001389	Praf.g_02737	Syab.g_02843
OG0001390	Praf.g_02738	Syab.g_02844
OG0001391	Praf.g_02739	Syab.g_02845
OG0001392	Praf.g_02740	Syab.g_02846
OG0001393	Praf.g_02741	Syab.g_02847
OG0001394	Praf.g_01496	Syab.g_01599
OG0001396	Praf.g_00084	Syab.g_02831
OG0001397	Praf.g_01819	Syab.g_00753
OG0001398	Praf.g_01004	Syab.g_02457
OG0001400	Praf.g_02427, Praf.g_02594	Syab.g_02557
OG0001401	Praf.g_01593	Syab.g_01708
OG0001402	Praf.g_01670	Syab.g_01896
OG0001405	Praf.g_02074	Syab.g_00486
OG0001406	Praf.g_02678	Syab.g_02783
OG0001409	Praf.g_00870	Syab.g_00988
OG0001410	Praf.g_01894	Syab.g_01550
OG0001412	Praf.g_00086	Syab.g_02829
OG0001414	Praf.g_00374	Syab.g_01938
OG0001415	Praf.g_00744	Syab.g_02471
OG0001416	Praf.g_00792	Syab.g_00909
OG0001425	Praf.g_02673	Syab.g_02777
OG0001434	Praf.g_01500	Syab.g_01594
OG0001435	Praf.g_01457	Syab.g_01637
OG0001436	Praf.g_02363	Syab.g_00217
OG0001436	Praf.g_02364	Syab.g_00216
OG0001438	Praf.g_02294	Syab.g_00280
OG0001442	Praf.g_01504	Syab.g_01583
OG0001443	Praf.g_00493	Syab.g_02794
OG0001444	Praf.g_00166	Syab.g_00101
OG0001444	Praf.g_00266	Syab.g_02479
OG0001449	Praf.g_00353	Syab.g_00357
OG0001450	Praf.g_01230	Syab.g_01081
OG0001452	Praf.g_00953	Syab.g_00338
OG0001461	Praf.g_01953	Syab.g_01754
OG0001462	Praf.g_00043	Syab.g_00042
OG0001463	Praf.g_02287	Syab.g_01104
OG0001472	Praf.g_01248	Syab.g_01800
OG0001476	Praf.g_00865	Syab.g_00984
OG0001477	Praf.g_01119	Syab.g_01191
OG0001478	Praf.g_01925	Syab.g_00260, Syab.g_00661
OG0001479	Praf.g_02050	Syab.g_00527
OG0001484	Praf.g_01297	Syab.g_02849
OG0001488	Praf.g_00876	Syab.g_00994
OG0001489	Praf.g_02100	Syab.g_00462
OG0001494	Praf.g_00110	Syab.g_00180
OG0001496	Praf.g_01115	Syab.g_01188
OG0001497	Praf.g_01118	Syab.g_01190
OG0001498	Praf.g_02014	Syab.g_00552
OG0001510	Praf.g_00172	Syab.g_00103
OG0001511	Praf.g_00232	Syab.g_02509
OG0001512	Praf.g_00389	Syab.g_02368
OG0001513	Praf.g_00988	Syab.g_00470
OG0001513	Praf.g_01976	Syab.g_00193
OG0001514	Praf.g_01114	Syab.g_01187
OG0001515	Praf.g_01214	Syab.g_01176
OG0001516	Praf.g_01740	Syab.g_01554
OG0001517	Praf.g_02053	Syab.g_00524
OG0001518	Praf.g_02672	Syab.g_02775
OG0001519	Praf.g_02682	Syab.g_02796
OG0001522	Praf.g_02169	Syab.g_01703
OG0001525	Praf.g_00977	Syab.g_01823
OG0001527	Praf.g_00704	Syab.g_01998
OG0001529	Praf.g_00051	Syab.g_00051
OG0001530	Praf.g_00238	Syab.g_02507
OG0001531	Praf.g_00390	Syab.g_02367
OG0001532	Praf.g_00924	Syab.g_01024
OG0001533	Praf.g_01998	Syab.g_00576
OG0001533	Praf.g_00996	Syab.g_00636
OG0001534	Praf.g_01324	Syab.g_01297
OG0001535	Praf.g_01336	Syab.g_01316
OG0001536	Praf.g_01396	Syab.g_01388
OG0001537	Praf.g_01488	Syab.g_01606
OG0001538	Praf.g_01535	Syab.g_01278
OG0001539	Praf.g_01637	Syab.g_01641
OG0001540	Praf.g_02406	Syab.g_02538
OG0001541	Praf.g_02478	Syab.g_02603
OG0001542	Praf.g_02496	Syab.g_02614
OG0001543	Praf.g_02571	Syab.g_02686
OG0001544	Praf.g_02681	Syab.g_02795
OG0001545	Praf.g_02751	Syab.g_02874
OG0001555	Praf.g_00345	Syab.g_02418
OG0001558	Praf.g_00020	Syab.g_00021
OG0001559	Praf.g_00239	Syab.g_02506
OG0001560	Praf.g_00252	Syab.g_02492
OG0001561	Praf.g_01330	Syab.g_01309
OG0001562	Praf.g_01344	Syab.g_01324
OG0001565	Praf.g_01576	Syab.g_01837
OG0001572	Praf.g_01094	Syab.g_02215
OG0001573	Praf.g_01943, Praf.g_00438, Praf.g_01171	Syab.g_01264
OG0001574	Praf.g_00702	Syab.g_02000
OG0001575	Praf.g_00707	Syab.g_01995
OG0001576	Praf.g_00778	Syab.g_00896
OG0001577	Praf.g_00835	Syab.g_00964
OG0001579	Praf.g_02070	Syab.g_00489, Syab.g_00494
OG0001580	Praf.g_02612	Syab.g_02740
OG0001586	Praf.g_00115	Syab.g_00181
OG0001589	Praf.g_00428	Syab.g_02331
OG0001590	Praf.g_01617	Syab.g_01753
OG0001591	Praf.g_01642	Syab.g_01566
OG0001592	Praf.g_02613	Syab.g_02741
OG0001614	Praf.g_00186	Syab.g_00121
OG0001615	Praf.g_00682	Syab.g_01727
OG0001616	Praf.g_00915	Syab.g_01013
OG0001617	Praf.g_01199	Syab.g_01183
OG0001618	Praf.g_01312	Syab.g_01665
OG0001619	Praf.g_01406	Syab.g_01399
OG0001620	Praf.g_02040	Syab.g_00535
OG0001621	Praf.g_02241	Syab.g_00337
OG0001622	Praf.g_02761	Syab.g_02884
OG0001627	Praf.g_00545	Syab.g_02167
OG0001634	Praf.g_01746	Syab.g_01560
OG0001635	Praf.g_00968	Syab.g_00090
OG0001636	Praf.g_00042	Syab.g_00041
OG0001637	Praf.g_00413	Syab.g_02344
OG0001638	Praf.g_00467	Syab.g_02270
OG0001639	Praf.g_00541	Syab.g_02170
OG0001640	Praf.g_01288	Syab.g_01233
OG0001641	Praf.g_01361	Syab.g_01341
OG0001642	Praf.g_01615	Syab.g_02027
OG0001643	Praf.g_01697	Syab.g_01869
OG0001652	Praf.g_00018	Syab.g_00019
OG0001653	Praf.g_00263	Syab.g_02482
OG0001654	Praf.g_00543	Syab.g_02168
OG0001655	Praf.g_02586, Praf.g_02006	Syab.g_02056, Syab.g_02672
OG0001656	Praf.g_02071	Syab.g_00493
OG0001657	Praf.g_02443	Syab.g_02575
OG0001658	Praf.g_02655	Syab.g_02754
OG0001671	Praf.g_02564	Syab.g_02691
OG0001672	Praf.g_00307	Syab.g_02448
OG0001673	Praf.g_00377	Syab.g_02375
OG0001674	Praf.g_00409	Syab.g_01525
OG0001675	Praf.g_01347, Praf.g_01345	Syab.g_01326
OG0001676	Praf.g_02068	Syab.g_00492
OG0001677	Praf.g_02080	Syab.g_00475
OG0001678	Praf.g_02198	Syab.g_00370
OG0001692	Praf.g_01789	Syab.g_00782
OG0001693	Praf.g_02009	Syab.g_01209
OG0001694	Praf.g_02281	Syab.g_00293
OG0001695	Praf.g_02747	Syab.g_02869
OG0001702	Praf.g_00295, Praf.g_00293, Praf.g_00286	Syab.g_02470
OG0001703	Praf.g_00587	Syab.g_02089
OG0001712	Praf.g_01581	Syab.g_01764
OG0001715	Praf.g_01024	Syab.g_01788
OG0001716	Praf.g_01611	Syab.g_01734
OG0001726	Praf.g_01442	Syab.g_01087
OG0001729	Praf.g_00395	Syab.g_02362
OG0001730	Praf.g_00397	Syab.g_02358
OG0001731	Praf.g_00527	Syab.g_02188
OG0001732	Praf.g_00909	Syab.g_01045
OG0001734	Praf.g_01613	Syab.g_01735
OG0001735	Praf.g_01732	Syab.g_01535
OG0001737	Praf.g_02299	Syab.g_00274
OG0001738	Praf.g_02334	Syab.g_00233
OG0001739	Praf.g_02744	Syab.g_02867
OG0001740	Praf.g_02750	Syab.g_02871
OG0001747	Praf.g_02425	Syab.g_02559
OG0001748	Praf.g_02562	Syab.g_02693
OG0001750	Praf.g_00265	Syab.g_02480
OG0001751	Praf.g_00376	Syab.g_02376
OG0001752	Praf.g_00401	Syab.g_02354
OG0001753	Praf.g_00407	Syab.g_02347
OG0001754	Praf.g_00410	Syab.g_02346
OG0001755	Praf.g_00638	Syab.g_02141
OG0001756	Praf.g_00780	Syab.g_02787, Syab.g_02780
OG0001758	Praf.g_01061	Syab.g_01483
OG0001759	Praf.g_01169	Syab.g_00572, Syab.g_01121
OG0001761	Praf.g_01255	Syab.g_01920
OG0001762	Praf.g_01354	Syab.g_01333
OG0001763	Praf.g_01365	Syab.g_01346
OG0001764	Praf.g_01439	Syab.g_01436
OG0001765	Praf.g_01647	Syab.g_02799, Syab.g_01263
OG0001766	Praf.g_02306, Praf.g_02309, Praf.g_02312	Syab.g_00263
OG0001767	Praf.g_02362	Syab.g_00218
OG0001768	Praf.g_02503	Syab.g_02620
OG0001783	Praf.g_00181	Syab.g_00116
OG0001784	Praf.g_00277, Praf.g_00270	Syab.g_02474, Syab.g_02476
OG0001785	Praf.g_00412, Praf.g_00411	Syab.g_02345
OG0001786	Praf.g_00510	Syab.g_02213
OG0001787	Praf.g_00659	Syab.g_02042
OG0001788	Praf.g_00662	Syab.g_02039
OG0001789	Praf.g_00797	Syab.g_00916
OG0001790	Praf.g_00828	Syab.g_00948
OG0001791	Praf.g_00867	Syab.g_00986
OG0001792	Praf.g_00903	Syab.g_01053
OG0001794	Praf.g_01071	Syab.g_01301, Syab.g_01300
OG0001796	Praf.g_01342	Syab.g_01322
OG0001797	Praf.g_01413	Syab.g_01407
OG0001798	Praf.g_01672	Syab.g_01894
OG0001799	Praf.g_01715	Syab.g_01854
OG0001800	Praf.g_01771	Syab.g_00819
OG0001801	Praf.g_01780	Syab.g_00804
OG0001803	Praf.g_01983	Syab.g_00589
OG0001804	Praf.g_02013	Syab.g_00553
OG0001805	Praf.g_02216	Syab.g_00342
OG0001806	Praf.g_02270	Syab.g_00305
OG0001807	Praf.g_02365	Syab.g_00215
OG0001808	Praf.g_02374	Syab.g_00209
OG0001809	Praf.g_02417	Syab.g_02549
OG0001811	Praf.g_02493	Syab.g_02612
OG0001812	Praf.g_02614	Syab.g_02742
OG0001813	Praf.g_02701	Syab.g_02810
OG0001814	Praf.g_02769	Syab.g_02899
OG0001815	Praf.g_02778	Syab.g_02909
OG0001835	Praf.g_01120	Syab.g_01059
OG0001837	Praf.g_02563	Syab.g_02692
OG0001838	Praf.g_00008	Syab.g_00008
OG0001839	Praf.g_00038	Syab.g_00037
OG0001840	Praf.g_00057	Syab.g_00057
OG0001841	Praf.g_00065	Syab.g_00064
OG0001843	Praf.g_00187	Syab.g_00122
OG0001844	Praf.g_00188	Syab.g_00123
OG0001845	Praf.g_00190	Syab.g_00124
OG0001846	Praf.g_00215	Syab.g_02526
OG0001847	Praf.g_00216	Syab.g_02524
OG0001848	Praf.g_00220	Syab.g_02520
OG0001849	Praf.g_00298	Syab.g_02464
OG0001850	Praf.g_00305	Syab.g_02451
OG0001851	Praf.g_00311	Syab.g_02444
OG0001852	Praf.g_00312	Syab.g_02443
OG0001853	Praf.g_00319	Syab.g_02436
OG0001854	Praf.g_00380	Syab.g_02371
OG0001856	Praf.g_00506	Syab.g_02228
OG0001857	Praf.g_00509	Syab.g_02225
OG0001858	Praf.g_00531	Syab.g_02183
OG0001859	Praf.g_00574	Syab.g_02077
OG0001860	Praf.g_00588	Syab.g_02091
OG0001861	Praf.g_00602	Syab.g_02103
OG0001862	Praf.g_00613	Syab.g_02115
OG0001863	Praf.g_00618	Syab.g_02121
OG0001864	Praf.g_00671	Syab.g_02032
OG0001865	Praf.g_00736	Syab.g_01801, Syab.g_01966
OG0001866	Praf.g_00762	Syab.g_01933
OG0001867	Praf.g_00772	Syab.g_01922
OG0001868	Praf.g_00793	Syab.g_00910
OG0001869	Praf.g_00834	Syab.g_00963
OG0001870	Praf.g_00857	Syab.g_00972
OG0001871	Praf.g_00862	Syab.g_00977
OG0001872	Praf.g_00896	Syab.g_01058
OG0001873	Praf.g_00916	Syab.g_01014
OG0001874	Praf.g_00935	Syab.g_01011
OG0001875	Praf.g_01062	Syab.g_01493
OG0001876	Praf.g_01063	Syab.g_01494
OG0001877	Praf.g_01213	Syab.g_01177
OG0001878	Praf.g_01350	Syab.g_01329
OG0001879	Praf.g_01357	Syab.g_01336
OG0001880	Praf.g_01389	Syab.g_01379
OG0001881	Praf.g_01390	Syab.g_01380
OG0001882	Praf.g_01410	Syab.g_01404
OG0001883	Praf.g_01414	Syab.g_01408
OG0001884	Praf.g_01423	Syab.g_01805
OG0001885	Praf.g_01434	Syab.g_01431
OG0001886	Praf.g_01438	Syab.g_01435
OG0001887	Praf.g_01472	Syab.g_01617
OG0001888	Praf.g_01513	Syab.g_01592
OG0001889	Praf.g_01544	Syab.g_01288
OG0001890	Praf.g_01605	Syab.g_01721
OG0001891	Praf.g_01609	Syab.g_01725
OG0001892	Praf.g_01621	Syab.g_01838
OG0001893	Praf.g_01673	Syab.g_01893
OG0001894	Praf.g_01691	Syab.g_01874
OG0001895	Praf.g_01774	Syab.g_00813
OG0001896	Praf.g_02000	Syab.g_00574
OG0001897	Praf.g_02046	Syab.g_00532
OG0001898	Praf.g_02064	Syab.g_00513
OG0001899	Praf.g_02130	Syab.g_00434
OG0001900	Praf.g_02253	Syab.g_00320
OG0001901	Praf.g_02254	Syab.g_00319
OG0001902	Praf.g_02286	Syab.g_00288
OG0001903	Praf.g_02295	Syab.g_00279
OG0001904	Praf.g_02367	Syab.g_00213
OG0001905	Praf.g_02376	Syab.g_00206
OG0001906	Praf.g_02407	Syab.g_02539
OG0001908	Praf.g_02479	Syab.g_02605
OG0001909	Praf.g_02501	Syab.g_02618
OG0001910	Praf.g_02558	Syab.g_02697
OG0001912	Praf.g_02666	Syab.g_02765
OG0001913	Praf.g_02668	Syab.g_02769
OG0001914	Praf.g_02695	Syab.g_01751
OG0001929	Praf.g_00073	Syab.g_00071
OG0001932	Praf.g_00185	Syab.g_00120
OG0001933	Praf.g_00241	Syab.g_02503
OG0001934	Praf.g_00256	Syab.g_02488
OG0001935	Praf.g_00314	Syab.g_02441
OG0001936	Praf.g_00347	Syab.g_01467
OG0001937	Praf.g_00519	Syab.g_02196
OG0001938	Praf.g_00590	Syab.g_02093
OG0001939	Praf.g_00680	Syab.g_01845
OG0001940	Praf.g_00721	Syab.g_01981
OG0001941	Praf.g_00788	Syab.g_00905
OG0001943	Praf.g_00868	Syab.g_00987
OG0001944	Praf.g_00967	Syab.g_01442
OG0001946	Praf.g_01208	Syab.g_01178
OG0001947	Praf.g_01290	Syab.g_01235
OG0001948	Praf.g_01363	Syab.g_01344
OG0001949	Praf.g_01379	Syab.g_01363
OG0001950	Praf.g_01381	Syab.g_01365
OG0001951	Praf.g_01391	Syab.g_01381
OG0001952	Praf.g_01411	Syab.g_01405
OG0001953	Praf.g_01412	Syab.g_01406
OG0001957	Praf.g_01679	Syab.g_01888
OG0001958	Praf.g_01735	Syab.g_01537
OG0001960	Praf.g_01885	Syab.g_00717
OG0001961	Praf.g_01912	Syab.g_00692
OG0001964	Praf.g_02186	Syab.g_00383
OG0001965	Praf.g_02240	Syab.g_02045
OG0001966	Praf.g_02248	Syab.g_00326
OG0001967	Praf.g_02250	Syab.g_00324
OG0001968	Praf.g_02251	Syab.g_00323
OG0001969	Praf.g_02317	Syab.g_00251
OG0001970	Praf.g_02409	Syab.g_02541
OG0001971	Praf.g_02499	Syab.g_02616
OG0001972	Praf.g_02546	Syab.g_02710
OG0001973	Praf.g_02607	Syab.g_02720
OG0001974	Praf.g_02653	Syab.g_02750
OG0001975	Praf.g_02694	Syab.g_01750
OG0001976	Praf.g_02696	Syab.g_01752
OG0001995	Praf.g_00667	Syab.g_00345
OG0001997	Praf.g_00267	Syab.g_02478
OG0001999	Praf.g_00439	Syab.g_02321
OG0002000	Praf.g_00640	Syab.g_02143
OG0002002	Praf.g_00897	Syab.g_01057
OG0002003	Praf.g_01216	Syab.g_01175
OG0002004	Praf.g_01229	Syab.g_00198, Syab.g_02255
OG0002006	Praf.g_01291	Syab.g_01236
OG0002007	Praf.g_01292	Syab.g_01237
OG0002008	Praf.g_01352	Syab.g_01331
OG0002009	Praf.g_01491	Syab.g_01603
OG0002011	Praf.g_02010	Syab.g_00559
OG0002012	Praf.g_02093	Syab.g_00618
OG0002013	Praf.g_02338	Syab.g_02456
OG0002014	Praf.g_02352	Syab.g_00221
OG0002016	Praf.g_02565	Syab.g_02690
OG0002017	Praf.g_02721	Syab.g_02823
OG0002018	Praf.g_02749	Syab.g_02870
OG0002037	Praf.g_00593	Syab.g_01139, Syab.g_00262
OG0002038	Praf.g_00864	Syab.g_00979
OG0002039	Praf.g_00877	Syab.g_00998
OG0002040	Praf.g_00878	Syab.g_00999
OG0002041	Praf.g_01367	Syab.g_01348
OG0002042	Praf.g_01386	Syab.g_01376
OG0002043	Praf.g_01430	Syab.g_01422
OG0002044	Praf.g_01587	Syab.g_01701
OG0002045	Praf.g_01914	Syab.g_00672
OG0002046	Praf.g_01927	Syab.g_00666
OG0002048	Praf.g_02083	Syab.g_00471
OG0002049	Praf.g_02178	Syab.g_00389
OG0002050	Praf.g_02261	Syab.g_00314
OG0002051	Praf.g_02477	Syab.g_02602
OG0002110	Praf.g_01468	Syab.g_00077
OG0002111	Praf.g_00845	Syab.g_00832
OG0002113	Praf.g_00039	Syab.g_00038
OG0002115	Praf.g_00488	Syab.g_02246
OG0002116	Praf.g_00514	Syab.g_02201
OG0002117	Praf.g_00871	Syab.g_00989
OG0002118	Praf.g_00907	Syab.g_01048
OG0002119	Praf.g_00934	Syab.g_02685
OG0002121	Praf.g_01090	Syab.g_00801
OG0002122	Praf.g_01217	Syab.g_01174
OG0002123	Praf.g_01306	Syab.g_01271
OG0002124	Praf.g_01610	Syab.g_01732
OG0002128	Praf.g_02693	Syab.g_01746
OG0002159	Praf.g_00167	Syab.g_02737, Syab.g_00102
OG0002162	Praf.g_00715	Syab.g_01987
OG0002163	Praf.g_00781	Syab.g_02786, Syab.g_02779
OG0002166	Praf.g_01222	Syab.g_01169
OG0002167	Praf.g_01236	Syab.g_01848
OG0002168	Praf.g_01289	Syab.g_01234
OG0002170	Praf.g_02057	Syab.g_00520
OG0002172	Praf.g_02561	Syab.g_02694
OG0002173	Praf.g_02573	Syab.g_02683
OG0002174	Praf.g_02722	Syab.g_02824
OG0002231	Praf.g_01235	Syab.g_00926
OG0002233	Praf.g_01254	Syab.g_02359
OG0002234	Praf.g_01300	Syab.g_00633
OG0002235	Praf.g_01505	Syab.g_01584
OG0002236	Praf.g_01624	Syab.g_01545
OG0002237	Praf.g_01686	Syab.g_01880
OG0002238	Praf.g_01724	Syab.g_01469
