Orthogroup	Praf	Prbn
OG0001120	Praf.g_01366	Prbn.g_01401
OG0001122	Praf.g_01340	Prbn.g_01381
OG0001123	Praf.g_01333	Prbn.g_01375
OG0001124	Praf.g_01331	Prbn.g_01373
OG0001125	Praf.g_01329	Prbn.g_01371
OG0001126	Praf.g_01287	Prbn.g_01460
OG0001127	Praf.g_01286	Prbn.g_01461
OG0001128	Praf.g_01283	Prbn.g_01463
OG0001129	Praf.g_01281	Prbn.g_01464
OG0001130	Praf.g_01280	Prbn.g_01465
OG0001131	Praf.g_01296	Prbn.g_00692
OG0001132	Praf.g_01652	Prbn.g_01039
OG0001133	Praf.g_01671	Prbn.g_01239
OG0001134	Praf.g_02690	Prbn.g_01650
OG0001136	Praf.g_00852	Prbn.g_01186
OG0001137	Praf.g_00872	Prbn.g_01198
OG0001138	Praf.g_00923	Prbn.g_00392
OG0001139	Praf.g_00925	Prbn.g_00394
OG0001140	Praf.g_00926	Prbn.g_00395
OG0001141	Praf.g_00927	Prbn.g_00396
OG0001142	Praf.g_00928	Prbn.g_00397
OG0001143	Praf.g_00912	Prbn.g_00404
OG0001144	Praf.g_00904	Prbn.g_00409
OG0001145	Praf.g_00806	Prbn.g_01092
OG0001146	Praf.g_00790	Prbn.g_01080
OG0001147	Praf.g_01897	Prbn.g_01060
OG0001148	Praf.g_00582	Prbn.g_01242
OG0001149	Praf.g_00581	Prbn.g_00153
OG0001150	Praf.g_00580	Prbn.g_00154
OG0001151	Praf.g_00568	Prbn.g_00165
OG0001152	Praf.g_00567	Prbn.g_00166
OG0001153	Praf.g_01842	Prbn.g_00244
OG0001154	Praf.g_01843	Prbn.g_00245
OG0001155	Praf.g_00540	Prbn.g_00262
OG0001156	Praf.g_00537	Prbn.g_00265
OG0001157	Praf.g_01653	Prbn.g_00266
OG0001158	Praf.g_00536	Prbn.g_00267
OG0001159	Praf.g_00535	Prbn.g_00268
OG0001160	Praf.g_00504	Prbn.g_00900
OG0001161	Praf.g_01650	Prbn.g_01688
OG0001162	Praf.g_01145	Prbn.g_00134
OG0001163	Praf.g_00492	Prbn.g_01736
OG0001164	Praf.g_00487	Prbn.g_01740
OG0001165	Praf.g_00484	Prbn.g_01743
OG0001166	Praf.g_00459	Prbn.g_01764
OG0001167	Praf.g_00437	Prbn.g_01782
OG0001168	Praf.g_00435	Prbn.g_01784
OG0001169	Praf.g_00433	Prbn.g_01786
OG0001170	Praf.g_00431	Prbn.g_01788
OG0001171	Praf.g_00421	Prbn.g_01798
OG0001172	Praf.g_02197	Prbn.g_01814
OG0001173	Praf.g_02196	Prbn.g_01815
OG0001174	Praf.g_02188	Prbn.g_01823
OG0001175	Praf.g_02187	Prbn.g_01824
OG0001176	Praf.g_02171	Prbn.g_01832
OG0001177	Praf.g_02173	Prbn.g_01834
OG0001178	Praf.g_00474	Prbn.g_01750
OG0001179	Praf.g_02137	Prbn.g_01864
OG0001180	Praf.g_02109	Prbn.g_01887
OG0001181	Praf.g_02105	Prbn.g_01891
OG0001182	Praf.g_02096	Prbn.g_01899
OG0001183	Praf.g_02081	Prbn.g_01904
OG0001184	Praf.g_02391	Prbn.g_01017
OG0001185	Praf.g_00184	Prbn.g_01001
OG0001186	Praf.g_00091	Prbn.g_00977
OG0001187	Praf.g_00088	Prbn.g_00974
OG0001188	Praf.g_00083	Prbn.g_00972
OG0001189	Praf.g_00058	Prbn.g_00956
OG0001190	Praf.g_02656	Prbn.g_00951
OG0001191	Praf.g_02669	Prbn.g_00941
OG0001192	Praf.g_02674	Prbn.g_00936
OG0001193	Praf.g_02724	Prbn.g_00924
OG0001194	Praf.g_02728	Prbn.g_00923
OG0001195	Praf.g_02729	Prbn.g_00922
OG0001196	Praf.g_02766	Prbn.g_00906
OG0001198	Praf.g_02780	Prbn.g_00297
OG0001199	Praf.g_00315	Prbn.g_00703
OG0001201	Praf.g_00243	Prbn.g_01311
OG0001203	Praf.g_00387	Prbn.g_00312
OG0001204	Praf.g_02206	Prbn.g_00306
OG0001205	Praf.g_01979	Prbn.g_00668
OG0001206	Praf.g_01941	Prbn.g_00648
OG0001207	Praf.g_00586	Prbn.g_00637
OG0001208	Praf.g_00597	Prbn.g_00632
OG0001209	Praf.g_00663	Prbn.g_00581
OG0001210	Praf.g_00673	Prbn.g_00576
OG0001211	Praf.g_00690	Prbn.g_00566
OG0001212	Praf.g_00750	Prbn.g_00519
OG0001213	Praf.g_01684	Prbn.g_00484
OG0001214	Praf.g_01694	Prbn.g_00428
OG0001215	Praf.g_01220	Prbn.g_01573
OG0001216	Praf.g_01304	Prbn.g_01552
OG0001217	Praf.g_00710	Prbn.g_01023
OG0001218	Praf.g_01853	Prbn.g_01126
OG0001219	Praf.g_01432	Prbn.g_01447
OG0001220	Praf.g_01619	Prbn.g_01490
OG0001221	Praf.g_01480	Prbn.g_01610
OG0001222	Praf.g_02684	Prbn.g_01368
OG0001223	Praf.g_01364	Prbn.g_01400
OG0001224	Praf.g_01278	Prbn.g_01467
OG0001225	Praf.g_01276	Prbn.g_01469
OG0001226	Praf.g_00991	Prbn.g_00476
OG0001227	Praf.g_00558	Prbn.g_01141
OG0001228	Praf.g_00899	Prbn.g_00412
OG0001229	Praf.g_00494	Prbn.g_01127
OG0001230	Praf.g_01784	Prbn.g_00205
OG0001231	Praf.g_00017	Prbn.g_00691
OG0001233	Praf.g_00430	Prbn.g_01789
OG0001234	Praf.g_02184	Prbn.g_01826
OG0001235	Praf.g_02176	Prbn.g_01830
OG0001236	Praf.g_02387	Prbn.g_01919
OG0001237	Praf.g_02392	Prbn.g_01016
OG0001238	Praf.g_02670	Prbn.g_00940
OG0001239	Praf.g_00318	Prbn.g_00706
OG0001240	Praf.g_00260	Prbn.g_01328
OG0001241	Praf.g_00250	Prbn.g_01318
OG0001243	Praf.g_02402	Prbn.g_01291
OG0001244	Praf.g_02429	Prbn.g_01276
OG0001245	Praf.g_01003	Prbn.g_01150
OG0001247	Praf.g_01572	Prbn.g_01580
OG0001248	Praf.g_01210	Prbn.g_01578
OG0001249	Praf.g_02063	Prbn.g_00102
OG0001250	Praf.g_01598	Prbn.g_01503
OG0001252	Praf.g_01284	Prbn.g_01462
OG0001253	Praf.g_01008	Prbn.g_00473
OG0001254	Praf.g_02691	Prbn.g_01652
OG0001255	Praf.g_01134	Prbn.g_01171
OG0001256	Praf.g_00497	Prbn.g_00893
OG0001258	Praf.g_00486	Prbn.g_01741
OG0001259	Praf.g_00432	Prbn.g_01787
OG0001260	Praf.g_00403	Prbn.g_01804
OG0001261	Praf.g_02128	Prbn.g_01872
OG0001263	Praf.g_02404	Prbn.g_01289
OG0001265	Praf.g_00217	Prbn.g_01299
OG0001266	Praf.g_02522	Prbn.g_00350
OG0001267	Praf.g_02279	Prbn.g_00047
OG0001268	Praf.g_02048	Prbn.g_00110
OG0001269	Praf.g_01616	Prbn.g_01491
OG0001270	Praf.g_01991	Prbn.g_00679
OG0001271	Praf.g_01910	Prbn.g_00642
OG0001272	Praf.g_00601	Prbn.g_00628
OG0001273	Praf.g_01687	Prbn.g_00422
OG0001274	Praf.g_02550	Prbn.g_00326
OG0001275	Praf.g_01351	Prbn.g_01390
OG0001276	Praf.g_01334	Prbn.g_01376
OG0001277	Praf.g_02752	Prbn.g_00918
OG0001278	Praf.g_00893	Prbn.g_00416
OG0001279	Praf.g_01769	Prbn.g_00810
OG0001280	Praf.g_00798	Prbn.g_01085
OG0001281	Praf.g_00789	Prbn.g_01079
OG0001283	Praf.g_02762	Prbn.g_00909
OG0001285	Praf.g_00450	Prbn.g_01772
OG0001286	Praf.g_02111	Prbn.g_01885
OG0001287	Praf.g_00176	Prbn.g_00994
OG0001288	Praf.g_00158	Prbn.g_00984
OG0001290	Praf.g_00251	Prbn.g_01319
OG0001291	Praf.g_02414	Prbn.g_01281
OG0001292	Praf.g_02211	Prbn.g_00014
OG0001293	Praf.g_02252	Prbn.g_00027
OG0001295	Praf.g_00676	Prbn.g_00146
OG0001298	Praf.g_00722	Prbn.g_00539
OG0001300	Praf.g_01206	Prbn.g_01569
OG0001301	Praf.g_01122	Prbn.g_01564
OG0001302	Praf.g_00360	Prbn.g_01451
OG0001303	Praf.g_01431	Prbn.g_01707
OG0001307	Praf.g_01893	Prbn.g_01215
OG0001308	Praf.g_01808	Prbn.g_00222
OG0001309	Praf.g_00639	Prbn.g_00865
OG0001310	Praf.g_00465	Prbn.g_01758
OG0001311	Praf.g_01332	Prbn.g_01374
OG0001312	Praf.g_01421	Prbn.g_01438
OG0001316	Praf.g_02421	Prbn.g_01277
OG0001319	Praf.g_02269	Prbn.g_00040
OG0001321	Praf.g_01961	Prbn.g_00662
OG0001322	Praf.g_01960	Prbn.g_00661
OG0001323	Praf.g_00642	Prbn.g_00595
OG0001324	Praf.g_01205	Prbn.g_01568
OG0001327	Praf.g_01640	Prbn.g_01633
OG0001328	Praf.g_01473	Prbn.g_01103
OG0001329	Praf.g_00960	Prbn.g_01704
OG0001330	Praf.g_00805	Prbn.g_00876
OG0001331	Praf.g_00578	Prbn.g_00156
OG0001332	Praf.g_00554	Prbn.g_00258
OG0001333	Praf.g_00436	Prbn.g_01783
OG0001334	Praf.g_02077	Prbn.g_01907
OG0001335	Praf.g_02076	Prbn.g_01908
OG0001337	Praf.g_02067	Prbn.g_00097
OG0001339	Praf.g_00248	Prbn.g_01316
OG0001340	Praf.g_02066	Prbn.g_00098
OG0001341	Praf.g_01580	Prbn.g_01134
OG0001344	Praf.g_00859	Prbn.g_01193
OG0001348	Praf.g_02569	Prbn.g_00148
OG0001350	Praf.g_00386	Prbn.g_00313
OG0001351	Praf.g_01958	Prbn.g_00656
OG0001352	Praf.g_01127	Prbn.g_01584
OG0001353	Praf.g_01589, Praf.g_01588	Prbn.g_01513
OG0001354	Praf.g_01375	Prbn.g_01408
OG0001355	Praf.g_01484	Prbn.g_01354
OG0001356	Praf.g_01026, Praf.g_02686	Prbn.g_01733
OG0001357	Praf.g_02005, Praf.g_01014	Prbn.g_01110
OG0001362	Praf.g_01818	Prbn.g_00226
OG0001363	Praf.g_01820	Prbn.g_00228
OG0001365	Praf.g_02661	Prbn.g_00947
OG0001369	Praf.g_00261	Prbn.g_01329
OG0001370	Praf.g_01578	Prbn.g_00651
OG0001371	Praf.g_00371	Prbn.g_01585
OG0001372	Praf.g_00348	Prbn.g_00475
OG0001379	Praf.g_00803	Prbn.g_01090
OG0001380	Praf.g_01623	Prbn.g_01124
OG0001381	Praf.g_01294	Prbn.g_01164
OG0001382	Praf.g_01298	Prbn.g_01121
OG0001394	Praf.g_01496	Prbn.g_01606
OG0001397	Praf.g_01819	Prbn.g_00227
OG0001398	Praf.g_01004	Prbn.g_01637
OG0001401	Praf.g_01593	Prbn.g_01508
OG0001402	Praf.g_01670	Prbn.g_00490
OG0001403	Praf.g_00036	Prbn.g_00751
OG0001409	Praf.g_00870	Prbn.g_01197
OG0001410	Praf.g_01894	Prbn.g_01214
OG0001414	Praf.g_00374	Prbn.g_00321
OG0001415	Praf.g_00744	Prbn.g_00319
OG0001418	Praf.g_02180	Prbn.g_01579
OG0001422	Praf.g_01950	Prbn.g_01114
OG0001423	Praf.g_00331	Prbn.g_00787
OG0001425	Praf.g_02673	Prbn.g_00937
OG0001431	Praf.g_01082	Prbn.g_00138
OG0001433	Praf.g_01027	Prbn.g_01732
OG0001434	Praf.g_01500	Prbn.g_01601
OG0001435	Praf.g_01457	Prbn.g_01625
OG0001437	Praf.g_00745	Prbn.g_00320
OG0001443	Praf.g_00493	Prbn.g_01128
OG0001446	Praf.g_00962	Prbn.g_01034
OG0001450	Praf.g_01230	Prbn.g_01576
OG0001451	Praf.g_01323	Prbn.g_01479
OG0001455	Praf.g_02587	Prbn.g_01133
OG0001460	Praf.g_01028	Prbn.g_01731
OG0001461	Praf.g_01953	Prbn.g_00725
OG0001463	Praf.g_02287	Prbn.g_00054
OG0001464	Praf.g_02065	Prbn.g_00099
OG0001472	Praf.g_01248	Prbn.g_00467
OG0001476	Praf.g_00865	Prbn.g_01196
OG0001477	Praf.g_01119	Prbn.g_00833
OG0001484	Praf.g_01297	Prbn.g_00877
OG0001485	Praf.g_00549	Prbn.g_00803
OG0001487	Praf.g_01852	Prbn.g_00252
OG0001488	Praf.g_00876	Prbn.g_01202
OG0001489	Praf.g_02100	Prbn.g_01896
OG0001491	Praf.g_00941	Prbn.g_01454
OG0001496	Praf.g_01115	Prbn.g_00831
OG0001497	Praf.g_01118	Prbn.g_00832
OG0001498	Praf.g_02014	Prbn.g_00695
OG0001500	Praf.g_00375	Prbn.g_00029
OG0001501	Praf.g_00817	Prbn.g_01635
OG0001503	Praf.g_00359	Prbn.g_01028
OG0001506	Praf.g_00956	Prbn.g_00256
OG0001510	Praf.g_00172	Prbn.g_00990
OG0001511	Praf.g_00232	Prbn.g_01307
OG0001512	Praf.g_00389	Prbn.g_01132
OG0001513	Praf.g_00988	Prbn.g_01677
OG0001514	Praf.g_01114	Prbn.g_00830
OG0001515	Praf.g_01214	Prbn.g_01571
OG0001516	Praf.g_01740	Prbn.g_00839
OG0001517	Praf.g_02053	Prbn.g_00106
OG0001518	Praf.g_02672	Prbn.g_00938
OG0001519	Praf.g_02682	Prbn.g_00933
OG0001522	Praf.g_02169	Prbn.g_01512
OG0001523	Praf.g_01037	Prbn.g_01655
OG0001524	Praf.g_01038	Prbn.g_01656
OG0001525	Praf.g_00977	Prbn.g_01710
OG0001527	Praf.g_00704	Prbn.g_00553
OG0001529	Praf.g_00051	Prbn.g_00741
OG0001530	Praf.g_00238	Prbn.g_01308
OG0001531	Praf.g_00390	Prbn.g_00311
OG0001532	Praf.g_00924	Prbn.g_00393
OG0001534	Praf.g_01324	Prbn.g_01362
OG0001535	Praf.g_01336	Prbn.g_01378
OG0001536	Praf.g_01396	Prbn.g_01422
OG0001537	Praf.g_01488	Prbn.g_01609
OG0001538	Praf.g_01535	Prbn.g_01541
OG0001539	Praf.g_01637	Prbn.g_01631
OG0001540	Praf.g_02406	Prbn.g_01287
OG0001541	Praf.g_02478	Prbn.g_00374
OG0001542	Praf.g_02496	Prbn.g_00368
OG0001543	Praf.g_02571	Prbn.g_01098
OG0001544	Praf.g_02681	Prbn.g_00934
OG0001545	Praf.g_02751	Prbn.g_00919
OG0001550	Praf.g_02648, Praf.g_01002	Prbn.g_01024
OG0001559	Praf.g_00239	Prbn.g_01309
OG0001560	Praf.g_00252	Prbn.g_01320
OG0001561	Praf.g_01330	Prbn.g_01372
OG0001562	Praf.g_01344	Prbn.g_01385
OG0001563	Praf.g_02120	Prbn.g_01880
OG0001565	Praf.g_01576	Prbn.g_00784
OG0001569	Praf.g_00969	Prbn.g_00774
OG0001572	Praf.g_01094	Prbn.g_00811
OG0001574	Praf.g_00702	Prbn.g_00555
OG0001575	Praf.g_00707	Prbn.g_00550
OG0001576	Praf.g_00778	Prbn.g_01070
OG0001577	Praf.g_00835	Prbn.g_01184
OG0001579	Praf.g_02070	Prbn.g_00095
OG0001580	Praf.g_02612	Prbn.g_00734
OG0001588	Praf.g_02371	Prbn.g_00688
OG0001589	Praf.g_00428	Prbn.g_01791
OG0001591	Praf.g_01642	Prbn.g_01592
OG0001592	Praf.g_02613	Prbn.g_00735
OG0001598	Praf.g_00819	Prbn.g_01566
OG0001614	Praf.g_00186	Prbn.g_01002
OG0001616	Praf.g_00915	Prbn.g_00385
OG0001617	Praf.g_01199	Prbn.g_01567
OG0001619	Praf.g_01406	Prbn.g_01429
OG0001620	Praf.g_02040	Prbn.g_00114
OG0001621	Praf.g_02241	Prbn.g_00019
OG0001622	Praf.g_02761	Prbn.g_00910
OG0001636	Praf.g_00042	Prbn.g_00747
OG0001638	Praf.g_00467	Prbn.g_01756
OG0001639	Praf.g_00541	Prbn.g_00261
OG0001640	Praf.g_01288	Prbn.g_01459
OG0001641	Praf.g_01361	Prbn.g_01397
OG0001642	Praf.g_01615	Prbn.g_01492
OG0001643	Praf.g_01697	Prbn.g_00431
OG0001654	Praf.g_00543	Prbn.g_00259
OG0001656	Praf.g_02071	Prbn.g_00094
OG0001657	Praf.g_02443	Prbn.g_01258
OG0001658	Praf.g_02655	Prbn.g_00739
OG0001661	Praf.g_00966	Prbn.g_00792
OG0001670	Praf.g_01085	Prbn.g_00790
OG0001676	Praf.g_02068	Prbn.g_00096
OG0001678	Praf.g_02198	Prbn.g_01813
OG0001684	Praf.g_00737	Prbn.g_00526
OG0001691	Praf.g_01446	Prbn.g_01457
OG0001693	Praf.g_02009	Prbn.g_01689
OG0001733	Praf.g_01029	Prbn.g_01729
OG0001746	Praf.g_02007	Prbn.g_00129
OG0001747	Praf.g_02425	Prbn.g_00687
OG0001757	Praf.g_00985	Prbn.g_00825, Prbn.g_00799
OG0001758	Praf.g_01061	Prbn.g_01723
OG0001780	Praf.g_00099	Prbn.g_00179
OG0001793	Praf.g_01015	Prbn.g_00776, Prbn.g_01051
OG0001795	Praf.g_01144	Prbn.g_01712, Prbn.g_01943
OG0001802	Praf.g_01903	Prbn.g_01130, Prbn.g_00815
OG0001807	Praf.g_02365	Prbn.g_00723
OG0001834	Praf.g_00097	Prbn.g_00176
OG0001842	Praf.g_00168	Prbn.g_01037
OG0001875	Praf.g_01062	Prbn.g_01722
OG0001876	Praf.g_01063	Prbn.g_01721
OG0001930	Praf.g_00169	Prbn.g_01036
OG0001931	Praf.g_00170	Prbn.g_01035
OG0001955	Praf.g_01612	Prbn.g_00135
OG0001956	Praf.g_01628	Prbn.g_01485
OG0001963	Praf.g_02086	Prbn.g_00873
OG0001965	Praf.g_02240	Prbn.g_01679
OG0001977	Praf.g_02718	Prbn.g_00928
OG0001996	Praf.g_00034	Prbn.g_00753
OG0002003	Praf.g_01216	Prbn.g_01031
OG0002036	Praf.g_00482	Prbn.g_00882
OG0002052	Praf.g_02683	Prbn.g_01367
OG0002122	Praf.g_01217	Prbn.g_01032
OG0002164	Praf.g_00954	Prbn.g_01936
OG0002165	Praf.g_00957	Prbn.g_01942
OG0002232	Praf.g_01245	Prbn.g_01581
OG0002240	Praf.g_01899	Prbn.g_01296
OG0002282	Praf.g_00947	Prbn.g_00888
OG0002283	Praf.g_00989	Prbn.g_01139
OG0002284	Praf.g_01211	Prbn.g_00817
OG0002321	Praf.g_00100	Prbn.g_00180
OG0002340	Praf.g_02584	Prbn.g_00344
OG0002383	Praf.g_00890	Prbn.g_01043
OG0002384	Praf.g_00981, Praf.g_00982	Prbn.g_01716
OG0002389	Praf.g_02095	Prbn.g_01900
OG0002433	Praf.g_00562	Prbn.g_00124
OG0002436	Praf.g_01025	Prbn.g_01675
OG0002439	Praf.g_01256	Prbn.g_01638
OG0002442	Praf.g_01644	Prbn.g_00797
OG0002497	Praf.g_01870, Praf.g_02644	Prbn.g_00824
OG0002564	Praf.g_00355	Prbn.g_00150
OG0002646	Praf.g_02339, Praf.g_02340	Prbn.g_01914
OG0002702	Praf.g_01202	Prbn.g_01717
