Orthogroup	Praq	Prah
OG0001173	Praq.g_00766	Prah.g_00146
OG0001174	Praq.g_00767	Prah.g_00145
OG0001175	Praq.g_00768	Prah.g_00144
OG0001176	Praq.g_00769	Prah.g_00136
OG0001177	Praq.g_00771	Prah.g_00134
OG0001178	Praq.g_00773	Prah.g_00130
OG0001179	Praq.g_00774	Prah.g_00129
OG0001180	Praq.g_00679	Prah.g_00128
OG0001181	Praq.g_00680	Prah.g_00127
OG0001182	Praq.g_00681	Prah.g_00126
OG0001183	Praq.g_00682	Prah.g_00125
OG0001184	Praq.g_00684	Prah.g_00088
OG0001185	Praq.g_00687	Prah.g_00086
OG0001186	Praq.g_00688	Prah.g_00085
OG0001187	Praq.g_00689	Prah.g_00084
OG0001188	Praq.g_00690	Prah.g_00080
OG0001189	Praq.g_00691	Prah.g_00079
OG0001190	Praq.g_00692	Prah.g_00078
OG0001191	Praq.g_00693	Prah.g_00076
OG0001192	Praq.g_00694	Prah.g_00074
OG0001193	Praq.g_00695	Prah.g_00073
OG0001194	Praq.g_00696	Prah.g_00071
OG0001195	Praq.g_00697	Prah.g_00070
OG0001196	Praq.g_00698	Prah.g_00068
OG0001197	Praq.g_00699	Prah.g_00067
OG0001198	Praq.g_00700	Prah.g_00066
OG0001199	Praq.g_00701	Prah.g_00065
OG0001200	Praq.g_00702	Prah.g_00063
OG0001201	Praq.g_00703	Prah.g_00062
OG0001202	Praq.g_00704	Prah.g_00061
OG0001203	Praq.g_00706	Prah.g_00059
OG0001204	Praq.g_00708	Prah.g_00055
OG0001205	Praq.g_00709	Prah.g_00053
OG0001206	Praq.g_00710	Prah.g_00052
OG0001207	Praq.g_00711	Prah.g_02490
OG0001208	Praq.g_00712	Prah.g_02491
OG0001209	Praq.g_00713	Prah.g_02492
OG0001210	Praq.g_00714	Prah.g_02493
OG0001211	Praq.g_00715	Prah.g_02495
OG0001212	Praq.g_00716	Prah.g_02496
OG0001213	Praq.g_00717	Prah.g_02497
OG0001214	Praq.g_00719	Prah.g_02499
OG0001215	Praq.g_00720	Prah.g_02501
OG0001216	Praq.g_00721	Prah.g_02503
OG0001217	Praq.g_00722	Prah.g_02504
OG0001218	Praq.g_00723	Prah.g_02505
OG0001219	Praq.g_00390	Prah.g_02508
OG0001220	Praq.g_00391	Prah.g_02513
OG0001221	Praq.g_00394	Prah.g_02536
OG0001222	Praq.g_00395	Prah.g_02540
OG0001223	Praq.g_00396	Prah.g_02541
OG0001224	Praq.g_00397	Prah.g_02543
OG0001225	Praq.g_00398	Prah.g_02544
OG0001226	Praq.g_00399	Prah.g_02547
OG0001227	Praq.g_00400	Prah.g_02548
OG0001228	Praq.g_00401	Prah.g_02550
OG0001229	Praq.g_00402	Prah.g_02551
OG0001230	Praq.g_00403	Prah.g_02552
OG0001231	Praq.g_00404	Prah.g_02565
OG0001232	Praq.g_00405	Prah.g_02574
OG0001233	Praq.g_00406	Prah.g_02575
OG0001234	Praq.g_00407	Prah.g_02576
OG0001235	Praq.g_00408	Prah.g_02577
OG0001236	Praq.g_00410	Prah.g_02579
OG0001237	Praq.g_00411	Prah.g_02580
OG0001238	Praq.g_00413	Prah.g_02584
OG0001239	Praq.g_00414	Prah.g_02586
OG0001240	Praq.g_00415	Prah.g_02587
OG0001241	Praq.g_00417	Prah.g_02591
OG0001242	Praq.g_00418	Prah.g_02593
OG0001243	Praq.g_00419	Prah.g_02594
OG0001244	Praq.g_00420	Prah.g_02596
OG0001245	Praq.g_00421	Prah.g_02598
OG0001246	Praq.g_00422	Prah.g_02600
OG0001247	Praq.g_00423	Prah.g_02601
OG0001248	Praq.g_00424	Prah.g_02602
OG0001249	Praq.g_00425	Prah.g_02603
OG0001250	Praq.g_00426	Prah.g_02604
OG0001251	Praq.g_01911	Prah.g_01880
OG0001253	Praq.g_01852	Prah.g_02287
OG0001254	Praq.g_01722	Prah.g_02135
OG0001255	Praq.g_01212	Prah.g_01941
OG0001256	Praq.g_00110	Prah.g_01084
OG0001257	Praq.g_00533	Prah.g_01564
OG0001258	Praq.g_01104	Prah.g_01545
OG0001259	Praq.g_01013	Prah.g_01418
OG0001261	Praq.g_01432	Prah.g_00604
OG0001262	Praq.g_01448	Prah.g_00581
OG0001263	Praq.g_01469	Prah.g_01190
OG0001264	Praq.g_01489	Prah.g_00734
OG0001265	Praq.g_01595	Prah.g_00856
OG0001266	Praq.g_01642	Prah.g_01192
OG0001267	Praq.g_01317	Prah.g_01037
OG0001268	Praq.g_01330	Prah.g_01324
OG0001269	Praq.g_00158	Prah.g_00326
OG0001270	Praq.g_00334	Prah.g_01203
OG0001271	Praq.g_00345	Prah.g_01622
OG0001274	Praq.g_00005	Prah.g_01050
OG0001275	Praq.g_00021	Prah.g_00282
OG0001276	Praq.g_00033, Praq.g_00044	Prah.g_00710
OG0001280	Praq.g_00498	Prah.g_01673
OG0001281	Praq.g_00948	Prah.g_02068
OG0001282	Praq.g_00923	Prah.g_01682
OG0001283	Praq.g_00745	Prah.g_02240
OG0001284	Praq.g_00772	Prah.g_00131
OG0001285	Praq.g_00707	Prah.g_00057
OG0001286	Praq.g_00416	Prah.g_02589
OG0001287	Praq.g_00041, Praq.g_00080, Praq.g_00547	Prah.g_01100
OG0001288	Praq.g_01120	Prah.g_00231
OG0001290	Praq.g_01233	Prah.g_00037
OG0001291	Praq.g_01932	Prah.g_01841
OG0001292	Praq.g_01929	Prah.g_01844
OG0001293	Praq.g_01927	Prah.g_01846
OG0001294	Praq.g_01910	Prah.g_01881
OG0001295	Praq.g_01884	Prah.g_00185
OG0001296	Praq.g_01878	Prah.g_02251
OG0001297	Praq.g_01803	Prah.g_02359
OG0001298	Praq.g_01759	Prah.g_02077
OG0001301	Praq.g_00965	Prah.g_00499
OG0001303	Praq.g_00630	Prah.g_00356
OG0001304	Praq.g_01610	Prah.g_00906
OG0001305	Praq.g_01615	Prah.g_00911
OG0001306	Praq.g_01651	Prah.g_02573
OG0001307	Praq.g_01660	Prah.g_00722
OG0001309	Praq.g_01282	Prah.g_00054
OG0001310	Praq.g_01292	Prah.g_01182
OG0001311	Praq.g_01361	Prah.g_01250
OG0001312	Praq.g_00159	Prah.g_00325
OG0001313	Praq.g_00003	Prah.g_00018
OG0001314	Praq.g_00474	Prah.g_01704
OG0001315	Praq.g_00440	Prah.g_01761
OG0001316	Praq.g_00741	Prah.g_02235
OG0001318	Praq.g_01862	Prah.g_02279
OG0001320	Praq.g_00517	Prah.g_01481
OG0001322	Praq.g_00650	Prah.g_00942
OG0001323	Praq.g_01634	Prah.g_00555
OG0001326	Praq.g_00109	Prah.g_00998
OG0001327	Praq.g_00111	Prah.g_01354
OG0001328	Praq.g_00138	Prah.g_01370
OG0001329	Praq.g_00197	Prah.g_02582
OG0001330	Praq.g_00384	Prah.g_01658
OG0001332	Praq.g_00451	Prah.g_01737
OG0001334	Praq.g_00765	Prah.g_00148
OG0001335	Praq.g_00705	Prah.g_00060
OG0001336	Praq.g_01875	Prah.g_02253
OG0001337	Praq.g_01885	Prah.g_00187
OG0001339	Praq.g_01799	Prah.g_02363
OG0001340	Praq.g_01754	Prah.g_02083
OG0001341	Praq.g_01742	Prah.g_02108
OG0001342	Praq.g_01723	Prah.g_02134
OG0001343	Praq.g_01206	Prah.g_01934
OG0001344	Praq.g_01165	Prah.g_00443
OG0001345	Praq.g_01123	Prah.g_00228
OG0001346	Praq.g_00523	Prah.g_00309
OG0001347	Praq.g_00537	Prah.g_01560
OG0001348	Praq.g_01098	Prah.g_01537
OG0001349	Praq.g_01093	Prah.g_01531
OG0001350	Praq.g_01088	Prah.g_01527
OG0001351	Praq.g_01026	Prah.g_01435
OG0001353	Praq.g_00832	Prah.g_02393
OG0001355	Praq.g_01438	Prah.g_00597
OG0001357	Praq.g_01575	Prah.g_00837
OG0001358	Praq.g_01594	Prah.g_00855
OG0001361	Praq.g_01383	Prah.g_01284
OG0001366	Praq.g_00460	Prah.g_01726
OG0001367	Praq.g_00934	Prah.g_01971, Prah.g_00340
OG0001369	Praq.g_01596	Prah.g_00857
OG0001375	Praq.g_01868	Prah.g_02263
OG0001378	Praq.g_01731	Prah.g_02124
OG0001381	Praq.g_00503	Prah.g_00256
OG0001384	Praq.g_01083	Prah.g_01518
OG0001396	Praq.g_01579	Prah.g_00756
OG0001410	Praq.g_00023	Prah.g_02412
OG0001412	Praq.g_01529	Prah.g_00766
OG0001413	Praq.g_00058	Prah.g_00994, Prah.g_00343
OG0001415	Praq.g_01676	Prah.g_01957
OG0001416	Praq.g_01081	Prah.g_01516
OG0001425	Praq.g_00016	Prah.g_00891
OG0001426	Praq.g_00412	Prah.g_02583
OG0001436	Praq.g_00067	Prah.g_01163, Prah.g_02519
OG0001438	Praq.g_00982	Prah.g_00527
OG0001442	Praq.g_01294	Prah.g_01213
OG0001451	Praq.g_00859	Prah.g_01078
OG0001452	Praq.g_00389	Prah.g_02507
OG0001453	Praq.g_00055, Praq.g_01406, Praq.g_00047, Praq.g_00037	Prah.g_01003
OG0001456	Praq.g_01014	Prah.g_01419
OG0001467	Praq.g_00291	Prah.g_00411
OG0001470	Praq.g_01682	Prah.g_02184
OG0001471	Praq.g_01130	Prah.g_00621
OG0001472	Praq.g_01460	Prah.g_00964
OG0001474	Praq.g_00850	Prah.g_02553
OG0001475	Praq.g_01627	Prah.g_02512
OG0001476	Praq.g_01628	Prah.g_02511
OG0001477	Praq.g_01629	Prah.g_02510
OG0001478	Praq.g_01635	Prah.g_01034
OG0001479	Praq.g_01663	Prah.g_01240
OG0001480	Praq.g_01272	Prah.g_00223
OG0001481	Praq.g_01349	Prah.g_01294
OG0001486	Praq.g_01509	Prah.g_00696
OG0001489	Praq.g_01168	Prah.g_01972
OG0001493	Praq.g_00849	Prah.g_02554
OG0001494	Praq.g_00848	Prah.g_02555
OG0001495	Praq.g_00847	Prah.g_02556
OG0001496	Praq.g_00846	Prah.g_02557
OG0001497	Praq.g_00845	Prah.g_02558
OG0001498	Praq.g_00844	Prah.g_02559
OG0001499	Praq.g_00843	Prah.g_02560
OG0001500	Praq.g_00842	Prah.g_02561
OG0001501	Praq.g_00841	Prah.g_02562
OG0001502	Praq.g_00840	Prah.g_02563
OG0001503	Praq.g_00839	Prah.g_02564
OG0001513	Praq.g_01898	Prah.g_01895, Prah.g_00432
OG0001520	Praq.g_00066	Prah.g_01162
OG0001525	Praq.g_00508	Prah.g_01367
OG0001529	Praq.g_00089	Prah.g_01081
OG0001532	Praq.g_01238	Prah.g_00044
OG0001542	Praq.g_00012	Prah.g_01817
OG0001544	Praq.g_00074	Prah.g_00213
OG0001545	Praq.g_01486	Prah.g_00737
OG0001574	Praq.g_00078	Prah.g_01101
OG0001590	Praq.g_01709	Prah.g_02149
OG0001593	Praq.g_00509	Prah.g_00617
OG0001596	Praq.g_00628	Prah.g_01613
OG0001598	Praq.g_01476	Prah.g_01220
OG0001620	Praq.g_00252	Prah.g_00111
OG0001621	Praq.g_00636	Prah.g_00339, Prah.g_01973
OG0001623	Praq.g_01208	Prah.g_01936
OG0001694	Praq.g_00270	Prah.g_02223
OG0001695	Praq.g_00201	Prah.g_00121
OG0001713	Praq.g_00198	Prah.g_00118
OG0001730	Praq.g_00199	Prah.g_00119
OG0001797	Praq.g_01945	Prah.g_00992
OG0001822	Praq.g_00222	Prah.g_02131
OG0001830	Praq.g_00200	Prah.g_00120
OG0001875	Praq.g_01133	Prah.g_00612
OG0001876	Praq.g_01136	Prah.g_00745
OG0002028	Praq.g_00855	Prah.g_00725
OG0002260	Praq.g_00861	Prah.g_00346
