Orthogroup	Syad	Prbb
OG0001119	Syad.g_01721	Prbb.g_01006
OG0001120	Syad.g_01717	Prbb.g_01007
OG0001121	Syad.g_01503	Prbb.g_01627
OG0001122	Syad.g_01689	Prbb.g_01038
OG0001123	Syad.g_01682	Prbb.g_01043
OG0001124	Syad.g_01680	Prbb.g_01045
OG0001125	Syad.g_01678	Prbb.g_01047
OG0001126	Syad.g_01276	Prbb.g_01058
OG0001127	Syad.g_01277	Prbb.g_01059
OG0001128	Syad.g_01280	Prbb.g_01062
OG0001129	Syad.g_01282	Prbb.g_01063
OG0001130	Syad.g_01283	Prbb.g_01064
OG0001131	Syad.g_01953	Prbb.g_00897
OG0001132	Syad.g_02038	Prbb.g_01108
OG0001133	Syad.g_02172	Prbb.g_01085
OG0001134	Syad.g_01527	Prbb.g_01887
OG0001135	Syad.g_01529	Prbb.g_01890
OG0001136	Syad.g_01150	Prbb.g_01520
OG0001137	Syad.g_01169	Prbb.g_01507
OG0001138	Syad.g_01493	Prbb.g_01486
OG0001139	Syad.g_01491	Prbb.g_01484
OG0001140	Syad.g_01490	Prbb.g_01483
OG0001141	Syad.g_01489	Prbb.g_01482
OG0001142	Syad.g_01488	Prbb.g_01481
OG0001143	Syad.g_01473	Prbb.g_01474
OG0001144	Syad.g_01457	Prbb.g_01469
OG0001145	Syad.g_01112	Prbb.g_01578
OG0001146	Syad.g_02412	Prbb.g_01590
OG0001147	Syad.g_02349	Prbb.g_01612
OG0001148	Syad.g_00889	Prbb.g_01641
OG0001149	Syad.g_00888	Prbb.g_01642
OG0001150	Syad.g_00887	Prbb.g_01643
OG0001151	Syad.g_00875	Prbb.g_01654
OG0001152	Syad.g_00872	Prbb.g_01655
OG0001153	Syad.g_02318	Prbb.g_01716
OG0001154	Syad.g_02319	Prbb.g_01717
OG0001155	Syad.g_02540	Prbb.g_01733
OG0001156	Syad.g_02543	Prbb.g_01736
OG0001157	Syad.g_02544	Prbb.g_01737
OG0001158	Syad.g_02546	Prbb.g_01738
OG0001159	Syad.g_02547	Prbb.g_01739
OG0001160	Syad.g_02595	Prbb.g_01765
OG0001161	Syad.g_00026	Prbb.g_01555
OG0001162	Syad.g_01844	Prbb.g_01778
OG0001163	Syad.g_02610	Prbb.g_01815
OG0001164	Syad.g_02616	Prbb.g_01819
OG0001165	Syad.g_02621	Prbb.g_01822
OG0001166	Syad.g_02647	Prbb.g_01840
OG0001167	Syad.g_02486	Prbb.g_01858
OG0001168	Syad.g_02488	Prbb.g_01859
OG0001169	Syad.g_02490	Prbb.g_01861
OG0001170	Syad.g_02492	Prbb.g_01863
OG0001171	Syad.g_02503	Prbb.g_01873
OG0001172	Syad.g_00594	Prbb.g_01926
OG0001173	Syad.g_00595	Prbb.g_01927
OG0001174	Syad.g_00603	Prbb.g_01935
OG0001175	Syad.g_00604	Prbb.g_01936
OG0001176	Syad.g_00644	Prbb.g_01947
OG0001177	Syad.g_00641	Prbb.g_01945
OG0001178	Syad.g_02629	Prbb.g_01279
OG0001179	Syad.g_00675	Prbb.g_01984
OG0001180	Syad.g_00700	Prbb.g_02007
OG0001181	Syad.g_00704	Prbb.g_02011
OG0001182	Syad.g_00712	Prbb.g_02019
OG0001183	Syad.g_00717	Prbb.g_02025
OG0001184	Syad.g_00378	Prbb.g_02041
OG0001185	Syad.g_00354	Prbb.g_02056
OG0001186	Syad.g_00247	Prbb.g_02097
OG0001187	Syad.g_00245	Prbb.g_02100
OG0001188	Syad.g_00238	Prbb.g_02102
OG0001189	Syad.g_00217	Prbb.g_02119
OG0001190	Syad.g_03034	Prbb.g_02124
OG0001192	Syad.g_00013	Prbb.g_02139
OG0001193	Syad.g_00072	Prbb.g_02152
OG0001194	Syad.g_00075	Prbb.g_02153
OG0001195	Syad.g_00076	Prbb.g_02154
OG0001196	Syad.g_00144	Prbb.g_02175
OG0001197	Syad.g_00146	Prbb.g_02177
OG0001198	Syad.g_00159	Prbb.g_02186
OG0001199	Syad.g_02735	Prbb.g_00129
OG0001200	Syad.g_02737	Prbb.g_00131
OG0001201	Syad.g_02802	Prbb.g_00163
OG0001202	Syad.g_02945	Prbb.g_00256
OG0001203	Syad.g_00821	Prbb.g_00295
OG0001204	Syad.g_00577	Prbb.g_00301
OG0001205	Syad.g_02440	Prbb.g_00450
OG0001206	Syad.g_02385	Prbb.g_00469
OG0001207	Syad.g_00893	Prbb.g_00480
OG0001208	Syad.g_00906	Prbb.g_00487
OG0001209	Syad.g_00980	Prbb.g_00538
OG0001210	Syad.g_00993	Prbb.g_00543
OG0001212	Syad.g_01082	Prbb.g_00596
OG0001213	Syad.g_02163	Prbb.g_00630
OG0001214	Syad.g_02150	Prbb.g_00638
OG0001215	Syad.g_01366	Prbb.g_00696
OG0001216	Syad.g_01816	Prbb.g_00715
OG0001218	Syad.g_02328	Prbb.g_00754
OG0001219	Syad.g_01653	Prbb.g_00960
OG0001220	Syad.g_01195	Prbb.g_00837
OG0001221	Syad.g_01950	Prbb.g_00944
OG0001222	Syad.g_01770	Prbb.g_00893
OG0001223	Syad.g_01715	Prbb.g_01008
OG0001224	Syad.g_01286	Prbb.g_01066
OG0001225	Syad.g_01288	Prbb.g_01068
OG0001227	Syad.g_00029	Prbb.g_01090
OG0001228	Syad.g_02460	Prbb.g_01465
OG0001229	Syad.g_01314	Prbb.g_01201
OG0001231	Syad.g_00179	Prbb.g_00758
OG0001232	Syad.g_02658	Prbb.g_01844
OG0001233	Syad.g_02493	Prbb.g_01864
OG0001234	Syad.g_00608	Prbb.g_01938
OG0001235	Syad.g_00633	Prbb.g_01942
OG0001236	Syad.g_00412	Prbb.g_02038
OG0001237	Syad.g_00376	Prbb.g_02042
OG0001238	Syad.g_00007	Prbb.g_02135
OG0001239	Syad.g_02732	Prbb.g_00126
OG0001240	Syad.g_02785	Prbb.g_00148
OG0001241	Syad.g_02795	Prbb.g_00157
OG0001242	Syad.g_02827	Prbb.g_00176
OG0001243	Syad.g_02841	Prbb.g_00183
OG0001244	Syad.g_02873	Prbb.g_00199
OG0001245	Syad.g_02223	Prbb.g_01288
OG0001246	Syad.g_00933	Prbb.g_00508
OG0001247	Syad.g_01837	Prbb.g_00689
OG0001248	Syad.g_01843	Prbb.g_00691
OG0001249	Syad.g_00756	Prbb.g_00389
OG0001251	Syad.g_00083	Prbb.g_01913
OG0001252	Syad.g_01279	Prbb.g_01061
OG0001253	Syad.g_02037	Prbb.g_01783
OG0001254	Syad.g_01528	Prbb.g_01889
OG0001255	Syad.g_02224	Prbb.g_01534
OG0001256	Syad.g_02609	Prbb.g_01774
OG0001257	Syad.g_02210	Prbb.g_01779
OG0001258	Syad.g_02619	Prbb.g_01820
OG0001260	Syad.g_02514	Prbb.g_01879
OG0001261	Syad.g_00684	Prbb.g_01992
OG0001262	Syad.g_00219	Prbb.g_02117
OG0001263	Syad.g_02844	Prbb.g_00186
OG0001273	Syad.g_02157	Prbb.g_00632
OG0001277	Syad.g_00127	Prbb.g_02163
OG0001279	Syad.g_02248	Prbb.g_01196
OG0001280	Syad.g_02402	Prbb.g_01585
OG0001281	Syad.g_02413	Prbb.g_01591
OG0001282	Syad.g_00890	Prbb.g_01640
OG0001283	Syad.g_00138	Prbb.g_02171
OG0001284	Syad.g_02585	Prbb.g_01759
OG0001285	Syad.g_02043	Prbb.g_01847
OG0001286	Syad.g_00698	Prbb.g_02005
OG0001287	Syad.g_00346	Prbb.g_02063
OG0001288	Syad.g_00326	Prbb.g_02074
OG0001289	Syad.g_02767	Prbb.g_00142
OG0001290	Syad.g_02794	Prbb.g_00156
OG0001294	Syad.g_01597	Prbb.g_01553, Prbb.g_01628
OG0001295	Syad.g_00997	Prbb.g_01542
OG0001296	Syad.g_00939	Prbb.g_00513
OG0001297	Syad.g_00943	Prbb.g_00518
OG0001299	Syad.g_01591	Prbb.g_00669
OG0001300	Syad.g_01339	Prbb.g_00701
OG0001301	Syad.g_01303	Prbb.g_00703
OG0001302	Syad.g_02123	Prbb.g_00958
OG0001303	Syad.g_01655	Prbb.g_01388
OG0001304	Syad.g_01669	Prbb.g_01052
OG0001305	Syad.g_01296	Prbb.g_00888
OG0001306	Syad.g_01119	Prbb.g_01532
OG0001307	Syad.g_00626	Prbb.g_01609
OG0001309	Syad.g_00950	Prbb.g_00522
OG0001310	Syad.g_02638	Prbb.g_01834
OG0001311	Syad.g_01681	Prbb.g_01044
OG0001312	Syad.g_01788	Prbb.g_00969
OG0001315	Syad.g_00715	Prbb.g_02023
OG0001316	Syad.g_02861	Prbb.g_00197
OG0001317	Syad.g_00814	Prbb.g_00291
OG0001318	Syad.g_00557	Prbb.g_00312
OG0001321	Syad.g_02423	Prbb.g_00456
OG0001322	Syad.g_02422	Prbb.g_00457
OG0001324	Syad.g_01338	Prbb.g_00702
OG0001325	Syad.g_01811	Prbb.g_00718
OG0001326	Syad.g_00092	Prbb.g_01905
OG0001327	Syad.g_01605	Prbb.g_00921
OG0001328	Syad.g_01638	Prbb.g_00940
OG0001329	Syad.g_00866	Prbb.g_01782
OG0001330	Syad.g_02395	Prbb.g_01579
OG0001332	Syad.g_02535	Prbb.g_01731
OG0001334	Syad.g_00725	Prbb.g_02028
OG0001335	Syad.g_00726	Prbb.g_02029
OG0001336	Syad.g_00139	Prbb.g_02172
OG0001337	Syad.g_00750, Syad.g_00741	Prbb.g_00383
OG0001339	Syad.g_02797	Prbb.g_00159
OG0001340	Syad.g_00742	Prbb.g_00384
OG0001341	Syad.g_01312	Prbb.g_00086
OG0001343	Syad.g_00079	Prbb.g_00912
OG0001344	Syad.g_01157	Prbb.g_01512
OG0001345	Syad.g_01188	Prbb.g_01496
OG0001346	Syad.g_02406	Prbb.g_01587
OG0001347	Syad.g_00454	Prbb.g_02088
OG0001348	Syad.g_01250	Prbb.g_01125
OG0001350	Syad.g_00820	Prbb.g_00294
OG0001352	Syad.g_00969	Prbb.g_00685
OG0001354	Syad.g_01728	Prbb.g_01001
OG0001355	Syad.g_02116	Prbb.g_01781
OG0001356	Syad.g_01251	Prbb.g_01164
OG0001357	Syad.g_01502	Prbb.g_01814
OG0001358	Syad.g_02179	Prbb.g_00621
OG0001359	Syad.g_00078	Prbb.g_00913
OG0001360	Syad.g_01191	Prbb.g_01494
OG0001362	Syad.g_02294	Prbb.g_01700
OG0001363	Syad.g_02296	Prbb.g_00465
OG0001368	Syad.g_00578	Prbb.g_01213, Prbb.g_01193
OG0001369	Syad.g_02784	Prbb.g_00147
OG0001370	Syad.g_02045, Syad.g_02124	Prbb.g_01235
OG0001373	Syad.g_00091	Prbb.g_01904
OG0001374	Syad.g_00099	Prbb.g_01912
OG0001375	Syad.g_00080	Prbb.g_00911
OG0001376	Syad.g_00015	Prbb.g_00899
OG0001377	Syad.g_00014	Prbb.g_00900
OG0001378	Syad.g_02454	Prbb.g_00439
OG0001381	Syad.g_01266, Syad.g_00614	Prbb.g_01637
OG0001385	Syad.g_00088	Prbb.g_01901
OG0001386	Syad.g_00089	Prbb.g_01902
OG0001387	Syad.g_00090	Prbb.g_01903
OG0001388	Syad.g_00093	Prbb.g_01906
OG0001389	Syad.g_00094	Prbb.g_01907
OG0001390	Syad.g_00095	Prbb.g_01908
OG0001391	Syad.g_00096	Prbb.g_01909
OG0001392	Syad.g_00097	Prbb.g_01910
OG0001393	Syad.g_00098	Prbb.g_01911
OG0001394	Syad.g_01920	Prbb.g_00948
OG0001395	Syad.g_01792	Prbb.g_01055
OG0001396	Syad.g_00309, Syad.g_00455	Prbb.g_02089
OG0001397	Syad.g_02295	Prbb.g_01701
OG0001398	Syad.g_01977	Prbb.g_00732
OG0001401	Syad.g_01233	Prbb.g_00820
OG0001402	Syad.g_02174	Prbb.g_00625
OG0001403	Syad.g_00197	Prbb.g_00031
OG0001404	Syad.g_02727	Prbb.g_00123
OG0001405	Syad.g_00728	Prbb.g_00377
OG0001407	Syad.g_00970	Prbb.g_00903
OG0001408	Syad.g_01431	Prbb.g_00097
OG0001410	Syad.g_00627	Prbb.g_01610
OG0001412	Syad.g_00307	Prbb.g_02086
OG0001413	Syad.g_02113	Prbb.g_00759
OG0001414	Syad.g_00615	Prbb.g_00285
OG0001417	Syad.g_01729	Prbb.g_01552
OG0001419	Syad.g_00971	Prbb.g_00750
OG0001420	Syad.g_00963	Prbb.g_01183
OG0001421	Syad.g_02105, Syad.g_02039	Prbb.g_01775
OG0001423	Syad.g_02707, Syad.g_02708	Prbb.g_01665, Prbb.g_01664
OG0001425	Syad.g_00012	Prbb.g_02138
OG0001429	Syad.g_01656	Prbb.g_00961
OG0001430	Syad.g_03026	Prbb.g_00901
OG0001431	Syad.g_00393	Prbb.g_01207
OG0001432	Syad.g_01382	Prbb.g_01033
OG0001433	Syad.g_01253, Syad.g_01252	Prbb.g_01163
OG0001434	Syad.g_01916	Prbb.g_00953
OG0001435	Syad.g_01612	Prbb.g_00928
OG0001439	Syad.g_00476	Prbb.g_00358
OG0001442	Syad.g_01906	Prbb.g_01667
OG0001443	Syad.g_00023	Prbb.g_01896
OG0001447	Syad.g_02842	Prbb.g_00184
OG0001453	Syad.g_01709	Prbb.g_01011
OG0001454	Syad.g_02101	Prbb.g_01280
OG0001456	Syad.g_00101	Prbb.g_01559
OG0001457	Syad.g_00102	Prbb.g_01558
OG0001458	Syad.g_00103	Prbb.g_01557
OG0001460	Syad.g_01254	Prbb.g_01162
OG0001461	Syad.g_02162	Prbb.g_01437
OG0001463	Syad.g_01264	Prbb.g_00338
OG0001464	Syad.g_00743	Prbb.g_00739
OG0001470	Syad.g_02462	Prbb.g_00853
OG0001471	Syad.g_00484	Prbb.g_01554
OG0001473	Syad.g_02127	Prbb.g_01623
OG0001474	Syad.g_00768	Prbb.g_00399
OG0001475	Syad.g_02464	Prbb.g_00855
OG0001477	Syad.g_01307	Prbb.g_01415
OG0001480	Syad.g_01194	Prbb.g_01215
OG0001482	Syad.g_01719	Prbb.g_01089
OG0001487	Syad.g_02327	Prbb.g_01724
OG0001488	Syad.g_00051, Syad.g_01175, Syad.g_00050	Prbb.g_01503
OG0001489	Syad.g_00709	Prbb.g_02016
OG0001494	Syad.g_00267	Prbb.g_00870
OG0001496	Syad.g_01309	Prbb.g_01413
OG0001497	Syad.g_01308	Prbb.g_01414
OG0001498	Syad.g_00786	Prbb.g_00417
OG0001499	Syad.g_02081	Prbb.g_00110
OG0001505	Syad.g_00259	Prbb.g_00857
OG0001508	Syad.g_02461	Prbb.g_02096
OG0001509	Syad.g_00302, Syad.g_00256, Syad.g_00456	Prbb.g_02090
OG0001510	Syad.g_00342	Prbb.g_02067
OG0001511	Syad.g_02810	Prbb.g_00167
OG0001512	Syad.g_00822	Prbb.g_01801
OG0001513	Syad.g_00377, Syad.g_00646	Prbb.g_00050
OG0001514	Syad.g_01310	Prbb.g_01412
OG0001515	Syad.g_01343	Prbb.g_00699
OG0001516	Syad.g_01588	Prbb.g_00666
OG0001517	Syad.g_00762	Prbb.g_00395
OG0001518	Syad.g_00009	Prbb.g_02137
OG0001519	Syad.g_00025	Prbb.g_02142
OG0001522	Syad.g_01243	Prbb.g_00816
OG0001528	Syad.g_02463, Syad.g_00283, Syad.g_00286	Prbb.g_00854
OG0001529	Syad.g_00210	Prbb.g_00056
OG0001530	Syad.g_02808	Prbb.g_00166
OG0001531	Syad.g_00823	Prbb.g_00296
OG0001532	Syad.g_01492	Prbb.g_01485
OG0001534	Syad.g_01668	Prbb.g_01053
OG0001535	Syad.g_01685	Prbb.g_01041
OG0001536	Syad.g_01762	Prbb.g_00987
OG0001537	Syad.g_01949	Prbb.g_00945
OG0001538	Syad.g_01884	Prbb.g_00788
OG0001539	Syad.g_01607	Prbb.g_00923
OG0001540	Syad.g_02846	Prbb.g_00188
OG0001541	Syad.g_02915	Prbb.g_00236
OG0001542	Syad.g_02924	Prbb.g_00242
OG0001543	Syad.g_02969	Prbb.g_00896
OG0001544	Syad.g_00024	Prbb.g_02141
OG0001545	Syad.g_00126	Prbb.g_02162
OG0001548	Syad.g_02092	Prbb.g_01105
OG0001551	Syad.g_01256	Prbb.g_01898
OG0001555	Syad.g_01923	Prbb.g_01803
OG0001556	Syad.g_01509	Prbb.g_01154
OG0001559	Syad.g_02807	Prbb.g_00165
OG0001560	Syad.g_02793	Prbb.g_00155
OG0001561	Syad.g_01679	Prbb.g_01046
OG0001562	Syad.g_01693	Prbb.g_01035
OG0001563	Syad.g_00693	Prbb.g_02000
OG0001564	Syad.g_01539	Prbb.g_00863
OG0001570	Syad.g_01985	Prbb.g_01331
OG0001575	Syad.g_01033	Prbb.g_00569
OG0001576	Syad.g_01103	Prbb.g_01599
OG0001577	Syad.g_01148	Prbb.g_01522
OG0001578	Syad.g_01534	Prbb.g_01408
OG0001579	Syad.g_00732	Prbb.g_00381
OG0001582	Syad.g_02086	Prbb.g_01551
OG0001586	Syad.g_02669	Prbb.g_00872
OG0001589	Syad.g_02495	Prbb.g_01866
OG0001591	Syad.g_01599	Prbb.g_00676
OG0001623	Syad.g_00746	Prbb.g_00385
OG0001634	Syad.g_01594	Prbb.g_00672
OG0001642	Syad.g_01197	Prbb.g_01621
OG0001644	Syad.g_01799	Prbb.g_00728
OG0001656	Syad.g_00731	Prbb.g_00380
OG0001659	Syad.g_01507	Prbb.g_01489
OG0001673	Syad.g_00812	Prbb.g_00289
OG0001676	Syad.g_00734	Prbb.g_00382
OG0001691	Syad.g_02182	Prbb.g_01056
OG0001692	Syad.g_02271	Prbb.g_01682
OG0001694	Syad.g_00521	Prbb.g_00333
OG0001695	Syad.g_00123	Prbb.g_02158
OG0001700	Syad.g_01976	Prbb.g_01161
OG0001703	Syad.g_00894	Prbb.g_00481
OG0001713	Syad.g_01164	Prbb.g_01131
OG0001715	Syad.g_02084	Prbb.g_01219
OG0001733	Syad.g_01602	Prbb.g_01152
OG0001738	Syad.g_00462	Prbb.g_00371
OG0001739	Syad.g_00122	Prbb.g_02157
OG0001740	Syad.g_00124	Prbb.g_02161
OG0001755	Syad.g_00949	Prbb.g_00856
OG0001758	Syad.g_01546	Prbb.g_01572
OG0001769	Syad.g_02133	Prbb.g_01441
OG0001810	Syad.g_02859	Prbb.g_00709
OG0001816	Syad.g_01604	Prbb.g_00920
OG0001835	Syad.g_00849	Prbb.g_01417
OG0001875	Syad.g_01547	Prbb.g_01573
OG0001876	Syad.g_01548	Prbb.g_01574
OG0001907	Syad.g_02868	Prbb.g_00198
OG0001915	Syad.g_00153	Prbb.g_02179
OG0001916	Syad.g_00921	Prbb.g_00500
OG0001917	Syad.g_01684	Prbb.g_01042
OG0001923	Syad.g_00317	Prbb.g_00114
OG0001954	Syad.g_01991	Prbb.g_01209
OG0001978	Syad.g_00306, Syad.g_00252	Prbb.g_01808
OG0001979	Syad.g_01361	Prbb.g_00041
OG0002001	Syad.g_02753	Prbb.g_01810
OG0002227	Syad.g_00010, Syad.g_00011	Prbb.g_01156
OG0002347	Syad.g_02656	Prbb.g_01850
OG0002380	Syad.g_02681	Prbb.g_01431
OG0002905	Syad.g_00299	Prbb.g_02091
OG0004274	Syad.g_00314	Prbb.g_01615
