Orthogroup	Syad	Prbc
OG0001110	Syad.g_01737	Prbc.g_02041
OG0001111	Syad.g_01735	Prbc.g_02042
OG0001112	Syad.g_01733	Prbc.g_02043
OG0001113	Syad.g_01732	Prbc.g_02044
OG0001114	Syad.g_01731	Prbc.g_02045
OG0001115	Syad.g_01727	Prbc.g_02047
OG0001116	Syad.g_01725	Prbc.g_02048
OG0001117	Syad.g_01724	Prbc.g_02049
OG0001118	Syad.g_01723	Prbc.g_02050
OG0001119	Syad.g_01721	Prbc.g_02051
OG0001120	Syad.g_01717	Prbc.g_02052
OG0001121	Syad.g_01503	Prbc.g_00645
OG0001122	Syad.g_01689	Prbc.g_02081
OG0001123	Syad.g_01682	Prbc.g_02086
OG0001124	Syad.g_01680	Prbc.g_02088
OG0001125	Syad.g_01678	Prbc.g_02090
OG0001126	Syad.g_01276	Prbc.g_02101
OG0001127	Syad.g_01277	Prbc.g_02102
OG0001128	Syad.g_01280	Prbc.g_02105
OG0001129	Syad.g_01282	Prbc.g_02106
OG0001130	Syad.g_01283	Prbc.g_02107
OG0001131	Syad.g_01953	Prbc.g_01941
OG0001132	Syad.g_02038	Prbc.g_02152
OG0001133	Syad.g_02172	Prbc.g_02128
OG0001134	Syad.g_01527	Prbc.g_00896
OG0001135	Syad.g_01529	Prbc.g_00899
OG0001136	Syad.g_01150	Prbc.g_01449
OG0001137	Syad.g_01169	Prbc.g_01436
OG0001138	Syad.g_01493	Prbc.g_01416
OG0001139	Syad.g_01491	Prbc.g_01414
OG0001140	Syad.g_01490	Prbc.g_01413
OG0001141	Syad.g_01489	Prbc.g_01412
OG0001142	Syad.g_01488	Prbc.g_01411
OG0001143	Syad.g_01473	Prbc.g_01404
OG0001144	Syad.g_01457	Prbc.g_01399
OG0001145	Syad.g_01112	Prbc.g_00558
OG0001146	Syad.g_02412	Prbc.g_00570
OG0001147	Syad.g_02349	Prbc.g_00589
OG0001148	Syad.g_00889	Prbc.g_00659
OG0001149	Syad.g_00888	Prbc.g_00660
OG0001150	Syad.g_00887	Prbc.g_00661
OG0001151	Syad.g_00875	Prbc.g_00672
OG0001152	Syad.g_00872	Prbc.g_00673
OG0001153	Syad.g_02318	Prbc.g_00739
OG0001154	Syad.g_02319	Prbc.g_00740
OG0001155	Syad.g_02540	Prbc.g_00756
OG0001156	Syad.g_02543	Prbc.g_00759
OG0001157	Syad.g_02544	Prbc.g_00760
OG0001158	Syad.g_02546	Prbc.g_00761
OG0001159	Syad.g_02547	Prbc.g_00762
OG0001160	Syad.g_02595	Prbc.g_00787
OG0001161	Syad.g_00026	Prbc.g_01485
OG0001162	Syad.g_01844	Prbc.g_00799
OG0001163	Syad.g_02610	Prbc.g_00825
OG0001164	Syad.g_02616	Prbc.g_00829
OG0001165	Syad.g_02621	Prbc.g_00831
OG0001166	Syad.g_02647	Prbc.g_00849
OG0001167	Syad.g_02486	Prbc.g_00867
OG0001168	Syad.g_02488	Prbc.g_00868
OG0001169	Syad.g_02490	Prbc.g_00870
OG0001170	Syad.g_02492	Prbc.g_00872
OG0001171	Syad.g_02503	Prbc.g_00882
OG0001172	Syad.g_00594	Prbc.g_00937
OG0001173	Syad.g_00595	Prbc.g_00938
OG0001174	Syad.g_00603	Prbc.g_00946
OG0001175	Syad.g_00604	Prbc.g_00947
OG0001176	Syad.g_00644	Prbc.g_00959
OG0001177	Syad.g_00641	Prbc.g_00957
OG0001178	Syad.g_02629	Prbc.g_01309
OG0001179	Syad.g_00675	Prbc.g_00301
OG0001180	Syad.g_00700	Prbc.g_00278
OG0001181	Syad.g_00704	Prbc.g_00274
OG0001182	Syad.g_00712	Prbc.g_00266
OG0001183	Syad.g_00717	Prbc.g_00247
OG0001184	Syad.g_00378	Prbc.g_00231
OG0001185	Syad.g_00354	Prbc.g_00216
OG0001186	Syad.g_00247	Prbc.g_00189
OG0001187	Syad.g_00245	Prbc.g_00966
OG0001188	Syad.g_00238	Prbc.g_00968
OG0001189	Syad.g_00217	Prbc.g_00985
OG0001190	Syad.g_03034	Prbc.g_00990
OG0001192	Syad.g_00013	Prbc.g_01005
OG0001193	Syad.g_00072	Prbc.g_01018
OG0001194	Syad.g_00075	Prbc.g_01019
OG0001195	Syad.g_00076	Prbc.g_01020
OG0001196	Syad.g_00144	Prbc.g_01054
OG0001197	Syad.g_00146	Prbc.g_01056
OG0001198	Syad.g_00159	Prbc.g_01066
OG0001199	Syad.g_02735	Prbc.g_00499
OG0001200	Syad.g_02737	Prbc.g_00497
OG0001201	Syad.g_02802	Prbc.g_00465
OG0001202	Syad.g_02945	Prbc.g_00372
OG0001203	Syad.g_00821	Prbc.g_00332
OG0001204	Syad.g_00577	Prbc.g_01141
OG0001205	Syad.g_02440	Prbc.g_01506
OG0001206	Syad.g_02385	Prbc.g_01525
OG0001207	Syad.g_00893	Prbc.g_01536
OG0001208	Syad.g_00906	Prbc.g_01542
OG0001209	Syad.g_00980	Prbc.g_01614
OG0001210	Syad.g_00993	Prbc.g_01619
OG0001212	Syad.g_01082	Prbc.g_01672
OG0001213	Syad.g_02163	Prbc.g_01706
OG0001214	Syad.g_02150	Prbc.g_01714
OG0001215	Syad.g_01366	Prbc.g_01772
OG0001216	Syad.g_01816	Prbc.g_01789
OG0001218	Syad.g_02328	Prbc.g_01829
OG0001219	Syad.g_01653	Prbc.g_02005
OG0001220	Syad.g_01195	Prbc.g_01913
OG0001221	Syad.g_01950	Prbc.g_01989
OG0001222	Syad.g_01770	Prbc.g_01936
OG0001223	Syad.g_01715	Prbc.g_02053
OG0001224	Syad.g_01286	Prbc.g_02109
OG0001225	Syad.g_01288	Prbc.g_02111
OG0001226	Syad.g_02100	Prbc.g_00930
OG0001227	Syad.g_00029	Prbc.g_02133
OG0001228	Syad.g_02460	Prbc.g_01396
OG0001229	Syad.g_01314	Prbc.g_00138
OG0001231	Syad.g_00179	Prbc.g_01833
OG0001232	Syad.g_02658	Prbc.g_00853
OG0001233	Syad.g_02493	Prbc.g_00873
OG0001234	Syad.g_00608	Prbc.g_00949
OG0001235	Syad.g_00633	Prbc.g_00953
OG0001236	Syad.g_00412	Prbc.g_00234
OG0001237	Syad.g_00376	Prbc.g_00230
OG0001238	Syad.g_00007	Prbc.g_01001
OG0001239	Syad.g_02732	Prbc.g_00502
OG0001240	Syad.g_02785	Prbc.g_00480
OG0001241	Syad.g_02795	Prbc.g_00471
OG0001242	Syad.g_02827	Prbc.g_00452
OG0001243	Syad.g_02841	Prbc.g_00445
OG0001244	Syad.g_02873	Prbc.g_00429
OG0001245	Syad.g_02223	Prbc.g_01317
OG0001246	Syad.g_00933	Prbc.g_01584
OG0001247	Syad.g_01837	Prbc.g_01765
OG0001248	Syad.g_01843	Prbc.g_01767
OG0001249	Syad.g_00756	Prbc.g_01230
OG0001251	Syad.g_00083	Prbc.g_00923
OG0001252	Syad.g_01279	Prbc.g_02104
OG0001253	Syad.g_02037	Prbc.g_00804
OG0001254	Syad.g_01528	Prbc.g_00898
OG0001255	Syad.g_02224	Prbc.g_01463
OG0001256	Syad.g_02609	Prbc.g_00795
OG0001257	Syad.g_02210	Prbc.g_00800
OG0001260	Syad.g_02514	Prbc.g_00888
OG0001261	Syad.g_00684	Prbc.g_00293
OG0001262	Syad.g_00219	Prbc.g_00983
OG0001263	Syad.g_02844	Prbc.g_00442
OG0001273	Syad.g_02157	Prbc.g_01708
OG0001277	Syad.g_00127	Prbc.g_01042
OG0001279	Syad.g_02248	Prbc.g_00133
OG0001280	Syad.g_02402	Prbc.g_00565
OG0001282	Syad.g_00890	Prbc.g_00658
OG0001283	Syad.g_00138	Prbc.g_01050
OG0001284	Syad.g_02585	Prbc.g_00781
OG0001285	Syad.g_02043	Prbc.g_00856
OG0001286	Syad.g_00698	Prbc.g_00280
OG0001287	Syad.g_00346	Prbc.g_00209
OG0001288	Syad.g_00326	Prbc.g_00198
OG0001289	Syad.g_02767	Prbc.g_00486
OG0001290	Syad.g_02794	Prbc.g_00472
OG0001294	Syad.g_01597	Prbc.g_01483, Prbc.g_00646
OG0001295	Syad.g_00997	Prbc.g_01471
OG0001296	Syad.g_00939	Prbc.g_01589
OG0001297	Syad.g_00943	Prbc.g_01594
OG0001299	Syad.g_01591	Prbc.g_01744
OG0001300	Syad.g_01339	Prbc.g_01776
OG0001301	Syad.g_01303	Prbc.g_01778
OG0001302	Syad.g_02123	Prbc.g_02003
OG0001303	Syad.g_01655	Prbc.g_00092
OG0001304	Syad.g_01669	Prbc.g_02095
OG0001305	Syad.g_01296	Prbc.g_01931
OG0001306	Syad.g_01119	Prbc.g_01461
OG0001307	Syad.g_00626	Prbc.g_00586
OG0001309	Syad.g_00950	Prbc.g_01598
OG0001310	Syad.g_02638	Prbc.g_00843
OG0001311	Syad.g_01681	Prbc.g_02087
OG0001312	Syad.g_01788	Prbc.g_02014
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Prbc.g_01137
OG0001315	Syad.g_00715	Prbc.g_00249
OG0001316	Syad.g_02861	Prbc.g_00431
OG0001317	Syad.g_00814	Prbc.g_00336
OG0001318	Syad.g_00557	Prbc.g_01152
OG0001321	Syad.g_02423	Prbc.g_01512
OG0001322	Syad.g_02422	Prbc.g_01513
OG0001324	Syad.g_01338	Prbc.g_01777
OG0001325	Syad.g_01811	Prbc.g_01792
OG0001326	Syad.g_00092	Prbc.g_00915
OG0001327	Syad.g_01605	Prbc.g_01966
OG0001328	Syad.g_01638	Prbc.g_01985
OG0001329	Syad.g_00866	Prbc.g_00803
OG0001330	Syad.g_02395	Prbc.g_00559
OG0001332	Syad.g_02535	Prbc.g_00754
OG0001334	Syad.g_00725	Prbc.g_00244
OG0001335	Syad.g_00726	Prbc.g_00243
OG0001336	Syad.g_00139	Prbc.g_01051
OG0001337	Syad.g_00750, Syad.g_00741	Prbc.g_01224
OG0001339	Syad.g_02797	Prbc.g_00469
OG0001340	Syad.g_00742	Prbc.g_01225
OG0001341	Syad.g_01312	Prbc.g_00539
OG0001343	Syad.g_00079	Prbc.g_01956, Prbc.g_01957
OG0001344	Syad.g_01157	Prbc.g_01441
OG0001345	Syad.g_01188	Prbc.g_01425
OG0001346	Syad.g_02406	Prbc.g_00567
OG0001347	Syad.g_00454, Syad.g_00308	Prbc.g_00181
OG0001348	Syad.g_01250	Prbc.g_02169
OG0001350	Syad.g_00820	Prbc.g_00333
OG0001352	Syad.g_00969	Prbc.g_01761
OG0001354	Syad.g_01728	Prbc.g_02046
OG0001355	Syad.g_02116	Prbc.g_00802
OG0001356	Syad.g_01251	Prbc.g_00603
OG0001357	Syad.g_01502	Prbc.g_01294
OG0001358	Syad.g_02179	Prbc.g_01697
OG0001359	Syad.g_00078	Prbc.g_01958
OG0001360	Syad.g_01191	Prbc.g_01423
OG0001362	Syad.g_02294	Prbc.g_00723
OG0001363	Syad.g_02296	Prbc.g_01521
OG0001368	Syad.g_00578	Prbc.g_00149, Prbc.g_00130
OG0001369	Syad.g_02784	Prbc.g_00481
OG0001370	Syad.g_02045, Syad.g_02124	Prbc.g_00170
OG0001373	Syad.g_00091	Prbc.g_00914
OG0001374	Syad.g_00099	Prbc.g_00922
OG0001375	Syad.g_00080	Prbc.g_01955
OG0001376	Syad.g_00015	Prbc.g_01943
OG0001377	Syad.g_00014	Prbc.g_01944
OG0001378	Syad.g_02454	Prbc.g_01495
OG0001381	Syad.g_01266, Syad.g_00614	Prbc.g_00655
OG0001385	Syad.g_00088	Prbc.g_00911
OG0001386	Syad.g_00089	Prbc.g_00912
OG0001387	Syad.g_00090	Prbc.g_00913
OG0001388	Syad.g_00093	Prbc.g_00916
OG0001389	Syad.g_00094	Prbc.g_00917
OG0001390	Syad.g_00095	Prbc.g_00918
OG0001391	Syad.g_00096	Prbc.g_00919
OG0001392	Syad.g_00097	Prbc.g_00920
OG0001393	Syad.g_00098	Prbc.g_00921
OG0001394	Syad.g_01920	Prbc.g_01993
OG0001395	Syad.g_01792	Prbc.g_02098
OG0001396	Syad.g_00455	Prbc.g_00180
OG0001397	Syad.g_02295	Prbc.g_00724
OG0001398	Syad.g_01977	Prbc.g_01806
OG0001399	Syad.g_02336	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235
OG0001401	Syad.g_01233	Prbc.g_01896
OG0001402	Syad.g_02174	Prbc.g_01701
OG0001403	Syad.g_00197	Prbc.g_01100
OG0001404	Syad.g_02727	Prbc.g_00505
OG0001405	Syad.g_00728	Prbc.g_01218
OG0001407	Syad.g_00970	Prbc.g_01947
OG0001408	Syad.g_01431	Prbc.g_02187
OG0001410	Syad.g_00627	Prbc.g_00587
OG0001413	Syad.g_02113	Prbc.g_01834
OG0001414	Syad.g_00615	Prbc.g_00342
OG0001417	Syad.g_01729	Prbc.g_01482
OG0001419	Syad.g_00971	Prbc.g_01825
OG0001420	Syad.g_00963	Prbc.g_00119
OG0001421	Syad.g_02105, Syad.g_02039	Prbc.g_00796
OG0001425	Syad.g_00012	Prbc.g_01004
OG0001429	Syad.g_01656	Prbc.g_02006
OG0001430	Syad.g_03026	Prbc.g_01945
OG0001431	Syad.g_00393	Prbc.g_00143
OG0001432	Syad.g_01382	Prbc.g_02076
OG0001433	Syad.g_01253, Syad.g_01252	Prbc.g_00602
OG0001434	Syad.g_01916	Prbc.g_01998
OG0001435	Syad.g_01612	Prbc.g_01973
OG0001439	Syad.g_00476	Prbc.g_01199
OG0001442	Syad.g_01906	Prbc.g_00689
OG0001443	Syad.g_00023	Prbc.g_00905
OG0001447	Syad.g_02842	Prbc.g_00444
OG0001453	Syad.g_01709	Prbc.g_02056
OG0001454	Syad.g_02101	Prbc.g_01310
OG0001456	Syad.g_00101	Prbc.g_01489
OG0001457	Syad.g_00102	Prbc.g_01488
OG0001458	Syad.g_00103	Prbc.g_01487
OG0001460	Syad.g_01254	Prbc.g_00601
OG0001461	Syad.g_02162	Prbc.g_00014
OG0001463	Syad.g_01264	Prbc.g_01179
OG0001464	Syad.g_00743	Prbc.g_01813
OG0001470	Syad.g_02462	Prbc.g_00187
OG0001471	Syad.g_00484	Prbc.g_01484
OG0001473	Syad.g_02127	Prbc.g_00642
OG0001474	Syad.g_00768	Prbc.g_01251
OG0001475	Syad.g_02464	Prbc.g_00185
OG0001477	Syad.g_01307	Prbc.g_00010
OG0001480	Syad.g_01194	Prbc.g_00151
OG0001482	Syad.g_01719	Prbc.g_02132
OG0001487	Syad.g_02327	Prbc.g_00747
OG0001488	Syad.g_00051, Syad.g_01175, Syad.g_00050	Prbc.g_01432
OG0001489	Syad.g_00709	Prbc.g_00269
OG0001496	Syad.g_01309	Prbc.g_00008
OG0001497	Syad.g_01308	Prbc.g_00009
OG0001498	Syad.g_00786	Prbc.g_01269
OG0001499	Syad.g_02081	Prbc.g_00519
OG0001508	Syad.g_02461	Prbc.g_00188
OG0001510	Syad.g_00342	Prbc.g_00205
OG0001511	Syad.g_02810	Prbc.g_00461
OG0001512	Syad.g_00822	Prbc.g_00820
OG0001513	Syad.g_00377, Syad.g_00646	Prbc.g_01112
OG0001514	Syad.g_01310	Prbc.g_00007
OG0001515	Syad.g_01343	Prbc.g_01774
OG0001516	Syad.g_01588	Prbc.g_01741
OG0001517	Syad.g_00762	Prbc.g_01247
OG0001518	Syad.g_00009	Prbc.g_01003
OG0001519	Syad.g_00025	Prbc.g_01008
OG0001522	Syad.g_01243	Prbc.g_01892
OG0001528	Syad.g_02463, Syad.g_00283, Syad.g_00286	Prbc.g_00186
OG0001529	Syad.g_00210	Prbc.g_01119
OG0001530	Syad.g_02808	Prbc.g_00462
OG0001531	Syad.g_00823	Prbc.g_00331
OG0001532	Syad.g_01492	Prbc.g_01415
OG0001534	Syad.g_01668	Prbc.g_02096
OG0001535	Syad.g_01685	Prbc.g_02084
OG0001536	Syad.g_01762	Prbc.g_02032
OG0001537	Syad.g_01949	Prbc.g_01990
OG0001538	Syad.g_01884	Prbc.g_01863
OG0001539	Syad.g_01607	Prbc.g_01968
OG0001540	Syad.g_02846	Prbc.g_00440
OG0001541	Syad.g_02915	Prbc.g_00392
OG0001542	Syad.g_02924	Prbc.g_00386
OG0001543	Syad.g_02969	Prbc.g_01939
OG0001544	Syad.g_00024	Prbc.g_01007
OG0001545	Syad.g_00126	Prbc.g_01041
OG0001548	Syad.g_02092	Prbc.g_02149
OG0001551	Syad.g_01256	Prbc.g_00908
OG0001555	Syad.g_01923	Prbc.g_01362, Prbc.g_00822
OG0001559	Syad.g_02807	Prbc.g_00463
OG0001560	Syad.g_02793	Prbc.g_00473
OG0001561	Syad.g_01679	Prbc.g_02089
OG0001562	Syad.g_01693	Prbc.g_02078
OG0001563	Syad.g_00693	Prbc.g_00285
OG0001570	Syad.g_01985	Prbc.g_00639
OG0001575	Syad.g_01033	Prbc.g_01645
OG0001576	Syad.g_01103	Prbc.g_00578
OG0001577	Syad.g_01148	Prbc.g_01451
OG0001578	Syad.g_01534	Prbc.g_00003
OG0001579	Syad.g_00732	Prbc.g_01222
OG0001582	Syad.g_02086	Prbc.g_01480
OG0001589	Syad.g_02495	Prbc.g_00875
OG0001591	Syad.g_01599	Prbc.g_01751
OG0001623	Syad.g_00746	Prbc.g_01226
OG0001634	Syad.g_01594	Prbc.g_01747
OG0001635	Syad.g_00322	Prbc.g_01559
OG0001642	Syad.g_01197	Prbc.g_00597
OG0001644	Syad.g_01799	Prbc.g_01802
OG0001656	Syad.g_00731	Prbc.g_01221
OG0001659	Syad.g_01507	Prbc.g_01419
OG0001673	Syad.g_00812	Prbc.g_00338
OG0001676	Syad.g_00734	Prbc.g_01223
OG0001691	Syad.g_02182	Prbc.g_02099
OG0001692	Syad.g_02271	Prbc.g_00704
OG0001694	Syad.g_00521	Prbc.g_01174
OG0001695	Syad.g_00123	Prbc.g_01024
OG0001703	Syad.g_00894	Prbc.g_01537
OG0001713	Syad.g_01164	Prbc.g_02175
OG0001715	Syad.g_02084	Prbc.g_00154
OG0001728	Syad.g_01079, Syad.g_01080, Syad.g_02036, Syad.g_02990, Syad.g_02241, Syad.g_02003	Prbc.g_02201
OG0001738	Syad.g_00462	Prbc.g_01212
OG0001739	Syad.g_00122	Prbc.g_01023
OG0001740	Syad.g_00124	Prbc.g_01026
OG0001758	Syad.g_01546	Prbc.g_00020, Prbc.g_00552
OG0001769	Syad.g_02133	Prbc.g_01372
OG0001810	Syad.g_02859	Prbc.g_01783
OG0001816	Syad.g_01604	Prbc.g_01965
OG0001835	Syad.g_00849	Prbc.g_00026
OG0001875	Syad.g_01547	Prbc.g_00553
OG0001876	Syad.g_01548	Prbc.g_00554
OG0001907	Syad.g_02868	Prbc.g_00430
OG0001915	Syad.g_00153	Prbc.g_01058
OG0001916	Syad.g_00921	Prbc.g_01555
OG0001917	Syad.g_01684	Prbc.g_02085
OG0001923	Syad.g_00317	Prbc.g_00515
OG0001954	Syad.g_01991	Prbc.g_00145
OG0002020	Syad.g_00120	Prbc.g_01028
OG0002021	Syad.g_00118	Prbc.g_01030
OG0002022	Syad.g_00115	Prbc.g_01031
OG0002023	Syad.g_00114	Prbc.g_01032
OG0002024	Syad.g_00108	Prbc.g_01034
OG0002054	Syad.g_00107	Prbc.g_01035
OG0002055	Syad.g_00110	Prbc.g_01040
OG0002131	Syad.g_00119	Prbc.g_01029
OG0002132	Syad.g_00111	Prbc.g_01033
OG0002133	Syad.g_00109	Prbc.g_01039
OG0002178	Syad.g_00113	Prbc.g_01038
OG0002347	Syad.g_02656	Prbc.g_00859
OG0002380	Syad.g_02681	Prbc.g_00039
OG0002393	Syad.g_01073, Syad.g_01075, Syad.g_01076	Prbc.g_01560
OG0002591	Syad.g_02066	Prbc.g_00906
OG0002939	Syad.g_02233, Syad.g_02232, Syad.g_02700	Prbc.g_01359
OG0003246	Syad.g_00835	Prbc.g_00109
OG0003820	Syad.g_01192	Prbc.g_02192
