Orthogroup	Syad	Pran
OG0001165	Syad.g_02621	Pran.g_00969
OG0001166	Syad.g_02647	Pran.g_00989
OG0001167	Syad.g_02486	Pran.g_01006
OG0001168	Syad.g_02488	Pran.g_01008
OG0001169	Syad.g_02490	Pran.g_01010
OG0001170	Syad.g_02492	Pran.g_01012
OG0001171	Syad.g_02503	Pran.g_01021
OG0001172	Syad.g_00594	Pran.g_01035
OG0001173	Syad.g_00595	Pran.g_01036
OG0001174	Syad.g_00603	Pran.g_01045
OG0001175	Syad.g_00604	Pran.g_01046
OG0001176	Syad.g_00644	Pran.g_01053
OG0001177	Syad.g_00641	Pran.g_01055
OG0001178	Syad.g_02629	Pran.g_01060
OG0001179	Syad.g_00675	Pran.g_01089
OG0001180	Syad.g_00700	Pran.g_01111
OG0001181	Syad.g_00704	Pran.g_01115
OG0001182	Syad.g_00712	Pran.g_01122
OG0001183	Syad.g_00717	Pran.g_01126
OG0001184	Syad.g_00378	Pran.g_01141
OG0001185	Syad.g_00354	Pran.g_01155
OG0001186	Syad.g_00247	Pran.g_01178
OG0001187	Syad.g_00245	Pran.g_01183
OG0001188	Syad.g_00238	Pran.g_01185
OG0001190	Syad.g_03034	Pran.g_01205
OG0001192	Syad.g_00013	Pran.g_01220
OG0001193	Syad.g_00072	Pran.g_01230
OG0001194	Syad.g_00075	Pran.g_01231
OG0001195	Syad.g_00076	Pran.g_01232
OG0001196	Syad.g_00144	Pran.g_01245
OG0001197	Syad.g_00146	Pran.g_01246
OG0001198	Syad.g_00159	Pran.g_01254
OG0001199	Syad.g_02735	Pran.g_00358
OG0001200	Syad.g_02737	Pran.g_00356
OG0001201	Syad.g_02802	Pran.g_00325
OG0001202	Syad.g_02945	Pran.g_00233
OG0001204	Syad.g_00577	Pran.g_01949
OG0001205	Syad.g_02440	Pran.g_01735
OG0001206	Syad.g_02385	Pran.g_01716
OG0001207	Syad.g_00893	Pran.g_01701
OG0001208	Syad.g_00906	Pran.g_01696
OG0001209	Syad.g_00980	Pran.g_01643
OG0001210	Syad.g_00993	Pran.g_01638
OG0001212	Syad.g_01082	Pran.g_01582
OG0001213	Syad.g_02163	Pran.g_01549
OG0001214	Syad.g_02150	Pran.g_01541
OG0001215	Syad.g_01366	Pran.g_01488
OG0001216	Syad.g_01816	Pran.g_01458
OG0001218	Syad.g_02328	Pran.g_01407
OG0001219	Syad.g_01653	Pran.g_01354
OG0001220	Syad.g_01195	Pran.g_01292
OG0001221	Syad.g_01950	Pran.g_00440
OG0001222	Syad.g_01770	Pran.g_00479
OG0001223	Syad.g_01715	Pran.g_00505
OG0001225	Syad.g_01288	Pran.g_00566
OG0001226	Syad.g_02100	Pran.g_00159
OG0001227	Syad.g_00029	Pran.g_00141
OG0001228	Syad.g_02460	Pran.g_00015
OG0001229	Syad.g_01314	Pran.g_00843
OG0001231	Syad.g_00179	Pran.g_00634
OG0001232	Syad.g_02658	Pran.g_00993
OG0001233	Syad.g_02493	Pran.g_01013
OG0001234	Syad.g_00608	Pran.g_01048
OG0001235	Syad.g_00633	Pran.g_01057
OG0001237	Syad.g_00376	Pran.g_01142
OG0001238	Syad.g_00007	Pran.g_01216
OG0001239	Syad.g_02732	Pran.g_00361
OG0001240	Syad.g_02785	Pran.g_00340
OG0001241	Syad.g_02795	Pran.g_00332
OG0001242	Syad.g_02827	Pran.g_00314
OG0001244	Syad.g_02873	Pran.g_00293
OG0001245	Syad.g_02223	Pran.g_01815
OG0001246	Syad.g_00933	Pran.g_01674
OG0001247	Syad.g_01837	Pran.g_01495
OG0001248	Syad.g_01843	Pran.g_01493
OG0001249	Syad.g_00756	Pran.g_01365
OG0001250	Syad.g_01227	Pran.g_01303
OG0001251	Syad.g_00083	Pran.g_00414
OG0001252	Syad.g_01279	Pran.g_00559
OG0001253	Syad.g_02037	Pran.g_00140
OG0001254	Syad.g_01528	Pran.g_00091
OG0001255	Syad.g_02224	Pran.g_00076
OG0001256	Syad.g_02609	Pran.g_00641
OG0001257	Syad.g_02210	Pran.g_00635
OG0001258	Syad.g_02619	Pran.g_00967
OG0001260	Syad.g_02514	Pran.g_01027
OG0001261	Syad.g_00684	Pran.g_01097
OG0001262	Syad.g_00219	Pran.g_01200
OG0001265	Syad.g_02825	Pran.g_00315
OG0001266	Syad.g_02949	Pran.g_00229
OG0001267	Syad.g_00523	Pran.g_01914
OG0001268	Syad.g_00767	Pran.g_01856
OG0001270	Syad.g_02453	Pran.g_01746
OG0001271	Syad.g_02356	Pran.g_01706
OG0001272	Syad.g_00910	Pran.g_01692
OG0001273	Syad.g_02157	Pran.g_01547
OG0001274	Syad.g_02988	Pran.g_01473
OG0001275	Syad.g_01699	Pran.g_00515
OG0001276	Syad.g_01683	Pran.g_00543
OG0001277	Syad.g_00127	Pran.g_00152
OG0001278	Syad.g_01445	Pran.g_00010
OG0001279	Syad.g_02248	Pran.g_00609
OG0001280	Syad.g_02402	Pran.g_00877
OG0001281	Syad.g_02413	Pran.g_00871
OG0001282	Syad.g_00890	Pran.g_00840
OG0001283	Syad.g_00138	Pran.g_00820
OG0001284	Syad.g_02585	Pran.g_00663
OG0001285	Syad.g_02043	Pran.g_00996
OG0001286	Syad.g_00698	Pran.g_01109
OG0001287	Syad.g_00346	Pran.g_01162
OG0001288	Syad.g_00326	Pran.g_01171
OG0001289	Syad.g_02767	Pran.g_00345
OG0001290	Syad.g_02794	Pran.g_00333
OG0001291	Syad.g_02854	Pran.g_00299
OG0001292	Syad.g_00572	Pran.g_01944
OG0001293	Syad.g_00549	Pran.g_01932
OG0001294	Syad.g_01597	Pran.g_01817
OG0001295	Syad.g_00997	Pran.g_01711
OG0001296	Syad.g_00939	Pran.g_01669
OG0001297	Syad.g_00943	Pran.g_01664
OG0001298	Syad.g_01055	Pran.g_01601
OG0001299	Syad.g_01591	Pran.g_01512
OG0001300	Syad.g_01339	Pran.g_01485
OG0001301	Syad.g_01303	Pran.g_01482
OG0001302	Syad.g_02123	Pran.g_01356
OG0001303	Syad.g_01655	Pran.g_01434
OG0001304	Syad.g_01669	Pran.g_00553
OG0001305	Syad.g_01296	Pran.g_00572
OG0001306	Syad.g_01119	Pran.g_00074
OG0001309	Syad.g_00950	Pran.g_00637
OG0001310	Syad.g_02638	Pran.g_00982
OG0001311	Syad.g_01681	Pran.g_00545
OG0001312	Syad.g_01788	Pran.g_00468
OG0001315	Syad.g_00715	Pran.g_00371
OG0001316	Syad.g_02861	Pran.g_00294
OG0001317	Syad.g_00814	Pran.g_00198
OG0001318	Syad.g_00557	Pran.g_01936
OG0001321	Syad.g_02423	Pran.g_01726
OG0001322	Syad.g_02422	Pran.g_01725
OG0001323	Syad.g_00953	Pran.g_01659
OG0001324	Syad.g_01338	Pran.g_01484
OG0001325	Syad.g_01811	Pran.g_01455
OG0001326	Syad.g_00092	Pran.g_00184
OG0001327	Syad.g_01605	Pran.g_00167
OG0001328	Syad.g_01638	Pran.g_00142
OG0001329	Syad.g_00866	Pran.g_00101
OG0001332	Syad.g_02535	Pran.g_00690
OG0001333	Syad.g_02487	Pran.g_01007
OG0001334	Syad.g_00725	Pran.g_01129
OG0001335	Syad.g_00726	Pran.g_01130
OG0001336	Syad.g_00139	Pran.g_01242
OG0001339	Syad.g_02797	Pran.g_00330
OG0001340	Syad.g_00742	Pran.g_01866
OG0001341	Syad.g_01312	Pran.g_01418
OG0001343	Syad.g_00079	Pran.g_00411
OG0001344	Syad.g_01157	Pran.g_00056
OG0001345	Syad.g_01188	Pran.g_00041
OG0001346	Syad.g_02406	Pran.g_00875
OG0001348	Syad.g_01250	Pran.g_00604
OG0001349	Syad.g_02663	Pran.g_00792
OG0001352	Syad.g_00969	Pran.g_01498
OG0001353	Syad.g_01244	Pran.g_01311
OG0001354	Syad.g_01728	Pran.g_00497
OG0001356	Syad.g_01251	Pran.g_01390
OG0001358	Syad.g_02179	Pran.g_01558
OG0001359	Syad.g_00078	Pran.g_00412
OG0001360	Syad.g_01191	Pran.g_00139
OG0001361	Syad.g_01185	Pran.g_00044
OG0001362	Syad.g_02294	Pran.g_00719
OG0001363	Syad.g_02296	Pran.g_00717
OG0001364	Syad.g_00431	Pran.g_01132
OG0001373	Syad.g_00091	Pran.g_00183
OG0001374	Syad.g_00099	Pran.g_00191
OG0001375	Syad.g_00080	Pran.g_00192
OG0001376	Syad.g_00015	Pran.g_00173
OG0001377	Syad.g_00014	Pran.g_00172
OG0001378	Syad.g_02454	Pran.g_00130
OG0001379	Syad.g_02397	Pran.g_00882
OG0001381	Syad.g_01266, Syad.g_00614	Pran.g_00847
OG0001385	Syad.g_00088	Pran.g_00180
OG0001386	Syad.g_00089	Pran.g_00181
OG0001387	Syad.g_00090	Pran.g_00182
OG0001388	Syad.g_00093	Pran.g_00185
OG0001389	Syad.g_00094	Pran.g_00186
OG0001390	Syad.g_00095	Pran.g_00187
OG0001391	Syad.g_00096	Pran.g_00188
OG0001392	Syad.g_00097	Pran.g_00189
OG0001393	Syad.g_00098	Pran.g_00190
OG0001394	Syad.g_01920	Pran.g_00444
OG0001395	Syad.g_01792	Pran.g_00555
OG0001397	Syad.g_02295	Pran.g_00718
OG0001398	Syad.g_01977	Pran.g_00596
OG0001399	Syad.g_02336	Pran.g_01050
OG0001403	Syad.g_00197	Pran.g_00394
OG0001404	Syad.g_02727	Pran.g_00364
OG0001405	Syad.g_00728	Pran.g_01868
OG0001407	Syad.g_00970	Pran.g_00161
OG0001408	Syad.g_01431	Pran.g_00156
OG0001411	Syad.g_00372	Pran.g_00809
OG0001413	Syad.g_02113	Pran.g_00648
OG0001414	Syad.g_00615	Pran.g_00203
OG0001416	Syad.g_02410	Pran.g_01719
OG0001417	Syad.g_01729	Pran.g_01709
OG0001419	Syad.g_00971	Pran.g_00160
OG0001420	Syad.g_00963	Pran.g_00121
OG0001421	Syad.g_02105, Syad.g_02039	Pran.g_00640
OG0001423	Syad.g_02707, Syad.g_02708	Pran.g_01777
OG0001425	Syad.g_00012	Pran.g_01219
OG0001428	Syad.g_02906	Pran.g_00260
OG0001429	Syad.g_01656	Pran.g_01353
OG0001432	Syad.g_01382	Pran.g_00650
OG0001433	Syad.g_01253, Syad.g_01252	Pran.g_01391
OG0001434	Syad.g_01916	Pran.g_00448
OG0001438	Syad.g_00507	Pran.g_01901
OG0001439	Syad.g_00476	Pran.g_01887
OG0001442	Syad.g_01906	Pran.g_01431
OG0001443	Syad.g_00023	Pran.g_00595
OG0001447	Syad.g_02842	Pran.g_00308
OG0001448	Syad.g_02723	Pran.g_01827
OG0001449	Syad.g_00583	Pran.g_01794
OG0001452	Syad.g_00563	Pran.g_00416
OG0001453	Syad.g_01709	Pran.g_00509
OG0001454	Syad.g_02101	Pran.g_00146
OG0001456	Syad.g_00101	Pran.g_00082
OG0001457	Syad.g_00102	Pran.g_00081
OG0001458	Syad.g_00103	Pran.g_00080
OG0001459	Syad.g_01550	Pran.g_00642, Pran.g_00954
OG0001460	Syad.g_01254	Pran.g_01392
OG0001461	Syad.g_02162	Pran.g_00916
OG0001462	Syad.g_00204	Pran.g_00390
OG0001463	Syad.g_01264	Pran.g_01908
OG0001464	Syad.g_00743	Pran.g_01865
OG0001465	Syad.g_01830	Pran.g_01476
OG0001471	Syad.g_00484	Pran.g_00647
OG0001473	Syad.g_02127	Pran.g_01180
OG0001474	Syad.g_00768	Pran.g_01855
OG0001480	Syad.g_01194	Pran.g_01826
OG0001482	Syad.g_01719	Pran.g_01721
OG0001492	Syad.g_01448	Pran.g_00013
OG0001493	Syad.g_01439	Pran.g_00005
OG0001499	Syad.g_02081	Pran.g_00372
OG0001502	Syad.g_01202	Pran.g_01373
OG0001504	Syad.g_01535	Pran.g_00953
OG0001525	Syad.g_00036	Pran.g_00629
OG0001527	Syad.g_01030	Pran.g_01615
OG0001547	Syad.g_01963	Pran.g_01371
OG0001548	Syad.g_02092	Pran.g_01367
OG0001551	Syad.g_01256	Pran.g_00083
OG0001554	Syad.g_03031	Pran.g_00639
OG0001555	Syad.g_01923	Pran.g_00624
OG0001556	Syad.g_01509	Pran.g_01398
OG0001567	Syad.g_01965	Pran.g_01372
OG0001568	Syad.g_01961	Pran.g_01370
OG0001570	Syad.g_01985	Pran.g_00118
OG0001582	Syad.g_02086	Pran.g_01710
OG0001585	Syad.g_02678	Pran.g_01784
OG0001602	Syad.g_01831	Pran.g_01477
OG0001634	Syad.g_01594	Pran.g_00610
OG0001666	Syad.g_01536	Pran.g_00955
OG0001700	Syad.g_01976	Pran.g_01393
OG0001780	Syad.g_00288	Pran.g_00799
OG0001835	Syad.g_00849	Pran.g_01785
OG0001923	Syad.g_00251, Syad.g_00317	Pran.g_00793
OG0002106	Syad.g_01217	Pran.g_01809
OG0002107	Syad.g_02054	Pran.g_01774
OG0002154	Syad.g_02869	Pran.g_00818
OG0002225	Syad.g_02053	Pran.g_01775
OG0002227	Syad.g_00010, Syad.g_00011	Pran.g_01396
OG0002321	Syad.g_00278	Pran.g_00798
OG0002369	Syad.g_00284	Pran.g_00784
OG0002421	Syad.g_00276	Pran.g_00797
OG0002480	Syad.g_00290	Pran.g_00801
OG0002487	Syad.g_00850	Pran.g_00945
OG0002772	Syad.g_00287	Pran.g_00776
OG0002773	Syad.g_00275	Pran.g_00781
OG0002774	Syad.g_00274	Pran.g_00780
OG0002775	Syad.g_00273	Pran.g_00779
OG0003632	Syad.g_00852	Pran.g_01786
OG0004011	Syad.g_00277	Pran.g_00756
OG0004012	Syad.g_00272	Pran.g_00778
