Orthogroup	Syad	Praz
OG0001162	Syad.g_01844	Praz.g_00942
OG0001163	Syad.g_02610	Praz.g_00885
OG0001164	Syad.g_02616	Praz.g_00881
OG0001165	Syad.g_02621	Praz.g_00878
OG0001166	Syad.g_02647	Praz.g_00858
OG0001167	Syad.g_02486	Praz.g_00841
OG0001168	Syad.g_02488	Praz.g_00839
OG0001169	Syad.g_02490	Praz.g_00837
OG0001170	Syad.g_02492	Praz.g_00835
OG0001171	Syad.g_02503	Praz.g_00826
OG0001172	Syad.g_00594	Praz.g_00332
OG0001173	Syad.g_00595	Praz.g_00331
OG0001174	Syad.g_00603	Praz.g_00323
OG0001175	Syad.g_00604	Praz.g_00322
OG0001176	Syad.g_00644	Praz.g_00315
OG0001177	Syad.g_00641	Praz.g_00312
OG0001178	Syad.g_02629	Praz.g_00307
OG0001179	Syad.g_00675	Praz.g_00279
OG0001180	Syad.g_00700	Praz.g_00257
OG0001181	Syad.g_00704	Praz.g_00253
OG0001182	Syad.g_00712	Praz.g_00246
OG0001183	Syad.g_00717	Praz.g_00241
OG0001184	Syad.g_00378	Praz.g_00225
OG0001185	Syad.g_00354	Praz.g_00211
OG0001186	Syad.g_00247	Praz.g_00187
OG0001187	Syad.g_00245	Praz.g_00183
OG0001188	Syad.g_00238	Praz.g_00180
OG0001189	Syad.g_00217	Praz.g_00163
OG0001190	Syad.g_03034	Praz.g_00159
OG0001192	Syad.g_00013	Praz.g_00144
OG0001193	Syad.g_00072	Praz.g_00134
OG0001194	Syad.g_00075	Praz.g_00133
OG0001195	Syad.g_00076	Praz.g_00132
OG0001196	Syad.g_00144	Praz.g_00119
OG0001197	Syad.g_00146	Praz.g_00118
OG0001198	Syad.g_00159	Praz.g_00362
OG0001199	Syad.g_02735	Praz.g_00434
OG0001200	Syad.g_02737	Praz.g_00436
OG0001201	Syad.g_02802	Praz.g_00468
OG0001202	Syad.g_02945	Praz.g_00559
OG0001203	Syad.g_00821	Praz.g_00598
OG0001204	Syad.g_00577	Praz.g_00603
OG0001205	Syad.g_02440	Praz.g_01883
OG0001206	Syad.g_02385	Praz.g_01866
OG0001207	Syad.g_00893	Praz.g_01851
OG0001208	Syad.g_00906	Praz.g_01846
OG0001209	Syad.g_00980	Praz.g_01793
OG0001210	Syad.g_00993	Praz.g_01788
OG0001212	Syad.g_01082	Praz.g_01734
OG0001213	Syad.g_02163	Praz.g_01701
OG0001214	Syad.g_02150	Praz.g_01693
OG0001215	Syad.g_01366	Praz.g_01640
OG0001216	Syad.g_01816	Praz.g_01605
OG0001218	Syad.g_02328	Praz.g_01560
OG0001219	Syad.g_01653	Praz.g_01523
OG0001220	Syad.g_01195	Praz.g_01460
OG0001221	Syad.g_01950	Praz.g_01397
OG0001222	Syad.g_01770	Praz.g_01358
OG0001223	Syad.g_01715	Praz.g_01332
OG0001224	Syad.g_01286	Praz.g_01280
OG0001225	Syad.g_01288	Praz.g_00064
OG0001226	Syad.g_02100	Praz.g_00090
OG0001227	Syad.g_00029	Praz.g_00108
OG0001228	Syad.g_02460	Praz.g_00709
OG0001229	Syad.g_01314	Praz.g_01141
OG0001231	Syad.g_00179	Praz.g_00944
OG0001232	Syad.g_02658	Praz.g_00854
OG0001233	Syad.g_02493	Praz.g_00834
OG0001234	Syad.g_00608	Praz.g_00320
OG0001235	Syad.g_00633	Praz.g_00310
OG0001236	Syad.g_00412	Praz.g_00228
OG0001237	Syad.g_00376	Praz.g_00224
OG0001238	Syad.g_00007	Praz.g_00148
OG0001239	Syad.g_02732	Praz.g_00431
OG0001240	Syad.g_02785	Praz.g_00453
OG0001241	Syad.g_02795	Praz.g_00461
OG0001242	Syad.g_02827	Praz.g_00479
OG0001243	Syad.g_02841	Praz.g_00485
OG0001244	Syad.g_02873	Praz.g_00501
OG0001245	Syad.g_02223	Praz.g_00794
OG0001246	Syad.g_00933	Praz.g_01824
OG0001247	Syad.g_01837	Praz.g_01647
OG0001248	Syad.g_01843	Praz.g_01645
OG0001249	Syad.g_00756	Praz.g_01534
OG0001250	Syad.g_01227	Praz.g_01471
OG0001251	Syad.g_00083	Praz.g_01423
OG0001252	Syad.g_01279	Praz.g_01285
OG0001253	Syad.g_02037	Praz.g_00109
OG0001254	Syad.g_01528	Praz.g_00023
OG0001255	Syad.g_02224	Praz.g_00008
OG0001256	Syad.g_02609	Praz.g_00951
OG0001257	Syad.g_02210	Praz.g_00945
OG0001258	Syad.g_02619	Praz.g_00880
OG0001260	Syad.g_02514	Praz.g_00820
OG0001261	Syad.g_00684	Praz.g_00271
OG0001262	Syad.g_00219	Praz.g_00165
OG0001263	Syad.g_02844	Praz.g_00488
OG0001265	Syad.g_02825	Praz.g_00478
OG0001266	Syad.g_02949	Praz.g_00563
OG0001267	Syad.g_00523	Praz.g_00638
OG0001268	Syad.g_00767	Praz.g_00341
OG0001270	Syad.g_02453	Praz.g_01894
OG0001271	Syad.g_02356	Praz.g_01856
OG0001272	Syad.g_00910	Praz.g_01842
OG0001273	Syad.g_02157	Praz.g_01699
OG0001274	Syad.g_02988	Praz.g_01627
OG0001275	Syad.g_01699	Praz.g_01322
OG0001276	Syad.g_01683	Praz.g_01302
OG0001277	Syad.g_00127	Praz.g_00098
OG0001278	Syad.g_01445	Praz.g_00704
OG0001279	Syad.g_02248	Praz.g_01236
OG0001280	Syad.g_02402	Praz.g_01181
OG0001281	Syad.g_02413	Praz.g_01175
OG0001282	Syad.g_00890	Praz.g_01138
OG0001283	Syad.g_00138	Praz.g_01119
OG0001284	Syad.g_02585	Praz.g_00971
OG0001285	Syad.g_02043	Praz.g_00851
OG0001286	Syad.g_00698	Praz.g_00259
OG0001287	Syad.g_00346	Praz.g_00203
OG0001288	Syad.g_00326	Praz.g_00194
OG0001289	Syad.g_02767	Praz.g_00447
OG0001290	Syad.g_02794	Praz.g_00460
OG0001291	Syad.g_02854	Praz.g_00495
OG0001292	Syad.g_00572	Praz.g_00608
OG0001293	Syad.g_00549	Praz.g_00620
OG0001294	Syad.g_01597	Praz.g_00796
OG0001295	Syad.g_00997	Praz.g_01861
OG0001296	Syad.g_00939	Praz.g_01819
OG0001297	Syad.g_00943	Praz.g_01814
OG0001298	Syad.g_01055	Praz.g_01752
OG0001299	Syad.g_01591	Praz.g_01664
OG0001300	Syad.g_01339	Praz.g_01637
OG0001301	Syad.g_01303	Praz.g_01634
OG0001302	Syad.g_02123	Praz.g_01525
OG0001303	Syad.g_01655	Praz.g_01318
OG0001304	Syad.g_01669	Praz.g_01291
OG0001305	Syad.g_01296	Praz.g_00070
OG0001306	Syad.g_01119	Praz.g_00006
OG0001307	Syad.g_00626	Praz.g_01156
OG0001309	Syad.g_00950	Praz.g_00947
OG0001310	Syad.g_02638	Praz.g_00865
OG0001311	Syad.g_01681	Praz.g_01300
OG0001312	Syad.g_01788	Praz.g_01369
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Praz.g_01575
OG0001315	Syad.g_00715	Praz.g_00422
OG0001316	Syad.g_02861	Praz.g_00500
OG0001317	Syad.g_00814	Praz.g_00594
OG0001318	Syad.g_00557	Praz.g_00616
OG0001321	Syad.g_02423	Praz.g_01877
OG0001322	Syad.g_02422	Praz.g_01876
OG0001323	Syad.g_00953	Praz.g_01809
OG0001324	Syad.g_01338	Praz.g_01636
OG0001325	Syad.g_01811	Praz.g_01602
OG0001326	Syad.g_00092	Praz.g_01435
OG0001327	Syad.g_01605	Praz.g_00082
OG0001328	Syad.g_01638	Praz.g_00107
OG0001329	Syad.g_00866	Praz.g_00032
OG0001330	Syad.g_02395	Praz.g_01206
OG0001332	Syad.g_02535	Praz.g_00998
OG0001333	Syad.g_02487	Praz.g_00840
OG0001334	Syad.g_00725	Praz.g_00238
OG0001335	Syad.g_00726	Praz.g_00237
OG0001336	Syad.g_00139	Praz.g_00122
OG0001339	Syad.g_02797	Praz.g_00463
OG0001340	Syad.g_00742	Praz.g_00685
OG0001341	Syad.g_01312	Praz.g_01569
OG0001343	Syad.g_00079	Praz.g_01426
OG0001344	Syad.g_01157	Praz.g_00750
OG0001345	Syad.g_01188	Praz.g_00735
OG0001346	Syad.g_02406	Praz.g_01179
OG0001352	Syad.g_00969	Praz.g_01650
OG0001353	Syad.g_01244	Praz.g_01480
OG0001354	Syad.g_01728	Praz.g_01340
OG0001355	Syad.g_02116	Praz.g_00914
OG0001356	Syad.g_01251	Praz.g_01548
OG0001358	Syad.g_02179	Praz.g_01710
OG0001359	Syad.g_00078	Praz.g_01425
OG0001360	Syad.g_01191	Praz.g_00110
OG0001361	Syad.g_01185	Praz.g_00738
OG0001362	Syad.g_02294	Praz.g_01027
OG0001363	Syad.g_02296	Praz.g_01025
OG0001364	Syad.g_00431	Praz.g_00235
OG0001369	Syad.g_02784	Praz.g_00452
OG0001373	Syad.g_00091	Praz.g_01436
OG0001374	Syad.g_00099	Praz.g_01428
OG0001375	Syad.g_00080	Praz.g_01427
OG0001376	Syad.g_00015	Praz.g_00076
OG0001377	Syad.g_00014	Praz.g_00077
OG0001378	Syad.g_02454	Praz.g_00061
OG0001379	Syad.g_02397	Praz.g_01186
OG0001381	Syad.g_01266, Syad.g_00614	Praz.g_01145
OG0001385	Syad.g_00088	Praz.g_01439
OG0001386	Syad.g_00089	Praz.g_01438
OG0001387	Syad.g_00090	Praz.g_01437
OG0001388	Syad.g_00093	Praz.g_01434
OG0001389	Syad.g_00094	Praz.g_01433
OG0001390	Syad.g_00095	Praz.g_01432
OG0001391	Syad.g_00096	Praz.g_01431
OG0001392	Syad.g_00097	Praz.g_01430
OG0001393	Syad.g_00098	Praz.g_01429
OG0001395	Syad.g_01792	Praz.g_01289
OG0001397	Syad.g_02295	Praz.g_01026
OG0001398	Syad.g_01977	Praz.g_00917
OG0001399	Syad.g_02336	Praz.g_00318
OG0001402	Syad.g_02174	Praz.g_01553
OG0001403	Syad.g_00197	Praz.g_00395
OG0001404	Syad.g_02727	Praz.g_00428
OG0001405	Syad.g_00728	Praz.g_00683
OG0001407	Syad.g_00970	Praz.g_00088
OG0001408	Syad.g_01431	Praz.g_00093
OG0001410	Syad.g_00627	Praz.g_01155
OG0001413	Syad.g_02113	Praz.g_00956
OG0001414	Syad.g_00615	Praz.g_00589
OG0001416	Syad.g_02410	Praz.g_01869
OG0001417	Syad.g_01729	Praz.g_01859
OG0001419	Syad.g_00971	Praz.g_00089
OG0001420	Syad.g_00963	Praz.g_00052
OG0001421	Syad.g_02105, Syad.g_02039	Praz.g_00950
OG0001425	Syad.g_00012	Praz.g_00145
OG0001428	Syad.g_02906	Praz.g_00532
OG0001429	Syad.g_01656	Praz.g_01522
OG0001430	Syad.g_03026	Praz.g_01211
OG0001431	Syad.g_00393	Praz.g_01208
OG0001432	Syad.g_01382	Praz.g_00958
OG0001433	Syad.g_01253, Syad.g_01252	Praz.g_01549
OG0001434	Syad.g_01916	Praz.g_01389
OG0001439	Syad.g_00476	Praz.g_00664
OG0001442	Syad.g_01906	Praz.g_01577
OG0001447	Syad.g_02842	Praz.g_00486
OG0001448	Syad.g_02723	Praz.g_00808
OG0001449	Syad.g_00583	Praz.g_00772
OG0001452	Syad.g_00563	Praz.g_01421
OG0001453	Syad.g_01709	Praz.g_01328
OG0001454	Syad.g_02101	Praz.g_00103
OG0001456	Syad.g_00101	Praz.g_00015
OG0001457	Syad.g_00102	Praz.g_00014
OG0001458	Syad.g_00103	Praz.g_00013
OG0001459	Syad.g_01550	Praz.g_01222
OG0001460	Syad.g_01254	Praz.g_01550
OG0001462	Syad.g_00204	Praz.g_00399
OG0001463	Syad.g_01264	Praz.g_00644
OG0001464	Syad.g_00743	Praz.g_00686
OG0001465	Syad.g_01830	Praz.g_01628
OG0001471	Syad.g_00484	Praz.g_00955
OG0001473	Syad.g_02127	Praz.g_00186
OG0001474	Syad.g_00768	Praz.g_00342
OG0001475	Syad.g_02464	Praz.g_01105
OG0001479	Syad.g_00765	Praz.g_01934
OG0001480	Syad.g_01194	Praz.g_00806
OG0001482	Syad.g_01719	Praz.g_01871
OG0001492	Syad.g_01448	Praz.g_00707
OG0001493	Syad.g_01439	Praz.g_00699
OG0001499	Syad.g_02081	Praz.g_00421
OG0001502	Syad.g_01202	Praz.g_01542
OG0001504	Syad.g_01535	Praz.g_01221
OG0001508	Syad.g_02461	Praz.g_01117
OG0001520	Syad.g_01039	Praz.g_00780
OG0001522	Syad.g_01243	Praz.g_01479
OG0001525	Syad.g_00036	Praz.g_00939
OG0001547	Syad.g_01963	Praz.g_01540
OG0001548	Syad.g_02092	Praz.g_01536
OG0001551	Syad.g_01256	Praz.g_00016
OG0001554	Syad.g_03031	Praz.g_00949
OG0001555	Syad.g_01923	Praz.g_00934
OG0001564	Syad.g_01539	Praz.g_01077
OG0001567	Syad.g_01965	Praz.g_01541
OG0001568	Syad.g_01961	Praz.g_01539
OG0001570	Syad.g_01985	Praz.g_00049
OG0001582	Syad.g_02086	Praz.g_01860
OG0001585	Syad.g_02678	Praz.g_01232
OG0001602	Syad.g_01831	Praz.g_01629
OG0001635	Syad.g_00322	Praz.g_00895
OG0001666	Syad.g_01536	Praz.g_01223
OG0001780	Syad.g_00288	Praz.g_01082
OG0002112	Syad.g_00494	Praz.g_01926
OG0002157	Syad.g_00493	Praz.g_01925
OG0002158	Syad.g_00495	Praz.g_01927
OG0002321	Syad.g_00278	Praz.g_01084
OG0002618	Syad.g_00382	Praz.g_01930
OG0002733	Syad.g_02712	Praz.g_01264
