Orthogroup	Syad	Syap
OG0001434	Syad.g_01916	Syap.g_00167
OG0001435	Syad.g_01612	Syap.g_01259
OG0001436	Syad.g_00437, Syad.g_00436	Syap.g_01711
OG0001438	Syad.g_00507	Syap.g_01346, Syap.g_01630
OG0001439	Syad.g_00476	Syap.g_01674
OG0001443	Syad.g_00023	Syap.g_01006
OG0001444	Syad.g_02779, Syad.g_00336	Syap.g_00761
OG0001447	Syad.g_02842	Syap.g_02218
OG0001452	Syad.g_00563	Syap.g_01590
OG0001453	Syad.g_01709	Syap.g_02687
OG0001456	Syad.g_00101	Syap.g_01828
OG0001457	Syad.g_00102	Syap.g_01826
OG0001458	Syad.g_00103	Syap.g_01825
OG0001459	Syad.g_01550	Syap.g_00351
OG0001460	Syad.g_01254	Syap.g_00789
OG0001461	Syad.g_02162	Syap.g_02707
OG0001470	Syad.g_02462	Syap.g_01138, Syap.g_00709
OG0001474	Syad.g_00768	Syap.g_00562
OG0001475	Syad.g_02464	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001478	Syad.g_02371, Syad.g_02364	Syap.g_01790
OG0001479	Syad.g_00765	Syap.g_00565
OG0001487	Syad.g_02327	Syap.g_00699
OG0001488	Syad.g_00051, Syad.g_01175	Syap.g_00209
OG0001489	Syad.g_00709	Syap.g_00603
OG0001492	Syad.g_01448	Syap.g_02441
OG0001493	Syad.g_01439	Syap.g_02433
OG0001498	Syad.g_00786	Syap.g_02044, Syap.g_02043
OG0001502	Syad.g_01202	Syap.g_00833
OG0001504	Syad.g_01535	Syap.g_00350
OG0001508	Syad.g_02461	Syap.g_01139
OG0001510	Syad.g_00342	Syap.g_01117
OG0001511	Syad.g_02810	Syap.g_02629, Syap.g_02676
OG0001512	Syad.g_00822	Syap.g_01151, Syap.g_01152
OG0001515	Syad.g_01343	Syap.g_00906
OG0001516	Syad.g_01588	Syap.g_01964
OG0001517	Syad.g_00762	Syap.g_00568
OG0001518	Syad.g_00009	Syap.g_01026
OG0001519	Syad.g_00025	Syap.g_02079
OG0001527	Syad.g_01030	Syap.g_00287, Syap.g_00292
OG0001528	Syad.g_02463	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001529	Syad.g_00210	Syap.g_01809
OG0001530	Syad.g_02808	Syap.g_02627
OG0001531	Syad.g_00823	Syap.g_01150
OG0001533	Syad.g_02388	Syap.g_02326
OG0001534	Syad.g_01668	Syap.g_00534
OG0001535	Syad.g_01685	Syap.g_01875
OG0001536	Syad.g_01762	Syap.g_02018
OG0001537	Syad.g_01949	Syap.g_00153
OG0001538	Syad.g_01884	Syap.g_00199
OG0001539	Syad.g_01607	Syap.g_02370
OG0001540	Syad.g_02846	Syap.g_02214
OG0001541	Syad.g_02915	Syap.g_01187
OG0001542	Syad.g_02924	Syap.g_01177
OG0001543	Syad.g_02969	Syap.g_01417, Syap.g_01416
OG0001547	Syad.g_01963	Syap.g_00840, Syap.g_00839
OG0001556	Syad.g_01509	Syap.g_00796, Syap.g_00041, Syap.g_00411
OG0001558	Syad.g_00182	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Syad.g_01693	Syap.g_02700
OG0001563	Syad.g_00693	Syap.g_00473
OG0001564	Syad.g_01539	Syap.g_00876
OG0001567	Syad.g_01965	Syap.g_00838
OG0001568	Syad.g_01961	Syap.g_00842
OG0001570	Syad.g_01985	Syap.g_00438
OG0001574	Syad.g_01028	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Syad.g_01148	Syap.g_00232
OG0001580	Syad.g_03020	Syap.g_01340, Syap.g_01341
OG0001590	Syad.g_02158	Syap.g_00889
OG0001592	Syad.g_03021	Syap.g_01342
OG0001614	Syad.g_00356	Syap.g_01101
OG0001615	Syad.g_01205	Syap.g_01937
OG0001616	Syad.g_01515	Syap.g_01884
OG0001618	Syad.g_01805	Syap.g_00518, Syap.g_02409
OG0001619	Syad.g_01773	Syap.g_01752
OG0001620	Syad.g_00774	Syap.g_00557
OG0001621	Syad.g_00562	Syap.g_01592
OG0001622	Syad.g_00137	Syap.g_02601
OG0001623	Syad.g_00746	Syap.g_00578, Syap.g_00582, Syap.g_00585
OG0001624	Syad.g_00031	Syap.g_02494
OG0001634	Syad.g_01594	Syap.g_01956
OG0001635	Syad.g_00322	Syap.g_01127
OG0001636	Syad.g_00203	Syap.g_01797
OG0001637	Syad.g_02508, Syad.g_02507	Syap.g_01945, Syap.g_01946
OG0001638	Syad.g_02636	Syap.g_01778
OG0001639	Syad.g_02539	Syap.g_00751
OG0001641	Syad.g_01711	Syap.g_02685
OG0001642	Syad.g_01197	Syap.g_00530
OG0001643	Syad.g_02147	Syap.g_00902
OG0001644	Syad.g_01799	Syap.g_00346
OG0001647	Syad.g_00531	Syap.g_01370
OG0001652	Syad.g_00180	Syap.g_02634
OG0001654	Syad.g_02537	Syap.g_00753
OG0001657	Syad.g_02889	Syap.g_02175
OG0001658	Syad.g_03033	Syap.g_00131
OG0001659	Syad.g_01507	Syap.g_01892
OG0001660	Syad.g_02816	Syap.g_02148, Syap.g_02632, Syap.g_02673
OG0001672	Syad.g_02743	Syap.g_02553, Syap.g_02554
OG0001673	Syad.g_00812	Syap.g_01163
OG0001675	Syad.g_01695	Syap.g_02698
OG0001677	Syad.g_00718, Syad.g_01497	Syap.g_00592
OG0001678	Syad.g_00593	Syap.g_02678
OG0001679	Syad.g_01038, Syad.g_01037	Syap.g_02521
OG0001682	Syad.g_02102, Syad.g_01807	Syap.g_00516
OG0001692	Syad.g_02271	Syap.g_02120
OG0001694	Syad.g_00521	Syap.g_01358
OG0001700	Syad.g_01976	Syap.g_00975
OG0001713	Syad.g_01164	Syap.g_00349
OG0001714	Syad.g_00316, Syad.g_02675	Syap.g_01040
OG0001715	Syad.g_02084	Syap.g_00665
OG0001717	Syad.g_02901	Syap.g_01200
OG0001729	Syad.g_00828	Syap.g_02666
OG0001730	Syad.g_00832	Syap.g_00770
OG0001731	Syad.g_02563	Syap.g_00029
OG0001732	Syad.g_01464	Syap.g_02315
OG0001733	Syad.g_01602	Syap.g_00794
OG0001735	Syad.g_01573	Syap.g_00095
OG0001737	Syad.g_00501	Syap.g_01637
OG0001738	Syad.g_00462	Syap.g_01657
OG0001739	Syad.g_00122	Syap.g_01815, Syap.g_01816
OG0001741	Syad.g_02682	Syap.g_02493
OG0001748	Syad.g_02976	Syap.g_01911
OG0001749	Syad.g_00446	Syap.g_02067
OG0001750	Syad.g_02780	Syap.g_00764
OG0001751	Syad.g_00811	Syap.g_01164
OG0001752	Syad.g_02518	Syap.g_02670
OG0001753	Syad.g_02511	Syap.g_02534
OG0001754	Syad.g_02510	Syap.g_01949, Syap.g_01948
OG0001755	Syad.g_00949	Syap.g_00250
OG0001760	Syad.g_02961	Syap.g_02651
OG0001762	Syad.g_01704	Syap.g_02692
OG0001764	Syad.g_01642	Syap.g_02336
OG0001766	Syad.g_00489	Syap.g_01328
OG0001767	Syad.g_00438	Syap.g_01036, Syap.g_00863
OG0001768	Syad.g_02931	Syap.g_00610
OG0001769	Syad.g_02133	Syap.g_00643
OG0001771	Syad.g_02075	Syap.g_00329
OG0001783	Syad.g_00351	Syap.g_01108, Syap.g_01471
OG0001786	Syad.g_02588	Syap.g_00311, Syap.g_01210
OG0001787	Syad.g_00976	Syap.g_01454
OG0001788	Syad.g_00979	Syap.g_01449
OG0001789	Syad.g_02404	Syap.g_01482, Syap.g_01481
OG0001790	Syad.g_01126	Syap.g_00238
OG0001796	Syad.g_01691	Syap.g_01850, Syap.g_01852
OG0001797	Syad.g_01781	Syap.g_00947
OG0001798	Syad.g_02171	Syap.g_01291
OG0001799	Syad.g_02136	Syap.g_00638
OG0001800	Syad.g_02249	Syap.g_00771
OG0001801	Syad.g_02258	Syap.g_02110
OG0001804	Syad.g_00787	Syap.g_02045, Syap.g_02046
OG0001806	Syad.g_00532	Syap.g_02337
OG0001808	Syad.g_00422	Syap.g_01055
OG0001809	Syad.g_02857	Syap.g_00322, Syap.g_01685
OG0001811	Syad.g_02922	Syap.g_01180
OG0001812	Syad.g_03022	Syap.g_01343
OG0001813	Syad.g_00060	Syap.g_02086
OG0001814	Syad.g_00147	Syap.g_01166, Syap.g_00125
OG0001815	Syad.g_00157	Syap.g_01801
OG0001838	Syad.g_00170	Syap.g_00064, Syap.g_00537
OG0001839	Syad.g_00199	Syap.g_01794
OG0001840	Syad.g_00216	Syap.g_00978
OG0001841	Syad.g_00223	Syap.g_00987
OG0001842	Syad.g_02522	Syap.g_00147, Syap.g_00146
OG0001843	Syad.g_00357	Syap.g_01100
OG0001844	Syad.g_00358	Syap.g_01099
OG0001845	Syad.g_00359	Syap.g_01094
OG0001846	Syad.g_02828	Syap.g_02228, Syap.g_02226
OG0001847	Syad.g_02826	Syap.g_02230
OG0001848	Syad.g_02822	Syap.g_02236
OG0001849	Syad.g_02766	Syap.g_02364
OG0001850	Syad.g_02756	Syap.g_02550
OG0001851	Syad.g_02739	Syap.g_01700
OG0001852	Syad.g_02738	Syap.g_01699
OG0001853	Syad.g_02731	Syap.g_01691
OG0001854	Syad.g_00818	Syap.g_01157
OG0001856	Syad.g_02594	Syap.g_01216
OG0001857	Syad.g_02591	Syap.g_01212
OG0001858	Syad.g_02554	Syap.g_00025
OG0001859	Syad.g_00882	Syap.g_02516
OG0001860	Syad.g_00896	Syap.g_02262
OG0001861	Syad.g_00911	Syap.g_02248
OG0001862	Syad.g_00922	Syap.g_00276
OG0001863	Syad.g_00928	Syap.g_00272
OG0001864	Syad.g_00991	Syap.g_01974
OG0001865	Syad.g_01067	Syap.g_00651
OG0001866	Syad.g_01098	Syap.g_01522
OG0001867	Syad.g_02200	Syap.g_01524
OG0001868	Syad.g_02409	Syap.g_01495
OG0001869	Syad.g_01147	Syap.g_00233
OG0001870	Syad.g_01155	Syap.g_00224
OG0001871	Syad.g_01160	Syap.g_00217
OG0001872	Syad.g_01451	Syap.g_02442
OG0001873	Syad.g_01514	Syap.g_01885
OG0001874	Syad.g_01517	Syap.g_01882
OG0001877	Syad.g_01342	Syap.g_00905
OG0001878	Syad.g_01698	Syap.g_02695
OG0001879	Syad.g_01706	Syap.g_02690
OG0001883	Syad.g_01782	Syap.g_01741
OG0001884	Syad.g_01790	Syap.g_01733
OG0001885	Syad.g_01647	Syap.g_02792
OG0001886	Syad.g_01643	Syap.g_02335
OG0001887	Syad.g_01637	Syap.g_01245
OG0001888	Syad.g_01913	Syap.g_00168
OG0001889	Syad.g_01873	Syap.g_02724
OG0001890	Syad.g_01220	Syap.g_00825
OG0001891	Syad.g_01207	Syap.g_00832
OG0001893	Syad.g_02170	Syap.g_01290
OG0001894	Syad.g_02153	Syap.g_00893
OG0001895	Syad.g_02253	Syap.g_02658
OG0001896	Syad.g_02457	Syap.g_02053
OG0001897	Syad.g_00771	Syap.g_00559
OG0001898	Syad.g_00755	Syap.g_00577
OG0001899	Syad.g_00682	Syap.g_00484
OG0001900	Syad.g_00547	Syap.g_02355
OG0001901	Syad.g_00546	Syap.g_02354
OG0001902	Syad.g_00516	Syap.g_01354
OG0001903	Syad.g_00506	Syap.g_01631
OG0001904	Syad.g_00433	Syap.g_02063
OG0001905	Syad.g_00420	Syap.g_01060
OG0001906	Syad.g_02847	Syap.g_02213
OG0001908	Syad.g_02917	Syap.g_01185
OG0001909	Syad.g_02929	Syap.g_02279
OG0001910	Syad.g_02980	Syap.g_01907
OG0001912	Syad.g_00001	Syap.g_01042
OG0001913	Syad.g_00003	Syap.g_01032
OG0001915	Syad.g_00153	Syap.g_02313
OG0001924	Syad.g_02188	Syap.g_00381
OG0001925	Syad.g_02189	Syap.g_00382
OG0001926	Syad.g_02190	Syap.g_00383
OG0001927	Syad.g_02191	Syap.g_00384
OG0001929	Syad.g_00230	Syap.g_00994
OG0001930	Syad.g_02523	Syap.g_00148
OG0001931	Syad.g_02524	Syap.g_00149
OG0001932	Syad.g_00355	Syap.g_01102
OG0001935	Syad.g_02736	Syap.g_01697
OG0001937	Syad.g_02576	Syap.g_00037
OG0001938	Syad.g_00898	Syap.g_00731, Syap.g_02259
OG0001943	Syad.g_02034	Syap.g_00645
OG0001944	Syad.g_01981	Syap.g_02662
OG0001946	Syad.g_01341	Syap.g_01058
OG0001947	Syad.g_01272	Syap.g_01412
OG0001959	Syad.g_00304, Syad.g_00305	Syap.g_02163
OG0001970	Syad.g_02849	Syap.g_02212
OG0001973	Syad.g_02960	Syap.g_01332
OG0001979	Syad.g_01361	Syap.g_00662, Syap.g_00834
OG0001994	Syad.g_02187	Syap.g_00380
OG0001999	Syad.g_02484	Syap.g_01375
OG0002002	Syad.g_01452	Syap.g_02443
OG0002005	Syad.g_01105, Syad.g_01106	Syap.g_02284, Syap.g_02283
OG0002006	Syad.g_01259	Syap.g_01384, Syap.g_01413
OG0002009	Syad.g_01933	Syap.g_00155
OG0002010	Syad.g_02309	Syap.g_00002
OG0002011	Syad.g_01964	Syap.g_02399
OG0002015	Syad.g_00443	Syap.g_02069
OG0002016	Syad.g_02973	Syap.g_00102
OG0002017	Syad.g_00070	Syap.g_02099
OG0002019	Syad.g_01962	Syap.g_01103
OG0002020	Syad.g_00120	Syap.g_02581
OG0002021	Syad.g_00118	Syap.g_02584
OG0002022	Syad.g_00115	Syap.g_02585
OG0002023	Syad.g_00114	Syap.g_02588
OG0002039	Syad.g_01176	Syap.g_00208
OG0002046	Syad.g_02366	Syap.g_02164
OG0002048	Syad.g_00714	Syap.g_00598
OG0002049	Syad.g_00631	Syap.g_01926
OG0002056	Syad.g_00505	Syap.g_01633, Syap.g_01632
OG0002107	Syad.g_02054	Syap.g_00420
OG0002113	Syad.g_00200	Syap.g_01795
OG0002114	Syad.g_02262	Syap.g_01982
OG0002116	Syad.g_02581	Syap.g_00044
OG0002129	Syad.g_02292	Syap.g_02529
OG0002130	Syad.g_02403	Syap.g_01480
OG0002131	Syad.g_00119	Syap.g_02582
OG0002134	Syad.g_00365	Syap.g_01088, Syap.g_01087
OG0002135	Syad.g_02654	Syap.g_01395, Syap.g_01402
OG0002136	Syad.g_02653	Syap.g_01396, Syap.g_01403
OG0002139	Syad.g_01435	Syap.g_02429
OG0002142	Syad.g_02259	Syap.g_02112, Syap.g_02111
OG0002143	Syad.g_00790	Syap.g_02578
OG0002144	Syad.g_00639	Syap.g_00772, Syap.g_00773
OG0002160	Syad.g_01375	Syap.g_01501
OG0002167	Syad.g_01426	Syap.g_01318
OG0002168	Syad.g_01273	Syap.g_01411
OG0002171	Syad.g_00448	Syap.g_02070
OG0002172	Syad.g_02977	Syap.g_01910
OG0002173	Syad.g_02966	Syap.g_01420
OG0002179	Syad.g_00417	Syap.g_01062
OG0002180	Syad.g_00515	Syap.g_01353
OG0002181	Syad.g_00543	Syap.g_02350
OG0002182	Syad.g_00564	Syap.g_00309
OG0002184	Syad.g_02765	Syap.g_02363
OG0002185	Syad.g_02757	Syap.g_02549
OG0002186	Syad.g_02652	Syap.g_01404
OG0002187	Syad.g_02651	Syap.g_01398
OG0002188	Syad.g_02618	Syap.g_00616
OG0002189	Syad.g_02617	Syap.g_00615
OG0002190	Syad.g_02562	Syap.g_00028
OG0002191	Syad.g_02455	Syap.g_02327, Syap.g_02329
OG0002192	Syad.g_01180	Syap.g_00207
OG0002194	Syad.g_01438	Syap.g_02432
OG0002196	Syad.g_01903	Syap.g_00179
OG0002197	Syad.g_01712	Syap.g_02684
OG0002198	Syad.g_02132	Syap.g_00644, Syap.g_00405
OG0002199	Syad.g_02137	Syap.g_00637
OG0002200	Syad.g_02276	Syap.g_02466
OG0002201	Syad.g_01094	Syap.g_01520
OG0002202	Syad.g_01093	Syap.g_01519
OG0002203	Syad.g_01092	Syap.g_01518
OG0002204	Syad.g_01069	Syap.g_00440
OG0002205	Syad.g_01050	Syap.g_01315
OG0002206	Syad.g_01036	Syap.g_01301
OG0002207	Syad.g_01026	Syap.g_00297
OG0002208	Syad.g_00895	Syap.g_02263
OG0002209	Syad.g_00769	Syap.g_00561
OG0002210	Syad.g_00721	Syap.g_00588
OG0002211	Syad.g_00686	Syap.g_00480
OG0002212	Syad.g_03019	Syap.g_01338
OG0002214	Syad.g_00140	Syap.g_02604
OG0002225	Syad.g_02053	Syap.g_00419
OG0002227	Syad.g_00010, Syad.g_00011	Syap.g_01023, Syap.g_01022
OG0002236	Syad.g_00629	Syap.g_02346
OG0002238	Syad.g_01554	Syap.g_02235, Syap.g_02000
OG0002241	Syad.g_02367	Syap.g_02165
OG0002242	Syad.g_00447	Syap.g_02068
OG0002247	Syad.g_01043	Syap.g_01305
OG0002257	Syad.g_02107	Syap.g_00660
OG0002260	Syad.g_01434	Syap.g_02428
OG0002277	Syad.g_00241	Syap.g_00997
OG0002296	Syad.g_02304	Syap.g_02008
OG0002301	Syad.g_02589	Syap.g_00675
OG0002302	Syad.g_00880	Syap.g_02512
OG0002306	Syad.g_00105	Syap.g_02088
OG0002308	Syad.g_01898	Syap.g_00624
OG0002309	Syad.g_01232	Syap.g_01843
OG0002329	Syad.g_01317, Syad.g_01465, Syad.g_01466, Syad.g_03046	Syap.g_01423
OG0002335	Syad.g_02282	Syap.g_01161
OG0002347	Syad.g_02656	Syap.g_01387
OG0002352	Syad.g_01162	Syap.g_00801
OG0002353	Syad.g_01876	Syap.g_02729
OG0002355	Syad.g_02068	Syap.g_02330
OG0002357	Syad.g_00073	Syap.g_01434, Syap.g_01433
OG0002358	Syad.g_02452	Syap.g_02358
OG0002359	Syad.g_02312	Syap.g_00006
OG0002369	Syad.g_00284	Syap.g_00708, Syap.g_00707, Syap.g_00730
OG0002390	Syad.g_02932	Syap.g_02274
OG0002391	Syad.g_02835	Syap.g_02223
OG0002394	Syad.g_03015	Syap.g_01329
OG0002404	Syad.g_00037	Syap.g_01585
OG0002409	Syad.g_00066	Syap.g_02093
OG0002410	Syad.g_02057	Syap.g_02593
OG0002432	Syad.g_03007	Syap.g_01335
OG0002443	Syad.g_01753	Syap.g_01627
OG0002473	Syad.g_02919	Syap.g_01119
OG0002475	Syad.g_02311	Syap.g_00005
OG0002492	Syad.g_03013	Syap.g_01333
OG0002519	Syad.g_00413	Syap.g_00778
OG0002525	Syad.g_02010	Syap.g_02158, Syap.g_01008
OG0002539	Syad.g_00006	Syap.g_01029
OG0002543	Syad.g_00004	Syap.g_01031
OG0002545	Syad.g_02694	Syap.g_01546
OG0002547	Syad.g_02387	Syap.g_00837
OG0002592	Syad.g_03016	Syap.g_01327
OG0002598	Syad.g_01979	Syap.g_02388
OG0002611	Syad.g_00415	Syap.g_01065
OG0002632	Syad.g_03014	Syap.g_01334
OG0002635	Syad.g_01128	Syap.g_00937
OG0002675	Syad.g_00636	Syap.g_01751
OG0002683	Syad.g_02378	Syap.g_02139, Syap.g_02140
OG0002733	Syad.g_02712	Syap.g_01679
OG0002734	Syad.g_02466, Syad.g_00319	Syap.g_00718
OG0002737	Syad.g_02485	Syap.g_01374
OG0002744	Syad.g_02032	Syap.g_00841
OG0002761	Syad.g_01432	Syap.g_00388
OG0002762	Syad.g_03010	Syap.g_01536
OG0002838	Syad.g_00265	Syap.g_00629
OG0002842	Syad.g_03009	Syap.g_01336
OG0002939	Syad.g_02233, Syad.g_02232, Syad.g_02700	Syap.g_00681, Syap.g_00436
OG0003093	Syad.g_02711, Syad.g_00385	Syap.g_01680
OG0003141	Syad.g_00100	Syap.g_01453, Syap.g_01452
OG0003301	Syad.g_00586	Syap.g_00946, Syap.g_00945
OG0003303	Syad.g_02007	Syap.g_01950
OG0003304	Syad.g_02070	Syap.g_00342, Syap.g_00343
OG0003305	Syad.g_02324	Syap.g_00018
OG0003902	Syad.g_01450, Syad.g_01449	Syap.g_01422
OG0003909	Syad.g_02341, Syad.g_02417	Syap.g_02452
OG0004370	Syad.g_01932	Syap.g_01623
