Orthogroup	Syad	Praw
OG0001167	Syad.g_02486	Praw.g_00551
OG0001168	Syad.g_02488	Praw.g_00553
OG0001169	Syad.g_02490	Praw.g_00555
OG0001170	Syad.g_02492	Praw.g_00557
OG0001171	Syad.g_02503	Praw.g_00567
OG0001172	Syad.g_00594	Praw.g_01914
OG0001173	Syad.g_00595	Praw.g_01913
OG0001174	Syad.g_00603	Praw.g_01905
OG0001175	Syad.g_00604	Praw.g_01904
OG0001176	Syad.g_00644	Praw.g_01897
OG0001177	Syad.g_00641	Praw.g_01895
OG0001178	Syad.g_02629	Praw.g_01890
OG0001179	Syad.g_00675	Praw.g_00112
OG0001180	Syad.g_00700	Praw.g_00090
OG0001181	Syad.g_00704	Praw.g_00086
OG0001182	Syad.g_00712	Praw.g_00079
OG0001183	Syad.g_00717	Praw.g_00075
OG0001184	Syad.g_00378	Praw.g_00059
OG0001185	Syad.g_00354	Praw.g_00045
OG0001186	Syad.g_00247	Praw.g_00021
OG0001187	Syad.g_00245	Praw.g_00017
OG0001188	Syad.g_00238	Praw.g_00015
OG0001189	Syad.g_00217	Praw.g_01191
OG0001190	Syad.g_03034	Praw.g_01187
OG0001192	Syad.g_00013	Praw.g_01172
OG0001193	Syad.g_00072	Praw.g_01162
OG0001194	Syad.g_00075	Praw.g_01161
OG0001195	Syad.g_00076	Praw.g_01160
OG0001196	Syad.g_00144	Praw.g_01147
OG0001197	Syad.g_00146	Praw.g_01146
OG0001198	Syad.g_00159	Praw.g_01139
OG0001199	Syad.g_02735	Praw.g_01360
OG0001200	Syad.g_02737	Praw.g_01358
OG0001201	Syad.g_02802	Praw.g_01327
OG0001202	Syad.g_02945	Praw.g_01236
OG0001203	Syad.g_00821	Praw.g_01197
OG0001204	Syad.g_00577	Praw.g_00890
OG0001205	Syad.g_02440	Praw.g_00702
OG0001206	Syad.g_02385	Praw.g_00685
OG0001207	Syad.g_00893	Praw.g_00670
OG0001209	Syad.g_00980	Praw.g_00613
OG0001210	Syad.g_00993	Praw.g_00608
OG0001212	Syad.g_01082	Praw.g_01942
OG0001213	Syad.g_02163	Praw.g_00165
OG0001214	Syad.g_02150	Praw.g_01885
OG0001215	Syad.g_01366	Praw.g_01832
OG0001216	Syad.g_01816	Praw.g_01807
OG0001218	Syad.g_02328	Praw.g_01751
OG0001219	Syad.g_01653	Praw.g_01708
OG0001220	Syad.g_01195	Praw.g_01647
OG0001221	Syad.g_01950	Praw.g_01586
OG0001222	Syad.g_01770	Praw.g_01547
OG0001223	Syad.g_01715	Praw.g_01521
OG0001224	Syad.g_01286	Praw.g_01471
OG0001225	Syad.g_01288	Praw.g_01469
OG0001226	Syad.g_02100	Praw.g_01443
OG0001227	Syad.g_00029	Praw.g_01424
OG0001228	Syad.g_02460	Praw.g_00279
OG0001229	Syad.g_01314	Praw.g_01014
OG0001231	Syad.g_00179	Praw.g_00432
OG0001232	Syad.g_02658	Praw.g_00538
OG0001233	Syad.g_02493	Praw.g_00558
OG0001234	Syad.g_00608	Praw.g_01902
OG0001235	Syad.g_00633	Praw.g_01893
OG0001236	Syad.g_00412	Praw.g_00062
OG0001237	Syad.g_00376	Praw.g_00058
OG0001238	Syad.g_00007	Praw.g_01176
OG0001239	Syad.g_02732	Praw.g_01363
OG0001241	Syad.g_02795	Praw.g_01334
OG0001242	Syad.g_02827	Praw.g_01316
OG0001243	Syad.g_02841	Praw.g_01310
OG0001244	Syad.g_02873	Praw.g_01294
OG0001245	Syad.g_02223	Praw.g_00753
OG0001246	Syad.g_00933	Praw.g_00644
OG0001247	Syad.g_01837	Praw.g_01839
OG0001248	Syad.g_01843	Praw.g_01837
OG0001249	Syad.g_00756	Praw.g_01719
OG0001250	Syad.g_01227	Praw.g_01658
OG0001251	Syad.g_00083	Praw.g_01610
OG0001252	Syad.g_01279	Praw.g_01476
OG0001253	Syad.g_02037	Praw.g_01423
OG0001254	Syad.g_01528	Praw.g_00203
OG0001255	Syad.g_02224	Praw.g_00218
OG0001256	Syad.g_02609	Praw.g_00425
OG0001257	Syad.g_02210	Praw.g_00431
OG0001258	Syad.g_02619	Praw.g_00512
OG0001260	Syad.g_02514	Praw.g_00573
OG0001261	Syad.g_00684	Praw.g_00104
OG0001262	Syad.g_00219	Praw.g_01193
OG0001263	Syad.g_02844	Praw.g_01307
OG0001265	Syad.g_02825	Praw.g_01317
OG0001266	Syad.g_02949	Praw.g_01232
OG0001267	Syad.g_00523	Praw.g_00854
OG0001268	Syad.g_00767	Praw.g_00791
OG0001270	Syad.g_02453	Praw.g_00713
OG0001271	Syad.g_02356	Praw.g_00675
OG0001272	Syad.g_00910	Praw.g_00662
OG0001273	Syad.g_02157	Praw.g_00167
OG0001274	Syad.g_02988	Praw.g_01819
OG0001275	Syad.g_01699	Praw.g_01511
OG0001276	Syad.g_01683	Praw.g_01492
OG0001277	Syad.g_00127	Praw.g_01435
OG0001278	Syad.g_01445	Praw.g_00284
OG0001279	Syad.g_02248	Praw.g_00930
OG0001280	Syad.g_02402	Praw.g_00980
OG0001281	Syad.g_02413	Praw.g_00986
OG0001282	Syad.g_00890	Praw.g_01017
OG0001284	Syad.g_02585	Praw.g_00407
OG0001285	Syad.g_02043	Praw.g_00541
OG0001286	Syad.g_00698	Praw.g_00092
OG0001287	Syad.g_00346	Praw.g_00037
OG0001288	Syad.g_00326	Praw.g_00028
OG0001289	Syad.g_02767	Praw.g_01347
OG0001290	Syad.g_02794	Praw.g_01335
OG0001291	Syad.g_02854	Praw.g_01300
OG0001292	Syad.g_00572	Praw.g_00885
OG0001293	Syad.g_00549	Praw.g_00873
OG0001294	Syad.g_01597	Praw.g_00755
OG0001295	Syad.g_00997	Praw.g_00680
OG0001296	Syad.g_00939	Praw.g_00639
OG0001297	Syad.g_00943	Praw.g_00634
OG0001298	Syad.g_01055	Praw.g_01924
OG0001299	Syad.g_01591	Praw.g_01856
OG0001300	Syad.g_01339	Praw.g_01829
OG0001301	Syad.g_01303	Praw.g_01826
OG0001302	Syad.g_02123	Praw.g_01710
OG0001303	Syad.g_01655	Praw.g_01507
OG0001304	Syad.g_01669	Praw.g_01482
OG0001305	Syad.g_01296	Praw.g_01463
OG0001306	Syad.g_01119	Praw.g_00220
OG0001307	Syad.g_00626	Praw.g_00998
OG0001309	Syad.g_00950	Praw.g_00429
OG0001310	Syad.g_02638	Praw.g_00527
OG0001311	Syad.g_01681	Praw.g_01490
OG0001312	Syad.g_01788	Praw.g_01558
OG0001313	Syad.g_02372, Syad.g_02373	Praw.g_00921, Praw.g_00923, Praw.g_00315
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Praw.g_01768
OG0001315	Syad.g_00715	Praw.g_01373
OG0001316	Syad.g_02861	Praw.g_01295
OG0001317	Syad.g_00814	Praw.g_01201
OG0001318	Syad.g_00557	Praw.g_00877
OG0001321	Syad.g_02423	Praw.g_00696
OG0001322	Syad.g_02422	Praw.g_00695
OG0001323	Syad.g_00953	Praw.g_00629
OG0001324	Syad.g_01338	Praw.g_01828
OG0001325	Syad.g_01811	Praw.g_01804
OG0001326	Syad.g_00092	Praw.g_01622
OG0001327	Syad.g_01605	Praw.g_01452
OG0001328	Syad.g_01638	Praw.g_01425
OG0001329	Syad.g_00866	Praw.g_00194
OG0001330	Syad.g_02395	Praw.g_00953
OG0001332	Syad.g_02535	Praw.g_00380
OG0001333	Syad.g_02487	Praw.g_00552
OG0001334	Syad.g_00725	Praw.g_00072
OG0001335	Syad.g_00726	Praw.g_00071
OG0001336	Syad.g_00139	Praw.g_01150
OG0001339	Syad.g_02797	Praw.g_01332
OG0001340	Syad.g_00742	Praw.g_00806
OG0001341	Syad.g_01312	Praw.g_01761
OG0001343	Syad.g_00079	Praw.g_01613
OG0001344	Syad.g_01157	Praw.g_00238
OG0001345	Syad.g_01188	Praw.g_00253
OG0001346	Syad.g_02406	Praw.g_00982
OG0001347	Syad.g_00308	Praw.g_00340
OG0001348	Syad.g_01250	Praw.g_00453
OG0001352	Syad.g_00969	Praw.g_01842
OG0001353	Syad.g_01244	Praw.g_01666
OG0001354	Syad.g_01728	Praw.g_01529
OG0001355	Syad.g_02116	Praw.g_00463
OG0001356	Syad.g_01251	Praw.g_01734
OG0001358	Syad.g_02179	Praw.g_00156
OG0001359	Syad.g_00078	Praw.g_01612
OG0001360	Syad.g_01191	Praw.g_01422
OG0001361	Syad.g_01185	Praw.g_00250
OG0001362	Syad.g_02294	Praw.g_00351
OG0001363	Syad.g_02296	Praw.g_00353
OG0001364	Syad.g_00431	Praw.g_00069
OG0001369	Syad.g_02784	Praw.g_01342
OG0001373	Syad.g_00091	Praw.g_01623
OG0001374	Syad.g_00099	Praw.g_01615
OG0001375	Syad.g_00080	Praw.g_01614
OG0001376	Syad.g_00015	Praw.g_01458
OG0001377	Syad.g_00014	Praw.g_01457
OG0001378	Syad.g_02454	Praw.g_00171
OG0001379	Syad.g_02397	Praw.g_00975
OG0001381	Syad.g_01266, Syad.g_00614	Praw.g_01010
OG0001385	Syad.g_00088	Praw.g_01626
OG0001386	Syad.g_00089	Praw.g_01625
OG0001387	Syad.g_00090	Praw.g_01624
OG0001388	Syad.g_00093	Praw.g_01621
OG0001389	Syad.g_00094	Praw.g_01620
OG0001390	Syad.g_00095	Praw.g_01619
OG0001391	Syad.g_00096	Praw.g_01618
OG0001392	Syad.g_00097	Praw.g_01617
OG0001393	Syad.g_00098	Praw.g_01616
OG0001395	Syad.g_01792	Praw.g_01480
OG0001396	Syad.g_00309, Syad.g_00455	Praw.g_00341
OG0001397	Syad.g_02295	Praw.g_00352
OG0001398	Syad.g_01977	Praw.g_00459
OG0001399	Syad.g_02336	Praw.g_01900
OG0001401	Syad.g_01233	Praw.g_00908
OG0001402	Syad.g_02174	Praw.g_01744
OG0001403	Syad.g_00197	Praw.g_01398
OG0001404	Syad.g_02727	Praw.g_01366
OG0001405	Syad.g_00728	Praw.g_00808
OG0001407	Syad.g_00970	Praw.g_01445
OG0001408	Syad.g_01431	Praw.g_01440
OG0001410	Syad.g_00627	Praw.g_00999
OG0001413	Syad.g_02113	Praw.g_00421
OG0001414	Syad.g_00615	Praw.g_01206
OG0001416	Syad.g_02410	Praw.g_00688
OG0001417	Syad.g_01729	Praw.g_00678
OG0001419	Syad.g_00971	Praw.g_01444
OG0001420	Syad.g_00963	Praw.g_00179
OG0001421	Syad.g_02105, Syad.g_02039	Praw.g_00426
OG0001425	Syad.g_00012	Praw.g_01173
OG0001428	Syad.g_02906	Praw.g_01263
OG0001429	Syad.g_01656	Praw.g_01707
OG0001430	Syad.g_03026	Praw.g_00948
OG0001431	Syad.g_00393	Praw.g_00951
OG0001432	Syad.g_01382	Praw.g_00420
OG0001433	Syad.g_01253, Syad.g_01252	Praw.g_01735
OG0001434	Syad.g_01916	Praw.g_01578
OG0001438	Syad.g_00507	Praw.g_00841
OG0001439	Syad.g_00476	Praw.g_00827
OG0001442	Syad.g_01906	Praw.g_01770
OG0001443	Syad.g_00023	Praw.g_00498
OG0001447	Syad.g_02842	Praw.g_01309
OG0001448	Syad.g_02723	Praw.g_00765
OG0001449	Syad.g_00583	Praw.g_00738
OG0001452	Syad.g_00563	Praw.g_01609
OG0001453	Syad.g_01709	Praw.g_01517
OG0001454	Syad.g_02101	Praw.g_01429
OG0001456	Syad.g_00101	Praw.g_00211
OG0001457	Syad.g_00102	Praw.g_00212
OG0001458	Syad.g_00103	Praw.g_00213
OG0001459	Syad.g_01550	Praw.g_00939
OG0001460	Syad.g_01254	Praw.g_01736
OG0001462	Syad.g_00204	Praw.g_01394
OG0001463	Syad.g_01264	Praw.g_00848
OG0001464	Syad.g_00743	Praw.g_00805
OG0001465	Syad.g_01830	Praw.g_01820
OG0001471	Syad.g_00484	Praw.g_00422
OG0001473	Syad.g_02127	Praw.g_00020
OG0001477	Syad.g_01307	Praw.g_00320
OG0001479	Syad.g_00765	Praw.g_00793
OG0001480	Syad.g_01194	Praw.g_00763
OG0001482	Syad.g_01719	Praw.g_00690
OG0001492	Syad.g_01448	Praw.g_00281
OG0001493	Syad.g_01439	Praw.g_00289
OG0001494	Syad.g_02673	Praw.g_01111
OG0001496	Syad.g_01309	Praw.g_00318
OG0001497	Syad.g_01308	Praw.g_00319
OG0001499	Syad.g_02081	Praw.g_01374
OG0001502	Syad.g_01202	Praw.g_01727
OG0001504	Syad.g_01535	Praw.g_00940, Praw.g_00485
OG0001505	Syad.g_00259	Praw.g_01044
OG0001514	Syad.g_01310	Praw.g_00317
OG0001525	Syad.g_00036	Praw.g_00436
OG0001547	Syad.g_01963	Praw.g_01725
OG0001548	Syad.g_02092	Praw.g_01721
OG0001551	Syad.g_01256	Praw.g_00210
OG0001554	Syad.g_03031	Praw.g_00427
OG0001555	Syad.g_01923	Praw.g_00441
OG0001556	Syad.g_01509	Praw.g_01742
OG0001558	Syad.g_00182	Praw.g_00911
OG0001564	Syad.g_01539	Praw.g_01062
OG0001567	Syad.g_01965	Praw.g_01726
OG0001568	Syad.g_01961	Praw.g_01724
OG0001582	Syad.g_02086	Praw.g_00679
OG0001585	Syad.g_02678	Praw.g_00934
OG0001586	Syad.g_02669	Praw.g_01108
OG0001602	Syad.g_01831	Praw.g_01821
OG0001635	Syad.g_00322	Praw.g_00480
OG0001647	Syad.g_00531	Praw.g_00861
OG0001652	Syad.g_00180	Praw.g_00909
OG0001666	Syad.g_01536	Praw.g_00938
OG0001671	Syad.g_02974	Praw.g_00916
OG0001700	Syad.g_01976	Praw.g_01737
OG0001780	Syad.g_00288	Praw.g_01122, Praw.g_01110
OG0001792	Syad.g_01456	Praw.g_01068
OG0001959	Syad.g_00304, Syad.g_00305	Praw.g_00924
OG0002227	Syad.g_00010, Syad.g_00011	Praw.g_01740
