Orthogroup	Syad	Pray
OG0001163	Syad.g_02610	Pray.g_01567
OG0001164	Syad.g_02616	Pray.g_01563
OG0001165	Syad.g_02621	Pray.g_01560
OG0001166	Syad.g_02647	Pray.g_01540
OG0001167	Syad.g_02486	Pray.g_01523
OG0001168	Syad.g_02488	Pray.g_01521
OG0001169	Syad.g_02490	Pray.g_01519
OG0001170	Syad.g_02492	Pray.g_01517
OG0001171	Syad.g_02503	Pray.g_01508
OG0001172	Syad.g_00594	Pray.g_01237
OG0001173	Syad.g_00595	Pray.g_01238
OG0001174	Syad.g_00603	Pray.g_01246
OG0001175	Syad.g_00604	Pray.g_01247
OG0001176	Syad.g_00644	Pray.g_01254
OG0001177	Syad.g_00641	Pray.g_01257
OG0001178	Syad.g_02629	Pray.g_01262
OG0001179	Syad.g_00675	Pray.g_01290
OG0001180	Syad.g_00700	Pray.g_01312
OG0001181	Syad.g_00704	Pray.g_01316
OG0001182	Syad.g_00712	Pray.g_01323
OG0001183	Syad.g_00717	Pray.g_01328
OG0001184	Syad.g_00378	Pray.g_01344
OG0001185	Syad.g_00354	Pray.g_01358
OG0001186	Syad.g_00247	Pray.g_01382
OG0001187	Syad.g_00245	Pray.g_01386
OG0001188	Syad.g_00238	Pray.g_01389
OG0001189	Syad.g_00217	Pray.g_01406
OG0001190	Syad.g_03034	Pray.g_01410
OG0001192	Syad.g_00013	Pray.g_01425
OG0001193	Syad.g_00072	Pray.g_01435
OG0001194	Syad.g_00075	Pray.g_01436
OG0001195	Syad.g_00076	Pray.g_01437
OG0001196	Syad.g_00144	Pray.g_01450
OG0001197	Syad.g_00146	Pray.g_01451
OG0001198	Syad.g_00159	Pray.g_01458
OG0001199	Syad.g_02735	Pray.g_00215
OG0001200	Syad.g_02737	Pray.g_00213
OG0001201	Syad.g_02802	Pray.g_00181
OG0001202	Syad.g_02945	Pray.g_00680
OG0001203	Syad.g_00821	Pray.g_00719
OG0001204	Syad.g_00577	Pray.g_00724
OG0001205	Syad.g_02440	Pray.g_00935
OG0001206	Syad.g_02385	Pray.g_00952
OG0001207	Syad.g_00893	Pray.g_00967
OG0001208	Syad.g_00906	Pray.g_00972
OG0001209	Syad.g_00980	Pray.g_01226
OG0001210	Syad.g_00993	Pray.g_01221
OG0001212	Syad.g_01082	Pray.g_01167
OG0001213	Syad.g_02163	Pray.g_01134
OG0001214	Syad.g_02150	Pray.g_01126
OG0001215	Syad.g_01366	Pray.g_01073
OG0001216	Syad.g_01816	Pray.g_01038
OG0001218	Syad.g_02328	Pray.g_00300
OG0001219	Syad.g_01653	Pray.g_00337
OG0001220	Syad.g_01195	Pray.g_00400
OG0001221	Syad.g_01950	Pray.g_00463
OG0001222	Syad.g_01770	Pray.g_00503
OG0001223	Syad.g_01715	Pray.g_00529
OG0001224	Syad.g_01286	Pray.g_00580
OG0001225	Syad.g_01288	Pray.g_00582
OG0001226	Syad.g_02100	Pray.g_00608
OG0001227	Syad.g_00029	Pray.g_00626
OG0001228	Syad.g_02460	Pray.g_00018
OG0001229	Syad.g_01314	Pray.g_01831
OG0001231	Syad.g_00179	Pray.g_01625
OG0001232	Syad.g_02658	Pray.g_01536
OG0001233	Syad.g_02493	Pray.g_01516
OG0001234	Syad.g_00608	Pray.g_01249
OG0001235	Syad.g_00633	Pray.g_01259
OG0001236	Syad.g_00412	Pray.g_01341
OG0001237	Syad.g_00376	Pray.g_01345
OG0001238	Syad.g_00007	Pray.g_01421
OG0001239	Syad.g_02732	Pray.g_00218
OG0001240	Syad.g_02785	Pray.g_00196
OG0001241	Syad.g_02795	Pray.g_00188
OG0001242	Syad.g_02827	Pray.g_00170
OG0001243	Syad.g_02841	Pray.g_00164
OG0001244	Syad.g_02873	Pray.g_00148
OG0001245	Syad.g_02223	Pray.g_00858
OG0001246	Syad.g_00933	Pray.g_00995
OG0001247	Syad.g_01837	Pray.g_01080
OG0001248	Syad.g_01843	Pray.g_01078
OG0001249	Syad.g_00756	Pray.g_00326
OG0001250	Syad.g_01227	Pray.g_00389
OG0001251	Syad.g_00083	Pray.g_00437
OG0001252	Syad.g_01279	Pray.g_00575
OG0001253	Syad.g_02037	Pray.g_00627
OG0001254	Syad.g_01528	Pray.g_00095
OG0001255	Syad.g_02224	Pray.g_00080
OG0001256	Syad.g_02609	Pray.g_01632
OG0001257	Syad.g_02210	Pray.g_01626
OG0001258	Syad.g_02619	Pray.g_01562
OG0001260	Syad.g_02514	Pray.g_01502
OG0001261	Syad.g_00684	Pray.g_01298
OG0001262	Syad.g_00219	Pray.g_01404
OG0001263	Syad.g_02844	Pray.g_00161
OG0001265	Syad.g_02825	Pray.g_00171
OG0001266	Syad.g_02949	Pray.g_00684
OG0001267	Syad.g_00523	Pray.g_00759
OG0001268	Syad.g_00767	Pray.g_00817
OG0001270	Syad.g_02453	Pray.g_00924
OG0001271	Syad.g_02356	Pray.g_00962
OG0001272	Syad.g_00910	Pray.g_00976
OG0001273	Syad.g_02157	Pray.g_01132
OG0001274	Syad.g_02988	Pray.g_01060
OG0001275	Syad.g_01699	Pray.g_00539
OG0001276	Syad.g_01683	Pray.g_00559
OG0001277	Syad.g_00127	Pray.g_00616
OG0001278	Syad.g_01445	Pray.g_00013
OG0001279	Syad.g_02248	Pray.g_01926
OG0001280	Syad.g_02402	Pray.g_01871
OG0001281	Syad.g_02413	Pray.g_01865
OG0001282	Syad.g_00890	Pray.g_01828
OG0001283	Syad.g_00138	Pray.g_01809
OG0001284	Syad.g_02585	Pray.g_01652
OG0001285	Syad.g_02043	Pray.g_01533
OG0001286	Syad.g_00698	Pray.g_01310
OG0001287	Syad.g_00346	Pray.g_01366
OG0001288	Syad.g_00326	Pray.g_01375
OG0001289	Syad.g_02767	Pray.g_00202
OG0001290	Syad.g_02794	Pray.g_00189
OG0001291	Syad.g_02854	Pray.g_00154
OG0001292	Syad.g_00572	Pray.g_00729
OG0001293	Syad.g_00549	Pray.g_00741
OG0001294	Syad.g_01597	Pray.g_00856
OG0001295	Syad.g_00997	Pray.g_00957
OG0001296	Syad.g_00939	Pray.g_01000
OG0001297	Syad.g_00943	Pray.g_01005
OG0001298	Syad.g_01055	Pray.g_01185
OG0001299	Syad.g_01591	Pray.g_01097
OG0001300	Syad.g_01339	Pray.g_01070
OG0001301	Syad.g_01303	Pray.g_01067
OG0001302	Syad.g_02123	Pray.g_00335
OG0001303	Syad.g_01655	Pray.g_00543
OG0001304	Syad.g_01669	Pray.g_00569
OG0001305	Syad.g_01296	Pray.g_00588
OG0001306	Syad.g_01119	Pray.g_00078
OG0001307	Syad.g_00626	Pray.g_01846
OG0001309	Syad.g_00950	Pray.g_01628
OG0001310	Syad.g_02638	Pray.g_01547
OG0001311	Syad.g_01681	Pray.g_00561
OG0001312	Syad.g_01788	Pray.g_00492
OG0001314	Syad.g_01356, Syad.g_01420, Syad.g_00861	Pray.g_00285
OG0001315	Syad.g_00715	Pray.g_00227
OG0001316	Syad.g_02861	Pray.g_00149
OG0001317	Syad.g_00814	Pray.g_00715
OG0001318	Syad.g_00557	Pray.g_00737
OG0001321	Syad.g_02423	Pray.g_00941
OG0001322	Syad.g_02422	Pray.g_00942
OG0001323	Syad.g_00953	Pray.g_01010
OG0001324	Syad.g_01338	Pray.g_01069
OG0001325	Syad.g_01811	Pray.g_01035
OG0001326	Syad.g_00092	Pray.g_00425
OG0001327	Syad.g_01605	Pray.g_00600
OG0001328	Syad.g_01638	Pray.g_00625
OG0001329	Syad.g_00866	Pray.g_00104
OG0001330	Syad.g_02395	Pray.g_01896
OG0001332	Syad.g_02535	Pray.g_01679
OG0001333	Syad.g_02487	Pray.g_01522
OG0001334	Syad.g_00725	Pray.g_01331
OG0001335	Syad.g_00726	Pray.g_01332
OG0001336	Syad.g_00139	Pray.g_01447
OG0001339	Syad.g_02797	Pray.g_00186
OG0001340	Syad.g_00742	Pray.g_00806
OG0001341	Syad.g_01312	Pray.g_00291
OG0001343	Syad.g_00079	Pray.g_00434
OG0001344	Syad.g_01157	Pray.g_00059
OG0001345	Syad.g_01188	Pray.g_00044
OG0001346	Syad.g_02406	Pray.g_01869
OG0001352	Syad.g_00969	Pray.g_01083
OG0001353	Syad.g_01244	Pray.g_00380
OG0001354	Syad.g_01728	Pray.g_00521
OG0001355	Syad.g_02116	Pray.g_01596
OG0001356	Syad.g_01251	Pray.g_00312
OG0001358	Syad.g_02179	Pray.g_01143
OG0001359	Syad.g_00078	Pray.g_00435
OG0001360	Syad.g_01191	Pray.g_00628
OG0001361	Syad.g_01185	Pray.g_00047
OG0001362	Syad.g_02294	Pray.g_01708
OG0001363	Syad.g_02296	Pray.g_01706
OG0001364	Syad.g_00431	Pray.g_01334
OG0001369	Syad.g_02784	Pray.g_00197
OG0001373	Syad.g_00091	Pray.g_00424
OG0001374	Syad.g_00099	Pray.g_00432
OG0001375	Syad.g_00080	Pray.g_00433
OG0001376	Syad.g_00015	Pray.g_00594
OG0001377	Syad.g_00014	Pray.g_00595
OG0001378	Syad.g_02454	Pray.g_00133
OG0001379	Syad.g_02397	Pray.g_01876
OG0001381	Syad.g_01266, Syad.g_00614	Pray.g_01835
OG0001385	Syad.g_00088	Pray.g_00421
OG0001386	Syad.g_00089	Pray.g_00422
OG0001387	Syad.g_00090	Pray.g_00423
OG0001388	Syad.g_00093	Pray.g_00426
OG0001389	Syad.g_00094	Pray.g_00427
OG0001390	Syad.g_00095	Pray.g_00428
OG0001391	Syad.g_00096	Pray.g_00429
OG0001392	Syad.g_00097	Pray.g_00430
OG0001393	Syad.g_00098	Pray.g_00431
OG0001395	Syad.g_01792	Pray.g_00571
OG0001397	Syad.g_02295	Pray.g_01707
OG0001398	Syad.g_01977	Pray.g_01599
OG0001399	Syad.g_02336	Pray.g_01251
OG0001402	Syad.g_02174	Pray.g_00307
OG0001403	Syad.g_00197	Pray.g_01492
OG0001404	Syad.g_02727	Pray.g_00221
OG0001405	Syad.g_00728	Pray.g_00804
OG0001407	Syad.g_00970	Pray.g_00606
OG0001408	Syad.g_01431	Pray.g_00611
OG0001410	Syad.g_00627	Pray.g_01845
OG0001413	Syad.g_02113	Pray.g_01637
OG0001414	Syad.g_00615	Pray.g_00710
OG0001416	Syad.g_02410	Pray.g_00949
OG0001417	Syad.g_01729	Pray.g_00959
OG0001419	Syad.g_00971	Pray.g_00607
OG0001420	Syad.g_00963	Pray.g_00124
OG0001421	Syad.g_02105, Syad.g_02039	Pray.g_01631
OG0001423	Syad.g_02707, Syad.g_02708	Pray.g_01751
OG0001425	Syad.g_00012	Pray.g_01424
OG0001428	Syad.g_02906	Pray.g_00653
OG0001429	Syad.g_01656	Pray.g_00338
OG0001430	Syad.g_03026	Pray.g_01901
OG0001431	Syad.g_00393	Pray.g_01898
OG0001432	Syad.g_01382	Pray.g_01639
OG0001433	Syad.g_01253, Syad.g_01252	Pray.g_00311
OG0001434	Syad.g_01916	Pray.g_00472
OG0001439	Syad.g_00476	Pray.g_00785
OG0001442	Syad.g_01906	Pray.g_00283
OG0001447	Syad.g_02842	Pray.g_00163
OG0001448	Syad.g_02723	Pray.g_00844
OG0001449	Syad.g_00583	Pray.g_00880
OG0001452	Syad.g_00563	Pray.g_00439
OG0001453	Syad.g_01709	Pray.g_00533
OG0001454	Syad.g_02101	Pray.g_00621
OG0001456	Syad.g_00101	Pray.g_00087
OG0001457	Syad.g_00102	Pray.g_00086
OG0001458	Syad.g_00103	Pray.g_00085
OG0001459	Syad.g_01550	Pray.g_01912
OG0001460	Syad.g_01254	Pray.g_00310
OG0001462	Syad.g_00204	Pray.g_01496
OG0001463	Syad.g_01264	Pray.g_00765
OG0001464	Syad.g_00743	Pray.g_00807
OG0001465	Syad.g_01830	Pray.g_01061
OG0001471	Syad.g_00484	Pray.g_01636
OG0001473	Syad.g_02127	Pray.g_01383
OG0001474	Syad.g_00768	Pray.g_00818
OG0001475	Syad.g_02464	Pray.g_01795
OG0001479	Syad.g_00765	Pray.g_00815
OG0001480	Syad.g_01194	Pray.g_00846
OG0001482	Syad.g_01719	Pray.g_00947
OG0001492	Syad.g_01448	Pray.g_00016
OG0001493	Syad.g_01439	Pray.g_00008
OG0001499	Syad.g_02081	Pray.g_00228
OG0001502	Syad.g_01202	Pray.g_00318
OG0001504	Syad.g_01535	Pray.g_01911
OG0001508	Syad.g_02461	Pray.g_01807
OG0001520	Syad.g_01039	Pray.g_00872
OG0001522	Syad.g_01243	Pray.g_00381
OG0001525	Syad.g_00036	Pray.g_01620
OG0001547	Syad.g_01963	Pray.g_00320
OG0001548	Syad.g_02092	Pray.g_00324
OG0001551	Syad.g_01256	Pray.g_00088
OG0001554	Syad.g_03031	Pray.g_01630
OG0001555	Syad.g_01923	Pray.g_01615
OG0001564	Syad.g_01539	Pray.g_01767
OG0001567	Syad.g_01965	Pray.g_00319
OG0001568	Syad.g_01961	Pray.g_00321
OG0001570	Syad.g_01985	Pray.g_00121
OG0001582	Syad.g_02086	Pray.g_00958
OG0001585	Syad.g_02678	Pray.g_01922
OG0001602	Syad.g_01831	Pray.g_01062
OG0001635	Syad.g_00322	Pray.g_01577
OG0001666	Syad.g_01536	Pray.g_01913
OG0001780	Syad.g_00288	Pray.g_01772
OG0002112	Syad.g_00494	Pray.g_00892
OG0002157	Syad.g_00493	Pray.g_00893
OG0002158	Syad.g_00495	Pray.g_00891
OG0002295	Syad.g_02238	Pray.g_01749
OG0002321	Syad.g_00278	Pray.g_01774
OG0002618	Syad.g_00382	Pray.g_00888
OG0003054	Syad.g_00862	Pray.g_00253
