Orthogroup	Syad	Prar
OG0001162	Syad.g_01844	Prar.g_00749
OG0001163	Syad.g_02610	Prar.g_01151
OG0001164	Syad.g_02616	Prar.g_01147
OG0001165	Syad.g_02621	Prar.g_01144
OG0001166	Syad.g_02647	Prar.g_01124
OG0001167	Syad.g_02486	Prar.g_01959
OG0001168	Syad.g_02488	Prar.g_01957
OG0001169	Syad.g_02490	Prar.g_00596
OG0001170	Syad.g_02492	Prar.g_00598
OG0001171	Syad.g_02503	Prar.g_00607
OG0001172	Syad.g_00594	Prar.g_01111
OG0001173	Syad.g_00595	Prar.g_01110
OG0001174	Syad.g_00603	Prar.g_01102
OG0001175	Syad.g_00604	Prar.g_01101
OG0001176	Syad.g_00644	Prar.g_01094
OG0001177	Syad.g_00641	Prar.g_01091
OG0001178	Syad.g_02629	Prar.g_01086
OG0001179	Syad.g_00675	Prar.g_01043
OG0001180	Syad.g_00700	Prar.g_01022
OG0001181	Syad.g_00704	Prar.g_01018
OG0001182	Syad.g_00712	Prar.g_01011
OG0001183	Syad.g_00717	Prar.g_00618
OG0001184	Syad.g_00378	Prar.g_00634
OG0001185	Syad.g_00354	Prar.g_00648
OG0001186	Syad.g_00247	Prar.g_00670
OG0001187	Syad.g_00245	Prar.g_00674
OG0001188	Syad.g_00238	Prar.g_00676
OG0001189	Syad.g_00217	Prar.g_00693
OG0001190	Syad.g_03034	Prar.g_00697
OG0001192	Syad.g_00013	Prar.g_00074
OG0001193	Syad.g_00072	Prar.g_00064
OG0001194	Syad.g_00075	Prar.g_00063
OG0001195	Syad.g_00076	Prar.g_00062
OG0001196	Syad.g_00144	Prar.g_00049
OG0001197	Syad.g_00146	Prar.g_00048
OG0001198	Syad.g_00159	Prar.g_00041
OG0001199	Syad.g_02735	Prar.g_00254
OG0001200	Syad.g_02737	Prar.g_00252
OG0001201	Syad.g_02802	Prar.g_00220
OG0001202	Syad.g_02945	Prar.g_00128
OG0001203	Syad.g_00821	Prar.g_00089
OG0001204	Syad.g_00577	Prar.g_00084
OG0001205	Syad.g_02440	Prar.g_00493
OG0001206	Syad.g_02385	Prar.g_00511
OG0001207	Syad.g_00893	Prar.g_00527
OG0001208	Syad.g_00906	Prar.g_00532
OG0001209	Syad.g_00980	Prar.g_01365
OG0001210	Syad.g_00993	Prar.g_01370
OG0001212	Syad.g_01082	Prar.g_01426
OG0001213	Syad.g_02163	Prar.g_01459
OG0001214	Syad.g_02150	Prar.g_01467
OG0001215	Syad.g_01366	Prar.g_01520
OG0001216	Syad.g_01816	Prar.g_01601
OG0001219	Syad.g_01653	Prar.g_01672
OG0001220	Syad.g_01195	Prar.g_01735
OG0001221	Syad.g_01950	Prar.g_01787
OG0001222	Syad.g_01770	Prar.g_01825
OG0001223	Syad.g_01715	Prar.g_01851
OG0001224	Syad.g_01286	Prar.g_01900
OG0001225	Syad.g_01288	Prar.g_01902
OG0001226	Syad.g_02100	Prar.g_01928
OG0001227	Syad.g_00029	Prar.g_01947
OG0001228	Syad.g_02460	Prar.g_01218
OG0001229	Syad.g_01314	Prar.g_00913
OG0001231	Syad.g_00179	Prar.g_00751
OG0001232	Syad.g_02658	Prar.g_01120
OG0001233	Syad.g_02493	Prar.g_00599
OG0001234	Syad.g_00608	Prar.g_01099
OG0001235	Syad.g_00633	Prar.g_01089
OG0001236	Syad.g_00412	Prar.g_00631
OG0001237	Syad.g_00376	Prar.g_00635
OG0001238	Syad.g_00007	Prar.g_00708
OG0001239	Syad.g_02732	Prar.g_00547
OG0001240	Syad.g_02785	Prar.g_00235
OG0001241	Syad.g_02795	Prar.g_00227
OG0001242	Syad.g_02827	Prar.g_00209
OG0001243	Syad.g_02841	Prar.g_00203
OG0001244	Syad.g_02873	Prar.g_00187
OG0001245	Syad.g_02223	Prar.g_00441
OG0001246	Syad.g_00933	Prar.g_01335
OG0001247	Syad.g_01837	Prar.g_01513
OG0001248	Syad.g_01843	Prar.g_01515
OG0001249	Syad.g_00756	Prar.g_01661
OG0001250	Syad.g_01227	Prar.g_01724
OG0001251	Syad.g_00083	Prar.g_01760
OG0001252	Syad.g_01279	Prar.g_01895
OG0001253	Syad.g_02037	Prar.g_01948
OG0001254	Syad.g_01528	Prar.g_01294
OG0001255	Syad.g_02224	Prar.g_01279
OG0001256	Syad.g_02609	Prar.g_00758
OG0001257	Syad.g_02210	Prar.g_00752
OG0001258	Syad.g_02619	Prar.g_01146
OG0001260	Syad.g_02514	Prar.g_00613
OG0001261	Syad.g_00684	Prar.g_01035
OG0001262	Syad.g_00219	Prar.g_00691
OG0001263	Syad.g_02844	Prar.g_00200
OG0001265	Syad.g_02825	Prar.g_00210
OG0001266	Syad.g_02949	Prar.g_00124
OG0001267	Syad.g_00523	Prar.g_00307
OG0001268	Syad.g_00767	Prar.g_00399
OG0001270	Syad.g_02453	Prar.g_00482
OG0001271	Syad.g_02356	Prar.g_00522
OG0001272	Syad.g_00910	Prar.g_00536
OG0001273	Syad.g_02157	Prar.g_01461
OG0001274	Syad.g_02988	Prar.g_01533
OG0001275	Syad.g_01699	Prar.g_01860
OG0001276	Syad.g_01683	Prar.g_01879
OG0001277	Syad.g_00127	Prar.g_01937
OG0001278	Syad.g_01445	Prar.g_01213
OG0001280	Syad.g_02402	Prar.g_00956
OG0001281	Syad.g_02413	Prar.g_00950
OG0001282	Syad.g_00890	Prar.g_00910
OG0001283	Syad.g_00138	Prar.g_00891
OG0001284	Syad.g_02585	Prar.g_00777
OG0001285	Syad.g_02043	Prar.g_01966
OG0001287	Syad.g_00346	Prar.g_00655
OG0001288	Syad.g_00326	Prar.g_00663
OG0001289	Syad.g_02767	Prar.g_00241
OG0001290	Syad.g_02794	Prar.g_00228
OG0001291	Syad.g_02854	Prar.g_00193
OG0001292	Syad.g_00572	Prar.g_00079
OG0001293	Syad.g_00549	Prar.g_00326
OG0001294	Syad.g_01597	Prar.g_00439
OG0001295	Syad.g_00997	Prar.g_00516
OG0001296	Syad.g_00939	Prar.g_01340
OG0001298	Syad.g_01055	Prar.g_01406
OG0001299	Syad.g_01591	Prar.g_01496
OG0001300	Syad.g_01339	Prar.g_01523
OG0001301	Syad.g_01303	Prar.g_01526
OG0001302	Syad.g_02123	Prar.g_01670
OG0001303	Syad.g_01655	Prar.g_01864
OG0001304	Syad.g_01669	Prar.g_01889
OG0001305	Syad.g_01296	Prar.g_01908
OG0001306	Syad.g_01119	Prar.g_01277
OG0001307	Syad.g_00626	Prar.g_00928
OG0001309	Syad.g_00950	Prar.g_00754
OG0001310	Syad.g_02638	Prar.g_01131
OG0001311	Syad.g_01681	Prar.g_01881
OG0001312	Syad.g_01788	Prar.g_01814
OG0001315	Syad.g_00715	Prar.g_00556
OG0001316	Syad.g_02861	Prar.g_00188
OG0001317	Syad.g_00814	Prar.g_00093
OG0001318	Syad.g_00557	Prar.g_00331
OG0001321	Syad.g_02423	Prar.g_00499
OG0001322	Syad.g_02422	Prar.g_00500
OG0001323	Syad.g_00953	Prar.g_01349
OG0001324	Syad.g_01338	Prar.g_01524
OG0001325	Syad.g_01811	Prar.g_01604
OG0001326	Syad.g_00092	Prar.g_01547
OG0001327	Syad.g_01605	Prar.g_01920
OG0001328	Syad.g_01638	Prar.g_01946
OG0001329	Syad.g_00866	Prar.g_01302
OG0001330	Syad.g_02395	Prar.g_00977
OG0001332	Syad.g_02535	Prar.g_00804
OG0001333	Syad.g_02487	Prar.g_01958
OG0001334	Syad.g_00725	Prar.g_00621
OG0001335	Syad.g_00726	Prar.g_00622
OG0001336	Syad.g_00139	Prar.g_00052
OG0001339	Syad.g_02797	Prar.g_00225
OG0001340	Syad.g_00742	Prar.g_00259
OG0001341	Syad.g_01312	Prar.g_01636
OG0001343	Syad.g_00079	Prar.g_01757
OG0001344	Syad.g_01157	Prar.g_01259
OG0001345	Syad.g_01188	Prar.g_01244
OG0001346	Syad.g_02406	Prar.g_00954
OG0001348	Syad.g_01250	Prar.g_00732
OG0001352	Syad.g_00969	Prar.g_01510
OG0001355	Syad.g_02116	Prar.g_00722, Prar.g_01158
OG0001356	Syad.g_01251	Prar.g_01181
OG0001358	Syad.g_02179	Prar.g_01450
OG0001359	Syad.g_00078	Prar.g_01758
OG0001360	Syad.g_01191	Prar.g_01949
OG0001361	Syad.g_01185	Prar.g_01247
OG0001362	Syad.g_02294	Prar.g_00833
OG0001363	Syad.g_02296	Prar.g_00831
OG0001364	Syad.g_00431	Prar.g_00624
OG0001369	Syad.g_02784	Prar.g_00236
OG0001370	Syad.g_02045, Syad.g_02124	Prar.g_00508
OG0001373	Syad.g_00091	Prar.g_01548
OG0001374	Syad.g_00099	Prar.g_01540
OG0001375	Syad.g_00080	Prar.g_01756
OG0001376	Syad.g_00015	Prar.g_01914
OG0001377	Syad.g_00014	Prar.g_01915
OG0001378	Syad.g_02454	Prar.g_01325
OG0001381	Syad.g_01266, Syad.g_00614	Prar.g_00917
OG0001385	Syad.g_00088	Prar.g_01551
OG0001386	Syad.g_00089	Prar.g_01550
OG0001387	Syad.g_00090	Prar.g_01549
OG0001388	Syad.g_00093	Prar.g_01546
OG0001389	Syad.g_00094	Prar.g_01545
OG0001390	Syad.g_00095	Prar.g_01544
OG0001391	Syad.g_00096	Prar.g_01543
OG0001392	Syad.g_00097	Prar.g_01542
OG0001393	Syad.g_00098	Prar.g_01541
OG0001395	Syad.g_01792	Prar.g_01891
OG0001397	Syad.g_02295	Prar.g_00832
OG0001399	Syad.g_02336	Prar.g_01097
OG0001400	Syad.g_00984	Prar.g_00368
OG0001403	Syad.g_00197	Prar.g_00008
OG0001404	Syad.g_02727	Prar.g_00550
OG0001405	Syad.g_00728	Prar.g_00261
OG0001407	Syad.g_00970	Prar.g_01926
OG0001408	Syad.g_01431	Prar.g_01932, Prar.g_01931
OG0001410	Syad.g_00627	Prar.g_00927
OG0001413	Syad.g_02113	Prar.g_00763
OG0001414	Syad.g_00615	Prar.g_00098
OG0001416	Syad.g_02410	Prar.g_00507
OG0001417	Syad.g_01729	Prar.g_00518, Prar.g_00519
OG0001419	Syad.g_00971	Prar.g_01927
OG0001420	Syad.g_00963	Prar.g_01316
OG0001421	Syad.g_02105, Syad.g_02039	Prar.g_00757
OG0001423	Syad.g_02707, Syad.g_02708	Prar.g_01560
OG0001428	Syad.g_02906	Prar.g_00155
OG0001429	Syad.g_01656	Prar.g_01673
OG0001430	Syad.g_03026	Prar.g_00982
OG0001431	Syad.g_00393	Prar.g_00979
OG0001432	Syad.g_01382	Prar.g_00764
OG0001433	Syad.g_01253, Syad.g_01252	Prar.g_01180
OG0001435	Syad.g_01612	Prar.g_01772
OG0001438	Syad.g_00507	Prar.g_00294
OG0001439	Syad.g_00476	Prar.g_00280
OG0001442	Syad.g_01906	Prar.g_01629
OG0001447	Syad.g_02842	Prar.g_00202
OG0001448	Syad.g_02723	Prar.g_00427
OG0001452	Syad.g_00563	Prar.g_01762
OG0001453	Syad.g_01709	Prar.g_01854
OG0001454	Syad.g_02101	Prar.g_01942
OG0001456	Syad.g_00101	Prar.g_01286
OG0001457	Syad.g_00102	Prar.g_01285
OG0001458	Syad.g_00103	Prar.g_01284
OG0001459	Syad.g_01550	Prar.g_00996
OG0001462	Syad.g_00204	Prar.g_00003
OG0001463	Syad.g_01264	Prar.g_00301
OG0001464	Syad.g_00743	Prar.g_00258
OG0001465	Syad.g_01830	Prar.g_01532
OG0001470	Syad.g_02462	Prar.g_00889
OG0001471	Syad.g_00484	Prar.g_00762
OG0001473	Syad.g_02127	Prar.g_00671
OG0001474	Syad.g_00768	Prar.g_00400
OG0001475	Syad.g_02464	Prar.g_00887
OG0001479	Syad.g_00765	Prar.g_00397
OG0001480	Syad.g_01194	Prar.g_00429
OG0001482	Syad.g_01719	Prar.g_00505
OG0001492	Syad.g_01448	Prar.g_01216
OG0001493	Syad.g_01439	Prar.g_01208
OG0001494	Syad.g_02673	Prar.g_00381
OG0001499	Syad.g_02081	Prar.g_00557
OG0001502	Syad.g_01202	Prar.g_01657
OG0001504	Syad.g_01535	Prar.g_00995
OG0001508	Syad.g_02461	Prar.g_00890
OG0001520	Syad.g_01039	Prar.g_00454, Prar.g_00455
OG0001522	Syad.g_01243	Prar.g_01716
OG0001528	Syad.g_02463, Syad.g_00283, Syad.g_00286	Prar.g_00888
OG0001548	Syad.g_02092	Prar.g_01659
OG0001551	Syad.g_01256	Prar.g_01287
OG0001554	Syad.g_03031	Prar.g_00756
OG0001555	Syad.g_01923	Prar.g_00742
OG0001582	Syad.g_02086	Prar.g_00517
OG0001585	Syad.g_02678	Prar.g_00998
OG0001588	Syad.g_00428	Prar.g_00363
OG0001602	Syad.g_01831	Prar.g_01531
OG0001625	Syad.g_00555	Prar.g_00329
OG0001647	Syad.g_00531	Prar.g_00314
OG0001713	Syad.g_01164	Prar.g_00560
OG0001780	Syad.g_00288	Prar.g_00860
OG0001924	Syad.g_02188	Prar.g_01574
OG0001925	Syad.g_02189	Prar.g_01573
OG0001926	Syad.g_02190	Prar.g_01572
OG0001927	Syad.g_02191	Prar.g_01571
OG0001993	Syad.g_02186	Prar.g_01576
OG0001994	Syad.g_02187	Prar.g_01575
OG0002421	Syad.g_00276	Prar.g_00857
OG0002480	Syad.g_00290	Prar.g_00863
OG0002488	Syad.g_00430	Prar.g_00377
OG0003029	Syad.g_00972	Prar.g_01191
