Orthogroup	Syad	Prad
OG0001165	Syad.g_02621	Prad.g_00942
OG0001166	Syad.g_02647	Prad.g_00922
OG0001167	Syad.g_02486	Prad.g_00905
OG0001168	Syad.g_02488	Prad.g_00903
OG0001169	Syad.g_02490	Prad.g_00901
OG0001170	Syad.g_02492	Prad.g_00899
OG0001171	Syad.g_02503	Prad.g_00889
OG0001172	Syad.g_00594	Prad.g_00876
OG0001173	Syad.g_00595	Prad.g_00875
OG0001174	Syad.g_00603	Prad.g_00867
OG0001175	Syad.g_00604	Prad.g_00866
OG0001176	Syad.g_00644	Prad.g_00859
OG0001177	Syad.g_00641	Prad.g_00856
OG0001178	Syad.g_02629	Prad.g_00851
OG0001179	Syad.g_00675	Prad.g_00823
OG0001180	Syad.g_00700	Prad.g_00801
OG0001181	Syad.g_00704	Prad.g_00797
OG0001182	Syad.g_00712	Prad.g_00790
OG0001183	Syad.g_00717	Prad.g_00786
OG0001184	Syad.g_00378	Prad.g_00770
OG0001185	Syad.g_00354	Prad.g_01636
OG0001186	Syad.g_00247	Prad.g_01614
OG0001187	Syad.g_00245	Prad.g_01610
OG0001188	Syad.g_00238	Prad.g_01608
OG0001189	Syad.g_00217	Prad.g_01591
OG0001190	Syad.g_03034	Prad.g_01587
OG0001192	Syad.g_00013	Prad.g_01572
OG0001193	Syad.g_00072	Prad.g_01562
OG0001194	Syad.g_00075	Prad.g_01561
OG0001195	Syad.g_00076	Prad.g_01560
OG0001196	Syad.g_00144	Prad.g_01547
OG0001197	Syad.g_00146	Prad.g_01546
OG0001198	Syad.g_00159	Prad.g_01539
OG0001199	Syad.g_02735	Prad.g_01919
OG0001200	Syad.g_02737	Prad.g_01917
OG0001201	Syad.g_02802	Prad.g_01885
OG0001202	Syad.g_02945	Prad.g_01792
OG0001203	Syad.g_00821	Prad.g_01753
OG0001204	Syad.g_00577	Prad.g_01748
OG0001205	Syad.g_02440	Prad.g_00062
OG0001206	Syad.g_02385	Prad.g_00044
OG0001207	Syad.g_00893	Prad.g_00030
OG0001208	Syad.g_00906	Prad.g_00025
OG0001209	Syad.g_00980	Prad.g_00094
OG0001210	Syad.g_00993	Prad.g_01330
OG0001212	Syad.g_01082	Prad.g_01385
OG0001213	Syad.g_02163	Prad.g_01418
OG0001214	Syad.g_02150	Prad.g_01426
OG0001215	Syad.g_01366	Prad.g_01264
OG0001216	Syad.g_01816	Prad.g_01051
OG0001218	Syad.g_02328	Prad.g_01100
OG0001219	Syad.g_01653	Prad.g_01134
OG0001220	Syad.g_01195	Prad.g_00296
OG0001221	Syad.g_01950	Prad.g_00234
OG0001222	Syad.g_01770	Prad.g_00194
OG0001223	Syad.g_01715	Prad.g_00168
OG0001224	Syad.g_01286	Prad.g_01022
OG0001225	Syad.g_01288	Prad.g_01020
OG0001226	Syad.g_02100	Prad.g_00995
OG0001227	Syad.g_00029	Prad.g_00978
OG0001228	Syad.g_02460	Prad.g_01450
OG0001229	Syad.g_01314	Prad.g_00596
OG0001231	Syad.g_00179	Prad.g_00417
OG0001232	Syad.g_02658	Prad.g_00918
OG0001233	Syad.g_02493	Prad.g_00898
OG0001234	Syad.g_00608	Prad.g_00864
OG0001235	Syad.g_00633	Prad.g_00854
OG0001236	Syad.g_00412	Prad.g_00773
OG0001237	Syad.g_00376	Prad.g_00769
OG0001238	Syad.g_00007	Prad.g_01576
OG0001239	Syad.g_02732	Prad.g_01922
OG0001240	Syad.g_02785	Prad.g_01900
OG0001241	Syad.g_02795	Prad.g_01892
OG0001242	Syad.g_02827	Prad.g_01874
OG0001243	Syad.g_02841	Prad.g_01868
OG0001244	Syad.g_02873	Prad.g_01852
OG0001245	Syad.g_02223	Prad.g_00729
OG0001246	Syad.g_00933	Prad.g_00125
OG0001247	Syad.g_01837	Prad.g_01257
OG0001248	Syad.g_01843	Prad.g_01259
OG0001249	Syad.g_00756	Prad.g_01123
OG0001250	Syad.g_01227	Prad.g_00307
OG0001251	Syad.g_00083	Prad.g_00259
OG0001252	Syad.g_01279	Prad.g_01027
OG0001253	Syad.g_02037	Prad.g_00977
OG0001254	Syad.g_01528	Prad.g_01987
OG0001255	Syad.g_02224	Prad.g_01512
OG0001256	Syad.g_02609	Prad.g_00424
OG0001257	Syad.g_02210	Prad.g_00418
OG0001258	Syad.g_02619	Prad.g_00944
OG0001260	Syad.g_02514	Prad.g_00883
OG0001261	Syad.g_00684	Prad.g_00815
OG0001262	Syad.g_00219	Prad.g_01593
OG0001263	Syad.g_02844	Prad.g_01865
OG0001265	Syad.g_02825	Prad.g_01875
OG0001266	Syad.g_02949	Prad.g_01788
OG0001267	Syad.g_00523	Prad.g_01711
OG0001268	Syad.g_00767	Prad.g_01652
OG0001270	Syad.g_02453	Prad.g_00668
OG0001271	Syad.g_02356	Prad.g_00035
OG0001272	Syad.g_00910	Prad.g_00021
OG0001273	Syad.g_02157	Prad.g_01420
OG0001274	Syad.g_02988	Prad.g_01277
OG0001275	Syad.g_01699	Prad.g_00158
OG0001276	Syad.g_01683	Prad.g_00138
OG0001277	Syad.g_00127	Prad.g_00988
OG0001278	Syad.g_01445	Prad.g_01445
OG0001279	Syad.g_02248	Prad.g_01216
OG0001280	Syad.g_02402	Prad.g_00629
OG0001281	Syad.g_02413	Prad.g_00623
OG0001282	Syad.g_00890	Prad.g_00593
OG0001283	Syad.g_00138	Prad.g_00574
OG0001284	Syad.g_02585	Prad.g_00444
OG0001285	Syad.g_02043	Prad.g_00915
OG0001286	Syad.g_00698	Prad.g_00803
OG0001287	Syad.g_00346	Prad.g_01629
OG0001288	Syad.g_00326	Prad.g_01621
OG0001289	Syad.g_02767	Prad.g_01906
OG0001290	Syad.g_02794	Prad.g_01893
OG0001291	Syad.g_02854	Prad.g_01858
OG0001292	Syad.g_00572	Prad.g_01743
OG0001293	Syad.g_00549	Prad.g_01730
OG0001294	Syad.g_01597	Prad.g_00731
OG0001295	Syad.g_00997	Prad.g_00039
OG0001296	Syad.g_00939	Prad.g_00120
OG0001297	Syad.g_00943	Prad.g_00115
OG0001298	Syad.g_01055	Prad.g_01366
OG0001299	Syad.g_01591	Prad.g_01240
OG0001300	Syad.g_01339	Prad.g_01267
OG0001301	Syad.g_01303	Prad.g_01270
OG0001302	Syad.g_02123	Prad.g_01132
OG0001303	Syad.g_01655	Prad.g_00154
OG0001304	Syad.g_01669	Prad.g_01034
OG0001305	Syad.g_01296	Prad.g_01014
OG0001306	Syad.g_01119	Prad.g_01510
OG0001307	Syad.g_00626	Prad.g_00611
OG0001309	Syad.g_00950	Prad.g_00420
OG0001310	Syad.g_02638	Prad.g_00929
OG0001312	Syad.g_01788	Prad.g_00205
OG0001313	Syad.g_02372, Syad.g_02373	Prad.g_01045
OG0001315	Syad.g_00715	Prad.g_01932
OG0001316	Syad.g_02861	Prad.g_01853
OG0001317	Syad.g_00814	Prad.g_01757
OG0001318	Syad.g_00557	Prad.g_01735
OG0001321	Syad.g_02423	Prad.g_00056
OG0001322	Syad.g_02422	Prad.g_00055
OG0001323	Syad.g_00953	Prad.g_00110
OG0001324	Syad.g_01338	Prad.g_01268
OG0001325	Syad.g_01811	Prad.g_01054
OG0001326	Syad.g_00092	Prad.g_00271
OG0001327	Syad.g_01605	Prad.g_01003
OG0001328	Syad.g_01638	Prad.g_00979
OG0001329	Syad.g_00866	Prad.g_00663
OG0001330	Syad.g_02395	Prad.g_00340
OG0001332	Syad.g_02535	Prad.g_00471
OG0001333	Syad.g_02487	Prad.g_00904
OG0001334	Syad.g_00725	Prad.g_00783
OG0001335	Syad.g_00726	Prad.g_00782
OG0001336	Syad.g_00139	Prad.g_01550
OG0001339	Syad.g_02797	Prad.g_01890
OG0001340	Syad.g_00742	Prad.g_01663
OG0001341	Syad.g_01312	Prad.g_01090
OG0001343	Syad.g_00079	Prad.g_00262
OG0001344	Syad.g_01157	Prad.g_01492
OG0001345	Syad.g_01188	Prad.g_01477
OG0001346	Syad.g_02406	Prad.g_00627
OG0001347	Syad.g_00454, Syad.g_00308	Prad.g_01978
OG0001348	Syad.g_01250	Prad.g_00395
OG0001350	Syad.g_00820	Prad.g_00965
OG0001352	Syad.g_00969	Prad.g_01254
OG0001353	Syad.g_01244	Prad.g_01178
OG0001355	Syad.g_02116	Prad.g_00384
OG0001358	Syad.g_02179	Prad.g_01409
OG0001359	Syad.g_00078	Prad.g_00261
OG0001360	Syad.g_01191	Prad.g_00976
OG0001361	Syad.g_01185	Prad.g_01480
OG0001362	Syad.g_02294	Prad.g_00501
OG0001363	Syad.g_02296	Prad.g_00499
OG0001364	Syad.g_00431	Prad.g_00780
OG0001369	Syad.g_02784	Prad.g_01901
OG0001370	Syad.g_02045, Syad.g_02124	Prad.g_00047
OG0001373	Syad.g_00091	Prad.g_00272
OG0001374	Syad.g_00099	Prad.g_00264
OG0001375	Syad.g_00080	Prad.g_00263
OG0001376	Syad.g_00015	Prad.g_01009
OG0001377	Syad.g_00014	Prad.g_01008
OG0001378	Syad.g_02454	Prad.g_00634
OG0001379	Syad.g_02397	Prad.g_00364
OG0001381	Syad.g_01266, Syad.g_00614	Prad.g_00600
OG0001385	Syad.g_00088	Prad.g_00275
OG0001386	Syad.g_00089	Prad.g_00274
OG0001387	Syad.g_00090	Prad.g_00273
OG0001388	Syad.g_00093	Prad.g_00270
OG0001389	Syad.g_00094	Prad.g_00269
OG0001390	Syad.g_00095	Prad.g_00268
OG0001391	Syad.g_00096	Prad.g_00267
OG0001392	Syad.g_00097	Prad.g_00266
OG0001393	Syad.g_00098	Prad.g_00265
OG0001394	Syad.g_01920	Prad.g_00230
OG0001395	Syad.g_01792	Prad.g_01032
OG0001396	Syad.g_00455	Prad.g_01977
OG0001397	Syad.g_02295	Prad.g_00500
OG0001399	Syad.g_02336	Prad.g_00862
OG0001401	Syad.g_01233	Prad.g_01046
OG0001403	Syad.g_00197	Prad.g_01956
OG0001404	Syad.g_02727	Prad.g_01925
OG0001405	Syad.g_00728	Prad.g_01665
OG0001407	Syad.g_00970	Prad.g_00997
OG0001408	Syad.g_01431	Prad.g_00992
OG0001410	Syad.g_00627	Prad.g_00610
OG0001412	Syad.g_00307, Syad.g_00453	Prad.g_01979
OG0001413	Syad.g_02113	Prad.g_00429
OG0001414	Syad.g_00615	Prad.g_01762
OG0001416	Syad.g_02410	Prad.g_00048
OG0001417	Syad.g_01729	Prad.g_00037
OG0001419	Syad.g_00971	Prad.g_00996
OG0001420	Syad.g_00963	Prad.g_00643
OG0001421	Syad.g_02105, Syad.g_02039	Prad.g_00423
OG0001423	Syad.g_02707, Syad.g_02708	Prad.g_00546
OG0001425	Syad.g_00012	Prad.g_01573
OG0001428	Syad.g_02906	Prad.g_01819
OG0001429	Syad.g_01656	Prad.g_01135
OG0001430	Syad.g_03026	Prad.g_00334
OG0001431	Syad.g_00393	Prad.g_00338
OG0001432	Syad.g_01382	Prad.g_00431
OG0001434	Syad.g_01916	Prad.g_00225
OG0001438	Syad.g_00507	Prad.g_01698
OG0001439	Syad.g_00476	Prad.g_01684
OG0001442	Syad.g_01906	Prad.g_01081
OG0001447	Syad.g_02842	Prad.g_01867
OG0001448	Syad.g_02723	Prad.g_00743
OG0001449	Syad.g_00583	Prad.g_00702
OG0001452	Syad.g_00563	Prad.g_00257
OG0001453	Syad.g_01709	Prad.g_00164
OG0001454	Syad.g_02101	Prad.g_00983
OG0001456	Syad.g_00101	Prad.g_01519
OG0001457	Syad.g_00102	Prad.g_01518
OG0001458	Syad.g_00103	Prad.g_01517
OG0001459	Syad.g_01550	Prad.g_00323
OG0001462	Syad.g_00204	Prad.g_01952
OG0001463	Syad.g_01264	Prad.g_01705
OG0001464	Syad.g_00743	Prad.g_01662
OG0001465	Syad.g_01830	Prad.g_01276
OG0001471	Syad.g_00484	Prad.g_00428
OG0001473	Syad.g_02127	Prad.g_01613
OG0001474	Syad.g_00768	Prad.g_01651
OG0001479	Syad.g_00765	Prad.g_01654
OG0001480	Syad.g_01194	Prad.g_00741
OG0001482	Syad.g_01719	Prad.g_00050
OG0001487	Syad.g_02327	Prad.g_00573
OG0001492	Syad.g_01448	Prad.g_01448
OG0001493	Syad.g_01439	Prad.g_01440
OG0001499	Syad.g_02081	Prad.g_01933
OG0001502	Syad.g_01202	Prad.g_01115
OG0001504	Syad.g_01535	Prad.g_00324
OG0001520	Syad.g_01039	Prad.g_00710
OG0001522	Syad.g_01243	Prad.g_01179
OG0001525	Syad.g_00036	Prad.g_00412
OG0001547	Syad.g_01963	Prad.g_01117
OG0001548	Syad.g_02092	Prad.g_01121
OG0001551	Syad.g_01256	Prad.g_01520
OG0001554	Syad.g_03031	Prad.g_00422
OG0001555	Syad.g_01923	Prad.g_00407
OG0001558	Syad.g_00182	Prad.g_01042
OG0001567	Syad.g_01965	Prad.g_01116
OG0001568	Syad.g_01961	Prad.g_01118
OG0001570	Syad.g_01985	Prad.g_00646, Prad.g_01295
OG0001582	Syad.g_02086	Prad.g_00038
OG0001585	Syad.g_02678	Prad.g_00316
OG0001588	Syad.g_00428	Prad.g_01186
OG0001602	Syad.g_01831	Prad.g_01275
OG0001625	Syad.g_00555	Prad.g_01733
OG0001647	Syad.g_00531	Prad.g_01718
OG0001652	Syad.g_00180	Prad.g_01040
OG0001671	Syad.g_02974	Prad.g_01322
OG0001690	Syad.g_01561, Syad.g_03047	Prad.g_00367
OG0001747	Syad.g_02871	Prad.g_00089
OG0001748	Syad.g_02976	Prad.g_01323
OG0001835	Syad.g_00849	Prad.g_01209
OG0001837	Syad.g_02975	Prad.g_01324
OG0001924	Syad.g_02188	Prad.g_01311
OG0001925	Syad.g_02189	Prad.g_01310
OG0001926	Syad.g_02190	Prad.g_01309
OG0001927	Syad.g_02191	Prad.g_01308
OG0001993	Syad.g_02186	Prad.g_01313
OG0001994	Syad.g_02187	Prad.g_01312
OG0002112	Syad.g_00494	Prad.g_00688
OG0002157	Syad.g_00493	Prad.g_00687
OG0002158	Syad.g_00495	Prad.g_00689
OG0002618	Syad.g_00382	Prad.g_00692
OG0002785	Syad.g_02531	Prad.g_01290
