Orthogroup	Praz	Praf
OG0001170	Praz.g_00207	Praf.g_00180
OG0001171	Praz.g_00206	Praf.g_00179
OG0001172	Praz.g_00204	Praf.g_00177
OG0001173	Praz.g_00202	Praf.g_00175
OG0001174	Praz.g_00201	Praf.g_00174
OG0001175	Praz.g_00200	Praf.g_00173
OG0001176	Praz.g_00199	Praf.g_00165
OG0001177	Praz.g_00197	Praf.g_00163
OG0001178	Praz.g_00194	Praf.g_00158
OG0001179	Praz.g_00193	Praf.g_00157
OG0001180	Praz.g_00192	Praf.g_00156
OG0001181	Praz.g_00191	Praf.g_00155
OG0001182	Praz.g_00190	Praf.g_00154
OG0001183	Praz.g_00189	Praf.g_00153
OG0001184	Praz.g_00187	Praf.g_00091
OG0001185	Praz.g_00184	Praf.g_00089
OG0001186	Praz.g_00183	Praf.g_00088
OG0001187	Praz.g_00181	Praf.g_00087
OG0001188	Praz.g_00180	Praf.g_00083
OG0001189	Praz.g_00179	Praf.g_00082
OG0001190	Praz.g_00178	Praf.g_00081
OG0001191	Praz.g_00177	Praf.g_00077
OG0001192	Praz.g_00176	Praf.g_00075
OG0001193	Praz.g_00175	Praf.g_00074
OG0001194	Praz.g_00174	Praf.g_00072
OG0001195	Praz.g_00173	Praf.g_00071
OG0001196	Praz.g_00172	Praf.g_00070
OG0001197	Praz.g_00171	Praf.g_00069
OG0001198	Praz.g_00170	Praf.g_00068
OG0001199	Praz.g_00169	Praf.g_00067
OG0001200	Praz.g_00168	Praf.g_00064
OG0001201	Praz.g_00167	Praf.g_00063
OG0001202	Praz.g_00166	Praf.g_00062
OG0001203	Praz.g_00164	Praf.g_00060
OG0001204	Praz.g_00162	Praf.g_00056
OG0001205	Praz.g_00161	Praf.g_00054
OG0001206	Praz.g_00160	Praf.g_00053
OG0001207	Praz.g_00159	Praf.g_02656
OG0001208	Praz.g_00158	Praf.g_02657
OG0001209	Praz.g_00157	Praf.g_02658
OG0001210	Praz.g_00156	Praf.g_02659
OG0001211	Praz.g_00155	Praf.g_02661
OG0001212	Praz.g_00154	Praf.g_02662
OG0001213	Praz.g_00153	Praf.g_02663
OG0001214	Praz.g_00151	Praf.g_02665
OG0001215	Praz.g_00150	Praf.g_02667
OG0001216	Praz.g_00149	Praf.g_02669
OG0001217	Praz.g_00148	Praf.g_02670
OG0001218	Praz.g_00147	Praf.g_02671
OG0001219	Praz.g_00144	Praf.g_02674
OG0001220	Praz.g_00143	Praf.g_02680
OG0001221	Praz.g_00140	Praf.g_02702
OG0001222	Praz.g_00139	Praf.g_02716
OG0001223	Praz.g_00138	Praf.g_02717
OG0001224	Praz.g_00137	Praf.g_02719
OG0001225	Praz.g_00136	Praf.g_02720
OG0001226	Praz.g_00135	Praf.g_02723
OG0001227	Praz.g_00134	Praf.g_02724
OG0001228	Praz.g_00133	Praf.g_02728
OG0001229	Praz.g_00132	Praf.g_02729
OG0001230	Praz.g_00131	Praf.g_02730
OG0001231	Praz.g_00130	Praf.g_02743
OG0001232	Praz.g_00129	Praf.g_02753
OG0001233	Praz.g_00128	Praf.g_02754
OG0001234	Praz.g_00127	Praf.g_02755
OG0001235	Praz.g_00126	Praf.g_02756
OG0001236	Praz.g_00124	Praf.g_02758
OG0001237	Praz.g_00123	Praf.g_02759
OG0001238	Praz.g_00121	Praf.g_02764
OG0001239	Praz.g_00120	Praf.g_02765
OG0001240	Praz.g_00119	Praf.g_02766
OG0001241	Praz.g_00117	Praf.g_02770
OG0001242	Praz.g_00357	Praf.g_02772
OG0001243	Praz.g_00358	Praf.g_02773
OG0001244	Praz.g_00359	Praf.g_02775
OG0001245	Praz.g_00360	Praf.g_02777
OG0001246	Praz.g_00361	Praf.g_02779
OG0001247	Praz.g_00362	Praf.g_02780
OG0001248	Praz.g_00363	Praf.g_02781
OG0001249	Praz.g_00364	Praf.g_02782
OG0001250	Praz.g_00365	Praf.g_02783
OG0001252	Praz.g_00498	Praf.g_02418
OG0001253	Praz.g_00510	Praf.g_02437
OG0001254	Praz.g_00639	Praf.g_02280
OG0001255	Praz.g_00690	Praf.g_02055
OG0001257	Praz.g_01846	Praf.g_00597
OG0001258	Praz.g_01830	Praf.g_00615
OG0001259	Praz.g_01740	Praf.g_00738
OG0001261	Praz.g_01477	Praf.g_01591
OG0001262	Praz.g_01461	Praf.g_01614
OG0001264	Praz.g_01409	Praf.g_01460
OG0001265	Praz.g_01301	Praf.g_01333
OG0001266	Praz.g_00090	Praf.g_00991
OG0001267	Praz.g_00008	Praf.g_01134
OG0001268	Praz.g_00758	Praf.g_00852
OG0001269	Praz.g_01156	Praf.g_01893
OG0001270	Praz.g_01001	Praf.g_00976
OG0001271	Praz.g_00990	Praf.g_00535
OG0001272	Praz.g_00948	Praf.g_01248
OG0001273	Praz.g_00947	Praf.g_00639
OG0001274	Praz.g_00942	Praf.g_01145
OG0001275	Praz.g_00924, Praz.g_00925	Praf.g_01950
OG0001276	Praz.g_00914	Praf.g_01484
OG0001278	Praz.g_00885	Praf.g_00492
OG0001279	Praz.g_00881	Praf.g_00487
OG0001280	Praz.g_00878	Praf.g_00484
OG0001281	Praz.g_00332	Praf.g_02197
OG0001282	Praz.g_00307	Praf.g_00474
OG0001283	Praz.g_00224	Praf.g_02392
OG0001284	Praz.g_00195	Praf.g_00159
OG0001285	Praz.g_00163	Praf.g_00058
OG0001286	Praz.g_00118	Praf.g_02768
OG0001288	Praz.g_01891	Praf.g_01988
OG0001290	Praz.g_00395	Praf.g_00036
OG0001291	Praz.g_00431	Praf.g_00318
OG0001292	Praz.g_00434	Praf.g_00315
OG0001293	Praz.g_00436	Praf.g_00313
OG0001294	Praz.g_00453	Praf.g_00260
OG0001296	Praz.g_00485	Praf.g_02402
OG0001298	Praz.g_00603	Praf.g_02206
OG0001299	Praz.g_00612	Praf.g_02234, Praf.g_02225, Praf.g_02218
OG0001301	Praz.g_01693	Praf.g_01694
OG0001303	Praz.g_01560	Praf.g_01853
OG0001304	Praz.g_01285	Praf.g_01284
OG0001305	Praz.g_01280	Praf.g_01278
OG0001306	Praz.g_00098	Praf.g_02752
OG0001307	Praz.g_00107	Praf.g_01473
OG0001309	Praz.g_00046	Praf.g_00055
OG0001310	Praz.g_00035	Praf.g_01002, Praf.g_02648
OG0001311	Praz.g_00726	Praf.g_00926
OG0001312	Praz.g_01155	Praf.g_01894
OG0001313	Praz.g_00944	Praf.g_00017
OG0001314	Praz.g_00854	Praf.g_00454
OG0001315	Praz.g_00820	Praf.g_00403
OG0001316	Praz.g_00228	Praf.g_02387
OG0001318	Praz.g_00501	Praf.g_02429
OG0001319	Praz.g_00598	Praf.g_00387
OG0001320	Praz.g_01861	Praf.g_00676
OG0001322	Praz.g_01531	Praf.g_01257
OG0001323	Praz.g_00082	Praf.g_01640
OG0001324	Praz.g_00115	Praf.g_00969
OG0001326	Praz.g_01208	Praf.g_01082
OG0001327	Praz.g_01206	Praf.g_00805
OG0001328	Praz.g_01175	Praf.g_00789
OG0001329	Praz.g_01119	Praf.g_02762
OG0001330	Praz.g_00951	Praf.g_00497
OG0001331	Praz.g_00880	Praf.g_00486
OG0001333	Praz.g_00259	Praf.g_02111
OG0001334	Praz.g_00203	Praf.g_00176
OG0001335	Praz.g_00165	Praf.g_00061
OG0001336	Praz.g_00488	Praf.g_02404
OG0001337	Praz.g_00478	Praf.g_00217
OG0001339	Praz.g_00563	Praf.g_02522
OG0001340	Praz.g_00608	Praf.g_02211
OG0001341	Praz.g_00620	Praf.g_02252
OG0001342	Praz.g_00638	Praf.g_02279
OG0001343	Praz.g_00341	Praf.g_02048
OG0001344	Praz.g_00796	Praf.g_01750
OG0001345	Praz.g_01894	Praf.g_01991
OG0001346	Praz.g_01856	Praf.g_01910
OG0001347	Praz.g_01842	Praf.g_00601
OG0001348	Praz.g_01824	Praf.g_00624
OG0001351	Praz.g_01752	Praf.g_00722
OG0001353	Praz.g_01627	Praf.g_02550
OG0001355	Praz.g_01471	Praf.g_01598
OG0001357	Praz.g_01322	Praf.g_01351
OG0001358	Praz.g_01302	Praf.g_01334
OG0001359	Praz.g_00021	Praf.g_01037
OG0001360	Praz.g_00020	Praf.g_01038
OG0001361	Praz.g_00704	Praf.g_00893
OG0001362	Praz.g_01236	Praf.g_01769
OG0001366	Praz.g_00840	Praf.g_00436
OG0001367	Praz.g_00318	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090
OG0001368	Praz.g_00196	Praf.g_00160
OG0001369	Praz.g_01300	Praf.g_01332
OG0001375	Praz.g_00495	Praf.g_02414
OG0001378	Praz.g_00631	Praf.g_02269
OG0001381	Praz.g_01874	Praf.g_01958
OG0001384	Praz.g_01809	Praf.g_00642
OG0001396	Praz.g_01318	Praf.g_01431
OG0001412	Praz.g_01369	Praf.g_01421
OG0001415	Praz.g_00683	Praf.g_02074
OG0001416	Praz.g_01807	Praf.g_00644
OG0001425	Praz.g_00930	Praf.g_01298
OG0001426	Praz.g_00122	Praf.g_02763
OG0001429	Praz.g_01340	Praf.g_01375
OG0001436	Praz.g_01548	Praf.g_02686, Praf.g_01026
OG0001438	Praz.g_01710	Praf.g_01665
OG0001439	Praz.g_01480	Praf.g_01588, Praf.g_01589
OG0001442	Praz.g_00032	Praf.g_00960
OG0001448	Praz.g_00917	Praf.g_01004
OG0001452	Praz.g_00145	Praf.g_02673
OG0001453	Praz.g_00906	Praf.g_01085
OG0001455	Praz.g_01913	Praf.g_00966
OG0001467	Praz.g_01044	Praf.g_01791
OG0001470	Praz.g_00677	Praf.g_02333
OG0001471	Praz.g_01909	Praf.g_01576
OG0001472	Praz.g_01450	Praf.g_01231
OG0001474	Praz.g_01439	Praf.g_02731
OG0001475	Praz.g_00075	Praf.g_02678
OG0001476	Praz.g_00076	Praf.g_02677
OG0001477	Praz.g_00077	Praf.g_02676
OG0001478	Praz.g_00083	Praf.g_01130
OG0001479	Praz.g_00110	Praf.g_00936
OG0001480	Praz.g_00061	Praf.g_01997
OG0001481	Praz.g_00738	Praf.g_00883
OG0001483	Praz.g_01186	Praf.g_00803
OG0001486	Praz.g_01389	Praf.g_01500
OG0001487	Praz.g_01553	Praf.g_01670
OG0001489	Praz.g_00799	Praf.g_02647, Praf.g_02091
OG0001492	Praz.g_01479	Praf.g_02169
OG0001493	Praz.g_01438	Praf.g_02732
OG0001494	Praz.g_01437	Praf.g_02733
OG0001495	Praz.g_01436	Praf.g_02734
OG0001496	Praz.g_01435	Praf.g_02735
OG0001497	Praz.g_01434	Praf.g_02736
OG0001498	Praz.g_01433	Praf.g_02737
OG0001499	Praz.g_01432	Praf.g_02738
OG0001500	Praz.g_01431	Praf.g_02739
OG0001501	Praz.g_01430	Praf.g_02740
OG0001502	Praz.g_01429	Praf.g_02741
OG0001503	Praz.g_01428	Praf.g_02742
OG0001508	Praz.g_00939	Praf.g_00977
OG0001512	Praz.g_01255	Praf.g_01168, Praf.g_01187, Praf.g_02627, Praf.g_00342
OG0001513	Praz.g_00465	Praf.g_00246, Praf.g_01768
OG0001520	Praz.g_01549	Praf.g_01027
OG0001525	Praz.g_01869	Praf.g_00792
OG0001529	Praz.g_01232	Praf.g_01193
OG0001530	Praz.g_01550	Praf.g_01028
OG0001532	Praz.g_00399	Praf.g_00043
OG0001542	Praz.g_00934	Praf.g_00345
OG0001580	Praz.g_01085	Praf.g_00097
OG0001581	Praz.g_01082	Praf.g_00099
OG0001592	Praz.g_00772	Praf.g_00353
OG0001596	Praz.g_01563	Praf.g_00545
OG0001598	Praz.g_01421	Praf.g_00953
OG0001621	Praz.g_01555	Praf.g_02092
OG0001623	Praz.g_01934	Praf.g_02050
OG0001695	Praz.g_01105	Praf.g_00118
OG0001713	Praz.g_01117	Praf.g_00093
OG0001844	Praz.g_01084	Praf.g_00100
OG0001875	Praz.g_01917	Praf.g_01581
OG0001876	Praz.g_01920	Praf.g_01442
OG0001882	Praz.g_00895	Praf.g_00968
OG0002035	Praz.g_01254	Praf.g_00363
OG0002148	Praz.g_01160	Praf.g_01079
