Orthogroup	Syao	Praz
OG0001172	Syao.g_01914	Praz.g_00332
OG0001173	Syao.g_01915	Praz.g_00331
OG0001174	Syao.g_01923	Praz.g_00323
OG0001175	Syao.g_01924	Praz.g_00322
OG0001176	Syao.g_01799	Praz.g_00315
OG0001177	Syao.g_01802	Praz.g_00312
OG0001178	Syao.g_01541	Praz.g_00307
OG0001179	Syao.g_01768	Praz.g_00279
OG0001180	Syao.g_01833	Praz.g_00257
OG0001181	Syao.g_01829	Praz.g_00253
OG0001182	Syao.g_01820	Praz.g_00246
OG0001183	Syao.g_01851	Praz.g_00241
OG0001184	Syao.g_02264	Praz.g_00225
OG0001185	Syao.g_02147	Praz.g_00211
OG0001186	Syao.g_02173	Praz.g_00187
OG0001187	Syao.g_02171	Praz.g_00183
OG0001188	Syao.g_02169	Praz.g_00180
OG0001189	Syao.g_02215	Praz.g_00163
OG0001190	Syao.g_02436	Praz.g_00159
OG0001191	Syao.g_02449	Praz.g_00149
OG0001192	Syao.g_02367	Praz.g_00144
OG0001193	Syao.g_02284	Praz.g_00134
OG0001194	Syao.g_02285	Praz.g_00133
OG0001195	Syao.g_02286	Praz.g_00132
OG0001196	Syao.g_02341	Praz.g_00119
OG0001197	Syao.g_02343	Praz.g_00118
OG0001198	Syao.g_02158	Praz.g_00362
OG0001199	Syao.g_02623	Praz.g_00434
OG0001200	Syao.g_02625	Praz.g_00436
OG0001201	Syao.g_02601	Praz.g_00468
OG0001202	Syao.g_02461	Praz.g_00559
OG0001203	Syao.g_00296, Syao.g_01705	Praz.g_00598
OG0001204	Syao.g_02117	Praz.g_00603
OG0001205	Syao.g_01620	Praz.g_01883
OG0001206	Syao.g_02701, Syao.g_02702	Praz.g_01866
OG0001207	Syao.g_00035	Praz.g_01851
OG0001208	Syao.g_00026	Praz.g_01846
OG0001209	Syao.g_01415	Praz.g_01793
OG0001210	Syao.g_00882	Praz.g_01788
OG0001211	Syao.g_00861	Praz.g_01778
OG0001212	Syao.g_01001	Praz.g_01734
OG0001213	Syao.g_01322	Praz.g_01701
OG0001214	Syao.g_00896	Praz.g_01693
OG0001215	Syao.g_00700	Praz.g_01640
OG0001216	Syao.g_00492	Praz.g_01605
OG0001218	Syao.g_00092	Praz.g_01560
OG0001219	Syao.g_00651	Praz.g_01523
OG0001220	Syao.g_00393	Praz.g_01460
OG0001221	Syao.g_01657	Praz.g_01397
OG0001222	Syao.g_00687	Praz.g_01358
OG0001223	Syao.g_00820	Praz.g_01332
OG0001224	Syao.g_00427	Praz.g_01280
OG0001226	Syao.g_02633	Praz.g_00090
OG0001227	Syao.g_01047	Praz.g_00108
OG0001228	Syao.g_02256	Praz.g_00709
OG0001229	Syao.g_00220	Praz.g_01141
OG0001230	Syao.g_01503	Praz.g_01049
OG0001231	Syao.g_02254	Praz.g_00944
OG0001232	Syao.g_01664	Praz.g_00854
OG0001233	Syao.g_01643	Praz.g_00834
OG0001234	Syao.g_02035	Praz.g_00320
OG0001235	Syao.g_01863	Praz.g_00310
OG0001236	Syao.g_02261	Praz.g_00228
OG0001237	Syao.g_02265	Praz.g_00224
OG0001238	Syao.g_02451	Praz.g_00148
OG0001239	Syao.g_02620	Praz.g_00431
OG0001240	Syao.g_02669	Praz.g_00453
OG0001242	Syao.g_02576	Praz.g_00479
OG0001243	Syao.g_02584	Praz.g_00485
OG0001244	Syao.g_02477	Praz.g_00501
OG0001245	Syao.g_00362	Praz.g_00794
OG0001247	Syao.g_00390	Praz.g_01647
OG0001249	Syao.g_01882	Praz.g_01534
OG0001250	Syao.g_00556	Praz.g_01471
OG0001251	Syao.g_00641	Praz.g_01423
OG0001252	Syao.g_00507	Praz.g_01285
OG0001253	Syao.g_01220	Praz.g_00109
OG0001254	Syao.g_01426	Praz.g_00023
OG0001255	Syao.g_00920	Praz.g_00008
OG0001256	Syao.g_01572	Praz.g_00951
OG0001257	Syao.g_00414	Praz.g_00945
OG0001258	Syao.g_01561	Praz.g_00880
OG0001259	Syao.g_01645	Praz.g_00836
OG0001260	Syao.g_01623	Praz.g_00820
OG0001261	Syao.g_01814	Praz.g_00271
OG0001262	Syao.g_02213	Praz.g_00165
OG0001263	Syao.g_02541	Praz.g_00488
OG0001265	Syao.g_02574	Praz.g_00478
OG0001266	Syao.g_02465	Praz.g_00563
OG0001267	Syao.g_02063	Praz.g_00638
OG0001268	Syao.g_01871	Praz.g_00341
OG0001270	Syao.g_01733	Praz.g_01894
OG0001271	Syao.g_02685	Praz.g_01856
OG0001272	Syao.g_00120	Praz.g_01842
OG0001274	Syao.g_02401	Praz.g_01627
OG0001275	Syao.g_00806	Praz.g_01322
OG0001276	Syao.g_00450	Praz.g_01302
OG0001277	Syao.g_01334	Praz.g_00098
OG0001278	Syao.g_00265	Praz.g_00704
OG0001279	Syao.g_01528	Praz.g_01236
OG0001281	Syao.g_01454	Praz.g_01175
OG0001282	Syao.g_00037	Praz.g_01138
OG0001283	Syao.g_02335	Praz.g_01119
OG0001284	Syao.g_01587	Praz.g_00971
OG0001285	Syao.g_01010	Praz.g_00851
OG0001286	Syao.g_01835	Praz.g_00259
OG0001288	Syao.g_02187	Praz.g_00194
OG0001289	Syao.g_02649	Praz.g_00447
OG0001291	Syao.g_02551	Praz.g_00495
OG0001292	Syao.g_02111	Praz.g_00608
OG0001293	Syao.g_02091	Praz.g_00620
OG0001294	Syao.g_00948	Praz.g_00796
OG0001295	Syao.g_00878	Praz.g_01861
OG0001296	Syao.g_00163	Praz.g_01819
OG0001297	Syao.g_00159	Praz.g_01814
OG0001298	Syao.g_01043	Praz.g_01752
OG0001299	Syao.g_00942	Praz.g_01664
OG0001302	Syao.g_02711	Praz.g_01525
OG0001303	Syao.g_00649	Praz.g_01318
OG0001304	Syao.g_00466	Praz.g_01291
OG0001305	Syao.g_00382	Praz.g_00070
OG0001306	Syao.g_00141	Praz.g_00006
OG0001308	Syao.g_01500	Praz.g_01031
OG0001310	Syao.g_01681	Praz.g_00865
OG0001311	Syao.g_00452	Praz.g_01300
OG0001312	Syao.g_00635	Praz.g_01369
OG0001314	Syao.g_01276	Praz.g_01575
OG0001315	Syao.g_01853	Praz.g_00422
OG0001317	Syao.g_01701	Praz.g_00594
OG0001318	Syao.g_02099	Praz.g_00616
OG0001319	Syao.g_02075	Praz.g_00631
OG0001323	Syao.g_01392	Praz.g_01809
OG0001325	Syao.g_00487	Praz.g_01602
OG0001326	Syao.g_02293	Praz.g_01435
OG0001327	Syao.g_00953	Praz.g_00082
OG0001328	Syao.g_00198	Praz.g_00107
OG0001329	Syao.g_00876	Praz.g_00032
OG0001330	Syao.g_01444	Praz.g_01206
OG0001331	Syao.g_00042	Praz.g_01133
OG0001332	Syao.g_01244	Praz.g_00998
OG0001333	Syao.g_01649	Praz.g_00840
OG0001335	Syao.g_01913	Praz.g_00237
OG0001336	Syao.g_02336	Praz.g_00122
OG0001340	Syao.g_01892	Praz.g_00685
OG0001341	Syao.g_00602	Praz.g_01569
OG0001343	Syao.g_01235	Praz.g_01426
OG0001345	Syao.g_00179	Praz.g_00735
OG0001351	Syao.g_00060	Praz.g_01874
OG0001353	Syao.g_00439	Praz.g_01480
OG0001354	Syao.g_00833	Praz.g_01340
OG0001356	Syao.g_00301	Praz.g_01548
OG0001358	Syao.g_01343	Praz.g_01710
OG0001359	Syao.g_01234	Praz.g_01425
OG0001360	Syao.g_00177	Praz.g_00110
OG0001361	Syao.g_00182	Praz.g_00738
OG0001364	Syao.g_01969	Praz.g_00235
OG0001365	Syao.g_02441	Praz.g_00155
OG0001369	Syao.g_02668	Praz.g_00452
OG0001371	Syao.g_02638	Praz.g_01651
OG0001372	Syao.g_00368	Praz.g_01561
OG0001373	Syao.g_02291, Syao.g_02292	Praz.g_01436
OG0001374	Syao.g_02300	Praz.g_01428
OG0001375	Syao.g_01236	Praz.g_01427
OG0001376	Syao.g_00617	Praz.g_00076
OG0001377	Syao.g_00618	Praz.g_00077
OG0001378	Syao.g_01732	Praz.g_00061
OG0001379	Syao.g_01441	Praz.g_01186
OG0001380	Syao.g_00360	Praz.g_01151
OG0001382	Syao.g_00766	Praz.g_00930
OG0001385	Syao.g_02288	Praz.g_01439
OG0001386	Syao.g_02289	Praz.g_01438
OG0001387	Syao.g_02290	Praz.g_01437
OG0001388	Syao.g_02294	Praz.g_01434
OG0001389	Syao.g_02295	Praz.g_01433
OG0001390	Syao.g_02296	Praz.g_01432
OG0001391	Syao.g_02297	Praz.g_01431
OG0001392	Syao.g_02298	Praz.g_01430
OG0001393	Syao.g_02299	Praz.g_01429
OG0001395	Syao.g_00470	Praz.g_01289
OG0001398	Syao.g_02641	Praz.g_00917
OG0001399	Syao.g_01861	Praz.g_00318
OG0001402	Syao.g_01338	Praz.g_01553
OG0001403	Syao.g_02235	Praz.g_00395
OG0001405	Syao.g_01911	Praz.g_00683
OG0001406	Syao.g_00616	Praz.g_00075
OG0001407	Syao.g_00519	Praz.g_00088
OG0001408	Syao.g_01384	Praz.g_00093
OG0001415	Syao.g_00999	Praz.g_00591
OG0001416	Syao.g_01223	Praz.g_01869
OG0001417	Syao.g_00657	Praz.g_01859
OG0001418	Syao.g_00212	Praz.g_01646
OG0001419	Syao.g_00520	Praz.g_00089
OG0001420	Syao.g_01403	Praz.g_00052
OG0001422	Syao.g_00284	Praz.g_00925, Praz.g_00924
OG0001425	Syao.g_02366	Praz.g_00145
OG0001429	Syao.g_00648	Praz.g_01522
OG0001432	Syao.g_01219	Praz.g_00958
OG0001433	Syao.g_00300	Praz.g_01549
OG0001434	Syao.g_00988	Praz.g_01389
OG0001437	Syao.g_00998	Praz.g_00590
OG0001439	Syao.g_02026	Praz.g_00664
OG0001441	Syao.g_01394	Praz.g_01807
OG0001442	Syao.g_00738	Praz.g_01577
OG0001447	Syao.g_02585	Praz.g_00486
OG0001449	Syao.g_01691	Praz.g_00772
OG0001452	Syao.g_02104	Praz.g_01421
OG0001453	Syao.g_00814	Praz.g_01328
OG0001454	Syao.g_01295	Praz.g_00103
OG0001456	Syao.g_00708	Praz.g_00015
OG0001457	Syao.g_00709	Praz.g_00014
OG0001458	Syao.g_00710	Praz.g_00013
OG0001459	Syao.g_00583	Praz.g_01222
OG0001460	Syao.g_00299	Praz.g_01550
OG0001462	Syao.g_02228	Praz.g_00399
OG0001467	Syao.g_01225	Praz.g_01533
OG0001468	Syao.g_00604	Praz.g_00080
OG0001471	Syao.g_02031	Praz.g_00955
OG0001473	Syao.g_00621	Praz.g_00186
OG0001474	Syao.g_01870	Praz.g_00342
OG0001475	Syao.g_02177	Praz.g_01105
OG0001479	Syao.g_01873	Praz.g_01934
OG0001486	Syao.g_00125	Praz.g_00757
OG0001492	Syao.g_00268	Praz.g_00707
OG0001493	Syao.g_00260	Praz.g_00699
OG0001502	Syao.g_00526	Praz.g_01542
OG0001505	Syao.g_01138	Praz.g_01106
OG0001507	Syao.g_00874	Praz.g_00902
OG0001508	Syao.g_02174	Praz.g_01117
OG0001520	Syao.g_01044	Praz.g_00780
OG0001522	Syao.g_00568	Praz.g_01479
OG0001525	Syao.g_00881	Praz.g_00939
OG0001526	Syao.g_02559	Praz.g_00337
OG0001546	Syao.g_01397	Praz.g_01804
OG0001547	Syao.g_00570	Praz.g_01540
OG0001553	Syao.g_01510	Praz.g_01044
OG0001554	Syao.g_00323	Praz.g_00949
OG0001564	Syao.g_01231, Syao.g_00883	Praz.g_01077
OG0001566	Syao.g_01198	Praz.g_01654
OG0001567	Syao.g_00571	Praz.g_01541
OG0001568	Syao.g_00569	Praz.g_01539
OG0001570	Syao.g_00286	Praz.g_00049
OG0001584	Syao.g_00746	Praz.g_01377
OG0001587	Syao.g_01693	Praz.g_00339
OG0001605	Syao.g_01284	Praz.g_01309
OG0001613	Syao.g_01854	Praz.g_00243
OG0001627	Syao.g_01698	Praz.g_01563
OG0001635	Syao.g_02182, Syao.g_02183	Praz.g_00895
OG0001701	Syao.g_02561	Praz.g_00336
OG0001712	Syao.g_00712	Praz.g_01917
OG0001775	Syao.g_00655	Praz.g_00091
OG0002349	Syao.g_01641	Praz.g_00832
OG0002363	Syao.g_02272	Praz.g_01901, Praz.g_01900
OG0002588	Syao.g_01115	Praz.g_01063
OG0002628	Syao.g_01958	Praz.g_01099
OG0002699	Syao.g_02002	Praz.g_01112
OG0003223	Syao.g_02001	Praz.g_01113
OG0003811	Syao.g_02000	Praz.g_01107
OG0004272	Syao.g_02657	Praz.g_01239
