Orthogroup	Syao	Pras
OG0001168	Syao.g_01648	Pras.g_00588
OG0001169	Syao.g_01646	Pras.g_00590
OG0001170	Syao.g_01644	Pras.g_00592
OG0001171	Syao.g_01632	Pras.g_00602
OG0001172	Syao.g_01914	Pras.g_00616
OG0001173	Syao.g_01915	Pras.g_00617
OG0001174	Syao.g_01923	Pras.g_00625
OG0001175	Syao.g_01924	Pras.g_00626
OG0001176	Syao.g_01799	Pras.g_00633
OG0001177	Syao.g_01802	Pras.g_00636
OG0001178	Syao.g_01541	Pras.g_00641
OG0001179	Syao.g_01768	Pras.g_00671
OG0001180	Syao.g_01833	Pras.g_00693
OG0001181	Syao.g_01829	Pras.g_00697
OG0001182	Syao.g_01820	Pras.g_00704
OG0001183	Syao.g_01851	Pras.g_00708
OG0001184	Syao.g_02264	Pras.g_00724
OG0001185	Syao.g_02147	Pras.g_00738
OG0001186	Syao.g_02173	Pras.g_00762
OG0001187	Syao.g_02171	Pras.g_00766
OG0001188	Syao.g_02169	Pras.g_00769
OG0001189	Syao.g_02215	Pras.g_00786
OG0001190	Syao.g_02436	Pras.g_00790
OG0001191	Syao.g_02449	Pras.g_00800
OG0001192	Syao.g_02367	Pras.g_00804
OG0001193	Syao.g_02284	Pras.g_00815
OG0001194	Syao.g_02285	Pras.g_00816
OG0001195	Syao.g_02286	Pras.g_00817
OG0001196	Syao.g_02341	Pras.g_00830
OG0001197	Syao.g_02343	Pras.g_00831
OG0001198	Syao.g_02158	Pras.g_00839
OG0001199	Syao.g_02623	Pras.g_00925
OG0001200	Syao.g_02625	Pras.g_00927
OG0001201	Syao.g_02601	Pras.g_00959
OG0001202	Syao.g_02461	Pras.g_01050
OG0001203	Syao.g_00296, Syao.g_01705	Pras.g_01090
OG0001204	Syao.g_02117	Pras.g_01095
OG0001205	Syao.g_01620	Pras.g_01323
OG0001206	Syao.g_02701, Syao.g_02702	Pras.g_01340
OG0001207	Syao.g_00035	Pras.g_01355
OG0001208	Syao.g_00026	Pras.g_01360
OG0001209	Syao.g_01415	Pras.g_01412
OG0001210	Syao.g_00882	Pras.g_01417
OG0001211	Syao.g_00861	Pras.g_01427
OG0001212	Syao.g_01001	Pras.g_01472
OG0001213	Syao.g_01322	Pras.g_01505
OG0001214	Syao.g_00896	Pras.g_01513
OG0001215	Syao.g_00700	Pras.g_01566
OG0001216	Syao.g_00492	Pras.g_01608
OG0001218	Syao.g_00092	Pras.g_01657
OG0001219	Syao.g_00651	Pras.g_01690
OG0001220	Syao.g_00393	Pras.g_01752
OG0001221	Syao.g_01657	Pras.g_01812
OG0001222	Syao.g_00687	Pras.g_01851
OG0001223	Syao.g_00820	Pras.g_01877
OG0001224	Syao.g_00427	Pras.g_01930
OG0001226	Syao.g_02633	Pras.g_01958
OG0001227	Syao.g_01047	Pras.g_01976
OG0001228	Syao.g_02256	Pras.g_00102
OG0001229	Syao.g_00220	Pras.g_00248
OG0001230	Syao.g_01503	Pras.g_00342
OG0001231	Syao.g_02254	Pras.g_00450
OG0001232	Syao.g_01664	Pras.g_00573
OG0001233	Syao.g_01643	Pras.g_00593
OG0001234	Syao.g_02035	Pras.g_00628
OG0001235	Syao.g_01863	Pras.g_00638
OG0001236	Syao.g_02261	Pras.g_00721
OG0001237	Syao.g_02265	Pras.g_00725
OG0001238	Syao.g_02451	Pras.g_00801
OG0001240	Syao.g_02669	Pras.g_00944
OG0001242	Syao.g_02576	Pras.g_00970
OG0001243	Syao.g_02584	Pras.g_00976
OG0001244	Syao.g_02477	Pras.g_00992
OG0001245	Syao.g_00362	Pras.g_01233
OG0001247	Syao.g_00390	Pras.g_01559
OG0001249	Syao.g_01882	Pras.g_01679
OG0001250	Syao.g_00556	Pras.g_01741
OG0001251	Syao.g_00641	Pras.g_01789
OG0001252	Syao.g_00507	Pras.g_01925
OG0001253	Syao.g_01220	Pras.g_01977
OG0001254	Syao.g_01426	Pras.g_00025
OG0001255	Syao.g_00920	Pras.g_00040
OG0001256	Syao.g_01572	Pras.g_00443
OG0001257	Syao.g_00414	Pras.g_00449
OG0001258	Syao.g_01561	Pras.g_00547
OG0001259	Syao.g_01645	Pras.g_00591
OG0001260	Syao.g_01623	Pras.g_00608
OG0001261	Syao.g_01814	Pras.g_00679
OG0001262	Syao.g_02213	Pras.g_00784
OG0001263	Syao.g_02541	Pras.g_00979
OG0001265	Syao.g_02574	Pras.g_00969
OG0001266	Syao.g_02465	Pras.g_01054
OG0001267	Syao.g_02063	Pras.g_01132
OG0001268	Syao.g_01871	Pras.g_01192
OG0001270	Syao.g_01733	Pras.g_01312
OG0001271	Syao.g_02685	Pras.g_01350
OG0001272	Syao.g_00120	Pras.g_01364
OG0001274	Syao.g_02401	Pras.g_01579
OG0001275	Syao.g_00806	Pras.g_01888
OG0001276	Syao.g_00450	Pras.g_01909
OG0001277	Syao.g_01334	Pras.g_01966
OG0001278	Syao.g_00265	Pras.g_00107
OG0001279	Syao.g_01528	Pras.g_00152
OG0001282	Syao.g_00037	Pras.g_00251
OG0001283	Syao.g_02335	Pras.g_00270
OG0001284	Syao.g_01587	Pras.g_00423
OG0001285	Syao.g_01010	Pras.g_00576
OG0001286	Syao.g_01835	Pras.g_00691
OG0001288	Syao.g_02187	Pras.g_00754
OG0001289	Syao.g_02649	Pras.g_00938
OG0001291	Syao.g_02551	Pras.g_00986
OG0001292	Syao.g_02111	Pras.g_01100
OG0001293	Syao.g_02091	Pras.g_01113
OG0001294	Syao.g_00948	Pras.g_01231
OG0001295	Syao.g_00878	Pras.g_01345
OG0001296	Syao.g_00163	Pras.g_01387
OG0001297	Syao.g_00159	Pras.g_01392
OG0001298	Syao.g_01043	Pras.g_01453
OG0001299	Syao.g_00942	Pras.g_01542
OG0001302	Syao.g_02711	Pras.g_01688
OG0001303	Syao.g_00649	Pras.g_01892
OG0001304	Syao.g_00466	Pras.g_01919
OG0001305	Syao.g_00382	Pras.g_01938
OG0001306	Syao.g_00141	Pras.g_00042
OG0001308	Syao.g_01500	Pras.g_00360
OG0001310	Syao.g_01681	Pras.g_00562
OG0001311	Syao.g_00452	Pras.g_01911
OG0001314	Syao.g_01276	Pras.g_01639
OG0001315	Syao.g_01853	Pras.g_00913
OG0001317	Syao.g_01701	Pras.g_01086
OG0001318	Syao.g_02099	Pras.g_01108
OG0001319	Syao.g_02075	Pras.g_01124
OG0001323	Syao.g_01392	Pras.g_01397
OG0001325	Syao.g_00487	Pras.g_01611
OG0001326	Syao.g_02293	Pras.g_01777
OG0001327	Syao.g_00953	Pras.g_01950
OG0001328	Syao.g_00198	Pras.g_01975
OG0001329	Syao.g_00876	Pras.g_00017
OG0001330	Syao.g_01444	Pras.g_00177
OG0001331	Syao.g_00042	Pras.g_00256
OG0001332	Syao.g_01244	Pras.g_00394
OG0001333	Syao.g_01649	Pras.g_00587
OG0001335	Syao.g_01913	Pras.g_00712
OG0001336	Syao.g_02336	Pras.g_00827
OG0001340	Syao.g_01892	Pras.g_01180
OG0001341	Syao.g_00602	Pras.g_01647
OG0001343	Syao.g_01235	Pras.g_01786
OG0001345	Syao.g_00179	Pras.g_00075
OG0001358	Syao.g_01343	Pras.g_01496
OG0001359	Syao.g_01234	Pras.g_01787
OG0001360	Syao.g_00177	Pras.g_01978
OG0001361	Syao.g_00182	Pras.g_00072
OG0001364	Syao.g_01969	Pras.g_00714
OG0001365	Syao.g_02441	Pras.g_00794
OG0001369	Syao.g_02668	Pras.g_00943
OG0001371	Syao.g_02638	Pras.g_01555
OG0001372	Syao.g_00368	Pras.g_01656
OG0001373	Syao.g_02291, Syao.g_02292	Pras.g_01776
OG0001374	Syao.g_02300	Pras.g_01784
OG0001375	Syao.g_01236	Pras.g_01785
OG0001376	Syao.g_00617	Pras.g_01944
OG0001377	Syao.g_00618	Pras.g_01945
OG0001378	Syao.g_01732	Pras.g_01987
OG0001380	Syao.g_00360	Pras.g_00238
OG0001382	Syao.g_00766	Pras.g_00462
OG0001385	Syao.g_02288	Pras.g_01773
OG0001386	Syao.g_02289	Pras.g_01774
OG0001387	Syao.g_02290	Pras.g_01775
OG0001388	Syao.g_02294	Pras.g_01778
OG0001389	Syao.g_02295	Pras.g_01779
OG0001390	Syao.g_02296	Pras.g_01780
OG0001391	Syao.g_02297	Pras.g_01781
OG0001392	Syao.g_02298	Pras.g_01782
OG0001393	Syao.g_02299	Pras.g_01783
OG0001394	Syao.g_00983	Pras.g_01816
OG0001395	Syao.g_00470	Pras.g_01921
OG0001399	Syao.g_01861	Pras.g_00630
OG0001403	Syao.g_02235	Pras.g_00872
OG0001405	Syao.g_01911	Pras.g_01178
OG0001406	Syao.g_00616	Pras.g_01943
OG0001407	Syao.g_00519	Pras.g_01956
OG0001408	Syao.g_01384	Pras.g_01961
OG0001415	Syao.g_00999	Pras.g_01083
OG0001416	Syao.g_01223	Pras.g_01336
OG0001417	Syao.g_00657	Pras.g_01347
OG0001418	Syao.g_00212	Pras.g_01560
OG0001419	Syao.g_00520	Pras.g_01957
OG0001420	Syao.g_01403	Pras.g_01996
OG0001422	Syao.g_00284	Pras.g_00467
OG0001423	Syao.g_00722	Pras.g_01277, Pras.g_01276
OG0001429	Syao.g_00648	Pras.g_01691
OG0001432	Syao.g_01219	Pras.g_00436
OG0001435	Syao.g_00961	Pras.g_01797
OG0001437	Syao.g_00998	Pras.g_01082
OG0001439	Syao.g_02026	Pras.g_01159
OG0001441	Syao.g_01394	Pras.g_01399
OG0001442	Syao.g_00738	Pras.g_01637
OG0001447	Syao.g_02585	Pras.g_00977
OG0001449	Syao.g_01691	Pras.g_01254, Pras.g_01253
OG0001453	Syao.g_00814	Pras.g_01882
OG0001454	Syao.g_01295	Pras.g_01971
OG0001456	Syao.g_00708	Pras.g_00033
OG0001457	Syao.g_00709	Pras.g_00034
OG0001458	Syao.g_00710	Pras.g_00035
OG0001462	Syao.g_02228	Pras.g_00876
OG0001468	Syao.g_00604	Pras.g_01948
OG0001471	Syao.g_02031	Pras.g_00439
OG0001473	Syao.g_00621	Pras.g_00763
OG0001474	Syao.g_01870	Pras.g_01193
OG0001475	Syao.g_02177	Pras.g_00306
OG0001479	Syao.g_01873	Pras.g_01190
OG0001486	Syao.g_00125	Pras.g_00054
OG0001492	Syao.g_00268	Pras.g_00104
OG0001493	Syao.g_00260	Pras.g_00112
OG0001495	Syao.g_01803	Pras.g_00635
OG0001502	Syao.g_00526	Pras.g_01671
OG0001507	Syao.g_00874	Pras.g_00491
OG0001520	Syao.g_01044	Pras.g_01246
OG0001522	Syao.g_00568	Pras.g_01733
OG0001525	Syao.g_00881	Pras.g_00455
OG0001526	Syao.g_02559	Pras.g_00482
OG0001547	Syao.g_00570	Pras.g_01673
OG0001553	Syao.g_01510	Pras.g_00347
OG0001554	Syao.g_00323	Pras.g_00445
OG0001557	Syao.g_00984	Pras.g_01817
OG0001564	Syao.g_01231, Syao.g_00883	Pras.g_00320, Pras.g_00300
OG0001566	Syao.g_01198	Pras.g_01552
OG0001567	Syao.g_00571	Pras.g_01672
OG0001568	Syao.g_00569	Pras.g_01674
OG0001572	Syao.g_00721	Pras.g_00143
OG0001584	Syao.g_00746	Pras.g_01832
OG0001587	Syao.g_01693	Pras.g_00610
OG0001605	Syao.g_01284	Pras.g_01902
OG0001613	Syao.g_01854	Pras.g_00706
OG0001625	Syao.g_02097	Pras.g_01110
OG0001627	Syao.g_01698	Pras.g_01654
OG0001647	Syao.g_02073	Pras.g_01125
OG0001701	Syao.g_02561	Pras.g_00612
OG0001712	Syao.g_00712	Pras.g_01267
OG0001755	Syao.g_00153	Pras.g_00305
OG0001775	Syao.g_00655	Pras.g_01959
OG0001782	Syao.g_01965	Pras.g_00323
OG0001923	Syao.g_01982, Syao.g_02124	Pras.g_00276
OG0001924	Syao.g_01347	Pras.g_00517
OG0001925	Syao.g_01348	Pras.g_00518
OG0001926	Syao.g_01349	Pras.g_00519
OG0001927	Syao.g_01350	Pras.g_00520
OG0001993	Syao.g_01345	Pras.g_00515
OG0001994	Syao.g_01346	Pras.g_00516
OG0002015	Syao.g_01091	Pras.g_00315
OG0002156	Syao.g_01358	Pras.g_00891
OG0002244	Syao.g_00551	Pras.g_00490
OG0002349	Syao.g_01641	Pras.g_00595
OG0002363	Syao.g_02272	Pras.g_01306
OG0002692	Syao.g_00365	Pras.g_00475
OG0003495	Syao.g_01118	Pras.g_00329
OG0003808	Syao.g_01128, Syao.g_01988	Pras.g_00325
OG0003811	Syao.g_02000	Pras.g_00280
