Orthogroup	Syao	Prat
OG0001174	Syao.g_01923	Prat.g_01669
OG0001175	Syao.g_01924	Prat.g_01670
OG0001176	Syao.g_01799	Prat.g_01678
OG0001177	Syao.g_01802	Prat.g_01680
OG0001178	Syao.g_01541	Prat.g_01597
OG0001179	Syao.g_01768	Prat.g_01710
OG0001180	Syao.g_01833	Prat.g_01732
OG0001181	Syao.g_01829	Prat.g_01736
OG0001182	Syao.g_01820	Prat.g_01745
OG0001183	Syao.g_01851	Prat.g_01749
OG0001184	Syao.g_02264	Prat.g_01766
OG0001185	Syao.g_02147	Prat.g_01783
OG0001186	Syao.g_02173	Prat.g_01807
OG0001187	Syao.g_02171	Prat.g_01810
OG0001188	Syao.g_02169	Prat.g_01812
OG0001189	Syao.g_02215	Prat.g_01829
OG0001190	Syao.g_02436	Prat.g_01834
OG0001191	Syao.g_02449	Prat.g_01844
OG0001192	Syao.g_02367	Prat.g_01849
OG0001193	Syao.g_02284	Prat.g_01863
OG0001194	Syao.g_02285	Prat.g_01864
OG0001195	Syao.g_02286	Prat.g_01865
OG0001196	Syao.g_02341	Prat.g_01881
OG0001197	Syao.g_02343	Prat.g_01883
OG0001198	Syao.g_02158	Prat.g_01890
OG0001200	Syao.g_02625	Prat.g_00073
OG0001201	Syao.g_02601	Prat.g_00105
OG0001202	Syao.g_02461	Prat.g_00201
OG0001203	Syao.g_00296, Syao.g_01705	Prat.g_00243
OG0001205	Syao.g_01620	Prat.g_00406
OG0001206	Syao.g_02701, Syao.g_02702	Prat.g_00425
OG0001207	Syao.g_00035	Prat.g_00436
OG0001208	Syao.g_00026	Prat.g_00442
OG0001209	Syao.g_01415	Prat.g_00497
OG0001210	Syao.g_00882	Prat.g_00501
OG0001211	Syao.g_00861	Prat.g_00511
OG0001212	Syao.g_01001	Prat.g_00558
OG0001213	Syao.g_01322	Prat.g_00593
OG0001214	Syao.g_00896	Prat.g_01088
OG0001215	Syao.g_00700	Prat.g_00764
OG0001216	Syao.g_00492	Prat.g_00790
OG0001218	Syao.g_00092	Prat.g_01217
OG0001219	Syao.g_00651	Prat.g_00863
OG0001220	Syao.g_00393	Prat.g_00984
OG0001221	Syao.g_01657	Prat.g_00728
OG0001222	Syao.g_00687	Prat.g_00944
OG0001223	Syao.g_00820	Prat.g_00914
OG0001224	Syao.g_00427	Prat.g_00961
OG0001226	Syao.g_02633	Prat.g_00078
OG0001227	Syao.g_01047	Prat.g_01197
OG0001228	Syao.g_02256	Prat.g_01106
OG0001229	Syao.g_00220	Prat.g_01228
OG0001230	Syao.g_01503	Prat.g_01343
OG0001232	Syao.g_01664	Prat.g_01614
OG0001233	Syao.g_01643	Prat.g_01635
OG0001234	Syao.g_02035	Prat.g_01672
OG0001235	Syao.g_01863	Prat.g_01676
OG0001236	Syao.g_02261	Prat.g_01763
OG0001237	Syao.g_02265	Prat.g_01767
OG0001238	Syao.g_02451	Prat.g_01845
OG0001239	Syao.g_02620	Prat.g_00068
OG0001240	Syao.g_02669	Prat.g_00090
OG0001243	Syao.g_02584	Prat.g_00125
OG0001244	Syao.g_02477	Prat.g_00140
OG0001245	Syao.g_00362	Prat.g_00671
OG0001247	Syao.g_00390	Prat.g_00757
OG0001249	Syao.g_01882	Prat.g_00345
OG0001250	Syao.g_00556	Prat.g_00997
OG0001251	Syao.g_00641	Prat.g_00695
OG0001253	Syao.g_01220	Prat.g_01480
OG0001254	Syao.g_01426	Prat.g_01559
OG0001255	Syao.g_00920	Prat.g_01172
OG0001256	Syao.g_01572	Prat.g_01446
OG0001258	Syao.g_01561	Prat.g_01588
OG0001259	Syao.g_01645	Prat.g_01633
OG0001260	Syao.g_01623	Prat.g_01651
OG0001261	Syao.g_01814	Prat.g_01717
OG0001262	Syao.g_02213	Prat.g_01827
OG0001263	Syao.g_02541	Prat.g_00127
OG0001265	Syao.g_02574	Prat.g_00117
OG0001266	Syao.g_02465	Prat.g_00205
OG0001267	Syao.g_02063	Prat.g_00287
OG0001268	Syao.g_01871	Prat.g_00353
OG0001270	Syao.g_01733	Prat.g_00394
OG0001271	Syao.g_02685	Prat.g_00431
OG0001272	Syao.g_00120	Prat.g_00446
OG0001274	Syao.g_02401	Prat.g_00228
OG0001275	Syao.g_00806	Prat.g_00922
OG0001276	Syao.g_00450	Prat.g_00936
OG0001277	Syao.g_01334	Prat.g_00817
OG0001278	Syao.g_00265	Prat.g_01102
OG0001279	Syao.g_01528	Prat.g_00828
OG0001281	Syao.g_01454	Prat.g_01254
OG0001282	Syao.g_00037	Prat.g_01292
OG0001283	Syao.g_02335	Prat.g_01877
OG0001284	Syao.g_01587	Prat.g_01433
OG0001285	Syao.g_01010	Prat.g_01617
OG0001286	Syao.g_01835	Prat.g_01730
OG0001288	Syao.g_02187	Prat.g_01800
OG0001289	Syao.g_02649	Prat.g_00085
OG0001291	Syao.g_02551	Prat.g_00135
OG0001292	Syao.g_02111	Prat.g_00254
OG0001293	Syao.g_02091	Prat.g_00268
OG0001294	Syao.g_00948	Prat.g_01546
OG0001295	Syao.g_00878	Prat.g_01215
OG0001296	Syao.g_00163	Prat.g_00472
OG0001297	Syao.g_00159	Prat.g_00477
OG0001298	Syao.g_01043	Prat.g_00541
OG0001299	Syao.g_00942	Prat.g_01057
OG0001302	Syao.g_02711	Prat.g_00859
OG0001303	Syao.g_00649	Prat.g_01550
OG0001304	Syao.g_00466	Prat.g_00949
OG0001305	Syao.g_00382	Prat.g_00969
OG0001306	Syao.g_00141	Prat.g_01170
OG0001308	Syao.g_01500	Prat.g_01363
OG0001310	Syao.g_01681	Prat.g_01604
OG0001311	Syao.g_00452	Prat.g_00938
OG0001312	Syao.g_00635	Prat.g_00872
OG0001313	Syao.g_02692	Prat.g_00849
OG0001317	Syao.g_01701	Prat.g_00239
OG0001318	Syao.g_02099	Prat.g_00263
OG0001319	Syao.g_02075	Prat.g_00280
OG0001325	Syao.g_00487	Prat.g_00793
OG0001327	Syao.g_00953	Prat.g_00704
OG0001329	Syao.g_00876	Prat.g_01542
OG0001330	Syao.g_01444	Prat.g_01468
OG0001331	Syao.g_00042	Prat.g_01297
OG0001332	Syao.g_01244	Prat.g_01403
OG0001333	Syao.g_01649	Prat.g_01629
OG0001335	Syao.g_01913	Prat.g_01753
OG0001336	Syao.g_02336	Prat.g_01878
OG0001337	Syao.g_01884, Syao.g_01893	Prat.g_00339
OG0001338	Syao.g_01890	Prat.g_00342
OG0001340	Syao.g_01892	Prat.g_00340
OG0001341	Syao.g_00602	Prat.g_01225
OG0001343	Syao.g_01235	Prat.g_00692
OG0001351	Syao.g_00060	Prat.g_00416
OG0001353	Syao.g_00439	Prat.g_01005
OG0001354	Syao.g_00833	Prat.g_00906
OG0001359	Syao.g_01234	Prat.g_00693
OG0001361	Syao.g_00182	Prat.g_01138
OG0001364	Syao.g_01969	Prat.g_01755
OG0001365	Syao.g_02441	Prat.g_01838
OG0001368	Syao.g_02118	Prat.g_00632, Prat.g_00818
OG0001369	Syao.g_02668	Prat.g_01269
OG0001371	Syao.g_02638	Prat.g_00752
OG0001372	Syao.g_00368	Prat.g_01503
OG0001375	Syao.g_01236	Prat.g_00691
OG0001379	Syao.g_01441	Prat.g_01243
OG0001380	Syao.g_00360	Prat.g_01178
OG0001394	Syao.g_00983	Prat.g_00732
OG0001398	Syao.g_02641	Prat.g_00810
OG0001401	Syao.g_00434	Prat.g_00850
OG0001402	Syao.g_01338	Prat.g_00588
OG0001403	Syao.g_02235	Prat.g_00032
OG0001405	Syao.g_01911	Prat.g_00333
OG0001407	Syao.g_00519	Prat.g_01521
OG0001415	Syao.g_00999	Prat.g_00235
OG0001416	Syao.g_01223	Prat.g_00421
OG0001418	Syao.g_00212	Prat.g_00758
OG0001419	Syao.g_00520	Prat.g_01522
OG0001422	Syao.g_00284	Prat.g_00660, Prat.g_00659
OG0001425	Syao.g_02366	Prat.g_01848
OG0001429	Syao.g_00648	Prat.g_00864
OG0001434	Syao.g_00988	Prat.g_00737
OG0001435	Syao.g_00961	Prat.g_00711
OG0001437	Syao.g_00998	Prat.g_00234
OG0001438	Syao.g_02049	Prat.g_00301
OG0001441	Syao.g_01394	Prat.g_00484
OG0001443	Syao.g_02369	Prat.g_01227
OG0001452	Syao.g_02104	Prat.g_00697
OG0001461	Syao.g_00788	Prat.g_00378
OG0001467	Syao.g_01225	Prat.g_01290
OG0001468	Syao.g_00604	Prat.g_00679
OG0001477	Syao.g_00408	Prat.g_01515, Prat.g_01514
OG0001487	Syao.g_00091	Prat.g_01395
OG0001489	Syao.g_01823	Prat.g_01741
OG0001495	Syao.g_01803	Prat.g_01681
OG0001496	Syao.g_00410	Prat.g_01512
OG0001497	Syao.g_00409	Prat.g_01513
OG0001498	Syao.g_01717	Prat.g_00371
OG0001510	Syao.g_01944	Prat.g_01794
OG0001511	Syao.g_02593	Prat.g_00109
OG0001512	Syao.g_01707	Prat.g_01231
OG0001514	Syao.g_00411	Prat.g_01511
OG0001515	Syao.g_00626	Prat.g_00766
OG0001516	Syao.g_00939	Prat.g_01060
OG0001517	Syao.g_01876	Prat.g_01328, Prat.g_00349
OG0001518	Syao.g_02365	Prat.g_01847
OG0001519	Syao.g_02371	Prat.g_01852
OG0001526	Syao.g_02559	Prat.g_01460
OG0001527	Syao.g_00846	Prat.g_00526
OG0001529	Syao.g_02222	Prat.g_00043
OG0001530	Syao.g_02591	Prat.g_00108
OG0001532	Syao.g_00226	Prat.g_01125
OG0001534	Syao.g_00467	Prat.g_00950
OG0001535	Syao.g_00448	Prat.g_00935
OG0001536	Syao.g_00679	Prat.g_00892
OG0001537	Syao.g_00977	Prat.g_00729
OG0001538	Syao.g_00761	Prat.g_01032
OG0001539	Syao.g_00956	Prat.g_00706
OG0001540	Syao.g_02543	Prat.g_00129
OG0001541	Syao.g_02518	Prat.g_00181
OG0001542	Syao.g_02527	Prat.g_00187
OG0001543	Syao.g_02382	Prat.g_01221
OG0001544	Syao.g_02370	Prat.g_01851
OG0001545	Syao.g_02312	Prat.g_01868
OG0001553	Syao.g_01510	Prat.g_01349
OG0001557	Syao.g_00984	Prat.g_00733
OG0001559	Syao.g_02590	Prat.g_00107
OG0001560	Syao.g_02595	Prat.g_00097
OG0001561	Syao.g_00454	Prat.g_00940
OG0001562	Syao.g_00795	Prat.g_00927
OG0001563	Syao.g_01841	Prat.g_01725
OG0001566	Syao.g_01198	Prat.g_00750
OG0001574	Syao.g_00848	Prat.g_00524
OG0001575	Syao.g_00843	Prat.g_00529
OG0001576	Syao.g_01474	Prat.g_01262
OG0001577	Syao.g_00128	Prat.g_01160
OG0001579	Syao.g_01907	Prat.g_00337
OG0001580	Syao.g_02425	Prat.g_00050
OG0001584	Syao.g_00746	Prat.g_01047
OG0001589	Syao.g_01639, Syao.g_01640	Prat.g_01638
OG0001591	Syao.g_00950	Prat.g_00746
OG0001592	Syao.g_02426	Prat.g_00049
OG0001613	Syao.g_01854	Prat.g_01747
OG0001614	Syao.g_02144	Prat.g_01782
OG0001616	Syao.g_00174	Prat.g_01133
OG0001617	Syao.g_01201	Prat.g_00770
OG0001619	Syao.g_00690	Prat.g_00882
OG0001620	Syao.g_01864	Prat.g_00357
OG0001621	Syao.g_02103	Prat.g_00259
OG0001622	Syao.g_02334	Prat.g_01876
OG0001625	Syao.g_02097	Prat.g_00265
OG0001636	Syao.g_02229	Prat.g_00035
OG0001640	Syao.g_00502	Prat.g_00954
OG0001642	Syao.g_00233	Prat.g_00986
OG0001643	Syao.g_00899	Prat.g_01085
OG0001644	Syao.g_00474	Prat.g_00806
OG0001652	Syao.g_02253	Prat.g_00844
OG0001654	Syao.g_01697	Prat.g_01404
OG0001655	Syao.g_02660	Prat.g_01230
OG0001656	Syao.g_01908	Prat.g_00336
OG0001657	Syao.g_02491	Prat.g_00155
OG0001658	Syao.g_02435	Prat.g_00045
OG0001669	Syao.g_01817	Prat.g_00041
OG0001671	Syao.g_02387	Prat.g_00837
OG0001673	Syao.g_02713	Prat.g_00237
OG0001676	Syao.g_01895	Prat.g_00338
OG0001678	Syao.g_01938	Prat.g_01659
OG0001679	Syao.g_02566, Syao.g_02565	Prat.g_00343
OG0001691	Syao.g_00729	Prat.g_00952
OG0001692	Syao.g_01508	Prat.g_01347
OG0001693	Syao.g_00389	Prat.g_00625
OG0001694	Syao.g_02061	Prat.g_00289
OG0001703	Syao.g_00034	Prat.g_00437
OG0001717	Syao.g_02505	Prat.g_00168
OG0001729	Syao.g_01711	Prat.g_00247
OG0001731	Syao.g_01603	Prat.g_01419
OG0001737	Syao.g_02042	Prat.g_00836
OG0001748	Syao.g_02389	Prat.g_00838
OG0001752	Syao.g_01694	Prat.g_01653
OG0001761	Syao.g_00400	Prat.g_00578
OG0001769	Syao.g_00916	Prat.g_01222
OG0001771	Syao.g_01406	Prat.g_01576
OG0001782	Syao.g_01965	Prat.g_01498
OG0001803	Syao.g_01615	Prat.g_00402
OG0001813	Syao.g_02360	Prat.g_01855
OG0001816	Syao.g_00952	Prat.g_00703
OG0001837	Syao.g_02388	Prat.g_00839
OG0001955	Syao.g_00609	Prat.g_01218
OG0001956	Syao.g_01376	Prat.g_00979
OG0001974	Syao.g_00320	Prat.g_01491
OG0001996	Syao.g_02237	Prat.g_00030
OG0002001	Syao.g_02352	Prat.g_01568
OG0002154	Syao.g_00867	Prat.g_01289
OG0002246	Syao.g_00422, Syao.g_01724	Prat.g_01537
OG0002247	Syao.g_00836	Prat.g_00535
OG0002285	Syao.g_00632	Prat.g_00875
OG0002296	Syao.g_00069	Prat.g_01377
OG0002348	Syao.g_01224	Prat.g_01518
OG0002349	Syao.g_01641	Prat.g_01637
OG0002363	Syao.g_02272	Prat.g_00387
OG0002397	Syao.g_01162	Prat.g_00853
OG0002486	Syao.g_01966	Prat.g_01497
OG0002588	Syao.g_01115	Prat.g_01276
OG0002629	Syao.g_01267	Prat.g_01582
OG0002729	Syao.g_01467	Prat.g_00670
OG0003034	Syao.g_01089	Prat.g_01313
OG0003375	Syao.g_01087	Prat.g_01316, Prat.g_01326
OG0003495	Syao.g_01118	Prat.g_00143
OG0005661	Syao.g_01088	Prat.g_01315
