Orthogroup	Syao	Prav
OG0001172	Syao.g_01914	Prav.g_00271
OG0001173	Syao.g_01915	Prav.g_00272
OG0001174	Syao.g_01923	Prav.g_00280
OG0001175	Syao.g_01924	Prav.g_00281
OG0001176	Syao.g_01799	Prav.g_00288
OG0001177	Syao.g_01802	Prav.g_00291
OG0001178	Syao.g_01541	Prav.g_00296
OG0001179	Syao.g_01768	Prav.g_00616
OG0001180	Syao.g_01833	Prav.g_00638
OG0001181	Syao.g_01829	Prav.g_00642
OG0001182	Syao.g_01820	Prav.g_00649
OG0001183	Syao.g_01851	Prav.g_00654
OG0001184	Syao.g_02264	Prav.g_00670
OG0001185	Syao.g_02147	Prav.g_00684
OG0001186	Syao.g_02173	Prav.g_00707
OG0001187	Syao.g_02171	Prav.g_00711
OG0001188	Syao.g_02169	Prav.g_00713
OG0001189	Syao.g_02215	Prav.g_00730
OG0001190	Syao.g_02436	Prav.g_00734
OG0001191	Syao.g_02449	Prav.g_00744
OG0001192	Syao.g_02367	Prav.g_00749
OG0001193	Syao.g_02284	Prav.g_00759
OG0001194	Syao.g_02285	Prav.g_00760
OG0001195	Syao.g_02286	Prav.g_00761
OG0001196	Syao.g_02341	Prav.g_00774
OG0001197	Syao.g_02343	Prav.g_00775
OG0001198	Syao.g_02158	Prav.g_00783
OG0001199	Syao.g_02623	Prav.g_00139
OG0001200	Syao.g_02625	Prav.g_00141
OG0001201	Syao.g_02601	Prav.g_00173
OG0001202	Syao.g_02461	Prav.g_00839
OG0001203	Syao.g_00296, Syao.g_01705	Prav.g_00800
OG0001204	Syao.g_02117	Prav.g_01890
OG0001205	Syao.g_01620	Prav.g_01044
OG0001206	Syao.g_02701, Syao.g_02702	Prav.g_01060
OG0001207	Syao.g_00035	Prav.g_01075
OG0001208	Syao.g_00026	Prav.g_01080
OG0001209	Syao.g_01415	Prav.g_01133
OG0001210	Syao.g_00882	Prav.g_01138
OG0001211	Syao.g_00861	Prav.g_01148
OG0001212	Syao.g_01001	Prav.g_01192
OG0001213	Syao.g_01322	Prav.g_01227
OG0001214	Syao.g_00896	Prav.g_01235
OG0001215	Syao.g_00700	Prav.g_01288
OG0001216	Syao.g_00492	Prav.g_00308
OG0001218	Syao.g_00092	Prav.g_00355
OG0001219	Syao.g_00651	Prav.g_00385
OG0001220	Syao.g_00393	Prav.g_00448
OG0001221	Syao.g_01657	Prav.g_00510
OG0001222	Syao.g_00687	Prav.g_00548
OG0001223	Syao.g_00820	Prav.g_00574
OG0001224	Syao.g_00427	Prav.g_00929
OG0001226	Syao.g_02633	Prav.g_00236
OG0001227	Syao.g_01047	Prav.g_00255
OG0001228	Syao.g_02256	Prav.g_01836
OG0001229	Syao.g_00220	Prav.g_01471
OG0001230	Syao.g_01503	Prav.g_01570
OG0001231	Syao.g_02254	Prav.g_01673
OG0001232	Syao.g_01664	Prav.g_01784
OG0001233	Syao.g_01643	Prav.g_01804
OG0001234	Syao.g_02035	Prav.g_00283
OG0001235	Syao.g_01863	Prav.g_00293
OG0001236	Syao.g_02261	Prav.g_00667
OG0001237	Syao.g_02265	Prav.g_00671
OG0001238	Syao.g_02451	Prav.g_00745
OG0001239	Syao.g_02620	Prav.g_00136
OG0001240	Syao.g_02669	Prav.g_00158
OG0001242	Syao.g_02576	Prav.g_00184
OG0001243	Syao.g_02584	Prav.g_00190
OG0001244	Syao.g_02477	Prav.g_00206
OG0001245	Syao.g_00362	Prav.g_00997
OG0001247	Syao.g_00390	Prav.g_01281
OG0001249	Syao.g_01882	Prav.g_00373
OG0001250	Syao.g_00556	Prav.g_00437
OG0001251	Syao.g_00641	Prav.g_00484
OG0001252	Syao.g_00507	Prav.g_00924
OG0001253	Syao.g_01220	Prav.g_00256
OG0001254	Syao.g_01426	Prav.g_00035
OG0001255	Syao.g_00920	Prav.g_00049
OG0001256	Syao.g_01572	Prav.g_01666
OG0001257	Syao.g_00414	Prav.g_01672
OG0001258	Syao.g_01561	Prav.g_01758
OG0001259	Syao.g_01645	Prav.g_01802
OG0001260	Syao.g_01623	Prav.g_01819
OG0001261	Syao.g_01814	Prav.g_00624
OG0001262	Syao.g_02213	Prav.g_00728
OG0001263	Syao.g_02541	Prav.g_00193
OG0001265	Syao.g_02574	Prav.g_00183
OG0001266	Syao.g_02465	Prav.g_00835
OG0001267	Syao.g_02063	Prav.g_01926
OG0001268	Syao.g_01871	Prav.g_01985
OG0001270	Syao.g_01733	Prav.g_01033
OG0001271	Syao.g_02685	Prav.g_01070
OG0001272	Syao.g_00120	Prav.g_01084
OG0001274	Syao.g_02401	Prav.g_01308, Prav.g_01311
OG0001275	Syao.g_00806	Prav.g_00584
OG0001276	Syao.g_00450	Prav.g_00908
OG0001277	Syao.g_01334	Prav.g_00244
OG0001278	Syao.g_00265	Prav.g_01831
OG0001279	Syao.g_01528	Prav.g_01392
OG0001281	Syao.g_01454	Prav.g_01443
OG0001282	Syao.g_00037	Prav.g_01474
OG0001283	Syao.g_02335	Prav.g_01493
OG0001284	Syao.g_01587	Prav.g_01648
OG0001285	Syao.g_01010	Prav.g_01787
OG0001286	Syao.g_01835	Prav.g_00636
OG0001288	Syao.g_02187	Prav.g_00700
OG0001289	Syao.g_02649	Prav.g_00152
OG0001291	Syao.g_02551	Prav.g_00200
OG0001292	Syao.g_02111	Prav.g_01895
OG0001293	Syao.g_02091	Prav.g_01908
OG0001294	Syao.g_00948	Prav.g_00995
OG0001295	Syao.g_00878	Prav.g_01065
OG0001296	Syao.g_00163	Prav.g_01107
OG0001297	Syao.g_00159	Prav.g_01112
OG0001298	Syao.g_01043	Prav.g_01174
OG0001299	Syao.g_00942	Prav.g_01264
OG0001302	Syao.g_02711	Prav.g_00383
OG0001303	Syao.g_00649	Prav.g_00946
OG0001304	Syao.g_00466	Prav.g_00918
OG0001305	Syao.g_00382	Prav.g_00937
OG0001306	Syao.g_00141	Prav.g_00051
OG0001308	Syao.g_01500	Prav.g_01588
OG0001310	Syao.g_01681	Prav.g_01773
OG0001311	Syao.g_00452	Prav.g_00910
OG0001313	Syao.g_02692	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871
OG0001315	Syao.g_01853	Prav.g_00126
OG0001317	Syao.g_01701	Prav.g_00804
OG0001318	Syao.g_02099	Prav.g_01903
OG0001319	Syao.g_02075	Prav.g_01919
OG0001323	Syao.g_01392	Prav.g_01117
OG0001325	Syao.g_00487	Prav.g_00311
OG0001326	Syao.g_02293	Prav.g_00472
OG0001327	Syao.g_00953	Prav.g_00227
OG0001328	Syao.g_00198	Prav.g_00254
OG0001329	Syao.g_00876	Prav.g_00026
OG0001330	Syao.g_01444	Prav.g_01408
OG0001331	Syao.g_00042	Prav.g_01479
OG0001332	Syao.g_01244	Prav.g_01621
OG0001333	Syao.g_01649	Prav.g_01798
OG0001335	Syao.g_01913	Prav.g_00658
OG0001336	Syao.g_02336	Prav.g_00771
OG0001340	Syao.g_01892	Prav.g_01974
OG0001341	Syao.g_00602	Prav.g_00344
OG0001343	Syao.g_01235	Prav.g_00481
OG0001345	Syao.g_00179	Prav.g_01862
OG0001353	Syao.g_00439	Prav.g_00429
OG0001354	Syao.g_00833	Prav.g_00566
OG0001356	Syao.g_00301	Prav.g_00957
OG0001358	Syao.g_01343	Prav.g_01218
OG0001359	Syao.g_01234	Prav.g_00482
OG0001360	Syao.g_00177	Prav.g_00257
OG0001361	Syao.g_00182	Prav.g_01865
OG0001364	Syao.g_01969	Prav.g_00660
OG0001365	Syao.g_02441	Prav.g_00738
OG0001369	Syao.g_02668	Prav.g_00157
OG0001371	Syao.g_02638	Prav.g_01277
OG0001372	Syao.g_00368	Prav.g_00354, Prav.g_01325
OG0001373	Syao.g_02291, Syao.g_02292	Prav.g_00471
OG0001374	Syao.g_02300	Prav.g_00479
OG0001375	Syao.g_01236	Prav.g_00480
OG0001376	Syao.g_00617	Prav.g_00220
OG0001377	Syao.g_00618	Prav.g_00221
OG0001378	Syao.g_01732	Prav.g_00003
OG0001379	Syao.g_01441	Prav.g_01432
OG0001380	Syao.g_00360	Prav.g_01461
OG0001382	Syao.g_00766	Prav.g_01686
OG0001385	Syao.g_02288	Prav.g_00468
OG0001386	Syao.g_02289	Prav.g_00469
OG0001387	Syao.g_02290	Prav.g_00470
OG0001388	Syao.g_02294	Prav.g_00473
OG0001389	Syao.g_02295	Prav.g_00474
OG0001390	Syao.g_02296	Prav.g_00475
OG0001391	Syao.g_02297	Prav.g_00476
OG0001392	Syao.g_02298	Prav.g_00477
OG0001393	Syao.g_02299	Prav.g_00478
OG0001395	Syao.g_00470	Prav.g_00920
OG0001396	Syao.g_02726	Prav.g_00300
OG0001398	Syao.g_02641	Prav.g_01700
OG0001399	Syao.g_01861	Prav.g_00285
OG0001401	Syao.g_00434	Prav.g_01365
OG0001402	Syao.g_01338	Prav.g_01328
OG0001403	Syao.g_02235	Prav.g_00098
OG0001405	Syao.g_01911	Prav.g_01972
OG0001406	Syao.g_00616	Prav.g_00219
OG0001407	Syao.g_00519	Prav.g_00234
OG0001408	Syao.g_01384	Prav.g_00239
OG0001412	Syao.g_02122	Prav.g_00298
OG0001415	Syao.g_00999	Prav.g_00807
OG0001416	Syao.g_01223	Prav.g_01057
OG0001417	Syao.g_00657	Prav.g_01067
OG0001418	Syao.g_00212	Prav.g_01282
OG0001419	Syao.g_00520	Prav.g_00235
OG0001420	Syao.g_01403	Prav.g_00012
OG0001422	Syao.g_00284	Prav.g_01691
OG0001425	Syao.g_02366	Prav.g_00748
OG0001429	Syao.g_00648	Prav.g_00386
OG0001432	Syao.g_01219	Prav.g_01661
OG0001433	Syao.g_00300	Prav.g_00958
OG0001434	Syao.g_00988	Prav.g_00518
OG0001435	Syao.g_00961	Prav.g_00495
OG0001437	Syao.g_00998	Prav.g_00808
OG0001438	Syao.g_02049	Prav.g_01939
OG0001439	Syao.g_02026	Prav.g_01953
OG0001441	Syao.g_01394	Prav.g_01119
OG0001442	Syao.g_00738	Prav.g_00337
OG0001443	Syao.g_02369	Prav.g_01744
OG0001447	Syao.g_02585	Prav.g_00191
OG0001449	Syao.g_01691	Prav.g_01010
OG0001452	Syao.g_02104	Prav.g_00485
OG0001453	Syao.g_00814	Prav.g_00578
OG0001454	Syao.g_01295	Prav.g_00250
OG0001456	Syao.g_00708	Prav.g_00042
OG0001457	Syao.g_00709	Prav.g_00043
OG0001458	Syao.g_00710	Prav.g_00044
OG0001459	Syao.g_00583	Prav.g_01377
OG0001460	Syao.g_00299	Prav.g_00959
OG0001462	Syao.g_02228	Prav.g_00102
OG0001467	Syao.g_01225	Prav.g_00374
OG0001468	Syao.g_00604	Prav.g_00225
OG0001470	Syao.g_02175	Prav.g_01509
OG0001471	Syao.g_02031	Prav.g_01663
OG0001473	Syao.g_00621	Prav.g_00708
OG0001474	Syao.g_01870	Prav.g_01986
OG0001475	Syao.g_02177	Prav.g_01511
OG0001479	Syao.g_01873	Prav.g_01983
OG0001486	Syao.g_00125	Prav.g_00063
OG0001492	Syao.g_00268	Prav.g_01834
OG0001493	Syao.g_00260	Prav.g_01826
OG0001495	Syao.g_01803	Prav.g_00290
OG0001507	Syao.g_00874	Prav.g_01722
OG0001508	Syao.g_02174	Prav.g_01508
OG0001525	Syao.g_00881	Prav.g_01678
OG0001526	Syao.g_02559	Prav.g_01504
OG0001528	Syao.g_02176	Prav.g_01510
OG0001546	Syao.g_01397	Prav.g_01122
OG0001553	Syao.g_01510	Prav.g_01575
OG0001554	Syao.g_00323	Prav.g_01668
OG0001556	Syao.g_00311	Prav.g_00963
OG0001558	Syao.g_02251	Prav.g_01353
OG0001566	Syao.g_01198	Prav.g_01274
OG0001587	Syao.g_01693	Prav.g_00265
OG0001605	Syao.g_01284	Prav.g_00901
OG0001613	Syao.g_01854	Prav.g_00652
OG0001625	Syao.g_02097	Prav.g_01905
OG0001627	Syao.g_01698	Prav.g_00351
OG0001652	Syao.g_02253	Prav.g_01351
OG0001671	Syao.g_02387	Prav.g_01358
OG0001700	Syao.g_00307	Prav.g_00960
OG0001701	Syao.g_02561	Prav.g_00267
OG0001737	Syao.g_02042	Prav.g_01364
OG0001775	Syao.g_00655	Prav.g_00237
OG0001782	Syao.g_01965	Prav.g_01425
OG0002015	Syao.g_01091	Prav.g_01525
OG0002244	Syao.g_00551	Prav.g_01721
OG0002295	Syao.g_02357	Prav.g_01304
OG0002363	Syao.g_02272	Prav.g_01027
OG0002364	Syao.g_00647	Prav.g_00387
OG0002588	Syao.g_01115	Prav.g_01543
OG0002664	Syao.g_01307	Prav.g_01345
OG0003034	Syao.g_01089	Prav.g_01521
OG0003375	Syao.g_01087	Prav.g_01555
