Orthogroup	Syao	Praa
OG0001174	Syao.g_01923	Praa.g_01711
OG0001175	Syao.g_01924	Praa.g_01712
OG0001176	Syao.g_01799	Praa.g_01719
OG0001177	Syao.g_01802	Praa.g_01722
OG0001178	Syao.g_01541	Praa.g_01727
OG0001179	Syao.g_01768	Praa.g_01759
OG0001180	Syao.g_01833	Praa.g_01781
OG0001181	Syao.g_01829	Praa.g_01785
OG0001182	Syao.g_01820	Praa.g_01792
OG0001183	Syao.g_01851	Praa.g_01797
OG0001184	Syao.g_02264	Praa.g_01813
OG0001185	Syao.g_02147	Praa.g_01827
OG0001186	Syao.g_02173	Praa.g_01850
OG0001187	Syao.g_02171	Praa.g_01854
OG0001188	Syao.g_02169	Praa.g_01857
OG0001189	Syao.g_02215	Praa.g_01874
OG0001190	Syao.g_02436	Praa.g_01878
OG0001191	Syao.g_02449	Praa.g_01888
OG0001192	Syao.g_02367	Praa.g_01892
OG0001193	Syao.g_02284	Praa.g_01902
OG0001194	Syao.g_02285	Praa.g_01903
OG0001195	Syao.g_02286	Praa.g_01904
OG0001196	Syao.g_02341	Praa.g_01917
OG0001197	Syao.g_02343	Praa.g_01918
OG0001198	Syao.g_02158	Praa.g_01925
OG0001199	Syao.g_02623	Praa.g_00074
OG0001200	Syao.g_02625	Praa.g_00076
OG0001201	Syao.g_02601	Praa.g_00108
OG0001202	Syao.g_02461	Praa.g_00199
OG0001203	Syao.g_00296, Syao.g_01705	Praa.g_00238
OG0001204	Syao.g_02117	Praa.g_00243
OG0001205	Syao.g_01620	Praa.g_00444
OG0001206	Syao.g_02701, Syao.g_02702	Praa.g_00462
OG0001207	Syao.g_00035	Praa.g_00477
OG0001208	Syao.g_00026	Praa.g_00482
OG0001209	Syao.g_01415	Praa.g_00535
OG0001210	Syao.g_00882	Praa.g_00540
OG0001211	Syao.g_00861	Praa.g_00551
OG0001212	Syao.g_01001	Praa.g_00596
OG0001213	Syao.g_01322	Praa.g_00629
OG0001214	Syao.g_00896	Praa.g_00637
OG0001215	Syao.g_00700	Praa.g_00690
OG0001216	Syao.g_00492	Praa.g_00713
OG0001218	Syao.g_00092	Praa.g_00758
OG0001219	Syao.g_00651	Praa.g_00791
OG0001220	Syao.g_00393	Praa.g_00856
OG0001221	Syao.g_01657	Praa.g_00918
OG0001222	Syao.g_00687	Praa.g_00956
OG0001223	Syao.g_00820	Praa.g_00982
OG0001224	Syao.g_00427	Praa.g_01035
OG0001226	Syao.g_02633	Praa.g_01064
OG0001227	Syao.g_01047	Praa.g_01083
OG0001228	Syao.g_02256	Praa.g_01204
OG0001229	Syao.g_00220	Praa.g_01364
OG0001230	Syao.g_01503	Praa.g_01468
OG0001231	Syao.g_02254	Praa.g_01574
OG0001232	Syao.g_01664	Praa.g_01658
OG0001233	Syao.g_01643	Praa.g_01679
OG0001234	Syao.g_02035	Praa.g_01714
OG0001235	Syao.g_01863	Praa.g_01724
OG0001236	Syao.g_02261	Praa.g_01810
OG0001237	Syao.g_02265	Praa.g_01814
OG0001238	Syao.g_02451	Praa.g_01889
OG0001239	Syao.g_02620	Praa.g_00071
OG0001240	Syao.g_02669	Praa.g_00093
OG0001242	Syao.g_02576	Praa.g_00119
OG0001243	Syao.g_02584	Praa.g_00125
OG0001244	Syao.g_02477	Praa.g_00141
OG0001245	Syao.g_00362	Praa.g_00379
OG0001247	Syao.g_00390	Praa.g_00683
OG0001249	Syao.g_01882	Praa.g_00780
OG0001250	Syao.g_00556	Praa.g_00845
OG0001251	Syao.g_00641	Praa.g_00893
OG0001252	Syao.g_00507	Praa.g_01030
OG0001253	Syao.g_01220	Praa.g_01084
OG0001254	Syao.g_01426	Praa.g_01129
OG0001255	Syao.g_00920	Praa.g_01144
OG0001256	Syao.g_01572	Praa.g_01567
OG0001257	Syao.g_00414	Praa.g_01573
OG0001258	Syao.g_01561	Praa.g_01632
OG0001259	Syao.g_01645	Praa.g_01677
OG0001260	Syao.g_01623	Praa.g_01694
OG0001261	Syao.g_01814	Praa.g_01767
OG0001262	Syao.g_02213	Praa.g_01872
OG0001265	Syao.g_02574	Praa.g_00118
OG0001266	Syao.g_02465	Praa.g_00203
OG0001267	Syao.g_02063	Praa.g_00280
OG0001268	Syao.g_01871	Praa.g_00339
OG0001270	Syao.g_01733	Praa.g_00434
OG0001271	Syao.g_02685	Praa.g_00472
OG0001272	Syao.g_00120	Praa.g_00486
OG0001274	Syao.g_02401	Praa.g_00703
OG0001275	Syao.g_00806	Praa.g_00992
OG0001276	Syao.g_00450	Praa.g_01014
OG0001277	Syao.g_01334	Praa.g_01072
OG0001278	Syao.g_00265	Praa.g_01209
OG0001279	Syao.g_01528	Praa.g_01257
OG0001281	Syao.g_01454	Praa.g_01323
OG0001282	Syao.g_00037	Praa.g_01367
OG0001283	Syao.g_02335	Praa.g_01386
OG0001284	Syao.g_01587	Praa.g_01547
OG0001285	Syao.g_01010	Praa.g_01661
OG0001286	Syao.g_01835	Praa.g_01779
OG0001288	Syao.g_02187	Praa.g_01843
OG0001289	Syao.g_02649	Praa.g_00087
OG0001291	Syao.g_02551	Praa.g_00135
OG0001292	Syao.g_02111	Praa.g_00248
OG0001293	Syao.g_02091	Praa.g_00261
OG0001294	Syao.g_00948	Praa.g_00377
OG0001295	Syao.g_00878	Praa.g_00467
OG0001296	Syao.g_00163	Praa.g_00509
OG0001297	Syao.g_00159	Praa.g_00514
OG0001298	Syao.g_01043	Praa.g_00577
OG0001299	Syao.g_00942	Praa.g_00666
OG0001302	Syao.g_02711	Praa.g_00789
OG0001303	Syao.g_00649	Praa.g_00996
OG0001304	Syao.g_00466	Praa.g_01024
OG0001305	Syao.g_00382	Praa.g_01043
OG0001306	Syao.g_00141	Praa.g_01146
OG0001308	Syao.g_01500	Praa.g_01486
OG0001310	Syao.g_01681	Praa.g_01647
OG0001315	Syao.g_01853	Praa.g_00062
OG0001317	Syao.g_01701	Praa.g_00234
OG0001318	Syao.g_02099	Praa.g_00256
OG0001319	Syao.g_02075	Praa.g_00272
OG0001323	Syao.g_01392	Praa.g_00519
OG0001325	Syao.g_00487	Praa.g_00716
OG0001326	Syao.g_02293	Praa.g_00881
OG0001327	Syao.g_00953	Praa.g_01055
OG0001328	Syao.g_00198	Praa.g_01082
OG0001329	Syao.g_00876	Praa.g_01123
OG0001330	Syao.g_01444	Praa.g_01289
OG0001331	Syao.g_00042	Praa.g_01372
OG0001332	Syao.g_01244	Praa.g_01519
OG0001333	Syao.g_01649	Praa.g_01673
OG0001335	Syao.g_01913	Praa.g_01801
OG0001336	Syao.g_02336	Praa.g_01914
OG0001340	Syao.g_01892	Praa.g_00328
OG0001341	Syao.g_00602	Praa.g_00749
OG0001343	Syao.g_01235	Praa.g_00890
OG0001345	Syao.g_00179	Praa.g_01178
OG0001347	Syao.g_02725	Praa.g_01429
OG0001351	Syao.g_00060	Praa.g_00453
OG0001353	Syao.g_00439	Praa.g_00836
OG0001354	Syao.g_00833	Praa.g_00974
OG0001358	Syao.g_01343	Praa.g_00620
OG0001359	Syao.g_01234	Praa.g_00891
OG0001360	Syao.g_00177	Praa.g_01085
OG0001361	Syao.g_00182	Praa.g_01175
OG0001364	Syao.g_01969	Praa.g_01803
OG0001365	Syao.g_02441	Praa.g_01882
OG0001369	Syao.g_02668	Praa.g_00092
OG0001371	Syao.g_02638	Praa.g_00679
OG0001372	Syao.g_00368	Praa.g_00757
OG0001373	Syao.g_02291, Syao.g_02292	Praa.g_00880
OG0001374	Syao.g_02300	Praa.g_00888
OG0001375	Syao.g_01236	Praa.g_00889
OG0001376	Syao.g_00617	Praa.g_01049
OG0001377	Syao.g_00618	Praa.g_01050
OG0001378	Syao.g_01732	Praa.g_01094
OG0001379	Syao.g_01441	Praa.g_01312
OG0001380	Syao.g_00360	Praa.g_01354
OG0001382	Syao.g_00766	Praa.g_01587
OG0001385	Syao.g_02288	Praa.g_00877
OG0001386	Syao.g_02289	Praa.g_00878
OG0001387	Syao.g_02290	Praa.g_00879
OG0001388	Syao.g_02294	Praa.g_00882
OG0001389	Syao.g_02295	Praa.g_00883
OG0001390	Syao.g_02296	Praa.g_00884
OG0001391	Syao.g_02297	Praa.g_00885
OG0001392	Syao.g_02298	Praa.g_00886
OG0001393	Syao.g_02299	Praa.g_00887
OG0001394	Syao.g_00983	Praa.g_00922
OG0001395	Syao.g_00470	Praa.g_01026
OG0001396	Syao.g_02726	Praa.g_01430
OG0001398	Syao.g_02641	Praa.g_01601
OG0001399	Syao.g_01861	Praa.g_01716
OG0001403	Syao.g_02235	Praa.g_00030
OG0001405	Syao.g_01911	Praa.g_00326
OG0001406	Syao.g_00616	Praa.g_01048
OG0001407	Syao.g_00519	Praa.g_01062
OG0001408	Syao.g_01384	Praa.g_01067
OG0001412	Syao.g_02122	Praa.g_01428
OG0001415	Syao.g_00999	Praa.g_00231
OG0001416	Syao.g_01223	Praa.g_00458
OG0001417	Syao.g_00657	Praa.g_00469
OG0001418	Syao.g_00212	Praa.g_00684
OG0001419	Syao.g_00520	Praa.g_01063
OG0001420	Syao.g_01403	Praa.g_01103
OG0001422	Syao.g_00284	Praa.g_01593
OG0001429	Syao.g_00648	Praa.g_00792
OG0001432	Syao.g_01219	Praa.g_01560
OG0001437	Syao.g_00998	Praa.g_00230
OG0001438	Syao.g_02049	Praa.g_00293
OG0001439	Syao.g_02026	Praa.g_00307
OG0001441	Syao.g_01394	Praa.g_00521
OG0001442	Syao.g_00738	Praa.g_00741
OG0001447	Syao.g_02585	Praa.g_00126
OG0001449	Syao.g_01691	Praa.g_00393
OG0001452	Syao.g_02104	Praa.g_00894
OG0001453	Syao.g_00814	Praa.g_00986
OG0001454	Syao.g_01295	Praa.g_01078
OG0001456	Syao.g_00708	Praa.g_01137
OG0001457	Syao.g_00709	Praa.g_01138
OG0001458	Syao.g_00710	Praa.g_01139
OG0001459	Syao.g_00583	Praa.g_01273
OG0001462	Syao.g_02228	Praa.g_00034
OG0001467	Syao.g_01225	Praa.g_00781
OG0001468	Syao.g_00604	Praa.g_01053
OG0001471	Syao.g_02031	Praa.g_01563
OG0001473	Syao.g_00621	Praa.g_01851
OG0001479	Syao.g_01873	Praa.g_00337
OG0001492	Syao.g_00268	Praa.g_01206
OG0001493	Syao.g_00260	Praa.g_01214
OG0001495	Syao.g_01803	Praa.g_01721
OG0001502	Syao.g_00526	Praa.g_00772
OG0001507	Syao.g_00874	Praa.g_01619
OG0001520	Syao.g_01044	Praa.g_00388
OG0001522	Syao.g_00568	Praa.g_00837
OG0001525	Syao.g_00881	Praa.g_01579
OG0001526	Syao.g_02559	Praa.g_01698, Praa.g_01611
OG0001546	Syao.g_01397	Praa.g_00524
OG0001547	Syao.g_00570	Praa.g_00774
OG0001553	Syao.g_01510	Praa.g_01473
OG0001554	Syao.g_00323	Praa.g_01569
OG0001566	Syao.g_01198	Praa.g_00676
OG0001567	Syao.g_00571	Praa.g_00773
OG0001568	Syao.g_00569	Praa.g_00775
OG0001570	Syao.g_00286	Praa.g_01106
OG0001572	Syao.g_00721	Praa.g_01251
OG0001573	Syao.g_00024	Praa.g_01434
OG0001584	Syao.g_00746	Praa.g_00937
OG0001587	Syao.g_01693	Praa.g_01696
OG0001605	Syao.g_01284	Praa.g_01007
OG0001613	Syao.g_01854	Praa.g_01795
OG0001625	Syao.g_02097	Praa.g_00258
OG0001627	Syao.g_01698	Praa.g_00755
OG0001647	Syao.g_02073	Praa.g_00273
OG0001775	Syao.g_00655	Praa.g_01065
OG0001923	Syao.g_01982, Syao.g_02124	Praa.g_01389
OG0002092	Syao.g_01357	Praa.g_01227
OG0002363	Syao.g_02272	Praa.g_00428
OG0002364	Syao.g_00647	Praa.g_00793
OG0002416	Syao.g_00367	Praa.g_01219
OG0002692	Syao.g_00365	Praa.g_01603
OG0003010	Syao.g_01980	Praa.g_01400
