Orthogroup	Syao	Prbe
OG0001128	Syao.g_00508	Prbe.g_01305
OG0001129	Syao.g_00510	Prbe.g_01304
OG0001130	Syao.g_00511	Prbe.g_01303
OG0001131	Syao.g_01387	Prbe.g_01919
OG0001132	Syao.g_01221	Prbe.g_00071
OG0001133	Syao.g_01333	Prbe.g_00374
OG0001134	Syao.g_01428	Prbe.g_00041
OG0001135	Syao.g_01424	Prbe.g_00044
OG0001136	Syao.g_00126	Prbe.g_01552
OG0001137	Syao.g_00194	Prbe.g_01540
OG0001138	Syao.g_00227	Prbe.g_01519
OG0001139	Syao.g_00225	Prbe.g_01517
OG0001140	Syao.g_00224	Prbe.g_01516
OG0001141	Syao.g_00254	Prbe.g_01515
OG0001142	Syao.g_00253	Prbe.g_01514
OG0001143	Syao.g_00243	Prbe.g_01507
OG0001144	Syao.g_00276	Prbe.g_01502
OG0001145	Syao.g_01446	Prbe.g_00901
OG0001146	Syao.g_01455	Prbe.g_00889
OG0001147	Syao.g_00095	Prbe.g_00869
OG0001148	Syao.g_00038	Prbe.g_00371
OG0001149	Syao.g_00039	Prbe.g_00370
OG0001150	Syao.g_00040	Prbe.g_00369
OG0001151	Syao.g_02706	Prbe.g_00358
OG0001152	Syao.g_02707	Prbe.g_00357
OG0001153	Syao.g_00083	Prbe.g_00279
OG0001154	Syao.g_00084	Prbe.g_00278
OG0001155	Syao.g_01747	Prbe.g_00261
OG0001156	Syao.g_01744	Prbe.g_00258
OG0001157	Syao.g_01743	Prbe.g_00257
OG0001158	Syao.g_01742	Prbe.g_00256
OG0001159	Syao.g_01741	Prbe.g_00255
OG0001160	Syao.g_01579	Prbe.g_00229
OG0001161	Syao.g_02373	Prbe.g_01042
OG0001162	Syao.g_02650	Prbe.g_00017
OG0001163	Syao.g_01571	Prbe.g_00994
OG0001164	Syao.g_01564	Prbe.g_00990
OG0001165	Syao.g_01559	Prbe.g_00987
OG0001166	Syao.g_01673	Prbe.g_00966
OG0001167	Syao.g_01006	Prbe.g_00949
OG0001168	Syao.g_01648	Prbe.g_00947
OG0001169	Syao.g_01646	Prbe.g_00945
OG0001170	Syao.g_01644	Prbe.g_00943
OG0001171	Syao.g_01632	Prbe.g_00933
OG0001172	Syao.g_01914	Prbe.g_01113
OG0001173	Syao.g_01915	Prbe.g_01112
OG0001174	Syao.g_01923	Prbe.g_01104
OG0001175	Syao.g_01924	Prbe.g_01103
OG0001176	Syao.g_01799	Prbe.g_01095
OG0001177	Syao.g_01802	Prbe.g_01093
OG0001178	Syao.g_01541	Prbe.g_00980
OG0001179	Syao.g_01768	Prbe.g_00853
OG0001180	Syao.g_01833	Prbe.g_00830
OG0001181	Syao.g_01829	Prbe.g_00826
OG0001182	Syao.g_01820	Prbe.g_00818
OG0001183	Syao.g_01851	Prbe.g_00813
OG0001184	Syao.g_02264	Prbe.g_00795
OG0001185	Syao.g_02147	Prbe.g_00779
OG0001186	Syao.g_02173	Prbe.g_00747
OG0001187	Syao.g_02171	Prbe.g_00750
OG0001188	Syao.g_02169	Prbe.g_00752
OG0001189	Syao.g_02215	Prbe.g_01146
OG0001190	Syao.g_02436	Prbe.g_01151
OG0001191	Syao.g_02449	Prbe.g_01161
OG0001192	Syao.g_02367	Prbe.g_01166
OG0001193	Syao.g_02284	Prbe.g_01178
OG0001194	Syao.g_02285	Prbe.g_01179
OG0001195	Syao.g_02286	Prbe.g_01180
OG0001196	Syao.g_02341	Prbe.g_01196
OG0001197	Syao.g_02343	Prbe.g_01198
OG0001198	Syao.g_02158	Prbe.g_01062
OG0001199	Syao.g_02623	Prbe.g_00179
OG0001200	Syao.g_02625	Prbe.g_00181
OG0001201	Syao.g_02601	Prbe.g_01650
OG0001202	Syao.g_02461	Prbe.g_01748
OG0001203	Syao.g_00296, Syao.g_01705	Prbe.g_01790
OG0001204	Syao.g_02117	Prbe.g_01796
OG0001205	Syao.g_01620	Prbe.g_01943
OG0001206	Syao.g_02701, Syao.g_02702	Prbe.g_00667
OG0001207	Syao.g_00035	Prbe.g_00656
OG0001208	Syao.g_00026	Prbe.g_00651
OG0001209	Syao.g_01415	Prbe.g_00600
OG0001210	Syao.g_00882	Prbe.g_00595
OG0001211	Syao.g_00861	Prbe.g_00585
OG0001212	Syao.g_01001	Prbe.g_00538
OG0001213	Syao.g_01322	Prbe.g_00503
OG0001214	Syao.g_00896	Prbe.g_01483
OG0001215	Syao.g_00700	Prbe.g_00465
OG0001216	Syao.g_00492	Prbe.g_01216
OG0001218	Syao.g_00092	Prbe.g_01612
OG0001219	Syao.g_00651	Prbe.g_01321
OG0001220	Syao.g_00393	Prbe.g_01278
OG0001221	Syao.g_01657	Prbe.g_00428
OG0001222	Syao.g_00687	Prbe.g_01400
OG0001223	Syao.g_00820	Prbe.g_01368
OG0001224	Syao.g_00427	Prbe.g_01301
OG0001226	Syao.g_02633	Prbe.g_00495
OG0001227	Syao.g_01047	Prbe.g_01597
OG0001228	Syao.g_02256	Prbe.g_01499
OG0001229	Syao.g_00220	Prbe.g_01611
OG0001230	Syao.g_01503	Prbe.g_00318
OG0001231	Syao.g_02254	Prbe.g_01920
OG0001232	Syao.g_01664	Prbe.g_00962
OG0001233	Syao.g_01643	Prbe.g_00942
OG0001234	Syao.g_02035	Prbe.g_01101
OG0001235	Syao.g_01863	Prbe.g_01097
OG0001236	Syao.g_02261	Prbe.g_00798
OG0001237	Syao.g_02265	Prbe.g_00794
OG0001238	Syao.g_02451	Prbe.g_01162
OG0001239	Syao.g_02620	Prbe.g_00176
OG0001240	Syao.g_02669	Prbe.g_01633
OG0001242	Syao.g_02576	Prbe.g_01663
OG0001243	Syao.g_02584	Prbe.g_01670
OG0001244	Syao.g_02477	Prbe.g_01685
OG0001245	Syao.g_00362	Prbe.g_01588
OG0001247	Syao.g_00390	Prbe.g_00458
OG0001249	Syao.g_01882	Prbe.g_01889
OG0001250	Syao.g_00556	Prbe.g_01265
OG0001251	Syao.g_00641	Prbe.g_00106
OG0001252	Syao.g_00507	Prbe.g_01306
OG0001253	Syao.g_01220	Prbe.g_00492
OG0001254	Syao.g_01426	Prbe.g_00043
OG0001255	Syao.g_00920	Prbe.g_01567
OG0001256	Syao.g_01572	Prbe.g_00222
OG0001258	Syao.g_01561	Prbe.g_00989
OG0001259	Syao.g_01645	Prbe.g_00944
OG0001260	Syao.g_01623	Prbe.g_00927
OG0001261	Syao.g_01814	Prbe.g_00845
OG0001262	Syao.g_02213	Prbe.g_01144
OG0001263	Syao.g_02541	Prbe.g_01672
OG0001265	Syao.g_02574	Prbe.g_01662
OG0001266	Syao.g_02465	Prbe.g_01752
OG0001267	Syao.g_02063	Prbe.g_01834
OG0001268	Syao.g_01871	Prbe.g_01897
OG0001270	Syao.g_01733	Prbe.g_01932
OG0001271	Syao.g_02685	Prbe.g_00661
OG0001272	Syao.g_00120	Prbe.g_00647
OG0001274	Syao.g_02401	Prbe.g_01776
OG0001275	Syao.g_00806	Prbe.g_01378
OG0001276	Syao.g_00450	Prbe.g_01392
OG0001277	Syao.g_01334	Prbe.g_01184
OG0001278	Syao.g_00265	Prbe.g_01495
OG0001279	Syao.g_01528	Prbe.g_00721
OG0001281	Syao.g_01454	Prbe.g_00888
OG0001282	Syao.g_00037	Prbe.g_00372
OG0001283	Syao.g_02335	Prbe.g_01193
OG0001284	Syao.g_01587	Prbe.g_00236
OG0001285	Syao.g_01010	Prbe.g_00959
OG0001286	Syao.g_01835	Prbe.g_00832
OG0001288	Syao.g_02187	Prbe.g_00762
OG0001289	Syao.g_02649	Prbe.g_00191
OG0001291	Syao.g_02551	Prbe.g_01680
OG0001292	Syao.g_02111	Prbe.g_01801
OG0001293	Syao.g_02091	Prbe.g_01814
OG0001295	Syao.g_00878	Prbe.g_00005
OG0001296	Syao.g_00163	Prbe.g_00624
OG0001297	Syao.g_00159	Prbe.g_00619
OG0001298	Syao.g_01043	Prbe.g_00558
OG0001299	Syao.g_00942	Prbe.g_01452
OG0001302	Syao.g_02711	Prbe.g_01317
OG0001303	Syao.g_00649	Prbe.g_01023
OG0001304	Syao.g_00466	Prbe.g_01405
OG0001305	Syao.g_00382	Prbe.g_01293
OG0001306	Syao.g_00141	Prbe.g_01564
OG0001308	Syao.g_01500	Prbe.g_00301
OG0001310	Syao.g_01681	Prbe.g_00972
OG0001311	Syao.g_00452	Prbe.g_01394
OG0001312	Syao.g_00635	Prbe.g_01330
OG0001315	Syao.g_01853	Prbe.g_01602
OG0001317	Syao.g_01701	Prbe.g_01786
OG0001318	Syao.g_02099	Prbe.g_01810
OG0001319	Syao.g_02075	Prbe.g_01827
OG0001323	Syao.g_01392	Prbe.g_00614
OG0001325	Syao.g_00487	Prbe.g_01435
OG0001327	Syao.g_00953	Prbe.g_00405
OG0001328	Syao.g_00198	Prbe.g_00912
OG0001329	Syao.g_00876	Prbe.g_01026
OG0001330	Syao.g_01444	Prbe.g_00205
OG0001331	Syao.g_00042	Prbe.g_00367
OG0001332	Syao.g_01244	Prbe.g_00265
OG0001333	Syao.g_01649	Prbe.g_00948
OG0001335	Syao.g_01913	Prbe.g_00809
OG0001337	Syao.g_01884, Syao.g_01893	Prbe.g_01884
OG0001338	Syao.g_01890	Prbe.g_01887
OG0001340	Syao.g_01892	Prbe.g_01885
OG0001341	Syao.g_00602	Prbe.g_01604
OG0001343	Syao.g_01235	Prbe.g_00103
OG0001345	Syao.g_00179	Prbe.g_01529
OG0001351	Syao.g_00060	Prbe.g_00675
OG0001353	Syao.g_00439	Prbe.g_01255
OG0001354	Syao.g_00833	Prbe.g_01360
OG0001356	Syao.g_00301	Prbe.g_00997
OG0001357	Syao.g_00369	Prbe.g_01628
OG0001359	Syao.g_01234	Prbe.g_00104
OG0001364	Syao.g_01969	Prbe.g_00807
OG0001365	Syao.g_02441	Prbe.g_01155
OG0001368	Syao.g_02118	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001369	Syao.g_02668	Prbe.g_01632
OG0001371	Syao.g_02638	Prbe.g_00453
OG0001372	Syao.g_00368	Prbe.g_00494
OG0001375	Syao.g_01236	Prbe.g_00102
OG0001379	Syao.g_01441	Prbe.g_00899
OG0001380	Syao.g_00360	Prbe.g_01614
OG0001382	Syao.g_00766	Prbe.g_01617
OG0001394	Syao.g_00983	Prbe.g_00432
OG0001398	Syao.g_02641	Prbe.g_00028
OG0001401	Syao.g_00434	Prbe.g_01260
OG0001402	Syao.g_01338	Prbe.g_00509
OG0001403	Syao.g_02235	Prbe.g_00131
OG0001407	Syao.g_00519	Prbe.g_01621
OG0001411	Syao.g_01079, Syao.g_02007	Prbe.g_00166
OG0001415	Syao.g_00999	Prbe.g_01783
OG0001418	Syao.g_00212	Prbe.g_00459
OG0001419	Syao.g_00520	Prbe.g_01620
OG0001422	Syao.g_00284	Prbe.g_01624
OG0001423	Syao.g_00722	Prbe.g_00698
OG0001425	Syao.g_02366	Prbe.g_01165
OG0001429	Syao.g_00648	Prbe.g_01322
OG0001433	Syao.g_00300	Prbe.g_00998
OG0001434	Syao.g_00988	Prbe.g_00437
OG0001435	Syao.g_00961	Prbe.g_00413
OG0001437	Syao.g_00998	Prbe.g_01782
OG0001443	Syao.g_02369	Prbe.g_01610
OG0001460	Syao.g_00299	Prbe.g_00999
OG0001461	Syao.g_00788	Prbe.g_00157
OG0001467	Syao.g_01225	Prbe.g_00378
OG0001468	Syao.g_00604	Prbe.g_00094
OG0001476	Syao.g_00691, Syao.g_02609, Syao.g_00324	Prbe.g_01542
OG0001477	Syao.g_00408	Prbe.g_00744
OG0001486	Syao.g_00125	Prbe.g_01551
OG0001487	Syao.g_00091	Prbe.g_00271
OG0001488	Syao.g_00190	Prbe.g_01536
OG0001489	Syao.g_01823	Prbe.g_00821
OG0001496	Syao.g_00410	Prbe.g_00742
OG0001497	Syao.g_00409	Prbe.g_00743
OG0001498	Syao.g_01717	Prbe.g_01916
OG0001505	Syao.g_01138	Prbe.g_00088
OG0001510	Syao.g_01944	Prbe.g_00768
OG0001511	Syao.g_02593	Prbe.g_01654
OG0001512	Syao.g_01707	Prbe.g_01606
OG0001514	Syao.g_00411	Prbe.g_00741
OG0001515	Syao.g_00626	Prbe.g_00467
OG0001516	Syao.g_00939	Prbe.g_01455
OG0001517	Syao.g_01876	Prbe.g_01893
OG0001518	Syao.g_02365	Prbe.g_01164
OG0001519	Syao.g_02371	Prbe.g_01169
OG0001522	Syao.g_00568	Prbe.g_01256
OG0001525	Syao.g_00881	Prbe.g_01020
OG0001526	Syao.g_02559	Prbe.g_00161
OG0001527	Syao.g_00846	Prbe.g_00572
OG0001529	Syao.g_02222	Prbe.g_00141
OG0001530	Syao.g_02591	Prbe.g_01653
OG0001532	Syao.g_00226	Prbe.g_01518
OG0001534	Syao.g_00467	Prbe.g_01406
OG0001535	Syao.g_00448	Prbe.g_01390
OG0001536	Syao.g_00679	Prbe.g_01346
OG0001537	Syao.g_00977	Prbe.g_00429
OG0001538	Syao.g_00761	Prbe.g_01227
OG0001539	Syao.g_00956	Prbe.g_00407
OG0001540	Syao.g_02543	Prbe.g_01674
OG0001541	Syao.g_02518	Prbe.g_01728
OG0001542	Syao.g_02527	Prbe.g_01734
OG0001543	Syao.g_02382	Prbe.g_00907
OG0001544	Syao.g_02370	Prbe.g_01168
OG0001545	Syao.g_02312	Prbe.g_01183
OG0001557	Syao.g_00984	Prbe.g_00433
OG0001559	Syao.g_02590	Prbe.g_01652
OG0001560	Syao.g_02595	Prbe.g_01641
OG0001561	Syao.g_00454	Prbe.g_01396
OG0001562	Syao.g_00795	Prbe.g_01383
OG0001563	Syao.g_01841	Prbe.g_00837
OG0001564	Syao.g_01231, Syao.g_00883	Prbe.g_00160
OG0001566	Syao.g_01198	Prbe.g_00450
OG0001572	Syao.g_00721	Prbe.g_00722
OG0001574	Syao.g_00848	Prbe.g_00574
OG0001575	Syao.g_00843	Prbe.g_00569
OG0001576	Syao.g_01474	Prbe.g_00879
OG0001577	Syao.g_00128	Prbe.g_01554
OG0001579	Syao.g_01907	Prbe.g_01882
OG0001580	Syao.g_02425	Prbe.g_00148
OG0001584	Syao.g_00746	Prbe.g_01442
OG0001587	Syao.g_01693	Prbe.g_00925
OG0001588	Syao.g_01998	Prbe.g_01923
OG0001589	Syao.g_01639, Syao.g_01640	Prbe.g_00940
OG0001591	Syao.g_00950	Prbe.g_00446
OG0001592	Syao.g_02426	Prbe.g_00147
OG0001605	Syao.g_01284	Prbe.g_00061
OG0001614	Syao.g_02144	Prbe.g_00780
OG0001616	Syao.g_00174	Prbe.g_01526
OG0001617	Syao.g_01201	Prbe.g_01201
OG0001619	Syao.g_00690	Prbe.g_01339
OG0001620	Syao.g_01864	Prbe.g_01901
OG0001621	Syao.g_02103	Prbe.g_01806
OG0001622	Syao.g_02334	Prbe.g_01192
OG0001636	Syao.g_02229	Prbe.g_00135
OG0001638	Syao.g_01684	Prbe.g_00974
OG0001640	Syao.g_00502	Prbe.g_01309
OG0001641	Syao.g_00816	Prbe.g_01371
OG0001642	Syao.g_00233	Prbe.g_01276
OG0001643	Syao.g_00899	Prbe.g_01480
OG0001644	Syao.g_00474	Prbe.g_01425
OG0001654	Syao.g_01697	Prbe.g_00264
OG0001656	Syao.g_01908	Prbe.g_01881
OG0001657	Syao.g_02491	Prbe.g_01703
OG0001658	Syao.g_02435	Prbe.g_00143
OG0001659	Syao.g_00020	Prbe.g_00008
OG0001669	Syao.g_01817	Prbe.g_00875, Prbe.g_01043
OG0001676	Syao.g_01895	Prbe.g_01883
OG0001678	Syao.g_01938	Prbe.g_00918
OG0001679	Syao.g_02566, Syao.g_02565	Prbe.g_01888
OG0001691	Syao.g_00729	Prbe.g_01311
OG0001693	Syao.g_00389	Prbe.g_01041
OG0001701	Syao.g_02561	Prbe.g_00162
OG0001717	Syao.g_02505	Prbe.g_00737
OG0001733	Syao.g_00310	Prbe.g_01001
OG0001769	Syao.g_00916	Prbe.g_01601
OG0001771	Syao.g_01406	Prbe.g_01129
OG0001917	Syao.g_00449	Prbe.g_01391
OG0001923	Syao.g_01982, Syao.g_02124	Prbe.g_00336
OG0001955	Syao.g_00609	Prbe.g_00016
OG0001956	Syao.g_01376	Prbe.g_01283
OG0001996	Syao.g_02237	Prbe.g_00129
OG0002003	Syao.g_01337	Prbe.g_00063
OG0002019	Syao.g_02146	Prbe.g_00011
OG0002122	Syao.g_01336	Prbe.g_00064
OG0002246	Syao.g_00422, Syao.g_01724	Prbe.g_01037
OG0002348	Syao.g_01224	Prbe.g_00002
OG0002389	Syao.g_01819	Prbe.g_00817
OG0002397	Syao.g_01162	Prbe.g_01381
OG0002433	Syao.g_00363	Prbe.g_00027
OG0002588	Syao.g_01115	Prbe.g_00332
OG0002703	Syao.g_01120	Prbe.g_00086
OG0002729	Syao.g_01467	Prbe.g_00210
OG0002821	Syao.g_02562	Prbe.g_00163
OG0002822	Syao.g_02560	Prbe.g_00164
OG0002835	Syao.g_00611	Prbe.g_01034
