Orthogroup	Syao	Prad
OG0001172	Syao.g_01914	Prad.g_00876
OG0001173	Syao.g_01915	Prad.g_00875
OG0001174	Syao.g_01923	Prad.g_00867
OG0001175	Syao.g_01924	Prad.g_00866
OG0001176	Syao.g_01799	Prad.g_00859
OG0001177	Syao.g_01802	Prad.g_00856
OG0001178	Syao.g_01541	Prad.g_00851
OG0001179	Syao.g_01768	Prad.g_00823
OG0001180	Syao.g_01833	Prad.g_00801
OG0001181	Syao.g_01829	Prad.g_00797
OG0001182	Syao.g_01820	Prad.g_00790
OG0001183	Syao.g_01851	Prad.g_00786
OG0001184	Syao.g_02264	Prad.g_00770
OG0001185	Syao.g_02147	Prad.g_01636
OG0001186	Syao.g_02173	Prad.g_01614
OG0001187	Syao.g_02171	Prad.g_01610
OG0001188	Syao.g_02169	Prad.g_01608
OG0001189	Syao.g_02215	Prad.g_01591
OG0001190	Syao.g_02436	Prad.g_01587
OG0001191	Syao.g_02449	Prad.g_01577
OG0001192	Syao.g_02367	Prad.g_01572
OG0001193	Syao.g_02284	Prad.g_01562
OG0001194	Syao.g_02285	Prad.g_01561
OG0001195	Syao.g_02286	Prad.g_01560
OG0001196	Syao.g_02341	Prad.g_01547
OG0001197	Syao.g_02343	Prad.g_01546
OG0001198	Syao.g_02158	Prad.g_01539
OG0001199	Syao.g_02623	Prad.g_01919
OG0001200	Syao.g_02625	Prad.g_01917
OG0001201	Syao.g_02601	Prad.g_01885
OG0001202	Syao.g_02461	Prad.g_01792
OG0001203	Syao.g_00296, Syao.g_01705	Prad.g_01753
OG0001204	Syao.g_02117	Prad.g_01748
OG0001205	Syao.g_01620	Prad.g_00062
OG0001206	Syao.g_02701, Syao.g_02702	Prad.g_00044
OG0001207	Syao.g_00035	Prad.g_00030
OG0001208	Syao.g_00026	Prad.g_00025
OG0001209	Syao.g_01415	Prad.g_00094
OG0001210	Syao.g_00882	Prad.g_01330
OG0001211	Syao.g_00861	Prad.g_01340
OG0001212	Syao.g_01001	Prad.g_01385
OG0001213	Syao.g_01322	Prad.g_01418
OG0001214	Syao.g_00896	Prad.g_01426
OG0001215	Syao.g_00700	Prad.g_01264
OG0001216	Syao.g_00492	Prad.g_01051
OG0001218	Syao.g_00092	Prad.g_01100
OG0001219	Syao.g_00651	Prad.g_01134
OG0001220	Syao.g_00393	Prad.g_00296
OG0001221	Syao.g_01657	Prad.g_00234
OG0001222	Syao.g_00687	Prad.g_00194
OG0001223	Syao.g_00820	Prad.g_00168
OG0001224	Syao.g_00427	Prad.g_01022
OG0001226	Syao.g_02633	Prad.g_00995
OG0001227	Syao.g_01047	Prad.g_00978
OG0001228	Syao.g_02256	Prad.g_01450
OG0001229	Syao.g_00220	Prad.g_00596
OG0001230	Syao.g_01503	Prad.g_00523
OG0001231	Syao.g_02254	Prad.g_00417
OG0001232	Syao.g_01664	Prad.g_00918
OG0001233	Syao.g_01643	Prad.g_00898
OG0001234	Syao.g_02035	Prad.g_00864
OG0001235	Syao.g_01863	Prad.g_00854
OG0001236	Syao.g_02261	Prad.g_00773
OG0001237	Syao.g_02265	Prad.g_00769
OG0001238	Syao.g_02451	Prad.g_01576
OG0001239	Syao.g_02620	Prad.g_01922
OG0001240	Syao.g_02669	Prad.g_01900
OG0001242	Syao.g_02576	Prad.g_01874
OG0001243	Syao.g_02584	Prad.g_01868
OG0001244	Syao.g_02477	Prad.g_01852
OG0001245	Syao.g_00362	Prad.g_00729
OG0001247	Syao.g_00390	Prad.g_01257
OG0001249	Syao.g_01882	Prad.g_01123
OG0001250	Syao.g_00556	Prad.g_00307
OG0001251	Syao.g_00641	Prad.g_00259
OG0001252	Syao.g_00507	Prad.g_01027
OG0001253	Syao.g_01220	Prad.g_00977
OG0001254	Syao.g_01426	Prad.g_01987
OG0001255	Syao.g_00920	Prad.g_01512
OG0001256	Syao.g_01572	Prad.g_00424
OG0001257	Syao.g_00414	Prad.g_00418
OG0001258	Syao.g_01561	Prad.g_00944
OG0001259	Syao.g_01645	Prad.g_00900
OG0001260	Syao.g_01623	Prad.g_00883
OG0001261	Syao.g_01814	Prad.g_00815
OG0001262	Syao.g_02213	Prad.g_01593
OG0001263	Syao.g_02541	Prad.g_01865
OG0001265	Syao.g_02574	Prad.g_01875
OG0001266	Syao.g_02465	Prad.g_01788
OG0001267	Syao.g_02063	Prad.g_01711
OG0001268	Syao.g_01871	Prad.g_01652
OG0001270	Syao.g_01733	Prad.g_00668
OG0001271	Syao.g_02685	Prad.g_00035
OG0001272	Syao.g_00120	Prad.g_00021
OG0001274	Syao.g_02401	Prad.g_01277
OG0001275	Syao.g_00806	Prad.g_00158
OG0001276	Syao.g_00450	Prad.g_00138
OG0001277	Syao.g_01334	Prad.g_00988
OG0001278	Syao.g_00265	Prad.g_01445
OG0001279	Syao.g_01528	Prad.g_01216
OG0001281	Syao.g_01454	Prad.g_00623
OG0001282	Syao.g_00037	Prad.g_00593
OG0001283	Syao.g_02335	Prad.g_00574
OG0001284	Syao.g_01587	Prad.g_00444
OG0001285	Syao.g_01010	Prad.g_00915
OG0001286	Syao.g_01835	Prad.g_00803
OG0001288	Syao.g_02187	Prad.g_01621
OG0001289	Syao.g_02649	Prad.g_01906
OG0001291	Syao.g_02551	Prad.g_01858
OG0001292	Syao.g_02111	Prad.g_01743
OG0001293	Syao.g_02091	Prad.g_01730
OG0001294	Syao.g_00948	Prad.g_00731
OG0001295	Syao.g_00878	Prad.g_00039
OG0001296	Syao.g_00163	Prad.g_00120
OG0001297	Syao.g_00159	Prad.g_00115
OG0001298	Syao.g_01043	Prad.g_01366
OG0001299	Syao.g_00942	Prad.g_01240
OG0001302	Syao.g_02711	Prad.g_01132
OG0001303	Syao.g_00649	Prad.g_00154
OG0001304	Syao.g_00466	Prad.g_01034
OG0001305	Syao.g_00382	Prad.g_01014
OG0001306	Syao.g_00141	Prad.g_01510
OG0001308	Syao.g_01500	Prad.g_00505
OG0001310	Syao.g_01681	Prad.g_00929
OG0001312	Syao.g_00635	Prad.g_00205
OG0001313	Syao.g_02692	Prad.g_01045
OG0001315	Syao.g_01853	Prad.g_01932
OG0001317	Syao.g_01701	Prad.g_01757
OG0001318	Syao.g_02099	Prad.g_01735
OG0001319	Syao.g_02075	Prad.g_01719
OG0001323	Syao.g_01392	Prad.g_00110
OG0001325	Syao.g_00487	Prad.g_01054
OG0001326	Syao.g_02293	Prad.g_00271
OG0001327	Syao.g_00953	Prad.g_01003
OG0001328	Syao.g_00198	Prad.g_00979
OG0001329	Syao.g_00876	Prad.g_00663
OG0001330	Syao.g_01444	Prad.g_00340
OG0001331	Syao.g_00042	Prad.g_00588
OG0001332	Syao.g_01244	Prad.g_00471
OG0001333	Syao.g_01649	Prad.g_00904
OG0001335	Syao.g_01913	Prad.g_00782
OG0001336	Syao.g_02336	Prad.g_01550
OG0001340	Syao.g_01892	Prad.g_01663
OG0001341	Syao.g_00602	Prad.g_01090
OG0001343	Syao.g_01235	Prad.g_00262
OG0001345	Syao.g_00179	Prad.g_01477
OG0001347	Syao.g_02725	Prad.g_01978
OG0001351	Syao.g_00060	Prad.g_00053
OG0001353	Syao.g_00439	Prad.g_01178
OG0001358	Syao.g_01343	Prad.g_01409
OG0001359	Syao.g_01234	Prad.g_00261
OG0001360	Syao.g_00177	Prad.g_00976
OG0001361	Syao.g_00182	Prad.g_01480
OG0001364	Syao.g_01969	Prad.g_00780
OG0001365	Syao.g_02441	Prad.g_01583
OG0001369	Syao.g_02668	Prad.g_01901
OG0001371	Syao.g_02638	Prad.g_01253
OG0001372	Syao.g_00368	Prad.g_01099
OG0001373	Syao.g_02291, Syao.g_02292	Prad.g_00272
OG0001374	Syao.g_02300	Prad.g_00264
OG0001375	Syao.g_01236	Prad.g_00263
OG0001376	Syao.g_00617	Prad.g_01009
OG0001377	Syao.g_00618	Prad.g_01008
OG0001378	Syao.g_01732	Prad.g_00634
OG0001379	Syao.g_01441	Prad.g_00364
OG0001380	Syao.g_00360	Prad.g_00606
OG0001382	Syao.g_00766	Prad.g_00403
OG0001385	Syao.g_02288	Prad.g_00275
OG0001386	Syao.g_02289	Prad.g_00274
OG0001387	Syao.g_02290	Prad.g_00273
OG0001388	Syao.g_02294	Prad.g_00270
OG0001389	Syao.g_02295	Prad.g_00269
OG0001390	Syao.g_02296	Prad.g_00268
OG0001391	Syao.g_02297	Prad.g_00267
OG0001392	Syao.g_02298	Prad.g_00266
OG0001393	Syao.g_02299	Prad.g_00265
OG0001394	Syao.g_00983	Prad.g_00230
OG0001395	Syao.g_00470	Prad.g_01032
OG0001396	Syao.g_02726	Prad.g_01977
OG0001399	Syao.g_01861	Prad.g_00862
OG0001401	Syao.g_00434	Prad.g_01046
OG0001403	Syao.g_02235	Prad.g_01956
OG0001405	Syao.g_01911	Prad.g_01665
OG0001406	Syao.g_00616	Prad.g_01010
OG0001407	Syao.g_00519	Prad.g_00997
OG0001408	Syao.g_01384	Prad.g_00992
OG0001412	Syao.g_02122	Prad.g_01979
OG0001415	Syao.g_00999	Prad.g_01760
OG0001416	Syao.g_01223	Prad.g_00048
OG0001417	Syao.g_00657	Prad.g_00037
OG0001418	Syao.g_00212	Prad.g_01258
OG0001419	Syao.g_00520	Prad.g_00996
OG0001420	Syao.g_01403	Prad.g_00643
OG0001422	Syao.g_00284	Prad.g_00397
OG0001423	Syao.g_00722	Prad.g_00546
OG0001425	Syao.g_02366	Prad.g_01573
OG0001429	Syao.g_00648	Prad.g_01135
OG0001432	Syao.g_01219	Prad.g_00431
OG0001434	Syao.g_00988	Prad.g_00225
OG0001437	Syao.g_00998	Prad.g_01761
OG0001438	Syao.g_02049	Prad.g_01698
OG0001439	Syao.g_02026	Prad.g_01684
OG0001441	Syao.g_01394	Prad.g_00108
OG0001442	Syao.g_00738	Prad.g_01081
OG0001447	Syao.g_02585	Prad.g_01867
OG0001449	Syao.g_01691	Prad.g_00702
OG0001452	Syao.g_02104	Prad.g_00257
OG0001453	Syao.g_00814	Prad.g_00164
OG0001454	Syao.g_01295	Prad.g_00983
OG0001456	Syao.g_00708	Prad.g_01519
OG0001457	Syao.g_00709	Prad.g_01518
OG0001458	Syao.g_00710	Prad.g_01517
OG0001459	Syao.g_00583	Prad.g_00323
OG0001462	Syao.g_02228	Prad.g_01952
OG0001467	Syao.g_01225	Prad.g_01124
OG0001468	Syao.g_00604	Prad.g_01005
OG0001471	Syao.g_02031	Prad.g_00428
OG0001473	Syao.g_00621	Prad.g_01613
OG0001474	Syao.g_01870	Prad.g_01651
OG0001479	Syao.g_01873	Prad.g_01654
OG0001486	Syao.g_00125	Prad.g_01498
OG0001487	Syao.g_00091	Prad.g_00573
OG0001492	Syao.g_00268	Prad.g_01448
OG0001493	Syao.g_00260	Prad.g_01440
OG0001495	Syao.g_01803	Prad.g_00857
OG0001502	Syao.g_00526	Prad.g_01115
OG0001507	Syao.g_00874	Prad.g_00368
OG0001520	Syao.g_01044	Prad.g_00710
OG0001522	Syao.g_00568	Prad.g_01179
OG0001525	Syao.g_00881	Prad.g_00412
OG0001526	Syao.g_02559	Prad.g_00376
OG0001546	Syao.g_01397	Prad.g_00105
OG0001547	Syao.g_00570	Prad.g_01117
OG0001553	Syao.g_01510	Prad.g_00518
OG0001554	Syao.g_00323	Prad.g_00422
OG0001557	Syao.g_00984	Prad.g_00229
OG0001558	Syao.g_02251	Prad.g_01042
OG0001566	Syao.g_01198	Prad.g_01250
OG0001567	Syao.g_00571	Prad.g_01116
OG0001568	Syao.g_00569	Prad.g_01118
OG0001570	Syao.g_00286	Prad.g_00646, Prad.g_01295
OG0001572	Syao.g_00721	Prad.g_00315
OG0001584	Syao.g_00746	Prad.g_00213
OG0001587	Syao.g_01693	Prad.g_00881
OG0001588	Syao.g_01998	Prad.g_01186
OG0001605	Syao.g_01284	Prad.g_00145
OG0001613	Syao.g_01854	Prad.g_00788
OG0001625	Syao.g_02097	Prad.g_01733
OG0001627	Syao.g_01698	Prad.g_01097
OG0001647	Syao.g_02073	Prad.g_01718
OG0001652	Syao.g_02253	Prad.g_01040
OG0001671	Syao.g_02387	Prad.g_01322
OG0001701	Syao.g_02561	Prad.g_00375
OG0001712	Syao.g_00712	Prad.g_00679
OG0001748	Syao.g_02389	Prad.g_01323
OG0001775	Syao.g_00655	Prad.g_00994
OG0001837	Syao.g_02388	Prad.g_01324
OG0001924	Syao.g_01347	Prad.g_01311
OG0001925	Syao.g_01348	Prad.g_01310
OG0001926	Syao.g_01349	Prad.g_01309
OG0001927	Syao.g_01350	Prad.g_01308
OG0001993	Syao.g_01345	Prad.g_01313
OG0001994	Syao.g_01346	Prad.g_01312
OG0002364	Syao.g_00647	Prad.g_01136
OG0002629	Syao.g_01267	Prad.g_01211, Prad.g_00953
OG0002699	Syao.g_02002	Prad.g_00551
