Orthogroup	Syao	Prbh
OG0001132	Syao.g_01221	Prbh.g_00827
OG0001133	Syao.g_01333	Prbh.g_00008
OG0001134	Syao.g_01428	Prbh.g_01868
OG0001135	Syao.g_01424	Prbh.g_01865
OG0001136	Syao.g_00126	Prbh.g_01286
OG0001137	Syao.g_00194	Prbh.g_01273
OG0001138	Syao.g_00227	Prbh.g_01252
OG0001139	Syao.g_00225	Prbh.g_01250
OG0001140	Syao.g_00224	Prbh.g_01249
OG0001141	Syao.g_00254	Prbh.g_01248
OG0001142	Syao.g_00253	Prbh.g_01247
OG0001143	Syao.g_00243	Prbh.g_01240
OG0001144	Syao.g_00276	Prbh.g_01235
OG0001145	Syao.g_01446	Prbh.g_01365
OG0001146	Syao.g_01455	Prbh.g_01377
OG0001147	Syao.g_00095	Prbh.g_00002
OG0001148	Syao.g_00038	Prbh.g_00011
OG0001149	Syao.g_00039	Prbh.g_00012
OG0001150	Syao.g_00040	Prbh.g_00013
OG0001151	Syao.g_02706	Prbh.g_00025
OG0001152	Syao.g_02707	Prbh.g_00026
OG0001153	Syao.g_00083	Prbh.g_00131
OG0001154	Syao.g_00084	Prbh.g_00132
OG0001155	Syao.g_01747	Prbh.g_00149
OG0001156	Syao.g_01744	Prbh.g_00152
OG0001157	Syao.g_01743	Prbh.g_00153
OG0001158	Syao.g_01742	Prbh.g_00154
OG0001159	Syao.g_01741	Prbh.g_00155
OG0001160	Syao.g_01579	Prbh.g_00181
OG0001161	Syao.g_02373	Prbh.g_01837
OG0001162	Syao.g_02650	Prbh.g_01824
OG0001163	Syao.g_01571	Prbh.g_01790
OG0001164	Syao.g_01564	Prbh.g_01787
OG0001165	Syao.g_01559	Prbh.g_01784
OG0001166	Syao.g_01673	Prbh.g_01763
OG0001167	Syao.g_01006	Prbh.g_01745
OG0001168	Syao.g_01648	Prbh.g_01743
OG0001169	Syao.g_01646	Prbh.g_01741
OG0001170	Syao.g_01644	Prbh.g_01739
OG0001171	Syao.g_01632	Prbh.g_01729
OG0001172	Syao.g_01914	Prbh.g_01714
OG0001173	Syao.g_01915	Prbh.g_01713
OG0001174	Syao.g_01923	Prbh.g_01705
OG0001175	Syao.g_01924	Prbh.g_01704
OG0001176	Syao.g_01799	Prbh.g_01696
OG0001177	Syao.g_01802	Prbh.g_01694
OG0001178	Syao.g_01541	Prbh.g_01777
OG0001179	Syao.g_01768	Prbh.g_01661
OG0001180	Syao.g_01833	Prbh.g_01638
OG0001181	Syao.g_01829	Prbh.g_01634
OG0001182	Syao.g_01820	Prbh.g_01626
OG0001183	Syao.g_01851	Prbh.g_01620
OG0001184	Syao.g_02264	Prbh.g_01602
OG0001185	Syao.g_02147	Prbh.g_01586
OG0001186	Syao.g_02173	Prbh.g_01562
OG0001187	Syao.g_02171	Prbh.g_01559
OG0001188	Syao.g_02169	Prbh.g_01557
OG0001189	Syao.g_02215	Prbh.g_01540
OG0001190	Syao.g_02436	Prbh.g_01535
OG0001191	Syao.g_02449	Prbh.g_01525
OG0001192	Syao.g_02367	Prbh.g_01520
OG0001193	Syao.g_02284	Prbh.g_01507
OG0001194	Syao.g_02285	Prbh.g_01506
OG0001195	Syao.g_02286	Prbh.g_01505
OG0001196	Syao.g_02341	Prbh.g_01488
OG0001197	Syao.g_02343	Prbh.g_01486
OG0001198	Syao.g_02158	Prbh.g_01479
OG0001199	Syao.g_02623	Prbh.g_00708
OG0001200	Syao.g_02625	Prbh.g_00706
OG0001201	Syao.g_02601	Prbh.g_00675
OG0001202	Syao.g_02461	Prbh.g_00583
OG0001203	Syao.g_00296, Syao.g_01705	Prbh.g_00542
OG0001204	Syao.g_02117	Prbh.g_00536
OG0001205	Syao.g_01620	Prbh.g_00387
OG0001206	Syao.g_02701, Syao.g_02702	Prbh.g_00366
OG0001207	Syao.g_00035	Prbh.g_00354
OG0001208	Syao.g_00026	Prbh.g_00349
OG0001209	Syao.g_01415	Prbh.g_00294
OG0001210	Syao.g_00882	Prbh.g_00290
OG0001211	Syao.g_00861	Prbh.g_00280
OG0001212	Syao.g_01001	Prbh.g_00234
OG0001213	Syao.g_01322	Prbh.g_01452
OG0001215	Syao.g_00700	Prbh.g_00925
OG0001216	Syao.g_00492	Prbh.g_00947
OG0001218	Syao.g_00092	Prbh.g_01339
OG0001219	Syao.g_00651	Prbh.g_01054
OG0001220	Syao.g_00393	Prbh.g_01009
OG0001221	Syao.g_01657	Prbh.g_00889
OG0001222	Syao.g_00687	Prbh.g_01131
OG0001223	Syao.g_00820	Prbh.g_01103
OG0001224	Syao.g_00427	Prbh.g_01035
OG0001226	Syao.g_02633	Prbh.g_01444
OG0001227	Syao.g_01047	Prbh.g_01331
OG0001228	Syao.g_02256	Prbh.g_01232
OG0001229	Syao.g_00220	Prbh.g_01872
OG0001230	Syao.g_01503	Prbh.g_00089
OG0001231	Syao.g_02254	Prbh.g_00410
OG0001232	Syao.g_01664	Prbh.g_01759
OG0001233	Syao.g_01643	Prbh.g_01738
OG0001234	Syao.g_02035	Prbh.g_01702
OG0001235	Syao.g_01863	Prbh.g_01698
OG0001236	Syao.g_02261	Prbh.g_01605
OG0001237	Syao.g_02265	Prbh.g_01601
OG0001238	Syao.g_02451	Prbh.g_01524
OG0001239	Syao.g_02620	Prbh.g_00711
OG0001240	Syao.g_02669	Prbh.g_00690
OG0001242	Syao.g_02576	Prbh.g_00662
OG0001243	Syao.g_02584	Prbh.g_00655
OG0001244	Syao.g_02477	Prbh.g_00640
OG0001245	Syao.g_00362	Prbh.g_01320
OG0001247	Syao.g_00390	Prbh.g_00918
OG0001249	Syao.g_01882	Prbh.g_00442
OG0001250	Syao.g_00556	Prbh.g_00995
OG0001251	Syao.g_00641	Prbh.g_00858
OG0001252	Syao.g_00507	Prbh.g_01040
OG0001253	Syao.g_01220	Prbh.g_01442
OG0001254	Syao.g_01426	Prbh.g_01866
OG0001255	Syao.g_00920	Prbh.g_01300
OG0001256	Syao.g_01572	Prbh.g_00188
OG0001258	Syao.g_01561	Prbh.g_01786
OG0001259	Syao.g_01645	Prbh.g_01740
OG0001261	Syao.g_01814	Prbh.g_01653
OG0001262	Syao.g_02213	Prbh.g_01542
OG0001263	Syao.g_02541	Prbh.g_00653
OG0001265	Syao.g_02574	Prbh.g_00663
OG0001266	Syao.g_02465	Prbh.g_00579
OG0001267	Syao.g_02063	Prbh.g_00499
OG0001268	Syao.g_01871	Prbh.g_00433
OG0001270	Syao.g_01733	Prbh.g_00398
OG0001271	Syao.g_02685	Prbh.g_00359
OG0001272	Syao.g_00120	Prbh.g_00345
OG0001274	Syao.g_02401	Prbh.g_00556
OG0001275	Syao.g_00806	Prbh.g_01112
OG0001276	Syao.g_00450	Prbh.g_01123
OG0001278	Syao.g_00265	Prbh.g_01228
OG0001279	Syao.g_01528	Prbh.g_01396
OG0001281	Syao.g_01454	Prbh.g_01378
OG0001282	Syao.g_00037	Prbh.g_00010
OG0001283	Syao.g_02335	Prbh.g_01492
OG0001284	Syao.g_01587	Prbh.g_00175
OG0001285	Syao.g_01010	Prbh.g_01756
OG0001286	Syao.g_01835	Prbh.g_01640
OG0001288	Syao.g_02187	Prbh.g_01569
OG0001289	Syao.g_02649	Prbh.g_00696
OG0001291	Syao.g_02551	Prbh.g_00645
OG0001292	Syao.g_02111	Prbh.g_00531
OG0001293	Syao.g_02091	Prbh.g_00518
OG0001296	Syao.g_00163	Prbh.g_00321
OG0001297	Syao.g_00159	Prbh.g_00316
OG0001298	Syao.g_01043	Prbh.g_00252
OG0001299	Syao.g_00942	Prbh.g_01186
OG0001302	Syao.g_02711	Prbh.g_01051
OG0001304	Syao.g_00466	Prbh.g_01136
OG0001305	Syao.g_00382	Prbh.g_01027
OG0001306	Syao.g_00141	Prbh.g_01298
OG0001308	Syao.g_01500	Prbh.g_00109
OG0001310	Syao.g_01681	Prbh.g_01769
OG0001311	Syao.g_00452	Prbh.g_01125
OG0001312	Syao.g_00635	Prbh.g_01063
OG0001315	Syao.g_01853	Prbh.g_01861
OG0001317	Syao.g_01701	Prbh.g_00546
OG0001318	Syao.g_02099	Prbh.g_00522
OG0001319	Syao.g_02075	Prbh.g_00506
OG0001323	Syao.g_01392	Prbh.g_00310
OG0001325	Syao.g_00487	Prbh.g_01168
OG0001327	Syao.g_00953	Prbh.g_00867
OG0001328	Syao.g_00198	Prbh.g_01357
OG0001329	Syao.g_00876	Prbh.g_01816
OG0001330	Syao.g_01444	Prbh.g_00201
OG0001331	Syao.g_00042	Prbh.g_00015
OG0001332	Syao.g_01244	Prbh.g_00146
OG0001333	Syao.g_01649	Prbh.g_01744
OG0001335	Syao.g_01913	Prbh.g_01616
OG0001336	Syao.g_02336	Prbh.g_01491
OG0001337	Syao.g_01884, Syao.g_01893	Prbh.g_00447
OG0001338	Syao.g_01890	Prbh.g_00444
OG0001340	Syao.g_01892	Prbh.g_00446
OG0001341	Syao.g_00602	Prbh.g_01881
OG0001343	Syao.g_01235	Prbh.g_00855
OG0001351	Syao.g_00060	Prbh.g_00373
OG0001353	Syao.g_00439	Prbh.g_00985
OG0001354	Syao.g_00833	Prbh.g_01096
OG0001357	Syao.g_00369	Prbh.g_01350
OG0001358	Syao.g_01343	Prbh.g_01463
OG0001359	Syao.g_01234	Prbh.g_00856
OG0001361	Syao.g_00182	Prbh.g_01264
OG0001364	Syao.g_01969	Prbh.g_01614
OG0001365	Syao.g_02441	Prbh.g_01531
OG0001368	Syao.g_02118	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768
OG0001369	Syao.g_02668	Prbh.g_00691
OG0001371	Syao.g_02638	Prbh.g_00913
OG0001372	Syao.g_00368	Prbh.g_01897
OG0001375	Syao.g_01236	Prbh.g_00854
OG0001379	Syao.g_01441	Prbh.g_01367
OG0001380	Syao.g_00360	Prbh.g_01341
OG0001382	Syao.g_00766	Prbh.g_01343
OG0001394	Syao.g_00983	Prbh.g_00893
OG0001398	Syao.g_02641	Prbh.g_01399
OG0001401	Syao.g_00434	Prbh.g_00990
OG0001402	Syao.g_01338	Prbh.g_01458
OG0001403	Syao.g_02235	Prbh.g_00750
OG0001405	Syao.g_01911	Prbh.g_00453
OG0001407	Syao.g_00519	Prbh.g_01345
OG0001411	Syao.g_01079, Syao.g_02007	Prbh.g_00721
OG0001415	Syao.g_00999	Prbh.g_00549
OG0001418	Syao.g_00212	Prbh.g_00919
OG0001423	Syao.g_00722	Prbh.g_01940
OG0001425	Syao.g_02366	Prbh.g_01521
OG0001429	Syao.g_00648	Prbh.g_01055
OG0001435	Syao.g_00961	Prbh.g_00874
OG0001437	Syao.g_00998	Prbh.g_00550
OG0001441	Syao.g_01394	Prbh.g_00308
OG0001443	Syao.g_02369	Prbh.g_01871
OG0001453	Syao.g_00814	Prbh.g_01927
OG0001460	Syao.g_00299	Prbh.g_01791
OG0001461	Syao.g_00788	Prbh.g_01839
OG0001467	Syao.g_01225	Prbh.g_00007
OG0001468	Syao.g_00604	Prbh.g_00846
OG0001476	Syao.g_00691, Syao.g_02609, Syao.g_00324	Prbh.g_01275
OG0001477	Syao.g_00408	Prbh.g_01893
OG0001486	Syao.g_00125	Prbh.g_01285
OG0001487	Syao.g_00091	Prbh.g_00139
OG0001488	Syao.g_00190	Prbh.g_01269
OG0001489	Syao.g_01823	Prbh.g_01629
OG0001495	Syao.g_01803	Prbh.g_01693
OG0001496	Syao.g_00410	Prbh.g_01895
OG0001497	Syao.g_00409	Prbh.g_01894
OG0001498	Syao.g_01717	Prbh.g_00414
OG0001505	Syao.g_01138	Prbh.g_00063
OG0001510	Syao.g_01944	Prbh.g_01575
OG0001511	Syao.g_02593	Prbh.g_00671
OG0001512	Syao.g_01707	Prbh.g_01335
OG0001514	Syao.g_00411	Prbh.g_01896
OG0001515	Syao.g_00626	Prbh.g_00927
OG0001516	Syao.g_00939	Prbh.g_01189
OG0001517	Syao.g_01876	Prbh.g_00438
OG0001518	Syao.g_02365	Prbh.g_01522
OG0001519	Syao.g_02371	Prbh.g_01517
OG0001522	Syao.g_00568	Prbh.g_00986
OG0001526	Syao.g_02559	Prbh.g_00726
OG0001527	Syao.g_00846	Prbh.g_00266
OG0001529	Syao.g_02222	Prbh.g_00742
OG0001530	Syao.g_02591	Prbh.g_00672
OG0001532	Syao.g_00226	Prbh.g_01251
OG0001534	Syao.g_00467	Prbh.g_01137
OG0001535	Syao.g_00448	Prbh.g_01122
OG0001536	Syao.g_00679	Prbh.g_01082
OG0001537	Syao.g_00977	Prbh.g_00890
OG0001538	Syao.g_00761	Prbh.g_00958
OG0001539	Syao.g_00956	Prbh.g_00869
OG0001540	Syao.g_02543	Prbh.g_00651
OG0001541	Syao.g_02518	Prbh.g_00603
OG0001542	Syao.g_02527	Prbh.g_00597
OG0001543	Syao.g_02382	Prbh.g_01876
OG0001544	Syao.g_02370	Prbh.g_01518
OG0001545	Syao.g_02312	Prbh.g_01502
OG0001557	Syao.g_00984	Prbh.g_00894
OG0001559	Syao.g_02590	Prbh.g_00673
OG0001560	Syao.g_02595	Prbh.g_00683
OG0001561	Syao.g_00454	Prbh.g_01127
OG0001563	Syao.g_01841	Prbh.g_01645
OG0001566	Syao.g_01198	Prbh.g_00910
OG0001574	Syao.g_00848	Prbh.g_00268
OG0001575	Syao.g_00843	Prbh.g_00263
OG0001576	Syao.g_01474	Prbh.g_01386
OG0001579	Syao.g_01907	Prbh.g_00449
OG0001580	Syao.g_02425	Prbh.g_00735
OG0001584	Syao.g_00746	Prbh.g_01175
OG0001587	Syao.g_01693	Prbh.g_01722
OG0001589	Syao.g_01639, Syao.g_01640	Prbh.g_01736
OG0001591	Syao.g_00950	Prbh.g_00906
OG0001592	Syao.g_02426	Prbh.g_00736
OG0001613	Syao.g_01854	Prbh.g_01622
OG0001614	Syao.g_02144	Prbh.g_01587
OG0001616	Syao.g_00174	Prbh.g_01259
OG0001617	Syao.g_01201	Prbh.g_00931
OG0001619	Syao.g_00690	Prbh.g_01072
OG0001620	Syao.g_01864	Prbh.g_00429
OG0001621	Syao.g_02103	Prbh.g_00526
OG0001622	Syao.g_02334	Prbh.g_01493
OG0001634	Syao.g_00945	Prbh.g_01183
OG0001636	Syao.g_02229	Prbh.g_00747
OG0001638	Syao.g_01684	Prbh.g_01771
OG0001640	Syao.g_00502	Prbh.g_01043
OG0001641	Syao.g_00816	Prbh.g_01105
OG0001642	Syao.g_00233	Prbh.g_01007
OG0001643	Syao.g_00899	Prbh.g_01214
OG0001644	Syao.g_00474	Prbh.g_01158
OG0001656	Syao.g_01908	Prbh.g_00450
OG0001658	Syao.g_02435	Prbh.g_00740
OG0001659	Syao.g_00020	Prbh.g_01407
OG0001676	Syao.g_01895	Prbh.g_00448
OG0001678	Syao.g_01938	Prbh.g_01715
OG0001679	Syao.g_02566, Syao.g_02565	Prbh.g_00443
OG0001691	Syao.g_00729	Prbh.g_01045
OG0001693	Syao.g_00389	Prbh.g_00805
OG0001701	Syao.g_02561	Prbh.g_00725
OG0001717	Syao.g_02505	Prbh.g_00822
OG0001731	Syao.g_01603	Prbh.g_00161
OG0001762	Syao.g_00809	Prbh.g_01110
OG0001764	Syao.g_00565	Prbh.g_01152
OG0001771	Syao.g_01406	Prbh.g_01843
OG0001782	Syao.g_01965	Prbh.g_01917
OG0001955	Syao.g_00609	Prbh.g_01873
OG0001956	Syao.g_01376	Prbh.g_01014
OG0001974	Syao.g_00320	Prbh.g_00407
OG0002003	Syao.g_01337	Prbh.g_00832
OG0002019	Syao.g_02146	Prbh.g_01950
OG0002122	Syao.g_01336	Prbh.g_00831
OG0002246	Syao.g_00422, Syao.g_01724	Prbh.g_01831
OG0002347	Syao.g_01659	Prbh.g_01753
OG0002348	Syao.g_01224	Prbh.g_01887
OG0002389	Syao.g_01819	Prbh.g_01625
OG0002397	Syao.g_01162	Prbh.g_00812
OG0002486	Syao.g_01966	Prbh.g_01916
OG0002559	Syao.g_01196	Prbh.g_01428
OG0002582	Syao.g_02270	Prbh.g_01922
OG0002664	Syao.g_01307	Prbh.g_01944
OG0002729	Syao.g_01467	Prbh.g_00198
OG0002778	Syao.g_01967	Prbh.g_01915
OG0002821	Syao.g_02562	Prbh.g_00724
OG0002822	Syao.g_02560	Prbh.g_00723
OG0003027	Syao.g_01992	Prbh.g_01919
OG0003808	Syao.g_01128, Syao.g_01988	Prbh.g_00061
OG0004649	Syao.g_01985	Prbh.g_00776
