Orthogroup	Syao	Pram
OG0001177	Syao.g_01802	Pram.g_01720
OG0001178	Syao.g_01541	Pram.g_01637
OG0001179	Syao.g_01768	Pram.g_01753
OG0001180	Syao.g_01833	Pram.g_01776
OG0001181	Syao.g_01829	Pram.g_01780
OG0001182	Syao.g_01820	Pram.g_01788
OG0001183	Syao.g_01851	Pram.g_01794
OG0001184	Syao.g_02264	Pram.g_01812
OG0001185	Syao.g_02147	Pram.g_01828
OG0001186	Syao.g_02173	Pram.g_01852
OG0001187	Syao.g_02171	Pram.g_01855
OG0001188	Syao.g_02169	Pram.g_01857
OG0001189	Syao.g_02215	Pram.g_01874
OG0001190	Syao.g_02436	Pram.g_01879
OG0001191	Syao.g_02449	Pram.g_01889
OG0001192	Syao.g_02367	Pram.g_01894
OG0001193	Syao.g_02284	Pram.g_01907
OG0001194	Syao.g_02285	Pram.g_01908
OG0001195	Syao.g_02286	Pram.g_01909
OG0001196	Syao.g_02341	Pram.g_01926
OG0001197	Syao.g_02343	Pram.g_01928
OG0001198	Syao.g_02158	Pram.g_01935
OG0001199	Syao.g_02623	Pram.g_00059
OG0001200	Syao.g_02625	Pram.g_00061
OG0001201	Syao.g_02601	Pram.g_00092
OG0001202	Syao.g_02461	Pram.g_00184
OG0001203	Syao.g_00296, Syao.g_01705	Pram.g_00225
OG0001204	Syao.g_02117	Pram.g_00231
OG0001205	Syao.g_01620	Pram.g_00380
OG0001206	Syao.g_02701, Syao.g_02702	Pram.g_00401
OG0001207	Syao.g_00035	Pram.g_00413
OG0001208	Syao.g_00026	Pram.g_00418
OG0001209	Syao.g_01415	Pram.g_00473
OG0001210	Syao.g_00882	Pram.g_00477
OG0001211	Syao.g_00861	Pram.g_00487
OG0001212	Syao.g_01001	Pram.g_00533
OG0001213	Syao.g_01322	Pram.g_00569
OG0001215	Syao.g_00700	Pram.g_00781
OG0001216	Syao.g_00492	Pram.g_00803
OG0001218	Syao.g_00092	Pram.g_01196
OG0001219	Syao.g_00651	Pram.g_00911
OG0001220	Syao.g_00393	Pram.g_00865
OG0001221	Syao.g_01657	Pram.g_00745
OG0001222	Syao.g_00687	Pram.g_00988
OG0001223	Syao.g_00820	Pram.g_00960
OG0001224	Syao.g_00427	Pram.g_00892
OG0001226	Syao.g_02633	Pram.g_00577
OG0001227	Syao.g_01047	Pram.g_01188
OG0001228	Syao.g_02256	Pram.g_01089
OG0001229	Syao.g_00220	Pram.g_01542
OG0001230	Syao.g_01503	Pram.g_01388
OG0001231	Syao.g_02254	Pram.g_00357
OG0001232	Syao.g_01664	Pram.g_01655
OG0001233	Syao.g_01643	Pram.g_01676
OG0001234	Syao.g_02035	Pram.g_01712
OG0001235	Syao.g_01863	Pram.g_01716
OG0001236	Syao.g_02261	Pram.g_01809
OG0001237	Syao.g_02265	Pram.g_01813
OG0001238	Syao.g_02451	Pram.g_01890
OG0001239	Syao.g_02620	Pram.g_00056
OG0001240	Syao.g_02669	Pram.g_00077
OG0001242	Syao.g_02576	Pram.g_00105
OG0001243	Syao.g_02584	Pram.g_00112
OG0001244	Syao.g_02477	Pram.g_00127
OG0001245	Syao.g_00362	Pram.g_01177
OG0001247	Syao.g_00390	Pram.g_00774
OG0001249	Syao.g_01882	Pram.g_00325
OG0001250	Syao.g_00556	Pram.g_00851
OG0001251	Syao.g_00641	Pram.g_00714
OG0001252	Syao.g_00507	Pram.g_00897
OG0001253	Syao.g_01220	Pram.g_00579
OG0001254	Syao.g_01426	Pram.g_01548
OG0001255	Syao.g_00920	Pram.g_01157
OG0001256	Syao.g_01572	Pram.g_01289
OG0001258	Syao.g_01561	Pram.g_01628
OG0001259	Syao.g_01645	Pram.g_01674
OG0001261	Syao.g_01814	Pram.g_01761
OG0001262	Syao.g_02213	Pram.g_01872
OG0001263	Syao.g_02541	Pram.g_00114
OG0001265	Syao.g_02574	Pram.g_00104
OG0001266	Syao.g_02465	Pram.g_00188
OG0001267	Syao.g_02063	Pram.g_00268
OG0001268	Syao.g_01871	Pram.g_00334
OG0001270	Syao.g_01733	Pram.g_00369
OG0001271	Syao.g_02685	Pram.g_00408
OG0001272	Syao.g_00120	Pram.g_00422
OG0001274	Syao.g_02401	Pram.g_00211
OG0001275	Syao.g_00806	Pram.g_00969
OG0001276	Syao.g_00450	Pram.g_00980
OG0001278	Syao.g_00265	Pram.g_01085
OG0001279	Syao.g_01528	Pram.g_01253
OG0001281	Syao.g_01454	Pram.g_01235
OG0001282	Syao.g_00037	Pram.g_01467
OG0001283	Syao.g_02335	Pram.g_01922
OG0001284	Syao.g_01587	Pram.g_01302
OG0001285	Syao.g_01010	Pram.g_01658
OG0001286	Syao.g_01835	Pram.g_01774
OG0001288	Syao.g_02187	Pram.g_01845
OG0001289	Syao.g_02649	Pram.g_00071
OG0001291	Syao.g_02551	Pram.g_00122
OG0001292	Syao.g_02111	Pram.g_00236
OG0001293	Syao.g_02091	Pram.g_00249
OG0001296	Syao.g_00163	Pram.g_00446
OG0001297	Syao.g_00159	Pram.g_00451
OG0001298	Syao.g_01043	Pram.g_00515
OG0001299	Syao.g_00942	Pram.g_01043
OG0001302	Syao.g_02711	Pram.g_00908
OG0001304	Syao.g_00466	Pram.g_00993
OG0001305	Syao.g_00382	Pram.g_00884
OG0001306	Syao.g_00141	Pram.g_01155
OG0001308	Syao.g_01500	Pram.g_01368
OG0001310	Syao.g_01681	Pram.g_01645
OG0001311	Syao.g_00452	Pram.g_00982
OG0001312	Syao.g_00635	Pram.g_00920
OG0001315	Syao.g_01853	Pram.g_01553
OG0001317	Syao.g_01701	Pram.g_00221
OG0001318	Syao.g_02099	Pram.g_00245
OG0001319	Syao.g_02075	Pram.g_00261
OG0001323	Syao.g_01392	Pram.g_00457
OG0001325	Syao.g_00487	Pram.g_01025
OG0001327	Syao.g_00953	Pram.g_00723
OG0001328	Syao.g_00198	Pram.g_01214
OG0001329	Syao.g_00876	Pram.g_01598
OG0001330	Syao.g_01444	Pram.g_01276
OG0001331	Syao.g_00042	Pram.g_01462
OG0001332	Syao.g_01244	Pram.g_01331
OG0001333	Syao.g_01649	Pram.g_01670
OG0001335	Syao.g_01913	Pram.g_01798
OG0001336	Syao.g_02336	Pram.g_01923
OG0001337	Syao.g_01884, Syao.g_01893	Pram.g_00320
OG0001338	Syao.g_01890	Pram.g_00323
OG0001340	Syao.g_01892	Pram.g_00321
OG0001341	Syao.g_00602	Pram.g_01533
OG0001343	Syao.g_01235	Pram.g_00711
OG0001351	Syao.g_00060	Pram.g_00394
OG0001353	Syao.g_00439	Pram.g_00841
OG0001354	Syao.g_00833	Pram.g_00953
OG0001357	Syao.g_00369	Pram.g_01207
OG0001358	Syao.g_01343	Pram.g_00558
OG0001359	Syao.g_01234	Pram.g_00712
OG0001361	Syao.g_00182	Pram.g_01121
OG0001364	Syao.g_01969	Pram.g_01800
OG0001365	Syao.g_02441	Pram.g_01883
OG0001368	Syao.g_02118	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001369	Syao.g_02668	Pram.g_00076
OG0001371	Syao.g_02638	Pram.g_00769
OG0001372	Syao.g_00368	Pram.g_01517
OG0001375	Syao.g_01236	Pram.g_00710
OG0001379	Syao.g_01441	Pram.g_01224
OG0001380	Syao.g_00360	Pram.g_01198
OG0001382	Syao.g_00766	Pram.g_01200
OG0001394	Syao.g_00983	Pram.g_00749
OG0001398	Syao.g_02641	Pram.g_01256
OG0001401	Syao.g_00434	Pram.g_00846
OG0001402	Syao.g_01338	Pram.g_00563
OG0001403	Syao.g_02235	Pram.g_00017
OG0001405	Syao.g_01911	Pram.g_00314
OG0001407	Syao.g_00519	Pram.g_01202
OG0001411	Syao.g_01079, Syao.g_02007	Pram.g_00046
OG0001415	Syao.g_00999	Pram.g_00218
OG0001418	Syao.g_00212	Pram.g_00775
OG0001423	Syao.g_00722	Pram.g_00613
OG0001425	Syao.g_02366	Pram.g_01893
OG0001429	Syao.g_00648	Pram.g_00912
OG0001435	Syao.g_00961	Pram.g_00730
OG0001437	Syao.g_00998	Pram.g_00217
OG0001441	Syao.g_01394	Pram.g_00459
OG0001443	Syao.g_02369	Pram.g_01543
OG0001453	Syao.g_00814	Pram.g_01487
OG0001460	Syao.g_00299	Pram.g_01623
OG0001461	Syao.g_00788	Pram.g_01575
OG0001467	Syao.g_01225	Pram.g_01470
OG0001468	Syao.g_00604	Pram.g_00702
OG0001476	Syao.g_00691, Syao.g_02609, Syao.g_00324	Pram.g_01132
OG0001477	Syao.g_00408	Pram.g_01521
OG0001486	Syao.g_00125	Pram.g_01142
OG0001487	Syao.g_00091	Pram.g_01338
OG0001488	Syao.g_00190	Pram.g_01126
OG0001489	Syao.g_01823	Pram.g_01785
OG0001495	Syao.g_01803	Pram.g_01721
OG0001496	Syao.g_00410	Pram.g_01519
OG0001497	Syao.g_00409	Pram.g_01520
OG0001498	Syao.g_01717	Pram.g_00353
OG0001505	Syao.g_01138	Pram.g_01414
OG0001510	Syao.g_01944	Pram.g_01839
OG0001511	Syao.g_02593	Pram.g_00096
OG0001512	Syao.g_01707	Pram.g_01192
OG0001514	Syao.g_00411	Pram.g_01518
OG0001515	Syao.g_00626	Pram.g_00783
OG0001516	Syao.g_00939	Pram.g_01046
OG0001517	Syao.g_01876	Pram.g_00329
OG0001518	Syao.g_02365	Pram.g_01892
OG0001519	Syao.g_02371	Pram.g_01897
OG0001522	Syao.g_00568	Pram.g_00842
OG0001526	Syao.g_02559	Pram.g_00041
OG0001527	Syao.g_00846	Pram.g_00501
OG0001529	Syao.g_02222	Pram.g_00025
OG0001530	Syao.g_02591	Pram.g_00095
OG0001532	Syao.g_00226	Pram.g_01108
OG0001534	Syao.g_00467	Pram.g_00994
OG0001535	Syao.g_00448	Pram.g_00979
OG0001536	Syao.g_00679	Pram.g_00939
OG0001537	Syao.g_00977	Pram.g_00746
OG0001538	Syao.g_00761	Pram.g_00814
OG0001539	Syao.g_00956	Pram.g_00725
OG0001540	Syao.g_02543	Pram.g_00116
OG0001541	Syao.g_02518	Pram.g_00164
OG0001542	Syao.g_02527	Pram.g_00170
OG0001543	Syao.g_02382	Pram.g_01538
OG0001544	Syao.g_02370	Pram.g_01896
OG0001545	Syao.g_02312	Pram.g_01912
OG0001557	Syao.g_00984	Pram.g_00750
OG0001559	Syao.g_02590	Pram.g_00094
OG0001560	Syao.g_02595	Pram.g_00084
OG0001561	Syao.g_00454	Pram.g_00984
OG0001563	Syao.g_01841	Pram.g_01769
OG0001566	Syao.g_01198	Pram.g_00766
OG0001574	Syao.g_00848	Pram.g_00499
OG0001575	Syao.g_00843	Pram.g_00504
OG0001576	Syao.g_01474	Pram.g_01243
OG0001579	Syao.g_01907	Pram.g_00318
OG0001580	Syao.g_02425	Pram.g_00032
OG0001584	Syao.g_00746	Pram.g_01032
OG0001587	Syao.g_01693	Pram.g_01692
OG0001589	Syao.g_01639, Syao.g_01640	Pram.g_01678
OG0001591	Syao.g_00950	Pram.g_00762
OG0001592	Syao.g_02426	Pram.g_00031
OG0001613	Syao.g_01854	Pram.g_01792
OG0001614	Syao.g_02144	Pram.g_01827
OG0001616	Syao.g_00174	Pram.g_01116
OG0001617	Syao.g_01201	Pram.g_00787
OG0001619	Syao.g_00690	Pram.g_00929
OG0001620	Syao.g_01864	Pram.g_00338
OG0001621	Syao.g_02103	Pram.g_00241
OG0001622	Syao.g_02334	Pram.g_01921
OG0001634	Syao.g_00945	Pram.g_01040
OG0001636	Syao.g_02229	Pram.g_00020
OG0001638	Syao.g_01684	Pram.g_01643
OG0001640	Syao.g_00502	Pram.g_00900
OG0001641	Syao.g_00816	Pram.g_00962
OG0001642	Syao.g_00233	Pram.g_00863
OG0001643	Syao.g_00899	Pram.g_01071
OG0001644	Syao.g_00474	Pram.g_01015
OG0001656	Syao.g_01908	Pram.g_00317
OG0001658	Syao.g_02435	Pram.g_00027
OG0001659	Syao.g_00020	Pram.g_01264
OG0001676	Syao.g_01895	Pram.g_00319
OG0001678	Syao.g_01938	Pram.g_01699
OG0001679	Syao.g_02566, Syao.g_02565	Pram.g_00324
OG0001691	Syao.g_00729	Pram.g_00902
OG0001693	Syao.g_00389	Pram.g_00661
OG0001701	Syao.g_02561	Pram.g_00042
OG0001717	Syao.g_02505	Pram.g_00678
OG0001731	Syao.g_01603	Pram.g_01316
OG0001762	Syao.g_00809	Pram.g_00967
OG0001764	Syao.g_00565	Pram.g_01009
OG0001771	Syao.g_01406	Pram.g_01571
OG0001782	Syao.g_01965	Pram.g_01497
OG0001955	Syao.g_00609	Pram.g_01541
OG0001956	Syao.g_01376	Pram.g_00871
OG0001974	Syao.g_00320	Pram.g_00360
OG0002003	Syao.g_01337	Pram.g_00688
OG0002019	Syao.g_02146	Pram.g_01951
OG0002122	Syao.g_01336	Pram.g_00687
OG0002246	Syao.g_00422, Syao.g_01724	Pram.g_01583
OG0002347	Syao.g_01659	Pram.g_01661
OG0002348	Syao.g_01224	Pram.g_01527
OG0002389	Syao.g_01819	Pram.g_01789
OG0002397	Syao.g_01162	Pram.g_00668
OG0002486	Syao.g_01966	Pram.g_01498
OG0002559	Syao.g_01196	Pram.g_00592
OG0002582	Syao.g_02270	Pram.g_01492
OG0002664	Syao.g_01307	Pram.g_00617
OG0002729	Syao.g_01467	Pram.g_01279
OG0002778	Syao.g_01967	Pram.g_01499
OG0002821	Syao.g_02562	Pram.g_00043
OG0002822	Syao.g_02560	Pram.g_00044
OG0003027	Syao.g_01992	Pram.g_01495
OG0003808	Syao.g_01128, Syao.g_01988	Pram.g_01416
OG0004649	Syao.g_01985	Pram.g_00632
