Orthogroup	Syao	Prbg
OG0001129	Syao.g_00510	Prbg.g_01241
OG0001130	Syao.g_00511	Prbg.g_01240
OG0001131	Syao.g_01387	Prbg.g_00141
OG0001132	Syao.g_01221	Prbg.g_00022
OG0001133	Syao.g_01333	Prbg.g_00528
OG0001134	Syao.g_01428	Prbg.g_00749
OG0001135	Syao.g_01424	Prbg.g_00752
OG0001136	Syao.g_00126	Prbg.g_01489
OG0001137	Syao.g_00194	Prbg.g_01477
OG0001138	Syao.g_00227	Prbg.g_01456
OG0001139	Syao.g_00225	Prbg.g_01454
OG0001140	Syao.g_00224	Prbg.g_01453
OG0001141	Syao.g_00254	Prbg.g_01452
OG0001142	Syao.g_00253	Prbg.g_01451
OG0001143	Syao.g_00243	Prbg.g_01444
OG0001144	Syao.g_00276	Prbg.g_01439
OG0001145	Syao.g_01446	Prbg.g_00469
OG0001146	Syao.g_01455	Prbg.g_00481
OG0001147	Syao.g_00095	Prbg.g_00501
OG0001148	Syao.g_00038	Prbg.g_00531
OG0001149	Syao.g_00039	Prbg.g_00532
OG0001150	Syao.g_00040	Prbg.g_00533
OG0001151	Syao.g_02706	Prbg.g_00544
OG0001152	Syao.g_02707	Prbg.g_00545
OG0001153	Syao.g_00083	Prbg.g_00623
OG0001154	Syao.g_00084	Prbg.g_00624
OG0001155	Syao.g_01747	Prbg.g_00641
OG0001156	Syao.g_01744	Prbg.g_00644
OG0001157	Syao.g_01743	Prbg.g_00645
OG0001158	Syao.g_01742	Prbg.g_00646
OG0001159	Syao.g_01741	Prbg.g_00647
OG0001160	Syao.g_01579	Prbg.g_00673
OG0001161	Syao.g_02373	Prbg.g_01593
OG0001162	Syao.g_02650	Prbg.g_00726
OG0001163	Syao.g_01571	Prbg.g_01641
OG0001164	Syao.g_01564	Prbg.g_01645
OG0001165	Syao.g_01559	Prbg.g_01648
OG0001166	Syao.g_01673	Prbg.g_01669
OG0001167	Syao.g_01006	Prbg.g_01686
OG0001168	Syao.g_01648	Prbg.g_01688
OG0001169	Syao.g_01646	Prbg.g_01690
OG0001170	Syao.g_01644	Prbg.g_01692
OG0001171	Syao.g_01632	Prbg.g_01702
OG0001172	Syao.g_01914	Prbg.g_01718
OG0001173	Syao.g_01915	Prbg.g_01719
OG0001174	Syao.g_01923	Prbg.g_01727
OG0001175	Syao.g_01924	Prbg.g_01728
OG0001176	Syao.g_01799	Prbg.g_01736
OG0001177	Syao.g_01802	Prbg.g_01738
OG0001178	Syao.g_01541	Prbg.g_01655
OG0001179	Syao.g_01768	Prbg.g_01768
OG0001180	Syao.g_01833	Prbg.g_01791
OG0001181	Syao.g_01829	Prbg.g_01795
OG0001182	Syao.g_01820	Prbg.g_01803
OG0001183	Syao.g_01851	Prbg.g_01808
OG0001184	Syao.g_02264	Prbg.g_01826
OG0001185	Syao.g_02147	Prbg.g_01842
OG0001186	Syao.g_02173	Prbg.g_01866
OG0001187	Syao.g_02171	Prbg.g_01869
OG0001188	Syao.g_02169	Prbg.g_01871
OG0001189	Syao.g_02215	Prbg.g_01888
OG0001190	Syao.g_02436	Prbg.g_01893
OG0001191	Syao.g_02449	Prbg.g_01903
OG0001192	Syao.g_02367	Prbg.g_01908
OG0001193	Syao.g_02284	Prbg.g_01920
OG0001194	Syao.g_02285	Prbg.g_01921
OG0001195	Syao.g_02286	Prbg.g_01922
OG0001196	Syao.g_02341	Prbg.g_01938
OG0001197	Syao.g_02343	Prbg.g_01940
OG0001198	Syao.g_02158	Prbg.g_00764
OG0001199	Syao.g_02623	Prbg.g_00795
OG0001200	Syao.g_02625	Prbg.g_00793
OG0001201	Syao.g_02601	Prbg.g_00880
OG0001202	Syao.g_02461	Prbg.g_00978
OG0001203	Syao.g_00296, Syao.g_01705	Prbg.g_01020
OG0001204	Syao.g_02117	Prbg.g_01026
OG0001205	Syao.g_01620	Prbg.g_00165
OG0001206	Syao.g_02701, Syao.g_02702	Prbg.g_00185
OG0001207	Syao.g_00035	Prbg.g_00196
OG0001208	Syao.g_00026	Prbg.g_00201
OG0001209	Syao.g_01415	Prbg.g_00252
OG0001210	Syao.g_00882	Prbg.g_00257
OG0001211	Syao.g_00861	Prbg.g_00268
OG0001212	Syao.g_01001	Prbg.g_00315
OG0001213	Syao.g_01322	Prbg.g_00350
OG0001214	Syao.g_00896	Prbg.g_01420
OG0001215	Syao.g_00700	Prbg.g_01132
OG0001216	Syao.g_00492	Prbg.g_01153
OG0001218	Syao.g_00092	Prbg.g_01549
OG0001219	Syao.g_00651	Prbg.g_01258
OG0001220	Syao.g_00393	Prbg.g_01215
OG0001221	Syao.g_01657	Prbg.g_01095
OG0001222	Syao.g_00687	Prbg.g_01337
OG0001223	Syao.g_00820	Prbg.g_01305
OG0001224	Syao.g_00427	Prbg.g_01238
OG0001226	Syao.g_02633	Prbg.g_00358
OG0001227	Syao.g_01047	Prbg.g_01534
OG0001228	Syao.g_02256	Prbg.g_01436
OG0001229	Syao.g_00220	Prbg.g_01548
OG0001230	Syao.g_01503	Prbg.g_00584
OG0001231	Syao.g_02254	Prbg.g_00142
OG0001232	Syao.g_01664	Prbg.g_01673
OG0001233	Syao.g_01643	Prbg.g_01693
OG0001234	Syao.g_02035	Prbg.g_01730
OG0001235	Syao.g_01863	Prbg.g_01734
OG0001236	Syao.g_02261	Prbg.g_01823
OG0001237	Syao.g_02265	Prbg.g_01827
OG0001238	Syao.g_02451	Prbg.g_01904
OG0001239	Syao.g_02620	Prbg.g_00798
OG0001240	Syao.g_02669	Prbg.g_00863
OG0001242	Syao.g_02576	Prbg.g_00893
OG0001243	Syao.g_02584	Prbg.g_00900
OG0001244	Syao.g_02477	Prbg.g_00915
OG0001245	Syao.g_00362	Prbg.g_01525
OG0001247	Syao.g_00390	Prbg.g_01125
OG0001249	Syao.g_01882	Prbg.g_00114
OG0001250	Syao.g_00556	Prbg.g_01202
OG0001251	Syao.g_00641	Prbg.g_01063
OG0001252	Syao.g_00507	Prbg.g_01243
OG0001253	Syao.g_01220	Prbg.g_00361
OG0001254	Syao.g_01426	Prbg.g_00751
OG0001255	Syao.g_00920	Prbg.g_01504
OG0001256	Syao.g_01572	Prbg.g_00680
OG0001258	Syao.g_01561	Prbg.g_01646
OG0001259	Syao.g_01645	Prbg.g_01691
OG0001260	Syao.g_01623	Prbg.g_01708
OG0001261	Syao.g_01814	Prbg.g_01776
OG0001262	Syao.g_02213	Prbg.g_01886
OG0001263	Syao.g_02541	Prbg.g_00902
OG0001265	Syao.g_02574	Prbg.g_00892
OG0001266	Syao.g_02465	Prbg.g_00982
OG0001267	Syao.g_02063	Prbg.g_00059
OG0001268	Syao.g_01871	Prbg.g_00122
OG0001270	Syao.g_01733	Prbg.g_00154
OG0001271	Syao.g_02685	Prbg.g_00191
OG0001272	Syao.g_00120	Prbg.g_00205
OG0001274	Syao.g_02401	Prbg.g_01006
OG0001275	Syao.g_00806	Prbg.g_01315
OG0001276	Syao.g_00450	Prbg.g_01329
OG0001277	Syao.g_01334	Prbg.g_01926
OG0001278	Syao.g_00265	Prbg.g_01432
OG0001279	Syao.g_01528	Prbg.g_00407
OG0001281	Syao.g_01454	Prbg.g_00482
OG0001282	Syao.g_00037	Prbg.g_00530
OG0001283	Syao.g_02335	Prbg.g_01935
OG0001284	Syao.g_01587	Prbg.g_00666
OG0001285	Syao.g_01010	Prbg.g_01676
OG0001286	Syao.g_01835	Prbg.g_01789
OG0001288	Syao.g_02187	Prbg.g_01859
OG0001289	Syao.g_02649	Prbg.g_00783
OG0001291	Syao.g_02551	Prbg.g_00910
OG0001292	Syao.g_02111	Prbg.g_01031
OG0001293	Syao.g_02091	Prbg.g_01044
OG0001295	Syao.g_00878	Prbg.g_00714
OG0001296	Syao.g_00163	Prbg.g_00228
OG0001297	Syao.g_00159	Prbg.g_00233
OG0001298	Syao.g_01043	Prbg.g_00295
OG0001299	Syao.g_00942	Prbg.g_01389
OG0001302	Syao.g_02711	Prbg.g_01254
OG0001303	Syao.g_00649	Prbg.g_01612
OG0001304	Syao.g_00466	Prbg.g_01342
OG0001305	Syao.g_00382	Prbg.g_01230
OG0001306	Syao.g_00141	Prbg.g_01501
OG0001308	Syao.g_01500	Prbg.g_00601
OG0001310	Syao.g_01681	Prbg.g_01663
OG0001311	Syao.g_00452	Prbg.g_01331
OG0001312	Syao.g_00635	Prbg.g_01267
OG0001315	Syao.g_01853	Prbg.g_01539
OG0001317	Syao.g_01701	Prbg.g_01016
OG0001318	Syao.g_02099	Prbg.g_01040
OG0001319	Syao.g_02075	Prbg.g_00052
OG0001323	Syao.g_01392	Prbg.g_00238
OG0001325	Syao.g_00487	Prbg.g_01372
OG0001327	Syao.g_00953	Prbg.g_01072
OG0001328	Syao.g_00198	Prbg.g_00458
OG0001329	Syao.g_00876	Prbg.g_01609
OG0001330	Syao.g_01444	Prbg.g_00697
OG0001331	Syao.g_00042	Prbg.g_00535
OG0001332	Syao.g_01244	Prbg.g_00637
OG0001333	Syao.g_01649	Prbg.g_01687
OG0001335	Syao.g_01913	Prbg.g_01812
OG0001337	Syao.g_01884, Syao.g_01893	Prbg.g_00109
OG0001338	Syao.g_01890	Prbg.g_00112
OG0001340	Syao.g_01892	Prbg.g_00110
OG0001341	Syao.g_00602	Prbg.g_01541
OG0001343	Syao.g_01235	Prbg.g_01060
OG0001345	Syao.g_00179	Prbg.g_01466
OG0001351	Syao.g_00060	Prbg.g_00177
OG0001353	Syao.g_00439	Prbg.g_01192
OG0001354	Syao.g_00833	Prbg.g_01297
OG0001356	Syao.g_00301	Prbg.g_01638
OG0001357	Syao.g_00369	Prbg.g_00451
OG0001359	Syao.g_01234	Prbg.g_01061
OG0001364	Syao.g_01969	Prbg.g_01814
OG0001365	Syao.g_02441	Prbg.g_01897
OG0001368	Syao.g_02118	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441
OG0001369	Syao.g_02668	Prbg.g_00862
OG0001371	Syao.g_02638	Prbg.g_01120
OG0001372	Syao.g_00368	Prbg.g_00359
OG0001375	Syao.g_01236	Prbg.g_01059
OG0001379	Syao.g_01441	Prbg.g_00471
OG0001380	Syao.g_00360	Prbg.g_01551
OG0001382	Syao.g_00766	Prbg.g_01554
OG0001394	Syao.g_00983	Prbg.g_01099
OG0001398	Syao.g_02641	Prbg.g_00737
OG0001401	Syao.g_00434	Prbg.g_01197
OG0001402	Syao.g_01338	Prbg.g_00344
OG0001403	Syao.g_02235	Prbg.g_00843
OG0001407	Syao.g_00519	Prbg.g_01558
OG0001411	Syao.g_01079, Syao.g_02007	Prbg.g_00808
OG0001415	Syao.g_00999	Prbg.g_01013
OG0001418	Syao.g_00212	Prbg.g_01126
OG0001419	Syao.g_00520	Prbg.g_01557
OG0001422	Syao.g_00284	Prbg.g_01561
OG0001423	Syao.g_00722	Prbg.g_00429
OG0001425	Syao.g_02366	Prbg.g_01907
OG0001429	Syao.g_00648	Prbg.g_01259
OG0001433	Syao.g_00300	Prbg.g_01637
OG0001434	Syao.g_00988	Prbg.g_01104
OG0001435	Syao.g_00961	Prbg.g_01080
OG0001437	Syao.g_00998	Prbg.g_01012
OG0001443	Syao.g_02369	Prbg.g_01547
OG0001460	Syao.g_00299	Prbg.g_01636
OG0001461	Syao.g_00788	Prbg.g_00817
OG0001467	Syao.g_01225	Prbg.g_00524
OG0001468	Syao.g_00604	Prbg.g_01051
OG0001476	Syao.g_00691, Syao.g_02609, Syao.g_00324	Prbg.g_01479
OG0001477	Syao.g_00408	Prbg.g_00384
OG0001486	Syao.g_00125	Prbg.g_01488
OG0001487	Syao.g_00091	Prbg.g_00631
OG0001488	Syao.g_00190	Prbg.g_01473
OG0001489	Syao.g_01823	Prbg.g_01800
OG0001496	Syao.g_00410	Prbg.g_00386
OG0001497	Syao.g_00409	Prbg.g_00385
OG0001498	Syao.g_01717	Prbg.g_00138
OG0001505	Syao.g_01138	Prbg.g_00039
OG0001510	Syao.g_01944	Prbg.g_01853
OG0001511	Syao.g_02593	Prbg.g_00884
OG0001512	Syao.g_01707	Prbg.g_01543
OG0001514	Syao.g_00411	Prbg.g_00387
OG0001515	Syao.g_00626	Prbg.g_01134
OG0001516	Syao.g_00939	Prbg.g_01392
OG0001517	Syao.g_01876	Prbg.g_00118
OG0001518	Syao.g_02365	Prbg.g_01906
OG0001519	Syao.g_02371	Prbg.g_01911
OG0001522	Syao.g_00568	Prbg.g_01193
OG0001525	Syao.g_00881	Prbg.g_01615
OG0001526	Syao.g_02559	Prbg.g_00813
OG0001527	Syao.g_00846	Prbg.g_00281
OG0001529	Syao.g_02222	Prbg.g_00833
OG0001530	Syao.g_02591	Prbg.g_00883
OG0001532	Syao.g_00226	Prbg.g_01455
OG0001534	Syao.g_00467	Prbg.g_01343
OG0001535	Syao.g_00448	Prbg.g_01327
OG0001536	Syao.g_00679	Prbg.g_01283
OG0001537	Syao.g_00977	Prbg.g_01096
OG0001538	Syao.g_00761	Prbg.g_01164
OG0001539	Syao.g_00956	Prbg.g_01074
OG0001540	Syao.g_02543	Prbg.g_00904
OG0001541	Syao.g_02518	Prbg.g_00958
OG0001542	Syao.g_02527	Prbg.g_00964
OG0001543	Syao.g_02382	Prbg.g_00463
OG0001544	Syao.g_02370	Prbg.g_01910
OG0001545	Syao.g_02312	Prbg.g_01925
OG0001557	Syao.g_00984	Prbg.g_01100
OG0001559	Syao.g_02590	Prbg.g_00882
OG0001560	Syao.g_02595	Prbg.g_00871
OG0001561	Syao.g_00454	Prbg.g_01333
OG0001562	Syao.g_00795	Prbg.g_01320
OG0001563	Syao.g_01841	Prbg.g_01784
OG0001564	Syao.g_01231, Syao.g_00883	Prbg.g_00814
OG0001566	Syao.g_01198	Prbg.g_01117
OG0001572	Syao.g_00721	Prbg.g_00406
OG0001574	Syao.g_00848	Prbg.g_00279
OG0001575	Syao.g_00843	Prbg.g_00284
OG0001576	Syao.g_01474	Prbg.g_00491
OG0001577	Syao.g_00128	Prbg.g_01491
OG0001579	Syao.g_01907	Prbg.g_00107
OG0001580	Syao.g_02425	Prbg.g_00826
OG0001584	Syao.g_00746	Prbg.g_01379
OG0001587	Syao.g_01693	Prbg.g_01710
OG0001588	Syao.g_01998	Prbg.g_00145
OG0001589	Syao.g_01639, Syao.g_01640	Prbg.g_01695
OG0001591	Syao.g_00950	Prbg.g_01113
OG0001592	Syao.g_02426	Prbg.g_00827
OG0001605	Syao.g_01284	Prbg.g_00012
OG0001614	Syao.g_02144	Prbg.g_01841
OG0001616	Syao.g_00174	Prbg.g_01463
OG0001617	Syao.g_01201	Prbg.g_01138
OG0001619	Syao.g_00690	Prbg.g_01276
OG0001620	Syao.g_01864	Prbg.g_00126
OG0001621	Syao.g_02103	Prbg.g_01036
OG0001622	Syao.g_02334	Prbg.g_01934
OG0001636	Syao.g_02229	Prbg.g_00839
OG0001638	Syao.g_01684	Prbg.g_01661
OG0001640	Syao.g_00502	Prbg.g_01246
OG0001641	Syao.g_00816	Prbg.g_01308
OG0001642	Syao.g_00233	Prbg.g_01213
OG0001643	Syao.g_00899	Prbg.g_01417
OG0001644	Syao.g_00474	Prbg.g_01362
OG0001654	Syao.g_01697	Prbg.g_00638
OG0001656	Syao.g_01908	Prbg.g_00106
OG0001657	Syao.g_02491	Prbg.g_00933
OG0001658	Syao.g_02435	Prbg.g_00831
OG0001659	Syao.g_00020	Prbg.g_00717
OG0001669	Syao.g_01817	Prbg.g_00495, Prbg.g_01592
OG0001676	Syao.g_01895	Prbg.g_00108
OG0001678	Syao.g_01938	Prbg.g_01717
OG0001679	Syao.g_02566, Syao.g_02565	Prbg.g_00113
OG0001691	Syao.g_00729	Prbg.g_01248
OG0001693	Syao.g_00389	Prbg.g_01594
OG0001701	Syao.g_02561	Prbg.g_00812
OG0001717	Syao.g_02505	Prbg.g_00391
OG0001733	Syao.g_00310	Prbg.g_01634
OG0001769	Syao.g_00916	Prbg.g_01538
OG0001771	Syao.g_01406	Prbg.g_01577
OG0001917	Syao.g_00449	Prbg.g_01328
OG0001923	Syao.g_01982, Syao.g_02124	Prbg.g_00566
OG0001955	Syao.g_00609	Prbg.g_00725
OG0001956	Syao.g_01376	Prbg.g_01220
OG0001996	Syao.g_02237	Prbg.g_00845
OG0002003	Syao.g_01337	Prbg.g_00014
OG0002019	Syao.g_02146	Prbg.g_00720
OG0002122	Syao.g_01336	Prbg.g_00015
OG0002246	Syao.g_00422, Syao.g_01724	Prbg.g_01598
OG0002348	Syao.g_01224	Prbg.g_00711
OG0002389	Syao.g_01819	Prbg.g_01804
OG0002397	Syao.g_01162	Prbg.g_01318
OG0002433	Syao.g_00363	Prbg.g_00736
OG0002588	Syao.g_01115	Prbg.g_00570
OG0002703	Syao.g_01120	Prbg.g_00037
OG0002729	Syao.g_01467	Prbg.g_00692
OG0002821	Syao.g_02562	Prbg.g_00811
OG0002822	Syao.g_02560	Prbg.g_00810
OG0002835	Syao.g_00611	Prbg.g_01601
