Orthogroup	Pran	Pral
OG0001168	Pran.g_01008	Pral.g_00145
OG0001169	Pran.g_01010	Pral.g_00147
OG0001170	Pran.g_01012	Pral.g_00149
OG0001171	Pran.g_01021	Pral.g_00160
OG0001172	Pran.g_01035	Pral.g_00175
OG0001173	Pran.g_01036	Pral.g_00176
OG0001174	Pran.g_01045	Pral.g_00184
OG0001175	Pran.g_01046	Pral.g_00185
OG0001176	Pran.g_01053	Pral.g_00194
OG0001177	Pran.g_01055	Pral.g_00196
OG0001178	Pran.g_01060	Pral.g_00112
OG0001179	Pran.g_01089	Pral.g_00226
OG0001180	Pran.g_01111	Pral.g_00249
OG0001181	Pran.g_01115	Pral.g_00253
OG0001182	Pran.g_01122	Pral.g_00261
OG0001183	Pran.g_01126	Pral.g_00267
OG0001184	Pran.g_01141	Pral.g_00284
OG0001185	Pran.g_01155	Pral.g_00300
OG0001186	Pran.g_01178	Pral.g_00324
OG0001187	Pran.g_01183	Pral.g_00327
OG0001188	Pran.g_01185	Pral.g_00329
OG0001190	Pran.g_01205	Pral.g_00351
OG0001191	Pran.g_01215	Pral.g_00361
OG0001192	Pran.g_01220	Pral.g_00366
OG0001193	Pran.g_01230	Pral.g_00380
OG0001194	Pran.g_01231	Pral.g_00381
OG0001195	Pran.g_01232	Pral.g_00382
OG0001196	Pran.g_01245	Pral.g_00398
OG0001197	Pran.g_01246	Pral.g_00400
OG0001198	Pran.g_01254	Pral.g_00407
OG0001200	Pran.g_00356	Pral.g_00971
OG0001201	Pran.g_00325	Pral.g_00939
OG0001205	Pran.g_01735	Pral.g_00648
OG0001206	Pran.g_01716	Pral.g_00626
OG0001207	Pran.g_01701	Pral.g_00615
OG0001208	Pran.g_01696	Pral.g_00609
OG0001209	Pran.g_01643	Pral.g_00555
OG0001210	Pran.g_01638	Pral.g_00550
OG0001211	Pran.g_01628	Pral.g_00540
OG0001212	Pran.g_01582	Pral.g_00493
OG0001213	Pran.g_01549	Pral.g_00458
OG0001214	Pran.g_01541	Pral.g_01438
OG0001215	Pran.g_01488	Pral.g_01751
OG0001216	Pran.g_01458	Pral.g_01727
OG0001217	Pran.g_01415	Pral.g_00023
OG0001218	Pran.g_01407	Pral.g_01308
OG0001219	Pran.g_01354	Pral.g_01660
OG0001220	Pran.g_01292	Pral.g_01542
OG0001221	Pran.g_00440	Pral.g_01788
OG0001222	Pran.g_00479	Pral.g_01605
OG0001223	Pran.g_00505	Pral.g_01610
OG0001225	Pran.g_00566	Pral.g_01563
OG0001226	Pran.g_00159	Pral.g_01320, Pral.g_00967
OG0001227	Pran.g_00141	Pral.g_01327
OG0001228	Pran.g_00015	Pral.g_01421
OG0001229	Pran.g_00843	Pral.g_01299
OG0001230	Pran.g_00741	Pral.g_01174
OG0001232	Pran.g_00993	Pral.g_00130
OG0001233	Pran.g_01013	Pral.g_00150
OG0001234	Pran.g_01048	Pral.g_00188
OG0001235	Pran.g_01057	Pral.g_00192
OG0001237	Pran.g_01142	Pral.g_00285
OG0001238	Pran.g_01216	Pral.g_00362
OG0001239	Pran.g_00361	Pral.g_00976
OG0001240	Pran.g_00340	Pral.g_00954
OG0001241	Pran.g_00332	Pral.g_00945
OG0001242	Pran.g_00314	Pral.g_00926
OG0001244	Pran.g_00293	Pral.g_00904
OG0001245	Pran.g_01815	Pral.g_01840
OG0001246	Pran.g_01674	Pral.g_00016, Pral.g_00586
OG0001247	Pran.g_01495	Pral.g_01758
OG0001248	Pran.g_01493	Pral.g_01756
OG0001249	Pran.g_01365	Pral.g_00701
OG0001250	Pran.g_01303	Pral.g_01529
OG0001251	Pran.g_00414	Pral.g_01819
OG0001253	Pran.g_00140	Pral.g_01032
OG0001254	Pran.g_00091	Pral.g_00076
OG0001256	Pran.g_00641	Pral.g_01069
OG0001258	Pran.g_00967	Pral.g_00103
OG0001259	Pran.g_01011	Pral.g_00148
OG0001260	Pran.g_01027	Pral.g_00166
OG0001261	Pran.g_01097	Pral.g_00234
OG0001262	Pran.g_01200	Pral.g_00344
OG0001264	Pran.g_01952	Pral.g_01006
OG0001265	Pran.g_00315	Pral.g_00927
OG0001266	Pran.g_00229	Pral.g_00841
OG0001267	Pran.g_01914	Pral.g_00759
OG0001268	Pran.g_01856	Pral.g_00693
OG0001269	Pran.g_01835	Pral.g_01541
OG0001270	Pran.g_01746	Pral.g_00660
OG0001271	Pran.g_01706	Pral.g_00620
OG0001272	Pran.g_01692	Pral.g_00605
OG0001273	Pran.g_01547	Pral.g_01432
OG0001274	Pran.g_01473	Pral.g_00818
OG0001275	Pran.g_00515	Pral.g_01585
OG0001276	Pran.g_00543	Pral.g_01597
OG0001277	Pran.g_00152	Pral.g_01703
OG0001278	Pran.g_00010	Pral.g_01425
OG0001279	Pran.g_00609	Pral.g_00024
OG0001280	Pran.g_00877	Pral.g_01282
OG0001281	Pran.g_00871	Pral.g_01276
OG0001282	Pran.g_00840	Pral.g_01221
OG0001283	Pran.g_00820	Pral.g_00394
OG0001284	Pran.g_00663	Pral.g_01082
OG0001285	Pran.g_00996	Pral.g_00133
OG0001286	Pran.g_01109	Pral.g_00247
OG0001287	Pran.g_01162	Pral.g_00307
OG0001288	Pran.g_01171	Pral.g_00317
OG0001289	Pran.g_00345	Pral.g_00960
OG0001290	Pran.g_00333	Pral.g_00946
OG0001291	Pran.g_00299	Pral.g_00909
OG0001292	Pran.g_01944	Pral.g_00791
OG0001293	Pran.g_01932	Pral.g_00778
OG0001294	Pran.g_01817	Pral.g_00025
OG0001296	Pran.g_01669	Pral.g_00581
OG0001297	Pran.g_01664	Pral.g_00576
OG0001298	Pran.g_01601	Pral.g_00511
OG0001299	Pran.g_01512	Pral.g_01468
OG0001300	Pran.g_01485	Pral.g_01747
OG0001301	Pran.g_01482	Pral.g_01742
OG0001302	Pran.g_01356	Pral.g_01663
OG0001304	Pran.g_00553	Pral.g_01577
OG0001305	Pran.g_00572	Pral.g_01557
OG0001306	Pran.g_00074	Pral.g_01352
OG0001308	Pran.g_00723	Pral.g_01151
OG0001309	Pran.g_00637	Pral.g_00572
OG0001310	Pran.g_00982	Pral.g_00120
OG0001311	Pran.g_00545	Pral.g_01599
OG0001312	Pran.g_00468	Pral.g_01651
OG0001315	Pran.g_00371	Pral.g_01326
OG0001316	Pran.g_00294	Pral.g_00905
OG0001317	Pran.g_00198	Pral.g_00806
OG0001318	Pran.g_01936	Pral.g_00782
OG0001319	Pran.g_01921	Pral.g_00766
OG0001320	Pran.g_01813	Pral.g_01887, Pral.g_00062
OG0001321	Pran.g_01726	Pral.g_00642
OG0001322	Pran.g_01725	Pral.g_00641
OG0001323	Pran.g_01659	Pral.g_00570
OG0001324	Pran.g_01484	Pral.g_01746
OG0001325	Pran.g_01455	Pral.g_01724
OG0001327	Pran.g_00167	Pral.g_01810
OG0001331	Pran.g_00835	Pral.g_01216
OG0001332	Pran.g_00690	Pral.g_01112
OG0001333	Pran.g_01007	Pral.g_00144
OG0001334	Pran.g_01129	Pral.g_00270
OG0001335	Pran.g_01130	Pral.g_00271
OG0001336	Pran.g_01242	Pral.g_00395
OG0001339	Pran.g_00330	Pral.g_00943
OG0001340	Pran.g_01866	Pral.g_00706
OG0001341	Pran.g_01418	Pral.g_01304
OG0001342	Pran.g_01361	Pral.g_00090
OG0001343	Pran.g_00411	Pral.g_01822
OG0001344	Pran.g_00056	Pral.g_01371
OG0001345	Pran.g_00041	Pral.g_01389
OG0001346	Pran.g_00875	Pral.g_01280
OG0001348	Pran.g_00604	Pral.g_01303
OG0001350	Pran.g_00195	Pral.g_00803
OG0001352	Pran.g_01498	Pral.g_01762
OG0001353	Pran.g_01311	Pral.g_01520
OG0001354	Pran.g_00497	Pral.g_01617
OG0001358	Pran.g_01558	Pral.g_00467
OG0001359	Pran.g_00412	Pral.g_01821
OG0001361	Pran.g_00044	Pral.g_01386
OG0001362	Pran.g_00719	Pral.g_01147
OG0001363	Pran.g_00717	Pral.g_01145
OG0001364	Pran.g_01132	Pral.g_00273
OG0001365	Pran.g_01209	Pral.g_00355
OG0001371	Pran.g_01499	Pral.g_01763
OG0001372	Pran.g_01408, Pran.g_01379	Pral.g_00043
OG0001375	Pran.g_00192	Pral.g_01823
OG0001379	Pran.g_00882	Pral.g_01287
OG0001380	Pran.g_00852	Pral.g_01345
OG0001381	Pran.g_00847	Pral.g_01343
OG0001394	Pran.g_00444	Pral.g_01784
OG0001397	Pran.g_00718	Pral.g_01146
OG0001398	Pran.g_00596	Pral.g_01710
OG0001403	Pran.g_00394	Pral.g_01013
OG0001404	Pran.g_00364	Pral.g_00979
OG0001405	Pran.g_01868	Pral.g_00713
OG0001407	Pran.g_00161	Pral.g_00051
OG0001409	Pran.g_00053	Pral.g_01376
OG0001411	Pran.g_00809	Pral.g_01264
OG0001414	Pran.g_00203	Pral.g_00812
OG0001415	Pran.g_00201	Pral.g_00810
OG0001418	Pran.g_01494	Pral.g_01757
OG0001419	Pran.g_00160	Pral.g_00052
OG0001421	Pran.g_00640	Pral.g_01068
OG0001424	Pran.g_00145	Pral.g_01853
OG0001425	Pran.g_01219	Pral.g_00365
OG0001429	Pran.g_01353	Pral.g_01659
OG0001434	Pran.g_00448	Pral.g_01779
OG0001437	Pran.g_00202	Pral.g_00811
OG0001438	Pran.g_01901	Pral.g_00745
OG0001441	Pran.g_01657	Pral.g_00568
OG0001443	Pran.g_00595	Pral.g_01300
OG0001446	Pran.g_00353	Pral.g_00048
OG0001448	Pran.g_01827	Pral.g_01851
OG0001450	Pran.g_01491	Pral.g_01754
OG0001451	Pran.g_01282	Pral.g_01553
OG0001452	Pran.g_00416	Pral.g_01817
OG0001453	Pran.g_00509	Pral.g_00989
OG0001455	Pran.g_00108, Pran.g_00935	Pral.g_00019
OG0001461	Pran.g_00916	Pral.g_00457
OG0001463	Pran.g_01908	Pral.g_00752
OG0001464	Pran.g_01865	Pral.g_00705
OG0001465	Pran.g_01476	Pral.g_01735
OG0001466	Pran.g_00905	Pral.g_00445
OG0001468	Pran.g_00169	Pral.g_01834
OG0001481	Pran.g_01821	Pral.g_00671
OG0001484	Pran.g_01414	Pral.g_01053
OG0001485	Pran.g_00575, Pran.g_00912	Pral.g_00065
OG0001486	Pran.g_00062	Pral.g_01365
OG0001490	Pran.g_00386	Pral.g_01886
OG0001491	Pran.g_01358	Pral.g_01665
OG0001499	Pran.g_00372	Pral.g_01846
OG0001500	Pran.g_01930	Pral.g_00776
OG0001501	Pran.g_01471	Pral.g_01691
OG0001503	Pran.g_00085	Pral.g_01902
OG0001506	Pran.g_00692	Pral.g_01115
OG0001521	Pran.g_01417	Pral.g_01689
OG0001523	Pran.g_00089	Pral.g_00073
OG0001524	Pran.g_00088	Pral.g_00072
OG0001526	Pran.g_01030	Pral.g_01055
OG0001527	Pran.g_01615	Pral.g_00526
OG0001548	Pran.g_01367	Pral.g_01858
OG0001550	Pran.g_00105	Pral.g_01701
OG0001552	Pran.g_00920	Pral.g_01067
OG0001553	Pran.g_00736	Pral.g_01168
OG0001565	Pran.g_01757	Pral.g_01872
OG0001566	Pran.g_01502	Pral.g_01767
OG0001571	Pran.g_00112	Pral.g_00034
OG0001581	Pran.g_00289	Pral.g_00670
OG0001583	Pran.g_01359	Pral.g_01666
OG0001584	Pran.g_00460	Pral.g_01478
OG0001587	Pran.g_01029	Pral.g_00168
OG0001588	Pran.g_00817	Pral.g_01229
OG0001595	Pran.g_00365	Pral.g_00981
OG0001596	Pran.g_00357	Pral.g_00972
OG0001597	Pran.g_01832	Pral.g_01119
OG0001598	Pran.g_00927	Pral.g_01744
OG0001599	Pran.g_01718	Pral.g_00628
OG0001600	Pran.g_01667	Pral.g_00579
OG0001601	Pran.g_01504	Pral.g_01768
OG0001602	Pran.g_01477	Pral.g_01736
OG0001603	Pran.g_01357	Pral.g_01664
OG0001604	Pran.g_00437	Pral.g_01791
OG0001605	Pran.g_00536	Pral.g_01844
OG0001606	Pran.g_00904	Pral.g_01855
OG0001607	Pran.g_00087	Pral.g_01892
OG0001608	Pran.g_00849	Pral.g_01693
OG0001609	Pran.g_00694	Pral.g_01117
OG0001610	Pran.g_00691	Pral.g_01113
OG0001611	Pran.g_00626	Pral.g_01862
OG0001612	Pran.g_01428	Pral.g_00063
OG0001613	Pran.g_01124	Pral.g_00265
OG0001628	Pran.g_01405, Pran.g_01763	Pral.g_00451
OG0001630	Pran.g_00419	Pral.g_01814
OG0001632	Pran.g_00520	Pral.g_01843
OG0001648	Pran.g_01822	Pral.g_00087, Pral.g_01294
OG0001651	Pran.g_00628	Pral.g_01863
OG0001662	Pran.g_00124	Pral.g_00426
OG0001684	Pran.g_01589	Pral.g_00500
OG0001685	Pran.g_01281	Pral.g_00448
OG0001686	Pran.g_00535	Pral.g_01330
OG0001687	Pran.g_00170	Pral.g_00630
OG0001688	Pran.g_00165	Pral.g_00428
OG0001689	Pran.g_01169	Pral.g_00315
OG0001707	Pran.g_00147	Pral.g_01325
OG0001708	Pran.g_00077	Pral.g_01348
OG0001722	Pran.g_00417	Pral.g_01816
OG0001723	Pran.g_00525	Pral.g_01690
OG0001725	Pran.g_01803	Pral.g_00035
OG0001742	Pran.g_01819	Pral.g_01880
OG0001743	Pran.g_00126	Pral.g_00047
OG0001774	Pran.g_01501	Pral.g_01766
OG0001782	Pran.g_00769	Pral.g_01045, Pral.g_01248
OG0001985	Pran.g_00177	Pral.g_01061
OG0001986	Pran.g_00513	Pral.g_01583
OG0001988	Pran.g_01836	Pral.g_00011
OG0002062	Pran.g_00102	Pral.g_01882
OG0002089	Pran.g_00111	Pral.g_00017
OG0002096	Pran.g_00795	Pral.g_01733
OG0002097	Pran.g_00813	Pral.g_01194
OG0002154	Pran.g_00818	Pral.g_01224
OG0002273	Pran.g_00860	Pral.g_01295
OG0002274	Pran.g_00814	Pral.g_01196
OG0002316	Pran.g_00176	Pral.g_01831
OG0003345	Pran.g_00772	Pral.g_01243
OG0003347	Pran.g_00761	Pral.g_01234
