Orthogroup	Pran	Syaa
OG0001131	Pran.g_00154	Syaa.g_01108
OG0001132	Pran.g_00144	Syaa.g_01468
OG0001133	Pran.g_00110	Syaa.g_01656
OG0001134	Pran.g_00093	Syaa.g_01028
OG0001136	Pran.g_00063	Syaa.g_00767
OG0001137	Pran.g_00052	Syaa.g_00786
OG0001138	Pran.g_00034	Syaa.g_01002
OG0001139	Pran.g_00033	Syaa.g_01000
OG0001140	Pran.g_00032	Syaa.g_00999
OG0001141	Pran.g_00031	Syaa.g_00998
OG0001142	Pran.g_00030	Syaa.g_00997
OG0001143	Pran.g_00023	Syaa.g_00987
OG0001144	Pran.g_00018	Syaa.g_00978
OG0001145	Pran.g_00884	Syaa.g_00748
OG0001146	Pran.g_00872	Syaa.g_00729
OG0001147	Pran.g_00854	Syaa.g_01837
OG0001148	Pran.g_00839	Syaa.g_02061
OG0001149	Pran.g_00838	Syaa.g_02062
OG0001150	Pran.g_00837	Syaa.g_02063
OG0001151	Pran.g_00826	Syaa.g_02076
OG0001152	Pran.g_00825	Syaa.g_02077
OG0001153	Pran.g_00701	Syaa.g_01811
OG0001154	Pran.g_00700	Syaa.g_01812
OG0001156	Pran.g_00685	Syaa.g_00623
OG0001157	Pran.g_00684	Syaa.g_00622
OG0001158	Pran.g_00683	Syaa.g_00619
OG0001159	Pran.g_00682	Syaa.g_00618
OG0001160	Pran.g_00658	Syaa.g_00574
OG0001161	Pran.g_00646	Syaa.g_02620
OG0001162	Pran.g_00632	Syaa.g_01203
OG0001163	Pran.g_00962	Syaa.g_00566
OG0001164	Pran.g_00966	Syaa.g_00560
OG0001165	Pran.g_00969	Syaa.g_00555
OG0001166	Pran.g_00989	Syaa.g_00527
OG0001167	Pran.g_01006	Syaa.g_00673
OG0001168	Pran.g_01008	Syaa.g_00672
OG0001169	Pran.g_01010	Syaa.g_00670
OG0001170	Pran.g_01012	Syaa.g_00668
OG0001171	Pran.g_01021	Syaa.g_00655
OG0001172	Pran.g_01035	Syaa.g_02347
OG0001173	Pran.g_01036	Syaa.g_02346
OG0001174	Pran.g_01045	Syaa.g_02338
OG0001175	Pran.g_01046	Syaa.g_02337
OG0001176	Pran.g_01053	Syaa.g_02314
OG0001177	Pran.g_01055	Syaa.g_02316
OG0001178	Pran.g_01060	Syaa.g_00546
OG0001179	Pran.g_01089	Syaa.g_02268
OG0001180	Pran.g_01111	Syaa.g_02243
OG0001181	Pran.g_01115	Syaa.g_02239
OG0001182	Pran.g_01122	Syaa.g_02230
OG0001183	Pran.g_01126	Syaa.g_02224
OG0001184	Pran.g_01141	Syaa.g_00151
OG0001186	Pran.g_01178	Syaa.g_00081
OG0001187	Pran.g_01183	Syaa.g_00082
OG0001188	Pran.g_01185	Syaa.g_00075
OG0001190	Pran.g_01205	Syaa.g_02592
OG0001191	Pran.g_01215	Syaa.g_02605
OG0001192	Pran.g_01220	Syaa.g_02612
OG0001193	Pran.g_01230	Syaa.g_02658
OG0001194	Pran.g_01231	Syaa.g_02660
OG0001195	Pran.g_01232	Syaa.g_02661
OG0001196	Pran.g_01245	Syaa.g_02741
OG0001197	Pran.g_01246	Syaa.g_02743
OG0001198	Pran.g_01254	Syaa.g_02755
OG0001199	Pran.g_00358	Syaa.g_00347
OG0001200	Pran.g_00356	Syaa.g_00345
OG0001201	Pran.g_00325	Syaa.g_02381
OG0001202	Pran.g_00233	Syaa.g_02528
OG0001204	Pran.g_01949	Syaa.g_00316
OG0001205	Pran.g_01735	Syaa.g_00713
OG0001206	Pran.g_01716	Syaa.g_01855
OG0001207	Pran.g_01701	Syaa.g_02058
OG0001208	Pran.g_01696	Syaa.g_02049
OG0001209	Pran.g_01643	Syaa.g_01977
OG0001210	Pran.g_01638	Syaa.g_01967
OG0001211	Pran.g_01628	Syaa.g_01950
OG0001212	Pran.g_01582	Syaa.g_01892
OG0001213	Pran.g_01549	Syaa.g_01646
OG0001214	Pran.g_01541	Syaa.g_01631
OG0001215	Pran.g_01488	Syaa.g_00914
OG0001216	Pran.g_01458	Syaa.g_01238
OG0001217	Pran.g_01415	Syaa.g_01559
OG0001218	Pran.g_01407	Syaa.g_01820
OG0001219	Pran.g_01354	Syaa.g_01404
OG0001220	Pran.g_01292	Syaa.g_00812
OG0001221	Pran.g_00440	Syaa.g_01111
OG0001222	Pran.g_00479	Syaa.g_01371
OG0001223	Pran.g_00505	Syaa.g_01326
OG0001225	Pran.g_00566	Syaa.g_00876
OG0001226	Pran.g_00159	Syaa.g_01579
OG0001227	Pran.g_00141	Syaa.g_02622
OG0001228	Pran.g_00015	Syaa.g_00695
OG0001229	Pran.g_00843	Syaa.g_00899
OG0001230	Pran.g_00741	Syaa.g_01764
OG0001231	Pran.g_00634	Syaa.g_00017
OG0001232	Pran.g_00993	Syaa.g_00508
OG0001233	Pran.g_01013	Syaa.g_00667
OG0001234	Pran.g_01048	Syaa.g_02333
OG0001235	Pran.g_01057	Syaa.g_02323
OG0001238	Pran.g_01216	Syaa.g_02607
OG0001239	Pran.g_00361	Syaa.g_00350
OG0001240	Pran.g_00340	Syaa.g_02364
OG0001241	Pran.g_00332	Syaa.g_02374
OG0001242	Pran.g_00314	Syaa.g_02407
OG0001244	Pran.g_00293	Syaa.g_02445
OG0001245	Pran.g_01815	Syaa.g_01492
OG0001246	Pran.g_01674	Syaa.g_02023
OG0001247	Pran.g_01495	Syaa.g_01207
OG0001248	Pran.g_01493	Syaa.g_01204
OG0001250	Pran.g_01303	Syaa.g_00832
OG0001251	Pran.g_00414	Syaa.g_02667
OG0001252	Pran.g_00559	Syaa.g_00867
OG0001253	Pran.g_00140	Syaa.g_01467
OG0001254	Pran.g_00091	Syaa.g_01029
OG0001255	Pran.g_00076	Syaa.g_01696
OG0001256	Pran.g_00641	Syaa.g_00567
OG0001257	Pran.g_00635	Syaa.g_00405, Syaa.g_01418
OG0001258	Pran.g_00967	Syaa.g_00557
OG0001259	Pran.g_01011	Syaa.g_00669
OG0001260	Pran.g_01027	Syaa.g_00642
OG0001261	Pran.g_01097	Syaa.g_02259
OG0001262	Pran.g_01200	Syaa.g_00059
OG0001265	Pran.g_00315	Syaa.g_02405
OG0001266	Pran.g_00229	Syaa.g_02532
OG0001267	Pran.g_01914	Syaa.g_00262
OG0001268	Pran.g_01856	Syaa.g_02176
OG0001269	Pran.g_01835	Syaa.g_01499
OG0001270	Pran.g_01746	Syaa.g_00701
OG0001271	Pran.g_01706	Syaa.g_01845
OG0001272	Pran.g_01692	Syaa.g_02045
OG0001273	Pran.g_01547	Syaa.g_01639
OG0001274	Pran.g_01473	Syaa.g_02563
OG0001275	Pran.g_00515	Syaa.g_01311
OG0001276	Pran.g_00543	Syaa.g_01295
OG0001277	Pran.g_00152	Syaa.g_02724
OG0001278	Pran.g_00010	Syaa.g_00966
OG0001279	Pran.g_00609	Syaa.g_01749
OG0001280	Pran.g_00877	Syaa.g_00738
OG0001281	Pran.g_00871	Syaa.g_00728
OG0001282	Pran.g_00840	Syaa.g_02060
OG0001283	Pran.g_00820	Syaa.g_02734
OG0001284	Pran.g_00663	Syaa.g_00583
OG0001286	Pran.g_01109	Syaa.g_02245
OG0001287	Pran.g_01162	Syaa.g_00121
OG0001289	Pran.g_00345	Syaa.g_00327
OG0001290	Pran.g_00333	Syaa.g_02373
OG0001291	Pran.g_00299	Syaa.g_02428
OG0001292	Pran.g_01944	Syaa.g_00310
OG0001293	Pran.g_01932	Syaa.g_00288
OG0001294	Pran.g_01817	Syaa.g_01076
OG0001295	Pran.g_01711	Syaa.g_01964
OG0001296	Pran.g_01669	Syaa.g_02017
OG0001297	Pran.g_01664	Syaa.g_02013
OG0001298	Pran.g_01601	Syaa.g_01913
OG0001299	Pran.g_01512	Syaa.g_01070
OG0001300	Pran.g_01485	Syaa.g_00905
OG0001301	Pran.g_01482	Syaa.g_00891
OG0001302	Pran.g_01356	Syaa.g_01600
OG0001303	Pran.g_01434	Syaa.g_01402
OG0001304	Pran.g_00553	Syaa.g_01281
OG0001305	Pran.g_00572	Syaa.g_00885
OG0001306	Pran.g_00074	Syaa.g_00753
OG0001309	Pran.g_00637	Syaa.g_02005
OG0001310	Pran.g_00982	Syaa.g_00535
OG0001311	Pran.g_00545	Syaa.g_01293
OG0001312	Pran.g_00468	Syaa.g_01391
OG0001315	Pran.g_00371	Syaa.g_02226
OG0001316	Pran.g_00294	Syaa.g_02434
OG0001317	Pran.g_00198	Syaa.g_02112
OG0001318	Pran.g_01936	Syaa.g_00296
OG0001319	Pran.g_01921	Syaa.g_00273
OG0001321	Pran.g_01726	Syaa.g_00719
OG0001322	Pran.g_01725	Syaa.g_00720
OG0001323	Pran.g_01659	Syaa.g_02002
OG0001324	Pran.g_01484	Syaa.g_00904
OG0001325	Pran.g_01455	Syaa.g_01243
OG0001326	Pran.g_00184	Syaa.g_00396, Syaa.g_02672
OG0001327	Pran.g_00167	Syaa.g_01083
OG0001328	Pran.g_00142	Syaa.g_01104
OG0001331	Pran.g_00835	Syaa.g_02065
OG0001334	Pran.g_01129	Syaa.g_02216
OG0001335	Pran.g_01130	Syaa.g_02215
OG0001336	Pran.g_01242	Syaa.g_02735
OG0001339	Pran.g_00330	Syaa.g_02376
OG0001340	Pran.g_01866	Syaa.g_02199
OG0001341	Pran.g_01418	Syaa.g_00897
OG0001343	Pran.g_00411	Syaa.g_02664
OG0001344	Pran.g_00056	Syaa.g_00775
OG0001345	Pran.g_00041	Syaa.g_00803
OG0001346	Pran.g_00875	Syaa.g_00734
OG0001348	Pran.g_00604	Syaa.g_00847
OG0001349	Pran.g_00792, Pran.g_00805	Syaa.g_00437
OG0001352	Pran.g_01498	Syaa.g_01987
OG0001353	Pran.g_01311	Syaa.g_00841
OG0001354	Pran.g_00497	Syaa.g_01338
OG0001356	Pran.g_01390	Syaa.g_00848
OG0001358	Pran.g_01558	Syaa.g_01663
OG0001359	Pran.g_00412	Syaa.g_02663
OG0001360	Pran.g_00139	Syaa.g_00805
OG0001361	Pran.g_00044	Syaa.g_00800
OG0001362	Pran.g_00719	Syaa.g_01789
OG0001363	Pran.g_00717	Syaa.g_01791
OG0001364	Pran.g_01132	Syaa.g_00171
OG0001373	Pran.g_00183	Syaa.g_02671
OG0001374	Pran.g_00191	Syaa.g_02679
OG0001375	Pran.g_00192	Syaa.g_02665
OG0001376	Pran.g_00173	Syaa.g_02614
OG0001377	Pran.g_00172	Syaa.g_02613
OG0001378	Pran.g_00130	Syaa.g_00700
OG0001379	Pran.g_00882	Syaa.g_00744
OG0001382	Pran.g_00618	Syaa.g_01866
OG0001385	Pran.g_00180	Syaa.g_02668
OG0001386	Pran.g_00181	Syaa.g_02669
OG0001387	Pran.g_00182	Syaa.g_02670
OG0001388	Pran.g_00185	Syaa.g_02673
OG0001389	Pran.g_00186	Syaa.g_02674
OG0001390	Pran.g_00187	Syaa.g_02675
OG0001391	Pran.g_00188	Syaa.g_02676
OG0001392	Pran.g_00189	Syaa.g_02677
OG0001393	Pran.g_00190	Syaa.g_02678
OG0001394	Pran.g_00444	Syaa.g_01118
OG0001395	Pran.g_00555	Syaa.g_01267
OG0001398	Pran.g_00596	Syaa.g_01424
OG0001404	Pran.g_00364	Syaa.g_00355
OG0001405	Pran.g_01868	Syaa.g_02213
OG0001406	Pran.g_00174	Syaa.g_02615
OG0001407	Pran.g_00161	Syaa.g_01986
OG0001408	Pran.g_00156	Syaa.g_00953
OG0001411	Pran.g_00809	Syaa.g_00457
OG0001413	Pran.g_00648	Syaa.g_01590
OG0001416	Pran.g_01719	Syaa.g_00731
OG0001417	Pran.g_01709	Syaa.g_01339
OG0001419	Pran.g_00160	Syaa.g_01985
OG0001420	Pran.g_00121	Syaa.g_01991
OG0001421	Pran.g_00640	Syaa.g_01583, Syaa.g_01469
OG0001422	Pran.g_00607	Syaa.g_00743
OG0001423	Pran.g_01777	Syaa.g_00365
OG0001428	Pran.g_00260	Syaa.g_02481
OG0001432	Pran.g_00650	Syaa.g_00930
OG0001433	Pran.g_01391	Syaa.g_00849
OG0001434	Pran.g_00448	Syaa.g_01123
OG0001438	Pran.g_01901	Syaa.g_00247
OG0001439	Pran.g_01887	Syaa.g_00221
OG0001441	Pran.g_01657	Syaa.g_02000
OG0001442	Pran.g_01431	Syaa.g_01138
OG0001443	Pran.g_00595	Syaa.g_02617
OG0001447	Pran.g_00308	Syaa.g_02416
OG0001448	Pran.g_01827	Syaa.g_00423
OG0001449	Pran.g_01794	Syaa.g_02098, Syaa.g_01042
OG0001452	Pran.g_00416	Syaa.g_00301
OG0001453	Pran.g_00509	Syaa.g_01319
OG0001454	Pran.g_00146	Syaa.g_01580
OG0001456	Pran.g_00082	Syaa.g_02687
OG0001457	Pran.g_00081	Syaa.g_02688
OG0001458	Pran.g_00080	Syaa.g_02689
OG0001459	Pran.g_00954, Pran.g_00642	Syaa.g_01040
OG0001460	Pran.g_01392	Syaa.g_00850
OG0001461	Pran.g_00916	Syaa.g_02328
OG0001465	Pran.g_01476	Syaa.g_01211
OG0001468	Pran.g_00169	Syaa.g_01597
OG0001471	Pran.g_00647	Syaa.g_00226
OG0001473	Pran.g_01180	Syaa.g_01603
OG0001474	Pran.g_01855	Syaa.g_02175
OG0001480	Pran.g_01826	Syaa.g_00810
OG0001482	Pran.g_01721	Syaa.g_01329
OG0001486	Pran.g_00062	Syaa.g_00768
OG0001492	Pran.g_00013	Syaa.g_00969
OG0001493	Pran.g_00005	Syaa.g_00961
OG0001499	Pran.g_00372	Syaa.g_01698
OG0001502	Pran.g_01373	Syaa.g_00819
OG0001504	Pran.g_00953	Syaa.g_01039
OG0001507	Pran.g_00613	Syaa.g_02137
OG0001523	Pran.g_00089	Syaa.g_02713
OG0001524	Pran.g_00088	Syaa.g_02714
OG0001527	Pran.g_01615	Syaa.g_01936
OG0001546	Pran.g_01654	Syaa.g_01997
OG0001547	Pran.g_01371	Syaa.g_01420
OG0001548	Pran.g_01367	Syaa.g_01573
OG0001551	Pran.g_00083	Syaa.g_00853
OG0001552	Pran.g_00920	Syaa.g_01229
OG0001554	Pran.g_00639	Syaa.g_02590
OG0001556	Pran.g_01398	Syaa.g_01008
OG0001567	Pran.g_01372	Syaa.g_01421
OG0001568	Pran.g_01370	Syaa.g_01416
OG0001570	Pran.g_00118	Syaa.g_01693
OG0001572	Pran.g_01768	Syaa.g_01180
OG0001582	Pran.g_01710	Syaa.g_01746
OG0001588	Pran.g_00817	Syaa.g_00168
OG0001602	Pran.g_01477	Syaa.g_01210
OG0001607	Pran.g_00087	Syaa.g_01519
OG0001613	Pran.g_01124	Syaa.g_02227
OG0001633	Pran.g_00844	Syaa.g_00855
OG0001634	Pran.g_00610	Syaa.g_01073
OG0001666	Pran.g_00955	Syaa.g_01506, Syaa.g_00399
OG0001667	Pran.g_00897	Syaa.g_01129
OG0001700	Pran.g_01393	Syaa.g_01423
OG0001718	Pran.g_01831	Syaa.g_00941
OG0001990	Pran.g_01773	Syaa.g_02721
OG0001991	Pran.g_01387	Syaa.g_01102
OG0002096	Pran.g_00795	Syaa.g_00492
OG0002106	Pran.g_01809	Syaa.g_02085
OG0002107	Pran.g_01774	Syaa.g_02716
OG0002108	Pran.g_00909	Syaa.g_02636, Syaa.g_01736, Syaa.g_01274, Syaa.g_01721, Syaa.g_00382, Syaa.g_00410, Syaa.g_01703, Syaa.g_00361, Syaa.g_01709, Syaa.g_00398
OG0002225	Pran.g_01775	Syaa.g_02717
OG0002227	Pran.g_01396	Syaa.g_02611
OG0002374	Pran.g_01389	Syaa.g_00991
OG0002776	Pran.g_01776	Syaa.g_02718
OG0002892	Pran.g_01762	Syaa.g_01547
OG0003635	Pran.g_00908	Syaa.g_01734
OG0004524	Pran.g_00948	Syaa.g_00166
