Orthogroup	Pran	Syat
OG0001201	Pran.g_00325	Syat.g_01572
OG0001202	Pran.g_00233	Syat.g_02812
OG0001204	Pran.g_01949	Syat.g_01867
OG0001205	Pran.g_01735	Syat.g_01287
OG0001206	Pran.g_01716	Syat.g_03268
OG0001207	Pran.g_01701	Syat.g_03162
OG0001208	Pran.g_01696	Syat.g_03172
OG0001209	Pran.g_01643	Syat.g_03273
OG0001210	Pran.g_01638	Syat.g_00103
OG0001211	Pran.g_01628	Syat.g_00078
OG0001213	Pran.g_01549	Syat.g_03289
OG0001214	Pran.g_01541	Syat.g_00128
OG0001216	Pran.g_01458	Syat.g_00660
OG0001217	Pran.g_01415	Syat.g_02587
OG0001218	Pran.g_01407	Syat.g_01356
OG0001219	Pran.g_01354	Syat.g_00629
OG0001220	Pran.g_01292	Syat.g_01534
OG0001222	Pran.g_00479	Syat.g_00597
OG0001223	Pran.g_00505	Syat.g_00544
OG0001225	Pran.g_00566	Syat.g_00806
OG0001226	Pran.g_00159	Syat.g_01485
OG0001228	Pran.g_00015	Syat.g_00938
OG0001229	Pran.g_00843	Syat.g_00981
OG0001230	Pran.g_00741	Syat.g_01235
OG0001231	Pran.g_00634	Syat.g_02327
OG0001232	Pran.g_00993	Syat.g_03041
OG0001233	Pran.g_01013	Syat.g_03012
OG0001234	Pran.g_01048	Syat.g_02092
OG0001235	Pran.g_01057	Syat.g_01838
OG0001237	Pran.g_01142	Syat.g_02161
OG0001238	Pran.g_01216	Syat.g_02673
OG0001239	Pran.g_00361	Syat.g_01472
OG0001240	Pran.g_00340	Syat.g_01554
OG0001241	Pran.g_00332	Syat.g_01564
OG0001242	Pran.g_00314	Syat.g_02936
OG0001244	Pran.g_00293	Syat.g_02901
OG0001245	Pran.g_01815	Syat.g_00212
OG0001246	Pran.g_01674	Syat.g_03209
OG0001247	Pran.g_01495	Syat.g_01019
OG0001248	Pran.g_01493	Syat.g_03159
OG0001249	Pran.g_01365	Syat.g_01620
OG0001250	Pran.g_01303	Syat.g_00739
OG0001251	Pran.g_00414	Syat.g_00963, Syat.g_00621
OG0001252	Pran.g_00559	Syat.g_00787
OG0001255	Pran.g_00076	Syat.g_00843
OG0001256	Pran.g_00641	Syat.g_03111
OG0001257	Pran.g_00635	Syat.g_01716
OG0001258	Pran.g_00967	Syat.g_03119
OG0001259	Pran.g_01011	Syat.g_03014
OG0001261	Pran.g_01097	Syat.g_01791
OG0001262	Pran.g_01200	Syat.g_02285
OG0001265	Pran.g_00315	Syat.g_02938
OG0001266	Pran.g_00229	Syat.g_02808
OG0001267	Pran.g_01914	Syat.g_02060
OG0001268	Pran.g_01856	Syat.g_01608
OG0001269	Pran.g_01835	Syat.g_02369
OG0001270	Pran.g_01746	Syat.g_02968
OG0001271	Pran.g_01706	Syat.g_01374
OG0001272	Pran.g_01692	Syat.g_03176
OG0001274	Pran.g_01473	Syat.g_02727
OG0001275	Pran.g_00515	Syat.g_00529
OG0001276	Pran.g_00543	Syat.g_00705
OG0001277	Pran.g_00152	Syat.g_03312
OG0001278	Pran.g_00010	Syat.g_00895
OG0001279	Pran.g_00609	Syat.g_01252
OG0001281	Pran.g_00871	Syat.g_01159
OG0001282	Pran.g_00840	Syat.g_02780
OG0001283	Pran.g_00820	Syat.g_02403
OG0001286	Pran.g_01109	Syat.g_01656
OG0001287	Pran.g_01162	Syat.g_02208
OG0001288	Pran.g_01171	Syat.g_02225
OG0001289	Pran.g_00345	Syat.g_01527
OG0001290	Pran.g_00333	Syat.g_01563
OG0001291	Pran.g_00299	Syat.g_02916
OG0001292	Pran.g_01944	Syat.g_01873
OG0001293	Pran.g_01932	Syat.g_01995
OG0001294	Pran.g_01817	Syat.g_00409
OG0001295	Pran.g_01711	Syat.g_00945
OG0001296	Pran.g_01669	Syat.g_03217
OG0001297	Pran.g_01664	Syat.g_03221
OG0001298	Pran.g_01601	Syat.g_00043
OG0001299	Pran.g_01512	Syat.g_00401
OG0001300	Pran.g_01485	Syat.g_01025
OG0001303	Pran.g_01434	Syat.g_00628
OG0001304	Pran.g_00553	Syat.g_00690
OG0001305	Pran.g_00572	Syat.g_00813
OG0001306	Pran.g_00074	Syat.g_03234
OG0001308	Pran.g_00723	Syat.g_01176
OG0001309	Pran.g_00637	Syat.g_01113
OG0001310	Pran.g_00982	Syat.g_03066
OG0001311	Pran.g_00545	Syat.g_00703
OG0001312	Pran.g_00468	Syat.g_00615
OG0001315	Pran.g_00371	Syat.g_01634
OG0001317	Pran.g_00198	Syat.g_01451
OG0001318	Pran.g_01936	Syat.g_01888
OG0001319	Pran.g_01921	Syat.g_02048
OG0001323	Pran.g_01659	Syat.g_01111
OG0001325	Pran.g_01455	Syat.g_00664
OG0001326	Pran.g_00184	Syat.g_02525
OG0001327	Pran.g_00167	Syat.g_00414
OG0001329	Pran.g_00101	Syat.g_00097
OG0001331	Pran.g_00835	Syat.g_01301
OG0001333	Pran.g_01007	Syat.g_03018
OG0001336	Pran.g_01242	Syat.g_02402
OG0001345	Pran.g_00041	Syat.g_00290
OG0001348	Pran.g_00604	Syat.g_03316
OG0001349	Pran.g_00792, Pran.g_00805	Syat.g_01220
OG0001353	Pran.g_01311	Syat.g_00717
OG0001354	Pran.g_00497	Syat.g_00558
OG0001356	Pran.g_01390	Syat.g_01035
OG0001358	Pran.g_01558	Syat.g_03319
OG0001360	Pran.g_00139	Syat.g_00256
OG0001361	Pran.g_00044	Syat.g_00293
OG0001364	Pran.g_01132	Syat.g_02143
OG0001365	Pran.g_01209	Syat.g_02687
OG0001371	Pran.g_01499	Syat.g_01490
OG0001373	Pran.g_00183	Syat.g_02524
OG0001374	Pran.g_00191	Syat.g_02541
OG0001376	Pran.g_00173	Syat.g_00841
OG0001377	Pran.g_00172	Syat.g_00842
OG0001378	Pran.g_00130	Syat.g_02967
OG0001379	Pran.g_00882	Syat.g_01147
OG0001382	Pran.g_00618	Syat.g_00101
OG0001385	Pran.g_00180	Syat.g_02521
OG0001386	Pran.g_00181	Syat.g_02522
OG0001387	Pran.g_00182	Syat.g_02523
OG0001388	Pran.g_00185	Syat.g_02526
OG0001389	Pran.g_00186	Syat.g_02531
OG0001390	Pran.g_00187	Syat.g_02532
OG0001391	Pran.g_00188	Syat.g_02533
OG0001392	Pran.g_00189	Syat.g_02539
OG0001393	Pran.g_00190	Syat.g_02540
OG0001394	Pran.g_00444	Syat.g_00450
OG0001403	Pran.g_00394	Syat.g_02307
OG0001406	Pran.g_00174	Syat.g_00840
OG0001408	Pran.g_00156	Syat.g_00211
OG0001409	Pran.g_00053	Syat.g_01007
OG0001411	Pran.g_00809	Syat.g_01188
OG0001413	Pran.g_00648	Syat.g_00853
OG0001415	Pran.g_00201	Syat.g_00017
OG0001416	Pran.g_01719	Syat.g_02491
OG0001417	Pran.g_01709	Syat.g_01705
OG0001418	Pran.g_01494	Syat.g_03267
OG0001420	Pran.g_00121	Syat.g_01099
OG0001421	Pran.g_00640	Syat.g_03056
OG0001429	Pran.g_01353	Syat.g_00627
OG0001432	Pran.g_00650	Syat.g_00846
OG0001433	Pran.g_01391	Syat.g_01429
OG0001434	Pran.g_00448	Syat.g_00455
OG0001437	Pran.g_00202	Syat.g_00016
OG0001438	Pran.g_01901	Syat.g_02076
OG0001439	Pran.g_01887	Syat.g_02105
OG0001441	Pran.g_01657	Syat.g_01109
OG0001443	Pran.g_00595	Syat.g_02649
OG0001449	Pran.g_01794	Syat.g_00800
OG0001451	Pran.g_01282	Syat.g_02877
OG0001452	Pran.g_00416	Syat.g_01881
OG0001453	Pran.g_00509	Syat.g_00538
OG0001454	Pran.g_00146	Syat.g_00189
OG0001456	Pran.g_00082	Syat.g_02545
OG0001457	Pran.g_00081	Syat.g_02546
OG0001458	Pran.g_00080	Syat.g_02547
OG0001459	Pran.g_00954, Pran.g_00642	Syat.g_03357, Syat.g_03358
OG0001460	Pran.g_01392	Syat.g_01430
OG0001461	Pran.g_00916	Syat.g_01945
OG0001462	Pran.g_00390	Syat.g_02301
OG0001473	Pran.g_01180	Syat.g_00190
OG0001474	Pran.g_01855	Syat.g_01607
OG0001480	Pran.g_01826	Syat.g_00100
OG0001482	Pran.g_01721	Syat.g_00549
OG0001484	Pran.g_01414	Syat.g_02443
OG0001486	Pran.g_00062	Syat.g_03258
OG0001492	Pran.g_00013	Syat.g_00898
OG0001493	Pran.g_00005	Syat.g_00890
OG0001502	Pran.g_01373	Syat.g_00757
OG0001504	Pran.g_00953	Syat.g_03356
OG0001507	Pran.g_00613	Syat.g_03261
OG0001523	Pran.g_00089	Syat.g_01089
OG0001524	Pran.g_00088	Syat.g_01088
OG0001526	Pran.g_01030	Syat.g_02907
OG0001527	Pran.g_01615	Syat.g_00064
OG0001546	Pran.g_01654	Syat.g_01106
OG0001547	Pran.g_01371	Syat.g_00645
OG0001553	Pran.g_00736	Syat.g_01230
OG0001554	Pran.g_00639	Syat.g_01005
OG0001556	Pran.g_01398	Syat.g_03334, Syat.g_03147
OG0001567	Pran.g_01372	Syat.g_00651
OG0001568	Pran.g_01370	Syat.g_00643
OG0001570	Pran.g_00118	Syat.g_03269
OG0001584	Pran.g_00460	Syat.g_00468
OG0001587	Pran.g_01029	Syat.g_02990
OG0001588	Pran.g_00817	Syat.g_02169
OG0001613	Pran.g_01124	Syat.g_01635
OG0001634	Pran.g_00610	Syat.g_00404
OG0001666	Pran.g_00955	Syat.g_03349
OG0001669	Pran.g_00910	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903
OG0001700	Pran.g_01393	Syat.g_01074
OG0001701	Pran.g_01031	Syat.g_02905
OG0001745	Pran.g_00651	Syat.g_00971
OG0001782	Pran.g_00769	Syat.g_01210
OG0001991	Pran.g_01387	Syat.g_01679
OG0002029	Pran.g_00956	Syat.g_03352
OG0002107	Pran.g_01774	Syat.g_00953, Syat.g_02429
OG0002154	Pran.g_00818	Syat.g_00084
OG0002155	Pran.g_00811, Pran.g_00812	Syat.g_02174
OG0002225	Pran.g_01775	Syat.g_00950, Syat.g_02431
OG0002270	Pran.g_00757	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351
OG0002274	Pran.g_00814	Syat.g_02175
OG0002369	Pran.g_00784	Syat.g_02251
OG0002375	Pran.g_00791	Syat.g_01219
OG0002622	Pran.g_00782	Syat.g_00572
OG0002776	Pran.g_01776	Syat.g_00949, Syat.g_02432
OG0002892	Pran.g_01762	Syat.g_01895
OG0002893	Pran.g_00815	Syat.g_02173
OG0003023	Pran.g_00913	Syat.g_02509
OG0003024	Pran.g_00816	Syat.g_02172, Syat.g_01207
OG0003347	Pran.g_00761	Syat.g_03193, Syat.g_00396
