Orthogroup	Pran	Syan
OG0001192	Pran.g_01220	Syan.g_01585
OG0001193	Pran.g_01230	Syan.g_01626
OG0001194	Pran.g_01231	Syan.g_01627
OG0001195	Pran.g_01232	Syan.g_01628
OG0001196	Pran.g_01245	Syan.g_01693
OG0001197	Pran.g_01246	Syan.g_01695
OG0001198	Pran.g_01254	Syan.g_01793
OG0001199	Pran.g_00358	Syan.g_02913
OG0001200	Pran.g_00356	Syan.g_02915
OG0001201	Pran.g_00325	Syan.g_02975
OG0001202	Pran.g_00233	Syan.g_03084
OG0001204	Pran.g_01949	Syan.g_02097
OG0001205	Pran.g_01735	Syan.g_01337
OG0001206	Pran.g_01716	Syan.g_02880
OG0001207	Pran.g_01701	Syan.g_02772
OG0001208	Pran.g_01696	Syan.g_02762
OG0001209	Pran.g_01643	Syan.g_01163
OG0001210	Pran.g_01638	Syan.g_00830
OG0001211	Pran.g_01628	Syan.g_00852
OG0001212	Pran.g_01582	Syan.g_01002
OG0001213	Pran.g_01549	Syan.g_01141
OG0001214	Pran.g_01541	Syan.g_00814
OG0001215	Pran.g_01488	Syan.g_00539
OG0001216	Pran.g_01458	Syan.g_00319
OG0001217	Pran.g_01415	Syan.g_00617
OG0001218	Pran.g_01407	Syan.g_02837
OG0001219	Pran.g_01354	Syan.g_00477
OG0001220	Pran.g_01292	Syan.g_00203
OG0001221	Pran.g_00440	Syan.g_01446
OG0001222	Pran.g_00479	Syan.g_00552
OG0001223	Pran.g_00505	Syan.g_00599
OG0001225	Pran.g_00566	Syan.g_00292
OG0001226	Pran.g_00159	Syan.g_02922
OG0001227	Pran.g_00141	Syan.g_00940
OG0001228	Pran.g_00015	Syan.g_01938
OG0001229	Pran.g_00843	Syan.g_02631
OG0001230	Pran.g_00741	Syan.g_01288
OG0001231	Pran.g_00634	Syan.g_01764
OG0001232	Pran.g_00993	Syan.g_01439
OG0001233	Pran.g_01013	Syan.g_01461
OG0001234	Pran.g_01048	Syan.g_01995
OG0001235	Pran.g_01057	Syan.g_02130
OG0001237	Pran.g_01142	Syan.g_01928
OG0001239	Pran.g_00361	Syan.g_02910
OG0001240	Pran.g_00340	Syan.g_02963
OG0001242	Pran.g_00314	Syan.g_02297
OG0001244	Pran.g_00293	Syan.g_03004
OG0001245	Pran.g_01815	Syan.g_00179
OG0001246	Pran.g_01674	Syan.g_02734
OG0001247	Pran.g_01495	Syan.g_00199
OG0001249	Pran.g_01365	Syan.g_02150
OG0001250	Pran.g_01303	Syan.g_00382
OG0001251	Pran.g_00414	Syan.g_00490
OG0001252	Pran.g_00559	Syan.g_00304
OG0001253	Pran.g_00140	Syan.g_00099
OG0001254	Pran.g_00091	Syan.g_01148
OG0001256	Pran.g_00641	Syan.g_01384
OG0001258	Pran.g_00967	Syan.g_01395
OG0001259	Pran.g_01011	Syan.g_01459
OG0001260	Pran.g_01027	Syan.g_01478
OG0001261	Pran.g_01097	Syan.g_02209
OG0001262	Pran.g_01200	Syan.g_01721
OG0001264	Pran.g_01952	Syan.g_02949
OG0001265	Pran.g_00315	Syan.g_02299
OG0001266	Pran.g_00229	Syan.g_03088
OG0001267	Pran.g_01914	Syan.g_02023
OG0001268	Pran.g_01856	Syan.g_02138
OG0001270	Pran.g_01746	Syan.g_02393
OG0001271	Pran.g_01706	Syan.g_02849
OG0001272	Pran.g_01692	Syan.g_02758
OG0001274	Pran.g_01473	Syan.g_01528
OG0001275	Pran.g_00515	Syan.g_00628
OG0001276	Pran.g_00543	Syan.g_00360
OG0001277	Pran.g_00152	Syan.g_00007
OG0001278	Pran.g_00010	Syan.g_02585
OG0001279	Pran.g_00609	Syan.g_01306
OG0001281	Pran.g_00871	Syan.g_01220
OG0001282	Pran.g_00840	Syan.g_02774
OG0001283	Pran.g_00820	Syan.g_01687
OG0001284	Pran.g_00663	Syan.g_01369
OG0001285	Pran.g_00996	Syan.g_00977
OG0001286	Pran.g_01109	Syan.g_02193
OG0001287	Pran.g_01162	Syan.g_01894
OG0001289	Pran.g_00345	Syan.g_02942
OG0001291	Pran.g_00299	Syan.g_02273
OG0001292	Pran.g_01944	Syan.g_02091
OG0001293	Pran.g_01932	Syan.g_02051
OG0001294	Pran.g_01817	Syan.g_00758
OG0001295	Pran.g_01711	Syan.g_00836
OG0001296	Pran.g_01669	Syan.g_02728
OG0001297	Pran.g_01664	Syan.g_02724
OG0001298	Pran.g_01601	Syan.g_00944
OG0001299	Pran.g_01512	Syan.g_00764
OG0001303	Pran.g_01434	Syan.g_00479
OG0001304	Pran.g_00553	Syan.g_00345
OG0001305	Pran.g_00572	Syan.g_00191
OG0001306	Pran.g_00074	Syan.g_02714
OG0001308	Pran.g_00723	Syan.g_01248
OG0001309	Pran.g_00637	Syan.g_01196
OG0001310	Pran.g_00982	Syan.g_01422
OG0001311	Pran.g_00545	Syan.g_00358
OG0001312	Pran.g_00468	Syan.g_00496
OG0001315	Pran.g_00371	Syan.g_02168
OG0001317	Pran.g_00198	Syan.g_02422
OG0001318	Pran.g_01936	Syan.g_02060
OG0001319	Pran.g_01921	Syan.g_02034
OG0001323	Pran.g_01659	Syan.g_01193
OG0001325	Pran.g_01455	Syan.g_00323
OG0001326	Pran.g_00184	Syan.g_01636
OG0001327	Pran.g_00167	Syan.g_00753
OG0001328	Pran.g_00142	Syan.g_02675
OG0001329	Pran.g_00101	Syan.g_00838
OG0001331	Pran.g_00835	Syan.g_02779
OG0001332	Pran.g_00690	Syan.g_00412
OG0001333	Pran.g_01007	Syan.g_01455
OG0001336	Pran.g_01242	Syan.g_01688
OG0001341	Pran.g_01418	Syan.g_00524
OG0001345	Pran.g_00041	Syan.g_02655
OG0001346	Pran.g_00875	Syan.g_01214
OG0001349	Pran.g_00792, Pran.g_00805	Syan.g_01131
OG0001353	Pran.g_01311	Syan.g_00372
OG0001354	Pran.g_00497	Syan.g_00585
OG0001356	Pran.g_01390	Syan.g_00067
OG0001358	Pran.g_01558	Syan.g_00017
OG0001360	Pran.g_00139	Syan.g_02653
OG0001361	Pran.g_00044	Syan.g_02658
OG0001364	Pran.g_01132	Syan.g_01950
OG0001365	Pran.g_01209	Syan.g_01570
OG0001371	Pran.g_01499	Syan.g_02927, Syan.g_02928
OG0001373	Pran.g_00183	Syan.g_01635
OG0001374	Pran.g_00191	Syan.g_01644
OG0001376	Pran.g_00173	Syan.g_00511
OG0001377	Pran.g_00172	Syan.g_00510
OG0001378	Pran.g_00130	Syan.g_02392
OG0001379	Pran.g_00882	Syan.g_01206
OG0001380	Pran.g_00852	Syan.g_00442
OG0001382	Pran.g_00618	Syan.g_00680
OG0001385	Pran.g_00180	Syan.g_01632
OG0001386	Pran.g_00181	Syan.g_01633
OG0001387	Pran.g_00182	Syan.g_01634
OG0001388	Pran.g_00185	Syan.g_01637
OG0001389	Pran.g_00186	Syan.g_01639
OG0001390	Pran.g_00187	Syan.g_01640
OG0001391	Pran.g_00188	Syan.g_01641
OG0001392	Pran.g_00189	Syan.g_01642
OG0001393	Pran.g_00190	Syan.g_01643
OG0001394	Pran.g_00444	Syan.g_00722
OG0001395	Pran.g_00555	Syan.g_00340
OG0001398	Pran.g_00596	Syan.g_02932
OG0001399	Pran.g_01050	Syan.g_02175
OG0001403	Pran.g_00394	Syan.g_01744
OG0001404	Pran.g_00364	Syan.g_00343
OG0001406	Pran.g_00174	Syan.g_00512
OG0001407	Pran.g_00161	Syan.g_00455
OG0001408	Pran.g_00156	Syan.g_00073
OG0001409	Pran.g_00053	Syan.g_00284
OG0001411	Pran.g_00809	Syan.g_01125
OG0001415	Pran.g_00201	Syan.g_01004
OG0001416	Pran.g_01719	Syan.g_00103
OG0001417	Pran.g_01709	Syan.g_00583
OG0001418	Pran.g_01494	Syan.g_02689
OG0001419	Pran.g_00160	Syan.g_00454
OG0001420	Pran.g_00121	Syan.g_01180
OG0001422	Pran.g_00607	Syan.g_00645
OG0001423	Pran.g_01777	Syan.g_01318
OG0001425	Pran.g_01219	Syan.g_01584
OG0001428	Pran.g_00260	Syan.g_03039
OG0001429	Pran.g_01353	Syan.g_00480
OG0001432	Pran.g_00650	Syan.g_00092
OG0001433	Pran.g_01391	Syan.g_00245
OG0001434	Pran.g_00448	Syan.g_00717
OG0001437	Pran.g_00202	Syan.g_01005
OG0001438	Pran.g_01901	Syan.g_02009
OG0001439	Pran.g_01887	Syan.g_01986
OG0001441	Pran.g_01657	Syan.g_01191
OG0001442	Pran.g_01431	Syan.g_00709
OG0001443	Pran.g_00595	Syan.g_01590
OG0001447	Pran.g_00308	Syan.g_02288
OG0001449	Pran.g_01794	Syan.g_02058
OG0001452	Pran.g_00416	Syan.g_02066
OG0001453	Pran.g_00509	Syan.g_00608
OG0001454	Pran.g_00146	Syan.g_00418
OG0001456	Pran.g_00082	Syan.g_01646
OG0001457	Pran.g_00081	Syan.g_01647
OG0001458	Pran.g_00080	Syan.g_01648
OG0001459	Pran.g_00954, Pran.g_00642	Syan.g_02343
OG0001460	Pran.g_01392	Syan.g_00244
OG0001461	Pran.g_00916	Syan.g_00657
OG0001462	Pran.g_00390	Syan.g_01737
OG0001471	Pran.g_00647	Syan.g_01991
OG0001473	Pran.g_01180	Syan.g_00133
OG0001474	Pran.g_01855	Syan.g_02137
OG0001480	Pran.g_01826	Syan.g_00072
OG0001486	Pran.g_00062	Syan.g_02698
OG0001492	Pran.g_00013	Syan.g_02588
OG0001493	Pran.g_00005	Syan.g_02578
OG0001502	Pran.g_01373	Syan.g_00401
OG0001504	Pran.g_00953	Syan.g_02344
OG0001507	Pran.g_00613	Syan.g_02695
OG0001525	Pran.g_00629	Syan.g_00831
OG0001527	Pran.g_01615	Syan.g_00867
OG0001546	Pran.g_01654	Syan.g_01188
OG0001547	Pran.g_01371	Syan.g_00462
OG0001553	Pran.g_00736	Syan.g_01282
OG0001554	Pran.g_00639	Syan.g_00282
OG0001556	Pran.g_01398	Syan.g_02338, Syan.g_00149, Syan.g_00276
OG0001566	Pran.g_01502	Syan.g_01072
OG0001567	Pran.g_01372	Syan.g_00461
OG0001568	Pran.g_01370	Syan.g_00463
OG0001570	Pran.g_00118	Syan.g_00636
OG0001584	Pran.g_00460	Syan.g_00701
OG0001587	Pran.g_01029	Syan.g_01482
OG0001588	Pran.g_00817	Syan.g_02262
OG0001634	Pran.g_00610	Syan.g_00761
OG0001666	Pran.g_00955	Syan.g_02339
OG0001669	Pran.g_00910	Syan.g_02176
OG0001700	Pran.g_01393	Syan.g_00938
OG0001774	Pran.g_01501	Syan.g_02509
OG0001782	Pran.g_00763, Pran.g_00769	Syan.g_01869
OG0001919	Pran.g_01798	Syan.g_00078
OG0001990	Pran.g_01773	Syan.g_01660
OG0002029	Pran.g_00956	Syan.g_02340
OG0002097	Pran.g_00813	Syan.g_01105
OG0002154	Pran.g_00818	Syan.g_00846
OG0002227	Pran.g_01396	Syan.g_00243
OG0002274	Pran.g_00814	Syan.g_01104
OG0002375	Pran.g_00791	Syan.g_01122
OG0002486	Pran.g_00764	Syan.g_01870
OG0002893	Pran.g_00815	Syan.g_01113
OG0003023	Pran.g_00913	Syan.g_01229
OG0004021	Pran.g_00765	Syan.g_01849
