Orthogroup	Pran	Syal
OG0001173	Pran.g_01036	Syal.g_00199
OG0001174	Pran.g_01045	Syal.g_00207
OG0001175	Pran.g_01046	Syal.g_00208
OG0001176	Pran.g_01053	Syal.g_00226
OG0001177	Pran.g_01055	Syal.g_00224
OG0001178	Pran.g_01060	Syal.g_00592
OG0001179	Pran.g_01089	Syal.g_00256
OG0001180	Pran.g_01111	Syal.g_00282
OG0001182	Pran.g_01122	Syal.g_00295
OG0001183	Pran.g_01126	Syal.g_00302
OG0001184	Pran.g_01141	Syal.g_01359
OG0001185	Pran.g_01155	Syal.g_01453
OG0001186	Pran.g_01178	Syal.g_00179
OG0001187	Pran.g_01183	Syal.g_00175
OG0001188	Pran.g_01185	Syal.g_00172
OG0001190	Pran.g_01205	Syal.g_01067
OG0001191	Pran.g_01215	Syal.g_01083
OG0001192	Pran.g_01220	Syal.g_01090
OG0001193	Pran.g_01230	Syal.g_01128
OG0001194	Pran.g_01231	Syal.g_01130
OG0001195	Pran.g_01232	Syal.g_01131
OG0001196	Pran.g_01245	Syal.g_00078
OG0001197	Pran.g_01246	Syal.g_00080
OG0001198	Pran.g_01254	Syal.g_00093
OG0001199	Pran.g_00358	Syal.g_00757
OG0001200	Pran.g_00356	Syal.g_00759
OG0001201	Pran.g_00325	Syal.g_00821
OG0001202	Pran.g_00233	Syal.g_00956
OG0001204	Pran.g_01949	Syal.g_01201
OG0001205	Pran.g_01735	Syal.g_00515
OG0001206	Pran.g_01716	Syal.g_00490
OG0001207	Pran.g_01701	Syal.g_02889
OG0001208	Pran.g_01696	Syal.g_02899
OG0001209	Pran.g_01643	Syal.g_02835
OG0001210	Pran.g_01638	Syal.g_02827
OG0001211	Pran.g_01628	Syal.g_02811
OG0001212	Pran.g_01582	Syal.g_02754
OG0001213	Pran.g_01549	Syal.g_02701
OG0001214	Pran.g_01541	Syal.g_02634
OG0001215	Pran.g_01488	Syal.g_01786
OG0001216	Pran.g_01458	Syal.g_01861
OG0001217	Pran.g_01415	Syal.g_02067
OG0001218	Pran.g_01407	Syal.g_00429
OG0001219	Pran.g_01354	Syal.g_02036
OG0001220	Pran.g_01292	Syal.g_02494
OG0001221	Pran.g_00440	Syal.g_02258
OG0001222	Pran.g_00479	Syal.g_02006
OG0001223	Pran.g_00505	Syal.g_01960
OG0001225	Pran.g_00566	Syal.g_01825
OG0001226	Pran.g_00159	Syal.g_00767
OG0001227	Pran.g_00141	Syal.g_01575
OG0001228	Pran.g_00015	Syal.g_02451
OG0001229	Pran.g_00843	Syal.g_01801
OG0001230	Pran.g_00741	Syal.g_00029
OG0001231	Pran.g_00634	Syal.g_00114
OG0001232	Pran.g_00993	Syal.g_00622
OG0001233	Pran.g_01013	Syal.g_00645
OG0001234	Pran.g_01048	Syal.g_00212
OG0001237	Pran.g_01142	Syal.g_01362
OG0001238	Pran.g_01216	Syal.g_01085
OG0001239	Pran.g_00361	Syal.g_00754
OG0001240	Pran.g_00340	Syal.g_00804
OG0001241	Pran.g_00332	Syal.g_00814
OG0001242	Pran.g_00314	Syal.g_00844
OG0001244	Pran.g_00293	Syal.g_00882
OG0001245	Pran.g_01815	Syal.g_02522
OG0001246	Pran.g_01674	Syal.g_02927
OG0001247	Pran.g_01495	Syal.g_01126
OG0001248	Pran.g_01493	Syal.g_01778
OG0001249	Pran.g_01365	Syal.g_00337
OG0001250	Pran.g_01303	Syal.g_02469
OG0001251	Pran.g_00414	Syal.g_02576
OG0001252	Pran.g_00559	Syal.g_01834
OG0001253	Pran.g_00140	Syal.g_02521
OG0001254	Pran.g_00091	Syal.g_02507
OG0001255	Pran.g_00076	Syal.g_02609
OG0001256	Pran.g_00641	Syal.g_00571
OG0001257	Pran.g_00635	Syal.g_02262
OG0001258	Pran.g_00967	Syal.g_00582
OG0001259	Pran.g_01011	Syal.g_00643
OG0001260	Pran.g_01027	Syal.g_00665
OG0001261	Pran.g_01097	Syal.g_00265
OG0001262	Pran.g_01200	Syal.g_00154
OG0001264	Pran.g_01952	Syal.g_00191
OG0001265	Pran.g_00315	Syal.g_00842
OG0001266	Pran.g_00229	Syal.g_00960
OG0001267	Pran.g_01914	Syal.g_01263
OG0001268	Pran.g_01856	Syal.g_00353
OG0001269	Pran.g_01835	Syal.g_02567
OG0001270	Pran.g_01746	Syal.g_00528
OG0001271	Pran.g_01706	Syal.g_00466
OG0001272	Pran.g_01692	Syal.g_02903
OG0001273	Pran.g_01547	Syal.g_02641
OG0001274	Pran.g_01473	Syal.g_01007
OG0001275	Pran.g_00515	Syal.g_01932
OG0001276	Pran.g_00543	Syal.g_01914
OG0001277	Pran.g_00152	Syal.g_02963
OG0001278	Pran.g_00010	Syal.g_01766
OG0001279	Pran.g_00609	Syal.g_02565
OG0001280	Pran.g_00877	Syal.g_01604
OG0001281	Pran.g_00871	Syal.g_01592
OG0001282	Pran.g_00840	Syal.g_02887
OG0001283	Pran.g_00820	Syal.g_01179
OG0001284	Pran.g_00663	Syal.g_03007
OG0001285	Pran.g_00996	Syal.g_00625
OG0001286	Pran.g_01109	Syal.g_00280
OG0001287	Pran.g_01162	Syal.g_01461
OG0001288	Pran.g_01171	Syal.g_01513
OG0001289	Pran.g_00345	Syal.g_00781
OG0001290	Pran.g_00333	Syal.g_00813
OG0001291	Pran.g_00299	Syal.g_00866
OG0001292	Pran.g_01944	Syal.g_01206
OG0001293	Pran.g_01932	Syal.g_01236
OG0001294	Pran.g_01817	Syal.g_02207
OG0001295	Pran.g_01711	Syal.g_01828
OG0001296	Pran.g_01669	Syal.g_02933
OG0001298	Pran.g_01601	Syal.g_02777
OG0001299	Pran.g_01512	Syal.g_02200
OG0001300	Pran.g_01485	Syal.g_01795
OG0001301	Pran.g_01482	Syal.g_01941, Syal.g_01810
OG0001302	Pran.g_01356	Syal.g_02607
OG0001303	Pran.g_01434	Syal.g_02033
OG0001304	Pran.g_00553	Syal.g_01899
OG0001305	Pran.g_00572	Syal.g_01817
OG0001306	Pran.g_00074	Syal.g_01626
OG0001308	Pran.g_00723	Syal.g_00392
OG0001309	Pran.g_00637	Syal.g_02943
OG0001310	Pran.g_00982	Syal.g_00605
OG0001311	Pran.g_00545	Syal.g_01912
OG0001312	Pran.g_00468	Syal.g_02024
OG0001315	Pran.g_00371	Syal.g_00300
OG0001316	Pran.g_00294	Syal.g_00872
OG0001317	Pran.g_00198	Syal.g_00687
OG0001318	Pran.g_01936	Syal.g_01228
OG0001319	Pran.g_01921	Syal.g_01252
OG0001321	Pran.g_01726	Syal.g_00508
OG0001322	Pran.g_01725	Syal.g_00507
OG0001323	Pran.g_01659	Syal.g_02946
OG0001324	Pran.g_01484	Syal.g_01796
OG0001325	Pran.g_01455	Syal.g_01865
OG0001326	Pran.g_00184	Syal.g_01138
OG0001327	Pran.g_00167	Syal.g_02296
OG0001328	Pran.g_00142	Syal.g_02266
OG0001329	Pran.g_00101	Syal.g_01188
OG0001332	Pran.g_00690	Syal.g_02965
OG0001333	Pran.g_01007	Syal.g_00639
OG0001334	Pran.g_01129	Syal.g_00311
OG0001335	Pran.g_01130	Syal.g_00312
OG0001336	Pran.g_01242	Syal.g_01180
OG0001339	Pran.g_00330	Syal.g_00816
OG0001340	Pran.g_01866	Syal.g_00328
OG0001341	Pran.g_01418	Syal.g_02538
OG0001343	Pran.g_00411	Syal.g_01190
OG0001344	Pran.g_00056	Syal.g_01658
OG0001345	Pran.g_00041	Syal.g_01694
OG0001346	Pran.g_00875	Syal.g_01600
OG0001348	Pran.g_00604	Syal.g_01849
OG0001349	Pran.g_00792, Pran.g_00805	Syal.g_01426
OG0001353	Pran.g_01311	Syal.g_02457
OG0001354	Pran.g_00497	Syal.g_01973
OG0001358	Pran.g_01558	Syal.g_02715
OG0001359	Pran.g_00412	Syal.g_01189
OG0001360	Pran.g_00139	Syal.g_01696
OG0001361	Pran.g_00044	Syal.g_01691
OG0001362	Pran.g_00719	Syal.g_00397
OG0001363	Pran.g_00717	Syal.g_00399
OG0001364	Pran.g_01132	Syal.g_01342
OG0001365	Pran.g_01209	Syal.g_01072
OG0001373	Pran.g_00183	Syal.g_01137
OG0001374	Pran.g_00191	Syal.g_01145
OG0001375	Pran.g_00192	Syal.g_01191
OG0001376	Pran.g_00173	Syal.g_01095
OG0001377	Pran.g_00172	Syal.g_01094
OG0001378	Pran.g_00130	Syal.g_00529
OG0001379	Pran.g_00882	Syal.g_01609
OG0001382	Pran.g_00618	Syal.g_00220
OG0001385	Pran.g_00180	Syal.g_01134
OG0001386	Pran.g_00181	Syal.g_01135
OG0001387	Pran.g_00182	Syal.g_01136
OG0001388	Pran.g_00185	Syal.g_01139
OG0001389	Pran.g_00186	Syal.g_01140
OG0001390	Pran.g_00187	Syal.g_01141
OG0001391	Pran.g_00188	Syal.g_01142
OG0001392	Pran.g_00189	Syal.g_01143
OG0001393	Pran.g_00190	Syal.g_01144
OG0001394	Pran.g_00444	Syal.g_02250
OG0001395	Pran.g_00555	Syal.g_02432
OG0001397	Pran.g_00718	Syal.g_00398
OG0001398	Pran.g_00596	Syal.g_00774
OG0001399	Pran.g_01050	Syal.g_00434
OG0001404	Pran.g_00364	Syal.g_00750
OG0001405	Pran.g_01868	Syal.g_00314
OG0001406	Pran.g_00174	Syal.g_01096
OG0001407	Pran.g_00161	Syal.g_01774
OG0001408	Pran.g_00156	Syal.g_02589
OG0001409	Pran.g_00053	Syal.g_01671
OG0001411	Pran.g_00809	Syal.g_01399
OG0001413	Pran.g_00648	Syal.g_02570
OG0001416	Pran.g_01719	Syal.g_01595
OG0001417	Pran.g_01709	Syal.g_01974
OG0001419	Pran.g_00160	Syal.g_01775
OG0001420	Pran.g_00121	Syal.g_02955
OG0001423	Pran.g_01777	Syal.g_00726
OG0001425	Pran.g_01219	Syal.g_01089
OG0001428	Pran.g_00260	Syal.g_00915
OG0001432	Pran.g_00650	Syal.g_02578
OG0001433	Pran.g_01391	Syal.g_02212
OG0001434	Pran.g_00448	Syal.g_02245
OG0001438	Pran.g_01901	Syal.g_01278
OG0001439	Pran.g_01887	Syal.g_01306
OG0001442	Pran.g_01431	Syal.g_02234
OG0001443	Pran.g_00595	Syal.g_01101
OG0001447	Pran.g_00308	Syal.g_00853
OG0001448	Pran.g_01827	Syal.g_02552
OG0001449	Pran.g_01794	Syal.g_01198
OG0001452	Pran.g_00416	Syal.g_01223
OG0001454	Pran.g_00146	Syal.g_02566
OG0001456	Pran.g_00082	Syal.g_01146
OG0001457	Pran.g_00081	Syal.g_01147
OG0001458	Pran.g_00080	Syal.g_01148
OG0001459	Pran.g_00954, Pran.g_00642	Syal.g_01493, Syal.g_02104
OG0001460	Pran.g_01392	Syal.g_02211
OG0001461	Pran.g_00916	Syal.g_02091
OG0001462	Pran.g_00390	Syal.g_00138
OG0001471	Pran.g_00647	Syal.g_01301
OG0001473	Pran.g_01180	Syal.g_02571
OG0001474	Pran.g_01855	Syal.g_00354
OG0001480	Pran.g_01826	Syal.g_02599
OG0001481	Pran.g_01821	Syal.g_00504
OG0001482	Pran.g_01721	Syal.g_01964
OG0001486	Pran.g_00062	Syal.g_01651
OG0001492	Pran.g_00013	Syal.g_01769
OG0001493	Pran.g_00005	Syal.g_01760
OG0001499	Pran.g_00372	Syal.g_00086
OG0001502	Pran.g_01373	Syal.g_02489
OG0001504	Pran.g_00953	Syal.g_02103, Syal.g_01492
OG0001507	Pran.g_00613	Syal.g_02094
OG0001525	Pran.g_00629	Syal.g_02585
OG0001527	Pran.g_01615	Syal.g_02796
OG0001546	Pran.g_01654	Syal.g_02950
OG0001547	Pran.g_01371	Syal.g_02050
OG0001551	Pran.g_00083	Syal.g_01781
OG0001554	Pran.g_00639	Syal.g_01065
OG0001555	Pran.g_00624	Syal.g_02484
OG0001565	Pran.g_01757	Syal.g_02600
OG0001567	Pran.g_01372	Syal.g_02051
OG0001568	Pran.g_01370	Syal.g_02049
OG0001570	Pran.g_00118	Syal.g_02053
OG0001572	Pran.g_01768	Syal.g_03017
OG0001582	Pran.g_01710	Syal.g_02644
OG0001585	Pran.g_01784	Syal.g_00712
OG0001634	Pran.g_00610	Syal.g_02203
OG0001666	Pran.g_00955	Syal.g_01491, Syal.g_02102, Syal.g_02073
OG0001667	Pran.g_00897	Syal.g_02863
OG0001719	Pran.g_01801	Syal.g_01472
OG0001722	Pran.g_00417	Syal.g_00730
OG0001744	Pran.g_00890	Syal.g_00735
OG0001745	Pran.g_00651	Syal.g_02530
OG0001835	Pran.g_01785	Syal.g_00713
OG0001990	Pran.g_01773	Syal.g_01168
OG0002029	Pran.g_00956	Syal.g_00704
OG0002032	Pran.g_01218	Syal.g_02367
OG0002154	Pran.g_00818	Syal.g_01438
OG0002375	Pran.g_00791	Syal.g_01427
OG0002622	Pran.g_00782	Syal.g_02076
OG0003346	Pran.g_00762	Syal.g_01378
