Orthogroup	Pran	Syai
OG0001176	Pran.g_01053	Syai.g_00352
OG0001177	Pran.g_01055	Syai.g_00350
OG0001178	Pran.g_01060	Syai.g_02383
OG0001179	Pran.g_01089	Syai.g_00385
OG0001180	Pran.g_01111	Syai.g_00410
OG0001181	Pran.g_01115	Syai.g_00414
OG0001182	Pran.g_01122	Syai.g_00423
OG0001183	Pran.g_01126	Syai.g_00429
OG0001184	Pran.g_01141	Syai.g_00156
OG0001185	Pran.g_01155	Syai.g_00117
OG0001186	Pran.g_01178	Syai.g_00084
OG0001187	Pran.g_01183	Syai.g_00081
OG0001188	Pran.g_01185	Syai.g_00078
OG0001190	Pran.g_01205	Syai.g_02776
OG0001191	Pran.g_01215	Syai.g_02788
OG0001192	Pran.g_01220	Syai.g_02793
OG0001193	Pran.g_01230	Syai.g_02835
OG0001194	Pran.g_01231	Syai.g_02838
OG0001195	Pran.g_01232	Syai.g_02839
OG0001196	Pran.g_01245	Syai.g_02913
OG0001197	Pran.g_01246	Syai.g_02915
OG0001198	Pran.g_01254	Syai.g_02930
OG0001199	Pran.g_00358	Syai.g_02480
OG0001200	Pran.g_00356	Syai.g_02482
OG0001202	Pran.g_00233	Syai.g_02674
OG0001204	Pran.g_01949	Syai.g_00312
OG0001205	Pran.g_01735	Syai.g_02212
OG0001206	Pran.g_01716	Syai.g_00853
OG0001207	Pran.g_01701	Syai.g_00629
OG0001208	Pran.g_01696	Syai.g_00640
OG0001209	Pran.g_01643	Syai.g_00711
OG0001210	Pran.g_01638	Syai.g_00720
OG0001211	Pran.g_01628	Syai.g_00735
OG0001212	Pran.g_01582	Syai.g_00799
OG0001213	Pran.g_01549	Syai.g_01082
OG0001214	Pran.g_01541	Syai.g_01106
OG0001215	Pran.g_01488	Syai.g_01958
OG0001216	Pran.g_01458	Syai.g_01388
OG0001217	Pran.g_01415	Syai.g_01185
OG0001218	Pran.g_01407	Syai.g_00893
OG0001219	Pran.g_01354	Syai.g_01561
OG0001220	Pran.g_01292	Syai.g_02087
OG0001221	Pran.g_00440	Syai.g_01284
OG0001222	Pran.g_00479	Syai.g_01516
OG0001223	Pran.g_00505	Syai.g_01463
OG0001225	Pran.g_00566	Syai.g_02009
OG0001226	Pran.g_00159	Syai.g_01154
OG0001227	Pran.g_00141	Syai.g_02806
OG0001228	Pran.g_00015	Syai.g_02218
OG0001229	Pran.g_00843	Syai.g_01986
OG0001230	Pran.g_00741	Syai.g_00964
OG0001231	Pran.g_00634	Syai.g_00017
OG0001232	Pran.g_00993	Syai.g_02410
OG0001233	Pran.g_01013	Syai.g_02261
OG0001234	Pran.g_01048	Syai.g_00337
OG0001235	Pran.g_01057	Syai.g_00343
OG0001237	Pran.g_01142	Syai.g_00137
OG0001238	Pran.g_01216	Syai.g_02789
OG0001239	Pran.g_00361	Syai.g_02477
OG0001240	Pran.g_00340	Syai.g_02527
OG0001241	Pran.g_00332	Syai.g_02537
OG0001242	Pran.g_00314	Syai.g_02566
OG0001244	Pran.g_00293	Syai.g_02605
OG0001245	Pran.g_01815	Syai.g_02091
OG0001246	Pran.g_01674	Syai.g_00666
OG0001247	Pran.g_01495	Syai.g_01380
OG0001248	Pran.g_01493	Syai.g_01377
OG0001249	Pran.g_01365	Syai.g_00464
OG0001250	Pran.g_01303	Syai.g_02053
OG0001251	Pran.g_00414	Syai.g_02845
OG0001252	Pran.g_00559	Syai.g_02018
OG0001254	Pran.g_00091	Syai.g_01744
OG0001255	Pran.g_00076	Syai.g_01915
OG0001256	Pran.g_00641	Syai.g_02362
OG0001257	Pran.g_00635	Syai.g_00848
OG0001258	Pran.g_00967	Syai.g_02372
OG0001259	Pran.g_01011	Syai.g_02259
OG0001260	Pran.g_01027	Syai.g_02281
OG0001261	Pran.g_01097	Syai.g_00394
OG0001262	Pran.g_01200	Syai.g_00063
OG0001265	Pran.g_00315	Syai.g_02563
OG0001266	Pran.g_00229	Syai.g_02679
OG0001267	Pran.g_01914	Syai.g_00259
OG0001268	Pran.g_01856	Syai.g_00492
OG0001269	Pran.g_01835	Syai.g_01699
OG0001270	Pran.g_01746	Syai.g_02231
OG0001271	Pran.g_01706	Syai.g_00862
OG0001272	Pran.g_01692	Syai.g_00644
OG0001273	Pran.g_01547	Syai.g_01099
OG0001274	Pran.g_01473	Syai.g_02706
OG0001275	Pran.g_00515	Syai.g_01447
OG0001276	Pran.g_00543	Syai.g_01431
OG0001277	Pran.g_00152	Syai.g_02899
OG0001278	Pran.g_00010	Syai.g_01799
OG0001279	Pran.g_00609	Syai.g_00991
OG0001280	Pran.g_00877	Syai.g_02176
OG0001281	Pran.g_00871	Syai.g_02186
OG0001282	Pran.g_00840	Syai.g_00627
OG0001283	Pran.g_00820	Syai.g_02908
OG0001284	Pran.g_00663	Syai.g_02338
OG0001285	Pran.g_00996	Syai.g_02866
OG0001286	Pran.g_01109	Syai.g_00408
OG0001287	Pran.g_01162	Syai.g_00109
OG0001289	Pran.g_00345	Syai.g_02504
OG0001290	Pran.g_00333	Syai.g_02536
OG0001291	Pran.g_00299	Syai.g_02587
OG0001292	Pran.g_01944	Syai.g_00306
OG0001293	Pran.g_01932	Syai.g_00285
OG0001294	Pran.g_01817	Syai.g_01242
OG0001295	Pran.g_01711	Syai.g_00722
OG0001296	Pran.g_01669	Syai.g_00672
OG0001297	Pran.g_01664	Syai.g_00676
OG0001298	Pran.g_01601	Syai.g_00773
OG0001299	Pran.g_01512	Syai.g_01236
OG0001300	Pran.g_01485	Syai.g_01982
OG0001301	Pran.g_01482	Syai.g_01995
OG0001302	Pran.g_01356	Syai.g_01142
OG0001303	Pran.g_01434	Syai.g_01559
OG0001304	Pran.g_00553	Syai.g_01418
OG0001305	Pran.g_00572	Syai.g_02001
OG0001306	Pran.g_00074	Syai.g_02160
OG0001308	Pran.g_00723	Syai.g_00943
OG0001309	Pran.g_00637	Syai.g_00682
OG0001311	Pran.g_00545	Syai.g_01429
OG0001312	Pran.g_00468	Syai.g_01549
OG0001315	Pran.g_00371	Syai.g_00427
OG0001316	Pran.g_00294	Syai.g_02593
OG0001317	Pran.g_00198	Syai.g_00534
OG0001318	Pran.g_01936	Syai.g_00293
OG0001319	Pran.g_01921	Syai.g_00270
OG0001321	Pran.g_01726	Syai.g_02195
OG0001322	Pran.g_01725	Syai.g_02194
OG0001323	Pran.g_01659	Syai.g_00685
OG0001324	Pran.g_01484	Syai.g_01983
OG0001325	Pran.g_01455	Syai.g_01392
OG0001326	Pran.g_00184	Syai.g_02856
OG0001327	Pran.g_00167	Syai.g_01250
OG0001328	Pran.g_00142	Syai.g_01278
OG0001331	Pran.g_00835	Syai.g_00622
OG0001332	Pran.g_00690	Syai.g_02293
OG0001333	Pran.g_01007	Syai.g_02255
OG0001334	Pran.g_01129	Syai.g_00438
OG0001335	Pran.g_01130	Syai.g_00439
OG0001336	Pran.g_01242	Syai.g_02909
OG0001339	Pran.g_00330	Syai.g_02539
OG0001340	Pran.g_01866	Syai.g_00453
OG0001343	Pran.g_00411	Syai.g_02842
OG0001344	Pran.g_00056	Syai.g_02139
OG0001345	Pran.g_00041	Syai.g_02110
OG0001346	Pran.g_00875	Syai.g_02180
OG0001348	Pran.g_00604	Syai.g_02033
OG0001349	Pran.g_00792, Pran.g_00805	Syai.g_02417
OG0001352	Pran.g_01498	Syai.g_00700
OG0001353	Pran.g_01311	Syai.g_02042
OG0001354	Pran.g_00497	Syai.g_01477
OG0001356	Pran.g_01390	Syai.g_02032
OG0001359	Pran.g_00412	Syai.g_02841
OG0001360	Pran.g_00139	Syai.g_02107
OG0001361	Pran.g_00044	Syai.g_02113
OG0001362	Pran.g_00719	Syai.g_00938
OG0001363	Pran.g_00717	Syai.g_00936
OG0001364	Pran.g_01132	Syai.g_00173
OG0001373	Pran.g_00183	Syai.g_02855
OG0001374	Pran.g_00191	Syai.g_02863
OG0001375	Pran.g_00192	Syai.g_02843
OG0001376	Pran.g_00173	Syai.g_02795
OG0001377	Pran.g_00172	Syai.g_02794
OG0001378	Pran.g_00130	Syai.g_02232
OG0001379	Pran.g_00882	Syai.g_02169
OG0001380	Pran.g_00852	Syai.g_01168
OG0001381	Pran.g_00847	Syai.g_02819, Syai.g_01723
OG0001385	Pran.g_00180	Syai.g_02852
OG0001386	Pran.g_00181	Syai.g_02853
OG0001387	Pran.g_00182	Syai.g_02854
OG0001388	Pran.g_00185	Syai.g_02857
OG0001389	Pran.g_00186	Syai.g_02858
OG0001390	Pran.g_00187	Syai.g_02859
OG0001391	Pran.g_00188	Syai.g_02860
OG0001392	Pran.g_00189	Syai.g_02861
OG0001393	Pran.g_00190	Syai.g_02862
OG0001394	Pran.g_00444	Syai.g_01290
OG0001395	Pran.g_00555	Syai.g_01410
OG0001397	Pran.g_00718	Syai.g_00937
OG0001398	Pran.g_00596	Syai.g_01587
OG0001404	Pran.g_00364	Syai.g_02473
OG0001405	Pran.g_01868	Syai.g_00441
OG0001406	Pran.g_00174	Syai.g_02796
OG0001407	Pran.g_00161	Syai.g_00701
OG0001408	Pran.g_00156	Syai.g_01831
OG0001413	Pran.g_00648	Syai.g_01148
OG0001414	Pran.g_00203	Syai.g_01722
OG0001416	Pran.g_01719	Syai.g_02183
OG0001417	Pran.g_01709	Syai.g_01478
OG0001419	Pran.g_00160	Syai.g_00702
OG0001420	Pran.g_00121	Syai.g_00697
OG0001421	Pran.g_00640	Syai.g_01621
OG0001422	Pran.g_00607	Syai.g_02171
OG0001423	Pran.g_01777	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Pran.g_01219	Syai.g_02792
OG0001428	Pran.g_00260	Syai.g_02637
OG0001432	Pran.g_00650	Syai.g_01943
OG0001433	Pran.g_01391	Syai.g_02031
OG0001438	Pran.g_01901	Syai.g_00244
OG0001439	Pran.g_01887	Syai.g_00219
OG0001441	Pran.g_01657	Syai.g_00687
OG0001442	Pran.g_01431	Syai.g_01305
OG0001443	Pran.g_00595	Syai.g_02800
OG0001446	Pran.g_00353	Syai.g_00832
OG0001447	Pran.g_00308	Syai.g_02574
OG0001448	Pran.g_01827	Syai.g_02808
OG0001449	Pran.g_01794	Syai.g_00315
OG0001452	Pran.g_00416	Syai.g_00298
OG0001453	Pran.g_00509	Syai.g_01455
OG0001454	Pran.g_00146	Syai.g_01153
OG0001456	Pran.g_00082	Syai.g_02873
OG0001457	Pran.g_00081	Syai.g_02874
OG0001458	Pran.g_00080	Syai.g_02875
OG0001459	Pran.g_00954, Pran.g_00642	Syai.g_01712
OG0001460	Pran.g_01392	Syai.g_02030
OG0001461	Pran.g_00916	Syai.g_01730
OG0001462	Pran.g_00390	Syai.g_00045
OG0001465	Pran.g_01476	Syai.g_01384
OG0001468	Pran.g_00169	Syai.g_01144
OG0001471	Pran.g_00647	Syai.g_00224
OG0001472	Pran.g_00638	Syai.g_01931
OG0001473	Pran.g_01180	Syai.g_01130
OG0001474	Pran.g_01855	Syai.g_00493
OG0001480	Pran.g_01826	Syai.g_02088
OG0001482	Pran.g_01721	Syai.g_01468
OG0001484	Pran.g_01414	Syai.g_02864
OG0001492	Pran.g_00013	Syai.g_01796
OG0001493	Pran.g_00005	Syai.g_01820
OG0001499	Pran.g_00372	Syai.g_00831, Syai.g_01189
OG0001502	Pran.g_01373	Syai.g_02079
OG0001504	Pran.g_00953	Syai.g_01713
OG0001507	Pran.g_00613	Syai.g_01671
OG0001527	Pran.g_01615	Syai.g_00749
OG0001546	Pran.g_01654	Syai.g_00690
OG0001547	Pran.g_01371	Syai.g_01580
OG0001548	Pran.g_01367	Syai.g_01157
OG0001551	Pran.g_00083	Syai.g_02028
OG0001552	Pran.g_00920	Syai.g_01018
OG0001554	Pran.g_00639	Syai.g_02774
OG0001555	Pran.g_00624	Syai.g_01645
OG0001556	Pran.g_01398	Syai.g_01757
OG0001567	Pran.g_01372	Syai.g_01581
OG0001568	Pran.g_01370	Syai.g_01578
OG0001572	Pran.g_01768	Syai.g_00564
OG0001582	Pran.g_01710	Syai.g_01500
OG0001585	Pran.g_01784	Syai.g_01635
OG0001588	Pran.g_00817	Syai.g_00170
OG0001602	Pran.g_01477	Syai.g_01383
OG0001633	Pran.g_00844	Syai.g_00995
OG0001634	Pran.g_00610	Syai.g_01239
OG0001667	Pran.g_00897	Syai.g_01923
OG0001700	Pran.g_01393	Syai.g_01204
OG0001835	Pran.g_01785	Syai.g_00585, Syai.g_01690
OG0001990	Pran.g_01773	Syai.g_02897
OG0001991	Pran.g_01387	Syai.g_01203
OG0002106	Pran.g_01809	Syai.g_00555
OG0002154	Pran.g_00818	Syai.g_02598
OG0002487	Pran.g_00945	Syai.g_01842
OG0002692	Pran.g_01765	Syai.g_01618
OG0002892	Pran.g_01762	Syai.g_01214
