Orthogroup	Syas	Pray
OG0001180	Syas.g_01583	Pray.g_01312
OG0001181	Syas.g_01579	Pray.g_01316
OG0001182	Syas.g_01571	Pray.g_01323
OG0001183	Syas.g_01564	Pray.g_01328
OG0001184	Syas.g_02188	Pray.g_01344
OG0001185	Syas.g_02162	Pray.g_01358
OG0001186	Syas.g_02113	Pray.g_01382
OG0001187	Syas.g_02111	Pray.g_01386
OG0001189	Syas.g_02089	Pray.g_01406
OG0001190	Syas.g_01881	Pray.g_01410
OG0001191	Syas.g_01900	Pray.g_01420
OG0001193	Syas.g_01952	Pray.g_01435
OG0001194	Syas.g_01953	Pray.g_01436
OG0001195	Syas.g_01954	Pray.g_01437
OG0001196	Syas.g_02010	Pray.g_01450
OG0001197	Syas.g_02012	Pray.g_01451
OG0001198	Syas.g_02031	Pray.g_01458
OG0001199	Syas.g_02516	Pray.g_00215
OG0001200	Syas.g_02514	Pray.g_00213
OG0001201	Syas.g_02419	Pray.g_00181
OG0001202	Syas.g_02270	Pray.g_00680
OG0001203	Syas.g_02557	Pray.g_00719
OG0001204	Syas.g_01687	Pray.g_00724
OG0001205	Syas.g_02745	Pray.g_00935
OG0001207	Syas.g_01260	Pray.g_00967
OG0001208	Syas.g_01251	Pray.g_00972
OG0001209	Syas.g_00065	Pray.g_01226
OG0001210	Syas.g_00761	Pray.g_01221
OG0001211	Syas.g_00788	Pray.g_01211
OG0001212	Syas.g_00847	Pray.g_01167
OG0001213	Syas.g_00100	Pray.g_01134
OG0001214	Syas.g_00744	Pray.g_01126
OG0001215	Syas.g_02245	Pray.g_01073
OG0001217	Syas.g_01397, Syas.g_02493	Pray.g_00293
OG0001218	Syas.g_01309	Pray.g_00300
OG0001219	Syas.g_00399	Pray.g_00337
OG0001220	Syas.g_02447	Pray.g_00400
OG0001221	Syas.g_02669	Pray.g_00463
OG0001222	Syas.g_00448	Pray.g_00503
OG0001223	Syas.g_00541	Pray.g_00529
OG0001224	Syas.g_01015	Pray.g_00580
OG0001225	Syas.g_01017	Pray.g_00582
OG0001226	Syas.g_02506	Pray.g_00608
OG0001227	Syas.g_00824	Pray.g_00626
OG0001228	Syas.g_02195	Pray.g_00018
OG0001229	Syas.g_00285	Pray.g_01831
OG0001230	Syas.g_02806	Pray.g_01730
OG0001231	Syas.g_02050	Pray.g_01625
OG0001232	Syas.g_02649	Pray.g_01536
OG0001233	Syas.g_02592	Pray.g_01516
OG0001234	Syas.g_01310	Pray.g_01249
OG0001235	Syas.g_01646	Pray.g_01259
OG0001236	Syas.g_02191	Pray.g_01341
OG0001237	Syas.g_02187	Pray.g_01345
OG0001238	Syas.g_01901	Pray.g_01421
OG0001239	Syas.g_02519	Pray.g_00218
OG0001240	Syas.g_02435	Pray.g_00196
OG0001241	Syas.g_02427	Pray.g_00188
OG0001242	Syas.g_02398	Pray.g_00170
OG0001243	Syas.g_02391	Pray.g_00164
OG0001244	Syas.g_02370	Pray.g_00148
OG0001245	Syas.g_00524	Pray.g_00858
OG0001246	Syas.g_01829, Syas.g_01224	Pray.g_00995
OG0001249	Syas.g_01547	Pray.g_00326
OG0001250	Syas.g_00239	Pray.g_00389
OG0001251	Syas.g_00516, Syas.g_00408	Pray.g_00437
OG0001252	Syas.g_00994	Pray.g_00575
OG0001253	Syas.g_00143	Pray.g_00627
OG0001255	Syas.g_00492	Pray.g_00080
OG0001256	Syas.g_02698	Pray.g_01632
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Pray.g_01626
OG0001258	Syas.g_02688	Pray.g_01562
OG0001259	Syas.g_02594	Pray.g_01518
OG0001260	Syas.g_02572	Pray.g_01502
OG0001261	Syas.g_01599	Pray.g_01298
OG0001262	Syas.g_02091	Pray.g_01404
OG0001263	Syas.g_02388	Pray.g_00161
OG0001265	Syas.g_02399	Pray.g_00171
OG0001266	Syas.g_02266	Pray.g_00684
OG0001267	Syas.g_01753	Pray.g_00759
OG0001268	Syas.g_01535	Pray.g_00817
OG0001269	Syas.g_00510	Pray.g_00837
OG0001270	Syas.g_01499	Pray.g_00924
OG0001271	Syas.g_01336	Pray.g_00962
OG0001272	Syas.g_01247	Pray.g_00976
OG0001273	Syas.g_00751	Pray.g_01132
OG0001274	Syas.g_01849	Pray.g_01060
OG0001275	Syas.g_00554	Pray.g_00539
OG0001276	Syas.g_00215	Pray.g_00559
OG0001277	Syas.g_00110	Pray.g_00616
OG0001278	Syas.g_01074	Pray.g_00013
OG0001279	Syas.g_02792	Pray.g_01926
OG0001280	Syas.g_01095	Pray.g_01871
OG0001281	Syas.g_02845	Pray.g_01865
OG0001282	Syas.g_01262	Pray.g_01828
OG0001284	Syas.g_02124, Syas.g_02713	Pray.g_01652
OG0001286	Syas.g_01585	Pray.g_01310
OG0001287	Syas.g_00136	Pray.g_01366
OG0001288	Syas.g_02144	Pray.g_01375
OG0001289	Syas.g_02474	Pray.g_00202
OG0001290	Syas.g_02428	Pray.g_00189
OG0001291	Syas.g_02378	Pray.g_00154
OG0001292	Syas.g_01693	Pray.g_00729
OG0001293	Syas.g_01720	Pray.g_00741
OG0001294	Syas.g_00692	Pray.g_00856
OG0001295	Syas.g_00770	Pray.g_00957
OG0001296	Syas.g_01217	Pray.g_01000
OG0001297	Syas.g_01213	Pray.g_01005
OG0001298	Syas.g_00829	Pray.g_01185
OG0001299	Syas.g_00700	Pray.g_01097
OG0001303	Syas.g_00400	Pray.g_00543
OG0001304	Syas.g_00199	Pray.g_00569
OG0001305	Syas.g_01027	Pray.g_00588
OG0001306	Syas.g_01202	Pray.g_00078
OG0001307	Syas.g_01923	Pray.g_01846
OG0001308	Syas.g_02830	Pray.g_01712
OG0001309	Syas.g_00003	Pray.g_01628
OG0001310	Syas.g_02666	Pray.g_01547
OG0001311	Syas.g_00213	Pray.g_00561
OG0001312	Syas.g_00414	Pray.g_00492
OG0001314	Syas.g_01925	Pray.g_00285
OG0001315	Syas.g_01566	Pray.g_00227
OG0001317	Syas.g_02553	Pray.g_00715
OG0001318	Syas.g_01706	Pray.g_00737
OG0001319	Syas.g_01736	Pray.g_00752
OG0001323	Syas.g_00006	Pray.g_01010
OG0001325	Syas.g_00179	Pray.g_01035
OG0001326	Syas.g_01960, Syas.g_01961	Pray.g_00425
OG0001327	Syas.g_00687	Pray.g_00600
OG0001329	Syas.g_00773	Pray.g_00104
OG0001330	Syas.g_02865	Pray.g_01896
OG0001331	Syas.g_01267	Pray.g_01823
OG0001333	Syas.g_02598	Pray.g_01522
OG0001336	Syas.g_02003	Pray.g_01447
OG0001339	Syas.g_02425	Pray.g_00186
OG0001345	Syas.g_01132	Pray.g_00044
OG0001346	Syas.g_02853	Pray.g_01869
OG0001351	Syas.g_01280	Pray.g_00944
OG0001353	Syas.g_00228	Pray.g_00380
OG0001354	Syas.g_00526	Pray.g_00521
OG0001355	Syas.g_01057	Pray.g_01596
OG0001356	Syas.g_01715, Syas.g_00972	Pray.g_00312
OG0001358	Syas.g_00122	Pray.g_01143
OG0001360	Syas.g_01130	Pray.g_00628
OG0001361	Syas.g_01135	Pray.g_00047
OG0001364	Syas.g_02212	Pray.g_01334
OG0001365	Syas.g_01886	Pray.g_01414
OG0001371	Syas.g_02499	Pray.g_01084
OG0001373	Syas.g_01959	Pray.g_00424
OG0001374	Syas.g_01968	Pray.g_00432
OG0001376	Syas.g_00468	Pray.g_00594
OG0001377	Syas.g_00467	Pray.g_00595
OG0001378	Syas.g_01500	Pray.g_00133
OG0001379	Syas.g_02861	Pray.g_01876
OG0001380	Syas.g_00126	Pray.g_01841
OG0001385	Syas.g_01956	Pray.g_00421
OG0001386	Syas.g_01957	Pray.g_00422
OG0001387	Syas.g_01958	Pray.g_00423
OG0001388	Syas.g_01962	Pray.g_00426
OG0001389	Syas.g_01963	Pray.g_00427
OG0001390	Syas.g_01964	Pray.g_00428
OG0001391	Syas.g_01965	Pray.g_00429
OG0001392	Syas.g_01966	Pray.g_00430
OG0001393	Syas.g_01967	Pray.g_00431
OG0001395	Syas.g_00195	Pray.g_00571
OG0001398	Syas.g_02481	Pray.g_01599
OG0001399	Syas.g_02459	Pray.g_01251
OG0001402	Syas.g_00112	Pray.g_00307
OG0001403	Syas.g_02069	Pray.g_01492
OG0001406	Syas.g_00469	Pray.g_00593
OG0001408	Syas.g_00142	Pray.g_00611
OG0001409	Syas.g_00154	Pray.g_00056
OG0001413	Syas.g_01481	Pray.g_01637
OG0001416	Syas.g_01061	Pray.g_00949
OG0001417	Syas.g_00507	Pray.g_00959
OG0001418	Syas.g_01177	Pray.g_01079
OG0001420	Syas.g_00017	Pray.g_00124
OG0001423	Syas.g_02532	Pray.g_01751
OG0001428	Syas.g_02325	Pray.g_00653
OG0001429	Syas.g_00401	Pray.g_00338
OG0001432	Syas.g_01484	Pray.g_01639
OG0001433	Syas.g_01398	Pray.g_00311
OG0001439	Syas.g_01809	Pray.g_00785
OG0001441	Syas.g_00008	Pray.g_01012
OG0001447	Syas.g_02390	Pray.g_00163
OG0001449	Syas.g_02567	Pray.g_00880
OG0001450	Syas.g_02208, Syas.g_00474	Pray.g_01076
OG0001451	Syas.g_02342, Syas.g_02343	Pray.g_00409
OG0001452	Syas.g_01700	Pray.g_00439
OG0001453	Syas.g_00547	Pray.g_00533
OG0001454	Syas.g_01483	Pray.g_00621
OG0001456	Syas.g_01969	Pray.g_00087
OG0001457	Syas.g_01970	Pray.g_00086
OG0001458	Syas.g_01971	Pray.g_00085
OG0001459	Syas.g_02778	Pray.g_01912
OG0001460	Syas.g_01399	Pray.g_00310
OG0001471	Syas.g_01819	Pray.g_01636
OG0001473	Syas.g_00323	Pray.g_01383
OG0001474	Syas.g_01534	Pray.g_00818
OG0001475	Syas.g_02120	Pray.g_01795
OG0001479	Syas.g_01537	Pray.g_00815
OG0001480	Syas.g_00771	Pray.g_00846
OG0001482	Syas.g_00535	Pray.g_00947
OG0001486	Syas.g_01186	Pray.g_00066
OG0001492	Syas.g_01077	Pray.g_00016
OG0001493	Syas.g_01069	Pray.g_00008
OG0001502	Syas.g_00290	Pray.g_00318
OG0001504	Syas.g_02777	Pray.g_01911
OG0001505	Syas.g_02135	Pray.g_01796
OG0001507	Syas.g_01183	Pray.g_01584
OG0001508	Syas.g_02114	Pray.g_01807
OG0001520	Syas.g_00828	Pray.g_00872
OG0001522	Syas.g_00369	Pray.g_00381
OG0001546	Syas.g_00011	Pray.g_01015
OG0001547	Syas.g_00300	Pray.g_00320
OG0001549	Syas.g_00482	Pray.g_00407
OG0001554	Syas.g_00153	Pray.g_01630
OG0001555	Syas.g_00654	Pray.g_01615
OG0001557	Syas.g_00626	Pray.g_00468
OG0001564	Syas.g_01034	Pray.g_01767
OG0001565	Syas.g_00351	Pray.g_00909
OG0001567	Syas.g_00294	Pray.g_00319
OG0001568	Syas.g_00368	Pray.g_00321
OG0001570	Syas.g_00309	Pray.g_00121
OG0001584	Syas.g_00607	Pray.g_00484
OG0001587	Syas.g_02569	Pray.g_01230
OG0001627	Syas.g_01474	Pray.g_00297
OG0001635	Syas.g_02140	Pray.g_01577
OG0001666	Syas.g_02785	Pray.g_01913
OG0001704	Syas.g_00425, Syas.g_00426	Pray.g_00230
OG0001726	Syas.g_00337	Pray.g_00898
OG0001928	Syas.g_02787	Pray.g_01746
OG0002029	Syas.g_01930, Syas.g_02786	Pray.g_01914
OG0002098	Syas.g_02608	Pray.g_01780
OG0002349	Syas.g_02590	Pray.g_01514
OG0002478	Syas.g_01099	Pray.g_00904
OG0002495	Syas.g_02299	Pray.g_01850
OG0002699	Syas.g_02123	Pray.g_01802
OG0003223	Syas.g_02125	Pray.g_01803
