Orthogroup	Syas	Prbd
OG0001133	Syas.g_00109	Prbd.g_00414
OG0001136	Syas.g_01187	Prbd.g_00465
OG0001138	Syas.g_01114	Prbd.g_00494
OG0001139	Syas.g_01112	Prbd.g_00495
OG0001140	Syas.g_01111	Prbd.g_00496
OG0001141	Syas.g_01110	Prbd.g_00497
OG0001142	Syas.g_01109	Prbd.g_00498
OG0001143	Syas.g_01092	Prbd.g_00505
OG0001144	Syas.g_01084	Prbd.g_00510
OG0001145	Syas.g_02867	Prbd.g_01809
OG0001146	Syas.g_02846	Prbd.g_01797
OG0001147	Syas.g_01329	Prbd.g_01778
OG0001148	Syas.g_01263	Prbd.g_01762
OG0001149	Syas.g_01264	Prbd.g_01761
OG0001150	Syas.g_01265	Prbd.g_01760
OG0001151	Syas.g_01366	Prbd.g_01749
OG0001152	Syas.g_01367	Prbd.g_01748
OG0001153	Syas.g_01301	Prbd.g_01657
OG0001154	Syas.g_01302	Prbd.g_01656
OG0001155	Syas.g_01478	Prbd.g_01644
OG0001156	Syas.g_01489	Prbd.g_01641
OG0001157	Syas.g_01490	Prbd.g_01640
OG0001158	Syas.g_01491	Prbd.g_01639
OG0001159	Syas.g_01492	Prbd.g_01638
OG0001160	Syas.g_02705	Prbd.g_01613
OG0001161	Syas.g_02030	Prbd.g_01600
OG0001162	Syas.g_02473	Prbd.g_01589
OG0001163	Syas.g_02697	Prbd.g_01533
OG0001164	Syas.g_02691	Prbd.g_01529
OG0001165	Syas.g_02686	Prbd.g_01526
OG0001166	Syas.g_02658	Prbd.g_01506
OG0001167	Syas.g_01046	Prbd.g_01489
OG0001168	Syas.g_02597	Prbd.g_01487
OG0001169	Syas.g_02595	Prbd.g_01485
OG0001170	Syas.g_02593	Prbd.g_01483
OG0001171	Syas.g_02580	Prbd.g_01473
OG0001172	Syas.g_01665	Prbd.g_01460
OG0001173	Syas.g_01664	Prbd.g_01459
OG0001174	Syas.g_01656	Prbd.g_01451
OG0001175	Syas.g_01655	Prbd.g_01450
OG0001176	Syas.g_01638	Prbd.g_01443
OG0001177	Syas.g_01640	Prbd.g_01440
OG0001178	Syas.g_02676	Prbd.g_01435
OG0001179	Syas.g_01608	Prbd.g_01407
OG0001180	Syas.g_01583	Prbd.g_01385
OG0001181	Syas.g_01579	Prbd.g_01381
OG0001182	Syas.g_01571	Prbd.g_01374
OG0001183	Syas.g_01564	Prbd.g_01370
OG0001184	Syas.g_02188	Prbd.g_01354
OG0001185	Syas.g_02162	Prbd.g_01340
OG0001186	Syas.g_02113	Prbd.g_01316
OG0001187	Syas.g_02111	Prbd.g_01311
OG0001189	Syas.g_02089	Prbd.g_01292
OG0001190	Syas.g_01881	Prbd.g_01288
OG0001191	Syas.g_01900	Prbd.g_01278
OG0001193	Syas.g_01952	Prbd.g_01264
OG0001194	Syas.g_01953	Prbd.g_01263
OG0001195	Syas.g_01954	Prbd.g_01262
OG0001196	Syas.g_02010	Prbd.g_01249
OG0001197	Syas.g_02012	Prbd.g_01248
OG0001198	Syas.g_02031	Prbd.g_01240
OG0001199	Syas.g_02516	Prbd.g_01170
OG0001200	Syas.g_02514	Prbd.g_01168
OG0001201	Syas.g_02419	Prbd.g_01136
OG0001202	Syas.g_02270	Prbd.g_01041
OG0001203	Syas.g_02557	Prbd.g_01001
OG0001204	Syas.g_01687	Prbd.g_00996
OG0001205	Syas.g_02745	Prbd.g_00797
OG0001207	Syas.g_01260	Prbd.g_00765
OG0001208	Syas.g_01251	Prbd.g_00760
OG0001209	Syas.g_00065	Prbd.g_00707
OG0001210	Syas.g_00761	Prbd.g_00702
OG0001211	Syas.g_00788	Prbd.g_00692
OG0001212	Syas.g_00847	Prbd.g_00648
OG0001213	Syas.g_00100	Prbd.g_00615
OG0001214	Syas.g_00744	Prbd.g_00607
OG0001215	Syas.g_02245	Prbd.g_00554
OG0001217	Syas.g_01397, Syas.g_02493	Prbd.g_00049
OG0001218	Syas.g_01309	Prbd.g_00056
OG0001219	Syas.g_00399	Prbd.g_00091
OG0001220	Syas.g_02447	Prbd.g_00154
OG0001221	Syas.g_02669	Prbd.g_00217
OG0001222	Syas.g_00448	Prbd.g_00256
OG0001223	Syas.g_00541	Prbd.g_00282
OG0001224	Syas.g_01015	Prbd.g_00336
OG0001225	Syas.g_01017	Prbd.g_00338
OG0001226	Syas.g_02506	Prbd.g_00364
OG0001227	Syas.g_00824	Prbd.g_00383
OG0001228	Syas.g_02195	Prbd.g_00513
OG0001229	Syas.g_00285	Prbd.g_01766
OG0001230	Syas.g_02806	Prbd.g_01697
OG0001231	Syas.g_02050	Prbd.g_01591
OG0001232	Syas.g_02649	Prbd.g_01502
OG0001233	Syas.g_02592	Prbd.g_01482
OG0001234	Syas.g_01310	Prbd.g_01448
OG0001235	Syas.g_01646	Prbd.g_01438
OG0001236	Syas.g_02191	Prbd.g_01357
OG0001237	Syas.g_02187	Prbd.g_01353
OG0001238	Syas.g_01901	Prbd.g_01277
OG0001239	Syas.g_02519	Prbd.g_01173
OG0001240	Syas.g_02435	Prbd.g_01151
OG0001241	Syas.g_02427	Prbd.g_01143
OG0001242	Syas.g_02398	Prbd.g_01124
OG0001243	Syas.g_02391	Prbd.g_01118
OG0001244	Syas.g_02370	Prbd.g_01101
OG0001245	Syas.g_00524	Prbd.g_00858
OG0001246	Syas.g_01829, Syas.g_01224	Prbd.g_00738
OG0001249	Syas.g_01547	Prbd.g_00080
OG0001250	Syas.g_00239	Prbd.g_00143
OG0001251	Syas.g_00516, Syas.g_00408	Prbd.g_00191
OG0001252	Syas.g_00994	Prbd.g_00331
OG0001253	Syas.g_00143	Prbd.g_00384
OG0001255	Syas.g_00492	Prbd.g_00452
OG0001256	Syas.g_02698	Prbd.g_01598
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Prbd.g_01592
OG0001258	Syas.g_02688	Prbd.g_01528
OG0001259	Syas.g_02594	Prbd.g_01484
OG0001260	Syas.g_02572	Prbd.g_01467
OG0001261	Syas.g_01599	Prbd.g_01399
OG0001262	Syas.g_02091	Prbd.g_01294
OG0001263	Syas.g_02388	Prbd.g_01115
OG0001265	Syas.g_02399	Prbd.g_01125
OG0001266	Syas.g_02266	Prbd.g_01037
OG0001267	Syas.g_01753	Prbd.g_00959
OG0001268	Syas.g_01535	Prbd.g_00900
OG0001269	Syas.g_00510	Prbd.g_00880
OG0001270	Syas.g_01499	Prbd.g_00808
OG0001271	Syas.g_01336	Prbd.g_00770
OG0001272	Syas.g_01247	Prbd.g_00756
OG0001273	Syas.g_00751	Prbd.g_00613
OG0001274	Syas.g_01849	Prbd.g_00541
OG0001275	Syas.g_00554	Prbd.g_00292
OG0001276	Syas.g_00215	Prbd.g_00315
OG0001277	Syas.g_00110	Prbd.g_00372
OG0001278	Syas.g_01074	Prbd.g_00518
OG0001279	Syas.g_02792	Prbd.g_01893
OG0001280	Syas.g_01095	Prbd.g_01802
OG0001281	Syas.g_02845	Prbd.g_01796
OG0001282	Syas.g_01262	Prbd.g_01763
OG0001284	Syas.g_02124, Syas.g_02713	Prbd.g_01618, Prbd.g_01619
OG0001286	Syas.g_01585	Prbd.g_01387
OG0001287	Syas.g_00136	Prbd.g_01333
OG0001288	Syas.g_02144	Prbd.g_01324
OG0001289	Syas.g_02474	Prbd.g_01157
OG0001290	Syas.g_02428	Prbd.g_01144
OG0001291	Syas.g_02378	Prbd.g_01108
OG0001292	Syas.g_01693	Prbd.g_00991
OG0001293	Syas.g_01720	Prbd.g_00978
OG0001294	Syas.g_00692	Prbd.g_00860
OG0001295	Syas.g_00770	Prbd.g_00775
OG0001296	Syas.g_01217	Prbd.g_00733
OG0001297	Syas.g_01213	Prbd.g_00728
OG0001298	Syas.g_00829	Prbd.g_00666
OG0001299	Syas.g_00700	Prbd.g_00578
OG0001303	Syas.g_00400	Prbd.g_00296
OG0001304	Syas.g_00199	Prbd.g_00325
OG0001305	Syas.g_01027	Prbd.g_00344
OG0001306	Syas.g_01202	Prbd.g_00454
OG0001307	Syas.g_01923	Prbd.g_01781
OG0001308	Syas.g_02830	Prbd.g_01679
OG0001309	Syas.g_00003	Prbd.g_01594
OG0001310	Syas.g_02666	Prbd.g_01513
OG0001311	Syas.g_00213	Prbd.g_00317
OG0001312	Syas.g_00414	Prbd.g_00245
OG0001314	Syas.g_01925	Prbd.g_00039
OG0001315	Syas.g_01566	Prbd.g_01182
OG0001317	Syas.g_02553	Prbd.g_01005
OG0001318	Syas.g_01706	Prbd.g_00983
OG0001319	Syas.g_01736	Prbd.g_00967
OG0001323	Syas.g_00006	Prbd.g_00723
OG0001325	Syas.g_00179	Prbd.g_00012
OG0001326	Syas.g_01960, Syas.g_01961	Prbd.g_00179
OG0001327	Syas.g_00687	Prbd.g_00356
OG0001329	Syas.g_00773	Prbd.g_00421
OG0001331	Syas.g_01267	Prbd.g_01758
OG0001333	Syas.g_02598	Prbd.g_01488
OG0001336	Syas.g_02003	Prbd.g_01252
OG0001339	Syas.g_02425	Prbd.g_01141
OG0001345	Syas.g_01132	Prbd.g_00487
OG0001346	Syas.g_02853	Prbd.g_01800
OG0001347	Syas.g_01950	Prbd.g_01815
OG0001348	Syas.g_00119	Prbd.g_01570
OG0001349	Syas.g_02643	Prbd.g_01719
OG0001351	Syas.g_01280	Prbd.g_00788
OG0001353	Syas.g_00228	Prbd.g_00134
OG0001354	Syas.g_00526	Prbd.g_00274
OG0001356	Syas.g_01715, Syas.g_00972	Prbd.g_00830
OG0001358	Syas.g_00122	Prbd.g_00624
OG0001360	Syas.g_01130	Prbd.g_00385
OG0001361	Syas.g_01135	Prbd.g_00484
OG0001364	Syas.g_02212	Prbd.g_01364
OG0001365	Syas.g_01886	Prbd.g_01284
OG0001371	Syas.g_02499	Prbd.g_00565
OG0001373	Syas.g_01959	Prbd.g_00178
OG0001374	Syas.g_01968	Prbd.g_00186
OG0001376	Syas.g_00468	Prbd.g_00350
OG0001377	Syas.g_00467	Prbd.g_00351
OG0001378	Syas.g_01500	Prbd.g_00394
OG0001379	Syas.g_02861	Prbd.g_01807
OG0001380	Syas.g_00126	Prbd.g_01776
OG0001385	Syas.g_01956	Prbd.g_00175
OG0001386	Syas.g_01957	Prbd.g_00176
OG0001387	Syas.g_01958	Prbd.g_00177
OG0001388	Syas.g_01962	Prbd.g_00180
OG0001389	Syas.g_01963	Prbd.g_00181
OG0001390	Syas.g_01964	Prbd.g_00182
OG0001391	Syas.g_01965	Prbd.g_00183
OG0001392	Syas.g_01966	Prbd.g_00184
OG0001393	Syas.g_01967	Prbd.g_00185
OG0001394	Syas.g_00627	Prbd.g_00221
OG0001395	Syas.g_00195	Prbd.g_00327
OG0001396	Syas.g_01949	Prbd.g_01814
OG0001398	Syas.g_02481	Prbd.g_01565
OG0001399	Syas.g_02459	Prbd.g_01446
OG0001402	Syas.g_00112	Prbd.g_00063
OG0001403	Syas.g_02069	Prbd.g_01207
OG0001406	Syas.g_00469	Prbd.g_00349
OG0001408	Syas.g_00142	Prbd.g_00367
OG0001409	Syas.g_00154	Prbd.g_00475
OG0001413	Syas.g_01481	Prbd.g_01603
OG0001416	Syas.g_01061	Prbd.g_00783
OG0001417	Syas.g_00507	Prbd.g_00773
OG0001418	Syas.g_01177	Prbd.g_00560
OG0001420	Syas.g_00017	Prbd.g_00403
OG0001423	Syas.g_02532	Prbd.g_00832
OG0001428	Syas.g_02325	Prbd.g_01068
OG0001429	Syas.g_00401	Prbd.g_00092
OG0001432	Syas.g_01484	Prbd.g_01605
OG0001433	Syas.g_01398	Prbd.g_00829
OG0001435	Syas.g_00678	Prbd.g_00202
OG0001438	Syas.g_01767	Prbd.g_00946
OG0001439	Syas.g_01809	Prbd.g_00932
OG0001441	Syas.g_00008	Prbd.g_00721
OG0001447	Syas.g_02390	Prbd.g_01117
OG0001449	Syas.g_02567	Prbd.g_00841
OG0001450	Syas.g_02208, Syas.g_00474	Prbd.g_00557
OG0001451	Syas.g_02342, Syas.g_02343	Prbd.g_00163
OG0001452	Syas.g_01700	Prbd.g_00193
OG0001453	Syas.g_00547	Prbd.g_00286
OG0001454	Syas.g_01483	Prbd.g_00378
OG0001456	Syas.g_01969	Prbd.g_00445
OG0001457	Syas.g_01970	Prbd.g_00446
OG0001458	Syas.g_01971	Prbd.g_00447
OG0001459	Syas.g_02778	Prbd.g_01879
OG0001460	Syas.g_01399	Prbd.g_00828
OG0001461	Syas.g_00566	Prbd.g_00823
OG0001471	Syas.g_01819	Prbd.g_01602
OG0001473	Syas.g_00323	Prbd.g_01315
OG0001474	Syas.g_01534	Prbd.g_00899
OG0001479	Syas.g_01537	Prbd.g_00902
OG0001480	Syas.g_00771	Prbd.g_00870
OG0001482	Syas.g_00535	Prbd.g_00785
OG0001484	Syas.g_00166, Syas.g_00167	Prbd.g_01837
OG0001486	Syas.g_01186	Prbd.g_00466
OG0001492	Syas.g_01077	Prbd.g_00515
OG0001493	Syas.g_01069	Prbd.g_00523
OG0001495	Syas.g_01641	Prbd.g_01441
OG0001502	Syas.g_00290	Prbd.g_00072
OG0001504	Syas.g_02777	Prbd.g_01878
OG0001507	Syas.g_01183	Prbd.g_01549
OG0001520	Syas.g_00828	Prbd.g_00846
OG0001522	Syas.g_00369	Prbd.g_00135
OG0001546	Syas.g_00011	Prbd.g_00718
OG0001547	Syas.g_00300	Prbd.g_00074
OG0001549	Syas.g_00482	Prbd.g_00161
OG0001554	Syas.g_00153	Prbd.g_01596
OG0001555	Syas.g_00654	Prbd.g_01582
OG0001556	Syas.g_00976, Syas.g_01679	Prbd.g_00825
OG0001567	Syas.g_00294	Prbd.g_00073
OG0001568	Syas.g_00368	Prbd.g_00075
OG0001570	Syas.g_00309	Prbd.g_00405
OG0001573	Syas.g_02025	Prbd.g_00821, Prbd.g_01098
OG0001584	Syas.g_00607	Prbd.g_00237
OG0001587	Syas.g_02569	Prbd.g_01465
OG0001625	Syas.g_01708	Prbd.g_00981
OG0001627	Syas.g_01474	Prbd.g_00053
OG0001635	Syas.g_02140	Prbd.g_01545
OG0001647	Syas.g_01738	Prbd.g_00966
OG0001666	Syas.g_02785	Prbd.g_01880
OG0001695	Syas.g_01980	Prbd.g_01854
OG0001700	Syas.g_01390, Syas.g_01391	Prbd.g_00827
OG0001928	Syas.g_02787	Prbd.g_00814
OG0001990	Syas.g_01973	Prbd.g_00438
OG0002020	Syas.g_01987	Prbd.g_01852
OG0002021	Syas.g_01989	Prbd.g_01850
OG0002022	Syas.g_01990	Prbd.g_01849
OG0002023	Syas.g_01991	Prbd.g_01848
OG0002024	Syas.g_01985	Prbd.g_01844
OG0002029	Syas.g_01930, Syas.g_02786	Prbd.g_01881
OG0002054	Syas.g_01986	Prbd.g_01843
OG0002055	Syas.g_01983	Prbd.g_01846
OG0002107	Syas.g_00272	Prbd.g_00437
OG0002131	Syas.g_01988	Prbd.g_01851
OG0002133	Syas.g_01984	Prbd.g_01845
OG0002178	Syas.g_01981	Prbd.g_01841
OG0002225	Syas.g_00273	Prbd.g_00436
OG0002249	Syas.g_01325	Prbd.g_00820
OG0002592	Syas.g_01868	Prbd.g_01819
OG0002892	Syas.g_00908	Prbd.g_00442
