Orthogroup	Syas	Prbe
OG0001131	Syas.g_01401	Prbe.g_01919
OG0001132	Syas.g_00525	Prbe.g_00071
OG0001133	Syas.g_00109	Prbe.g_00374
OG0001136	Syas.g_01187	Prbe.g_01552
OG0001138	Syas.g_01114	Prbe.g_01519
OG0001139	Syas.g_01112	Prbe.g_01517
OG0001140	Syas.g_01111	Prbe.g_01516
OG0001141	Syas.g_01110	Prbe.g_01515
OG0001142	Syas.g_01109	Prbe.g_01514
OG0001143	Syas.g_01092	Prbe.g_01507
OG0001144	Syas.g_01084	Prbe.g_01502
OG0001145	Syas.g_02867	Prbe.g_00901
OG0001146	Syas.g_02846	Prbe.g_00889
OG0001147	Syas.g_01329	Prbe.g_00869
OG0001148	Syas.g_01263	Prbe.g_00371
OG0001149	Syas.g_01264	Prbe.g_00370
OG0001150	Syas.g_01265	Prbe.g_00369
OG0001151	Syas.g_01366	Prbe.g_00358
OG0001152	Syas.g_01367	Prbe.g_00357
OG0001153	Syas.g_01301	Prbe.g_00279
OG0001154	Syas.g_01302	Prbe.g_00278
OG0001155	Syas.g_01478	Prbe.g_00261
OG0001156	Syas.g_01489	Prbe.g_00258
OG0001157	Syas.g_01490	Prbe.g_00257
OG0001158	Syas.g_01491	Prbe.g_00256
OG0001159	Syas.g_01492	Prbe.g_00255
OG0001160	Syas.g_02705	Prbe.g_00229
OG0001161	Syas.g_02030	Prbe.g_01042
OG0001162	Syas.g_02473	Prbe.g_00017
OG0001163	Syas.g_02697	Prbe.g_00994
OG0001164	Syas.g_02691	Prbe.g_00990
OG0001165	Syas.g_02686	Prbe.g_00987
OG0001166	Syas.g_02658	Prbe.g_00966
OG0001167	Syas.g_01046	Prbe.g_00949
OG0001168	Syas.g_02597	Prbe.g_00947
OG0001169	Syas.g_02595	Prbe.g_00945
OG0001170	Syas.g_02593	Prbe.g_00943
OG0001171	Syas.g_02580	Prbe.g_00933
OG0001172	Syas.g_01665	Prbe.g_01113
OG0001173	Syas.g_01664	Prbe.g_01112
OG0001174	Syas.g_01656	Prbe.g_01104
OG0001175	Syas.g_01655	Prbe.g_01103
OG0001176	Syas.g_01638	Prbe.g_01095
OG0001177	Syas.g_01640	Prbe.g_01093
OG0001178	Syas.g_02676	Prbe.g_00980
OG0001179	Syas.g_01608	Prbe.g_00853
OG0001180	Syas.g_01583	Prbe.g_00830
OG0001181	Syas.g_01579	Prbe.g_00826
OG0001182	Syas.g_01571	Prbe.g_00818
OG0001183	Syas.g_01564	Prbe.g_00813
OG0001184	Syas.g_02188	Prbe.g_00795
OG0001185	Syas.g_02162	Prbe.g_00779
OG0001186	Syas.g_02113	Prbe.g_00747
OG0001187	Syas.g_02111	Prbe.g_00750
OG0001189	Syas.g_02089	Prbe.g_01146
OG0001190	Syas.g_01881	Prbe.g_01151
OG0001191	Syas.g_01900	Prbe.g_01161
OG0001193	Syas.g_01952	Prbe.g_01178
OG0001194	Syas.g_01953	Prbe.g_01179
OG0001195	Syas.g_01954	Prbe.g_01180
OG0001196	Syas.g_02010	Prbe.g_01196
OG0001197	Syas.g_02012	Prbe.g_01198
OG0001198	Syas.g_02031	Prbe.g_01062
OG0001199	Syas.g_02516	Prbe.g_00179
OG0001200	Syas.g_02514	Prbe.g_00181
OG0001201	Syas.g_02419	Prbe.g_01650
OG0001202	Syas.g_02270	Prbe.g_01748
OG0001203	Syas.g_02557	Prbe.g_01790
OG0001204	Syas.g_01687	Prbe.g_01796
OG0001205	Syas.g_02745	Prbe.g_01943
OG0001207	Syas.g_01260	Prbe.g_00656
OG0001208	Syas.g_01251	Prbe.g_00651
OG0001209	Syas.g_00065	Prbe.g_00600
OG0001210	Syas.g_00761	Prbe.g_00595
OG0001211	Syas.g_00788	Prbe.g_00585
OG0001212	Syas.g_00847	Prbe.g_00538
OG0001213	Syas.g_00100	Prbe.g_00503
OG0001214	Syas.g_00744	Prbe.g_01483
OG0001215	Syas.g_02245	Prbe.g_00465
OG0001217	Syas.g_01397, Syas.g_02493	Prbe.g_00055
OG0001218	Syas.g_01309	Prbe.g_01612
OG0001219	Syas.g_00399	Prbe.g_01321
OG0001220	Syas.g_02447	Prbe.g_01278
OG0001221	Syas.g_02669	Prbe.g_00428
OG0001222	Syas.g_00448	Prbe.g_01400
OG0001223	Syas.g_00541	Prbe.g_01368
OG0001224	Syas.g_01015	Prbe.g_01301
OG0001225	Syas.g_01017	Prbe.g_01299
OG0001226	Syas.g_02506	Prbe.g_00495
OG0001227	Syas.g_00824	Prbe.g_01597
OG0001228	Syas.g_02195	Prbe.g_01499
OG0001229	Syas.g_00285	Prbe.g_01611
OG0001230	Syas.g_02806	Prbe.g_00318
OG0001231	Syas.g_02050	Prbe.g_01920
OG0001232	Syas.g_02649	Prbe.g_00962
OG0001233	Syas.g_02592	Prbe.g_00942
OG0001234	Syas.g_01310	Prbe.g_01101
OG0001235	Syas.g_01646	Prbe.g_01097
OG0001236	Syas.g_02191	Prbe.g_00798
OG0001237	Syas.g_02187	Prbe.g_00794
OG0001238	Syas.g_01901	Prbe.g_01162
OG0001239	Syas.g_02519	Prbe.g_00176
OG0001240	Syas.g_02435	Prbe.g_01633
OG0001241	Syas.g_02427	Prbe.g_01643
OG0001242	Syas.g_02398	Prbe.g_01663
OG0001243	Syas.g_02391	Prbe.g_01670
OG0001244	Syas.g_02370	Prbe.g_01685
OG0001245	Syas.g_00524	Prbe.g_01588
OG0001249	Syas.g_01547	Prbe.g_01889
OG0001250	Syas.g_00239	Prbe.g_01265
OG0001251	Syas.g_00516, Syas.g_00408	Prbe.g_00106
OG0001252	Syas.g_00994	Prbe.g_01306
OG0001253	Syas.g_00143	Prbe.g_00492
OG0001255	Syas.g_00492	Prbe.g_01567
OG0001256	Syas.g_02698	Prbe.g_00222
OG0001258	Syas.g_02688	Prbe.g_00989
OG0001259	Syas.g_02594	Prbe.g_00944
OG0001260	Syas.g_02572	Prbe.g_00927
OG0001261	Syas.g_01599	Prbe.g_00845
OG0001262	Syas.g_02091	Prbe.g_01144
OG0001263	Syas.g_02388	Prbe.g_01672
OG0001265	Syas.g_02399	Prbe.g_01662
OG0001266	Syas.g_02266	Prbe.g_01752
OG0001267	Syas.g_01753	Prbe.g_01834
OG0001268	Syas.g_01535	Prbe.g_01897
OG0001269	Syas.g_00510	Prbe.g_01277
OG0001270	Syas.g_01499	Prbe.g_01932
OG0001271	Syas.g_01336	Prbe.g_00661
OG0001272	Syas.g_01247	Prbe.g_00647
OG0001273	Syas.g_00751	Prbe.g_01489
OG0001274	Syas.g_01849	Prbe.g_01776
OG0001275	Syas.g_00554	Prbe.g_01378
OG0001276	Syas.g_00215	Prbe.g_01392
OG0001277	Syas.g_00110	Prbe.g_01184
OG0001278	Syas.g_01074	Prbe.g_01495
OG0001279	Syas.g_02792	Prbe.g_00721
OG0001280	Syas.g_01095	Prbe.g_00894
OG0001281	Syas.g_02845	Prbe.g_00888
OG0001282	Syas.g_01262	Prbe.g_00372
OG0001284	Syas.g_02124, Syas.g_02713	Prbe.g_00236
OG0001286	Syas.g_01585	Prbe.g_00832
OG0001287	Syas.g_00136	Prbe.g_00772
OG0001288	Syas.g_02144	Prbe.g_00762
OG0001289	Syas.g_02474	Prbe.g_00191
OG0001290	Syas.g_02428	Prbe.g_01642
OG0001291	Syas.g_02378	Prbe.g_01680
OG0001292	Syas.g_01693	Prbe.g_01801
OG0001293	Syas.g_01720	Prbe.g_01814
OG0001295	Syas.g_00770	Prbe.g_00005
OG0001296	Syas.g_01217	Prbe.g_00624
OG0001297	Syas.g_01213	Prbe.g_00619
OG0001298	Syas.g_00829	Prbe.g_00558
OG0001299	Syas.g_00700	Prbe.g_01452
OG0001303	Syas.g_00400	Prbe.g_01023
OG0001304	Syas.g_00199	Prbe.g_01405
OG0001305	Syas.g_01027	Prbe.g_01293
OG0001306	Syas.g_01202	Prbe.g_01564
OG0001307	Syas.g_01923	Prbe.g_00398
OG0001308	Syas.g_02830	Prbe.g_00301
OG0001309	Syas.g_00003	Prbe.g_00194
OG0001310	Syas.g_02666	Prbe.g_00972
OG0001311	Syas.g_00213	Prbe.g_01394
OG0001312	Syas.g_00414	Prbe.g_01330
OG0001314	Syas.g_01925	Prbe.g_00688
OG0001315	Syas.g_01566	Prbe.g_01602
OG0001317	Syas.g_02553	Prbe.g_01786
OG0001318	Syas.g_01706	Prbe.g_01810
OG0001319	Syas.g_01736	Prbe.g_01827
OG0001323	Syas.g_00006	Prbe.g_00614
OG0001325	Syas.g_00179	Prbe.g_01435
OG0001327	Syas.g_00687	Prbe.g_00405
OG0001329	Syas.g_00773	Prbe.g_01026
OG0001330	Syas.g_02865	Prbe.g_00205
OG0001331	Syas.g_01267	Prbe.g_00367
OG0001333	Syas.g_02598	Prbe.g_00948
OG0001337	Syas.g_01548	Prbe.g_01884
OG0001339	Syas.g_02425	Prbe.g_01645
OG0001345	Syas.g_01132	Prbe.g_01529
OG0001346	Syas.g_02853	Prbe.g_00892
OG0001348	Syas.g_00119	Prbe.g_00003
OG0001351	Syas.g_01280	Prbe.g_00675
OG0001353	Syas.g_00228	Prbe.g_01255
OG0001354	Syas.g_00526	Prbe.g_01360
OG0001355	Syas.g_01057	Prbe.g_01414
OG0001356	Syas.g_01715, Syas.g_00972	Prbe.g_00997
OG0001357	Syas.g_00764	Prbe.g_01628
OG0001364	Syas.g_02212	Prbe.g_00807
OG0001365	Syas.g_01886	Prbe.g_01155
OG0001371	Syas.g_02499	Prbe.g_00453
OG0001379	Syas.g_02861	Prbe.g_00899
OG0001380	Syas.g_00126	Prbe.g_01614
OG0001394	Syas.g_00627	Prbe.g_00432
OG0001398	Syas.g_02481	Prbe.g_00028
OG0001401	Syas.g_00233	Prbe.g_01260
OG0001402	Syas.g_00112	Prbe.g_00509
OG0001403	Syas.g_02069	Prbe.g_00131
OG0001409	Syas.g_00154	Prbe.g_01541
OG0001411	Syas.g_01156	Prbe.g_00166
OG0001418	Syas.g_01177	Prbe.g_00459
OG0001423	Syas.g_02532	Prbe.g_00698
OG0001428	Syas.g_02325	Prbe.g_01720
OG0001429	Syas.g_00401	Prbe.g_01322
OG0001433	Syas.g_01398	Prbe.g_00998
OG0001435	Syas.g_00678	Prbe.g_00413
OG0001443	Syas.g_01910	Prbe.g_01610
OG0001450	Syas.g_02208, Syas.g_00474	Prbe.g_00462
OG0001451	Syas.g_02342, Syas.g_02343	Prbe.g_01289
OG0001460	Syas.g_01399	Prbe.g_00999
OG0001461	Syas.g_00566	Prbe.g_00157
OG0001476	Syas.g_00155	Prbe.g_01542
OG0001477	Syas.g_00934	Prbe.g_00744
OG0001484	Syas.g_00166, Syas.g_00167	Prbe.g_00206
OG0001486	Syas.g_01186	Prbe.g_01551
OG0001488	Syas.g_01142	Prbe.g_01536
OG0001489	Syas.g_01574	Prbe.g_00821
OG0001496	Syas.g_00936	Prbe.g_00742
OG0001497	Syas.g_00935	Prbe.g_00743
OG0001498	Syas.g_01511	Prbe.g_01916
OG0001505	Syas.g_02135	Prbe.g_00088
OG0001510	Syas.g_02151	Prbe.g_00768
OG0001511	Syas.g_02413	Prbe.g_01654
OG0001512	Syas.g_02559	Prbe.g_01606
OG0001514	Syas.g_00937	Prbe.g_00741
OG0001515	Syas.g_00734	Prbe.g_00467
OG0001516	Syas.g_00703	Prbe.g_01455
OG0001517	Syas.g_01540	Prbe.g_01893
OG0001518	Syas.g_01903	Prbe.g_01164
OG0001519	Syas.g_01912	Prbe.g_01169
OG0001522	Syas.g_00369	Prbe.g_01256
OG0001527	Syas.g_00803	Prbe.g_00572
OG0001529	Syas.g_02082	Prbe.g_00141
OG0001530	Syas.g_02415	Prbe.g_01653
OG0001531	Syas.g_02560	Prbe.g_01791
OG0001532	Syas.g_01113	Prbe.g_01518
OG0001534	Syas.g_00198	Prbe.g_01406
OG0001535	Syas.g_00218	Prbe.g_01390
OG0001536	Syas.g_00456	Prbe.g_01346
OG0001537	Syas.g_00651	Prbe.g_00429
OG0001538	Syas.g_00591	Prbe.g_01227
OG0001539	Syas.g_00683	Prbe.g_00407
OG0001540	Syas.g_02386	Prbe.g_01674
OG0001541	Syas.g_02316	Prbe.g_01728
OG0001542	Syas.g_02294	Prbe.g_01734
OG0001543	Syas.g_02230	Prbe.g_00907
OG0001544	Syas.g_01911	Prbe.g_01168
OG0001545	Syas.g_01982	Prbe.g_01183
OG0001549	Syas.g_00482	Prbe.g_01287
OG0001557	Syas.g_00626	Prbe.g_00433
OG0001559	Syas.g_02416	Prbe.g_01652
OG0001560	Syas.g_02429	Prbe.g_01641
OG0001561	Syas.g_00211	Prbe.g_01396
OG0001562	Syas.g_00560	Prbe.g_01383
OG0001563	Syas.g_01590	Prbe.g_00837
OG0001564	Syas.g_01034	Prbe.g_00160
OG0001565	Syas.g_00351	Prbe.g_00695
OG0001574	Syas.g_00801	Prbe.g_00574
OG0001575	Syas.g_00806	Prbe.g_00569
OG0001576	Syas.g_02834	Prbe.g_00879
OG0001577	Syas.g_01189	Prbe.g_01554
OG0001580	Syas.g_01875	Prbe.g_00148
OG0001584	Syas.g_00607	Prbe.g_01442
OG0001587	Syas.g_02569	Prbe.g_00925
OG0001589	Syas.g_02589	Prbe.g_00940
OG0001591	Syas.g_00690	Prbe.g_00446
OG0001592	Syas.g_01877	Prbe.g_00147
OG0001614	Syas.g_02165	Prbe.g_00780
OG0001616	Syas.g_01127	Prbe.g_01526
OG0001617	Syas.g_00076	Prbe.g_01201
OG0001619	Syas.g_00445	Prbe.g_01339
OG0001620	Syas.g_01528	Prbe.g_01901
OG0001621	Syas.g_01702	Prbe.g_01806
OG0001622	Syas.g_02002	Prbe.g_01192
OG0001636	Syas.g_02075	Prbe.g_00135
OG0001638	Syas.g_02670	Prbe.g_00974
OG0001639	Syas.g_01477	Prbe.g_00262
OG0001640	Syas.g_00989	Prbe.g_01309
OG0001641	Syas.g_00545	Prbe.g_01371
OG0001643	Syas.g_00741	Prbe.g_01480
OG0001644	Syas.g_00921, Syas.g_00767	Prbe.g_01425
OG0001654	Syas.g_01475	Prbe.g_00264
OG0001657	Syas.g_02355	Prbe.g_01703
OG0001659	Syas.g_01118	Prbe.g_00008
OG0001678	Syas.g_01666	Prbe.g_00918
OG0001679	Syas.g_02407	Prbe.g_01888
OG0001693	Syas.g_01022	Prbe.g_01041
OG0001717	Syas.g_02330	Prbe.g_00737
OG0001733	Syas.g_00974	Prbe.g_01001
OG0001769	Syas.g_00723	Prbe.g_01601
OG0001771	Syas.g_00034	Prbe.g_01129
OG0001842	Syas.g_00658	Prbe.g_00069
OG0001917	Syas.g_00216	Prbe.g_01391
OG0001930	Syas.g_00657	Prbe.g_00068
OG0001931	Syas.g_00656	Prbe.g_00067
OG0001955	Syas.g_00480	Prbe.g_00016
OG0001956	Syas.g_00971	Prbe.g_01283
OG0001977	Syas.g_01942	Prbe.g_01174
OG0001996	Syas.g_02067	Prbe.g_00129
OG0002003	Syas.g_00491	Prbe.g_00063
OG0002019	Syas.g_02163	Prbe.g_00011
OG0002098	Syas.g_02608	Prbe.g_00390
OG0002109	Syas.g_02770	Prbe.g_00058
OG0002348	Syas.g_00879	Prbe.g_00002
OG0002389	Syas.g_01570	Prbe.g_00817
