Orthogroup	Syas	Praq
OG0001184	Syas.g_02188	Praq.g_00744
OG0001185	Syas.g_02162	Praq.g_00758
OG0001186	Syas.g_02113	Praq.g_00684
OG0001187	Syas.g_02111	Praq.g_00688
OG0001189	Syas.g_02089	Praq.g_00707
OG0001190	Syas.g_01881	Praq.g_00711
OG0001191	Syas.g_01900	Praq.g_00721
OG0001193	Syas.g_01952	Praq.g_00400
OG0001194	Syas.g_01953	Praq.g_00401
OG0001195	Syas.g_01954	Praq.g_00402
OG0001196	Syas.g_02010	Praq.g_00415
OG0001197	Syas.g_02012	Praq.g_00416
OG0001198	Syas.g_02031	Praq.g_00423
OG0001199	Syas.g_02516	Praq.g_01929
OG0001200	Syas.g_02514	Praq.g_01927
OG0001201	Syas.g_02419	Praq.g_01895
OG0001202	Syas.g_02270	Praq.g_01803
OG0001203	Syas.g_02557	Praq.g_01764
OG0001204	Syas.g_01687	Praq.g_01759
OG0001205	Syas.g_02745	Praq.g_01112
OG0001207	Syas.g_01260	Praq.g_00528
OG0001208	Syas.g_01251	Praq.g_00533
OG0001209	Syas.g_00065	Praq.g_01067
OG0001210	Syas.g_00761	Praq.g_01062
OG0001211	Syas.g_00788	Praq.g_01052
OG0001212	Syas.g_00847	Praq.g_01006
OG0001213	Syas.g_00100	Praq.g_00973
OG0001214	Syas.g_00744	Praq.g_00965
OG0001215	Syas.g_02245	Praq.g_00819
OG0001217	Syas.g_01397, Syas.g_02493	Praq.g_00622
OG0001218	Syas.g_01309	Praq.g_00630
OG0001219	Syas.g_00399	Praq.g_00658
OG0001220	Syas.g_02447	Praq.g_01449
OG0001221	Syas.g_02669	Praq.g_01501
OG0001222	Syas.g_00448	Praq.g_01540
OG0001223	Syas.g_00541	Praq.g_01566
OG0001224	Syas.g_01015	Praq.g_01615
OG0001225	Syas.g_01017	Praq.g_01617
OG0001226	Syas.g_02506	Praq.g_01642
OG0001227	Syas.g_00824	Praq.g_01661
OG0001228	Syas.g_02195	Praq.g_01378
OG0001229	Syas.g_00285	Praq.g_00173
OG0001230	Syas.g_02806	Praq.g_00286
OG0001231	Syas.g_02050	Praq.g_00003
OG0001232	Syas.g_02649	Praq.g_00474
OG0001233	Syas.g_02592	Praq.g_00454
OG0001234	Syas.g_01310	Praq.g_00936
OG0001235	Syas.g_01646	Praq.g_00926
OG0001236	Syas.g_02191	Praq.g_00741
OG0001237	Syas.g_02187	Praq.g_00745
OG0001238	Syas.g_01901	Praq.g_00722
OG0001239	Syas.g_02519	Praq.g_01932
OG0001240	Syas.g_02435	Praq.g_01910
OG0001241	Syas.g_02427	Praq.g_01902
OG0001242	Syas.g_02398	Praq.g_01884
OG0001243	Syas.g_02391	Praq.g_01878
OG0001244	Syas.g_02370	Praq.g_01862
OG0001245	Syas.g_00524	Praq.g_01163
OG0001246	Syas.g_01829, Syas.g_01224	Praq.g_01098
OG0001249	Syas.g_01547	Praq.g_00647
OG0001250	Syas.g_00239	Praq.g_01438
OG0001251	Syas.g_00516, Syas.g_00408	Praq.g_01474
OG0001252	Syas.g_00994	Praq.g_01610
OG0001253	Syas.g_00143	Praq.g_01662
OG0001255	Syas.g_00492	Praq.g_01317
OG0001256	Syas.g_02698	Praq.g_00384
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Praq.g_00002
OG0001259	Syas.g_02594	Praq.g_00456
OG0001260	Syas.g_02572	Praq.g_00440
OG0001261	Syas.g_01599	Praq.g_00887
OG0001262	Syas.g_02091	Praq.g_00705
OG0001263	Syas.g_02388	Praq.g_01875
OG0001265	Syas.g_02399	Praq.g_01885
OG0001266	Syas.g_02266	Praq.g_01799
OG0001267	Syas.g_01753	Praq.g_01723
OG0001268	Syas.g_01535	Praq.g_01206
OG0001269	Syas.g_00510	Praq.g_01185
OG0001270	Syas.g_01499	Praq.g_01123
OG0001271	Syas.g_01336	Praq.g_00523
OG0001272	Syas.g_01247	Praq.g_00537
OG0001273	Syas.g_00751	Praq.g_00971
OG0001274	Syas.g_01849	Praq.g_00832
OG0001275	Syas.g_00554	Praq.g_01575
OG0001276	Syas.g_00215	Praq.g_01594
OG0001277	Syas.g_00110	Praq.g_01651
OG0001278	Syas.g_01074	Praq.g_01383
OG0001280	Syas.g_01095	Praq.g_00132
OG0001281	Syas.g_02845	Praq.g_00138
OG0001282	Syas.g_01262	Praq.g_00178
OG0001284	Syas.g_02124, Syas.g_02713	Praq.g_00364
OG0001287	Syas.g_00136	Praq.g_00765
OG0001288	Syas.g_02144	Praq.g_00773
OG0001289	Syas.g_02474	Praq.g_01916
OG0001290	Syas.g_02428	Praq.g_01903
OG0001291	Syas.g_02378	Praq.g_01868
OG0001292	Syas.g_01693	Praq.g_01754
OG0001293	Syas.g_01720	Praq.g_01742
OG0001294	Syas.g_00692	Praq.g_01165
OG0001295	Syas.g_00770	Praq.g_00517
OG0001296	Syas.g_01217	Praq.g_01093
OG0001297	Syas.g_01213	Praq.g_01088
OG0001298	Syas.g_00829	Praq.g_01026
OG0001299	Syas.g_00700	Praq.g_00795
OG0001303	Syas.g_00400	Praq.g_01579
OG0001304	Syas.g_00199	Praq.g_01604
OG0001305	Syas.g_01027	Praq.g_01623
OG0001306	Syas.g_01202	Praq.g_01319
OG0001307	Syas.g_01923	Praq.g_00158
OG0001308	Syas.g_02830	Praq.g_00304
OG0001310	Syas.g_02666	Praq.g_00485
OG0001311	Syas.g_00213	Praq.g_01596
OG0001312	Syas.g_00414	Praq.g_01529
OG0001315	Syas.g_01566	Praq.g_01942
OG0001317	Syas.g_02553	Praq.g_01768
OG0001318	Syas.g_01706	Praq.g_01747
OG0001319	Syas.g_01736	Praq.g_01731
OG0001323	Syas.g_00006	Praq.g_01083
OG0001325	Syas.g_00179	Praq.g_00588
OG0001326	Syas.g_01960, Syas.g_01961	Praq.g_00846
OG0001327	Syas.g_00687	Praq.g_01634
OG0001329	Syas.g_00773	Praq.g_01294
OG0001330	Syas.g_02865	Praq.g_00111
OG0001331	Syas.g_01267	Praq.g_00183
OG0001333	Syas.g_02598	Praq.g_00460
OG0001336	Syas.g_02003	Praq.g_00412
OG0001339	Syas.g_02425	Praq.g_01900
OG0001345	Syas.g_01132	Praq.g_01352
OG0001346	Syas.g_02853	Praq.g_00134
OG0001348	Syas.g_00119	Praq.g_00023
OG0001351	Syas.g_01280	Praq.g_00503
OG0001355	Syas.g_01057	Praq.g_00033, Praq.g_00044
OG0001356	Syas.g_01715, Syas.g_00972	Praq.g_00067
OG0001358	Syas.g_00122	Praq.g_00982
OG0001360	Syas.g_01130	Praq.g_01663
OG0001361	Syas.g_01135	Praq.g_01349
OG0001364	Syas.g_02212	Praq.g_00734
OG0001365	Syas.g_01886	Praq.g_00715
OG0001371	Syas.g_02499	Praq.g_00808
OG0001373	Syas.g_01959	Praq.g_00847
OG0001374	Syas.g_01968	Praq.g_00839
OG0001376	Syas.g_00468	Praq.g_01628
OG0001377	Syas.g_00467	Praq.g_01629
OG0001378	Syas.g_01500	Praq.g_01272
OG0001380	Syas.g_00126	Praq.g_00163
OG0001385	Syas.g_01956	Praq.g_00850
OG0001386	Syas.g_01957	Praq.g_00849
OG0001387	Syas.g_01958	Praq.g_00848
OG0001388	Syas.g_01962	Praq.g_00845
OG0001389	Syas.g_01963	Praq.g_00844
OG0001390	Syas.g_01964	Praq.g_00843
OG0001391	Syas.g_01965	Praq.g_00842
OG0001392	Syas.g_01966	Praq.g_00841
OG0001393	Syas.g_01967	Praq.g_00840
OG0001395	Syas.g_00195	Praq.g_01606
OG0001399	Syas.g_02459	Praq.g_00934
OG0001403	Syas.g_02069	Praq.g_01233
OG0001406	Syas.g_00469	Praq.g_01627
OG0001408	Syas.g_00142	Praq.g_01646, Praq.g_01645
OG0001409	Syas.g_00154	Praq.g_01340
OG0001413	Syas.g_01481	Praq.g_00379
OG0001416	Syas.g_01061	Praq.g_00508
OG0001417	Syas.g_00507	Praq.g_00519, Praq.g_00520
OG0001418	Syas.g_01177	Praq.g_00813
OG0001420	Syas.g_00017	Praq.g_01280
OG0001423	Syas.g_02532	Praq.g_00859
OG0001428	Syas.g_02325	Praq.g_01830
OG0001429	Syas.g_00401	Praq.g_00659
OG0001432	Syas.g_01484	Praq.g_00377
OG0001433	Syas.g_01398	Praq.g_00066
OG0001435	Syas.g_00678	Praq.g_01486
OG0001438	Syas.g_01767	Praq.g_01709
OG0001439	Syas.g_01809	Praq.g_01695
OG0001441	Syas.g_00008	Praq.g_01081
OG0001447	Syas.g_02390	Praq.g_01877
OG0001450	Syas.g_02208, Syas.g_00474	Praq.g_00816
OG0001451	Syas.g_02342, Syas.g_02343	Praq.g_01459
OG0001452	Syas.g_01700	Praq.g_01476
OG0001453	Syas.g_00547	Praq.g_01569
OG0001454	Syas.g_01483	Praq.g_01656
OG0001456	Syas.g_01969	Praq.g_01310
OG0001457	Syas.g_01970	Praq.g_01311
OG0001458	Syas.g_01971	Praq.g_01312
OG0001459	Syas.g_02778	Praq.g_00092
OG0001470	Syas.g_02115, Syas.g_02627	Praq.g_00199
OG0001471	Syas.g_01819	Praq.g_00380
OG0001473	Syas.g_00323	Praq.g_00685
OG0001474	Syas.g_01534	Praq.g_01205
OG0001475	Syas.g_02120	Praq.g_00201
OG0001479	Syas.g_01537	Praq.g_01208
OG0001480	Syas.g_00771	Praq.g_01175
OG0001482	Syas.g_00535	Praq.g_00506
OG0001486	Syas.g_01186	Praq.g_01331
OG0001492	Syas.g_01077	Praq.g_01380
OG0001493	Syas.g_01069	Praq.g_01388
OG0001494	Syas.g_02633	Praq.g_00252
OG0001502	Syas.g_00290	Praq.g_00643
OG0001504	Syas.g_02777	Praq.g_00093
OG0001507	Syas.g_01183	Praq.g_01957
OG0001508	Syas.g_02114	Praq.g_00198
OG0001520	Syas.g_00828	Praq.g_01151, Praq.g_01150
OG0001522	Syas.g_00369	Praq.g_01430
OG0001528	Syas.g_02116	Praq.g_00200
OG0001546	Syas.g_00011	Praq.g_01078
OG0001554	Syas.g_00153	Praq.g_00386
OG0001555	Syas.g_00654	Praq.g_00012
OG0001565	Syas.g_00351	Praq.g_01130
OG0001584	Syas.g_00607	Praq.g_01521
OG0001587	Syas.g_02569	Praq.g_00955
OG0001625	Syas.g_01708	Praq.g_01745
OG0001627	Syas.g_01474	Praq.g_00628
OG0001647	Syas.g_01738	Praq.g_01730
OG0001704	Syas.g_00425, Syas.g_00426	Praq.g_01399
OG0001726	Syas.g_00337	Praq.g_01136
OG0001924	Syas.g_00040	Praq.g_00559
OG0001925	Syas.g_00041	Praq.g_00558
OG0001926	Syas.g_00042	Praq.g_00557
OG0001927	Syas.g_00043	Praq.g_00556
OG0001993	Syas.g_00038	Praq.g_00561
OG0001994	Syas.g_00039	Praq.g_00560
OG0002097	Syas.g_02623	Praq.g_00234
OG0002109	Syas.g_02770	Praq.g_00151
OG0002274	Syas.g_02624	Praq.g_00235
OG0002364	Syas.g_00402	Praq.g_00660
OG0002478	Syas.g_01099	Praq.g_01131
OG0002559	Syas.g_00898, Syas.g_00899	Praq.g_01403
OG0002895	Syas.g_02769	Praq.g_00150
