Orthogroup	Syas	Prar
OG0001179	Syas.g_01608	Prar.g_01043
OG0001180	Syas.g_01583	Prar.g_01022
OG0001181	Syas.g_01579	Prar.g_01018
OG0001182	Syas.g_01571	Prar.g_01011
OG0001183	Syas.g_01564	Prar.g_00618
OG0001184	Syas.g_02188	Prar.g_00634
OG0001185	Syas.g_02162	Prar.g_00648
OG0001186	Syas.g_02113	Prar.g_00670
OG0001187	Syas.g_02111	Prar.g_00674
OG0001189	Syas.g_02089	Prar.g_00693
OG0001190	Syas.g_01881	Prar.g_00697
OG0001191	Syas.g_01900	Prar.g_00707
OG0001193	Syas.g_01952	Prar.g_00064
OG0001194	Syas.g_01953	Prar.g_00063
OG0001195	Syas.g_01954	Prar.g_00062
OG0001196	Syas.g_02010	Prar.g_00049
OG0001197	Syas.g_02012	Prar.g_00048
OG0001198	Syas.g_02031	Prar.g_00041
OG0001199	Syas.g_02516	Prar.g_00254
OG0001200	Syas.g_02514	Prar.g_00252
OG0001201	Syas.g_02419	Prar.g_00220
OG0001202	Syas.g_02270	Prar.g_00128
OG0001203	Syas.g_02557	Prar.g_00089
OG0001204	Syas.g_01687	Prar.g_00084
OG0001205	Syas.g_02745	Prar.g_00493
OG0001207	Syas.g_01260	Prar.g_00527
OG0001208	Syas.g_01251	Prar.g_00532
OG0001209	Syas.g_00065	Prar.g_01365
OG0001210	Syas.g_00761	Prar.g_01370
OG0001211	Syas.g_00788	Prar.g_01380
OG0001212	Syas.g_00847	Prar.g_01426
OG0001213	Syas.g_00100	Prar.g_01459
OG0001214	Syas.g_00744	Prar.g_01467
OG0001215	Syas.g_02245	Prar.g_01520
OG0001217	Syas.g_01397, Syas.g_02493	Prar.g_01638
OG0001219	Syas.g_00399	Prar.g_01672
OG0001220	Syas.g_02447	Prar.g_01735
OG0001221	Syas.g_02669	Prar.g_01787
OG0001222	Syas.g_00448	Prar.g_01825
OG0001223	Syas.g_00541	Prar.g_01851
OG0001224	Syas.g_01015	Prar.g_01900
OG0001225	Syas.g_01017	Prar.g_01902
OG0001226	Syas.g_02506	Prar.g_01928
OG0001227	Syas.g_00824	Prar.g_01947
OG0001228	Syas.g_02195	Prar.g_01218
OG0001229	Syas.g_00285	Prar.g_00913
OG0001230	Syas.g_02806	Prar.g_00347
OG0001231	Syas.g_02050	Prar.g_00751
OG0001232	Syas.g_02649	Prar.g_01120
OG0001233	Syas.g_02592	Prar.g_00599
OG0001234	Syas.g_01310	Prar.g_01099
OG0001235	Syas.g_01646	Prar.g_01089
OG0001236	Syas.g_02191	Prar.g_00631
OG0001237	Syas.g_02187	Prar.g_00635
OG0001238	Syas.g_01901	Prar.g_00708
OG0001239	Syas.g_02519	Prar.g_00547
OG0001240	Syas.g_02435	Prar.g_00235
OG0001241	Syas.g_02427	Prar.g_00227
OG0001242	Syas.g_02398	Prar.g_00209
OG0001243	Syas.g_02391	Prar.g_00203
OG0001244	Syas.g_02370	Prar.g_00187
OG0001245	Syas.g_00524	Prar.g_00441
OG0001246	Syas.g_01829, Syas.g_01224	Prar.g_01335
OG0001249	Syas.g_01547	Prar.g_01661
OG0001250	Syas.g_00239	Prar.g_01724
OG0001251	Syas.g_00516, Syas.g_00408	Prar.g_01760
OG0001252	Syas.g_00994	Prar.g_01895
OG0001253	Syas.g_00143	Prar.g_01948
OG0001255	Syas.g_00492	Prar.g_01279
OG0001256	Syas.g_02698	Prar.g_00758
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Prar.g_00752
OG0001258	Syas.g_02688	Prar.g_01146
OG0001259	Syas.g_02594	Prar.g_00597
OG0001260	Syas.g_02572	Prar.g_00613
OG0001261	Syas.g_01599	Prar.g_01035
OG0001262	Syas.g_02091	Prar.g_00691
OG0001263	Syas.g_02388	Prar.g_00200
OG0001265	Syas.g_02399	Prar.g_00210
OG0001266	Syas.g_02266	Prar.g_00124
OG0001267	Syas.g_01753	Prar.g_00307
OG0001268	Syas.g_01535	Prar.g_00399
OG0001269	Syas.g_00510	Prar.g_00419
OG0001270	Syas.g_01499	Prar.g_00482
OG0001271	Syas.g_01336	Prar.g_00522
OG0001272	Syas.g_01247	Prar.g_00536
OG0001273	Syas.g_00751	Prar.g_01461
OG0001274	Syas.g_01849	Prar.g_01533
OG0001275	Syas.g_00554	Prar.g_01860
OG0001276	Syas.g_00215	Prar.g_01879
OG0001277	Syas.g_00110	Prar.g_01937
OG0001278	Syas.g_01074	Prar.g_01213
OG0001280	Syas.g_01095	Prar.g_00956
OG0001281	Syas.g_02845	Prar.g_00950
OG0001282	Syas.g_01262	Prar.g_00910
OG0001284	Syas.g_02124, Syas.g_02713	Prar.g_00777
OG0001287	Syas.g_00136	Prar.g_00655
OG0001288	Syas.g_02144	Prar.g_00663
OG0001289	Syas.g_02474	Prar.g_00241
OG0001290	Syas.g_02428	Prar.g_00228
OG0001291	Syas.g_02378	Prar.g_00193
OG0001292	Syas.g_01693	Prar.g_00079
OG0001293	Syas.g_01720	Prar.g_00326
OG0001294	Syas.g_00692	Prar.g_00439
OG0001295	Syas.g_00770	Prar.g_00516
OG0001296	Syas.g_01217	Prar.g_01340
OG0001298	Syas.g_00829	Prar.g_01406
OG0001299	Syas.g_00700	Prar.g_01496
OG0001303	Syas.g_00400	Prar.g_01864
OG0001304	Syas.g_00199	Prar.g_01889
OG0001305	Syas.g_01027	Prar.g_01908
OG0001306	Syas.g_01202	Prar.g_01277
OG0001307	Syas.g_01923	Prar.g_00928
OG0001308	Syas.g_02830	Prar.g_00837
OG0001309	Syas.g_00003	Prar.g_00754
OG0001310	Syas.g_02666	Prar.g_01131
OG0001311	Syas.g_00213	Prar.g_01881
OG0001312	Syas.g_00414	Prar.g_01814
OG0001315	Syas.g_01566	Prar.g_00556
OG0001317	Syas.g_02553	Prar.g_00093
OG0001318	Syas.g_01706	Prar.g_00331
OG0001319	Syas.g_01736	Prar.g_00315
OG0001323	Syas.g_00006	Prar.g_01349
OG0001325	Syas.g_00179	Prar.g_01604
OG0001326	Syas.g_01960, Syas.g_01961	Prar.g_01547
OG0001327	Syas.g_00687	Prar.g_01920
OG0001329	Syas.g_00773	Prar.g_01302
OG0001330	Syas.g_02865	Prar.g_00977
OG0001331	Syas.g_01267	Prar.g_00905
OG0001333	Syas.g_02598	Prar.g_01958
OG0001336	Syas.g_02003	Prar.g_00052
OG0001339	Syas.g_02425	Prar.g_00225
OG0001345	Syas.g_01132	Prar.g_01244
OG0001346	Syas.g_02853	Prar.g_00954
OG0001348	Syas.g_00119	Prar.g_00732
OG0001351	Syas.g_01280	Prar.g_00502
OG0001355	Syas.g_01057	Prar.g_00722, Prar.g_01158
OG0001356	Syas.g_01715, Syas.g_00972	Prar.g_01181
OG0001358	Syas.g_00122	Prar.g_01450
OG0001360	Syas.g_01130	Prar.g_01949
OG0001361	Syas.g_01135	Prar.g_01247
OG0001364	Syas.g_02212	Prar.g_00624
OG0001365	Syas.g_01886	Prar.g_00701
OG0001371	Syas.g_02499	Prar.g_01509
OG0001373	Syas.g_01959	Prar.g_01548
OG0001374	Syas.g_01968	Prar.g_01540
OG0001376	Syas.g_00468	Prar.g_01914
OG0001377	Syas.g_00467	Prar.g_01915
OG0001378	Syas.g_01500	Prar.g_01325
OG0001380	Syas.g_00126	Prar.g_00923
OG0001385	Syas.g_01956	Prar.g_01551
OG0001386	Syas.g_01957	Prar.g_01550
OG0001387	Syas.g_01958	Prar.g_01549
OG0001388	Syas.g_01962	Prar.g_01546
OG0001389	Syas.g_01963	Prar.g_01545
OG0001390	Syas.g_01964	Prar.g_01544
OG0001391	Syas.g_01965	Prar.g_01543
OG0001392	Syas.g_01966	Prar.g_01542
OG0001393	Syas.g_01967	Prar.g_01541
OG0001395	Syas.g_00195	Prar.g_01891
OG0001399	Syas.g_02459	Prar.g_01097
OG0001403	Syas.g_02069	Prar.g_00008
OG0001406	Syas.g_00469	Prar.g_01913
OG0001408	Syas.g_00142	Prar.g_01932, Prar.g_01931
OG0001409	Syas.g_00154	Prar.g_01256
OG0001413	Syas.g_01481	Prar.g_00763
OG0001416	Syas.g_01061	Prar.g_00507
OG0001417	Syas.g_00507	Prar.g_00518, Prar.g_00519
OG0001418	Syas.g_01177	Prar.g_01514
OG0001420	Syas.g_00017	Prar.g_01316
OG0001423	Syas.g_02532	Prar.g_01560
OG0001428	Syas.g_02325	Prar.g_00155
OG0001429	Syas.g_00401	Prar.g_01673
OG0001432	Syas.g_01484	Prar.g_00764
OG0001433	Syas.g_01398	Prar.g_01180
OG0001435	Syas.g_00678	Prar.g_01772
OG0001438	Syas.g_01767	Prar.g_00294
OG0001439	Syas.g_01809	Prar.g_00280
OG0001441	Syas.g_00008	Prar.g_01351
OG0001447	Syas.g_02390	Prar.g_00202
OG0001450	Syas.g_02208, Syas.g_00474	Prar.g_01517
OG0001451	Syas.g_02342, Syas.g_02343	Prar.g_01745
OG0001452	Syas.g_01700	Prar.g_01762
OG0001453	Syas.g_00547	Prar.g_01854
OG0001454	Syas.g_01483	Prar.g_01942
OG0001456	Syas.g_01969	Prar.g_01286
OG0001457	Syas.g_01970	Prar.g_01285
OG0001458	Syas.g_01971	Prar.g_01284
OG0001459	Syas.g_02778	Prar.g_00996
OG0001470	Syas.g_02115, Syas.g_02627	Prar.g_00889
OG0001471	Syas.g_01819	Prar.g_00762
OG0001473	Syas.g_00323	Prar.g_00671
OG0001474	Syas.g_01534	Prar.g_00400
OG0001475	Syas.g_02120	Prar.g_00887
OG0001479	Syas.g_01537	Prar.g_00397
OG0001480	Syas.g_00771	Prar.g_00429
OG0001482	Syas.g_00535	Prar.g_00505
OG0001486	Syas.g_01186	Prar.g_01265
OG0001492	Syas.g_01077	Prar.g_01216
OG0001493	Syas.g_01069	Prar.g_01208
OG0001494	Syas.g_02633	Prar.g_00381
OG0001502	Syas.g_00290	Prar.g_01657
OG0001504	Syas.g_02777	Prar.g_00995
OG0001507	Syas.g_01183	Prar.g_00714
OG0001508	Syas.g_02114	Prar.g_00890
OG0001520	Syas.g_00828	Prar.g_00454, Prar.g_00455
OG0001522	Syas.g_00369	Prar.g_01716
OG0001528	Syas.g_02116	Prar.g_00888
OG0001546	Syas.g_00011	Prar.g_01354
OG0001554	Syas.g_00153	Prar.g_00756
OG0001555	Syas.g_00654	Prar.g_00742
OG0001565	Syas.g_00351	Prar.g_00475
OG0001584	Syas.g_00607	Prar.g_01806
OG0001587	Syas.g_02569	Prar.g_01118
OG0001625	Syas.g_01708	Prar.g_00329
OG0001627	Syas.g_01474	Prar.g_01643
OG0001647	Syas.g_01738	Prar.g_00314
OG0001704	Syas.g_00425, Syas.g_00426	Prar.g_01198
OG0001726	Syas.g_00337	Prar.g_00469
OG0001924	Syas.g_00040	Prar.g_01574
OG0001925	Syas.g_00041	Prar.g_01573
OG0001926	Syas.g_00042	Prar.g_01572
OG0001927	Syas.g_00043	Prar.g_01571
OG0001993	Syas.g_00038	Prar.g_01576
OG0001994	Syas.g_00039	Prar.g_01575
OG0002097	Syas.g_02623	Prar.g_00854
OG0002109	Syas.g_02770	Prar.g_00937
OG0002274	Syas.g_02624	Prar.g_00853
OG0002364	Syas.g_00402	Prar.g_01674
OG0002478	Syas.g_01099	Prar.g_00474
OG0002895	Syas.g_02769	Prar.g_00938
