Orthogroup	Syas	Prbn
OG0001130	Syas.g_00998	Prbn.g_01465
OG0001131	Syas.g_01401	Prbn.g_00692
OG0001132	Syas.g_00525	Prbn.g_01039
OG0001133	Syas.g_00109	Prbn.g_01239
OG0001136	Syas.g_01187	Prbn.g_01186
OG0001138	Syas.g_01114	Prbn.g_00392
OG0001139	Syas.g_01112	Prbn.g_00394
OG0001140	Syas.g_01111	Prbn.g_00395
OG0001141	Syas.g_01110	Prbn.g_00396
OG0001142	Syas.g_01109	Prbn.g_00397
OG0001143	Syas.g_01092	Prbn.g_00404
OG0001144	Syas.g_01084	Prbn.g_00409
OG0001145	Syas.g_02867	Prbn.g_01092
OG0001146	Syas.g_02846	Prbn.g_01080
OG0001147	Syas.g_01329	Prbn.g_01060
OG0001148	Syas.g_01263	Prbn.g_01242
OG0001149	Syas.g_01264	Prbn.g_00153
OG0001150	Syas.g_01265	Prbn.g_00154
OG0001151	Syas.g_01366	Prbn.g_00165
OG0001152	Syas.g_01367	Prbn.g_00166
OG0001153	Syas.g_01301	Prbn.g_00244
OG0001154	Syas.g_01302	Prbn.g_00245
OG0001155	Syas.g_01478	Prbn.g_00262
OG0001156	Syas.g_01489	Prbn.g_00265
OG0001157	Syas.g_01490	Prbn.g_00266
OG0001158	Syas.g_01491	Prbn.g_00267
OG0001159	Syas.g_01492	Prbn.g_00268
OG0001160	Syas.g_02705	Prbn.g_00900
OG0001161	Syas.g_02030	Prbn.g_01688
OG0001162	Syas.g_02473	Prbn.g_00134
OG0001163	Syas.g_02697	Prbn.g_01736
OG0001164	Syas.g_02691	Prbn.g_01740
OG0001165	Syas.g_02686	Prbn.g_01743
OG0001166	Syas.g_02658	Prbn.g_01764
OG0001167	Syas.g_01046	Prbn.g_01782
OG0001168	Syas.g_02597	Prbn.g_01784
OG0001169	Syas.g_02595	Prbn.g_01786
OG0001170	Syas.g_02593	Prbn.g_01788
OG0001171	Syas.g_02580	Prbn.g_01798
OG0001172	Syas.g_01665	Prbn.g_01814
OG0001173	Syas.g_01664	Prbn.g_01815
OG0001174	Syas.g_01656	Prbn.g_01823
OG0001175	Syas.g_01655	Prbn.g_01824
OG0001176	Syas.g_01638	Prbn.g_01832
OG0001177	Syas.g_01640	Prbn.g_01834
OG0001178	Syas.g_02676	Prbn.g_01750
OG0001179	Syas.g_01608	Prbn.g_01864
OG0001180	Syas.g_01583	Prbn.g_01887
OG0001181	Syas.g_01579	Prbn.g_01891
OG0001182	Syas.g_01571	Prbn.g_01899
OG0001183	Syas.g_01564	Prbn.g_01904
OG0001184	Syas.g_02188	Prbn.g_01017
OG0001185	Syas.g_02162	Prbn.g_01001
OG0001186	Syas.g_02113	Prbn.g_00977
OG0001187	Syas.g_02111	Prbn.g_00974
OG0001189	Syas.g_02089	Prbn.g_00956
OG0001190	Syas.g_01881	Prbn.g_00951
OG0001191	Syas.g_01900	Prbn.g_00941
OG0001193	Syas.g_01952	Prbn.g_00924
OG0001194	Syas.g_01953	Prbn.g_00923
OG0001195	Syas.g_01954	Prbn.g_00922
OG0001196	Syas.g_02010	Prbn.g_00906
OG0001198	Syas.g_02031	Prbn.g_00297
OG0001199	Syas.g_02516	Prbn.g_00703
OG0001201	Syas.g_02419	Prbn.g_01311
OG0001202	Syas.g_02270	Prbn.g_00354
OG0001203	Syas.g_02557	Prbn.g_00312
OG0001204	Syas.g_01687	Prbn.g_00306
OG0001205	Syas.g_02745	Prbn.g_00668
OG0001207	Syas.g_01260	Prbn.g_00637
OG0001208	Syas.g_01251	Prbn.g_00632
OG0001209	Syas.g_00065	Prbn.g_00581
OG0001210	Syas.g_00761	Prbn.g_00576
OG0001211	Syas.g_00788	Prbn.g_00566
OG0001212	Syas.g_00847	Prbn.g_00519
OG0001213	Syas.g_00100	Prbn.g_00484
OG0001214	Syas.g_00744	Prbn.g_00428
OG0001215	Syas.g_02245	Prbn.g_01573
OG0001217	Syas.g_01397, Syas.g_02493	Prbn.g_01023
OG0001218	Syas.g_01309	Prbn.g_01126
OG0001219	Syas.g_00399	Prbn.g_01447
OG0001220	Syas.g_02447	Prbn.g_01490
OG0001221	Syas.g_02669	Prbn.g_01610
OG0001222	Syas.g_00448	Prbn.g_01368
OG0001223	Syas.g_00541	Prbn.g_01400
OG0001224	Syas.g_01015	Prbn.g_01467
OG0001225	Syas.g_01017	Prbn.g_01469
OG0001226	Syas.g_02506	Prbn.g_00476
OG0001227	Syas.g_00824	Prbn.g_01141
OG0001228	Syas.g_02195	Prbn.g_00412
OG0001229	Syas.g_00285	Prbn.g_01127
OG0001230	Syas.g_02806	Prbn.g_00205
OG0001231	Syas.g_02050	Prbn.g_00691
OG0001233	Syas.g_02592	Prbn.g_01789
OG0001234	Syas.g_01310	Prbn.g_01826
OG0001235	Syas.g_01646	Prbn.g_01830
OG0001236	Syas.g_02191	Prbn.g_01919
OG0001237	Syas.g_02187	Prbn.g_01016
OG0001238	Syas.g_01901	Prbn.g_00940
OG0001239	Syas.g_02519	Prbn.g_00706
OG0001240	Syas.g_02435	Prbn.g_01328
OG0001241	Syas.g_02427	Prbn.g_01318
OG0001242	Syas.g_02398	Prbn.g_01298
OG0001243	Syas.g_02391	Prbn.g_01291
OG0001244	Syas.g_02370	Prbn.g_01276
OG0001245	Syas.g_00524	Prbn.g_01150
OG0001249	Syas.g_01547	Prbn.g_00102
OG0001250	Syas.g_00239	Prbn.g_01503
OG0001251	Syas.g_00516, Syas.g_00408	Prbn.g_01929
OG0001252	Syas.g_00994	Prbn.g_01462
OG0001253	Syas.g_00143	Prbn.g_00473
OG0001255	Syas.g_00492	Prbn.g_01171
OG0001256	Syas.g_02698	Prbn.g_00893
OG0001258	Syas.g_02688	Prbn.g_01741
OG0001259	Syas.g_02594	Prbn.g_01787
OG0001260	Syas.g_02572	Prbn.g_01804
OG0001261	Syas.g_01599	Prbn.g_01872
OG0001263	Syas.g_02388	Prbn.g_01289
OG0001265	Syas.g_02399	Prbn.g_01299
OG0001266	Syas.g_02266	Prbn.g_00350
OG0001267	Syas.g_01753	Prbn.g_00047
OG0001268	Syas.g_01535	Prbn.g_00110
OG0001269	Syas.g_00510	Prbn.g_01491
OG0001270	Syas.g_01499	Prbn.g_00679
OG0001271	Syas.g_01336	Prbn.g_00642
OG0001272	Syas.g_01247	Prbn.g_00628
OG0001273	Syas.g_00751	Prbn.g_00422
OG0001274	Syas.g_01849	Prbn.g_00326
OG0001275	Syas.g_00554	Prbn.g_01390
OG0001276	Syas.g_00215	Prbn.g_01376
OG0001277	Syas.g_00110	Prbn.g_00918
OG0001278	Syas.g_01074	Prbn.g_00416
OG0001279	Syas.g_02792	Prbn.g_00810
OG0001280	Syas.g_01095	Prbn.g_01085
OG0001281	Syas.g_02845	Prbn.g_01079
OG0001282	Syas.g_01262	Prbn.g_01241
OG0001284	Syas.g_02124, Syas.g_02713	Prbn.g_00287
OG0001286	Syas.g_01585	Prbn.g_01885
OG0001287	Syas.g_00136	Prbn.g_00994
OG0001288	Syas.g_02144	Prbn.g_00984
OG0001289	Syas.g_02474	Prbn.g_01334
OG0001290	Syas.g_02428	Prbn.g_01319
OG0001291	Syas.g_02378	Prbn.g_01281
OG0001292	Syas.g_01693	Prbn.g_00014
OG0001293	Syas.g_01720	Prbn.g_00027
OG0001295	Syas.g_00770	Prbn.g_00146
OG0001296	Syas.g_01217	Prbn.g_00605
OG0001297	Syas.g_01213	Prbn.g_00600
OG0001298	Syas.g_00829	Prbn.g_00539
OG0001299	Syas.g_00700	Prbn.g_00842
OG0001303	Syas.g_00400	Prbn.g_01707
OG0001304	Syas.g_00199	Prbn.g_01363
OG0001305	Syas.g_01027	Prbn.g_01475
OG0001306	Syas.g_01202	Prbn.g_01174
OG0001307	Syas.g_01923	Prbn.g_01215
OG0001308	Syas.g_02830	Prbn.g_00222
OG0001309	Syas.g_00003	Prbn.g_00865
OG0001310	Syas.g_02666	Prbn.g_01758
OG0001311	Syas.g_00213	Prbn.g_01374
OG0001312	Syas.g_00414	Prbn.g_01438
OG0001314	Syas.g_01925	Prbn.g_00777
OG0001315	Syas.g_01566	Prbn.g_01136
OG0001317	Syas.g_02553	Prbn.g_00316
OG0001318	Syas.g_01706	Prbn.g_00023
OG0001319	Syas.g_01736	Prbn.g_00040
OG0001323	Syas.g_00006	Prbn.g_00595
OG0001325	Syas.g_00179	Prbn.g_00859
OG0001327	Syas.g_00687	Prbn.g_01633
OG0001329	Syas.g_00773	Prbn.g_01704
OG0001330	Syas.g_02865	Prbn.g_00876
OG0001331	Syas.g_01267	Prbn.g_00156
OG0001333	Syas.g_02598	Prbn.g_01783
OG0001337	Syas.g_01548	Prbn.g_00097
OG0001339	Syas.g_02425	Prbn.g_01316
OG0001345	Syas.g_01132	Prbn.g_01209
OG0001346	Syas.g_02853	Prbn.g_01083
OG0001348	Syas.g_00119	Prbn.g_00148
OG0001351	Syas.g_01280	Prbn.g_00656
OG0001353	Syas.g_00228	Prbn.g_01513
OG0001354	Syas.g_00526	Prbn.g_01408
OG0001355	Syas.g_01057	Prbn.g_01354
OG0001356	Syas.g_01715, Syas.g_00972	Prbn.g_01733
OG0001357	Syas.g_00764	Prbn.g_01110
OG0001364	Syas.g_02212	Prbn.g_01910
OG0001365	Syas.g_01886	Prbn.g_00947
OG0001371	Syas.g_02499	Prbn.g_01585
OG0001379	Syas.g_02861	Prbn.g_01090
OG0001380	Syas.g_00126	Prbn.g_01124
OG0001394	Syas.g_00627	Prbn.g_01606
OG0001398	Syas.g_02481	Prbn.g_01637
OG0001401	Syas.g_00233	Prbn.g_01508
OG0001402	Syas.g_00112	Prbn.g_00490
OG0001403	Syas.g_02069	Prbn.g_00751
OG0001409	Syas.g_00154	Prbn.g_01197
OG0001411	Syas.g_01156	Prbn.g_00716
OG0001418	Syas.g_01177	Prbn.g_01579
OG0001423	Syas.g_02532	Prbn.g_00787
OG0001428	Syas.g_02325	Prbn.g_00382
OG0001429	Syas.g_00401	Prbn.g_01446
OG0001433	Syas.g_01398	Prbn.g_01732
OG0001435	Syas.g_00678	Prbn.g_01625
OG0001443	Syas.g_01910	Prbn.g_01128
OG0001450	Syas.g_02208, Syas.g_00474	Prbn.g_01576
OG0001451	Syas.g_02342, Syas.g_02343	Prbn.g_01479
OG0001460	Syas.g_01399	Prbn.g_01731
OG0001461	Syas.g_00566	Prbn.g_00725
OG0001476	Syas.g_00155	Prbn.g_01196
OG0001477	Syas.g_00934	Prbn.g_00833
OG0001484	Syas.g_00166, Syas.g_00167	Prbn.g_00877
OG0001486	Syas.g_01186	Prbn.g_01187
OG0001488	Syas.g_01142	Prbn.g_01202
OG0001489	Syas.g_01574	Prbn.g_01896
OG0001496	Syas.g_00936	Prbn.g_00831
OG0001497	Syas.g_00935	Prbn.g_00832
OG0001498	Syas.g_01511	Prbn.g_00695
OG0001505	Syas.g_02135	Prbn.g_01056
OG0001510	Syas.g_02151	Prbn.g_00990
OG0001511	Syas.g_02413	Prbn.g_01307
OG0001512	Syas.g_02559	Prbn.g_01132
OG0001514	Syas.g_00937	Prbn.g_00830
OG0001515	Syas.g_00734	Prbn.g_01571
OG0001516	Syas.g_00703	Prbn.g_00839
OG0001517	Syas.g_01540	Prbn.g_00106
OG0001518	Syas.g_01903	Prbn.g_00938
OG0001519	Syas.g_01912	Prbn.g_00933
OG0001522	Syas.g_00369	Prbn.g_01512
OG0001527	Syas.g_00803	Prbn.g_00553
OG0001529	Syas.g_02082	Prbn.g_00741
OG0001530	Syas.g_02415	Prbn.g_01308
OG0001531	Syas.g_02560	Prbn.g_00311
OG0001532	Syas.g_01113	Prbn.g_00393
OG0001534	Syas.g_00198	Prbn.g_01362
OG0001535	Syas.g_00218	Prbn.g_01378
OG0001536	Syas.g_00456	Prbn.g_01422
OG0001537	Syas.g_00651	Prbn.g_01609
OG0001538	Syas.g_00591	Prbn.g_01541
OG0001539	Syas.g_00683	Prbn.g_01631
OG0001540	Syas.g_02386	Prbn.g_01287
OG0001541	Syas.g_02316	Prbn.g_00374
OG0001542	Syas.g_02294	Prbn.g_00368
OG0001543	Syas.g_02230	Prbn.g_01098
OG0001544	Syas.g_01911	Prbn.g_00934
OG0001545	Syas.g_01982	Prbn.g_00919
OG0001549	Syas.g_00482	Prbn.g_01481
OG0001557	Syas.g_00626	Prbn.g_01605
OG0001559	Syas.g_02416	Prbn.g_01309
OG0001560	Syas.g_02429	Prbn.g_01320
OG0001561	Syas.g_00211	Prbn.g_01372
OG0001562	Syas.g_00560	Prbn.g_01385
OG0001563	Syas.g_01590	Prbn.g_01880
OG0001564	Syas.g_01034	Prbn.g_00722
OG0001565	Syas.g_00351	Prbn.g_00784
OG0001574	Syas.g_00801	Prbn.g_00555
OG0001575	Syas.g_00806	Prbn.g_00550
OG0001576	Syas.g_02834	Prbn.g_01070
OG0001577	Syas.g_01189	Prbn.g_01184
OG0001580	Syas.g_01875	Prbn.g_00734
OG0001584	Syas.g_00607	Prbn.g_00852
OG0001587	Syas.g_02569	Prbn.g_01806
OG0001589	Syas.g_02589	Prbn.g_01791
OG0001591	Syas.g_00690	Prbn.g_01592
OG0001592	Syas.g_01877	Prbn.g_00735
OG0001614	Syas.g_02165	Prbn.g_01002
OG0001616	Syas.g_01127	Prbn.g_00385
OG0001617	Syas.g_00076	Prbn.g_01567
OG0001619	Syas.g_00445	Prbn.g_01429
OG0001620	Syas.g_01528	Prbn.g_00114
OG0001621	Syas.g_01702	Prbn.g_00019
OG0001622	Syas.g_02002	Prbn.g_00910
OG0001636	Syas.g_02075	Prbn.g_00747
OG0001638	Syas.g_02670	Prbn.g_01756
OG0001639	Syas.g_01477	Prbn.g_00261
OG0001640	Syas.g_00989	Prbn.g_01459
OG0001641	Syas.g_00545	Prbn.g_01397
OG0001643	Syas.g_00741	Prbn.g_00431
OG0001644	Syas.g_00921, Syas.g_00767	Prbn.g_01951
OG0001654	Syas.g_01475	Prbn.g_00259
OG0001657	Syas.g_02355	Prbn.g_01258
OG0001659	Syas.g_01118	Prbn.g_00143
OG0001678	Syas.g_01666	Prbn.g_01813
OG0001679	Syas.g_02407	Prbn.g_00101
OG0001693	Syas.g_01022	Prbn.g_01689
OG0001717	Syas.g_02330	Prbn.g_00826
OG0001733	Syas.g_00974	Prbn.g_01729
OG0001769	Syas.g_00723	Prbn.g_01137
OG0001771	Syas.g_00034	Prbn.g_01672
OG0001842	Syas.g_00658	Prbn.g_01037
OG0001917	Syas.g_00216	Prbn.g_01377
OG0001930	Syas.g_00657	Prbn.g_01036
OG0001931	Syas.g_00656	Prbn.g_01035
OG0001955	Syas.g_00480	Prbn.g_00135
OG0001956	Syas.g_00971	Prbn.g_01485
OG0001977	Syas.g_01942	Prbn.g_00928
OG0001996	Syas.g_02067	Prbn.g_00753
OG0002003	Syas.g_00491	Prbn.g_01031
OG0002019	Syas.g_02163	Prbn.g_00140
OG0002098	Syas.g_02608	Prbn.g_01223
OG0002109	Syas.g_02770	Prbn.g_01026
OG0002348	Syas.g_00879	Prbn.g_00149
OG0002389	Syas.g_01570	Prbn.g_01900
