Orthogroup	Syas	Prba
OG0001179	Syas.g_01608	Prba.g_00413
OG0001180	Syas.g_01583	Prba.g_00435
OG0001181	Syas.g_01579	Prba.g_01048
OG0001182	Syas.g_01571	Prba.g_01055
OG0001183	Syas.g_01564	Prba.g_01060
OG0001184	Syas.g_02188	Prba.g_01076
OG0001185	Syas.g_02162	Prba.g_00762
OG0001186	Syas.g_02113	Prba.g_00786
OG0001187	Syas.g_02111	Prba.g_00790
OG0001189	Syas.g_02089	Prba.g_00810
OG0001190	Syas.g_01881	Prba.g_00814
OG0001191	Syas.g_01900	Prba.g_00824
OG0001193	Syas.g_01952	Prba.g_00839
OG0001194	Syas.g_01953	Prba.g_00840
OG0001195	Syas.g_01954	Prba.g_00841
OG0001196	Syas.g_02010	Prba.g_01782
OG0001197	Syas.g_02012	Prba.g_01783
OG0001198	Syas.g_02031	Prba.g_01790
OG0001199	Syas.g_02516	Prba.g_01862
OG0001200	Syas.g_02514	Prba.g_01864
OG0001201	Syas.g_02419	Prba.g_01896
OG0001202	Syas.g_02270	Prba.g_00655
OG0001203	Syas.g_02557	Prba.g_00457
OG0001204	Syas.g_01687	Prba.g_00462
OG0001205	Syas.g_02745	Prba.g_01016
OG0001207	Syas.g_01260	Prba.g_00984
OG0001208	Syas.g_01251	Prba.g_00979
OG0001209	Syas.g_00065	Prba.g_00926
OG0001210	Syas.g_00761	Prba.g_01775
OG0001211	Syas.g_00788	Prba.g_01765
OG0001212	Syas.g_00847	Prba.g_01721
OG0001213	Syas.g_00100	Prba.g_01688
OG0001214	Syas.g_00744	Prba.g_01680
OG0001215	Syas.g_02245	Prba.g_01627
OG0001217	Syas.g_01397, Syas.g_02493	Prba.g_01554
OG0001218	Syas.g_01309	Prba.g_01547
OG0001219	Syas.g_00399	Prba.g_01510
OG0001220	Syas.g_02447	Prba.g_01447
OG0001221	Syas.g_02669	Prba.g_01384
OG0001222	Syas.g_00448	Prba.g_01345
OG0001223	Syas.g_00541	Prba.g_01319
OG0001224	Syas.g_01015	Prba.g_01268
OG0001225	Syas.g_01017	Prba.g_01266
OG0001226	Syas.g_02506	Prba.g_01240
OG0001227	Syas.g_00824	Prba.g_01222
OG0001228	Syas.g_02195	Prba.g_00018
OG0001229	Syas.g_00285	Prba.g_00198
OG0001230	Syas.g_02806	Prba.g_00105
OG0001231	Syas.g_02050	Prba.g_00291
OG0001232	Syas.g_02649	Prba.g_00597
OG0001233	Syas.g_02592	Prba.g_00577
OG0001234	Syas.g_01310	Prba.g_00372
OG0001235	Syas.g_01646	Prba.g_00382
OG0001236	Syas.g_02191	Prba.g_01073
OG0001237	Syas.g_02187	Prba.g_01077
OG0001238	Syas.g_01901	Prba.g_00825
OG0001239	Syas.g_02519	Prba.g_01859
OG0001240	Syas.g_02435	Prba.g_01881
OG0001241	Syas.g_02427	Prba.g_01889
OG0001242	Syas.g_02398	Prba.g_01907
OG0001243	Syas.g_02391	Prba.g_01913
OG0001244	Syas.g_02370	Prba.g_01929
OG0001245	Syas.g_00524	Prba.g_00874
OG0001246	Syas.g_01829, Syas.g_01224	Prba.g_00957
OG0001249	Syas.g_01547	Prba.g_01521
OG0001250	Syas.g_00239	Prba.g_01458
OG0001251	Syas.g_00516, Syas.g_00408	Prba.g_01410
OG0001252	Syas.g_00994	Prba.g_01273
OG0001253	Syas.g_00143	Prba.g_01221
OG0001255	Syas.g_00492	Prba.g_00080
OG0001256	Syas.g_02698	Prba.g_00298
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Prba.g_00292
OG0001258	Syas.g_02688	Prba.g_00229
OG0001259	Syas.g_02594	Prba.g_00579
OG0001260	Syas.g_02572	Prba.g_00563
OG0001261	Syas.g_01599	Prba.g_00421
OG0001262	Syas.g_02091	Prba.g_00808
OG0001263	Syas.g_02388	Prba.g_01916
OG0001265	Syas.g_02399	Prba.g_01906
OG0001266	Syas.g_02266	Prba.g_00659
OG0001267	Syas.g_01753	Prba.g_00497
OG0001268	Syas.g_01535	Prba.g_00555
OG0001269	Syas.g_00510	Prba.g_00853
OG0001270	Syas.g_01499	Prba.g_01027
OG0001271	Syas.g_01336	Prba.g_00989
OG0001272	Syas.g_01247	Prba.g_00975
OG0001273	Syas.g_00751	Prba.g_01686
OG0001274	Syas.g_01849	Prba.g_01614
OG0001275	Syas.g_00554	Prba.g_01309
OG0001276	Syas.g_00215	Prba.g_01289
OG0001277	Syas.g_00110	Prba.g_01232
OG0001278	Syas.g_01074	Prba.g_00013
OG0001279	Syas.g_02792	Prba.g_01136
OG0001280	Syas.g_01095	Prba.g_01191
OG0001281	Syas.g_02845	Prba.g_01197
OG0001282	Syas.g_01262	Prba.g_00195
OG0001284	Syas.g_02124, Syas.g_02713	Prba.g_00318
OG0001286	Syas.g_01585	Prba.g_00433
OG0001287	Syas.g_00136	Prba.g_00770
OG0001288	Syas.g_02144	Prba.g_00779
OG0001289	Syas.g_02474	Prba.g_01875
OG0001290	Syas.g_02428	Prba.g_01888
OG0001291	Syas.g_02378	Prba.g_01923
OG0001292	Syas.g_01693	Prba.g_00467
OG0001293	Syas.g_01720	Prba.g_00479
OG0001294	Syas.g_00692	Prba.g_00872
OG0001295	Syas.g_00770	Prba.g_00994
OG0001296	Syas.g_01217	Prba.g_00952
OG0001297	Syas.g_01213	Prba.g_00947
OG0001298	Syas.g_00829	Prba.g_01739
OG0001299	Syas.g_00700	Prba.g_01651
OG0001303	Syas.g_00400	Prba.g_01305
OG0001304	Syas.g_00199	Prba.g_01279
OG0001305	Syas.g_01027	Prba.g_01260
OG0001306	Syas.g_01202	Prba.g_00078
OG0001307	Syas.g_01923	Prba.g_00213
OG0001308	Syas.g_02830	Prba.g_00703
OG0001309	Syas.g_00003	Prba.g_00294
OG0001310	Syas.g_02666	Prba.g_00608
OG0001311	Syas.g_00213	Prba.g_01287
OG0001312	Syas.g_00414	Prba.g_01356
OG0001314	Syas.g_01925	Prba.g_01562
OG0001315	Syas.g_01566	Prba.g_01850
OG0001317	Syas.g_02553	Prba.g_00453
OG0001318	Syas.g_01706	Prba.g_00475
OG0001319	Syas.g_01736	Prba.g_00490
OG0001323	Syas.g_00006	Prba.g_00942
OG0001325	Syas.g_00179	Prba.g_01589
OG0001326	Syas.g_01960, Syas.g_01961	Prba.g_01422
OG0001327	Syas.g_00687	Prba.g_01248
OG0001329	Syas.g_00773	Prba.g_00104, Prba.g_00721
OG0001330	Syas.g_02865	Prba.g_01166
OG0001331	Syas.g_01267	Prba.g_00190
OG0001333	Syas.g_02598	Prba.g_00583
OG0001336	Syas.g_02003	Prba.g_01779
OG0001339	Syas.g_02425	Prba.g_01891
OG0001345	Syas.g_01132	Prba.g_00044
OG0001346	Syas.g_02853	Prba.g_01193
OG0001351	Syas.g_01280	Prba.g_01007
OG0001353	Syas.g_00228	Prba.g_01467
OG0001354	Syas.g_00526	Prba.g_01327
OG0001355	Syas.g_01057	Prba.g_00262
OG0001356	Syas.g_01715, Syas.g_00972	Prba.g_01535
OG0001358	Syas.g_00122	Prba.g_01697
OG0001360	Syas.g_01130	Prba.g_01220
OG0001361	Syas.g_01135	Prba.g_00047
OG0001364	Syas.g_02212	Prba.g_01066
OG0001365	Syas.g_01886	Prba.g_00818
OG0001371	Syas.g_02499	Prba.g_01638
OG0001373	Syas.g_01959	Prba.g_01423
OG0001374	Syas.g_01968	Prba.g_01415
OG0001376	Syas.g_00468	Prba.g_01254
OG0001377	Syas.g_00467	Prba.g_01253
OG0001378	Syas.g_01500	Prba.g_00750
OG0001379	Syas.g_02861	Prba.g_01186
OG0001380	Syas.g_00126	Prba.g_00208
OG0001385	Syas.g_01956	Prba.g_01426
OG0001386	Syas.g_01957	Prba.g_01425
OG0001387	Syas.g_01958	Prba.g_01424
OG0001388	Syas.g_01962	Prba.g_01421
OG0001389	Syas.g_01963	Prba.g_01420
OG0001390	Syas.g_01964	Prba.g_01419
OG0001391	Syas.g_01965	Prba.g_01418
OG0001392	Syas.g_01966	Prba.g_01417
OG0001393	Syas.g_01967	Prba.g_01416
OG0001395	Syas.g_00195	Prba.g_01277
OG0001398	Syas.g_02481	Prba.g_00265
OG0001399	Syas.g_02459	Prba.g_00374
OG0001402	Syas.g_00112	Prba.g_01540
OG0001403	Syas.g_02069	Prba.g_01823
OG0001406	Syas.g_00469	Prba.g_01255
OG0001408	Syas.g_00142	Prba.g_01237
OG0001409	Syas.g_00154	Prba.g_00056
OG0001413	Syas.g_01481	Prba.g_00303
OG0001416	Syas.g_01061	Prba.g_01002
OG0001417	Syas.g_00507	Prba.g_00992
OG0001418	Syas.g_01177	Prba.g_01633
OG0001420	Syas.g_00017	Prba.g_00741
OG0001428	Syas.g_02325	Prba.g_00628
OG0001429	Syas.g_00401	Prba.g_01509
OG0001432	Syas.g_01484	Prba.g_00305
OG0001433	Syas.g_01398	Prba.g_01536
OG0001439	Syas.g_01809	Prba.g_00523
OG0001441	Syas.g_00008	Prba.g_00940
OG0001447	Syas.g_02390	Prba.g_01914
OG0001449	Syas.g_02567	Prba.g_00896
OG0001450	Syas.g_02208, Syas.g_00474	Prba.g_01630
OG0001451	Syas.g_02342, Syas.g_02343	Prba.g_01438
OG0001452	Syas.g_01700	Prba.g_01408
OG0001453	Syas.g_00547	Prba.g_01315
OG0001454	Syas.g_01483	Prba.g_01227
OG0001456	Syas.g_01969	Prba.g_00087
OG0001457	Syas.g_01970	Prba.g_00086
OG0001458	Syas.g_01971	Prba.g_00085
OG0001459	Syas.g_02778	Prba.g_01150
OG0001460	Syas.g_01399	Prba.g_01537
OG0001471	Syas.g_01819	Prba.g_00302
OG0001473	Syas.g_00323	Prba.g_00787
OG0001474	Syas.g_01534	Prba.g_00556
OG0001475	Syas.g_02120	Prba.g_00162
OG0001479	Syas.g_01537	Prba.g_00553
OG0001480	Syas.g_00771	Prba.g_00862
OG0001482	Syas.g_00535	Prba.g_01004
OG0001486	Syas.g_01186	Prba.g_00066
OG0001492	Syas.g_01077	Prba.g_00016
OG0001493	Syas.g_01069	Prba.g_00008
OG0001502	Syas.g_00290	Prba.g_01529
OG0001504	Syas.g_02777	Prba.g_01151
OG0001505	Syas.g_02135	Prba.g_00163
OG0001507	Syas.g_01183	Prba.g_00250
OG0001508	Syas.g_02114	Prba.g_00174
OG0001520	Syas.g_00828	Prba.g_00888
OG0001522	Syas.g_00369	Prba.g_01466
OG0001546	Syas.g_00011	Prba.g_00937
OG0001547	Syas.g_00300	Prba.g_01527
OG0001549	Syas.g_00482	Prba.g_01440
OG0001554	Syas.g_00153	Prba.g_00296
OG0001555	Syas.g_00654	Prba.g_00281
OG0001564	Syas.g_01034	Prba.g_00133
OG0001565	Syas.g_00351	Prba.g_01042
OG0001567	Syas.g_00294	Prba.g_01528
OG0001568	Syas.g_00368	Prba.g_01526
OG0001570	Syas.g_00309	Prba.g_00738
OG0001584	Syas.g_00607	Prba.g_01364
OG0001587	Syas.g_02569	Prba.g_00353
OG0001627	Syas.g_01474	Prba.g_01550
OG0001635	Syas.g_02140	Prba.g_00244
OG0001666	Syas.g_02785	Prba.g_01149
OG0001704	Syas.g_00425, Syas.g_00426	Prba.g_01847
OG0001726	Syas.g_00337	Prba.g_00914
OG0002029	Syas.g_01930, Syas.g_02786	Prba.g_01148
OG0002098	Syas.g_02608	Prba.g_00147
OG0002249	Syas.g_01325	Prba.g_01110
OG0002349	Syas.g_02590	Prba.g_00575
OG0002478	Syas.g_01099	Prba.g_00920
OG0002495	Syas.g_02299	Prba.g_01212
OG0002559	Syas.g_00898, Syas.g_00899	Prba.g_01088
OG0002666	Syas.g_01383	Prba.g_01108
OG0002699	Syas.g_02123	Prba.g_00169
OG0003223	Syas.g_02125	Prba.g_00170
