Orthogroup	Syas	Prab
OG0001180	Syas.g_01583	Prab.g_01808
OG0001181	Syas.g_01579	Prab.g_01812
OG0001182	Syas.g_01571	Prab.g_01819
OG0001183	Syas.g_01564	Prab.g_01823
OG0001184	Syas.g_02188	Prab.g_01838
OG0001185	Syas.g_02162	Prab.g_01852
OG0001186	Syas.g_02113	Prab.g_01875
OG0001187	Syas.g_02111	Prab.g_01880
OG0001189	Syas.g_02089	Prab.g_01899
OG0001190	Syas.g_01881	Prab.g_01903
OG0001191	Syas.g_01900	Prab.g_01913
OG0001193	Syas.g_01952	Prab.g_01928
OG0001194	Syas.g_01953	Prab.g_01929
OG0001195	Syas.g_01954	Prab.g_01930
OG0001196	Syas.g_02010	Prab.g_01943
OG0001197	Syas.g_02012	Prab.g_01944
OG0001198	Syas.g_02031	Prab.g_01952
OG0001199	Syas.g_02516	Prab.g_00066
OG0001200	Syas.g_02514	Prab.g_00068
OG0001201	Syas.g_02419	Prab.g_00099
OG0001202	Syas.g_02270	Prab.g_00190
OG0001204	Syas.g_01687	Prab.g_00233
OG0001205	Syas.g_02745	Prab.g_00448
OG0001207	Syas.g_01260	Prab.g_00481
OG0001208	Syas.g_01251	Prab.g_00486
OG0001209	Syas.g_00065	Prab.g_00539
OG0001210	Syas.g_00761	Prab.g_00544
OG0001211	Syas.g_00788	Prab.g_00554
OG0001212	Syas.g_00847	Prab.g_00600
OG0001213	Syas.g_00100	Prab.g_00634
OG0001214	Syas.g_00744	Prab.g_00642
OG0001215	Syas.g_02245	Prab.g_00695
OG0001217	Syas.g_01397, Syas.g_02493	Prab.g_00768
OG0001218	Syas.g_01309	Prab.g_00776
OG0001219	Syas.g_00399	Prab.g_00829
OG0001220	Syas.g_02447	Prab.g_00891
OG0001221	Syas.g_02669	Prab.g_01057
OG0001222	Syas.g_00448	Prab.g_01018
OG0001223	Syas.g_00541	Prab.g_00992
OG0001225	Syas.g_01017	Prab.g_00931
OG0001226	Syas.g_02506	Prab.g_01120
OG0001227	Syas.g_00824	Prab.g_01138
OG0001228	Syas.g_02195	Prab.g_01264
OG0001229	Syas.g_00285	Prab.g_01358
OG0001230	Syas.g_02806	Prab.g_01458
OG0001231	Syas.g_02050	Prab.g_01565
OG0001232	Syas.g_02649	Prab.g_01692
OG0001233	Syas.g_02592	Prab.g_01712
OG0001234	Syas.g_01310	Prab.g_01746
OG0001235	Syas.g_01646	Prab.g_01755
OG0001237	Syas.g_02187	Prab.g_01839
OG0001238	Syas.g_01901	Prab.g_01914
OG0001239	Syas.g_02519	Prab.g_00063
OG0001240	Syas.g_02435	Prab.g_00084
OG0001241	Syas.g_02427	Prab.g_00092
OG0001242	Syas.g_02398	Prab.g_00110
OG0001244	Syas.g_02370	Prab.g_00131
OG0001245	Syas.g_00524	Prab.g_00368
OG0001246	Syas.g_01829, Syas.g_01224	Prab.g_00508
OG0001249	Syas.g_01547	Prab.g_00818
OG0001250	Syas.g_00239	Prab.g_00880
OG0001251	Syas.g_00516, Syas.g_00408	Prab.g_01083
OG0001252	Syas.g_00994	Prab.g_00938
OG0001253	Syas.g_00143	Prab.g_01139
OG0001255	Syas.g_00492	Prab.g_01203
OG0001256	Syas.g_02698	Prab.g_01558
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Prab.g_01564
OG0001258	Syas.g_02688	Prab.g_01666
OG0001259	Syas.g_02594	Prab.g_01710
OG0001260	Syas.g_02572	Prab.g_01726
OG0001261	Syas.g_01599	Prab.g_01794
OG0001262	Syas.g_02091	Prab.g_01897
OG0001265	Syas.g_02399	Prab.g_00109
OG0001266	Syas.g_02266	Prab.g_00194
OG0001267	Syas.g_01753	Prab.g_00268
OG0001268	Syas.g_01535	Prab.g_00326
OG0001269	Syas.g_00510	Prab.g_00347
OG0001270	Syas.g_01499	Prab.g_00437
OG0001271	Syas.g_01336	Prab.g_00476
OG0001272	Syas.g_01247	Prab.g_00490
OG0001273	Syas.g_00751	Prab.g_00636
OG0001274	Syas.g_01849	Prab.g_00710
OG0001275	Syas.g_00554	Prab.g_00982
OG0001276	Syas.g_00215	Prab.g_00954
OG0001277	Syas.g_00110	Prab.g_01127
OG0001278	Syas.g_01074	Prab.g_01269
OG0001279	Syas.g_02792	Prab.g_01590
OG0001280	Syas.g_01095	Prab.g_01325
OG0001281	Syas.g_02845	Prab.g_01331
OG0001282	Syas.g_01262	Prab.g_01361
OG0001284	Syas.g_02124, Syas.g_02713	Prab.g_01536
OG0001286	Syas.g_01585	Prab.g_01806
OG0001287	Syas.g_00136	Prab.g_01859
OG0001288	Syas.g_02144	Prab.g_01868
OG0001289	Syas.g_02474	Prab.g_00079
OG0001290	Syas.g_02428	Prab.g_00091
OG0001291	Syas.g_02378	Prab.g_00125
OG0001292	Syas.g_01693	Prab.g_00238
OG0001293	Syas.g_01720	Prab.g_00250
OG0001294	Syas.g_00692	Prab.g_00366
OG0001295	Syas.g_00770	Prab.g_00472
OG0001296	Syas.g_01217	Prab.g_00513
OG0001297	Syas.g_01213	Prab.g_00518
OG0001298	Syas.g_00829	Prab.g_00581
OG0001299	Syas.g_00700	Prab.g_00671
OG0001303	Syas.g_00400	Prab.g_00749
OG0001304	Syas.g_00199	Prab.g_00944
OG0001305	Syas.g_01027	Prab.g_00925
OG0001306	Syas.g_01202	Prab.g_01205
OG0001308	Syas.g_02830	Prab.g_01476
OG0001309	Syas.g_00003	Prab.g_01562
OG0001310	Syas.g_02666	Prab.g_01681
OG0001311	Syas.g_00213	Prab.g_00952
OG0001312	Syas.g_00414	Prab.g_01029
OG0001315	Syas.g_01566	Prab.g_00053
OG0001317	Syas.g_02553	Prab.g_00225
OG0001318	Syas.g_01706	Prab.g_00246
OG0001319	Syas.g_01736	Prab.g_00261
OG0001323	Syas.g_00006	Prab.g_00523
OG0001325	Syas.g_00179	Prab.g_00728
OG0001326	Syas.g_01960, Syas.g_01961	Prab.g_01095
OG0001327	Syas.g_00687	Prab.g_01112
OG0001329	Syas.g_00773	Prab.g_01178
OG0001331	Syas.g_01267	Prab.g_01366
OG0001333	Syas.g_02598	Prab.g_01706
OG0001336	Syas.g_02003	Prab.g_01940
OG0001339	Syas.g_02425	Prab.g_00094
OG0001345	Syas.g_01132	Prab.g_01238
OG0001346	Syas.g_02853	Prab.g_01327
OG0001348	Syas.g_00119	Prab.g_01595
OG0001349	Syas.g_02643	Prab.g_01408
OG0001353	Syas.g_00228	Prab.g_00872
OG0001354	Syas.g_00526	Prab.g_01000
OG0001356	Syas.g_01715, Syas.g_00972	Prab.g_00793
OG0001358	Syas.g_00122	Prab.g_00624
OG0001360	Syas.g_01130	Prab.g_01140
OG0001361	Syas.g_01135	Prab.g_01235
OG0001364	Syas.g_02212	Prab.g_01829
OG0001365	Syas.g_01886	Prab.g_01907
OG0001371	Syas.g_02499	Prab.g_00684
OG0001373	Syas.g_01959	Prab.g_01096
OG0001374	Syas.g_01968	Prab.g_01088
OG0001376	Syas.g_00468	Prab.g_01106
OG0001377	Syas.g_00467	Prab.g_01107
OG0001378	Syas.g_01500	Prab.g_01149
OG0001379	Syas.g_02861	Prab.g_01320
OG0001380	Syas.g_00126	Prab.g_01349
OG0001385	Syas.g_01956	Prab.g_01099
OG0001386	Syas.g_01957	Prab.g_01098
OG0001387	Syas.g_01958	Prab.g_01097
OG0001388	Syas.g_01962	Prab.g_01094
OG0001389	Syas.g_01963	Prab.g_01093
OG0001390	Syas.g_01964	Prab.g_01092
OG0001391	Syas.g_01965	Prab.g_01091
OG0001392	Syas.g_01966	Prab.g_01090
OG0001393	Syas.g_01967	Prab.g_01089
OG0001394	Syas.g_00627	Prab.g_01053
OG0001395	Syas.g_00195	Prab.g_00942
OG0001398	Syas.g_02481	Prab.g_01603
OG0001399	Syas.g_02459	Prab.g_01748
OG0001403	Syas.g_02069	Prab.g_00030
OG0001406	Syas.g_00469	Prab.g_01105
OG0001408	Syas.g_00142	Prab.g_01123
OG0001409	Syas.g_00154	Prab.g_01226
OG0001411	Syas.g_01156	Prab.g_01391
OG0001413	Syas.g_01481	Prab.g_01551
OG0001416	Syas.g_01061	Prab.g_00464
OG0001417	Syas.g_00507	Prab.g_00474
OG0001418	Syas.g_01177	Prab.g_00689
OG0001420	Syas.g_00017	Prab.g_01158
OG0001423	Syas.g_02532	Prab.g_00406
OG0001428	Syas.g_02325	Prab.g_00163
OG0001429	Syas.g_00401	Prab.g_00830
OG0001432	Syas.g_01484	Prab.g_01549
OG0001433	Syas.g_01398	Prab.g_00792
OG0001438	Syas.g_01767	Prab.g_00281
OG0001439	Syas.g_01809	Prab.g_00295
OG0001441	Syas.g_00008	Prab.g_00525
OG0001443	Syas.g_01910	Prab.g_01604
OG0001447	Syas.g_02390	Prab.g_00116
OG0001449	Syas.g_02567	Prab.g_00389
OG0001450	Syas.g_02208, Syas.g_00474	Prab.g_00692
OG0001451	Syas.g_02342, Syas.g_02343	Prab.g_00901
OG0001452	Syas.g_01700	Prab.g_01081
OG0001453	Syas.g_00547	Prab.g_00988
OG0001454	Syas.g_01483	Prab.g_01133
OG0001456	Syas.g_01969	Prab.g_01197
OG0001457	Syas.g_01970	Prab.g_01198
OG0001458	Syas.g_01971	Prab.g_01199
OG0001459	Syas.g_02778	Prab.g_01557, Prab.g_01653
OG0001460	Syas.g_01399	Prab.g_00791
OG0001461	Syas.g_00566	Prab.g_01286
OG0001471	Syas.g_01819	Prab.g_01552
OG0001473	Syas.g_00323	Prab.g_01877
OG0001474	Syas.g_01534	Prab.g_00327
OG0001480	Syas.g_00771	Prab.g_00357
OG0001482	Syas.g_00535	Prab.g_00462
OG0001484	Syas.g_00166, Syas.g_00167	Prab.g_00769
OG0001486	Syas.g_01186	Prab.g_01217
OG0001492	Syas.g_01077	Prab.g_01266
OG0001493	Syas.g_01069	Prab.g_01274
OG0001502	Syas.g_00290	Prab.g_00810
OG0001504	Syas.g_02777	Prab.g_01652
OG0001507	Syas.g_01183	Prab.g_01586
OG0001527	Syas.g_00803	Prab.g_00567
OG0001546	Syas.g_00011	Prab.g_00528
OG0001547	Syas.g_00300	Prab.g_00812
OG0001554	Syas.g_00153	Prab.g_01560
OG0001555	Syas.g_00654	Prab.g_01575
OG0001556	Syas.g_00976, Syas.g_01679	Prab.g_00785
OG0001565	Syas.g_00351	Prab.g_00426
OG0001567	Syas.g_00294	Prab.g_00811
OG0001568	Syas.g_00368	Prab.g_00813
OG0001570	Syas.g_00309	Prab.g_01161
OG0001584	Syas.g_00607	Prab.g_01037
OG0001587	Syas.g_02569	Prab.g_01728
OG0001634	Syas.g_00697	Prab.g_01589
OG0001666	Syas.g_02785	Prab.g_01654
OG0001700	Syas.g_01390, Syas.g_01391	Prab.g_00790
OG0001990	Syas.g_01973	Prab.g_00410
OG0002029	Syas.g_01930, Syas.g_02786	Prab.g_01655
OG0002097	Syas.g_02623	Prab.g_01388
OG0002107	Syas.g_00272	Prab.g_00409
OG0002225	Syas.g_00273	Prab.g_00408
OG0002227	Syas.g_01904	Prab.g_00787
OG0002274	Syas.g_02624	Prab.g_01387
OG0002369	Syas.g_02628	Prab.g_01416
OG0002622	Syas.g_01892	Prab.g_01418
OG0002892	Syas.g_00908	Prab.g_00421
