Orthogroup	Syas	Prbj
OG0001141	Syas.g_01110	Prbj.g_00008
OG0001142	Syas.g_01109	Prbj.g_00009
OG0001143	Syas.g_01092	Prbj.g_01907
OG0001144	Syas.g_01084	Prbj.g_02153
OG0001145	Syas.g_02867	Prbj.g_01717
OG0001146	Syas.g_02846	Prbj.g_01733
OG0001147	Syas.g_01329	Prbj.g_00121
OG0001148	Syas.g_01263	Prbj.g_01640
OG0001149	Syas.g_01264	Prbj.g_01641
OG0001150	Syas.g_01265	Prbj.g_01642
OG0001151	Syas.g_01366	Prbj.g_01654
OG0001152	Syas.g_01367	Prbj.g_01655
OG0001153	Syas.g_01301	Prbj.g_00651
OG0001154	Syas.g_01302	Prbj.g_00652
OG0001155	Syas.g_01478	Prbj.g_01686
OG0001156	Syas.g_01489	Prbj.g_01689
OG0001157	Syas.g_01490	Prbj.g_02538
OG0001158	Syas.g_01491	Prbj.g_01690
OG0001159	Syas.g_01492	Prbj.g_01691
OG0001160	Syas.g_02705	Prbj.g_00884
OG0001161	Syas.g_02030	Prbj.g_02535
OG0001162	Syas.g_02473	Prbj.g_00780
OG0001163	Syas.g_02697	Prbj.g_00870
OG0001164	Syas.g_02691	Prbj.g_00865
OG0001165	Syas.g_02686	Prbj.g_00862
OG0001166	Syas.g_02658	Prbj.g_00482
OG0001167	Syas.g_01046	Prbj.g_00461
OG0001168	Syas.g_02597	Prbj.g_00459
OG0001169	Syas.g_02595	Prbj.g_00457
OG0001170	Syas.g_02593	Prbj.g_00455
OG0001171	Syas.g_02580	Prbj.g_00445
OG0001172	Syas.g_01665	Prbj.g_02653
OG0001173	Syas.g_01664	Prbj.g_02652
OG0001174	Syas.g_01656	Prbj.g_02644
OG0001175	Syas.g_01655	Prbj.g_02643
OG0001176	Syas.g_01638	Prbj.g_01028
OG0001177	Syas.g_01640	Prbj.g_01030
OG0001178	Syas.g_02676	Prbj.g_00851
OG0001179	Syas.g_01608	Prbj.g_00999
OG0001180	Syas.g_01583	Prbj.g_00407
OG0001181	Syas.g_01579	Prbj.g_00403
OG0001182	Syas.g_01571	Prbj.g_00394
OG0001183	Syas.g_01564	Prbj.g_00367
OG0001184	Syas.g_02188	Prbj.g_01509
OG0001185	Syas.g_02162	Prbj.g_01592
OG0001186	Syas.g_02113	Prbj.g_01253
OG0001187	Syas.g_02111	Prbj.g_01249
OG0001189	Syas.g_02089	Prbj.g_01223
OG0001190	Syas.g_01881	Prbj.g_01955
OG0001191	Syas.g_01900	Prbj.g_01968
OG0001193	Syas.g_01952	Prbj.g_02013
OG0001194	Syas.g_01953	Prbj.g_02019
OG0001195	Syas.g_01954	Prbj.g_02020
OG0001196	Syas.g_02010	Prbj.g_02056
OG0001197	Syas.g_02012	Prbj.g_02058
OG0001198	Syas.g_02031	Prbj.g_02070
OG0001199	Syas.g_02516	Prbj.g_00570
OG0001200	Syas.g_02514	Prbj.g_00572
OG0001201	Syas.g_02419	Prbj.g_00621
OG0001202	Syas.g_02270	Prbj.g_01164
OG0001203	Syas.g_02557	Prbj.g_02610
OG0001204	Syas.g_01687	Prbj.g_01340
OG0001205	Syas.g_02745	Prbj.g_00110
OG0001207	Syas.g_01260	Prbj.g_01638
OG0001208	Syas.g_01251	Prbj.g_01628
OG0001209	Syas.g_00065	Prbj.g_02130
OG0001210	Syas.g_00761	Prbj.g_02142
OG0001211	Syas.g_00788	Prbj.g_01864
OG0001212	Syas.g_00847	Prbj.g_01771
OG0001213	Syas.g_00100	Prbj.g_02565
OG0001214	Syas.g_00744	Prbj.g_02575
OG0001215	Syas.g_02245	Prbj.g_00932
OG0001217	Syas.g_01397, Syas.g_02493	Prbj.g_01884
OG0001218	Syas.g_01309	Prbj.g_00663
OG0001219	Syas.g_00399	Prbj.g_02311
OG0001220	Syas.g_02447	Prbj.g_02503
OG0001221	Syas.g_02669	Prbj.g_02364
OG0001222	Syas.g_00448	Prbj.g_01984
OG0001223	Syas.g_00541	Prbj.g_02243
OG0001224	Syas.g_01015	Prbj.g_01842
OG0001225	Syas.g_01017	Prbj.g_01840
OG0001226	Syas.g_02506	Prbj.g_00678
OG0001227	Syas.g_00824	Prbj.g_01669
OG0001228	Syas.g_02195	Prbj.g_02158
OG0001229	Syas.g_00285	Prbj.g_00873
OG0001230	Syas.g_02806	Prbj.g_01046
OG0001231	Syas.g_02050	Prbj.g_01184
OG0001232	Syas.g_02649	Prbj.g_00477
OG0001233	Syas.g_02592	Prbj.g_00454
OG0001234	Syas.g_01310	Prbj.g_02640
OG0001235	Syas.g_01646	Prbj.g_01033
OG0001236	Syas.g_02191	Prbj.g_01505
OG0001237	Syas.g_02187	Prbj.g_01512
OG0001238	Syas.g_01901	Prbj.g_01969
OG0001239	Syas.g_02519	Prbj.g_00567
OG0001240	Syas.g_02435	Prbj.g_00604
OG0001241	Syas.g_02427	Prbj.g_00614
OG0001242	Syas.g_02398	Prbj.g_01560
OG0001243	Syas.g_02391	Prbj.g_01529
OG0001245	Syas.g_00524	Prbj.g_00689
OG0001246	Syas.g_01829, Syas.g_01224	Prbj.g_02091
OG0001249	Syas.g_01547	Prbj.g_00347
OG0001250	Syas.g_00239	Prbj.g_02482
OG0001252	Syas.g_00994	Prbj.g_01847
OG0001253	Syas.g_00143	Prbj.g_00696
OG0001255	Syas.g_00492	Prbj.g_00769
OG0001258	Syas.g_02688	Prbj.g_00864
OG0001259	Syas.g_02594	Prbj.g_00456
OG0001260	Syas.g_02572	Prbj.g_00426
OG0001261	Syas.g_01599	Prbj.g_00990
OG0001262	Syas.g_02091	Prbj.g_01226
OG0001263	Syas.g_02388	Prbj.g_01531
OG0001265	Syas.g_02399	Prbj.g_01558
OG0001266	Syas.g_02266	Prbj.g_01168
OG0001267	Syas.g_01753	Prbj.g_01405
OG0001268	Syas.g_01535	Prbj.g_00335
OG0001269	Syas.g_00510	Prbj.g_02500
OG0001270	Syas.g_01499	Prbj.g_00098
OG0001271	Syas.g_01336	Prbj.g_00131
OG0001272	Syas.g_01247	Prbj.g_01624
OG0001273	Syas.g_00751	Prbj.g_02568
OG0001274	Syas.g_01849	Prbj.g_00269
OG0001275	Syas.g_00554	Prbj.g_02227
OG0001276	Syas.g_00215	Prbj.g_02210
OG0001277	Syas.g_00110	Prbj.g_02042
OG0001278	Syas.g_01074	Prbj.g_02165
OG0001279	Syas.g_02792	Prbj.g_01299
OG0001280	Syas.g_01095	Prbj.g_01725
OG0001281	Syas.g_02845	Prbj.g_01734
OG0001286	Syas.g_01585	Prbj.g_00409
OG0001288	Syas.g_02144	Prbj.g_01286
OG0001290	Syas.g_02428	Prbj.g_00613
OG0001291	Syas.g_02378	Prbj.g_01541
OG0001292	Syas.g_01693	Prbj.g_01346
OG0001293	Syas.g_01720	Prbj.g_01369
OG0001294	Syas.g_00692	Prbj.g_00826
OG0001295	Syas.g_00770	Prbj.g_02145
OG0001297	Syas.g_01213	Prbj.g_02100
OG0001298	Syas.g_00829	Prbj.g_01797
OG0001303	Syas.g_00400	Prbj.g_02309
OG0001307	Syas.g_01923	Prbj.g_00670
OG0001308	Syas.g_02830	Prbj.g_01074
OG0001309	Syas.g_00003	Prbj.g_02106
OG0001310	Syas.g_02666	Prbj.g_00488
OG0001311	Syas.g_00213	Prbj.g_02208
OG0001312	Syas.g_00414	Prbj.g_02298
OG0001319	Syas.g_01736	Prbj.g_01395
OG0001323	Syas.g_00006	Prbj.g_02109
OG0001326	Syas.g_01960, Syas.g_01961	Prbj.g_02026
OG0001329	Syas.g_00773	Prbj.g_00043
OG0001330	Syas.g_02865	Prbj.g_01718
OG0001331	Syas.g_01267	Prbj.g_01644
OG0001333	Syas.g_02598	Prbj.g_00460
OG0001336	Syas.g_02003	Prbj.g_02052
OG0001337	Syas.g_01548	Prbj.g_00353
OG0001339	Syas.g_02425	Prbj.g_00616
OG0001347	Syas.g_01950	Prbj.g_01278
OG0001348	Syas.g_00119	Prbj.g_00249
OG0001351	Syas.g_01280	Prbj.g_01893
OG0001353	Syas.g_00228	Prbj.g_02473
OG0001354	Syas.g_00526	Prbj.g_02252
OG0001355	Syas.g_01057	Prbj.g_02368
OG0001356	Syas.g_01715	Prbj.g_01986
OG0001358	Syas.g_00122	Prbj.g_02549
OG0001360	Syas.g_01130	Prbj.g_00018
OG0001361	Syas.g_01135	Prbj.g_00309
OG0001365	Syas.g_01886	Prbj.g_01960
OG0001366	Syas.g_02655	Prbj.g_00479
OG0001371	Syas.g_02499	Prbj.g_00184
OG0001373	Syas.g_01959	Prbj.g_02025
OG0001374	Syas.g_01968	Prbj.g_02033
OG0001376	Syas.g_00468	Prbj.g_01978
OG0001377	Syas.g_00467	Prbj.g_01977
OG0001378	Syas.g_01500	Prbj.g_00091
OG0001379	Syas.g_02861	Prbj.g_01720
OG0001380	Syas.g_00126	Prbj.g_02508
OG0001383	Syas.g_00522	Prbj.g_02616
OG0001385	Syas.g_01956	Prbj.g_02022
OG0001386	Syas.g_01957	Prbj.g_02023
OG0001387	Syas.g_01958	Prbj.g_02024
OG0001388	Syas.g_01962	Prbj.g_02027
OG0001389	Syas.g_01963	Prbj.g_02028
OG0001390	Syas.g_01964	Prbj.g_02029
OG0001391	Syas.g_01965	Prbj.g_02030
OG0001392	Syas.g_01966	Prbj.g_02031
OG0001393	Syas.g_01967	Prbj.g_02032
OG0001394	Syas.g_00627	Prbj.g_02381
OG0001395	Syas.g_00195	Prbj.g_02197
OG0001396	Syas.g_01949	Prbj.g_01277
OG0001398	Syas.g_02481	Prbj.g_00690
OG0001401	Syas.g_00233	Prbj.g_02477
OG0001402	Syas.g_00112	Prbj.g_02554
OG0001403	Syas.g_02069	Prbj.g_01203
OG0001406	Syas.g_00469	Prbj.g_01979
OG0001409	Syas.g_00154	Prbj.g_00834
OG0001412	Syas.g_01951	Prbj.g_01279
OG0001416	Syas.g_01061	Prbj.g_01731
OG0001418	Syas.g_01177	Prbj.g_02636
OG0001423	Syas.g_02532	Prbj.g_02711, Prbj.g_01102
OG0001435	Syas.g_00678	Prbj.g_02336
OG0001438	Syas.g_01767	Prbj.g_01420
OG0001441	Syas.g_00008	Prbj.g_02111
OG0001443	Syas.g_01910	Prbj.g_00872
OG0001444	Syas.g_02439	Prbj.g_00598
OG0001444	Syas.g_02442	Prbj.g_01810
OG0001449	Syas.g_02567	Prbj.g_01327
OG0001450	Syas.g_02208, Syas.g_00474	Prbj.g_00921
OG0001451	Syas.g_02342, Syas.g_02343	Prbj.g_02199
OG0001461	Syas.g_00566	Prbj.g_01889
OG0001470	Syas.g_02115, Syas.g_02627	Prbj.g_01255
OG0001474	Syas.g_01534	Prbj.g_00334
OG0001475	Syas.g_02120	Prbj.g_01257
OG0001476	Syas.g_00155	Prbj.g_00839
OG0001477	Syas.g_00934	Prbj.g_00750
OG0001479	Syas.g_01537	Prbj.g_00337
OG0001484	Syas.g_00166, Syas.g_00167	Prbj.g_02172
OG0001488	Syas.g_01142	Prbj.g_00828
OG0001489	Syas.g_01574	Prbj.g_00398
OG0001495	Syas.g_01641	Prbj.g_01031
OG0001496	Syas.g_00936	Prbj.g_00746
OG0001497	Syas.g_00935	Prbj.g_00749
OG0001498	Syas.g_01511	Prbj.g_00065
OG0001508	Syas.g_02114	Prbj.g_01254
OG0001510	Syas.g_02151	Prbj.g_01818
OG0001511	Syas.g_02413	Prbj.g_00628
OG0001512	Syas.g_02559	Prbj.g_02612
OG0001514	Syas.g_00937	Prbj.g_00745
OG0001515	Syas.g_00734	Prbj.g_00939
OG0001516	Syas.g_00703	Prbj.g_00817
OG0001517	Syas.g_01540	Prbj.g_00340
OG0001518	Syas.g_01903	Prbj.g_01971
OG0001519	Syas.g_01912	Prbj.g_01982
OG0001527	Syas.g_00803	Prbj.g_01878
OG0001528	Syas.g_02116	Prbj.g_01251
OG0001529	Syas.g_02082	Prbj.g_01216
OG0001530	Syas.g_02415	Prbj.g_00626
OG0001531	Syas.g_02560	Prbj.g_02613
OG0001532	Syas.g_01113	Prbj.g_00005
OG0001533	Syas.g_00476	Prbj.g_00683
OG0001534	Syas.g_00198	Prbj.g_02200
OG0001535	Syas.g_00218	Prbj.g_02212
OG0001536	Syas.g_00456	Prbj.g_02272
OG0001537	Syas.g_00651	Prbj.g_02372
OG0001538	Syas.g_00591	Prbj.g_02417
OG0001539	Syas.g_00683	Prbj.g_02522
OG0001540	Syas.g_02386	Prbj.g_01533
OG0001541	Syas.g_02316	Prbj.g_00507
OG0001542	Syas.g_02294	Prbj.g_01142
OG0001543	Syas.g_02230	Prbj.g_00247
OG0001544	Syas.g_01911	Prbj.g_01981
OG0001545	Syas.g_01982	Prbj.g_02041
OG0001555	Syas.g_00654	Prbj.g_01316
OG0001558	Syas.g_02053	Prbj.g_01187
OG0001559	Syas.g_02416	Prbj.g_00625
OG0001560	Syas.g_02429	Prbj.g_00612
OG0001561	Syas.g_00211	Prbj.g_02206
OG0001562	Syas.g_00560	Prbj.g_02220
OG0001563	Syas.g_01590	Prbj.g_00982
OG0001565	Syas.g_00351	Prbj.g_02457
OG0001574	Syas.g_00801	Prbj.g_01876
OG0001575	Syas.g_00806	Prbj.g_01881
OG0001576	Syas.g_02834	Prbj.g_01743
OG0001577	Syas.g_01189	Prbj.g_00967
OG0001580	Syas.g_01875	Prbj.g_01944
OG0001589	Syas.g_02589	Prbj.g_00452
OG0001590	Syas.g_00752	Prbj.g_02501
OG0001591	Syas.g_00690	Prbj.g_02526
OG0001592	Syas.g_01877	Prbj.g_01945
OG0001614	Syas.g_02165	Prbj.g_01590
OG0001615	Syas.g_00778	Prbj.g_02667
OG0001616	Syas.g_01127	Prbj.g_01911
OG0001617	Syas.g_00076	Prbj.g_01092
OG0001618	Syas.g_00185	Prbj.g_02188
OG0001619	Syas.g_00445	Prbj.g_02282
OG0001620	Syas.g_01528	Prbj.g_00326
OG0001621	Syas.g_01702	Prbj.g_01358
OG0001622	Syas.g_02002	Prbj.g_02050
OG0001627	Syas.g_01474	Prbj.g_01682
OG0001634	Syas.g_00697	Prbj.g_00823
OG0001635	Syas.g_02140	Prbj.g_02633
OG0001636	Syas.g_02075	Prbj.g_01209
OG0001637	Syas.g_02242, Syas.g_02547	Prbj.g_00436
OG0001638	Syas.g_02670	Prbj.g_00490
OG0001639	Syas.g_01477	Prbj.g_01685
OG0001640	Syas.g_00989	Prbj.g_01851
OG0001641	Syas.g_00545	Prbj.g_02238
OG0001643	Syas.g_00741	Prbj.g_02578
OG0001652	Syas.g_02051	Prbj.g_01185
OG0001653	Syas.g_02436	Prbj.g_00601
OG0001654	Syas.g_01475	Prbj.g_01683
OG0001655	Syas.g_01854	Prbj.g_00072, Prbj.g_00229
OG0001657	Syas.g_02355	Prbj.g_00532
OG0001671	Syas.g_01830	Prbj.g_00254
OG0001672	Syas.g_02508	Prbj.g_00578
OG0001673	Syas.g_02551	Prbj.g_00178
OG0001674	Syas.g_01744, Syas.g_02533, Syas.g_01745	Prbj.g_00431
OG0001675	Syas.g_00558	Prbj.g_02223, Prbj.g_02221
OG0001677	Syas.g_01563	Prbj.g_00366
OG0001692	Syas.g_02810	Prbj.g_01051
OG0001693	Syas.g_01022	Prbj.g_00070
OG0001694	Syas.g_01755	Prbj.g_01407
OG0001695	Syas.g_01980	Prbj.g_02036
OG0001702	Syas.g_02468, Syas.g_02448	Prbj.g_00591
OG0001703	Syas.g_01259	Prbj.g_01637
OG0001715	Syas.g_01409	Prbj.g_00707
OG0001716	Syas.g_00512, Syas.g_01406	Prbj.g_02495
OG0001726	Syas.g_00337	Prbj.g_02321
OG0001728	Syas.g_00753	Prbj.g_01256
OG0001729	Syas.g_02564	Prbj.g_02618
OG0001730	Syas.g_00954	Prbj.g_00421
OG0001731	Syas.g_02729	Prbj.g_01698
OG0001732	Syas.g_02021, Syas.g_01088	Prbj.g_01904
OG0001735	Syas.g_00711	Prbj.g_00808
OG0001736	Syas.g_00737	Prbj.g_01443
OG0001737	Syas.g_01777	Prbj.g_01425
OG0001738	Syas.g_01792	Prbj.g_01458
OG0001748	Syas.g_01832	Prbj.g_00256
OG0001749	Syas.g_02217	Prbj.g_01475
OG0001750	Syas.g_02438	Prbj.g_00599
OG0001751	Syas.g_02550	Prbj.g_00179
OG0001752	Syas.g_02570	Prbj.g_00424
OG0001753	Syas.g_00864, Syas.g_00364	Prbj.g_00430
OG0001754	Syas.g_02545, Syas.g_02244	Prbj.g_00433
OG0001755	Syas.g_01208	Prbj.g_02105
OG0001761	Syas.g_01040	Prbj.g_00901
OG0001762	Syas.g_00552	Prbj.g_02230
OG0001763	Syas.g_00540	Prbj.g_02244
OG0001764	Syas.g_00374	Prbj.g_02318
OG0001765	Syas.g_00314	Prbj.g_02532
OG0001766	Syas.g_01870	Prbj.g_01435
OG0001768	Syas.g_02696	Prbj.g_01149
OG0001783	Syas.g_02159	Prbj.g_01595
OG0001784	Syas.g_02445	Prbj.g_00594
OG0001786	Syas.g_02710	Prbj.g_01714
OG0001787	Syas.g_00060	Prbj.g_02126
OG0001788	Syas.g_00064	Prbj.g_02129
OG0001789	Syas.g_02855	Prbj.g_01727
OG0001790	Syas.g_01195	Prbj.g_00960
OG0001792	Syas.g_01083	Prbj.g_02154
OG0001794	Syas.g_00201	Prbj.g_00718
OG0001796	Syas.g_00227	Prbj.g_02218
OG0001797	Syas.g_02249	Prbj.g_02289
OG0001798	Syas.g_00108	Prbj.g_02556
OG0001799	Syas.g_00726	Prbj.g_02595
OG0001800	Syas.g_00955	Prbj.g_01295
OG0001801	Syas.g_02801	Prbj.g_01042
OG0001803	Syas.g_02741	Prbj.g_00106
OG0001804	Syas.g_01510	Prbj.g_00066
OG0001805	Syas.g_00304	Prbj.g_01351
OG0001806	Syas.g_01737	Prbj.g_01396
OG0001808	Syas.g_02210	Prbj.g_01497
OG0001809	Syas.g_00685, Syas.g_00959	Prbj.g_01544
OG0001811	Syas.g_02297	Prbj.g_01139
OG0001812	Syas.g_01878	Prbj.g_01946
OG0001813	Syas.g_01936	Prbj.g_02001
OG0001814	Syas.g_02013	Prbj.g_02059
OG0001815	Syas.g_02022	Prbj.g_02068
OG0001837	Syas.g_01831	Prbj.g_00255
OG0001838	Syas.g_02042	Prbj.g_02081
OG0001839	Syas.g_02071	Prbj.g_01205
OG0001840	Syas.g_02088	Prbj.g_01222
OG0001841	Syas.g_02095	Prbj.g_01230
OG0001842	Syas.g_00658	Prbj.g_01812
OG0001843	Syas.g_02166	Prbj.g_01589
OG0001844	Syas.g_02167	Prbj.g_01588
OG0001845	Syas.g_02169	Prbj.g_01582
OG0001846	Syas.g_02397	Prbj.g_01561
OG0001848	Syas.g_02402	Prbj.g_01555
OG0001849	Syas.g_02475	Prbj.g_00586
OG0001850	Syas.g_02505	Prbj.g_00579
OG0001851	Syas.g_02512	Prbj.g_00574
OG0001852	Syas.g_02513	Prbj.g_00573
OG0001853	Syas.g_02520	Prbj.g_00566
OG0001854	Syas.g_02555	Prbj.g_00175
OG0001855	Syas.g_00081	Prbj.g_01062
OG0001856	Syas.g_02706	Prbj.g_00886
OG0001857	Syas.g_02709	Prbj.g_00889
OG0001858	Syas.g_02734	Prbj.g_01695
OG0001859	Syas.g_01271	Prbj.g_01648
OG0001860	Syas.g_01257	Prbj.g_01636
OG0001861	Syas.g_01246	Prbj.g_01623
OG0001862	Syas.g_01233	Prbj.g_01611
OG0001863	Syas.g_01229	Prbj.g_01606
OG0001864	Syas.g_00092	Prbj.g_02140
OG0001866	Syas.g_00862	Prbj.g_01759
OG0001867	Syas.g_00866	Prbj.g_01749
OG0001868	Syas.g_02851	Prbj.g_01730
OG0001869	Syas.g_01190	Prbj.g_00966
OG0001870	Syas.g_01180	Prbj.g_00974
OG0001871	Syas.g_01173	Prbj.g_00842
OG0001872	Syas.g_01078	Prbj.g_02161
OG0001873	Syas.g_01126	Prbj.g_01912
OG0001874	Syas.g_01129	Prbj.g_00017
OG0001877	Syas.g_00735	Prbj.g_00940
OG0001878	Syas.g_00555	Prbj.g_02226
OG0001879	Syas.g_00550	Prbj.g_02234
OG0001880	Syas.g_00465	Prbj.g_02265
OG0001881	Syas.g_00464	Prbj.g_02266
OG0001882	Syas.g_02252	Prbj.g_02286
OG0001883	Syas.g_00423	Prbj.g_02291
OG0001884	Syas.g_00412	Prbj.g_02300
OG0001885	Syas.g_00395	Prbj.g_02313
OG0001886	Syas.g_00375	Prbj.g_02317
OG0001887	Syas.g_00661, Syas.g_00664	Prbj.g_02356
OG0001888	Syas.g_00622	Prbj.g_02398
OG0001889	Syas.g_00581	Prbj.g_02426
OG0001890	Syas.g_00283	Prbj.g_02489
OG0001891	Syas.g_00289	Prbj.g_02493
OG0001892	Syas.g_00422	Prbj.g_02506
OG0001893	Syas.g_00863, Syas.g_00107	Prbj.g_02557
OG0001894	Syas.g_00747	Prbj.g_02572
OG0001895	Syas.g_02798	Prbj.g_01292
OG0001896	Syas.g_01502	Prbj.g_00088
OG0001897	Syas.g_01531	Prbj.g_00332
OG0001898	Syas.g_01549	Prbj.g_00349
OG0001899	Syas.g_01601	Prbj.g_00992
OG0001900	Syas.g_01722	Prbj.g_01370
OG0001901	Syas.g_01723	Prbj.g_01371
OG0001902	Syas.g_01759	Prbj.g_01412
OG0001903	Syas.g_01768	Prbj.g_01421
OG0001904	Syas.g_02214	Prbj.g_01489
OG0001905	Syas.g_02198	Prbj.g_01499
OG0001906	Syas.g_02385	Prbj.g_01534
OG0001908	Syas.g_02314	Prbj.g_00506
OG0001909	Syas.g_02289	Prbj.g_01147
OG0001910	Syas.g_01836	Prbj.g_00260
OG0001912	Syas.g_01895	Prbj.g_01965
OG0001913	Syas.g_01898	Prbj.g_01967
OG0001914	Syas.g_00098	Prbj.g_01995
OG0001929	Syas.g_02102	Prbj.g_01237
OG0001930	Syas.g_00657	Prbj.g_01813
OG0001931	Syas.g_00656	Prbj.g_01814
OG0001932	Syas.g_02164	Prbj.g_01591
OG0001933	Syas.g_02418	Prbj.g_00623
OG0001934	Syas.g_02430	Prbj.g_00608
OG0001935	Syas.g_02515	Prbj.g_00571
OG0001936	Syas.g_00945	Prbj.g_01323
OG0001937	Syas.g_02721	Prbj.g_01706
OG0001938	Syas.g_01255	Prbj.g_01634
OG0001939	Syas.g_01526	Prbj.g_02669
OG0001940	Syas.g_00826	Prbj.g_01798
OG0001941	Syas.g_02844	Prbj.g_01735
OG0001943	Syas.g_00388	Prbj.g_00836
OG0001944	Syas.g_02794	Prbj.g_00052
OG0001946	Syas.g_00928	Prbj.g_00945
OG0001947	Syas.g_00172	Prbj.g_01853
OG0001948	Syas.g_00542	Prbj.g_02242
OG0001949	Syas.g_00502	Prbj.g_02256
OG0001950	Syas.g_00499	Prbj.g_02258
OG0001951	Syas.g_00463	Prbj.g_02267
OG0001952	Syas.g_02251	Prbj.g_02287
OG0001953	Syas.g_02250	Prbj.g_02288
OG0001954	Syas.g_01433	Prbj.g_02452
OG0001955	Syas.g_00480	Prbj.g_02496
OG0001956	Syas.g_00971	Prbj.g_02513
OG0001957	Syas.g_00102	Prbj.g_02562
OG0001958	Syas.g_00709	Prbj.g_00811
OG0001960	Syas.g_01327, Syas.g_01313	Prbj.g_00668
OG0001961	Syas.g_01338	Prbj.g_00133
OG0001964	Syas.g_01653	Prbj.g_02642
OG0001966	Syas.g_01710	Prbj.g_01365
OG0001967	Syas.g_01712	Prbj.g_01367
OG0001968	Syas.g_01713	Prbj.g_01368
OG0001969	Syas.g_01818	Prbj.g_01440
OG0001970	Syas.g_02383	Prbj.g_01536
OG0001971	Syas.g_02291	Prbj.g_01145
OG0001972	Syas.g_01853	Prbj.g_00273
OG0001973	Syas.g_01862, Syas.g_01864	Prbj.g_01926
OG0001975	Syas.g_00097	Prbj.g_01994
OG0001976	Syas.g_00099	Prbj.g_01996
OG0001977	Syas.g_01942	Prbj.g_02007
OG0001995	Syas.g_00916	Prbj.g_02136
OG0001996	Syas.g_02067	Prbj.g_01201
OG0001997	Syas.g_02440	Prbj.g_00597
OG0001998	Syas.g_00371	Prbj.g_00439
OG0001999	Syas.g_02599	Prbj.g_00462
OG0002000	Syas.g_00004	Prbj.g_02107
OG0002002	Syas.g_01079	Prbj.g_02160
OG0002003	Syas.g_00491	Prbj.g_00935
OG0002004	Syas.g_01906	Prbj.g_00922
OG0002005	Syas.g_00080, Syas.g_00036, Syas.g_00926	Prbj.g_00918
OG0002006	Syas.g_00171	Prbj.g_01854
OG0002007	Syas.g_00988	Prbj.g_01855
OG0002009	Syas.g_00631	Prbj.g_02375
OG0002010	Syas.g_01293	Prbj.g_00644
OG0002013	Syas.g_02488	Prbj.g_01462
OG0002015	Syas.g_02219	Prbj.g_01478
OG0002016	Syas.g_02222	Prbj.g_00253
OG0002017	Syas.g_01946	Prbj.g_02010
OG0002018	Syas.g_01974	Prbj.g_02038
OG0002038	Syas.g_02793	Prbj.g_00840
OG0002039	Syas.g_01141	Prbj.g_00827
OG0002040	Syas.g_01047	Prbj.g_00303
OG0002041	Syas.g_00538	Prbj.g_02246
OG0002042	Syas.g_00495	Prbj.g_02262
OG0002043	Syas.g_00404	Prbj.g_02307
OG0002045	Syas.g_01341	Prbj.g_00135
OG0002046	Syas.g_01346	Prbj.g_00138
OG0002047	Syas.g_01514	Prbj.g_00062
OG0002048	Syas.g_01567	Prbj.g_00369
OG0002051	Syas.g_02317	Prbj.g_00508
OG0002053	Syas.g_00291	Prbj.g_01989
OG0002113	Syas.g_02072	Prbj.g_01206
OG0002114	Syas.g_00085	Prbj.g_00440
OG0002117	Syas.g_02864	Prbj.g_00833
OG0002119	Syas.g_00170	Prbj.g_00015
OG0002120	Syas.g_00127	Prbj.g_00674
OG0002121	Syas.g_02491	Prbj.g_01122
OG0002130	Syas.g_02856	Prbj.g_01726
OG0002159	Syas.g_02441	Prbj.g_01811
OG0002160	Syas.g_02576	Prbj.g_00189
OG0002161	Syas.g_01746, Syas.g_01909	Prbj.g_00438
OG0002166	Syas.g_00144, Syas.g_01056	Prbj.g_00930
OG0002167	Syas.g_00168	Prbj.g_00915
OG0002169	Syas.g_01515	Prbj.g_00061
OG0002170	Syas.g_01545	Prbj.g_00344
OG0002171	Syas.g_02220	Prbj.g_01472
OG0002172	Syas.g_01833	Prbj.g_00257
OG0002173	Syas.g_02232	Prbj.g_00239
OG0002174	Syas.g_01947	Prbj.g_02011
OG0002229	Syas.g_02128	Prbj.g_01261
OG0002231	Syas.g_01444, Syas.g_00772	Prbj.g_00916
OG0002235	Syas.g_00616	Prbj.g_02390
OG0002238	Syas.g_00306	Prbj.g_00796
OG0002239	Syas.g_00024	Prbj.g_00664
OG0002241	Syas.g_01347	Prbj.g_00139
OG0002242	Syas.g_02218	Prbj.g_01473
OG0002277	Syas.g_02105	Prbj.g_01240
OG0002280	Syas.g_00014	Prbj.g_02116
OG0002285	Syas.g_00418	Prbj.g_02295
OG0002288	Syas.g_00249	Prbj.g_01065
OG0002289	Syas.g_01349	Prbj.g_00141
OG0002292	Syas.g_02280	Prbj.g_01156
OG0002330	Syas.g_00035	Prbj.g_00748
OG0002332	Syas.g_00305	Prbj.g_00795
OG0002333	Syas.g_00307	Prbj.g_00797
OG0002335	Syas.g_00357	Prbj.g_01066
OG0002341	Syas.g_01860	Prbj.g_01927
OG0002343	Syas.g_01691	Prbj.g_01344
OG0002382	Syas.g_01244	Prbj.g_01621
OG0002390	Syas.g_02287	Prbj.g_01150
OG0002394	Syas.g_01869	Prbj.g_01929
OG0002429	Syas.g_02444	Prbj.g_00595
OG0002430	Syas.g_02816	Prbj.g_02121
OG0002431	Syas.g_02815	Prbj.g_02120
OG0002440	Syas.g_00217	Prbj.g_02211
OG0002444	Syas.g_01685, Syas.g_00084	Prbj.g_01059
OG0002447	Syas.g_01348	Prbj.g_00140
