Orthogroup	Syas	Prbm
OG0001126	Syas.g_00991	Prbm.g_01052
OG0001127	Syas.g_00992	Prbm.g_01053
OG0001128	Syas.g_00995	Prbm.g_01056
OG0001129	Syas.g_00997	Prbm.g_01057
OG0001130	Syas.g_00998	Prbm.g_01058
OG0001131	Syas.g_01401	Prbm.g_00894
OG0001132	Syas.g_00525	Prbm.g_01103
OG0001133	Syas.g_00109	Prbm.g_01079
OG0001136	Syas.g_01187	Prbm.g_01552
OG0001138	Syas.g_01114	Prbm.g_01518
OG0001139	Syas.g_01112	Prbm.g_01516
OG0001140	Syas.g_01111	Prbm.g_01515
OG0001141	Syas.g_01110	Prbm.g_01514
OG0001142	Syas.g_01109	Prbm.g_01513
OG0001143	Syas.g_01092	Prbm.g_01506
OG0001144	Syas.g_01084	Prbm.g_01501
OG0001145	Syas.g_02867	Prbm.g_01603
OG0001146	Syas.g_02846	Prbm.g_01615
OG0001147	Syas.g_01329	Prbm.g_01634
OG0001148	Syas.g_01263	Prbm.g_01662
OG0001149	Syas.g_01264	Prbm.g_01663
OG0001150	Syas.g_01265	Prbm.g_01664
OG0001151	Syas.g_01366	Prbm.g_01675
OG0001152	Syas.g_01367	Prbm.g_01676
OG0001153	Syas.g_01301	Prbm.g_01740
OG0001154	Syas.g_01302	Prbm.g_01741
OG0001155	Syas.g_01478	Prbm.g_01757
OG0001156	Syas.g_01489	Prbm.g_01760
OG0001157	Syas.g_01490	Prbm.g_01761
OG0001158	Syas.g_01491	Prbm.g_01762
OG0001159	Syas.g_01492	Prbm.g_01763
OG0001160	Syas.g_02705	Prbm.g_01789
OG0001161	Syas.g_02030	Prbm.g_01586
OG0001162	Syas.g_02473	Prbm.g_01801
OG0001163	Syas.g_02697	Prbm.g_01833
OG0001164	Syas.g_02691	Prbm.g_01837
OG0001165	Syas.g_02686	Prbm.g_01840
OG0001166	Syas.g_02658	Prbm.g_01858
OG0001167	Syas.g_01046	Prbm.g_01876
OG0001168	Syas.g_02597	Prbm.g_01877
OG0001169	Syas.g_02595	Prbm.g_01879
OG0001170	Syas.g_02593	Prbm.g_01881
OG0001171	Syas.g_02580	Prbm.g_01891
OG0001172	Syas.g_01665	Prbm.g_01952
OG0001173	Syas.g_01664	Prbm.g_01953
OG0001174	Syas.g_01656	Prbm.g_01961
OG0001175	Syas.g_01655	Prbm.g_01962
OG0001176	Syas.g_01638	Prbm.g_01974
OG0001177	Syas.g_01640	Prbm.g_01972
OG0001178	Syas.g_02676	Prbm.g_01345
OG0001179	Syas.g_01608	Prbm.g_02016
OG0001180	Syas.g_01583	Prbm.g_02039
OG0001181	Syas.g_01579	Prbm.g_02043
OG0001182	Syas.g_01571	Prbm.g_02052
OG0001183	Syas.g_01564	Prbm.g_02058
OG0001184	Syas.g_02188	Prbm.g_02074
OG0001185	Syas.g_02162	Prbm.g_02089
OG0001186	Syas.g_02113	Prbm.g_02140
OG0001187	Syas.g_02111	Prbm.g_02145
OG0001189	Syas.g_02089	Prbm.g_02164
OG0001190	Syas.g_01881	Prbm.g_02169
OG0001191	Syas.g_01900	Prbm.g_02179
OG0001193	Syas.g_01952	Prbm.g_02197
OG0001194	Syas.g_01953	Prbm.g_02198
OG0001195	Syas.g_01954	Prbm.g_02199
OG0001196	Syas.g_02010	Prbm.g_02219
OG0001197	Syas.g_02012	Prbm.g_02221
OG0001198	Syas.g_02031	Prbm.g_02230
OG0001199	Syas.g_02516	Prbm.g_00131
OG0001200	Syas.g_02514	Prbm.g_00133
OG0001201	Syas.g_02419	Prbm.g_00165
OG0001202	Syas.g_02270	Prbm.g_00259
OG0001203	Syas.g_02557	Prbm.g_00298
OG0001204	Syas.g_01687	Prbm.g_00304
OG0001205	Syas.g_02745	Prbm.g_00455
OG0001207	Syas.g_01260	Prbm.g_00502
OG0001208	Syas.g_01251	Prbm.g_00508
OG0001209	Syas.g_00065	Prbm.g_00568
OG0001210	Syas.g_00761	Prbm.g_00573
OG0001211	Syas.g_00788	Prbm.g_00583
OG0001212	Syas.g_00847	Prbm.g_00626
OG0001213	Syas.g_00100	Prbm.g_00660
OG0001214	Syas.g_00744	Prbm.g_00668
OG0001215	Syas.g_02245	Prbm.g_00727
OG0001217	Syas.g_01397, Syas.g_02493	Prbm.g_00111
OG0001218	Syas.g_01309	Prbm.g_00785
OG0001219	Syas.g_00399	Prbm.g_00957
OG0001220	Syas.g_02447	Prbm.g_00867
OG0001221	Syas.g_02669	Prbm.g_00941
OG0001222	Syas.g_00448	Prbm.g_00889
OG0001223	Syas.g_00541	Prbm.g_01005
OG0001224	Syas.g_01015	Prbm.g_01060
OG0001225	Syas.g_01017	Prbm.g_01062
OG0001226	Syas.g_02506	Prbm.g_01945
OG0001227	Syas.g_00824	Prbm.g_01085
OG0001228	Syas.g_02195	Prbm.g_01498
OG0001229	Syas.g_00285	Prbm.g_01176
OG0001230	Syas.g_02806	Prbm.g_01701
OG0001231	Syas.g_02050	Prbm.g_00789
OG0001232	Syas.g_02649	Prbm.g_01862
OG0001233	Syas.g_02592	Prbm.g_01882
OG0001234	Syas.g_01310	Prbm.g_01964
OG0001235	Syas.g_01646	Prbm.g_01968
OG0001236	Syas.g_02191	Prbm.g_02071
OG0001237	Syas.g_02187	Prbm.g_02075
OG0001238	Syas.g_01901	Prbm.g_02180
OG0001239	Syas.g_02519	Prbm.g_00128
OG0001240	Syas.g_02435	Prbm.g_00150
OG0001241	Syas.g_02427	Prbm.g_00159
OG0001242	Syas.g_02398	Prbm.g_00178
OG0001243	Syas.g_02391	Prbm.g_00185
OG0001244	Syas.g_02370	Prbm.g_00201
OG0001245	Syas.g_00524	Prbm.g_01353
OG0001246	Syas.g_01829, Syas.g_01224	Prbm.g_00538
OG0001249	Syas.g_01547	Prbm.g_00395
OG0001251	Syas.g_00516, Syas.g_00408	Prbm.g_01937
OG0001252	Syas.g_00994	Prbm.g_01055
OG0001253	Syas.g_00143	Prbm.g_01806
OG0001255	Syas.g_00492	Prbm.g_01566
OG0001256	Syas.g_02698	Prbm.g_01797
OG0001257	Syas.g_01407, Syas.g_00319, Syas.g_01448	Prbm.g_01802
OG0001258	Syas.g_02688	Prbm.g_01838
OG0001259	Syas.g_02594	Prbm.g_01880
OG0001260	Syas.g_02572	Prbm.g_01897
OG0001261	Syas.g_01599	Prbm.g_02024
OG0001262	Syas.g_02091	Prbm.g_02162
OG0001263	Syas.g_02388	Prbm.g_00188
OG0001269	Syas.g_00510	Prbm.g_00866
OG0001273	Syas.g_00751	Prbm.g_00662
OG0001277	Syas.g_00110	Prbm.g_02207
OG0001279	Syas.g_02792	Prbm.g_01171
OG0001280	Syas.g_01095	Prbm.g_01610
OG0001282	Syas.g_01262	Prbm.g_01661
OG0001284	Syas.g_02124, Syas.g_02713	Prbm.g_01783
OG0001286	Syas.g_01585	Prbm.g_02037
OG0001287	Syas.g_00136	Prbm.g_02096
OG0001288	Syas.g_02144	Prbm.g_02106
OG0001289	Syas.g_02474	Prbm.g_00144
OG0001290	Syas.g_02428	Prbm.g_00158
OG0001294	Syas.g_00692	Prbm.g_01584, Prbm.g_01649
OG0001295	Syas.g_00770	Prbm.g_01574
OG0001296	Syas.g_01217	Prbm.g_00543
OG0001297	Syas.g_01213	Prbm.g_00548
OG0001299	Syas.g_00700	Prbm.g_00698
OG0001303	Syas.g_00400	Prbm.g_01273
OG0001304	Syas.g_00199	Prbm.g_01046
OG0001305	Syas.g_01027	Prbm.g_00884
OG0001306	Syas.g_01202	Prbm.g_01564
OG0001307	Syas.g_01923	Prbm.g_01594
OG0001308	Syas.g_02830	Prbm.g_01720
OG0001309	Syas.g_00003	Prbm.g_00552
OG0001310	Syas.g_02666	Prbm.g_01852
OG0001311	Syas.g_00213	Prbm.g_01038
OG0001312	Syas.g_00414	Prbm.g_00966
OG0001314	Syas.g_01925	Prbm.g_01169
OG0001315	Syas.g_01566	Prbm.g_02056
OG0001317	Syas.g_02553	Prbm.g_00294
OG0001318	Syas.g_01706	Prbm.g_00316
OG0001325	Syas.g_00179	Prbm.g_00747
OG0001326	Syas.g_01960, Syas.g_01961	Prbm.g_01929
OG0001327	Syas.g_00687	Prbm.g_00918
OG0001329	Syas.g_00773	Prbm.g_01805
OG0001330	Syas.g_02865	Prbm.g_01604
OG0001331	Syas.g_01267	Prbm.g_01666
OG0001336	Syas.g_02003	Prbm.g_02216
OG0001337	Syas.g_01548	Prbm.g_00387
OG0001339	Syas.g_02425	Prbm.g_00161
OG0001345	Syas.g_01132	Prbm.g_01528
OG0001346	Syas.g_02853	Prbm.g_01612
OG0001347	Syas.g_01950	Prbm.g_02118
OG0001348	Syas.g_00119	Prbm.g_01122
OG0001351	Syas.g_01280	Prbm.g_00481
OG0001354	Syas.g_00526	Prbm.g_00998
OG0001355	Syas.g_01057	Prbm.g_01804
OG0001356	Syas.g_01715, Syas.g_00972	Prbm.g_01145, Prbm.g_01433
OG0001357	Syas.g_00764	Prbm.g_00463
OG0001360	Syas.g_01130	Prbm.g_01526
OG0001365	Syas.g_01886	Prbm.g_02173
OG0001366	Syas.g_02655	Prbm.g_01684
OG0001371	Syas.g_02499	Prbm.g_00713
OG0001373	Syas.g_01959	Prbm.g_01928
OG0001374	Syas.g_01968	Prbm.g_01936
OG0001376	Syas.g_00468	Prbm.g_00896
OG0001377	Syas.g_00467	Prbm.g_00897
OG0001378	Syas.g_01500	Prbm.g_00443
OG0001380	Syas.g_00126	Prbm.g_01573
OG0001385	Syas.g_01956	Prbm.g_01925
OG0001386	Syas.g_01957	Prbm.g_01926
OG0001387	Syas.g_01958	Prbm.g_01927
OG0001388	Syas.g_01962	Prbm.g_01930
OG0001389	Syas.g_01963	Prbm.g_01931
OG0001390	Syas.g_01964	Prbm.g_01932
OG0001391	Syas.g_01965	Prbm.g_01933
OG0001392	Syas.g_01966	Prbm.g_01934
OG0001393	Syas.g_01967	Prbm.g_01935
OG0001394	Syas.g_00627	Prbm.g_00945
OG0001395	Syas.g_00195	Prbm.g_01049
OG0001396	Syas.g_01949	Prbm.g_02119
OG0001398	Syas.g_02481	Prbm.g_00761
OG0001399	Syas.g_02459	Prbm.g_00080
OG0001401	Syas.g_00233	Prbm.g_01225, Prbm.g_00851
OG0001402	Syas.g_00112	Prbm.g_00655
OG0001403	Syas.g_02069	Prbm.g_00030
OG0001406	Syas.g_00469	Prbm.g_00895
OG0001408	Syas.g_00142	Prbm.g_00104
OG0001409	Syas.g_00154	Prbm.g_01540
OG0001412	Syas.g_01951	Prbm.g_02117
OG0001413	Syas.g_01481	Prbm.g_00790
OG0001417	Syas.g_00507	Prbm.g_01583
OG0001418	Syas.g_01177	Prbm.g_00720
OG0001420	Syas.g_00017	Prbm.g_01159
OG0001428	Syas.g_02325	Prbm.g_00231
OG0001429	Syas.g_00401	Prbm.g_00958
OG0001432	Syas.g_01484	Prbm.g_01027
OG0001433	Syas.g_01398	Prbm.g_01146, Prbm.g_01432
OG0001435	Syas.g_00678	Prbm.g_00925
OG0001439	Syas.g_01809	Prbm.g_00363
OG0001441	Syas.g_00008	Prbm.g_00555
OG0001443	Syas.g_01910	Prbm.g_01919
OG0001447	Syas.g_02390	Prbm.g_00186
OG0001450	Syas.g_02208, Syas.g_00474	Prbm.g_00724
OG0001451	Syas.g_02342, Syas.g_02343	Prbm.g_00878
OG0001453	Syas.g_00547	Prbm.g_01008
OG0001454	Syas.g_01483	Prbm.g_01346
OG0001456	Syas.g_01969	Prbm.g_01592
OG0001457	Syas.g_01970	Prbm.g_01591
OG0001458	Syas.g_01971	Prbm.g_01590
OG0001459	Syas.g_02778	Prbm.g_01438
OG0001460	Syas.g_01399	Prbm.g_01431, Prbm.g_01147
OG0001461	Syas.g_00566	Prbm.g_00071
OG0001470	Syas.g_02627	Prbm.g_02128
OG0001471	Syas.g_01819	Prbm.g_01585
OG0001473	Syas.g_00323	Prbm.g_01645
OG0001474	Syas.g_01534	Prbm.g_00405
OG0001475	Syas.g_02120	Prbm.g_02136
OG0001476	Syas.g_00155	Prbm.g_01541
OG0001477	Syas.g_00934	Prbm.g_01829
OG0001480	Syas.g_00771	Prbm.g_01189
OG0001482	Syas.g_00535	Prbm.g_01083
OG0001484	Syas.g_00166, Syas.g_00167	Prbm.g_01315
OG0001486	Syas.g_01186	Prbm.g_01551
OG0001488	Syas.g_01142	Prbm.g_01535
OG0001489	Syas.g_01574	Prbm.g_02049
OG0001495	Syas.g_01641	Prbm.g_01971
OG0001496	Syas.g_00936	Prbm.g_01831
OG0001497	Syas.g_00935	Prbm.g_01830
OG0001498	Syas.g_01511	Prbm.g_00424
OG0001504	Syas.g_02777	Prbm.g_01439
OG0001507	Syas.g_01183	Prbm.g_01157
OG0001508	Syas.g_02114	Prbm.g_02139
OG0001510	Syas.g_02151	Prbm.g_02100
OG0001511	Syas.g_02413	Prbm.g_00169
OG0001512	Syas.g_02559	Prbm.g_01824
OG0001514	Syas.g_00937	Prbm.g_01832
OG0001515	Syas.g_00734	Prbm.g_00729
OG0001516	Syas.g_00703	Prbm.g_00695
OG0001517	Syas.g_01540	Prbm.g_00401
OG0001518	Syas.g_01903	Prbm.g_02182
OG0001519	Syas.g_01912	Prbm.g_02187
OG0001520	Syas.g_00828	Prbm.g_00467
OG0001522	Syas.g_00369	Prbm.g_00847
OG0001528	Syas.g_02116	Prbm.g_02137
OG0001529	Syas.g_02082	Prbm.g_00050
OG0001530	Syas.g_02415	Prbm.g_00168
OG0001531	Syas.g_02560	Prbm.g_00299
OG0001532	Syas.g_01113	Prbm.g_01517
OG0001534	Syas.g_00198	Prbm.g_01047
OG0001535	Syas.g_00218	Prbm.g_01036
OG0001536	Syas.g_00456	Prbm.g_00984
OG0001537	Syas.g_00651	Prbm.g_00942
OG0001538	Syas.g_00591	Prbm.g_00819
OG0001539	Syas.g_00683	Prbm.g_00920
OG0001540	Syas.g_02386	Prbm.g_00190
OG0001541	Syas.g_02316	Prbm.g_00239
OG0001542	Syas.g_02294	Prbm.g_00245
OG0001543	Syas.g_02230	Prbm.g_00892
OG0001544	Syas.g_01911	Prbm.g_02186
OG0001545	Syas.g_01982	Prbm.g_02206
OG0001549	Syas.g_00482	Prbm.g_00876
OG0001555	Syas.g_00654	Prbm.g_01826
OG0001556	Syas.g_00976, Syas.g_01679	Prbm.g_01423
OG0001558	Syas.g_02053	Prbm.g_01221
OG0001559	Syas.g_02416	Prbm.g_00167
OG0001560	Syas.g_02429	Prbm.g_00157
OG0001561	Syas.g_00211	Prbm.g_01040
OG0001562	Syas.g_00560	Prbm.g_01030
OG0001563	Syas.g_01590	Prbm.g_02032
OG0001564	Syas.g_01034	Prbm.g_02124
OG0001570	Syas.g_00309	Prbm.g_01241, Prbm.g_01240
OG0001575	Syas.g_00806	Prbm.g_00598
OG0001576	Syas.g_02834	Prbm.g_01623
OG0001577	Syas.g_01189	Prbm.g_01554
OG0001578	Syas.g_01979	Prbm.g_01294
OG0001584	Syas.g_00607	Prbm.g_00804
OG0001589	Syas.g_02589	Prbm.g_01884
OG0001591	Syas.g_00690	Prbm.g_00705
OG0001623	Syas.g_01550, Syas.g_00977, Syas.g_01554	Prbm.g_00389
OG0001634	Syas.g_00697	Prbm.g_00701
OG0001644	Syas.g_00921, Syas.g_00767	Prbm.g_00757
OG0001652	Syas.g_02051	Prbm.g_01219
OG0001659	Syas.g_01118	Prbm.g_01521
OG0001666	Syas.g_02785	Prbm.g_01437
OG0001671	Syas.g_01830	Prbm.g_01212
OG0001673	Syas.g_02551	Prbm.g_00292
OG0001692	Syas.g_02810	Prbm.g_01705
OG0001694	Syas.g_01755	Prbm.g_00338
OG0001695	Syas.g_01980	Prbm.g_02203
OG0001700	Syas.g_01390, Syas.g_01391	Prbm.g_01430
OG0001703	Syas.g_01259	Prbm.g_00503
OG0001715	Syas.g_01409	Prbm.g_01192
OG0001733	Syas.g_00974	Prbm.g_01421
OG0001739	Syas.g_01978	Prbm.g_02202
OG0001748	Syas.g_01832	Prbm.g_01213
OG0001769	Syas.g_00723	Prbm.g_01474
OG0001816	Syas.g_00688	Prbm.g_00917
OG0001837	Syas.g_01831	Prbm.g_01214
OG0001915	Syas.g_02019	Prbm.g_02223
OG0001954	Syas.g_01433	Prbm.g_01183
OG0001955	Syas.g_00480	Prbm.g_00098
OG0001956	Syas.g_00971	Prbm.g_00872
OG0001959	Syas.g_01814	Prbm.g_02142, Prbm.g_00527, Prbm.g_02141
OG0001977	Syas.g_01942	Prbm.g_02193
OG0001990	Syas.g_01973	Prbm.g_00069
OG0002018	Syas.g_01974	Prbm.g_02204
OG0002097	Syas.g_02623	Prbm.g_02130
OG0002227	Syas.g_01904	Prbm.g_01425
OG0002229	Syas.g_02128	Prbm.g_02113
OG0002249	Syas.g_01325	Prbm.g_01466
OG0002274	Syas.g_02624	Prbm.g_02129
OG0002276	Syas.g_00095	Prbm.g_01223
OG0002369	Syas.g_02628	Prbm.g_02127
OG0002506	Syas.g_01019	Prbm.g_00903
OG0002559	Syas.g_00898, Syas.g_00899	Prbm.g_01452
OG0002714	Syas.g_00925	Prbm.g_01305
OG0002936	Syas.g_01384	Prbm.g_01464
OG0003068	Syas.g_01152	Prbm.g_01336
OG0003255	Syas.g_01813	Prbm.g_00526
OG0003256	Syas.g_00939	Prbm.g_01682
