Orthogroup	Prao	Prap
OG0001177	Prao.g_01751	Prap.g_01571
OG0001178	Prao.g_01754	Prap.g_01568
OG0001179	Prao.g_01755	Prap.g_01567
OG0001180	Prao.g_01756	Prap.g_01566
OG0001181	Prao.g_01757	Prap.g_01565
OG0001182	Prao.g_01758	Prap.g_01564
OG0001183	Prao.g_01759	Prap.g_01563
OG0001184	Prao.g_01761	Prap.g_01561
OG0001185	Prao.g_01764	Prap.g_01559
OG0001186	Prao.g_01765	Prap.g_01558
OG0001187	Prao.g_01767	Prap.g_01557
OG0001188	Prao.g_01768	Prap.g_01556
OG0001189	Prao.g_01769	Prap.g_01555
OG0001190	Prao.g_01770	Prap.g_01554
OG0001191	Prao.g_01771	Prap.g_01553
OG0001192	Prao.g_01772	Prap.g_01552
OG0001193	Prao.g_01773	Prap.g_01551
OG0001194	Prao.g_01774	Prap.g_01550
OG0001195	Prao.g_01775	Prap.g_01549
OG0001196	Prao.g_01776	Prap.g_01548
OG0001197	Prao.g_01777	Prap.g_01547
OG0001198	Prao.g_01778	Prap.g_01546
OG0001199	Prao.g_01779	Prap.g_01545
OG0001200	Prao.g_01780	Prap.g_01544
OG0001201	Prao.g_01781	Prap.g_01543
OG0001202	Prao.g_01782	Prap.g_01542
OG0001203	Prao.g_01784	Prap.g_01541
OG0001204	Prao.g_01786	Prap.g_01539
OG0001205	Prao.g_01787	Prap.g_01537
OG0001206	Prao.g_01788	Prap.g_01536
OG0001207	Prao.g_01789	Prap.g_01535
OG0001208	Prao.g_01790	Prap.g_01534
OG0001209	Prao.g_01791	Prap.g_01533
OG0001210	Prao.g_01792	Prap.g_01532
OG0001211	Prao.g_01793	Prap.g_01531
OG0001212	Prao.g_01794	Prap.g_01530
OG0001213	Prao.g_01795	Prap.g_01529
OG0001214	Prao.g_01797	Prap.g_01527
OG0001215	Prao.g_01798	Prap.g_01526
OG0001216	Prao.g_01799	Prap.g_01525
OG0001217	Prao.g_01800	Prap.g_01524
OG0001218	Prao.g_01801	Prap.g_01523
OG0001219	Prao.g_01804	Prap.g_01520
OG0001220	Prao.g_01805	Prap.g_01519
OG0001221	Prao.g_01808	Prap.g_01515
OG0001222	Prao.g_01809	Prap.g_01514
OG0001223	Prao.g_01810	Prap.g_01513
OG0001224	Prao.g_01811	Prap.g_01511
OG0001225	Prao.g_01812	Prap.g_01510
OG0001226	Prao.g_01813	Prap.g_01509
OG0001227	Prao.g_01814	Prap.g_01508
OG0001228	Prao.g_01815	Prap.g_01507
OG0001229	Prao.g_01816	Prap.g_01506
OG0001230	Prao.g_01817	Prap.g_01505
OG0001231	Prao.g_01818	Prap.g_01504
OG0001232	Prao.g_01819	Prap.g_01501
OG0001233	Prao.g_01820	Prap.g_01500
OG0001234	Prao.g_01821	Prap.g_01499
OG0001235	Prao.g_01822	Prap.g_01498
OG0001236	Prao.g_01824	Prap.g_01496
OG0001237	Prao.g_01825	Prap.g_01495
OG0001238	Prao.g_01827	Prap.g_01492
OG0001239	Prao.g_01828	Prap.g_01491
OG0001240	Prao.g_01829	Prap.g_01490
OG0001241	Prao.g_01831	Prap.g_01874
OG0001242	Prao.g_01833	Prap.g_01873
OG0001243	Prao.g_01834	Prap.g_01872
OG0001244	Prao.g_01835	Prap.g_01871
OG0001245	Prao.g_01836	Prap.g_01870
OG0001246	Prao.g_01837	Prap.g_01869
OG0001247	Prao.g_01838	Prap.g_01868
OG0001248	Prao.g_01839	Prap.g_00056
OG0001249	Prao.g_01840	Prap.g_00055
OG0001250	Prao.g_01841	Prap.g_00054
OG0001251	Prao.g_00231	Prap.g_01086
OG0001252	Prao.g_00276	Prap.g_01036
OG0001253	Prao.g_00288	Prap.g_01021
OG0001254	Prao.g_00418	Prap.g_01429
OG0001255	Prao.g_00469	Prap.g_01373
OG0001257	Prao.g_00588	Prap.g_01285
OG0001258	Prao.g_00604	Prap.g_01269
OG0001259	Prao.g_00028	Prap.g_01178
OG0001260	Prao.g_00686	Prap.g_00693
OG0001261	Prao.g_00776	Prap.g_00747
OG0001262	Prao.g_00792	Prap.g_00730
OG0001263	Prao.g_00812	Prap.g_00477
OG0001264	Prao.g_00844	Prap.g_00859
OG0001265	Prao.g_00950	Prap.g_00300
OG0001266	Prao.g_01001	Prap.g_01129
OG0001267	Prao.g_01105	Prap.g_00474
OG0001268	Prao.g_01092	Prap.g_00459
OG0001269	Prao.g_01256	Prap.g_01927
OG0001270	Prao.g_01436	Prap.g_00164
OG0001271	Prao.g_01447	Prap.g_00177
OG0001272	Prao.g_01489	Prap.g_01120
OG0001273	Prao.g_01490	Prap.g_00238
OG0001274	Prao.g_01495	Prap.g_01907
OG0001275	Prao.g_01511	Prap.g_00531
OG0001276	Prao.g_01521	Prap.g_00321
OG0001277	Prao.g_01531	Prap.g_01820
OG0001278	Prao.g_01544	Prap.g_01788
OG0001279	Prao.g_01548	Prap.g_01784
OG0001280	Prao.g_01551	Prap.g_01781
OG0001281	Prao.g_01618	Prap.g_01710
OG0001282	Prao.g_01643	Prap.g_01774
OG0001284	Prao.g_01753	Prap.g_01569
OG0001285	Prao.g_01785	Prap.g_01540
OG0001286	Prao.g_01830	Prap.g_01488
OG0001288	Prao.g_00541	Prap.g_01329
OG0001291	Prao.g_00210	Prap.g_00879
OG0001292	Prao.g_00213	Prap.g_00876
OG0001294	Prao.g_00232	Prap.g_01085
OG0001295	Prao.g_00258	Prap.g_01055
OG0001296	Prao.g_00264	Prap.g_01048
OG0001297	Prao.g_00337	Prap.g_00970
OG0001298	Prao.g_00381	Prap.g_01468
OG0001299	Prao.g_00390	Prap.g_01459
OG0001300	Prao.g_00508	Prap.g_00541
OG0001301	Prao.g_00076	Prap.g_00390
OG0001302	Prao.g_00690	Prap.g_01899, Prap.g_01848
OG0001303	Prao.g_00694	Prap.g_00519
OG0001304	Prao.g_00965	Prap.g_00699
OG0001305	Prao.g_00970	Prap.g_00704
OG0001306	Prao.g_01009	Prap.g_01502
OG0001307	Prao.g_01018	Prap.g_00542
OG0001308	Prao.g_01145	Prap.g_00228
OG0001309	Prao.g_01143	Prap.g_01538
OG0001310	Prao.g_01132	Prap.g_00035
OG0001311	Prao.g_01061	Prap.g_00423
OG0001312	Prao.g_01255	Prap.g_01926
OG0001313	Prao.g_01493	Prap.g_01344
OG0001315	Prao.g_01609	Prap.g_01720
OG0001316	Prao.g_01721	Prap.g_01604
OG0001318	Prao.g_00279	Prap.g_01033
OG0001319	Prao.g_00376	Prap.g_01474
OG0001320	Prao.g_00573	Prap.g_01919
OG0001321	Prao.g_00696	Prap.g_01130
OG0001322	Prao.g_00721	Prap.g_00505
OG0001323	Prao.g_00993	Prap.g_00870
OG0001324	Prao.g_01026	Prap.g_00647
OG0001325	Prao.g_01139	Prap.g_00607
OG0001326	Prao.g_01308	Prap.g_01911
OG0001327	Prao.g_01306	Prap.g_00227
OG0001328	Prao.g_01271	Prap.g_00566
OG0001329	Prao.g_01216	Prap.g_01493
OG0001330	Prao.g_01486	Prap.g_00210
OG0001331	Prao.g_01549	Prap.g_01783
OG0001332	Prao.g_01598	Prap.g_01731
OG0001333	Prao.g_01691	Prap.g_01638
OG0001334	Prao.g_01745	Prap.g_01578
OG0001336	Prao.g_00267	Prap.g_01046
OG0001337	Prao.g_00257	Prap.g_01056
OG0001338	Prao.g_00282	Prap.g_00580
OG0001339	Prao.g_00341	Prap.g_00966
OG0001340	Prao.g_00386	Prap.g_01463
OG0001341	Prao.g_00399	Prap.g_01450
OG0001342	Prao.g_00417	Prap.g_01430
OG0001343	Prao.g_00475	Prap.g_01367
OG0001345	Prao.g_00538	Prap.g_01332
OG0001346	Prao.g_00578	Prap.g_01295
OG0001347	Prao.g_00592	Prap.g_01281
OG0001349	Prao.g_00615	Prap.g_01258
OG0001350	Prao.g_00620	Prap.g_01253
OG0001351	Prao.g_01869	Prap.g_01192
OG0001352	Prao.g_00120	Prap.g_00819
OG0001353	Prao.g_00141	Prap.g_00942
OG0001355	Prao.g_00782	Prap.g_00740
OG0001356	Prao.g_00826	Prap.g_00662
OG0001357	Prao.g_00930	Prap.g_00285
OG0001358	Prao.g_00949	Prap.g_00299
OG0001359	Prao.g_01118	Prap.g_01878
OG0001360	Prao.g_01117	Prap.g_01877
OG0001361	Prao.g_01039	Prap.g_00402
OG0001363	Prao.g_01219	Prap.g_00890
OG0001364	Prao.g_01466	Prap.g_00196
OG0001365	Prao.g_01613	Prap.g_00894
OG0001366	Prao.g_01589	Prap.g_01741
OG0001368	Prao.g_01752	Prap.g_01570
OG0001369	Prao.g_00951	Prap.g_00301
OG0001371	Prao.g_00206	Prap.g_00884
OG0001372	Prao.g_00207	Prap.g_00882
OG0001373	Prao.g_00214	Prap.g_00875
OG0001374	Prao.g_00226	Prap.g_01091
OG0001376	Prao.g_00372	Prap.g_01478
OG0001377	Prao.g_00394	Prap.g_01454
OG0001378	Prao.g_00410	Prap.g_01437
OG0001379	Prao.g_00497	Prap.g_00162
OG0001381	Prao.g_00558	Prap.g_01309
OG0001382	Prao.g_00566	Prap.g_01303
OG0001383	Prao.g_00617	Prap.g_01256
OG0001384	Prao.g_00625	Prap.g_01248
OG0001385	Prao.g_00105	Prap.g_00359
OG0001386	Prao.g_00113	Prap.g_00827
OG0001387	Prao.g_00115	Prap.g_00825
OG0001388	Prao.g_00124	Prap.g_00814
OG0001389	Prao.g_00653	Prap.g_00342
OG0001390	Prao.g_00685	Prap.g_00511
OG0001391	Prao.g_00726	Prap.g_00689
OG0001392	Prao.g_00825	Prap.g_00663
OG0001393	Prao.g_00828	Prap.g_00661
OG0001394	Prao.g_00850	Prap.g_00853
OG0001395	Prao.g_00853	Prap.g_00850
OG0001397	Prao.g_00959	Prap.g_00312
OG0001398	Prao.g_00978	Prap.g_00712
OG0001399	Prao.g_00991	Prap.g_00671
OG0001400	Prao.g_00999	Prap.g_00528
OG0001401	Prao.g_01336	Prap.g_00040
OG0001402	Prao.g_01103	Prap.g_00471
OG0001403	Prao.g_01275	Prap.g_00562
OG0001404	Prao.g_01248	Prap.g_00315
OG0001405	Prao.g_01238	Prap.g_00060
OG0001406	Prao.g_01435	Prap.g_00163
OG0001407	Prao.g_01438	Prap.g_00166
OG0001408	Prao.g_01487	Prap.g_00211
OG0001409	Prao.g_01499	Prap.g_01858
OG0001412	Prao.g_00883	Prap.g_00676
OG0001414	Prao.g_00200	Prap.g_00509
OG0001417	Prao.g_00114	Prap.g_00826
OG0001418	Prao.g_00697	Prap.g_00598
OG0001419	Prao.g_00730	Prap.g_00684
OG0001420	Prao.g_00830	Prap.g_00659
OG0001421	Prao.g_00835	Prap.g_00654
OG0001422	Prao.g_00996	Prap.g_00616
OG0001423	Prao.g_01116	Prap.g_00620
OG0001424	Prao.g_00016	Prap.g_00214
OG0001425	Prao.g_01505	Prap.g_00524
OG0001427	Prao.g_00507	Prap.g_01843
OG0001429	Prao.g_00912	Prap.g_00267
OG0001430	Prao.g_00942	Prap.g_00030
OG0001431	Prao.g_00997	Prap.g_00038
OG0001432	Prao.g_01000	Prap.g_00527
OG0001435	Prao.g_01498	Prap.g_00492
OG0001439	Prao.g_00773	Prap.g_00750
OG0001440	Prao.g_00953	Prap.g_00304
OG0001441	Prao.g_01151	Prap.g_01894
OG0001443	Prao.g_01106	Prap.g_00475
OG0001444	Prao.g_01070	Prap.g_00436
OG0001445	Prao.g_01350	Prap.g_01890
OG0001446	Prao.g_01348	Prap.g_01889
OG0001447	Prao.g_01347	Prap.g_00482
OG0001451	Prao.g_01368	Prap.g_00633
OG0001452	Prao.g_01803	Prap.g_01521
OG0001454	Prao.g_00502	Prap.g_01311
OG0001457	Prao.g_00140	Prap.g_00794
OG0001458	Prao.g_00684	Prap.g_00625
OG0001459	Prao.g_00719	Prap.g_01947
OG0001460	Prao.g_00804	Prap.g_01125
OG0001461	Prao.g_00875	Prap.g_00349
OG0001462	Prao.g_00941	Prap.g_00496
OG0001463	Prao.g_00990	Prap.g_01305
OG0001465	Prao.g_01312	Prap.g_00520
OG0001466	Prao.g_01298	Prap.g_00226
OG0001468	Prao.g_01714	Prap.g_01613
OG0001469	Prao.g_01091	Prap.g_00458
OG0001473	Prao.g_00811	Prap.g_00690
OG0001483	Prao.g_01282	Prap.g_00555
OG0001484	Prao.g_01218	Prap.g_00889
OG0001485	Prao.g_01611	Prap.g_01718
OG0001487	Prao.g_00702	Prap.g_01143
OG0001488	Prao.g_00310	Prap.g_00998
OG0001489	Prao.g_00510	Prap.g_01688
OG0001490	Prao.g_00528	Prap.g_01716
OG0001492	Prao.g_00774	Prap.g_00749
OG0001505	Prao.g_00005	Prap.g_01901
OG0001506	Prao.g_01013	Prap.g_00503
OG0001509	Prao.g_01633	Prap.g_01112
OG0001521	Prao.g_01614	Prap.g_00893
OG0001526	Prao.g_00833	Prap.g_00656
OG0001535	Prao.g_00800	Prap.g_00718
OG0001541	Prao.g_01205	Prap.g_00003
OG0001546	Prao.g_00642	Prap.g_00745
OG0001579	Prao.g_01196	Prap.g_00097
OG0001622	Prao.g_00009	Prap.g_00590
OG0001631	Prao.g_01031	Prap.g_01134
OG0001634	Prao.g_00008	Prap.g_00589
OG0001635	Prao.g_00007	Prap.g_00588
OG0001636	Prao.g_00006	Prap.g_00587
OG0001711	Prao.g_00184	Prap.g_00579, Prap.g_01837
OG0001798	Prao.g_01339	Prap.g_01809
OG0001853	Prao.g_01541	Prap.g_01801
OG0001869	Prao.g_01357	Prap.g_01935
OG0001888	Prao.g_01376	Prap.g_01849
OG0001889	Prao.g_01542	Prap.g_01802
OG0001890	Prao.g_01543	Prap.g_01803
OG0001951	Prao.g_01354	Prap.g_00094
OG0002335	Prao.g_00001	Prap.g_01810
