Orthogroup	Praj	Syah
OG0001164	Praj.g_01765	Syah.g_02376
OG0001165	Praj.g_01767	Syah.g_02381
OG0001166	Praj.g_01785	Syah.g_02410
OG0001167	Praj.g_01803	Syah.g_02259
OG0001168	Praj.g_01804	Syah.g_02261
OG0001169	Praj.g_01806	Syah.g_02263
OG0001170	Praj.g_01808	Syah.g_02265
OG0001171	Praj.g_01818	Syah.g_02276
OG0001172	Praj.g_01872	Syah.g_00692
OG0001173	Praj.g_01873	Syah.g_00693
OG0001174	Praj.g_01881	Syah.g_00701
OG0001175	Praj.g_01882	Syah.g_00702
OG0001176	Praj.g_01893	Syah.g_00738
OG0001177	Praj.g_01891	Syah.g_00736
OG0001178	Praj.g_01236	Syah.g_02390
OG0001179	Praj.g_01935	Syah.g_00767
OG0001180	Praj.g_01958	Syah.g_00792
OG0001181	Praj.g_01962	Syah.g_00796
OG0001182	Praj.g_01970	Syah.g_00805
OG0001183	Praj.g_01976	Syah.g_00810
OG0001184	Praj.g_01992	Syah.g_00192
OG0001185	Praj.g_02007	Syah.g_00244
OG0001186	Praj.g_02046	Syah.g_00294
OG0001187	Praj.g_02060	Syah.g_00289
OG0001188	Praj.g_02062	Syah.g_00299
OG0001189	Praj.g_02079	Syah.g_00316
OG0001190	Praj.g_02084	Syah.g_00512
OG0001191	Praj.g_02094	Syah.g_00491
OG0001192	Praj.g_02099	Syah.g_00485
OG0001193	Praj.g_02112	Syah.g_00456
OG0001194	Praj.g_02113	Syah.g_00454
OG0001195	Praj.g_02114	Syah.g_00453
OG0001196	Praj.g_02136	Syah.g_00390
OG0001197	Praj.g_02138	Syah.g_00388
OG0001198	Praj.g_02146	Syah.g_00376
OG0001199	Praj.g_00112	Syah.g_02488
OG0001200	Praj.g_00114	Syah.g_02490
OG0001201	Praj.g_00146	Syah.g_02538
OG0001202	Praj.g_00239	Syah.g_00594
OG0001203	Praj.g_00278	Syah.g_00909
OG0001204	Praj.g_00284	Syah.g_00676
OG0001205	Praj.g_00439	Syah.g_02222
OG0001206	Praj.g_00458	Syah.g_01208
OG0001207	Praj.g_00469	Syah.g_00987
OG0001208	Praj.g_00475	Syah.g_00999
OG0001209	Praj.g_00526	Syah.g_01067
OG0001210	Praj.g_00531	Syah.g_01074
OG0001211	Praj.g_00541	Syah.g_01092
OG0001212	Praj.g_00583	Syah.g_01150
OG0001213	Praj.g_00617	Syah.g_01946
OG0001214	Praj.g_00625	Syah.g_01933
OG0001215	Praj.g_00683	Syah.g_01996
OG0001216	Praj.g_00700	Syah.g_01727
OG0001217	Praj.g_00091	Syah.g_01869
OG0001218	Praj.g_00740	Syah.g_01244
OG0001219	Praj.g_00915	Syah.g_01578
OG0001220	Praj.g_00825	Syah.g_02113
OG0001221	Praj.g_00899	Syah.g_01816
OG0001223	Praj.g_00964	Syah.g_01654
OG0001224	Praj.g_01020	Syah.g_02034
OG0001225	Praj.g_01022	Syah.g_02032
OG0001227	Praj.g_01045	Syah.g_00472
OG0001228	Praj.g_01411	Syah.g_02228
OG0001229	Praj.g_01160	Syah.g_02009
OG0001230	Praj.g_01623	Syah.g_01302
OG0001231	Praj.g_00744	Syah.g_00356
OG0001232	Praj.g_01789	Syah.g_02422
OG0001233	Praj.g_01809	Syah.g_02266
OG0001234	Praj.g_01884	Syah.g_00706
OG0001236	Praj.g_01989	Syah.g_00189
OG0001237	Praj.g_01993	Syah.g_00201
OG0001238	Praj.g_02095	Syah.g_00490
OG0001240	Praj.g_00131	Syah.g_02523
OG0001241	Praj.g_00140	Syah.g_02532
OG0001242	Praj.g_00159	Syah.g_00011
OG0001243	Praj.g_00166	Syah.g_00017
OG0001244	Praj.g_00182	Syah.g_00049
OG0001245	Praj.g_01244	Syah.g_01848
OG0001246	Praj.g_00496	Syah.g_01025
OG0001247	Praj.g_00676	Syah.g_01741
OG0001248	Praj.g_00678	Syah.g_01744
OG0001249	Praj.g_00373	Syah.g_00849
OG0001251	Praj.g_01858	Syah.g_00448
OG0001252	Praj.g_01015	Syah.g_02041
OG0001253	Praj.g_01728	Syah.g_01849
OG0001254	Praj.g_01834	Syah.g_01438
OG0001255	Praj.g_01477	Syah.g_00919
OG0001256	Praj.g_01719	Syah.g_02369
OG0001257	Praj.g_01724	Syah.g_01237
OG0001259	Praj.g_01807	Syah.g_02264
OG0001260	Praj.g_01824	Syah.g_02286
OG0001262	Praj.g_02077	Syah.g_00314
OG0001263	Praj.g_00169	Syah.g_00020
OG0001269	Praj.g_00824	Syah.g_00916
OG0001273	Praj.g_00619	Syah.g_01940
OG0001277	Praj.g_02123	Syah.g_00404
OG0001279	Praj.g_01155	Syah.g_01323
OG0001280	Praj.g_01527	Syah.g_02197
OG0001281	Praj.g_01533	Syah.g_02207
OG0001282	Praj.g_01576	Syah.g_00985
OG0001283	Praj.g_02132	Syah.g_00395
OG0001284	Praj.g_01705	Syah.g_02348
OG0001286	Praj.g_01956	Syah.g_00790
OG0001287	Praj.g_02014	Syah.g_00252
OG0001288	Praj.g_02025	Syah.g_00266
OG0001289	Praj.g_00125	Syah.g_02508
OG0001294	Praj.g_01497, Praj.g_01564	Syah.g_01507
OG0001295	Praj.g_01485	Syah.g_01076
OG0001296	Praj.g_00501	Syah.g_01030
OG0001297	Praj.g_00506	Syah.g_01034
OG0001299	Praj.g_00655	Syah.g_01501
OG0001300	Praj.g_00687	Syah.g_02005
OG0001301	Praj.g_00689	Syah.g_02018
OG0001302	Praj.g_00913	Syah.g_01901
OG0001303	Praj.g_01344	Syah.g_01580
OG0001304	Praj.g_01006	Syah.g_01698
OG0001305	Praj.g_00842	Syah.g_02024
OG0001306	Praj.g_01475	Syah.g_02179
OG0001307	Praj.g_01547	Syah.g_00724
OG0001309	Praj.g_00510	Syah.g_01040
OG0001310	Praj.g_01779	Syah.g_02402
OG0001311	Praj.g_00998	Syah.g_01687
OG0001312	Praj.g_00924	Syah.g_01590
OG0001315	Praj.g_01974	Syah.g_00808
OG0001316	Praj.g_00180	Syah.g_00039
OG0001317	Praj.g_00274	Syah.g_00905
OG0001318	Praj.g_00295	Syah.g_00658
OG0001321	Praj.g_00445	Syah.g_02216
OG0001322	Praj.g_00446	Syah.g_02215
OG0001324	Praj.g_00688	Syah.g_02006
OG0001325	Praj.g_00703	Syah.g_01723
OG0001326	Praj.g_01850	Syah.g_00443
OG0001327	Praj.g_00876	Syah.g_01519
OG0001328	Praj.g_00895	Syah.g_01822
OG0001329	Praj.g_01727	Syah.g_01906
OG0001330	Praj.g_01521	Syah.g_02190
OG0001332	Praj.g_01677	Syah.g_02308
OG0001334	Praj.g_01979	Syah.g_00818
OG0001335	Praj.g_01980	Syah.g_00819
OG0001336	Praj.g_02133	Syah.g_00394
OG0001337	Praj.g_00367	Syah.g_00815, Syah.g_00837
OG0001340	Praj.g_00368	Syah.g_00838
OG0001341	Praj.g_00069	Syah.g_02011
OG0001343	Praj.g_00867	Syah.g_00450
OG0001344	Praj.g_01457	Syah.g_02153
OG0001345	Praj.g_01441	Syah.g_02124
OG0001346	Praj.g_01529	Syah.g_02200
OG0001348	Praj.g_01082	Syah.g_02073
OG0001352	Praj.g_00672	Syah.g_01058
OG0001354	Praj.g_00956	Syah.g_01641
OG0001355	Praj.g_01726	Syah.g_01077
OG0001357	Praj.g_01222	Syah.g_00935
OG0001358	Praj.g_00608	Syah.g_01963
OG0001359	Praj.g_00868	Syah.g_00451
OG0001360	Praj.g_01439	Syah.g_02122
OG0001362	Praj.g_01646	Syah.g_01275
OG0001363	Praj.g_00454	Syah.g_01273
OG0001368	Praj.g_01171, Praj.g_01152	Syah.g_00677
OG0001370	Praj.g_01193	Syah.g_01732, Syah.g_00429
OG0001372	Praj.g_00042	Syah.g_01055
OG0001373	Praj.g_01849	Syah.g_00444
OG0001374	Praj.g_01857	Syah.g_00436
OG0001375	Praj.g_00866	Syah.g_00449
OG0001376	Praj.g_00854	Syah.g_00483
OG0001377	Praj.g_00855	Syah.g_00484
OG0001378	Praj.g_00428	Syah.g_02239
OG0001381	Praj.g_01573	Syah.g_00717
OG0001385	Praj.g_01846	Syah.g_00447
OG0001386	Praj.g_01847	Syah.g_00446
OG0001387	Praj.g_01848	Syah.g_00445
OG0001388	Praj.g_01851	Syah.g_00442
OG0001389	Praj.g_01852	Syah.g_00441
OG0001390	Praj.g_01853	Syah.g_00440
OG0001391	Praj.g_01854	Syah.g_00439
OG0001392	Praj.g_01855	Syah.g_00438
OG0001393	Praj.g_01856	Syah.g_00437
OG0001394	Praj.g_00903	Syah.g_01810
OG0001395	Praj.g_01009	Syah.g_01705
OG0001396	Praj.g_02040	Syah.g_00286, Syah.g_00149
OG0001397	Praj.g_01647	Syah.g_01274
OG0001398	Praj.g_00717	Syah.g_01563
OG0001401	Praj.g_00807	Syah.g_02084
OG0001402	Praj.g_00612	Syah.g_01958
OG0001403	Praj.g_00030	Syah.g_00341
OG0001404	Praj.g_00106	Syah.g_02482
OG0001405	Praj.g_00361	Syah.g_00821
OG0001406	Praj.g_00853	Syah.g_00482
OG0001407	Praj.g_00858	Syah.g_01059
OG0001408	Praj.g_00082	Syah.g_01378
OG0001410	Praj.g_01548	Syah.g_00725
OG0001413	Praj.g_00745	Syah.g_01894
OG0001414	Praj.g_00268	Syah.g_00718
OG0001417	Praj.g_01496	Syah.g_01640
OG0001419	Praj.g_00736	Syah.g_01060
OG0001420	Praj.g_01142	Syah.g_01053
OG0001421	Praj.g_01720	Syah.g_01851
OG0001423	Praj.g_01598	Syah.g_00965
OG0001425	Praj.g_02098	Syah.g_00486
OG0001430	Praj.g_00856	Syah.g_00518
OG0001432	Praj.g_00988	Syah.g_01348
OG0001433	Praj.g_01118	Syah.g_01513
OG0001434	Praj.g_00908	Syah.g_01805
OG0001435	Praj.g_00883	Syah.g_01525
OG0001439	Praj.g_00342	Syah.g_00128
OG0001442	Praj.g_01612	Syah.g_01795
OG0001443	Praj.g_01841	Syah.g_00478
OG0001446	Praj.g_00117	Syah.g_01731
OG0001447	Praj.g_00167	Syah.g_00018
OG0001454	Praj.g_01237	Syah.g_01888
OG0001456	Praj.g_01503	Syah.g_00434
OG0001457	Praj.g_01502	Syah.g_00433
OG0001458	Praj.g_01501	Syah.g_00432
OG0001459	Praj.g_01123	Syah.g_01456
OG0001460	Praj.g_01117	Syah.g_01512
OG0001461	Praj.g_01381	Syah.g_00711
OG0001468	Praj.g_00865	Syah.g_01899
OG0001470	Praj.g_02057	Syah.g_02242
OG0001471	Praj.g_01498	Syah.g_00123
OG0001473	Praj.g_01560	Syah.g_01903
OG0001474	Praj.g_00385	Syah.g_00865
OG0001475	Praj.g_02052	Syah.g_02244
OG0001476	Praj.g_01454	Syah.g_02145
OG0001477	Praj.g_01370	Syah.g_02015
OG0001480	Praj.g_01173	Syah.g_02114
OG0001481	Praj.g_01031	Syah.g_01703
OG0001482	Praj.g_01044	Syah.g_01650
OG0001484	Praj.g_01206	Syah.g_00435
OG0001487	Praj.g_01670	Syah.g_01245
OG0001488	Praj.g_01448	Syah.g_02136
OG0001489	Praj.g_01967	Syah.g_00801
OG0001495	Praj.g_01890	Syah.g_00735
OG0001496	Praj.g_01368	Syah.g_02013
OG0001497	Praj.g_01369	Syah.g_02014
OG0001498	Praj.g_00404	Syah.g_00889
OG0001499	Praj.g_00093	Syah.g_01463, Syah.g_01462
OG0001504	Praj.g_01124	Syah.g_01455
OG0001507	Praj.g_01140	Syah.g_02464
OG0001508	Praj.g_02053	Syah.g_02241
OG0001510	Praj.g_02018	Syah.g_00256
OG0001511	Praj.g_00150	Syah.g_02546
OG0001512	Praj.g_01746	Syah.g_00910
OG0001513	Praj.g_00041	Syah.g_00200
OG0001514	Praj.g_01367	Syah.g_02012
OG0001515	Praj.g_00685	Syah.g_02001
OG0001516	Praj.g_00652	Syah.g_01498
OG0001517	Praj.g_00381	Syah.g_00859
OG0001518	Praj.g_02097	Syah.g_00488
OG0001519	Praj.g_02102	Syah.g_00476
OG0001522	Praj.g_00803	Syah.g_02080
OG0001528	Praj.g_02056	Syah.g_02243
OG0001529	Praj.g_00045	Syah.g_00328
OG0001530	Praj.g_00149	Syah.g_02544
OG0001531	Praj.g_00279	Syah.g_00911
OG0001532	Praj.g_01431	Syah.g_01420
OG0001534	Praj.g_01007	Syah.g_01699
OG0001535	Praj.g_00996	Syah.g_01683
OG0001536	Praj.g_00942	Syah.g_01617
OG0001537	Praj.g_00900	Syah.g_01815
OG0001538	Praj.g_00774	Syah.g_01774
OG0001539	Praj.g_00878	Syah.g_01521
OG0001540	Praj.g_00171	Syah.g_00022
OG0001541	Praj.g_00219	Syah.g_00621
OG0001542	Praj.g_00225	Syah.g_00612
OG0001543	Praj.g_00850	Syah.g_00568
OG0001544	Praj.g_02101	Syah.g_00477
OG0001545	Praj.g_02122	Syah.g_00405
OG0001548	Praj.g_01061	Syah.g_01882
OG0001549	Praj.g_00834	Syah.g_02121
OG0001551	Praj.g_01843	Syah.g_02068
OG0001557	Praj.g_00904	Syah.g_01809
OG0001559	Praj.g_00148	Syah.g_02543
OG0001560	Praj.g_00138	Syah.g_02531
OG0001561	Praj.g_01000	Syah.g_01689
OG0001562	Praj.g_00990	Syah.g_01675
OG0001563	Praj.g_01951	Syah.g_00784
OG0001570	Praj.g_01284	Syah.g_01553
OG0001575	Praj.g_00556	Syah.g_01110
OG0001576	Praj.g_01541	Syah.g_01172
OG0001577	Praj.g_01465	Syah.g_02162
OG0001578	Praj.g_01362	Syah.g_01445, Syah.g_01885, Syah.g_01371
OG0001579	Praj.g_00365	Syah.g_00824, Syah.g_00828
OG0001582	Praj.g_01494	Syah.g_02442
OG0001589	Praj.g_01811	Syah.g_02269
OG0001591	Praj.g_00662	Syah.g_01509
OG0001623	Praj.g_00369	Syah.g_00842
OG0001633	Praj.g_01866	Syah.g_01551
OG0001634	Praj.g_00658	Syah.g_01504
OG0001644	Praj.g_00713	Syah.g_01709
OG0001656	Praj.g_00364	Syah.g_00827
OG0001659	Praj.g_01435	Syah.g_01424
OG0001666	Praj.g_01122	Syah.g_01450
OG0001667	Praj.g_01164	Syah.g_02458
OG0001673	Praj.g_00272	Syah.g_01195, Syah.g_00903
OG0001676	Praj.g_00366	Syah.g_00826
OG0001691	Praj.g_01010	Syah.g_01965
OG0001692	Praj.g_01627	Syah.g_01297
OG0001694	Praj.g_00317	Syah.g_00622
OG0001695	Praj.g_02118	Syah.g_00409
OG0001703	Praj.g_00470	Syah.g_00988
OG0001713	Praj.g_01088	Syah.g_02144
OG0001715	Praj.g_01177	Syah.g_01877
OG0001718	Praj.g_01095	Syah.g_02043
OG0001733	Praj.g_01107	Syah.g_01514
OG0001738	Praj.g_00355	Syah.g_00142
OG0001739	Praj.g_02117	Syah.g_00411
OG0001740	Praj.g_02121	Syah.g_00407
OG0001769	Praj.g_01387	Syah.g_01915
OG0001810	Praj.g_00694	Syah.g_00037
OG0001816	Praj.g_00875	Syah.g_01518
OG0001835	Praj.g_01373	Syah.g_01363
OG0001907	Praj.g_00181	Syah.g_00043
OG0001915	Praj.g_02140	Syah.g_00381
OG0001916	Praj.g_00488	Syah.g_01014
OG0001954	Praj.g_01167	Syah.g_01545
OG0001978	Praj.g_00039, Praj.g_01754, Praj.g_01901, Praj.g_00421	Syah.g_00281
OG0001990	Praj.g_00066	Syah.g_00406
OG0002018	Praj.g_02120	Syah.g_00408
OG0002380	Praj.g_01376	Syah.g_02298
OG0002507	Praj.g_01343, Praj.g_00980	Syah.g_02050
OG0003233	Praj.g_01751	Syah.g_01200
