Orthogroup	Praj	Syar
OG0001140	Praj.g_01429	Syar.g_01981
OG0001141	Praj.g_01428	Syar.g_01982
OG0001142	Praj.g_01427	Syar.g_01983
OG0001143	Praj.g_01420	Syar.g_01698
OG0001144	Praj.g_01415	Syar.g_01707
OG0001145	Praj.g_01520	Syar.g_02769
OG0001146	Praj.g_01532	Syar.g_02782
OG0001147	Praj.g_01550	Syar.g_01276
OG0001148	Praj.g_01577	Syar.g_01459
OG0001149	Praj.g_01578	Syar.g_01458
OG0001150	Praj.g_01579	Syar.g_01457
OG0001151	Praj.g_01590	Syar.g_01238
OG0001152	Praj.g_01591	Syar.g_01237
OG0001153	Praj.g_01662	Syar.g_01398
OG0001154	Praj.g_01663	Syar.g_01397
OG0001155	Praj.g_01679	Syar.g_01211
OG0001156	Praj.g_01682	Syar.g_01185
OG0001157	Praj.g_01683	Syar.g_01184
OG0001158	Praj.g_01684	Syar.g_01183
OG0001159	Praj.g_01685	Syar.g_01182
OG0001160	Praj.g_01711	Syar.g_02908
OG0001161	Praj.g_01499	Syar.g_00382
OG0001162	Praj.g_01723	Syar.g_03081
OG0001163	Praj.g_01761	Syar.g_02917
OG0001164	Praj.g_01765	Syar.g_02922
OG0001165	Praj.g_01767	Syar.g_02927
OG0001166	Praj.g_01785	Syar.g_02959
OG0001167	Praj.g_01803	Syar.g_02982
OG0001168	Praj.g_01804	Syar.g_02983
OG0001169	Praj.g_01806	Syar.g_02985
OG0001170	Praj.g_01808	Syar.g_02987
OG0001171	Praj.g_01818	Syar.g_02999
OG0001172	Praj.g_01872	Syar.g_00143
OG0001173	Praj.g_01873	Syar.g_00142
OG0001174	Praj.g_01881	Syar.g_00134
OG0001175	Praj.g_01882	Syar.g_00133
OG0001176	Praj.g_01893	Syar.g_01025
OG0001177	Praj.g_01891	Syar.g_01023
OG0001178	Praj.g_01236	Syar.g_02943
OG0001179	Praj.g_01935	Syar.g_01055
OG0001181	Praj.g_01962	Syar.g_01082
OG0001182	Praj.g_01970	Syar.g_01090
OG0001183	Praj.g_01976	Syar.g_01096
OG0001184	Praj.g_01992	Syar.g_00653
OG0001185	Praj.g_02007	Syar.g_00614
OG0001186	Praj.g_02046	Syar.g_00562
OG0001187	Praj.g_02060	Syar.g_00548
OG0001188	Praj.g_02062	Syar.g_00546
OG0001189	Praj.g_02079	Syar.g_00525
OG0001190	Praj.g_02084	Syar.g_00330
OG0001191	Praj.g_02094	Syar.g_00349
OG0001192	Praj.g_02099	Syar.g_00356
OG0001193	Praj.g_02112	Syar.g_00711
OG0001194	Praj.g_02113	Syar.g_00622
OG0001195	Praj.g_02114	Syar.g_00623
OG0001196	Praj.g_02136	Syar.g_00453
OG0001197	Praj.g_02138	Syar.g_00455
OG0001198	Praj.g_02146	Syar.g_00467
OG0001199	Praj.g_00112	Syar.g_03045
OG0001200	Praj.g_00114	Syar.g_03047
OG0001201	Praj.g_00146	Syar.g_03120
OG0001202	Praj.g_00239	Syar.g_00991
OG0001203	Praj.g_00278	Syar.g_03021
OG0001204	Praj.g_00284	Syar.g_00154
OG0001205	Praj.g_00439	Syar.g_02869
OG0001207	Praj.g_00469	Syar.g_01462
OG0001208	Praj.g_00475	Syar.g_01471
OG0001211	Praj.g_00541	Syar.g_02323
OG0001212	Praj.g_00583	Syar.g_02027
OG0001213	Praj.g_00617	Syar.g_02239
OG0001214	Praj.g_00625	Syar.g_02420
OG0001215	Praj.g_00683	Syar.g_00965
OG0001216	Praj.g_00700	Syar.g_01909
OG0001217	Praj.g_00091	Syar.g_02852
OG0001218	Praj.g_00740	Syar.g_01388
OG0001219	Praj.g_00915	Syar.g_02585
OG0001222	Praj.g_00847	Syar.g_02552
OG0001223	Praj.g_00964	Syar.g_02505
OG0001224	Praj.g_01020	Syar.g_01361
OG0001225	Praj.g_01022	Syar.g_01929
OG0001227	Praj.g_01045	Syar.g_02213
OG0001230	Praj.g_01623	Syar.g_02816
OG0001231	Praj.g_00744	Syar.g_00485
OG0001232	Praj.g_01789	Syar.g_02968
OG0001233	Praj.g_01809	Syar.g_02988
OG0001235	Praj.g_01888	Syar.g_01019
OG0001236	Praj.g_01989	Syar.g_00657
OG0001237	Praj.g_01993	Syar.g_00652
OG0001238	Praj.g_02095	Syar.g_00351
OG0001239	Praj.g_00109	Syar.g_03043
OG0001240	Praj.g_00131	Syar.g_03101
OG0001241	Praj.g_00140	Syar.g_03149, Syar.g_03112
OG0001242	Praj.g_00159	Syar.g_00043
OG0001243	Praj.g_00166	Syar.g_00051
OG0001244	Praj.g_00182	Syar.g_00075
OG0001245	Praj.g_01244	Syar.g_00999
OG0001246	Praj.g_00496	Syar.g_01910
OG0001247	Praj.g_00676	Syar.g_02024
OG0001248	Praj.g_00678	Syar.g_02059
OG0001249	Praj.g_00373	Syar.g_01113
OG0001251	Praj.g_01858	Syar.g_02575
OG0001252	Praj.g_01015	Syar.g_01372
OG0001253	Praj.g_01728	Syar.g_02015
OG0001254	Praj.g_01834	Syar.g_02233
OG0001255	Praj.g_01477	Syar.g_01746
OG0001256	Praj.g_01719	Syar.g_02915
OG0001257	Praj.g_01724	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001259	Praj.g_01807	Syar.g_02986
OG0001260	Praj.g_01824	Syar.g_03007
OG0001262	Praj.g_02077	Syar.g_00527
OG0001263	Praj.g_00169	Syar.g_00054
OG0001269	Praj.g_00824	Syar.g_00688
OG0001273	Praj.g_00619	Syar.g_02413
OG0001277	Praj.g_02123	Syar.g_02250
OG0001279	Praj.g_01155	Syar.g_02841
OG0001280	Praj.g_01527	Syar.g_03317
OG0001281	Praj.g_01533	Syar.g_02783
OG0001282	Praj.g_01576	Syar.g_01460, Syar.g_01351
OG0001283	Praj.g_02132	Syar.g_00447
OG0001284	Praj.g_01705	Syar.g_02900
OG0001285	Praj.g_01792	Syar.g_02972
OG0001286	Praj.g_01956	Syar.g_01077
OG0001287	Praj.g_02014	Syar.g_00606
OG0001288	Praj.g_02025	Syar.g_00591
OG0001289	Praj.g_00125	Syar.g_03080
OG0001290	Praj.g_00139	Syar.g_03111
OG0001294	Praj.g_01497, Praj.g_01564	Syar.g_01687
OG0001295	Praj.g_01485	Syar.g_00693
OG0001296	Praj.g_00501	Syar.g_01506
OG0001297	Praj.g_00506	Syar.g_01510
OG0001299	Praj.g_00655	Syar.g_01915
OG0001303	Praj.g_01344	Syar.g_02583
OG0001304	Praj.g_01006	Syar.g_01557
OG0001305	Praj.g_00842	Syar.g_01937
OG0001306	Praj.g_01475	Syar.g_01521
OG0001307	Praj.g_01547	Syar.g_02591
OG0001308	Praj.g_01642	Syar.g_02798
OG0001309	Praj.g_00510	Syar.g_00360
OG0001310	Praj.g_01779	Syar.g_02951
OG0001311	Praj.g_00998	Syar.g_01795
OG0001312	Praj.g_00924	Syar.g_02569
OG0001315	Praj.g_01974	Syar.g_01094
OG0001317	Praj.g_00274	Syar.g_03025
OG0001318	Praj.g_00295	Syar.g_00186
OG0001325	Praj.g_00703	Syar.g_01577
OG0001326	Praj.g_01850	Syar.g_00632
OG0001327	Praj.g_00876	Syar.g_01674
OG0001329	Praj.g_01727	Syar.g_02337
OG0001331	Praj.g_01581	Syar.g_01455
OG0001334	Praj.g_01979	Syar.g_03166
OG0001336	Praj.g_02133	Syar.g_00448
OG0001337	Praj.g_00367	Syar.g_01112
OG0001339	Praj.g_00142	Syar.g_03114
OG0001343	Praj.g_00867	Syar.g_03210
OG0001345	Praj.g_01441	Syar.g_01958
OG0001346	Praj.g_01529	Syar.g_02778
OG0001347	Praj.g_02039	Syar.g_00565
OG0001348	Praj.g_01082	Syar.g_02259
OG0001351	Praj.g_00448	Syar.g_01420
OG0001354	Praj.g_00956	Syar.g_02520
OG0001355	Praj.g_01726	Syar.g_01912
OG0001356	Praj.g_01119	Syar.g_00176
OG0001358	Praj.g_00608	Syar.g_02262
OG0001359	Praj.g_00868	Syar.g_03211
OG0001360	Praj.g_01439	Syar.g_01961
OG0001365	Praj.g_02088	Syar.g_00335
OG0001370	Praj.g_01193	Syar.g_00013
OG0001371	Praj.g_00671	Syar.g_03059
OG0001373	Praj.g_01849	Syar.g_00631
OG0001374	Praj.g_01857	Syar.g_00642
OG0001376	Praj.g_00854	Syar.g_03203, Syar.g_02600
OG0001377	Praj.g_00855	Syar.g_02599, Syar.g_03202
OG0001378	Praj.g_00428	Syar.g_01174
OG0001385	Praj.g_01846	Syar.g_00628
OG0001386	Praj.g_01847	Syar.g_00629
OG0001387	Praj.g_01848	Syar.g_00630
OG0001388	Praj.g_01851	Syar.g_00635
OG0001389	Praj.g_01852	Syar.g_00636
OG0001390	Praj.g_01853	Syar.g_00637
OG0001391	Praj.g_01854	Syar.g_00638
OG0001392	Praj.g_01855	Syar.g_00640
OG0001393	Praj.g_01856	Syar.g_00641
OG0001394	Praj.g_00903	Syar.g_02608
OG0001395	Praj.g_01009	Syar.g_01561
OG0001396	Praj.g_02040	Syar.g_02402, Syar.g_00566
OG0001401	Praj.g_00807	Syar.g_01813
OG0001402	Praj.g_00612	Syar.g_02252
OG0001403	Praj.g_00030	Syar.g_00504
OG0001406	Praj.g_00853	Syar.g_02601
OG0001408	Praj.g_00082	Syar.g_02042
OG0001412	Praj.g_02038	Syar.g_02400
OG0001413	Praj.g_00745	Syar.g_02062, Syar.g_02063
OG0001415	Praj.g_00270	Syar.g_01553
OG0001417	Praj.g_01496	Syar.g_01885
OG0001418	Praj.g_00677	Syar.g_01546
OG0001420	Praj.g_01142	Syar.g_02680
OG0001429	Praj.g_00916	Syar.g_02582
OG0001430	Praj.g_00856	Syar.g_03306
OG0001432	Praj.g_00988	Syar.g_02064, Syar.g_02123
OG0001433	Praj.g_01118	Syar.g_00173
OG0001434	Praj.g_00908	Syar.g_02613
OG0001435	Praj.g_00883	Syar.g_01621
OG0001437	Praj.g_00269	Syar.g_01554
OG0001439	Praj.g_00342	Syar.g_00824
OG0001441	Praj.g_00513	Syar.g_02691
OG0001442	Praj.g_01612	Syar.g_02622
OG0001443	Praj.g_01841	Syar.g_00378
OG0001447	Praj.g_00167	Syar.g_00052
OG0001450	Praj.g_00680	Syar.g_00880
OG0001453	Praj.g_00967	Syar.g_02498
OG0001454	Praj.g_01237	Syar.g_02065, Syar.g_02122
OG0001456	Praj.g_01503	Syar.g_00643
OG0001457	Praj.g_01502	Syar.g_00644
OG0001458	Praj.g_01501	Syar.g_00645
OG0001459	Praj.g_01123	Syar.g_00418, Syar.g_02047
OG0001460	Praj.g_01117	Syar.g_00172
OG0001461	Praj.g_01381	Syar.g_02478
OG0001467	Praj.g_00098	Syar.g_01745
OG0001470	Praj.g_02057	Syar.g_02358, Syar.g_02369
OG0001471	Praj.g_01498	Syar.g_00830
OG0001474	Praj.g_00385	Syar.g_01125
OG0001475	Praj.g_02052	Syar.g_02370
OG0001476	Praj.g_01454	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Praj.g_01370	Syar.g_02277
OG0001480	Praj.g_01173	Syar.g_02013
OG0001482	Praj.g_01044	Syar.g_02511
OG0001487	Praj.g_01670	Syar.g_01389
OG0001488	Praj.g_01448	Syar.g_03222, Syar.g_01948
OG0001489	Praj.g_01967	Syar.g_01087
OG0001495	Praj.g_01890	Syar.g_01022
OG0001496	Praj.g_01368	Syar.g_02279
OG0001497	Praj.g_01369	Syar.g_02278
OG0001498	Praj.g_00404	Syar.g_03286, Syar.g_01163
OG0001504	Praj.g_01124	Syar.g_02046
OG0001507	Praj.g_01140	Syar.g_03257, Syar.g_01540
OG0001508	Praj.g_02053	Syar.g_02372
OG0001510	Praj.g_02018	Syar.g_00601
OG0001511	Praj.g_00150	Syar.g_03129
OG0001512	Praj.g_01746	Syar.g_03020
OG0001513	Praj.g_00041	Syar.g_00995
OG0001514	Praj.g_01367	Syar.g_02280
OG0001515	Praj.g_00685	Syar.g_03266, Syar.g_02594
OG0001516	Praj.g_00652	Syar.g_01918
OG0001517	Praj.g_00381	Syar.g_01119
OG0001518	Praj.g_02097	Syar.g_00353
OG0001519	Praj.g_02102	Syar.g_00380, Syar.g_00002
OG0001525	Praj.g_01760, Praj.g_00060	Syar.g_01315
OG0001528	Praj.g_02056	Syar.g_02371
OG0001529	Praj.g_00045	Syar.g_00518
OG0001530	Praj.g_00149	Syar.g_03127
OG0001531	Praj.g_00279	Syar.g_03019
OG0001532	Praj.g_01431	Syar.g_01978
OG0001534	Praj.g_01007	Syar.g_01558
OG0001535	Praj.g_00996	Syar.g_01799
OG0001536	Praj.g_00942	Syar.g_02544
OG0001537	Praj.g_00900	Syar.g_02602
OG0001538	Praj.g_00774	Syar.g_02644
OG0001539	Praj.g_00878	Syar.g_01626
OG0001540	Praj.g_00171	Syar.g_00056
OG0001541	Praj.g_00219	Syar.g_00117
OG0001542	Praj.g_00225	Syar.g_00128
OG0001543	Praj.g_00850	Syar.g_00949
OG0001544	Praj.g_02101	Syar.g_00379, Syar.g_00001
OG0001545	Praj.g_02122	Syar.g_00865
OG0001549	Praj.g_00834	Syar.g_02838
OG0001555	Praj.g_01748	Syar.g_01689
OG0001556	Praj.g_01109	Syar.g_00177
OG0001557	Praj.g_00904	Syar.g_02609
OG0001559	Praj.g_00148	Syar.g_03126
OG0001560	Praj.g_00138	Syar.g_03110
OG0001561	Praj.g_01000	Syar.g_01792
OG0001562	Praj.g_00990	Syar.g_02484
OG0001563	Praj.g_01951	Syar.g_01072
OG0001570	Praj.g_01284	Syar.g_02858
OG0001575	Praj.g_00556	Syar.g_02306
OG0001576	Praj.g_01541	Syar.g_02794
OG0001577	Praj.g_01465	Syar.g_01534
OG0001578	Praj.g_01362	Syar.g_00863
OG0001591	Praj.g_00662	Syar.g_01685
OG0001613	Praj.g_01973	Syar.g_01093
OG0001623	Praj.g_00369	Syar.g_01109, Syar.g_01694, Syar.g_01104
OG0001634	Praj.g_00658	Syar.g_01691
OG0001642	Praj.g_01558	Syar.g_01387
OG0001644	Praj.g_00713	Syar.g_01876
OG0001659	Praj.g_01435	Syar.g_01973
OG0001661	Praj.g_01068	Syar.g_00911
OG0001673	Praj.g_00272	Syar.g_03028
OG0001692	Praj.g_01627	Syar.g_02812
OG0001694	Praj.g_00317	Syar.g_00227
OG0001695	Praj.g_02118	Syar.g_00864
OG0001703	Praj.g_00470	Syar.g_01463
OG0001713	Praj.g_01088	Syar.g_02147
OG0001715	Praj.g_01177	Syar.g_00804
OG0001733	Praj.g_01107	Syar.g_00179
OG0001738	Praj.g_00355	Syar.g_00717
OG0001739	Praj.g_02117	Syar.g_00862
OG0001769	Praj.g_01387	Syar.g_02437
OG0001810	Praj.g_00694	Syar.g_00071
OG0001816	Praj.g_00875	Syar.g_01675
OG0001907	Praj.g_00181	Syar.g_00072
OG0001915	Praj.g_02140	Syar.g_00462
OG0001923	Praj.g_00097	Syar.g_00583, Syar.g_00267
OG0001954	Praj.g_01167	Syar.g_02066
OG0001955	Praj.g_00077	Syar.g_00733
OG0001977	Praj.g_02108	Syar.g_00703
OG0001978	Praj.g_00039, Praj.g_01754, Praj.g_01901, Praj.g_00421	Syar.g_02406, Syar.g_00571
OG0001991	Praj.g_01120	Syar.g_01636
OG0002227	Praj.g_01111	Syar.g_00355
OG0002229	Praj.g_02033	Syar.g_00550
OG0002344	Praj.g_00398	Syar.g_00030, Syar.g_01149, Syar.g_01154
OG0002506	Praj.g_00861	Syar.g_01931
OG0002704	Praj.g_02032	Syar.g_00551
OG0002724	Praj.g_00038	Syar.g_00780, Syar.g_00770
OG0002808	Praj.g_00033	Syar.g_00512
OG0003068	Praj.g_01752, Praj.g_00422	Syar.g_02355
OG0003418	Praj.g_02045	Syar.g_02737
