Orthogroup	Prbf	Syar
OG0001112	Prbf.g_01110	Syar.g_02523
OG0001113	Prbf.g_01109	Syar.g_02522
OG0001114	Prbf.g_01108	Syar.g_02521
OG0001115	Prbf.g_01106	Syar.g_02519
OG0001116	Prbf.g_01105	Syar.g_02517
OG0001117	Prbf.g_01104	Syar.g_02516
OG0001118	Prbf.g_01103	Syar.g_02515
OG0001119	Prbf.g_01102	Syar.g_02513
OG0001120	Prbf.g_01100	Syar.g_02507
OG0001122	Prbf.g_01080	Syar.g_01803
OG0001123	Prbf.g_01074	Syar.g_01796
OG0001124	Prbf.g_01072	Syar.g_01793
OG0001125	Prbf.g_01070	Syar.g_01791
OG0001126	Prbf.g_01159	Syar.g_01375
OG0001127	Prbf.g_01160	Syar.g_01374
OG0001128	Prbf.g_01162	Syar.g_01371
OG0001129	Prbf.g_01163	Syar.g_01369
OG0001130	Prbf.g_01164	Syar.g_01368
OG0001131	Prbf.g_01705	Syar.g_02448
OG0001132	Prbf.g_00296	Syar.g_00684
OG0001133	Prbf.g_00094	Syar.g_02249
OG0001134	Prbf.g_00788	Syar.g_02235
OG0001135	Prbf.g_00785	Syar.g_02232
OG0001136	Prbf.g_00915	Syar.g_01536
OG0001137	Prbf.g_00927	Syar.g_01944
OG0001138	Prbf.g_00948	Syar.g_01977
OG0001139	Prbf.g_00950	Syar.g_01980
OG0001140	Prbf.g_00951	Syar.g_01981
OG0001141	Prbf.g_00952	Syar.g_01982
OG0001142	Prbf.g_00953	Syar.g_01983
OG0001143	Prbf.g_00960	Syar.g_01698
OG0001144	Prbf.g_00965	Syar.g_01707
OG0001145	Prbf.g_00034	Syar.g_02769
OG0001146	Prbf.g_00022	Syar.g_02782
OG0001147	Prbf.g_00002	Syar.g_01276
OG0001148	Prbf.g_00097	Syar.g_01459
OG0001149	Prbf.g_00098	Syar.g_01458
OG0001150	Prbf.g_00099	Syar.g_01457
OG0001151	Prbf.g_00110	Syar.g_01238
OG0001152	Prbf.g_00111	Syar.g_01237
OG0001153	Prbf.g_00189	Syar.g_01398
OG0001154	Prbf.g_00190	Syar.g_01397
OG0001155	Prbf.g_00207	Syar.g_01211
OG0001156	Prbf.g_00210	Syar.g_01185
OG0001157	Prbf.g_00211	Syar.g_01184
OG0001158	Prbf.g_00212	Syar.g_01183
OG0001159	Prbf.g_00213	Syar.g_01182
OG0001160	Prbf.g_00239	Syar.g_02908
OG0001161	Prbf.g_00750	Syar.g_00382
OG0001162	Prbf.g_00812	Syar.g_03081
OG0001163	Prbf.g_00702	Syar.g_02917
OG0001164	Prbf.g_00698	Syar.g_02922
OG0001165	Prbf.g_00695	Syar.g_02927
OG0001166	Prbf.g_00674	Syar.g_02959
OG0001167	Prbf.g_00657	Syar.g_02982
OG0001168	Prbf.g_00655	Syar.g_02983
OG0001169	Prbf.g_00653	Syar.g_02985
OG0001170	Prbf.g_00651	Syar.g_02987
OG0001171	Prbf.g_00641	Syar.g_02999
OG0001172	Prbf.g_00625	Syar.g_00143
OG0001173	Prbf.g_00624	Syar.g_00142
OG0001174	Prbf.g_00616	Syar.g_00134
OG0001175	Prbf.g_00615	Syar.g_00133
OG0001176	Prbf.g_00607	Syar.g_01025
OG0001177	Prbf.g_00605	Syar.g_01023
OG0001178	Prbf.g_00688	Syar.g_02943
OG0001179	Prbf.g_00575	Syar.g_01055
OG0001181	Prbf.g_00548	Syar.g_01082
OG0001182	Prbf.g_00540	Syar.g_01090
OG0001183	Prbf.g_00535	Syar.g_01096
OG0001184	Prbf.g_00517	Syar.g_00653
OG0001185	Prbf.g_00501	Syar.g_00614
OG0001186	Prbf.g_00476	Syar.g_00562
OG0001187	Prbf.g_00473	Syar.g_00548
OG0001188	Prbf.g_00471	Syar.g_00546
OG0001189	Prbf.g_00455	Syar.g_00525
OG0001190	Prbf.g_00450	Syar.g_00330
OG0001191	Prbf.g_00440	Syar.g_00349
OG0001192	Prbf.g_00435	Syar.g_00356
OG0001193	Prbf.g_00423	Syar.g_00711
OG0001194	Prbf.g_00422	Syar.g_00622
OG0001195	Prbf.g_00421	Syar.g_00623
OG0001196	Prbf.g_00405	Syar.g_00453
OG0001197	Prbf.g_00403	Syar.g_00455
OG0001198	Prbf.g_00396	Syar.g_00467
OG0001199	Prbf.g_01401	Syar.g_03045
OG0001200	Prbf.g_01403	Syar.g_03047
OG0001201	Prbf.g_01436	Syar.g_03120
OG0001202	Prbf.g_01534	Syar.g_00991
OG0001203	Prbf.g_01576	Syar.g_03021
OG0001204	Prbf.g_01582	Syar.g_00154
OG0001205	Prbf.g_01729	Syar.g_02869
OG0001207	Prbf.g_01760	Syar.g_01462
OG0001208	Prbf.g_01765	Syar.g_01471
OG0001211	Prbf.g_01831	Syar.g_02323
OG0001212	Prbf.g_01878	Syar.g_02027
OG0001213	Prbf.g_01913	Syar.g_02239
OG0001214	Prbf.g_00984	Syar.g_02420
OG0001215	Prbf.g_01272	Syar.g_00965
OG0001216	Prbf.g_01251	Syar.g_01909
OG0001217	Prbf.g_00280	Syar.g_02852
OG0001218	Prbf.g_00855	Syar.g_01388
OG0001219	Prbf.g_01146	Syar.g_02585
OG0001222	Prbf.g_01067	Syar.g_02552
OG0001223	Prbf.g_01099	Syar.g_02505
OG0001224	Prbf.g_01166	Syar.g_01361
OG0001225	Prbf.g_01168	Syar.g_01929
OG0001226	Prbf.g_01921	Syar.g_03054
OG0001227	Prbf.g_00870	Syar.g_02213
OG0001230	Prbf.g_00150	Syar.g_02816
OG0001231	Prbf.g_01706	Syar.g_00485
OG0001232	Prbf.g_00670	Syar.g_02968
OG0001233	Prbf.g_00650	Syar.g_02988
OG0001235	Prbf.g_00609	Syar.g_01019
OG0001236	Prbf.g_00520	Syar.g_00657
OG0001237	Prbf.g_00516	Syar.g_00652
OG0001238	Prbf.g_00439	Syar.g_00351
OG0001239	Prbf.g_01398	Syar.g_03043
OG0001240	Prbf.g_01419	Syar.g_03101
OG0001241	Prbf.g_01429	Syar.g_03112
OG0001242	Prbf.g_01449	Syar.g_00043
OG0001243	Prbf.g_01456	Syar.g_00051
OG0001244	Prbf.g_01471	Syar.g_00075
OG0001245	Prbf.g_00879	Syar.g_00999
OG0001247	Prbf.g_01279	Syar.g_02024
OG0001248	Prbf.g_01277	Syar.g_02059
OG0001249	Prbf.g_01675	Syar.g_01113
OG0001250	Prbf.g_01202	Syar.g_01819, Syar.g_03240
OG0001251	Prbf.g_00837	Syar.g_02575
OG0001252	Prbf.g_01161	Syar.g_01372
OG0001253	Prbf.g_01924	Syar.g_02015
OG0001254	Prbf.g_00786	Syar.g_02233
OG0001255	Prbf.g_00900	Syar.g_01746
OG0001256	Prbf.g_00246	Syar.g_02915
OG0001258	Prbf.g_00697	Syar.g_02925
OG0001259	Prbf.g_00652	Syar.g_02986
OG0001260	Prbf.g_00635	Syar.g_03007
OG0001263	Prbf.g_01458	Syar.g_00054
OG0001265	Prbf.g_01448	Syar.g_00041
OG0001266	Prbf.g_01538	Syar.g_00987
OG0001267	Prbf.g_01620	Syar.g_00225
OG0001268	Prbf.g_01683	Syar.g_01124
OG0001269	Prbf.g_01190	Syar.g_00688
OG0001270	Prbf.g_01718	Syar.g_01175
OG0001271	Prbf.g_01755	Syar.g_01270
OG0001272	Prbf.g_01769	Syar.g_01475
OG0001273	Prbf.g_00978	Syar.g_02413
OG0001274	Prbf.g_01562	Syar.g_00929
OG0001275	Prbf.g_01089	Syar.g_02490
OG0001276	Prbf.g_01075	Syar.g_01797
OG0001277	Prbf.g_00417	Syar.g_02250
OG0001278	Prbf.g_00972	Syar.g_01720
OG0001279	Prbf.g_00339	Syar.g_02841
OG0001280	Prbf.g_00027	Syar.g_03317
OG0001281	Prbf.g_00021	Syar.g_02783
OG0001282	Prbf.g_00096	Syar.g_01460, Syar.g_01351
OG0001283	Prbf.g_00408	Syar.g_00447
OG0001284	Prbf.g_00232	Syar.g_02900
OG0001285	Prbf.g_00667	Syar.g_02972
OG0001286	Prbf.g_00554	Syar.g_01077
OG0001287	Prbf.g_00494	Syar.g_00606
OG0001288	Prbf.g_00483	Syar.g_00591
OG0001289	Prbf.g_01413	Syar.g_03080
OG0001290	Prbf.g_01428	Syar.g_03111
OG0001291	Prbf.g_01466	Syar.g_00064
OG0001292	Prbf.g_01587	Syar.g_00160
OG0001293	Prbf.g_01600	Syar.g_00198
OG0001295	Prbf.g_00824	Syar.g_00693
OG0001296	Prbf.g_01792	Syar.g_01506
OG0001297	Prbf.g_01797	Syar.g_01510
OG0001298	Prbf.g_01858	Syar.g_02210
OG0001299	Prbf.g_01015	Syar.g_01915
OG0001303	Prbf.g_00731	Syar.g_02583
OG0001304	Prbf.g_01062	Syar.g_01557
OG0001305	Prbf.g_01174	Syar.g_01937
OG0001306	Prbf.g_00903	Syar.g_01521
OG0001307	Prbf.g_00070	Syar.g_02591
OG0001308	Prbf.g_00167	Syar.g_02798
OG0001309	Prbf.g_00274	Syar.g_00360
OG0001310	Prbf.g_00680	Syar.g_02951
OG0001311	Prbf.g_01073	Syar.g_01795
OG0001312	Prbf.g_01137	Syar.g_02569
OG0001315	Prbf.g_00865	Syar.g_01094
OG0001317	Prbf.g_01572	Syar.g_03025
OG0001318	Prbf.g_01596	Syar.g_00186
OG0001319	Prbf.g_01613	Syar.g_00215
OG0001325	Prbf.g_01032	Syar.g_01577
OG0001327	Prbf.g_01332	Syar.g_01674
OG0001329	Prbf.g_00734	Syar.g_02337
OG0001331	Prbf.g_00101	Syar.g_01455
OG0001334	Prbf.g_00532	Syar.g_03166
OG0001337	Prbf.g_01670	Syar.g_01112
OG0001338	Prbf.g_01673	Syar.g_03232
OG0001339	Prbf.g_01431	Syar.g_03114
OG0001343	Prbf.g_00840	Syar.g_03210
OG0001345	Prbf.g_00938	Syar.g_01958
OG0001346	Prbf.g_00025	Syar.g_02778
OG0001348	Prbf.g_00826	Syar.g_02259
OG0001349	Prbf.g_00119	Syar.g_02764
OG0001351	Prbf.g_01741	Syar.g_01420
OG0001353	Prbf.g_01212	Syar.g_01809
OG0001354	Prbf.g_01107	Syar.g_02520
OG0001355	Prbf.g_01053	Syar.g_01912
OG0001359	Prbf.g_00839	Syar.g_03211
OG0001364	Prbf.g_00529	Syar.g_00284
OG0001365	Prbf.g_00446	Syar.g_00335
OG0001370	Prbf.g_01746	Syar.g_00013
OG0001371	Prbf.g_01284	Syar.g_03059
OG0001379	Prbf.g_00032	Syar.g_02772
OG0001382	Prbf.g_00063	Syar.g_02834, Syar.g_03204
OG0001394	Prbf.g_01305	Syar.g_02608
OG0001401	Prbf.g_01207	Syar.g_01813
OG0001402	Prbf.g_01907	Syar.g_02252
OG0001403	Prbf.g_01353	Syar.g_00504
OG0001411	Prbf.g_01388	Syar.g_02761, Syar.g_02360
OG0001415	Prbf.g_01569	Syar.g_01553
OG0001418	Prbf.g_01278	Syar.g_01546
OG0001428	Prbf.g_01506	Syar.g_00108
OG0001429	Prbf.g_01145	Syar.g_02582
OG0001430	Prbf.g_00854	Syar.g_03306
OG0001433	Prbf.g_00706	Syar.g_00173
OG0001434	Prbf.g_01300	Syar.g_02613
OG0001435	Prbf.g_01324	Syar.g_01621
OG0001437	Prbf.g_01568	Syar.g_01554
OG0001443	Prbf.g_00857	Syar.g_00378
OG0001450	Prbf.g_01275	Syar.g_00880
OG0001460	Prbf.g_00707	Syar.g_00172
OG0001461	Prbf.g_01379	Syar.g_02478
OG0001467	Prbf.g_00090	Syar.g_01745
OG0001476	Prbf.g_00925	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Prbf.g_00316	Syar.g_02277
OG0001486	Prbf.g_00916	Syar.g_01537
OG0001487	Prbf.g_00197	Syar.g_01389
OG0001488	Prbf.g_00931	Syar.g_01948
OG0001489	Prbf.g_00543	Syar.g_01087
OG0001496	Prbf.g_00318	Syar.g_02279
OG0001497	Prbf.g_00317	Syar.g_02278
OG0001498	Prbf.g_01702	Syar.g_03286, Syar.g_01163
OG0001505	Prbf.g_00313	Syar.g_02696
OG0001510	Prbf.g_00490, Prbf.g_00489	Syar.g_00601
OG0001511	Prbf.g_01440	Syar.g_03129
OG0001512	Prbf.g_00861	Syar.g_03020
OG0001513	Prbf.g_00761	Syar.g_00995
OG0001514	Prbf.g_00319	Syar.g_02280
OG0001515	Prbf.g_01270	Syar.g_03266, Syar.g_02594
OG0001517	Prbf.g_01679	Syar.g_01119
OG0001518	Prbf.g_00437	Syar.g_00353
OG0001519	Prbf.g_00432	Syar.g_00380, Syar.g_00002
OG0001525	Prbf.g_00728	Syar.g_01315
OG0001527	Prbf.g_01844	Syar.g_02309
OG0001529	Prbf.g_01363	Syar.g_00518
OG0001530	Prbf.g_01439	Syar.g_03127
OG0001531	Prbf.g_01577	Syar.g_03019
OG0001532	Prbf.g_00949	Syar.g_01978
OG0001534	Prbf.g_01061	Syar.g_01558
OG0001535	Prbf.g_01077	Syar.g_01799
OG0001536	Prbf.g_01121	Syar.g_02544
OG0001537	Prbf.g_01308	Syar.g_02602
OG0001538	Prbf.g_01240	Syar.g_02644
OG0001539	Prbf.g_01330	Syar.g_01626
OG0001540	Prbf.g_01460	Syar.g_00056
OG0001541	Prbf.g_01514	Syar.g_00117
OG0001542	Prbf.g_01520	Syar.g_00128
OG0001543	Prbf.g_00040	Syar.g_00949
OG0001544	Prbf.g_00433	Syar.g_00379, Syar.g_00001
OG0001545	Prbf.g_00418	Syar.g_00865
OG0001549	Prbf.g_01180	Syar.g_02838
OG0001557	Prbf.g_01304	Syar.g_02609
OG0001559	Prbf.g_01438	Syar.g_03126
OG0001560	Prbf.g_01427	Syar.g_03110
OG0001561	Prbf.g_01071	Syar.g_01792
OG0001562	Prbf.g_01084	Syar.g_02484
OG0001563	Prbf.g_00559	Syar.g_01072
OG0001565	Prbf.g_00364	Syar.g_03069
OG0001574	Prbf.g_01842	Syar.g_02311
OG0001575	Prbf.g_01847	Syar.g_02306
OG0001576	Prbf.g_00012	Syar.g_02794
OG0001577	Prbf.g_00913	Syar.g_01534
OG0001580	Prbf.g_01370	Syar.g_00895
OG0001587	Prbf.g_00633	Syar.g_03010
OG0001591	Prbf.g_01291	Syar.g_01685
OG0001592	Prbf.g_01369	Syar.g_03309, Syar.g_00310
OG0001614	Prbf.g_00502	Syar.g_00617
OG0001616	Prbf.g_00941	Syar.g_01964
OG0001617	Prbf.g_01266	Syar.g_01972
OG0001619	Prbf.g_01128	Syar.g_02556
OG0001620	Prbf.g_01687	Syar.g_01131
OG0001621	Prbf.g_01592	Syar.g_00169
OG0001622	Prbf.g_00409	Syar.g_00446
OG0001636	Prbf.g_01357	Syar.g_00510
OG0001638	Prbf.g_00682	Syar.g_02949, Syar.g_03132
OG0001639	Prbf.g_00206	Syar.g_01212
OG0001640	Prbf.g_01158	Syar.g_01377
OG0001641	Prbf.g_01096	Syar.g_02500
OG0001642	Prbf.g_01191	Syar.g_01387
OG0001643	Prbf.g_00987	Syar.g_02423
OG0001644	Prbf.g_01042	Syar.g_01876
OG0001654	Prbf.g_00204	Syar.g_01214
OG0001657	Prbf.g_01489	Syar.g_00089
OG0001658	Prbf.g_01365	Syar.g_00329
OG0001659	Prbf.g_00821	Syar.g_01973
OG0001661	Prbf.g_00357	Syar.g_00911
OG0001669	Prbf.g_00008, Prbf.g_00751	Syar.g_00323, Syar.g_00555
OG0001678	Prbf.g_00626	Syar.g_00144
OG0001679	Prbf.g_01674	Syar.g_00032
OG0001717	Prbf.g_00323	Syar.g_00103
OG0001733	Prbf.g_00709	Syar.g_00179
OG0001769	Prbf.g_00866	Syar.g_02437
OG0001771	Prbf.g_00766	Syar.g_02677
OG0001842	Prbf.g_00294	Syar.g_02270
OG0001917	Prbf.g_01076	Syar.g_01798
OG0001923	Prbf.g_00132	Syar.g_00582
OG0001930	Prbf.g_00293	Syar.g_02271
OG0001931	Prbf.g_00292	Syar.g_02272
OG0001955	Prbf.g_00813	Syar.g_00733
OG0001977	Prbf.g_00427	Syar.g_00703
OG0001996	Prbf.g_01351	Syar.g_00502
OG0002003	Prbf.g_00288	Syar.g_02127
OG0002019	Prbf.g_00818	Syar.g_00615
OG0002109	Prbf.g_00283	Syar.g_00759, Syar.g_01997
OG0002270	Prbf.g_00128	Syar.g_02461, Syar.g_02463, Syar.g_02462
OG0002340	Prbf.g_01544	Syar.g_00960
OG0002344	Prbf.g_01697	Syar.g_00030, Syar.g_01149, Syar.g_01154
OG0002348	Prbf.g_00827	Syar.g_00309
OG0002384	Prbf.g_00722	Syar.g_00354
