Orthogroup	Prbf	Syap
OG0001345	Prbf.g_00938	Syap.g_01877, Syap.g_02776
OG0001346	Prbf.g_00025	Syap.g_01484
OG0001348	Prbf.g_00826	Syap.g_00938
OG0001349	Prbf.g_00119	Syap.g_01264, Syap.g_00851
OG0001351	Prbf.g_01741	Syap.g_01996
OG0001353	Prbf.g_01212	Syap.g_01849
OG0001364	Prbf.g_00529	Syap.g_01052
OG0001365	Prbf.g_00446	Syap.g_00138
OG0001368	Prbf.g_00051, Prbf.g_00309, Prbf.g_00374	Syap.g_01576
OG0001371	Prbf.g_01284	Syap.g_02545, Syap.g_02544
OG0001379	Prbf.g_00032	Syap.g_01474
OG0001382	Prbf.g_00063	Syap.g_00677
OG0001394	Prbf.g_01305	Syap.g_00159
OG0001398	Prbf.g_00801	Syap.g_02356
OG0001401	Prbf.g_01207	Syap.g_01844
OG0001411	Prbf.g_01388	Syap.g_00853
OG0001415	Prbf.g_01569	Syap.g_00447, Syap.g_00446
OG0001418	Prbf.g_01278	Syap.g_00221
OG0001422	Prbf.g_00056	Syap.g_01682
OG0001425	Prbf.g_00436	Syap.g_01024
OG0001428	Prbf.g_01506	Syap.g_01196
OG0001433	Prbf.g_00706	Syap.g_00790
OG0001434	Prbf.g_01300	Syap.g_00167
OG0001435	Prbf.g_01324	Syap.g_01259
OG0001437	Prbf.g_01568	Syap.g_00448
OG0001443	Prbf.g_00857	Syap.g_01006
OG0001460	Prbf.g_00707	Syap.g_00789
OG0001461	Prbf.g_01379	Syap.g_02707
OG0001487	Prbf.g_00197	Syap.g_00699
OG0001488	Prbf.g_00931	Syap.g_00209
OG0001489	Prbf.g_00543	Syap.g_00603
OG0001498	Prbf.g_01702	Syap.g_02044, Syap.g_02043
OG0001510	Prbf.g_00490, Prbf.g_00489	Syap.g_01117
OG0001511	Prbf.g_01440	Syap.g_02629, Syap.g_02676
OG0001512	Prbf.g_00861	Syap.g_01151, Syap.g_01152
OG0001515	Prbf.g_01270	Syap.g_00906
OG0001517	Prbf.g_01679	Syap.g_00568
OG0001518	Prbf.g_00437	Syap.g_01026
OG0001519	Prbf.g_00432	Syap.g_02079
OG0001527	Prbf.g_01844	Syap.g_00287, Syap.g_00292
OG0001529	Prbf.g_01363	Syap.g_01809
OG0001530	Prbf.g_01439	Syap.g_02627
OG0001531	Prbf.g_01577	Syap.g_01150
OG0001534	Prbf.g_01061	Syap.g_00534
OG0001535	Prbf.g_01077	Syap.g_01875
OG0001536	Prbf.g_01121	Syap.g_02018
OG0001537	Prbf.g_01308	Syap.g_00153
OG0001538	Prbf.g_01240	Syap.g_00199
OG0001539	Prbf.g_01330	Syap.g_02370
OG0001540	Prbf.g_01460	Syap.g_02214
OG0001541	Prbf.g_01514	Syap.g_01187
OG0001542	Prbf.g_01520	Syap.g_01177
OG0001543	Prbf.g_00040	Syap.g_01417, Syap.g_01416
OG0001557	Prbf.g_01304	Syap.g_00162
OG0001562	Prbf.g_01084	Syap.g_02700
OG0001563	Prbf.g_00559	Syap.g_00473
OG0001564	Prbf.g_01382	Syap.g_00876
OG0001574	Prbf.g_01842	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prbf.g_00913	Syap.g_00232
OG0001580	Prbf.g_01370	Syap.g_01340, Syap.g_01341
OG0001584	Prbf.g_01025	Syap.g_00183
OG0001587	Prbf.g_00633	Syap.g_02669
OG0001592	Prbf.g_01369	Syap.g_01342
OG0001614	Prbf.g_00502	Syap.g_01101
OG0001616	Prbf.g_00941	Syap.g_01884
OG0001619	Prbf.g_01128	Syap.g_01752
OG0001620	Prbf.g_01687	Syap.g_00557
OG0001621	Prbf.g_01592	Syap.g_01592
OG0001622	Prbf.g_00409	Syap.g_02601
OG0001636	Prbf.g_01357	Syap.g_01797
OG0001638	Prbf.g_00682	Syap.g_01778
OG0001639	Prbf.g_00206	Syap.g_00751
OG0001641	Prbf.g_01096	Syap.g_02685
OG0001642	Prbf.g_01191	Syap.g_00530
OG0001643	Prbf.g_00987	Syap.g_00902
OG0001644	Prbf.g_01042	Syap.g_00346
OG0001654	Prbf.g_00204	Syap.g_00753
OG0001657	Prbf.g_01489	Syap.g_02175
OG0001658	Prbf.g_01365	Syap.g_00131
OG0001659	Prbf.g_00821	Syap.g_01892
OG0001669	Prbf.g_00008, Prbf.g_00751	Syap.g_01283
OG0001678	Prbf.g_00626	Syap.g_02678
OG0001679	Prbf.g_01674	Syap.g_02521
OG0001717	Prbf.g_00323	Syap.g_01200
OG0001733	Prbf.g_00709	Syap.g_00794
OG0001769	Prbf.g_00866	Syap.g_00643
OG0001771	Prbf.g_00766	Syap.g_00329
OG0001842	Prbf.g_00294	Syap.g_00147, Syap.g_00146
OG0001930	Prbf.g_00293	Syap.g_00148
OG0001931	Prbf.g_00292	Syap.g_00149
OG0001956	Prbf.g_01184	Syap.g_01978
OG0001977	Prbf.g_00427	Syap.g_02094
OG0002019	Prbf.g_00818	Syap.g_01103
OG0002098	Prbf.g_00078	Syap.g_02161
OG0002122	Prbf.g_00289	Syap.g_01294
OG0002389	Prbf.g_00539	Syap.g_00600
OG0002588	Prbf.g_00136	Syap.g_02162
OG0002888	Prbf.g_00127	Syap.g_00862
