Orthogroup	Prbf	Syat
OG0001148	Prbf.g_00097	Syat.g_01297
OG0001149	Prbf.g_00098	Syat.g_01298
OG0001150	Prbf.g_00099	Syat.g_01299
OG0001151	Prbf.g_00110	Syat.g_01420
OG0001152	Prbf.g_00111	Syat.g_01421
OG0001153	Prbf.g_00189	Syat.g_01346
OG0001154	Prbf.g_00190	Syat.g_01347
OG0001155	Prbf.g_00207	Syat.g_02774
OG0001156	Prbf.g_00210	Syat.g_02978
OG0001157	Prbf.g_00211	Syat.g_02977
OG0001158	Prbf.g_00212	Syat.g_02976
OG0001159	Prbf.g_00213	Syat.g_02975
OG0001160	Prbf.g_00239	Syat.g_03104
OG0001161	Prbf.g_00750	Syat.g_02384
OG0001162	Prbf.g_00812	Syat.g_01528
OG0001163	Prbf.g_00702	Syat.g_03112
OG0001164	Prbf.g_00698	Syat.g_03116
OG0001165	Prbf.g_00695	Syat.g_03121
OG0001166	Prbf.g_00674	Syat.g_03050
OG0001167	Prbf.g_00657	Syat.g_03019
OG0001168	Prbf.g_00655	Syat.g_03017
OG0001169	Prbf.g_00653	Syat.g_03015
OG0001170	Prbf.g_00651	Syat.g_03013
OG0001171	Prbf.g_00641	Syat.g_03001
OG0001172	Prbf.g_00625	Syat.g_01858
OG0001173	Prbf.g_00624	Syat.g_01857
OG0001174	Prbf.g_00616	Syat.g_01849
OG0001175	Prbf.g_00615	Syat.g_01848
OG0001176	Prbf.g_00607	Syat.g_01831
OG0001178	Prbf.g_00688	Syat.g_03137
OG0001180	Prbf.g_00552	Syat.g_01654
OG0001181	Prbf.g_00548	Syat.g_01650
OG0001182	Prbf.g_00540	Syat.g_01642
OG0001183	Prbf.g_00535	Syat.g_01632
OG0001184	Prbf.g_00517	Syat.g_02160
OG0001185	Prbf.g_00501	Syat.g_02200
OG0001186	Prbf.g_00476	Syat.g_02235
OG0001187	Prbf.g_00473	Syat.g_02256
OG0001188	Prbf.g_00471	Syat.g_02261
OG0001189	Prbf.g_00455	Syat.g_02287
OG0001190	Prbf.g_00450	Syat.g_02692
OG0001191	Prbf.g_00440	Syat.g_02675
OG0001192	Prbf.g_00435	Syat.g_02663
OG0001193	Prbf.g_00423	Syat.g_02513
OG0001194	Prbf.g_00422	Syat.g_02515
OG0001195	Prbf.g_00421	Syat.g_02516
OG0001196	Prbf.g_00405	Syat.g_02398
OG0001197	Prbf.g_00403	Syat.g_02396
OG0001199	Prbf.g_01401	Syat.g_01475
OG0001200	Prbf.g_01403	Syat.g_01477
OG0001201	Prbf.g_01436	Syat.g_01572
OG0001202	Prbf.g_01534	Syat.g_02812
OG0001203	Prbf.g_01576	Syat.g_01447
OG0001204	Prbf.g_01582	Syat.g_01867
OG0001205	Prbf.g_01729	Syat.g_01287
OG0001206	Prbf.g_01749	Syat.g_03268
OG0001207	Prbf.g_01760	Syat.g_03162
OG0001208	Prbf.g_01765	Syat.g_03172
OG0001209	Prbf.g_01816	Syat.g_03273
OG0001210	Prbf.g_01821	Syat.g_00103
OG0001211	Prbf.g_01831	Syat.g_00078
OG0001213	Prbf.g_01913	Syat.g_03289
OG0001214	Prbf.g_00984	Syat.g_00128
OG0001216	Prbf.g_01251	Syat.g_00660
OG0001217	Prbf.g_00280	Syat.g_02587
OG0001218	Prbf.g_00855	Syat.g_01356
OG0001219	Prbf.g_01146	Syat.g_00629
OG0001220	Prbf.g_01189	Syat.g_01534
OG0001222	Prbf.g_01067	Syat.g_00597
OG0001223	Prbf.g_01099	Syat.g_00544
OG0001224	Prbf.g_01166	Syat.g_00804
OG0001225	Prbf.g_01168	Syat.g_00806
OG0001226	Prbf.g_01921	Syat.g_01485
OG0001228	Prbf.g_00968	Syat.g_00938
OG0001229	Prbf.g_00856	Syat.g_00981
OG0001230	Prbf.g_00150	Syat.g_01235
OG0001231	Prbf.g_01706	Syat.g_02327
OG0001232	Prbf.g_00670	Syat.g_03041
OG0001233	Prbf.g_00650	Syat.g_03012
OG0001234	Prbf.g_00613	Syat.g_02092
OG0001235	Prbf.g_00609	Syat.g_01838
OG0001236	Prbf.g_00520	Syat.g_02156
OG0001237	Prbf.g_00516	Syat.g_02161
OG0001238	Prbf.g_00439	Syat.g_02673
OG0001239	Prbf.g_01398	Syat.g_01472
OG0001240	Prbf.g_01419	Syat.g_01554
OG0001241	Prbf.g_01429	Syat.g_01564
OG0001242	Prbf.g_01449	Syat.g_02936
OG0001243	Prbf.g_01456	Syat.g_02928
OG0001244	Prbf.g_01471	Syat.g_02901
OG0001245	Prbf.g_00879	Syat.g_00212
OG0001247	Prbf.g_01279	Syat.g_01019
OG0001248	Prbf.g_01277	Syat.g_03159
OG0001249	Prbf.g_01675	Syat.g_01620
OG0001250	Prbf.g_01202	Syat.g_00739
OG0001251	Prbf.g_00837	Syat.g_00963, Syat.g_00621
OG0001252	Prbf.g_01161	Syat.g_00787
OG0001255	Prbf.g_00900	Syat.g_00843
OG0001256	Prbf.g_00246	Syat.g_03111
OG0001258	Prbf.g_00697	Syat.g_03119
OG0001259	Prbf.g_00652	Syat.g_03014
OG0001261	Prbf.g_00567	Syat.g_01791
OG0001263	Prbf.g_01458	Syat.g_02926
OG0001265	Prbf.g_01448	Syat.g_02938
OG0001266	Prbf.g_01538	Syat.g_02808
OG0001267	Prbf.g_01620	Syat.g_02060
OG0001268	Prbf.g_01683	Syat.g_01608
OG0001269	Prbf.g_01190	Syat.g_02369
OG0001270	Prbf.g_01718	Syat.g_02968
OG0001271	Prbf.g_01755	Syat.g_01374
OG0001272	Prbf.g_01769	Syat.g_03176
OG0001274	Prbf.g_01562	Syat.g_02727
OG0001275	Prbf.g_01089	Syat.g_00529
OG0001276	Prbf.g_01075	Syat.g_00705
OG0001277	Prbf.g_00417	Syat.g_03312
OG0001278	Prbf.g_00972	Syat.g_00895
OG0001279	Prbf.g_00339	Syat.g_01252
OG0001281	Prbf.g_00021	Syat.g_01159
OG0001282	Prbf.g_00096	Syat.g_02780
OG0001283	Prbf.g_00408	Syat.g_02403
OG0001286	Prbf.g_00554	Syat.g_01656
OG0001287	Prbf.g_00494	Syat.g_02208
OG0001288	Prbf.g_00483	Syat.g_02225
OG0001289	Prbf.g_01413	Syat.g_01527
OG0001290	Prbf.g_01428	Syat.g_01563
OG0001291	Prbf.g_01466	Syat.g_02916
OG0001292	Prbf.g_01587	Syat.g_01873
OG0001293	Prbf.g_01600	Syat.g_01995
OG0001295	Prbf.g_00824	Syat.g_00945
OG0001296	Prbf.g_01792	Syat.g_03217
OG0001297	Prbf.g_01797	Syat.g_03221
OG0001298	Prbf.g_01858	Syat.g_00043
OG0001299	Prbf.g_01015	Syat.g_00401
OG0001300	Prbf.g_01268	Syat.g_01025
OG0001303	Prbf.g_00731	Syat.g_00628
OG0001304	Prbf.g_01062	Syat.g_00690
OG0001305	Prbf.g_01174	Syat.g_00813
OG0001306	Prbf.g_00903	Syat.g_03234
OG0001307	Prbf.g_00070	Syat.g_02082
OG0001308	Prbf.g_00167	Syat.g_01176
OG0001309	Prbf.g_00274	Syat.g_01113
OG0001310	Prbf.g_00680	Syat.g_03066
OG0001311	Prbf.g_01073	Syat.g_00703
OG0001312	Prbf.g_01137	Syat.g_00615
OG0001314	Prbf.g_00372	Syat.g_00839, Syat.g_00137
OG0001315	Prbf.g_00865	Syat.g_01634
OG0001317	Prbf.g_01572	Syat.g_01451
OG0001318	Prbf.g_01596	Syat.g_01888
OG0001319	Prbf.g_01613	Syat.g_02048
OG0001323	Prbf.g_01802	Syat.g_01111
OG0001325	Prbf.g_01032	Syat.g_00664
OG0001327	Prbf.g_01332	Syat.g_00414
OG0001329	Prbf.g_00734	Syat.g_00097
OG0001331	Prbf.g_00101	Syat.g_01301
OG0001333	Prbf.g_00656	Syat.g_03018
OG0001337	Prbf.g_01670	Syat.g_01621
OG0001345	Prbf.g_00938	Syat.g_00290
OG0001348	Prbf.g_00826	Syat.g_03316
OG0001349	Prbf.g_00119	Syat.g_01220
OG0001351	Prbf.g_01741	Syat.g_01318
OG0001353	Prbf.g_01212	Syat.g_00717
OG0001354	Prbf.g_01107	Syat.g_00558
OG0001355	Prbf.g_01053	Syat.g_02589
OG0001356	Prbf.g_00705	Syat.g_01035
OG0001364	Prbf.g_00529	Syat.g_02143
OG0001365	Prbf.g_00446	Syat.g_02687
OG0001371	Prbf.g_01284	Syat.g_01490
OG0001379	Prbf.g_00032	Syat.g_01147
OG0001382	Prbf.g_00063	Syat.g_00101
OG0001394	Prbf.g_01305	Syat.g_00450
OG0001401	Prbf.g_01207	Syat.g_00721
OG0001402	Prbf.g_01907	Syat.g_03314
OG0001403	Prbf.g_01353	Syat.g_02307
OG0001409	Prbf.g_00926	Syat.g_01007
OG0001411	Prbf.g_01388	Syat.g_01188
OG0001415	Prbf.g_01569	Syat.g_00017
OG0001418	Prbf.g_01278	Syat.g_03267
OG0001421	Prbf.g_00247	Syat.g_03056
OG0001429	Prbf.g_01145	Syat.g_00627
OG0001430	Prbf.g_00854	Syat.g_03343
OG0001433	Prbf.g_00706	Syat.g_01429
OG0001434	Prbf.g_01300	Syat.g_00455
OG0001435	Prbf.g_01324	Syat.g_00422
OG0001437	Prbf.g_01568	Syat.g_00016
OG0001443	Prbf.g_00857	Syat.g_02649
OG0001451	Prbf.g_01178	Syat.g_02877
OG0001460	Prbf.g_00707	Syat.g_01430
OG0001461	Prbf.g_01379	Syat.g_01945
OG0001467	Prbf.g_00090	Syat.g_02457
OG0001476	Prbf.g_00925	Syat.g_02579, Syat.g_01012
OG0001477	Prbf.g_00316	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001484	Prbf.g_00262	Syat.g_02443
OG0001486	Prbf.g_00916	Syat.g_03258
OG0001487	Prbf.g_00197	Syat.g_01355
OG0001488	Prbf.g_00931	Syat.g_00301
OG0001489	Prbf.g_00543	Syat.g_01645
OG0001496	Prbf.g_00318	Syat.g_00316
OG0001497	Prbf.g_00317	Syat.g_00317
OG0001498	Prbf.g_01702	Syat.g_02954
OG0001505	Prbf.g_00313	Syat.g_01215
OG0001510	Prbf.g_00490, Prbf.g_00489	Syat.g_02214
OG0001511	Prbf.g_01440	Syat.g_01580
OG0001512	Prbf.g_00861	Syat.g_01445
OG0001513	Prbf.g_00761	Syat.g_01083
OG0001514	Prbf.g_00319	Syat.g_00315
OG0001515	Prbf.g_01270	Syat.g_00927
OG0001517	Prbf.g_01679	Syat.g_01613
OG0001518	Prbf.g_00437	Syat.g_02671
OG0001519	Prbf.g_00432	Syat.g_02646
OG0001522	Prbf.g_01211	Syat.g_00642
OG0001523	Prbf.g_00783	Syat.g_01089
OG0001524	Prbf.g_00782	Syat.g_01088
OG0001526	Prbf.g_01383	Syat.g_02907
OG0001527	Prbf.g_01844	Syat.g_00064
OG0001529	Prbf.g_01363	Syat.g_02294
OG0001530	Prbf.g_01439	Syat.g_01578
OG0001531	Prbf.g_01577	Syat.g_01444
OG0001532	Prbf.g_00949	Syat.g_00213
OG0001534	Prbf.g_01061	Syat.g_00689
OG0001535	Prbf.g_01077	Syat.g_00707
OG0001536	Prbf.g_01121	Syat.g_00589
OG0001537	Prbf.g_01308	Syat.g_00441
OG0001538	Prbf.g_01240	Syat.g_00484
OG0001539	Prbf.g_01330	Syat.g_00417
OG0001540	Prbf.g_01460	Syat.g_02924
OG0001541	Prbf.g_01514	Syat.g_02847
OG0001542	Prbf.g_01520	Syat.g_02837
OG0001543	Prbf.g_00040	Syat.g_03229
OG0001544	Prbf.g_00433	Syat.g_02647
OG0001545	Prbf.g_00418	Syat.g_02444, Syat.g_02433
OG0001549	Prbf.g_01180	Syat.g_00799
OG0001557	Prbf.g_01304	Syat.g_00451
OG0001559	Prbf.g_01438	Syat.g_01577
OG0001560	Prbf.g_01427	Syat.g_01562
OG0001561	Prbf.g_01071	Syat.g_00701
OG0001562	Prbf.g_01084	Syat.g_00523
OG0001563	Prbf.g_00559	Syat.g_01662
OG0001564	Prbf.g_01382	Syat.g_01209
OG0001574	Prbf.g_01842	Syat.g_00066
OG0001575	Prbf.g_01847	Syat.g_00061
OG0001576	Prbf.g_00012	Syat.g_01169
OG0001577	Prbf.g_00913	Syat.g_03255
OG0001580	Prbf.g_01370	Syat.g_02701
OG0001584	Prbf.g_01025	Syat.g_00468
OG0001587	Prbf.g_00633	Syat.g_02990
OG0001588	Prbf.g_01709	Syat.g_03195, Syat.g_02169
OG0001591	Prbf.g_01291	Syat.g_00411
OG0001592	Prbf.g_01369	Syat.g_02699
OG0001614	Prbf.g_00502	Syat.g_02197
OG0001616	Prbf.g_00941	Syat.g_00249
OG0001617	Prbf.g_01266	Syat.g_03212, Syat.g_03299
OG0001619	Prbf.g_01128	Syat.g_00600
OG0001620	Prbf.g_01687	Syat.g_01601
OG0001621	Prbf.g_01592	Syat.g_01883
OG0001622	Prbf.g_00409	Syat.g_02404
OG0001636	Prbf.g_01357	Syat.g_02302
OG0001638	Prbf.g_00682	Syat.g_03143
OG0001639	Prbf.g_00206	Syat.g_02981
OG0001640	Prbf.g_01158	Syat.g_00792
OG0001641	Prbf.g_01096	Syat.g_00540
OG0001642	Prbf.g_01191	Syat.g_00676
OG0001643	Prbf.g_00987	Syat.g_00131
OG0001644	Prbf.g_01042	Syat.g_00844
OG0001654	Prbf.g_00204	Syat.g_02983
OG0001657	Prbf.g_01489	Syat.g_02887
OG0001659	Prbf.g_00821	Syat.g_00219
OG0001669	Prbf.g_00008, Prbf.g_00751	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903
OG0001678	Prbf.g_00626	Syat.g_01859
OG0001679	Prbf.g_01674	Syat.g_02946
OG0001701	Prbf.g_01384	Syat.g_02905
OG0001717	Prbf.g_00323	Syat.g_02860
OG0001733	Prbf.g_00709	Syat.g_01048
OG0001769	Prbf.g_00866	Syat.g_00373
OG0001771	Prbf.g_00766	Syat.g_01094
OG0001807	Prbf.g_01381	Syat.g_02090
OG0001842	Prbf.g_00294	Syat.g_02421
OG0001930	Prbf.g_00293	Syat.g_02422
OG0001931	Prbf.g_00292	Syat.g_02424
OG0001955	Prbf.g_00813	Syat.g_01670
OG0001956	Prbf.g_01184	Syat.g_00959
OG0001977	Prbf.g_00427	Syat.g_02506
OG0001996	Prbf.g_01351	Syat.g_02309
OG0002003	Prbf.g_00288	Syat.g_01980
OG0002019	Prbf.g_00818	Syat.g_02199
OG0002052	Prbf.g_01066	Syat.g_01022
OG0002109	Prbf.g_00283	Syat.g_01923, Syat.g_01752
OG0002270	Prbf.g_00128	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351
OG0002340	Prbf.g_01544	Syat.g_02781
OG0002348	Prbf.g_00827	Syat.g_02603
OG0002384	Prbf.g_00722	Syat.g_00943
OG0002389	Prbf.g_00539	Syat.g_01641
OG0002436	Prbf.g_00763	Syat.g_01258, Syat.g_02488
OG0002821	Prbf.g_01385	Syat.g_02904
OG0002822	Prbf.g_01386	Syat.g_02906
