Orthogroup	Prbf	Syab
OG0001124	Prbf.g_01072	Syab.g_01310
OG0001125	Prbf.g_01070	Syab.g_01308
OG0001126	Prbf.g_01159	Syab.g_01231
OG0001127	Prbf.g_01160	Syab.g_01230
OG0001128	Prbf.g_01162	Syab.g_01227
OG0001129	Prbf.g_01163	Syab.g_01225
OG0001130	Prbf.g_01164	Syab.g_01224
OG0001131	Prbf.g_01705	Syab.g_01609
OG0001132	Prbf.g_00296	Syab.g_01790
OG0001133	Prbf.g_00094	Syab.g_01895
OG0001134	Prbf.g_00788	Syab.g_01748
OG0001136	Prbf.g_00915	Syab.g_00966
OG0001137	Prbf.g_00927	Syab.g_00990
OG0001138	Prbf.g_00948	Syab.g_01023
OG0001139	Prbf.g_00950	Syab.g_01025
OG0001140	Prbf.g_00951	Syab.g_01026
OG0001141	Prbf.g_00952	Syab.g_01027
OG0001142	Prbf.g_00953	Syab.g_01028
OG0001143	Prbf.g_00960	Syab.g_01037
OG0001144	Prbf.g_00965	Syab.g_01052
OG0001145	Prbf.g_00034	Syab.g_00928
OG0001146	Prbf.g_00022	Syab.g_00907
OG0001147	Prbf.g_00002	Syab.g_00716
OG0001148	Prbf.g_00097	Syab.g_02085
OG0001149	Prbf.g_00098	Syab.g_02084
OG0001150	Prbf.g_00099	Syab.g_02083
OG0001151	Prbf.g_00110	Syab.g_02070
OG0001152	Prbf.g_00111	Syab.g_02069
OG0001153	Prbf.g_00189	Syab.g_00731
OG0001154	Prbf.g_00190	Syab.g_00730
OG0001155	Prbf.g_00207	Syab.g_02171
OG0001156	Prbf.g_00210	Syab.g_02174
OG0001157	Prbf.g_00211	Syab.g_02175
OG0001158	Prbf.g_00212	Syab.g_02176
OG0001159	Prbf.g_00213	Syab.g_02177
OG0001160	Prbf.g_00239	Syab.g_02231
OG0001161	Prbf.g_00750	Syab.g_02797
OG0001162	Prbf.g_00812	Syab.g_00893
OG0001163	Prbf.g_00702	Syab.g_02241
OG0001164	Prbf.g_00698	Syab.g_02247
OG0001165	Prbf.g_00695	Syab.g_02252
OG0001166	Prbf.g_00674	Syab.g_02296
OG0001167	Prbf.g_00657	Syab.g_02322
OG0001168	Prbf.g_00655	Syab.g_02324
OG0001169	Prbf.g_00653	Syab.g_02326
OG0001170	Prbf.g_00651	Syab.g_02328
OG0001171	Prbf.g_00641	Syab.g_02339
OG0001172	Prbf.g_00625	Syab.g_00371
OG0001173	Prbf.g_00624	Syab.g_00372
OG0001174	Prbf.g_00616	Syab.g_00380
OG0001175	Prbf.g_00615	Syab.g_00381
OG0001176	Prbf.g_00607	Syab.g_00398
OG0001177	Prbf.g_00605	Syab.g_00396
OG0001178	Prbf.g_00688	Syab.g_02263
OG0001179	Prbf.g_00575	Syab.g_00427
OG0001180	Prbf.g_00552	Syab.g_00453
OG0001181	Prbf.g_00548	Syab.g_00457
OG0001182	Prbf.g_00540	Syab.g_00467
OG0001183	Prbf.g_00535	Syab.g_00474
OG0001184	Prbf.g_00517	Syab.g_00196
OG0001185	Prbf.g_00501	Syab.g_00119
OG0001186	Prbf.g_00476	Syab.g_00085
OG0001187	Prbf.g_00473	Syab.g_00081
OG0001188	Prbf.g_00471	Syab.g_00079
OG0001189	Prbf.g_00455	Syab.g_00058
OG0001190	Prbf.g_00450	Syab.g_02755
OG0001191	Prbf.g_00440	Syab.g_02771
OG0001192	Prbf.g_00435	Syab.g_02778
OG0001193	Prbf.g_00423	Syab.g_02827
OG0001194	Prbf.g_00422	Syab.g_02833
OG0001195	Prbf.g_00421	Syab.g_02834
OG0001196	Prbf.g_00405	Syab.g_02896
OG0001197	Prbf.g_00403	Syab.g_02898
OG0001198	Prbf.g_00396	Syab.g_02911
OG0001199	Prbf.g_01401	Syab.g_02440
OG0001200	Prbf.g_01403	Syab.g_02442
OG0001201	Prbf.g_01436	Syab.g_02501
OG0001202	Prbf.g_01534	Syab.g_02635
OG0001203	Prbf.g_01576	Syab.g_02369
OG0001204	Prbf.g_01582	Syab.g_00353
OG0001205	Prbf.g_01729	Syab.g_00593
OG0001206	Prbf.g_01749	Syab.g_00641
OG0001207	Prbf.g_01760	Syab.g_02088
OG0001208	Prbf.g_01765	Syab.g_02098
OG0001209	Prbf.g_01816	Syab.g_02038
OG0001210	Prbf.g_01821	Syab.g_02030
OG0001211	Prbf.g_01831	Syab.g_02013
OG0001212	Prbf.g_01878	Syab.g_01955
OG0001213	Prbf.g_01913	Syab.g_01886
OG0001214	Prbf.g_00984	Syab.g_01872
OG0001215	Prbf.g_01272	Syab.g_01171
OG0001216	Prbf.g_01251	Syab.g_01269
OG0001217	Prbf.g_00280	Syab.g_01464
OG0001218	Prbf.g_00855	Syab.g_00723
OG0001220	Prbf.g_01189	Syab.g_01737
OG0001221	Prbf.g_01309	Syab.g_01607
OG0001222	Prbf.g_01067	Syab.g_01396
OG0001223	Prbf.g_01099	Syab.g_01345
OG0001224	Prbf.g_01166	Syab.g_01214
OG0001225	Prbf.g_01168	Syab.g_01212
OG0001226	Prbf.g_01921	Syab.g_02450
OG0001227	Prbf.g_00870	Syab.g_00891
OG0001228	Prbf.g_00968	Syab.g_01697
OG0001229	Prbf.g_00856	Syab.g_01184
OG0001230	Prbf.g_00150	Syab.g_00791
OG0001231	Prbf.g_01706	Syab.g_00017
OG0001232	Prbf.g_00670	Syab.g_02306
OG0001233	Prbf.g_00650	Syab.g_02329
OG0001234	Prbf.g_00613	Syab.g_00385
OG0001235	Prbf.g_00609	Syab.g_00391
OG0001236	Prbf.g_00520	Syab.g_00200
OG0001237	Prbf.g_00516	Syab.g_00192
OG0001238	Prbf.g_00439	Syab.g_02773
OG0001239	Prbf.g_01398	Syab.g_02437
OG0001240	Prbf.g_01419	Syab.g_02484
OG0001241	Prbf.g_01429	Syab.g_02494
OG0001242	Prbf.g_01449	Syab.g_02525
OG0001243	Prbf.g_01456	Syab.g_02533
OG0001244	Prbf.g_01471	Syab.g_02561
OG0001245	Prbf.g_00879	Syab.g_01762
OG0001247	Prbf.g_01279	Syab.g_02825
OG0001248	Prbf.g_01277	Syab.g_01163
OG0001249	Prbf.g_01675	Syab.g_00514
OG0001250	Prbf.g_01202	Syab.g_01714
OG0001251	Prbf.g_00837	Syab.g_01816
OG0001252	Prbf.g_01161	Syab.g_01228
OG0001253	Prbf.g_01924	Syab.g_01761
OG0001254	Prbf.g_00786	Syab.g_01749
OG0001255	Prbf.g_00900	Syab.g_01846
OG0001256	Prbf.g_00246	Syab.g_02238
OG0001258	Prbf.g_00697	Syab.g_02250
OG0001259	Prbf.g_00652	Syab.g_02327
OG0001260	Prbf.g_00635	Syab.g_02350
OG0001261	Prbf.g_00567	Syab.g_00436
OG0001263	Prbf.g_01458	Syab.g_02536
OG0001265	Prbf.g_01448	Syab.g_02523
OG0001266	Prbf.g_01538	Syab.g_02639
OG0001267	Prbf.g_01620	Syab.g_00295
OG0001268	Prbf.g_01683	Syab.g_00529
OG0001269	Prbf.g_01190	Syab.g_01809
OG0001270	Prbf.g_01718	Syab.g_00579
OG0001271	Prbf.g_01755	Syab.g_00694
OG0001272	Prbf.g_01769	Syab.g_02102
OG0001273	Prbf.g_00978	Syab.g_01878
OG0001274	Prbf.g_01562	Syab.g_02706
OG0001275	Prbf.g_01089	Syab.g_01330
OG0001276	Prbf.g_01075	Syab.g_01313
OG0001277	Prbf.g_00417	Syab.g_02163
OG0001278	Prbf.g_00972	Syab.g_01152
OG0001279	Prbf.g_00339	Syab.g_01807
OG0001280	Prbf.g_00027	Syab.g_00918
OG0001281	Prbf.g_00021	Syab.g_00906
OG0001282	Prbf.g_00096	Syab.g_02086
OG0001283	Prbf.g_00408	Syab.g_02885
OG0001284	Prbf.g_00232	Syab.g_02211
OG0001285	Prbf.g_00667	Syab.g_02309
OG0001286	Prbf.g_00554	Syab.g_00451
OG0001287	Prbf.g_00494	Syab.g_00111
OG0001288	Prbf.g_00483	Syab.g_00094
OG0001289	Prbf.g_01413	Syab.g_02465
OG0001290	Prbf.g_01428	Syab.g_02493
OG0001291	Prbf.g_01466	Syab.g_02546
OG0001292	Prbf.g_01587	Syab.g_00348
OG0001293	Prbf.g_01600	Syab.g_00322
OG0001295	Prbf.g_00824	Syab.g_01215
OG0001296	Prbf.g_01792	Syab.g_02132
OG0001297	Prbf.g_01797	Syab.g_02136
OG0001298	Prbf.g_01858	Syab.g_01980
OG0001299	Prbf.g_01015	Syab.g_01557
OG0001300	Prbf.g_01268	Syab.g_01180
OG0001301	Prbf.g_01263	Syab.g_01197
OG0001302	Prbf.g_01150	Syab.g_01844
OG0001303	Prbf.g_00731	Syab.g_01424
OG0001304	Prbf.g_01062	Syab.g_01298
OG0001305	Prbf.g_01174	Syab.g_01204
OG0001306	Prbf.g_00903	Syab.g_00941
OG0001307	Prbf.g_00070	Syab.g_01552
OG0001308	Prbf.g_00167	Syab.g_00759
OG0001309	Prbf.g_00274	Syab.g_02142
OG0001310	Prbf.g_00680	Syab.g_02288
OG0001311	Prbf.g_01073	Syab.g_01311
OG0001312	Prbf.g_01137	Syab.g_01414
OG0001315	Prbf.g_00865	Syab.g_00472
OG0001316	Prbf.g_01470	Syab.g_02552
OG0001317	Prbf.g_01572	Syab.g_02373
OG0001318	Prbf.g_01596	Syab.g_00333
OG0001319	Prbf.g_01613	Syab.g_00306
OG0001321	Prbf.g_01735	Syab.g_00616
OG0001322	Prbf.g_01736	Syab.g_00617
OG0001323	Prbf.g_01802	Syab.g_02145
OG0001324	Prbf.g_01267	Syab.g_01181
OG0001325	Prbf.g_01032	Syab.g_01273
OG0001327	Prbf.g_01332	Syab.g_01643
OG0001328	Prbf.g_00045	Syab.g_01616
OG0001329	Prbf.g_00734	Syab.g_00361
OG0001330	Prbf.g_00263	Syab.g_00925
OG0001331	Prbf.g_00101	Syab.g_02081
OG0001332	Prbf.g_00203	Syab.g_02165
OG0001333	Prbf.g_00656	Syab.g_02323
OG0001334	Prbf.g_00532	Syab.g_00483
OG0001335	Prbf.g_00531	Syab.g_00484
OG0001337	Prbf.g_01670	Syab.g_00480, Syab.g_00502
OG0001338	Prbf.g_01673	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505
OG0001339	Prbf.g_01431	Syab.g_02496
OG0001340	Prbf.g_01671	Syab.g_00503
OG0001341	Prbf.g_00863	Syab.g_01779
OG0001343	Prbf.g_00840	Syab.g_00359
OG0001344	Prbf.g_00922	Syab.g_00974
OG0001345	Prbf.g_00938	Syab.g_01008
OG0001346	Prbf.g_00025	Syab.g_00914
OG0001348	Prbf.g_00826	Syab.g_01258
OG0001349	Prbf.g_00119	Syab.g_00150
OG0001351	Prbf.g_01741	Syab.g_00625
OG0001353	Prbf.g_01212	Syab.g_01702
OG0001354	Prbf.g_01107	Syab.g_01358
OG0001359	Prbf.g_00839	Syab.g_00360
OG0001362	Prbf.g_00171	Syab.g_00754
OG0001363	Prbf.g_00173	Syab.g_00752
OG0001364	Prbf.g_00529	Syab.g_00211
OG0001365	Prbf.g_00446	Syab.g_02760
OG0001369	Prbf.g_01418	Syab.g_02483
OG0001370	Prbf.g_01746	Syab.g_01831
OG0001375	Prbf.g_00841	Syab.g_00358
OG0001379	Prbf.g_00032	Syab.g_00923
OG0001381	Prbf.g_00893	Syab.g_01937
OG0001382	Prbf.g_00063	Syab.g_00393
OG0001394	Prbf.g_01305	Syab.g_01599
OG0001397	Prbf.g_00172	Syab.g_00753
OG0001398	Prbf.g_00801	Syab.g_02457
OG0001401	Prbf.g_01207	Syab.g_01708
OG0001402	Prbf.g_01907	Syab.g_01896
OG0001404	Prbf.g_01395	Syab.g_02433
OG0001407	Prbf.g_00059	Syab.g_01158
OG0001409	Prbf.g_00926	Syab.g_00988
OG0001410	Prbf.g_00069	Syab.g_01550
OG0001411	Prbf.g_01388	Syab.g_00147
OG0001414	Prbf.g_01567	Syab.g_01938
OG0001415	Prbf.g_01569	Syab.g_02471
OG0001419	Prbf.g_00060	Syab.g_01159
OG0001425	Prbf.g_00436	Syab.g_02777
OG0001428	Prbf.g_01506	Syab.g_02594
OG0001429	Prbf.g_01145	Syab.g_01423
OG0001430	Prbf.g_00854	Syab.g_02743
OG0001434	Prbf.g_01300	Syab.g_01594
OG0001435	Prbf.g_01324	Syab.g_01637
OG0001443	Prbf.g_00857	Syab.g_02794
OG0001448	Prbf.g_01739	Syab.g_01789
OG0001450	Prbf.g_01275	Syab.g_01081
OG0001461	Prbf.g_01379	Syab.g_01754
OG0001463	Prbf.g_01627	Syab.g_01104
OG0001467	Prbf.g_00090	Syab.g_00805
OG0001472	Prbf.g_01930	Syab.g_01800
OG0001476	Prbf.g_00925	Syab.g_00984
OG0001477	Prbf.g_00316	Syab.g_01191
OG0001481	Prbf.g_00046	Syab.g_00621
OG0001484	Prbf.g_00262	Syab.g_02849
OG0001486	Prbf.g_00916	Syab.g_00967
OG0001488	Prbf.g_00931	Syab.g_00994
OG0001489	Prbf.g_00543	Syab.g_00462
OG0001496	Prbf.g_00318	Syab.g_01188
OG0001497	Prbf.g_00317	Syab.g_01190
OG0001498	Prbf.g_01702	Syab.g_00552
OG0001505	Prbf.g_00313	Syab.g_00189
OG0001510	Prbf.g_00490, Prbf.g_00489	Syab.g_00103
OG0001511	Prbf.g_01440	Syab.g_02509
OG0001512	Prbf.g_00861	Syab.g_02368
OG0001513	Prbf.g_00761	Syab.g_00470
OG0001514	Prbf.g_00319	Syab.g_01187
OG0001515	Prbf.g_01270	Syab.g_01176
OG0001516	Prbf.g_01012	Syab.g_01554
OG0001517	Prbf.g_01679	Syab.g_00524
OG0001518	Prbf.g_00437	Syab.g_02775
OG0001519	Prbf.g_00432	Syab.g_02796
OG0001522	Prbf.g_01211	Syab.g_01703
OG0001525	Prbf.g_00728	Syab.g_01823
OG0001527	Prbf.g_01844	Syab.g_01998
OG0001529	Prbf.g_01363	Syab.g_00051
OG0001530	Prbf.g_01439	Syab.g_02507
OG0001531	Prbf.g_01577	Syab.g_02367
OG0001532	Prbf.g_00949	Syab.g_01024
OG0001534	Prbf.g_01061	Syab.g_01297
OG0001535	Prbf.g_01077	Syab.g_01316
OG0001536	Prbf.g_01121	Syab.g_01388
OG0001537	Prbf.g_01308	Syab.g_01606
OG0001538	Prbf.g_01240	Syab.g_01278
OG0001539	Prbf.g_01330	Syab.g_01641
OG0001540	Prbf.g_01460	Syab.g_02538
OG0001541	Prbf.g_01514	Syab.g_02603
OG0001542	Prbf.g_01520	Syab.g_02614
OG0001543	Prbf.g_00040	Syab.g_02686
OG0001544	Prbf.g_00433	Syab.g_02795
OG0001545	Prbf.g_00418	Syab.g_02874
OG0001557	Prbf.g_01304	Syab.g_01598
OG0001559	Prbf.g_01438	Syab.g_02506
OG0001560	Prbf.g_01427	Syab.g_02492
OG0001561	Prbf.g_01071	Syab.g_01309
OG0001562	Prbf.g_01084	Syab.g_01324
OG0001564	Prbf.g_01382	Syab.g_00177
OG0001565	Prbf.g_00364	Syab.g_01837
OG0001572	Prbf.g_00338	Syab.g_02215
OG0001574	Prbf.g_01842	Syab.g_02000
OG0001575	Prbf.g_01847	Syab.g_01995
OG0001576	Prbf.g_00012	Syab.g_00896
OG0001577	Prbf.g_00913	Syab.g_00964
OG0001579	Prbf.g_01668	Syab.g_00489, Syab.g_00494
OG0001580	Prbf.g_01370	Syab.g_02740
OG0001589	Prbf.g_00648	Syab.g_02331
OG0001591	Prbf.g_01291	Syab.g_01566
OG0001592	Prbf.g_01369	Syab.g_02741
OG0001614	Prbf.g_00502	Syab.g_00121
OG0001616	Prbf.g_00941	Syab.g_01013
OG0001617	Prbf.g_01266	Syab.g_01183
OG0001619	Prbf.g_01128	Syab.g_01399
OG0001620	Prbf.g_01687	Syab.g_00535
OG0001621	Prbf.g_01592	Syab.g_00337
OG0001622	Prbf.g_00409	Syab.g_02884
OG0001636	Prbf.g_01357	Syab.g_00041
OG0001638	Prbf.g_00682	Syab.g_02270
OG0001639	Prbf.g_00206	Syab.g_02170
OG0001640	Prbf.g_01158	Syab.g_01233
OG0001641	Prbf.g_01096	Syab.g_01341
OG0001642	Prbf.g_01191	Syab.g_02027
OG0001643	Prbf.g_00987	Syab.g_01869
OG0001644	Prbf.g_01042	Syab.g_01672
OG0001654	Prbf.g_00204	Syab.g_02168
OG0001656	Prbf.g_01667	Syab.g_00493
OG0001657	Prbf.g_01489	Syab.g_02575
OG0001658	Prbf.g_01365	Syab.g_02754
OG0001659	Prbf.g_00821	Syab.g_01020
OG0001669	Prbf.g_00008, Prbf.g_00751	Syab.g_02892
OG0001676	Prbf.g_01669	Syab.g_00492
OG0001678	Prbf.g_00626	Syab.g_00370
OG0001679	Prbf.g_01674	Syab.g_01425, Syab.g_02475
OG0001693	Prbf.g_00749	Syab.g_01209
OG0001709	Prbf.g_00133	Syab.g_00162
OG0001717	Prbf.g_00323	Syab.g_02588
OG0001747	Prbf.g_01710	Syab.g_02559
OG0001758	Prbf.g_00715	Syab.g_01483
OG0001770	Prbf.g_00778	Syab.g_01743
OG0001807	Prbf.g_01381	Syab.g_00215
OG0001875	Prbf.g_00716	Syab.g_01493
OG0001876	Prbf.g_00717	Syab.g_01494
OG0001917	Prbf.g_01076	Syab.g_01314
OG0001922	Prbf.g_00139	Syab.g_00153
OG0001965	Prbf.g_00759	Syab.g_02045
OG0002003	Prbf.g_00288	Syab.g_01175
OG0002106	Prbf.g_00054	Syab.g_00956
OG0002122	Prbf.g_00289	Syab.g_01174
OG0002177	Prbf.g_01918	Syab.g_01480
OG0002246	Prbf.g_00745	Syab.g_00563
OG0002340	Prbf.g_01544	Syab.g_02676
OG0002433	Prbf.g_00802	Syab.g_02671
OG0002663	Prbf.g_00714	Syab.g_00346
