Orthogroup	Prbn	Prax
OG0001130	Prbn.g_01860	Prax.g_01318
OG0001131	Prbn.g_01861	Prax.g_01319
OG0001132	Prbn.g_01862	Prax.g_01320
OG0001133	Prbn.g_01863	Prax.g_01321
OG0001134	Prbn.g_01864	Prax.g_01322
OG0001135	Prbn.g_01865	Prax.g_01323
OG0001136	Prbn.g_01866	Prax.g_01324
OG0001137	Prbn.g_01867	Prax.g_01325
OG0001138	Prbn.g_01868	Prax.g_01326
OG0001139	Prbn.g_01869	Prax.g_01327
OG0001140	Prbn.g_01870	Prax.g_01328
OG0001141	Prbn.g_01872	Prax.g_01330
OG0001142	Prbn.g_01873	Prax.g_01331
OG0001143	Prbn.g_01874	Prax.g_01332
OG0001144	Prbn.g_01876	Prax.g_01334
OG0001145	Prbn.g_01878	Prax.g_01336
OG0001146	Prbn.g_01879	Prax.g_01337
OG0001147	Prbn.g_01882	Prax.g_01339
OG0001148	Prbn.g_01883	Prax.g_01340
OG0001149	Prbn.g_01884	Prax.g_01341
OG0001150	Prbn.g_01887	Prax.g_01344
OG0001151	Prbn.g_01888	Prax.g_01345
OG0001152	Prbn.g_01889	Prax.g_01346
OG0001153	Prbn.g_01890	Prax.g_01347
OG0001154	Prbn.g_01891	Prax.g_01348
OG0001155	Prbn.g_01892	Prax.g_01349
OG0001156	Prbn.g_01893	Prax.g_01350
OG0001157	Prbn.g_01895	Prax.g_01352
OG0001158	Prbn.g_01897	Prax.g_01353
OG0001159	Prbn.g_01898	Prax.g_01354
OG0001160	Prbn.g_01899	Prax.g_01355
OG0001161	Prbn.g_01903	Prax.g_01358
OG0001162	Prbn.g_01904	Prax.g_01359
OG0001163	Prbn.g_01905	Prax.g_01360
OG0001164	Prbn.g_01906	Prax.g_01361
OG0001165	Prbn.g_01907	Prax.g_01362
OG0001166	Prbn.g_01908	Prax.g_01363
OG0001167	Prbn.g_01909	Prax.g_01364
OG0001168	Prbn.g_01911	Prax.g_01366
OG0001169	Prbn.g_01912	Prax.g_01367
OG0001170	Prbn.g_01916	Prax.g_01369
OG0001171	Prbn.g_01917	Prax.g_01370
OG0001172	Prbn.g_01918	Prax.g_01371
OG0001173	Prbn.g_01920	Prax.g_01373
OG0001174	Prbn.g_01017	Prax.g_01375
OG0001175	Prbn.g_01015	Prax.g_01377
OG0001176	Prbn.g_01013	Prax.g_01378
OG0001177	Prbn.g_01011	Prax.g_01380
OG0001178	Prbn.g_01010	Prax.g_01381
OG0001179	Prbn.g_01009	Prax.g_01382
OG0001180	Prbn.g_01008	Prax.g_01383
OG0001181	Prbn.g_01007	Prax.g_01384
OG0001182	Prbn.g_01006	Prax.g_01385
OG0001183	Prbn.g_01005	Prax.g_01386
OG0001184	Prbn.g_01004	Prax.g_01387
OG0001185	Prbn.g_01003	Prax.g_01388
OG0001186	Prbn.g_01001	Prax.g_01389
OG0001187	Prbn.g_01000	Prax.g_01390
OG0001188	Prbn.g_00999	Prax.g_01391
OG0001189	Prbn.g_00998	Prax.g_01392
OG0001190	Prbn.g_00997	Prax.g_01393
OG0001191	Prbn.g_00995	Prax.g_01395
OG0001192	Prbn.g_00993	Prax.g_01397
OG0001193	Prbn.g_00992	Prax.g_01398
OG0001194	Prbn.g_00991	Prax.g_01399
OG0001195	Prbn.g_00989	Prax.g_01400
OG0001196	Prbn.g_00987	Prax.g_01402
OG0001197	Prbn.g_00984	Prax.g_01405
OG0001198	Prbn.g_00983	Prax.g_01406
OG0001199	Prbn.g_00982	Prax.g_01407
OG0001200	Prbn.g_00981	Prax.g_01408
OG0001201	Prbn.g_00980	Prax.g_01409
OG0001202	Prbn.g_00979	Prax.g_01410
OG0001203	Prbn.g_00977	Prax.g_01412
OG0001204	Prbn.g_00975	Prax.g_01415
OG0001205	Prbn.g_00974	Prax.g_01416
OG0001206	Prbn.g_00973	Prax.g_01418
OG0001207	Prbn.g_00972	Prax.g_01419
OG0001208	Prbn.g_00971	Prax.g_01420
OG0001209	Prbn.g_00970	Prax.g_01421
OG0001210	Prbn.g_00969	Prax.g_01422
OG0001211	Prbn.g_00968	Prax.g_01423
OG0001212	Prbn.g_00967	Prax.g_01424
OG0001213	Prbn.g_00966	Prax.g_01425
OG0001214	Prbn.g_00965	Prax.g_01426
OG0001215	Prbn.g_00964	Prax.g_01427
OG0001216	Prbn.g_00963	Prax.g_01428
OG0001217	Prbn.g_00962	Prax.g_01429
OG0001218	Prbn.g_00961	Prax.g_01430
OG0001219	Prbn.g_00960	Prax.g_01431
OG0001220	Prbn.g_00959	Prax.g_01432
OG0001221	Prbn.g_00958	Prax.g_01433
OG0001222	Prbn.g_00957	Prax.g_01435
OG0001223	Prbn.g_00955	Prax.g_01437
OG0001224	Prbn.g_00953	Prax.g_01438
OG0001225	Prbn.g_00951	Prax.g_01440
OG0001226	Prbn.g_00950	Prax.g_01441
OG0001227	Prbn.g_00949	Prax.g_01442
OG0001228	Prbn.g_00948	Prax.g_01443
OG0001229	Prbn.g_00947	Prax.g_01444
OG0001230	Prbn.g_00946	Prax.g_01445
OG0001231	Prbn.g_00945	Prax.g_01446
OG0001232	Prbn.g_00943	Prax.g_01448
OG0001233	Prbn.g_00942	Prax.g_01449
OG0001234	Prbn.g_00941	Prax.g_01450
OG0001235	Prbn.g_00940	Prax.g_01451
OG0001236	Prbn.g_00939	Prax.g_01452
OG0001237	Prbn.g_00936	Prax.g_01454
OG0001238	Prbn.g_00935	Prax.g_01455
OG0001239	Prbn.g_00931	Prax.g_01458
OG0001240	Prbn.g_00930	Prax.g_01459
OG0001241	Prbn.g_00929	Prax.g_01460
OG0001242	Prbn.g_00927	Prax.g_01461
OG0001243	Prbn.g_00926	Prax.g_01462
OG0001244	Prbn.g_00925	Prax.g_01463
OG0001245	Prbn.g_00924	Prax.g_01464
OG0001246	Prbn.g_00923	Prax.g_01465
OG0001247	Prbn.g_00922	Prax.g_01466
OG0001248	Prbn.g_00921	Prax.g_01467
OG0001249	Prbn.g_00920	Prax.g_01468
OG0001250	Prbn.g_00917	Prax.g_01469
OG0001251	Prbn.g_00916	Prax.g_01470
OG0001252	Prbn.g_00915	Prax.g_01471
OG0001253	Prbn.g_00914	Prax.g_01472
OG0001254	Prbn.g_00912	Prax.g_01474
OG0001255	Prbn.g_00911	Prax.g_01475
OG0001256	Prbn.g_00908	Prax.g_01477
OG0001257	Prbn.g_00907	Prax.g_01478
OG0001258	Prbn.g_00906	Prax.g_01479
OG0001259	Prbn.g_00291	Prax.g_01481
OG0001260	Prbn.g_00292	Prax.g_01482
OG0001261	Prbn.g_00293	Prax.g_01483
OG0001262	Prbn.g_00294	Prax.g_01484
OG0001263	Prbn.g_00295	Prax.g_01485
OG0001264	Prbn.g_00296	Prax.g_01486
OG0001265	Prbn.g_00297	Prax.g_01487
OG0001266	Prbn.g_00298	Prax.g_01488
OG0001267	Prbn.g_00299	Prax.g_01489
OG0001268	Prbn.g_00300	Prax.g_01490
OG0001269	Prbn.g_01329	Prax.g_01126
OG0001270	Prbn.g_01279	Prax.g_01080
OG0001271	Prbn.g_01264	Prax.g_01068
OG0001272	Prbn.g_00048	Prax.g_00894
OG0001273	Prbn.g_00104	Prax.g_00840
OG0001274	Prbn.g_00632	Prax.g_00720
OG0001275	Prbn.g_00616	Prax.g_00703
OG0001276	Prbn.g_00525	Prax.g_00049
OG0001277	Prbn.g_01456	Prax.g_00429
OG0001278	Prbn.g_01493	Prax.g_00322
OG0001279	Prbn.g_01622	Prax.g_00560
OG0001280	Prbn.g_01375	Prax.g_01180
OG0001281	Prbn.g_00476	Prax.g_01229
OG0001282	Prbn.g_01103	Prax.g_01247
OG0001283	Prbn.g_01139	Prax.g_01252
OG0001284	Prbn.g_00823	Prax.g_00128
OG0001285	Prbn.g_01171	Prax.g_00184
OG0001286	Prbn.g_01186	Prax.g_00197
OG0001288	Prbn.g_00255	Prax.g_01688
OG0001289	Prbn.g_00268	Prax.g_01677
OG0001290	Prbn.g_00467	Prax.g_01635
OG0001291	Prbn.g_00865	Prax.g_01634
OG0001292	Prbn.g_00134	Prax.g_01629
OG0001293	Prbn.g_01114	Prax.g_01613
OG0001295	Prbn.g_01704	Prax.g_01591
OG0001296	Prbn.g_01736	Prax.g_01567
OG0001297	Prbn.g_01740	Prax.g_01563
OG0001298	Prbn.g_01743	Prax.g_01560
OG0001299	Prbn.g_01814	Prax.g_01265
OG0001300	Prbn.g_01750	Prax.g_01290
OG0001301	Prbn.g_01016	Prax.g_01376
OG0001302	Prbn.g_00985	Prax.g_01404
OG0001303	Prbn.g_00956	Prax.g_01436
OG0001306	Prbn.g_00676	Prax.g_00763
OG0001307	Prbn.g_00751	Prax.g_00283
OG0001308	Prbn.g_00706	Prax.g_00642
OG0001309	Prbn.g_00703	Prax.g_00645
OG0001311	Prbn.g_01328	Prax.g_01125
OG0001312	Prbn.g_01298	Prax.g_01099
OG0001313	Prbn.g_01291	Prax.g_01093
OG0001314	Prbn.g_00354	Prax.g_01019
OG0001315	Prbn.g_00306	Prax.g_00932
OG0001316	Prbn.g_00018	Prax.g_00923
OG0001317	Prbn.g_01104	Prax.g_00800
OG0001318	Prbn.g_00428	Prax.g_00096
OG0001319	Prbn.g_01126	Prax.g_00420
OG0001320	Prbn.g_01462	Prax.g_01195
OG0001321	Prbn.g_01467	Prax.g_01200
OG0001322	Prbn.g_00918	Prax.g_01237
OG0001323	Prbn.g_00954	Prax.g_00140
OG0001324	Prbn.g_00813	Prax.g_00144
OG0001325	Prbn.g_01024	Prax.g_00151
OG0001326	Prbn.g_00395	Prax.g_00228
OG0001327	Prbn.g_01214	Prax.g_01879
OG0001328	Prbn.g_00691	Prax.g_01631
OG0001330	Prbn.g_01804	Prax.g_01501
OG0001331	Prbn.g_01919	Prax.g_01372
OG0001332	Prbn.g_01276	Prax.g_01077
OG0001333	Prbn.g_00312	Prax.g_00980
OG0001334	Prbn.g_00146	Prax.g_00734
OG0001335	Prbn.g_01633	Prax.g_01221
OG0001336	Prbn.g_01937	Prax.g_01240
OG0001337	Prbn.g_00774	Prax.g_01255
OG0001338	Prbn.g_00876	Prax.g_01929
OG0001339	Prbn.g_01079	Prax.g_01894
OG0001340	Prbn.g_00909	Prax.g_01843
OG0001341	Prbn.g_00893	Prax.g_01638
OG0001342	Prbn.g_01686, Prbn.g_01718	Prax.g_01627
OG0001343	Prbn.g_01741	Prax.g_01562
OG0001344	Prbn.g_01793	Prax.g_01512
OG0001345	Prbn.g_01885	Prax.g_01342
OG0001346	Prbn.g_00994	Prax.g_01396
OG0001348	Prbn.g_01289	Prax.g_01090
OG0001349	Prbn.g_01299	Prax.g_01100
OG0001350	Prbn.g_01065	Prax.g_01074
OG0001351	Prbn.g_00350	Prax.g_01015
OG0001352	Prbn.g_00014	Prax.g_00927
OG0001353	Prbn.g_00027	Prax.g_00914
OG0001354	Prbn.g_00047	Prax.g_00895
OG0001355	Prbn.g_00110	Prax.g_00834
OG0001357	Prbn.g_00679	Prax.g_00766
OG0001358	Prbn.g_00642	Prax.g_00730
OG0001359	Prbn.g_00628	Prax.g_00716
OG0001360	Prbn.g_00605	Prax.g_00692
OG0001361	Prbn.g_00600	Prax.g_00687
OG0001362	Prbn.g_00539	Prax.g_00037
OG0001363	Prbn.g_00326	Prax.g_00939
OG0001364	Prbn.g_01455	Prax.g_00389
OG0001365	Prbn.g_01503	Prax.g_00332
OG0001366	Prbn.g_01932	Prax.g_00544
OG0001367	Prbn.g_01390	Prax.g_01157
OG0001368	Prbn.g_01376	Prax.g_01179
OG0001369	Prbn.g_01655	Prax.g_00165
OG0001370	Prbn.g_01656	Prax.g_00166
OG0001371	Prbn.g_00416	Prax.g_00250
OG0001372	Prbn.g_00810	Prax.g_01957
OG0001373	Prbn.g_00287	Prax.g_01658
OG0001374	Prbn.g_00721	Prax.g_01260
OG0001375	Prbn.g_01783	Prax.g_01522
OG0001377	Prbn.g_00986	Prax.g_01403
OG0001378	Prbn.g_01374	Prax.g_01181
OG0001379	Prbn.g_00711	Prax.g_00638
OG0001380	Prbn.g_00709	Prax.g_00639
OG0001381	Prbn.g_01334	Prax.g_00658
OG0001382	Prbn.g_01281	Prax.g_01083
OG0001383	Prbn.g_00316	Prax.g_00984
OG0001384	Prbn.g_00023	Prax.g_00919
OG0001385	Prbn.g_00040	Prax.g_00903
OG0001386	Prbn.g_00253	Prax.g_00811
OG0001388	Prbn.g_01566	Prax.g_00775, Prax.g_00507
OG0001390	Prbn.g_00650	Prax.g_00741
OG0001392	Prbn.g_00603	Prax.g_00690
OG0001393	Prbn.g_00595	Prax.g_00682
OG0001394	Prbn.g_00842	Prax.g_00976
OG0001395	Prbn.g_01590	Prax.g_00968
OG0001396	Prbn.g_01588	Prax.g_00966
OG0001397	Prbn.g_01582	Prax.g_00960
OG0001398	Prbn.g_00859	Prax.g_00480
OG0001399	Prbn.g_01452	Prax.g_00387
OG0001400	Prbn.g_01933	Prax.g_00543
OG0001401	Prbn.g_01931	Prax.g_00545
OG0001402	Prbn.g_01616	Prax.g_00566
OG0001403	Prbn.g_01613	Prax.g_00569
OG0001404	Prbn.g_01707	Prax.g_01161
OG0001405	Prbn.g_01363	Prax.g_01189
OG0001406	Prbn.g_01475	Prax.g_01208
OG0001407	Prbn.g_01941	Prax.g_01218
OG0001408	Prbn.g_01117	Prax.g_01227
OG0001409	Prbn.g_01019	Prax.g_01234
OG0001410	Prbn.g_01174	Prax.g_00186
OG0001411	Prbn.g_00821	Prax.g_01926
OG0001412	Prbn.g_01083	Prax.g_01898
OG0001413	Prbn.g_01360	Prax.g_01872
OG0001414	Prbn.g_01241	Prax.g_01862
OG0001415	Prbn.g_00254	Prax.g_01689
OG0001416	Prbn.g_00257	Prax.g_01686
OG0001417	Prbn.g_00892	Prax.g_01637
OG0001418	Prbn.g_01666	Prax.g_01624
OG0001421	Prbn.g_01438	Prax.g_00601
OG0001424	Prbn.g_01136	Prax.g_00633
OG0001426	Prbn.g_01359	Prax.g_00809
OG0001428	Prbn.g_00796	Prax.g_00431
OG0001429	Prbn.g_00822	Prax.g_00417
OG0001430	Prbn.g_01446	Prax.g_00383
OG0001431	Prbn.g_01929	Prax.g_00547
OG0001432	Prbn.g_01924	Prax.g_00551
OG0001433	Prbn.g_00805	Prax.g_01224
OG0001434	Prbn.g_00801	Prax.g_00167
OG0001436	Prbn.g_01121	Prax.g_01618
OG0001437	Prbn.g_00148	Prax.g_01610
OG0001440	Prbn.g_01681	Prax.g_00801
OG0001441	Prbn.g_01408	Prax.g_01139
OG0001442	Prbn.g_01029	Prax.g_01172
OG0001443	Prbn.g_01021	Prax.g_01225
OG0001444	Prbn.g_01118	Prax.g_01228
OG0001445	Prbn.g_01153	Prax.g_01625
OG0001446	Prbn.g_01733	Prax.g_00527
OG0001449	Prbn.g_01639	Prax.g_00131
OG0001451	Prbn.g_01170	Prax.g_00183
OG0001452	Prbn.g_01209	Prax.g_00219
OG0001460	Prbn.g_00658	Prax.g_00806
OG0001462	Prbn.g_01138	Prax.g_00785
OG0001466	Prbn.g_01557	Prax.g_00940
OG0001467	Prbn.g_01235	Prax.g_00394
OG0001468	Prbn.g_01513	Prax.g_00341
OG0001469	Prbn.g_00472	Prax.g_00310
OG0001470	Prbn.g_01149	Prax.g_01171
OG0001471	Prbn.g_00652	Prax.g_01217
OG0001475	Prbn.g_00877	Prax.g_01921
OG0001478	Prbn.g_01910	Prax.g_01365
OG0001479	Prbn.g_01187	Prax.g_00198
OG0001486	Prbn.g_01453	Prax.g_00302
OG0001487	Prbn.g_00852	Prax.g_00593
OG0001496	Prbn.g_01090	Prax.g_01905
OG0001497	Prbn.g_00716	Prax.g_01822
OG0001498	Prbn.g_01806	Prax.g_01258
OG0001499	Prbn.g_00459	Prax.g_01280
OG0001500	Prbn.g_01601	Prax.g_00581
OG0001501	Prbn.g_00490	Prax.g_00412
OG0001503	Prbn.g_00382	Prax.g_01046
OG0001504	Prbn.g_01808	Prax.g_00778
OG0001506	Prbn.g_00136	Prax.g_00436
OG0001508	Prbn.g_01516	Prax.g_00344
OG0001509	Prbn.g_01512	Prax.g_00340
OG0001523	Prbn.g_01606	Prax.g_00576
OG0001524	Prbn.g_00128	Prax.g_01163
OG0001525	Prbn.g_01142	Prax.g_01242
OG0001527	Prbn.g_01710	Prax.g_01626
OG0001535	Prbn.g_00132	Prax.g_00788
OG0001536	Prbn.g_01732	Prax.g_00526
OG0001537	Prbn.g_00720	Prax.g_01261
OG0001538	Prbn.g_01665, Prbn.g_01041	Prax.g_01578
OG0001541	Prbn.g_01926	Prax.g_00549
OG0001545	Prbn.g_01731	Prax.g_00525
OG0001556	Prbn.g_00176	Prax.g_01817
OG0001573	Prbn.g_01040	Prax.g_01961, Prax.g_00435
OG0001588	Prbn.g_00811	Prax.g_01964
OG0001592	Prbn.g_00188	Prax.g_01821
OG0001593	Prbn.g_00179	Prax.g_01813
OG0001599	Prbn.g_00725	Prax.g_01569
OG0001616	Prbn.g_01658	Prax.g_01585
OG0001626	Prbn.g_00194	Prax.g_01884
OG0001702	Prbn.g_00688	Prax.g_01756
OG0001704	Prbn.g_00722	Prax.g_00489
OG0001740	Prbn.g_01605	Prax.g_00577
OG0001796	Prbn.g_00686	Prax.g_01773
OG0001827	Prbn.g_01682	Prax.g_00495
OG0001903	Prbn.g_00181	Prax.g_01810
OG0001946	Prbn.g_00177	Prax.g_01816
OG0001958	Prbn.g_01062	Prax.g_01764
OG0001959	Prbn.g_01063	Prax.g_01765
OG0001960	Prbn.g_01064	Prax.g_01766
OG0002020	Prbn.g_00193	Prax.g_01837
OG0002081	Prbn.g_00140	Prax.g_00503
OG0002158	Prbn.g_01715	Prax.g_01574
