Orthogroup	Syar	Prbc
OG0001091	Syar.g_01580	Prbc.g_01790
OG0001092	Syar.g_01578	Prbc.g_01791
OG0001093	Syar.g_01572	Prbc.g_01796
OG0001094	Syar.g_02633	Prbc.g_01852
OG0001095	Syar.g_02653	Prbc.g_01871
OG0001096	Syar.g_02476	Prbc.g_01886
OG0001097	Syar.g_01823	Prbc.g_01906
OG0001098	Syar.g_01672	Prbc.g_01923
OG0001099	Syar.g_00035	Prbc.g_01962
OG0001100	Syar.g_01625	Prbc.g_01969
OG0001101	Syar.g_01623	Prbc.g_01971
OG0001102	Syar.g_01620	Prbc.g_01974
OG0001103	Syar.g_01618	Prbc.g_01976
OG0001104	Syar.g_02616	Prbc.g_01838
OG0001105	Syar.g_02620	Prbc.g_01842
OG0001106	Syar.g_02553	Prbc.g_02024
OG0001107	Syar.g_02541	Prbc.g_02034
OG0001109	Syar.g_02529	Prbc.g_02039
OG0001110	Syar.g_02527	Prbc.g_02041
OG0001111	Syar.g_02525	Prbc.g_02042
OG0001112	Syar.g_02523	Prbc.g_02043
OG0001113	Syar.g_02522	Prbc.g_02044
OG0001114	Syar.g_02521	Prbc.g_02045
OG0001115	Syar.g_02519	Prbc.g_02047
OG0001116	Syar.g_02517	Prbc.g_02048
OG0001117	Syar.g_02516	Prbc.g_02049
OG0001118	Syar.g_02515	Prbc.g_02050
OG0001119	Syar.g_02513	Prbc.g_02051
OG0001120	Syar.g_02507	Prbc.g_02052
OG0001122	Syar.g_01803	Prbc.g_02081
OG0001123	Syar.g_01796	Prbc.g_02086
OG0001124	Syar.g_01793	Prbc.g_02088
OG0001125	Syar.g_01791	Prbc.g_02090
OG0001126	Syar.g_01375	Prbc.g_02101
OG0001127	Syar.g_01374	Prbc.g_02102
OG0001128	Syar.g_01371	Prbc.g_02105
OG0001129	Syar.g_01369	Prbc.g_02106
OG0001130	Syar.g_01368	Prbc.g_02107
OG0001131	Syar.g_02448	Prbc.g_01941
OG0001132	Syar.g_00684	Prbc.g_02152
OG0001133	Syar.g_02249	Prbc.g_02128
OG0001134	Syar.g_02235	Prbc.g_00896
OG0001135	Syar.g_02232	Prbc.g_00899
OG0001136	Syar.g_01536	Prbc.g_01449
OG0001137	Syar.g_01944	Prbc.g_01436
OG0001138	Syar.g_01977	Prbc.g_01416
OG0001139	Syar.g_01980	Prbc.g_01414
OG0001140	Syar.g_01981	Prbc.g_01413
OG0001141	Syar.g_01982	Prbc.g_01412
OG0001142	Syar.g_01983	Prbc.g_01411
OG0001143	Syar.g_01698	Prbc.g_01404
OG0001144	Syar.g_01707	Prbc.g_01399
OG0001145	Syar.g_02769	Prbc.g_00558
OG0001146	Syar.g_02782	Prbc.g_00570
OG0001147	Syar.g_01276	Prbc.g_00589
OG0001148	Syar.g_01459	Prbc.g_00659
OG0001149	Syar.g_01458	Prbc.g_00660
OG0001150	Syar.g_01457	Prbc.g_00661
OG0001151	Syar.g_01238	Prbc.g_00672
OG0001152	Syar.g_01237	Prbc.g_00673
OG0001153	Syar.g_01398	Prbc.g_00739
OG0001154	Syar.g_01397	Prbc.g_00740
OG0001155	Syar.g_01211	Prbc.g_00756
OG0001156	Syar.g_01185	Prbc.g_00759
OG0001157	Syar.g_01184	Prbc.g_00760
OG0001158	Syar.g_01183	Prbc.g_00761
OG0001159	Syar.g_01182	Prbc.g_00762
OG0001160	Syar.g_02908	Prbc.g_00787
OG0001161	Syar.g_00382	Prbc.g_01485
OG0001162	Syar.g_03081	Prbc.g_00799
OG0001163	Syar.g_02917	Prbc.g_00825
OG0001164	Syar.g_02922	Prbc.g_00829
OG0001165	Syar.g_02927	Prbc.g_00831
OG0001166	Syar.g_02959	Prbc.g_00849
OG0001167	Syar.g_02982	Prbc.g_00867
OG0001168	Syar.g_02983	Prbc.g_00868
OG0001169	Syar.g_02985	Prbc.g_00870
OG0001170	Syar.g_02987	Prbc.g_00872
OG0001171	Syar.g_02999	Prbc.g_00882
OG0001172	Syar.g_00143	Prbc.g_00937
OG0001173	Syar.g_00142	Prbc.g_00938
OG0001174	Syar.g_00134	Prbc.g_00946
OG0001175	Syar.g_00133	Prbc.g_00947
OG0001176	Syar.g_01025	Prbc.g_00959
OG0001177	Syar.g_01023	Prbc.g_00957
OG0001178	Syar.g_02943	Prbc.g_01309
OG0001179	Syar.g_01055	Prbc.g_00301
OG0001181	Syar.g_01082	Prbc.g_00274
OG0001182	Syar.g_01090	Prbc.g_00266
OG0001183	Syar.g_01096	Prbc.g_00247
OG0001184	Syar.g_00653	Prbc.g_00231
OG0001185	Syar.g_00614	Prbc.g_00216
OG0001186	Syar.g_00562	Prbc.g_00189
OG0001187	Syar.g_00548	Prbc.g_00966
OG0001188	Syar.g_00546	Prbc.g_00968
OG0001189	Syar.g_00525	Prbc.g_00985
OG0001190	Syar.g_00330	Prbc.g_00990
OG0001191	Syar.g_00349	Prbc.g_01000
OG0001192	Syar.g_00356	Prbc.g_01005
OG0001193	Syar.g_00711	Prbc.g_01018
OG0001194	Syar.g_00622	Prbc.g_01019
OG0001195	Syar.g_00623	Prbc.g_01020
OG0001196	Syar.g_00453	Prbc.g_01054
OG0001197	Syar.g_00455	Prbc.g_01056
OG0001198	Syar.g_00467	Prbc.g_01066
OG0001199	Syar.g_03045	Prbc.g_00499
OG0001200	Syar.g_03047	Prbc.g_00497
OG0001201	Syar.g_03120	Prbc.g_00465
OG0001202	Syar.g_00991	Prbc.g_00372
OG0001203	Syar.g_03021	Prbc.g_00332
OG0001204	Syar.g_00154	Prbc.g_01141
OG0001205	Syar.g_02869	Prbc.g_01506
OG0001207	Syar.g_01462	Prbc.g_01536
OG0001208	Syar.g_01471	Prbc.g_01542
OG0001211	Syar.g_02323	Prbc.g_01630
OG0001212	Syar.g_02027	Prbc.g_01672
OG0001213	Syar.g_02239	Prbc.g_01706
OG0001214	Syar.g_02420	Prbc.g_01714
OG0001215	Syar.g_00965	Prbc.g_01772
OG0001216	Syar.g_01909	Prbc.g_01789
OG0001217	Syar.g_02852	Prbc.g_00521
OG0001218	Syar.g_01388	Prbc.g_01829
OG0001219	Syar.g_02585	Prbc.g_02005
OG0001222	Syar.g_02552	Prbc.g_01936
OG0001223	Syar.g_02505	Prbc.g_02053
OG0001224	Syar.g_01361	Prbc.g_02109
OG0001225	Syar.g_01929	Prbc.g_02111
OG0001226	Syar.g_03054	Prbc.g_00930
OG0001227	Syar.g_02213	Prbc.g_02133
OG0001230	Syar.g_02816	Prbc.g_00700
OG0001231	Syar.g_00485	Prbc.g_01833
OG0001232	Syar.g_02968	Prbc.g_00853
OG0001233	Syar.g_02988	Prbc.g_00873
OG0001235	Syar.g_01019	Prbc.g_00953
OG0001236	Syar.g_00657	Prbc.g_00234
OG0001237	Syar.g_00652	Prbc.g_00230
OG0001238	Syar.g_00351	Prbc.g_01001
OG0001239	Syar.g_03043	Prbc.g_00502
OG0001240	Syar.g_03101	Prbc.g_00480
OG0001241	Syar.g_03149, Syar.g_03112	Prbc.g_00471
OG0001242	Syar.g_00043	Prbc.g_00452
OG0001243	Syar.g_00051	Prbc.g_00445
OG0001244	Syar.g_00075	Prbc.g_00429
OG0001245	Syar.g_00999	Prbc.g_01317
OG0001246	Syar.g_01910	Prbc.g_01584
OG0001247	Syar.g_02024	Prbc.g_01765
OG0001248	Syar.g_02059	Prbc.g_01767
OG0001249	Syar.g_01113	Prbc.g_01230
OG0001251	Syar.g_02575	Prbc.g_00923
OG0001252	Syar.g_01372	Prbc.g_02104
OG0001253	Syar.g_02015	Prbc.g_00804
OG0001254	Syar.g_02233	Prbc.g_00898
OG0001255	Syar.g_01746	Prbc.g_01463
OG0001256	Syar.g_02915	Prbc.g_00795
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Prbc.g_00800
OG0001259	Syar.g_02986	Prbc.g_00871
OG0001260	Syar.g_03007	Prbc.g_00888
OG0001262	Syar.g_00527	Prbc.g_00983
OG0001263	Syar.g_00054	Prbc.g_00442
OG0001269	Syar.g_00688	Prbc.g_01912
OG0001273	Syar.g_02413	Prbc.g_01708
OG0001277	Syar.g_02250	Prbc.g_01042
OG0001279	Syar.g_02841	Prbc.g_00133
OG0001280	Syar.g_03317	Prbc.g_00565
OG0001282	Syar.g_01460, Syar.g_01351	Prbc.g_00658
OG0001283	Syar.g_00447	Prbc.g_01050
OG0001284	Syar.g_02900	Prbc.g_00781
OG0001285	Syar.g_02972	Prbc.g_00856
OG0001286	Syar.g_01077	Prbc.g_00280
OG0001287	Syar.g_00606	Prbc.g_00209
OG0001288	Syar.g_00591	Prbc.g_00198
OG0001289	Syar.g_03080	Prbc.g_00486
OG0001290	Syar.g_03111	Prbc.g_00472
OG0001294	Syar.g_01687	Prbc.g_01483, Prbc.g_00646
OG0001295	Syar.g_00693	Prbc.g_01471
OG0001296	Syar.g_01506	Prbc.g_01589
OG0001297	Syar.g_01510	Prbc.g_01594
OG0001299	Syar.g_01915	Prbc.g_01744
OG0001303	Syar.g_02583	Prbc.g_00092
OG0001304	Syar.g_01557	Prbc.g_02095
OG0001305	Syar.g_01937	Prbc.g_01931
OG0001306	Syar.g_01521	Prbc.g_01461
OG0001307	Syar.g_02591	Prbc.g_00586
OG0001308	Syar.g_02798	Prbc.g_00719
OG0001309	Syar.g_00360	Prbc.g_01598
OG0001310	Syar.g_02951	Prbc.g_00843
OG0001311	Syar.g_01795	Prbc.g_02087
OG0001312	Syar.g_02569	Prbc.g_02014
OG0001315	Syar.g_01094	Prbc.g_00249
OG0001317	Syar.g_03025	Prbc.g_00336
OG0001318	Syar.g_00186	Prbc.g_01152
OG0001325	Syar.g_01577	Prbc.g_01792
OG0001326	Syar.g_00632	Prbc.g_00915
OG0001327	Syar.g_01674	Prbc.g_01966
OG0001329	Syar.g_02337	Prbc.g_00803
OG0001331	Syar.g_01455	Prbc.g_00663
OG0001334	Syar.g_03166	Prbc.g_00244
OG0001336	Syar.g_00448	Prbc.g_01051
OG0001337	Syar.g_01112	Prbc.g_01224
OG0001339	Syar.g_03114	Prbc.g_00469
OG0001343	Syar.g_03210	Prbc.g_01956, Prbc.g_01957
OG0001345	Syar.g_01958	Prbc.g_01425
OG0001346	Syar.g_02778	Prbc.g_00567
OG0001347	Syar.g_00565, Syar.g_02401	Prbc.g_00181
OG0001348	Syar.g_02259	Prbc.g_02169
OG0001351	Syar.g_01420	Prbc.g_01515
OG0001354	Syar.g_02520	Prbc.g_02046
OG0001355	Syar.g_01912	Prbc.g_00802
OG0001356	Syar.g_00176	Prbc.g_00603
OG0001358	Syar.g_02262	Prbc.g_01697
OG0001359	Syar.g_03211	Prbc.g_01958
OG0001360	Syar.g_01961	Prbc.g_01423
OG0001365	Syar.g_00335	Prbc.g_00994
OG0001370	Syar.g_00013	Prbc.g_00170
OG0001371	Syar.g_03059	Prbc.g_01760
OG0001373	Syar.g_00631	Prbc.g_00914
OG0001374	Syar.g_00642	Prbc.g_00922
OG0001376	Syar.g_03203, Syar.g_02600	Prbc.g_01943
OG0001377	Syar.g_02599, Syar.g_03202	Prbc.g_01944
OG0001378	Syar.g_01174	Prbc.g_01495
OG0001385	Syar.g_00628	Prbc.g_00911
OG0001386	Syar.g_00629	Prbc.g_00912
OG0001387	Syar.g_00630	Prbc.g_00913
OG0001388	Syar.g_00635	Prbc.g_00916
OG0001389	Syar.g_00636	Prbc.g_00917
OG0001390	Syar.g_00637	Prbc.g_00918
OG0001391	Syar.g_00638	Prbc.g_00919
OG0001392	Syar.g_00640	Prbc.g_00920
OG0001393	Syar.g_00641	Prbc.g_00921
OG0001394	Syar.g_02608	Prbc.g_01993
OG0001395	Syar.g_01561	Prbc.g_02098
OG0001396	Syar.g_00566	Prbc.g_00180
OG0001401	Syar.g_01813	Prbc.g_01896
OG0001402	Syar.g_02252	Prbc.g_01701
OG0001403	Syar.g_00504	Prbc.g_01100
OG0001406	Syar.g_02601	Prbc.g_01942
OG0001408	Syar.g_02042	Prbc.g_02187
OG0001413	Syar.g_02062, Syar.g_02063	Prbc.g_01834
OG0001415	Syar.g_01553	Prbc.g_00340
OG0001417	Syar.g_01885	Prbc.g_01482
OG0001418	Syar.g_01546	Prbc.g_01766
OG0001420	Syar.g_02680	Prbc.g_00119
OG0001429	Syar.g_02582	Prbc.g_02006
OG0001430	Syar.g_03306	Prbc.g_01945
OG0001432	Syar.g_02064, Syar.g_02123	Prbc.g_02076
OG0001433	Syar.g_00173	Prbc.g_00602
OG0001434	Syar.g_02613	Prbc.g_01998
OG0001435	Syar.g_01621	Prbc.g_01973
OG0001437	Syar.g_01554	Prbc.g_00341
OG0001439	Syar.g_00824	Prbc.g_01199
OG0001441	Syar.g_02691	Prbc.g_01601
OG0001442	Syar.g_02622	Prbc.g_00689
OG0001443	Syar.g_00378	Prbc.g_00905
OG0001447	Syar.g_00052	Prbc.g_00444
OG0001450	Syar.g_00880	Prbc.g_01769
OG0001453	Syar.g_02498	Prbc.g_02056
OG0001454	Syar.g_02065, Syar.g_02122	Prbc.g_01310
OG0001456	Syar.g_00643	Prbc.g_01489
OG0001457	Syar.g_00644	Prbc.g_01488
OG0001458	Syar.g_00645	Prbc.g_01487
OG0001460	Syar.g_00172	Prbc.g_00601
OG0001461	Syar.g_02478	Prbc.g_00014
OG0001467	Syar.g_01745	Prbc.g_00514
OG0001470	Syar.g_02358, Syar.g_02369	Prbc.g_00187
OG0001471	Syar.g_00830	Prbc.g_01484
OG0001474	Syar.g_01125	Prbc.g_01251
OG0001475	Syar.g_02370	Prbc.g_00185
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Prbc.g_01438
OG0001477	Syar.g_02277	Prbc.g_00010
OG0001480	Syar.g_02013	Prbc.g_00151
OG0001482	Syar.g_02511	Prbc.g_02132
OG0001486	Syar.g_01537	Prbc.g_01448
OG0001487	Syar.g_01389	Prbc.g_00747
OG0001488	Syar.g_03222, Syar.g_01948	Prbc.g_01432
OG0001489	Syar.g_01087	Prbc.g_00269
OG0001495	Syar.g_01022	Prbc.g_00956
OG0001496	Syar.g_02279	Prbc.g_00008
OG0001497	Syar.g_02278	Prbc.g_00009
OG0001498	Syar.g_03286, Syar.g_01163	Prbc.g_01269
OG0001507	Syar.g_03257, Syar.g_01540	Prbc.g_00117
OG0001508	Syar.g_02372	Prbc.g_00188
OG0001510	Syar.g_00601	Prbc.g_00205
OG0001511	Syar.g_03129	Prbc.g_00461
OG0001512	Syar.g_03020	Prbc.g_00820
OG0001513	Syar.g_00995	Prbc.g_01112
OG0001514	Syar.g_02280	Prbc.g_00007
OG0001515	Syar.g_03266, Syar.g_02594	Prbc.g_01774
OG0001516	Syar.g_01918	Prbc.g_01741
OG0001517	Syar.g_01119	Prbc.g_01247
OG0001518	Syar.g_00353	Prbc.g_01003
OG0001519	Syar.g_00380, Syar.g_00002	Prbc.g_01008
OG0001528	Syar.g_02371	Prbc.g_00186
OG0001529	Syar.g_00518	Prbc.g_01119
OG0001530	Syar.g_03127	Prbc.g_00462
OG0001531	Syar.g_03019	Prbc.g_00331
OG0001532	Syar.g_01978	Prbc.g_01415
OG0001534	Syar.g_01558	Prbc.g_02096
OG0001535	Syar.g_01799	Prbc.g_02084
OG0001536	Syar.g_02544	Prbc.g_02032
OG0001537	Syar.g_02602	Prbc.g_01990
OG0001538	Syar.g_02644	Prbc.g_01863
OG0001539	Syar.g_01626	Prbc.g_01968
OG0001540	Syar.g_00056	Prbc.g_00440
OG0001541	Syar.g_00117	Prbc.g_00392
OG0001542	Syar.g_00128	Prbc.g_00386
OG0001543	Syar.g_00949	Prbc.g_01939
OG0001544	Syar.g_00379, Syar.g_00001	Prbc.g_01007
OG0001545	Syar.g_00865	Prbc.g_01041
OG0001549	Syar.g_02838	Prbc.g_01922
OG0001555	Syar.g_01689	Prbc.g_01362, Prbc.g_00822
OG0001557	Syar.g_02609	Prbc.g_01994
OG0001559	Syar.g_03126	Prbc.g_00463
OG0001560	Syar.g_03110	Prbc.g_00473
OG0001561	Syar.g_01792	Prbc.g_02089
OG0001562	Syar.g_02484	Prbc.g_02078
OG0001563	Syar.g_01072	Prbc.g_00285
OG0001570	Syar.g_02858	Prbc.g_00639
OG0001575	Syar.g_02306	Prbc.g_01645
OG0001576	Syar.g_02794	Prbc.g_00578
OG0001577	Syar.g_01534	Prbc.g_01451
OG0001578	Syar.g_00863	Prbc.g_00003
OG0001591	Syar.g_01685	Prbc.g_01751
OG0001613	Syar.g_01093	Prbc.g_00250
OG0001623	Syar.g_01109, Syar.g_01694, Syar.g_01104	Prbc.g_01226
OG0001634	Syar.g_01691	Prbc.g_01747
OG0001642	Syar.g_01387	Prbc.g_00597
OG0001644	Syar.g_01876	Prbc.g_01802
OG0001659	Syar.g_01973	Prbc.g_01419
OG0001661	Syar.g_00911	Prbc.g_02156
OG0001673	Syar.g_03028	Prbc.g_00338
OG0001692	Syar.g_02812	Prbc.g_00704
OG0001694	Syar.g_00227	Prbc.g_01174
OG0001695	Syar.g_00864	Prbc.g_01024
OG0001703	Syar.g_01463	Prbc.g_01537
OG0001713	Syar.g_02147	Prbc.g_02175
OG0001715	Syar.g_00804	Prbc.g_00154
OG0001738	Syar.g_00717	Prbc.g_01212
OG0001739	Syar.g_00862	Prbc.g_01023
OG0001769	Syar.g_02437	Prbc.g_01372
OG0001810	Syar.g_00071	Prbc.g_01783
OG0001816	Syar.g_01675	Prbc.g_01965
OG0001907	Syar.g_00072	Prbc.g_00430
OG0001915	Syar.g_00462	Prbc.g_01058
OG0001917	Syar.g_01798	Prbc.g_02085
OG0001923	Syar.g_00583, Syar.g_00267	Prbc.g_00515
OG0001954	Syar.g_02066	Prbc.g_00145
OG0001955	Syar.g_00733	Prbc.g_00547
OG0001974	Syar.g_00325	Prbc.g_00534
OG0001977	Syar.g_00703	Prbc.g_01014
OG0002020	Syar.g_00892	Prbc.g_01028
OG0002021	Syar.g_00425	Prbc.g_01030
OG0002022	Syar.g_00426	Prbc.g_01031
OG0002023	Syar.g_00427	Prbc.g_01032
OG0002024	Syar.g_00875, Syar.g_00004	Prbc.g_01034
OG0002054	Syar.g_00876	Prbc.g_01035
OG0002055	Syar.g_00872	Prbc.g_01040
OG0002131	Syar.g_00424	Prbc.g_01029
OG0002132	Syar.g_00866	Prbc.g_01033
OG0002229	Syar.g_00550	Prbc.g_00191
OG0002393	Syar.g_00817	Prbc.g_01560
OG0002506	Syar.g_01931	Prbc.g_00179, Prbc.g_01950
OG0002704	Syar.g_00551	Prbc.g_00192
OG0002724	Syar.g_00780, Syar.g_00770	Prbc.g_01572
OG0002808	Syar.g_00512	Prbc.g_01103
OG0002938	Syar.g_00581	Prbc.g_00183
OG0002939	Syar.g_00898	Prbc.g_01359
