Orthogroup	Syar	Praj
OG0001140	Syar.g_01981	Praj.g_01429
OG0001141	Syar.g_01982	Praj.g_01428
OG0001142	Syar.g_01983	Praj.g_01427
OG0001143	Syar.g_01698	Praj.g_01420
OG0001144	Syar.g_01707	Praj.g_01415
OG0001145	Syar.g_02769	Praj.g_01520
OG0001146	Syar.g_02782	Praj.g_01532
OG0001147	Syar.g_01276	Praj.g_01550
OG0001148	Syar.g_01459	Praj.g_01577
OG0001149	Syar.g_01458	Praj.g_01578
OG0001150	Syar.g_01457	Praj.g_01579
OG0001151	Syar.g_01238	Praj.g_01590
OG0001152	Syar.g_01237	Praj.g_01591
OG0001153	Syar.g_01398	Praj.g_01662
OG0001154	Syar.g_01397	Praj.g_01663
OG0001155	Syar.g_01211	Praj.g_01679
OG0001156	Syar.g_01185	Praj.g_01682
OG0001157	Syar.g_01184	Praj.g_01683
OG0001158	Syar.g_01183	Praj.g_01684
OG0001159	Syar.g_01182	Praj.g_01685
OG0001160	Syar.g_02908	Praj.g_01711
OG0001161	Syar.g_00382	Praj.g_01499
OG0001162	Syar.g_03081	Praj.g_01723
OG0001163	Syar.g_02917	Praj.g_01761
OG0001164	Syar.g_02922	Praj.g_01765
OG0001165	Syar.g_02927	Praj.g_01767
OG0001166	Syar.g_02959	Praj.g_01785
OG0001167	Syar.g_02982	Praj.g_01803
OG0001168	Syar.g_02983	Praj.g_01804
OG0001169	Syar.g_02985	Praj.g_01806
OG0001170	Syar.g_02987	Praj.g_01808
OG0001171	Syar.g_02999	Praj.g_01818
OG0001172	Syar.g_00143	Praj.g_01872
OG0001173	Syar.g_00142	Praj.g_01873
OG0001174	Syar.g_00134	Praj.g_01881
OG0001175	Syar.g_00133	Praj.g_01882
OG0001176	Syar.g_01025	Praj.g_01893
OG0001177	Syar.g_01023	Praj.g_01891
OG0001178	Syar.g_02943	Praj.g_01236
OG0001179	Syar.g_01055	Praj.g_01935
OG0001181	Syar.g_01082	Praj.g_01962
OG0001182	Syar.g_01090	Praj.g_01970
OG0001183	Syar.g_01096	Praj.g_01976
OG0001184	Syar.g_00653	Praj.g_01992
OG0001185	Syar.g_00614	Praj.g_02007
OG0001186	Syar.g_00562	Praj.g_02046
OG0001187	Syar.g_00548	Praj.g_02060
OG0001188	Syar.g_00546	Praj.g_02062
OG0001189	Syar.g_00525	Praj.g_02079
OG0001190	Syar.g_00330	Praj.g_02084
OG0001191	Syar.g_00349	Praj.g_02094
OG0001192	Syar.g_00356	Praj.g_02099
OG0001193	Syar.g_00711	Praj.g_02112
OG0001194	Syar.g_00622	Praj.g_02113
OG0001195	Syar.g_00623	Praj.g_02114
OG0001196	Syar.g_00453	Praj.g_02136
OG0001197	Syar.g_00455	Praj.g_02138
OG0001198	Syar.g_00467	Praj.g_02146
OG0001199	Syar.g_03045	Praj.g_00112
OG0001200	Syar.g_03047	Praj.g_00114
OG0001201	Syar.g_03120	Praj.g_00146
OG0001202	Syar.g_00991	Praj.g_00239
OG0001203	Syar.g_03021	Praj.g_00278
OG0001204	Syar.g_00154	Praj.g_00284
OG0001205	Syar.g_02869	Praj.g_00439
OG0001207	Syar.g_01462	Praj.g_00469
OG0001208	Syar.g_01471	Praj.g_00475
OG0001211	Syar.g_02323	Praj.g_00541
OG0001212	Syar.g_02027	Praj.g_00583
OG0001213	Syar.g_02239	Praj.g_00617
OG0001214	Syar.g_02420	Praj.g_00625
OG0001215	Syar.g_00965	Praj.g_00683
OG0001216	Syar.g_01909	Praj.g_00700
OG0001217	Syar.g_02852	Praj.g_00091
OG0001218	Syar.g_01388	Praj.g_00740
OG0001219	Syar.g_02585	Praj.g_00915
OG0001222	Syar.g_02552	Praj.g_00847
OG0001223	Syar.g_02505	Praj.g_00964
OG0001224	Syar.g_01361	Praj.g_01020
OG0001225	Syar.g_01929	Praj.g_01022
OG0001227	Syar.g_02213	Praj.g_01045
OG0001230	Syar.g_02816	Praj.g_01623
OG0001231	Syar.g_00485	Praj.g_00744
OG0001232	Syar.g_02968	Praj.g_01789
OG0001233	Syar.g_02988	Praj.g_01809
OG0001235	Syar.g_01019	Praj.g_01888
OG0001236	Syar.g_00657	Praj.g_01989
OG0001237	Syar.g_00652	Praj.g_01993
OG0001238	Syar.g_00351	Praj.g_02095
OG0001239	Syar.g_03043	Praj.g_00109
OG0001240	Syar.g_03101	Praj.g_00131
OG0001241	Syar.g_03149, Syar.g_03112	Praj.g_00140
OG0001242	Syar.g_00043	Praj.g_00159
OG0001243	Syar.g_00051	Praj.g_00166
OG0001244	Syar.g_00075	Praj.g_00182
OG0001245	Syar.g_00999	Praj.g_01244
OG0001246	Syar.g_01910	Praj.g_00496
OG0001247	Syar.g_02024	Praj.g_00676
OG0001248	Syar.g_02059	Praj.g_00678
OG0001249	Syar.g_01113	Praj.g_00373
OG0001251	Syar.g_02575	Praj.g_01858
OG0001252	Syar.g_01372	Praj.g_01015
OG0001253	Syar.g_02015	Praj.g_01728
OG0001254	Syar.g_02233	Praj.g_01834
OG0001255	Syar.g_01746	Praj.g_01477
OG0001256	Syar.g_02915	Praj.g_01719
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Praj.g_01724
OG0001259	Syar.g_02986	Praj.g_01807
OG0001260	Syar.g_03007	Praj.g_01824
OG0001262	Syar.g_00527	Praj.g_02077
OG0001263	Syar.g_00054	Praj.g_00169
OG0001269	Syar.g_00688	Praj.g_00824
OG0001273	Syar.g_02413	Praj.g_00619
OG0001277	Syar.g_02250	Praj.g_02123
OG0001279	Syar.g_02841	Praj.g_01155
OG0001280	Syar.g_03317	Praj.g_01527
OG0001281	Syar.g_02783	Praj.g_01533
OG0001282	Syar.g_01460, Syar.g_01351	Praj.g_01576
OG0001283	Syar.g_00447	Praj.g_02132
OG0001284	Syar.g_02900	Praj.g_01705
OG0001285	Syar.g_02972	Praj.g_01792
OG0001286	Syar.g_01077	Praj.g_01956
OG0001287	Syar.g_00606	Praj.g_02014
OG0001288	Syar.g_00591	Praj.g_02025
OG0001289	Syar.g_03080	Praj.g_00125
OG0001290	Syar.g_03111	Praj.g_00139
OG0001294	Syar.g_01687	Praj.g_01497, Praj.g_01564
OG0001295	Syar.g_00693	Praj.g_01485
OG0001296	Syar.g_01506	Praj.g_00501
OG0001297	Syar.g_01510	Praj.g_00506
OG0001299	Syar.g_01915	Praj.g_00655
OG0001303	Syar.g_02583	Praj.g_01344
OG0001304	Syar.g_01557	Praj.g_01006
OG0001305	Syar.g_01937	Praj.g_00842
OG0001306	Syar.g_01521	Praj.g_01475
OG0001307	Syar.g_02591	Praj.g_01547
OG0001308	Syar.g_02798	Praj.g_01642
OG0001309	Syar.g_00360	Praj.g_00510
OG0001310	Syar.g_02951	Praj.g_01779
OG0001311	Syar.g_01795	Praj.g_00998
OG0001312	Syar.g_02569	Praj.g_00924
OG0001315	Syar.g_01094	Praj.g_01974
OG0001317	Syar.g_03025	Praj.g_00274
OG0001318	Syar.g_00186	Praj.g_00295
OG0001325	Syar.g_01577	Praj.g_00703
OG0001326	Syar.g_00632	Praj.g_01850
OG0001327	Syar.g_01674	Praj.g_00876
OG0001329	Syar.g_02337	Praj.g_01727
OG0001331	Syar.g_01455	Praj.g_01581
OG0001334	Syar.g_03166	Praj.g_01979
OG0001336	Syar.g_00448	Praj.g_02133
OG0001337	Syar.g_01112	Praj.g_00367
OG0001339	Syar.g_03114	Praj.g_00142
OG0001343	Syar.g_03210	Praj.g_00867
OG0001345	Syar.g_01958	Praj.g_01441
OG0001346	Syar.g_02778	Praj.g_01529
OG0001347	Syar.g_00565	Praj.g_02039
OG0001348	Syar.g_02259	Praj.g_01082
OG0001351	Syar.g_01420	Praj.g_00448
OG0001354	Syar.g_02520	Praj.g_00956
OG0001355	Syar.g_01912	Praj.g_01726
OG0001356	Syar.g_00176	Praj.g_01119
OG0001358	Syar.g_02262	Praj.g_00608
OG0001359	Syar.g_03211	Praj.g_00868
OG0001360	Syar.g_01961	Praj.g_01439
OG0001365	Syar.g_00335	Praj.g_02088
OG0001370	Syar.g_00013	Praj.g_01193
OG0001371	Syar.g_03059	Praj.g_00671
OG0001373	Syar.g_00631	Praj.g_01849
OG0001374	Syar.g_00642	Praj.g_01857
OG0001376	Syar.g_03203, Syar.g_02600	Praj.g_00854
OG0001377	Syar.g_02599, Syar.g_03202	Praj.g_00855
OG0001378	Syar.g_01174	Praj.g_00428
OG0001385	Syar.g_00628	Praj.g_01846
OG0001386	Syar.g_00629	Praj.g_01847
OG0001387	Syar.g_00630	Praj.g_01848
OG0001388	Syar.g_00635	Praj.g_01851
OG0001389	Syar.g_00636	Praj.g_01852
OG0001390	Syar.g_00637	Praj.g_01853
OG0001391	Syar.g_00638	Praj.g_01854
OG0001392	Syar.g_00640	Praj.g_01855
OG0001393	Syar.g_00641	Praj.g_01856
OG0001394	Syar.g_02608	Praj.g_00903
OG0001395	Syar.g_01561	Praj.g_01009
OG0001396	Syar.g_02402, Syar.g_00566	Praj.g_02040
OG0001401	Syar.g_01813	Praj.g_00807
OG0001402	Syar.g_02252	Praj.g_00612
OG0001403	Syar.g_00504	Praj.g_00030
OG0001406	Syar.g_02601	Praj.g_00853
OG0001408	Syar.g_02042	Praj.g_00082
OG0001412	Syar.g_02400	Praj.g_02038
OG0001413	Syar.g_02062, Syar.g_02063	Praj.g_00745
OG0001415	Syar.g_01553	Praj.g_00270
OG0001417	Syar.g_01885	Praj.g_01496
OG0001418	Syar.g_01546	Praj.g_00677
OG0001420	Syar.g_02680	Praj.g_01142
OG0001429	Syar.g_02582	Praj.g_00916
OG0001430	Syar.g_03306	Praj.g_00856
OG0001432	Syar.g_02064, Syar.g_02123	Praj.g_00988
OG0001433	Syar.g_00173	Praj.g_01118
OG0001434	Syar.g_02613	Praj.g_00908
OG0001435	Syar.g_01621	Praj.g_00883
OG0001437	Syar.g_01554	Praj.g_00269
OG0001439	Syar.g_00824	Praj.g_00342
OG0001441	Syar.g_02691	Praj.g_00513
OG0001442	Syar.g_02622	Praj.g_01612
OG0001443	Syar.g_00378	Praj.g_01841
OG0001447	Syar.g_00052	Praj.g_00167
OG0001450	Syar.g_00880	Praj.g_00680
OG0001453	Syar.g_02498	Praj.g_00967
OG0001454	Syar.g_02065, Syar.g_02122	Praj.g_01237
OG0001456	Syar.g_00643	Praj.g_01503
OG0001457	Syar.g_00644	Praj.g_01502
OG0001458	Syar.g_00645	Praj.g_01501
OG0001459	Syar.g_00418, Syar.g_02047	Praj.g_01123
OG0001460	Syar.g_00172	Praj.g_01117
OG0001461	Syar.g_02478	Praj.g_01381
OG0001467	Syar.g_01745	Praj.g_00098
OG0001470	Syar.g_02358, Syar.g_02369	Praj.g_02057
OG0001471	Syar.g_00830	Praj.g_01498
OG0001474	Syar.g_01125	Praj.g_00385
OG0001475	Syar.g_02370	Praj.g_02052
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Praj.g_01454
OG0001477	Syar.g_02277	Praj.g_01370
OG0001480	Syar.g_02013	Praj.g_01173
OG0001482	Syar.g_02511	Praj.g_01044
OG0001487	Syar.g_01389	Praj.g_01670
OG0001488	Syar.g_03222, Syar.g_01948	Praj.g_01448
OG0001489	Syar.g_01087	Praj.g_01967
OG0001495	Syar.g_01022	Praj.g_01890
OG0001496	Syar.g_02279	Praj.g_01368
OG0001497	Syar.g_02278	Praj.g_01369
OG0001498	Syar.g_03286, Syar.g_01163	Praj.g_00404
OG0001504	Syar.g_02046	Praj.g_01124
OG0001507	Syar.g_03257, Syar.g_01540	Praj.g_01140
OG0001508	Syar.g_02372	Praj.g_02053
OG0001510	Syar.g_00601	Praj.g_02018
OG0001511	Syar.g_03129	Praj.g_00150
OG0001512	Syar.g_03020	Praj.g_01746
OG0001513	Syar.g_00995	Praj.g_00041
OG0001514	Syar.g_02280	Praj.g_01367
OG0001515	Syar.g_03266, Syar.g_02594	Praj.g_00685
OG0001516	Syar.g_01918	Praj.g_00652
OG0001517	Syar.g_01119	Praj.g_00381
OG0001518	Syar.g_00353	Praj.g_02097
OG0001519	Syar.g_00380, Syar.g_00002	Praj.g_02102
OG0001525	Syar.g_01315	Praj.g_01760, Praj.g_00060
OG0001528	Syar.g_02371	Praj.g_02056
OG0001529	Syar.g_00518	Praj.g_00045
OG0001530	Syar.g_03127	Praj.g_00149
OG0001531	Syar.g_03019	Praj.g_00279
OG0001532	Syar.g_01978	Praj.g_01431
OG0001534	Syar.g_01558	Praj.g_01007
OG0001535	Syar.g_01799	Praj.g_00996
OG0001536	Syar.g_02544	Praj.g_00942
OG0001537	Syar.g_02602	Praj.g_00900
OG0001538	Syar.g_02644	Praj.g_00774
OG0001539	Syar.g_01626	Praj.g_00878
OG0001540	Syar.g_00056	Praj.g_00171
OG0001541	Syar.g_00117	Praj.g_00219
OG0001542	Syar.g_00128	Praj.g_00225
OG0001543	Syar.g_00949	Praj.g_00850
OG0001544	Syar.g_00379, Syar.g_00001	Praj.g_02101
OG0001545	Syar.g_00865	Praj.g_02122
OG0001549	Syar.g_02838	Praj.g_00834
OG0001555	Syar.g_01689	Praj.g_01748
OG0001556	Syar.g_00177	Praj.g_01109
OG0001557	Syar.g_02609	Praj.g_00904
OG0001559	Syar.g_03126	Praj.g_00148
OG0001560	Syar.g_03110	Praj.g_00138
OG0001561	Syar.g_01792	Praj.g_01000
OG0001562	Syar.g_02484	Praj.g_00990
OG0001563	Syar.g_01072	Praj.g_01951
OG0001570	Syar.g_02858	Praj.g_01284
OG0001575	Syar.g_02306	Praj.g_00556
OG0001576	Syar.g_02794	Praj.g_01541
OG0001577	Syar.g_01534	Praj.g_01465
OG0001578	Syar.g_00863	Praj.g_01362
OG0001591	Syar.g_01685	Praj.g_00662
OG0001613	Syar.g_01093	Praj.g_01973
OG0001623	Syar.g_01109, Syar.g_01694, Syar.g_01104	Praj.g_00369
OG0001634	Syar.g_01691	Praj.g_00658
OG0001642	Syar.g_01387	Praj.g_01558
OG0001644	Syar.g_01876	Praj.g_00713
OG0001659	Syar.g_01973	Praj.g_01435
OG0001661	Syar.g_00911	Praj.g_01068
OG0001673	Syar.g_03028	Praj.g_00272
OG0001692	Syar.g_02812	Praj.g_01627
OG0001694	Syar.g_00227	Praj.g_00317
OG0001695	Syar.g_00864	Praj.g_02118
OG0001703	Syar.g_01463	Praj.g_00470
OG0001713	Syar.g_02147	Praj.g_01088
OG0001715	Syar.g_00804	Praj.g_01177
OG0001733	Syar.g_00179	Praj.g_01107
OG0001738	Syar.g_00717	Praj.g_00355
OG0001739	Syar.g_00862	Praj.g_02117
OG0001769	Syar.g_02437	Praj.g_01387
OG0001810	Syar.g_00071	Praj.g_00694
OG0001816	Syar.g_01675	Praj.g_00875
OG0001907	Syar.g_00072	Praj.g_00181
OG0001915	Syar.g_00462	Praj.g_02140
OG0001923	Syar.g_00583, Syar.g_00267	Praj.g_00097
OG0001954	Syar.g_02066	Praj.g_01167
OG0001955	Syar.g_00733	Praj.g_00077
OG0001977	Syar.g_00703	Praj.g_02108
OG0001978	Syar.g_02406, Syar.g_00571	Praj.g_00039, Praj.g_01754, Praj.g_01901, Praj.g_00421
OG0001991	Syar.g_01636	Praj.g_01120
OG0002227	Syar.g_00355	Praj.g_01111
OG0002229	Syar.g_00550	Praj.g_02033
OG0002344	Syar.g_00030, Syar.g_01149, Syar.g_01154	Praj.g_00398
OG0002506	Syar.g_01931	Praj.g_00861
OG0002704	Syar.g_00551	Praj.g_02032
OG0002724	Syar.g_00780, Syar.g_00770	Praj.g_00038
OG0002808	Syar.g_00512	Praj.g_00033
OG0003068	Syar.g_02355	Praj.g_01752, Praj.g_00422
OG0003418	Syar.g_02737	Praj.g_02045
