Orthogroup	Syar	Praa
OG0001145	Syar.g_02769	Praa.g_01310
OG0001146	Syar.g_02782	Praa.g_01322
OG0001147	Syar.g_01276	Praa.g_01352
OG0001148	Syar.g_01459	Praa.g_01368
OG0001149	Syar.g_01458	Praa.g_01369
OG0001150	Syar.g_01457	Praa.g_01370
OG0001151	Syar.g_01238	Praa.g_01381
OG0001152	Syar.g_01237	Praa.g_01382
OG0001153	Syar.g_01398	Praa.g_01508
OG0001154	Syar.g_01397	Praa.g_01509
OG0001155	Syar.g_01211	Praa.g_01521
OG0001156	Syar.g_01185	Praa.g_01524
OG0001157	Syar.g_01184	Praa.g_01525
OG0001158	Syar.g_01183	Praa.g_01526
OG0001159	Syar.g_01182	Praa.g_01527
OG0001160	Syar.g_02908	Praa.g_01552
OG0001161	Syar.g_00382	Praa.g_01565
OG0001162	Syar.g_03081	Praa.g_01576
OG0001163	Syar.g_02917	Praa.g_01627
OG0001164	Syar.g_02922	Praa.g_01631
OG0001165	Syar.g_02927	Praa.g_01634
OG0001166	Syar.g_02959	Praa.g_01654
OG0001167	Syar.g_02982	Praa.g_01672
OG0001168	Syar.g_02983	Praa.g_01674
OG0001169	Syar.g_02985	Praa.g_01676
OG0001170	Syar.g_02987	Praa.g_01678
OG0001171	Syar.g_02999	Praa.g_01688
OG0001172	Syar.g_00143	Praa.g_01702
OG0001173	Syar.g_00142	Praa.g_01703
OG0001174	Syar.g_00134	Praa.g_01711
OG0001175	Syar.g_00133	Praa.g_01712
OG0001176	Syar.g_01025	Praa.g_01719
OG0001177	Syar.g_01023	Praa.g_01722
OG0001178	Syar.g_02943	Praa.g_01727
OG0001179	Syar.g_01055	Praa.g_01759
OG0001181	Syar.g_01082	Praa.g_01785
OG0001182	Syar.g_01090	Praa.g_01792
OG0001183	Syar.g_01096	Praa.g_01797
OG0001184	Syar.g_00653	Praa.g_01813
OG0001185	Syar.g_00614	Praa.g_01827
OG0001186	Syar.g_00562	Praa.g_01850
OG0001187	Syar.g_00548	Praa.g_01854
OG0001188	Syar.g_00546	Praa.g_01857
OG0001189	Syar.g_00525	Praa.g_01874
OG0001190	Syar.g_00330	Praa.g_01878
OG0001191	Syar.g_00349	Praa.g_01888
OG0001192	Syar.g_00356	Praa.g_01892
OG0001193	Syar.g_00711	Praa.g_01902
OG0001194	Syar.g_00622	Praa.g_01903
OG0001195	Syar.g_00623	Praa.g_01904
OG0001196	Syar.g_00453	Praa.g_01917
OG0001197	Syar.g_00455	Praa.g_01918
OG0001198	Syar.g_00467	Praa.g_01925
OG0001199	Syar.g_03045	Praa.g_00074
OG0001200	Syar.g_03047	Praa.g_00076
OG0001201	Syar.g_03120	Praa.g_00108
OG0001202	Syar.g_00991	Praa.g_00199
OG0001203	Syar.g_03021	Praa.g_00238
OG0001204	Syar.g_00154	Praa.g_00243
OG0001205	Syar.g_02869	Praa.g_00444
OG0001207	Syar.g_01462	Praa.g_00477
OG0001208	Syar.g_01471	Praa.g_00482
OG0001211	Syar.g_02323	Praa.g_00551
OG0001212	Syar.g_02027	Praa.g_00596
OG0001213	Syar.g_02239	Praa.g_00629
OG0001214	Syar.g_02420	Praa.g_00637
OG0001215	Syar.g_00965	Praa.g_00690
OG0001216	Syar.g_01909	Praa.g_00713
OG0001217	Syar.g_02852	Praa.g_00751
OG0001218	Syar.g_01388	Praa.g_00758
OG0001219	Syar.g_02585	Praa.g_00791
OG0001222	Syar.g_02552	Praa.g_00956
OG0001223	Syar.g_02505	Praa.g_00982
OG0001224	Syar.g_01361	Praa.g_01035
OG0001225	Syar.g_01929	Praa.g_01037
OG0001226	Syar.g_03054	Praa.g_01064
OG0001227	Syar.g_02213	Praa.g_01083
OG0001230	Syar.g_02816	Praa.g_01468
OG0001231	Syar.g_00485	Praa.g_01574
OG0001232	Syar.g_02968	Praa.g_01658
OG0001233	Syar.g_02988	Praa.g_01679
OG0001235	Syar.g_01019	Praa.g_01724
OG0001236	Syar.g_00657	Praa.g_01810
OG0001237	Syar.g_00652	Praa.g_01814
OG0001238	Syar.g_00351	Praa.g_01889
OG0001239	Syar.g_03043	Praa.g_00071
OG0001240	Syar.g_03101	Praa.g_00093
OG0001241	Syar.g_03149, Syar.g_03112	Praa.g_00101
OG0001242	Syar.g_00043	Praa.g_00119
OG0001243	Syar.g_00051	Praa.g_00125
OG0001244	Syar.g_00075	Praa.g_00141
OG0001245	Syar.g_00999	Praa.g_00379
OG0001246	Syar.g_01910	Praa.g_00504
OG0001247	Syar.g_02024	Praa.g_00683
OG0001248	Syar.g_02059	Praa.g_00685
OG0001249	Syar.g_01113	Praa.g_00780
OG0001250	Syar.g_01819, Syar.g_03240	Praa.g_00845
OG0001251	Syar.g_02575	Praa.g_00893
OG0001252	Syar.g_01372	Praa.g_01030
OG0001253	Syar.g_02015	Praa.g_01084
OG0001254	Syar.g_02233	Praa.g_01129
OG0001255	Syar.g_01746	Praa.g_01144
OG0001256	Syar.g_02915	Praa.g_01567
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Praa.g_01573
OG0001258	Syar.g_02925	Praa.g_01632
OG0001259	Syar.g_02986	Praa.g_01677
OG0001260	Syar.g_03007	Praa.g_01694
OG0001262	Syar.g_00527	Praa.g_01872
OG0001265	Syar.g_00041	Praa.g_00118
OG0001266	Syar.g_00987	Praa.g_00203
OG0001267	Syar.g_00225	Praa.g_00280
OG0001268	Syar.g_01124	Praa.g_00339
OG0001269	Syar.g_00688	Praa.g_00358
OG0001270	Syar.g_01175	Praa.g_00434
OG0001271	Syar.g_01270	Praa.g_00472
OG0001272	Syar.g_01475	Praa.g_00486
OG0001273	Syar.g_02413	Praa.g_00631
OG0001274	Syar.g_00929	Praa.g_00703
OG0001275	Syar.g_02490	Praa.g_00992
OG0001276	Syar.g_01797	Praa.g_01014
OG0001277	Syar.g_02250	Praa.g_01072
OG0001278	Syar.g_01720	Praa.g_01209
OG0001279	Syar.g_02841	Praa.g_01257
OG0001280	Syar.g_03317	Praa.g_01317
OG0001281	Syar.g_02783	Praa.g_01323
OG0001282	Syar.g_01460, Syar.g_01351	Praa.g_01367
OG0001283	Syar.g_00447	Praa.g_01386
OG0001284	Syar.g_02900	Praa.g_01547
OG0001285	Syar.g_02972	Praa.g_01661
OG0001286	Syar.g_01077	Praa.g_01779
OG0001287	Syar.g_00606	Praa.g_01834
OG0001288	Syar.g_00591	Praa.g_01843
OG0001289	Syar.g_03080	Praa.g_00087
OG0001290	Syar.g_03111	Praa.g_00100
OG0001291	Syar.g_00064	Praa.g_00135
OG0001292	Syar.g_00160	Praa.g_00248
OG0001293	Syar.g_00198	Praa.g_00261
OG0001294	Syar.g_01687	Praa.g_00377
OG0001295	Syar.g_00693	Praa.g_00467
OG0001296	Syar.g_01506	Praa.g_00509
OG0001297	Syar.g_01510	Praa.g_00514
OG0001298	Syar.g_02210	Praa.g_00577
OG0001299	Syar.g_01915	Praa.g_00666
OG0001303	Syar.g_02583	Praa.g_00996
OG0001304	Syar.g_01557	Praa.g_01024
OG0001305	Syar.g_01937	Praa.g_01043
OG0001306	Syar.g_01521	Praa.g_01146
OG0001307	Syar.g_02591	Praa.g_01349
OG0001308	Syar.g_02798	Praa.g_01486
OG0001309	Syar.g_00360	Praa.g_01571
OG0001310	Syar.g_02951	Praa.g_01647
OG0001315	Syar.g_01094	Praa.g_00062
OG0001317	Syar.g_03025	Praa.g_00234
OG0001318	Syar.g_00186	Praa.g_00256
OG0001319	Syar.g_00215	Praa.g_00272
OG0001325	Syar.g_01577	Praa.g_00716
OG0001326	Syar.g_00632	Praa.g_00881
OG0001327	Syar.g_01674	Praa.g_01055
OG0001329	Syar.g_02337	Praa.g_01123
OG0001331	Syar.g_01455	Praa.g_01372
OG0001334	Syar.g_03166	Praa.g_01800
OG0001336	Syar.g_00448	Praa.g_01914
OG0001339	Syar.g_03114	Praa.g_00103
OG0001343	Syar.g_03210	Praa.g_00890
OG0001345	Syar.g_01958	Praa.g_01178
OG0001346	Syar.g_02778	Praa.g_01319
OG0001347	Syar.g_00565, Syar.g_02401	Praa.g_01429
OG0001348	Syar.g_02259	Praa.g_01595
OG0001351	Syar.g_01420	Praa.g_00453
OG0001353	Syar.g_01809	Praa.g_00836
OG0001354	Syar.g_02520	Praa.g_00974
OG0001355	Syar.g_01912	Praa.g_01605
OG0001358	Syar.g_02262	Praa.g_00620
OG0001359	Syar.g_03211	Praa.g_00891
OG0001360	Syar.g_01961	Praa.g_01085
OG0001361	Syar.g_01955	Praa.g_01175
OG0001364	Syar.g_00284	Praa.g_01803
OG0001365	Syar.g_00335	Praa.g_01882
OG0001370	Syar.g_00013	Praa.g_00459
OG0001371	Syar.g_03059	Praa.g_00679
OG0001373	Syar.g_00631	Praa.g_00880
OG0001374	Syar.g_00642	Praa.g_00888
OG0001376	Syar.g_03203, Syar.g_02600	Praa.g_01049
OG0001377	Syar.g_02599, Syar.g_03202	Praa.g_01050
OG0001378	Syar.g_01174	Praa.g_01094
OG0001379	Syar.g_02772	Praa.g_01312
OG0001382	Syar.g_02834, Syar.g_03204	Praa.g_01587
OG0001385	Syar.g_00628	Praa.g_00877
OG0001386	Syar.g_00629	Praa.g_00878
OG0001387	Syar.g_00630	Praa.g_00879
OG0001388	Syar.g_00635	Praa.g_00882
OG0001389	Syar.g_00636	Praa.g_00883
OG0001390	Syar.g_00637	Praa.g_00884
OG0001391	Syar.g_00638	Praa.g_00885
OG0001392	Syar.g_00640	Praa.g_00886
OG0001393	Syar.g_00641	Praa.g_00887
OG0001394	Syar.g_02608	Praa.g_00922
OG0001395	Syar.g_01561	Praa.g_01026
OG0001396	Syar.g_02402, Syar.g_00566	Praa.g_01430
OG0001403	Syar.g_00504	Praa.g_00030
OG0001406	Syar.g_02601	Praa.g_01048
OG0001408	Syar.g_02042	Praa.g_01067
OG0001412	Syar.g_02400, Syar.g_00564	Praa.g_01428
OG0001413	Syar.g_02062, Syar.g_02063	Praa.g_01562
OG0001415	Syar.g_01553	Praa.g_00231
OG0001416	Syar.g_00433	Praa.g_00458
OG0001417	Syar.g_01885	Praa.g_00469
OG0001418	Syar.g_01546	Praa.g_00684
OG0001420	Syar.g_02680	Praa.g_01103
OG0001428	Syar.g_00108	Praa.g_00172
OG0001429	Syar.g_02582	Praa.g_00792
OG0001430	Syar.g_03306	Praa.g_01284
OG0001432	Syar.g_02064, Syar.g_02123	Praa.g_01560
OG0001437	Syar.g_01554	Praa.g_00230
OG0001438	Syar.g_00240	Praa.g_00293
OG0001439	Syar.g_00824	Praa.g_00307
OG0001441	Syar.g_02691	Praa.g_00521
OG0001442	Syar.g_02622	Praa.g_00741
OG0001447	Syar.g_00052	Praa.g_00126
OG0001449	Syar.g_01897	Praa.g_00393
OG0001450	Syar.g_00880	Praa.g_00687
OG0001452	Syar.g_00167	Praa.g_00894
OG0001453	Syar.g_02498	Praa.g_00986
OG0001454	Syar.g_02065, Syar.g_02122	Praa.g_01078
OG0001456	Syar.g_00643	Praa.g_01137
OG0001457	Syar.g_00644	Praa.g_01138
OG0001458	Syar.g_00645	Praa.g_01139
OG0001459	Syar.g_00418, Syar.g_02047	Praa.g_01273
OG0001462	Syar.g_00511	Praa.g_00034
OG0001467	Syar.g_01745	Praa.g_00781
OG0001470	Syar.g_02358, Syar.g_02369	Praa.g_01404
OG0001471	Syar.g_00830	Praa.g_01563
OG0001479	Syar.g_01122	Praa.g_00337
OG0001480	Syar.g_02013	Praa.g_00368
OG0001482	Syar.g_02511	Praa.g_00456
OG0001492	Syar.g_01717	Praa.g_01206
OG0001493	Syar.g_01725	Praa.g_01214
OG0001495	Syar.g_01022	Praa.g_01721
OG0001502	Syar.g_01840	Praa.g_00772
OG0001504	Syar.g_02046	Praa.g_01274
OG0001507	Syar.g_03257, Syar.g_01540	Praa.g_01619
OG0001520	Syar.g_02053	Praa.g_00388
OG0001525	Syar.g_01315	Praa.g_01579
OG0001546	Syar.g_03276, Syar.g_02688	Praa.g_00524
OG0001547	Syar.g_01855	Praa.g_00774
OG0001549	Syar.g_02838	Praa.g_00863
OG0001554	Syar.g_00327	Praa.g_01569
OG0001555	Syar.g_01689	Praa.g_01583
OG0001565	Syar.g_03069	Praa.g_00416
OG0001567	Syar.g_01847	Praa.g_00773
OG0001568	Syar.g_01866	Praa.g_00775
OG0001570	Syar.g_02858	Praa.g_01106
OG0001587	Syar.g_03010	Praa.g_01696
OG0001613	Syar.g_01093	Praa.g_01795
OG0001625	Syar.g_00192	Praa.g_00258
OG0001627	Syar.g_01215	Praa.g_00755
OG0001647	Syar.g_00217	Praa.g_00273
OG0001661	Syar.g_00911	Praa.g_00410
OG0001745	Syar.g_02010	Praa.g_01559
OG0001923	Syar.g_00582, Syar.g_00583, Syar.g_00267	Praa.g_01389
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Praa.g_01441
OG0002364	Syar.g_02581	Praa.g_00793
OG0002622	Syar.g_02533	Praa.g_01449
OG0002767	Syar.g_03172	Praa.g_00053
OG0003010	Syar.g_02705	Praa.g_01400
OG0003159	Syar.g_02702	Praa.g_01399
