Orthogroup	Prad	Syak
OG0001166	Prad.g_00922	Syak.g_02394
OG0001167	Prad.g_00905	Syak.g_02366
OG0001168	Prad.g_00903	Syak.g_02364
OG0001169	Prad.g_00901	Syak.g_02362
OG0001170	Prad.g_00899	Syak.g_02360
OG0001171	Prad.g_00889	Syak.g_02349
OG0001172	Prad.g_00876	Syak.g_01388
OG0001173	Prad.g_00875	Syak.g_01387
OG0001174	Prad.g_00867	Syak.g_01379
OG0001175	Prad.g_00866	Syak.g_01378
OG0001176	Prad.g_00859	Syak.g_01354
OG0001177	Prad.g_00856	Syak.g_01356
OG0001178	Prad.g_00851	Syak.g_02411
OG0001179	Prad.g_00823	Syak.g_01324
OG0001181	Prad.g_00797	Syak.g_01296
OG0001182	Prad.g_00790	Syak.g_01287
OG0001183	Prad.g_00786	Syak.g_01282
OG0001184	Prad.g_00770	Syak.g_01571
OG0001185	Prad.g_01636	Syak.g_01643
OG0001186	Prad.g_01614	Syak.g_01709
OG0001187	Prad.g_01610	Syak.g_01712
OG0001188	Prad.g_01608	Syak.g_01714
OG0001189	Prad.g_01591	Syak.g_01736
OG0001190	Prad.g_01587	Syak.g_01942
OG0001191	Prad.g_01577	Syak.g_01928
OG0001192	Prad.g_01572	Syak.g_01921
OG0001193	Prad.g_01562	Syak.g_01888
OG0001194	Prad.g_01561	Syak.g_01882
OG0001195	Prad.g_01560	Syak.g_01881
OG0001196	Prad.g_01547	Syak.g_01811
OG0001197	Prad.g_01546	Syak.g_01809
OG0001198	Prad.g_01539	Syak.g_01798
OG0001199	Prad.g_01919	Syak.g_02249
OG0001200	Prad.g_01917	Syak.g_02247
OG0001201	Prad.g_01885	Syak.g_02191
OG0001202	Prad.g_01792	Syak.g_02061
OG0001203	Prad.g_01753	Syak.g_02307
OG0001204	Prad.g_01748	Syak.g_01404
OG0001205	Prad.g_00062	Syak.g_01181
OG0001206	Prad.g_00044	Syak.g_01148
OG0001207	Prad.g_00030	Syak.g_02566
OG0001208	Prad.g_00025	Syak.g_02576
OG0001209	Prad.g_00094	Syak.g_02643
OG0001210	Prad.g_01330	Syak.g_02654
OG0001211	Prad.g_01340	Syak.g_02669
OG0001212	Prad.g_01385	Syak.g_02728
OG0001213	Prad.g_01418	Syak.g_00025
OG0001214	Prad.g_01426	Syak.g_00037
OG0001215	Prad.g_01264	Syak.g_00697
OG0001216	Prad.g_01051	Syak.g_00805
OG0001217	Prad.g_01092	Syak.g_00138
OG0001218	Prad.g_01100	Syak.g_01093
OG0001219	Prad.g_01134	Syak.g_00551
OG0001220	Prad.g_00296	Syak.g_00580
OG0001221	Prad.g_00234	Syak.g_00390
OG0001222	Prad.g_00194	Syak.g_00517
OG0001223	Prad.g_00168	Syak.g_00472
OG0001224	Prad.g_01022	Syak.g_00739
OG0001226	Prad.g_00995	Syak.g_02239
OG0001227	Prad.g_00978	Syak.g_00963
OG0001228	Prad.g_01450	Syak.g_00619
OG0001229	Prad.g_00596	Syak.g_00711
OG0001230	Prad.g_00523	Syak.g_01030
OG0001231	Prad.g_00417	Syak.g_01777
OG0001232	Prad.g_00918	Syak.g_02385
OG0001233	Prad.g_00898	Syak.g_02359
OG0001234	Prad.g_00864	Syak.g_01374
OG0001235	Prad.g_00854	Syak.g_01362
OG0001236	Prad.g_00773	Syak.g_01568
OG0001237	Prad.g_00769	Syak.g_01573
OG0001238	Prad.g_01576	Syak.g_01926
OG0001239	Prad.g_01922	Syak.g_02252
OG0001240	Prad.g_01900	Syak.g_02206
OG0001241	Prad.g_01892	Syak.g_02197
OG0001242	Prad.g_01874	Syak.g_02168
OG0001243	Prad.g_01868	Syak.g_02160
OG0001244	Prad.g_01852	Syak.g_02132
OG0001245	Prad.g_00729	Syak.g_00248
OG0001246	Prad.g_00125	Syak.g_02604
OG0001247	Prad.g_01257	Syak.g_00618
OG0001248	Prad.g_01259	Syak.g_00147
OG0001249	Prad.g_01123	Syak.g_01251
OG0001250	Prad.g_00307	Syak.g_00602
OG0001251	Prad.g_00259	Syak.g_01875
OG0001252	Prad.g_01027	Syak.g_00754
OG0001253	Prad.g_00977	Syak.g_00250
OG0001254	Prad.g_01987	Syak.g_00272
OG0001255	Prad.g_01512	Syak.g_00066
OG0001256	Prad.g_00424	Syak.g_02430
OG0001257	Prad.g_00418	Syak.g_02502
OG0001258	Prad.g_00944	Syak.g_02420
OG0001259	Prad.g_00900	Syak.g_02361
OG0001260	Prad.g_00883	Syak.g_02332
OG0001261	Prad.g_00815	Syak.g_01315
OG0001262	Prad.g_01593	Syak.g_01734
OG0001263	Prad.g_01865	Syak.g_02157
OG0001265	Prad.g_01875	Syak.g_02170
OG0001266	Prad.g_01788	Syak.g_02057
OG0001267	Prad.g_01711	Syak.g_01459
OG0001268	Prad.g_01652	Syak.g_01240
OG0001269	Prad.g_00752	Syak.g_02323
OG0001270	Prad.g_00668	Syak.g_01194
OG0001271	Prad.g_00035	Syak.g_01121
OG0001272	Prad.g_00021	Syak.g_02580
OG0001273	Prad.g_01420	Syak.g_00030
OG0001274	Prad.g_01277	Syak.g_01988
OG0001275	Prad.g_00158	Syak.g_00633
OG0001276	Prad.g_00138	Syak.g_00649
OG0001277	Prad.g_00988	Syak.g_01829
OG0001278	Prad.g_01445	Syak.g_00671
OG0001279	Prad.g_01216	Syak.g_00105
OG0001280	Prad.g_00629	Syak.g_00933
OG0001281	Prad.g_00623	Syak.g_00944
OG0001282	Prad.g_00593	Syak.g_02564
OG0001283	Prad.g_00574	Syak.g_01818
OG0001284	Prad.g_00444	Syak.g_02446
OG0001285	Prad.g_00915	Syak.g_02381
OG0001286	Prad.g_00803	Syak.g_01301
OG0001287	Prad.g_01629	Syak.g_01652
OG0001288	Prad.g_01621	Syak.g_01686
OG0001289	Prad.g_01906	Syak.g_02222
OG0001290	Prad.g_01893	Syak.g_02198
OG0001291	Prad.g_01858	Syak.g_02147
OG0001292	Prad.g_01743	Syak.g_01410
OG0001293	Prad.g_01730	Syak.g_01432
OG0001294	Prad.g_00731	Syak.g_00355
OG0001295	Prad.g_00039	Syak.g_00740
OG0001296	Prad.g_00120	Syak.g_02610
OG0001297	Prad.g_00115	Syak.g_02614
OG0001298	Prad.g_01366	Syak.g_02703
OG0001299	Prad.g_01240	Syak.g_00349
OG0001300	Prad.g_01267	Syak.g_00706
OG0001301	Prad.g_01270	Syak.g_00721
OG0001302	Prad.g_01132	Syak.g_00068
OG0001303	Prad.g_00154	Syak.g_00548
OG0001304	Prad.g_01034	Syak.g_00664
OG0001305	Prad.g_01014	Syak.g_00728
OG0001306	Prad.g_01510	Syak.g_00915
OG0001307	Prad.g_00611	Syak.g_00344
OG0001308	Prad.g_00505	Syak.g_01054
OG0001309	Prad.g_00420	Syak.g_02620
OG0001312	Prad.g_00205	Syak.g_00537
OG0001313	Prad.g_01045	Syak.g_01140
OG0001315	Prad.g_01932	Syak.g_01284
OG0001316	Prad.g_01853	Syak.g_02140
OG0001317	Prad.g_01757	Syak.g_02302
OG0001318	Prad.g_01735	Syak.g_01424
OG0001319	Prad.g_01719	Syak.g_01448
OG0001321	Prad.g_00056	Syak.g_01172
OG0001322	Prad.g_00055	Syak.g_01171
OG0001323	Prad.g_00110	Syak.g_02623
OG0001324	Prad.g_01268	Syak.g_00707
OG0001325	Prad.g_01054	Syak.g_00800
OG0001326	Prad.g_00271	Syak.g_01870, Syak.g_01154
OG0001327	Prad.g_01003	Syak.g_00362
OG0001328	Prad.g_00979	Syak.g_00383
OG0001329	Prad.g_00663	Syak.g_00280
OG0001330	Prad.g_00340	Syak.g_00925
OG0001331	Prad.g_00588	Syak.g_02559
OG0001332	Prad.g_00471	Syak.g_02485
OG0001333	Prad.g_00904	Syak.g_02365
OG0001334	Prad.g_00783	Syak.g_01274
OG0001335	Prad.g_00782	Syak.g_01273
OG0001336	Prad.g_01550	Syak.g_01817
OG0001340	Prad.g_01663	Syak.g_01261
OG0001343	Prad.g_00262	Syak.g_01877
OG0001344	Prad.g_01492	Syak.g_00893
OG0001345	Prad.g_01477	Syak.g_00856
OG0001346	Prad.g_00627	Syak.g_00937
OG0001347	Prad.g_01978	Syak.g_01885, Syak.g_01622
OG0001348	Prad.g_00395	Syak.g_00774
OG0001350	Prad.g_00965	Syak.g_02306
OG0001351	Prad.g_00053	Syak.g_01164
OG0001352	Prad.g_01254	Syak.g_00764
OG0001353	Prad.g_01178	Syak.g_00612
OG0001355	Prad.g_00384	Syak.g_00144
OG0001358	Prad.g_01409	Syak.g_00007
OG0001359	Prad.g_00261	Syak.g_01878
OG0001360	Prad.g_00976	Syak.g_00854
OG0001361	Prad.g_01480	Syak.g_00859
OG0001364	Prad.g_00780	Syak.g_01552
OG0001365	Prad.g_01583	Syak.g_01937
OG0001369	Prad.g_01901	Syak.g_02207
OG0001371	Prad.g_01253	Syak.g_02231
OG0001373	Prad.g_00272	Syak.g_01871
OG0001374	Prad.g_00264	Syak.g_01863
OG0001375	Prad.g_00263	Syak.g_01876
OG0001376	Prad.g_01009	Syak.g_01916
OG0001377	Prad.g_01008	Syak.g_01917
OG0001378	Prad.g_00634	Syak.g_01196
OG0001379	Prad.g_00364	Syak.g_00927
OG0001380	Prad.g_00606	Syak.g_00237
OG0001382	Prad.g_00403	Syak.g_01169
OG0001385	Prad.g_00275	Syak.g_01874
OG0001386	Prad.g_00274	Syak.g_01873
OG0001387	Prad.g_00273	Syak.g_01872
OG0001388	Prad.g_00270	Syak.g_01869
OG0001389	Prad.g_00269	Syak.g_01868
OG0001390	Prad.g_00268	Syak.g_01867
OG0001391	Prad.g_00267	Syak.g_01866
OG0001392	Prad.g_00266	Syak.g_01865
OG0001393	Prad.g_00265	Syak.g_01864
OG0001394	Prad.g_00230	Syak.g_00399
OG0001395	Prad.g_01032	Syak.g_00789
OG0001396	Prad.g_01977	Syak.g_01884
OG0001399	Prad.g_00862	Syak.g_01977, Syak.g_01103
OG0001401	Prad.g_01046	Syak.g_00608
OG0001405	Prad.g_01665	Syak.g_01271
OG0001406	Prad.g_01010	Syak.g_01915
OG0001408	Prad.g_00992	Syak.g_00087
OG0001409	Prad.g_01489	Syak.g_00878
OG0001410	Prad.g_00610	Syak.g_00343
OG0001412	Prad.g_01979	Syak.g_01621, Syak.g_01886
OG0001413	Prad.g_00429	Syak.g_00103
OG0001416	Prad.g_00048	Syak.g_00941
OG0001417	Prad.g_00037	Syak.g_00486
OG0001420	Prad.g_00643	Syak.g_00997, Syak.g_02635
OG0001422	Prad.g_00397	Syak.g_00928
OG0001425	Prad.g_01573	Syak.g_01922
OG0001429	Prad.g_01135	Syak.g_00547
OG0001430	Prad.g_00334	Syak.g_01949, Syak.g_00314
OG0001432	Prad.g_00431	Syak.g_00095
OG0001434	Prad.g_00225	Syak.g_00404
OG0001438	Prad.g_01698	Syak.g_01475
OG0001439	Prad.g_01684	Syak.g_01506
OG0001442	Prad.g_01081	Syak.g_00415
OG0001447	Prad.g_01867	Syak.g_02159
OG0001448	Prad.g_00743	Syak.g_00121
OG0001449	Prad.g_00702	Syak.g_01401
OG0001452	Prad.g_00257	Syak.g_01419
OG0001453	Prad.g_00164	Syak.g_00465
OG0001454	Prad.g_00983	Syak.g_00249
OG0001456	Prad.g_01519	Syak.g_01855
OG0001457	Prad.g_01518	Syak.g_01854
OG0001458	Prad.g_01517	Syak.g_01853
OG0001459	Prad.g_00323	Syak.g_00311
OG0001462	Prad.g_01952	Syak.g_01750
OG0001464	Prad.g_01662	Syak.g_01260
OG0001465	Prad.g_01276	Syak.g_00775
OG0001467	Prad.g_01124	Syak.g_01022
OG0001471	Prad.g_00428	Syak.g_01501
OG0001473	Prad.g_01613	Syak.g_00102
OG0001474	Prad.g_01651	Syak.g_01239
OG0001479	Prad.g_01654	Syak.g_01242
OG0001480	Prad.g_00741	Syak.g_00084
OG0001482	Prad.g_00050	Syak.g_00476
OG0001486	Prad.g_01498	Syak.g_00900
OG0001492	Prad.g_01448	Syak.g_00668
OG0001493	Prad.g_01440	Syak.g_00676
OG0001495	Prad.g_00857	Syak.g_01357
OG0001502	Prad.g_01115	Syak.g_00586
OG0001504	Prad.g_00324	Syak.g_00310
OG0001520	Prad.g_00710	Syak.g_02689
OG0001525	Prad.g_00412	Syak.g_00091
OG0001546	Prad.g_00105	Syak.g_02627
OG0001547	Prad.g_01117	Syak.g_00564
OG0001551	Prad.g_01520	Syak.g_00689
OG0001553	Prad.g_00518	Syak.g_01037
OG0001554	Prad.g_00422	Syak.g_01945
OG0001557	Prad.g_00229	Syak.g_00400
OG0001558	Prad.g_01042	Syak.g_01774
OG0001567	Prad.g_01116	Syak.g_00565
OG0001568	Prad.g_01118	Syak.g_00562
OG0001570	Prad.g_00646, Prad.g_01295	Syak.g_00574
OG0001572	Prad.g_00315	Syak.g_00097
OG0001582	Prad.g_00038	Syak.g_00231
OG0001588	Prad.g_01186	Syak.g_01554
OG0001602	Prad.g_01275	Syak.g_00776
OG0001625	Prad.g_01733	Syak.g_01426
OG0001633	Prad.g_00597	Syak.g_00662
OG0001647	Prad.g_01718	Syak.g_01450
OG0001652	Prad.g_01040	Syak.g_01776
OG0001671	Prad.g_01322	Syak.g_02002
OG0001690	Prad.g_00367	Syak.g_02027
OG0001712	Prad.g_00679	Syak.g_00225
OG0001726	Prad.g_00682	Syak.g_00572
OG0001745	Prad.g_00432	Syak.g_00281
OG0001747	Prad.g_00089	Syak.g_02134, Syak.g_02135
OG0001748	Prad.g_01323	Syak.g_02000
OG0001835	Prad.g_01209	Syak.g_00142
OG0001837	Prad.g_01324	Syak.g_02001
OG0001924	Prad.g_01311	Syak.g_02769
OG0001925	Prad.g_01310	Syak.g_02768
OG0001926	Prad.g_01309	Syak.g_02767
OG0001927	Prad.g_01308	Syak.g_02766
OG0001993	Prad.g_01313	Syak.g_02771
OG0001994	Prad.g_01312	Syak.g_02770
OG0002109	Prad.g_01286	Syak.g_01102
OG0002112	Prad.g_00688	Syak.g_01488
OG0002157	Prad.g_00687	Syak.g_01489
OG0002158	Prad.g_00689	Syak.g_01487
OG0002785	Prad.g_01290	Syak.g_02518
OG0002899	Prad.g_01283	Syak.g_01100
OG0004539	Prad.g_01282	Syak.g_01099
